Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,KEYPLUS SECURITY LIMITED,A0062723, 19/01/2017,OPS0276822,150,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,NORTH WEST TRADING COMPANY,A0063527, 19/01/2017,OPS0276882,22.43,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,NORTH WEST TRADING COMPANY,A0063527, 19/01/2017,OPS0276834,152.64,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,LCC Levy (Admins Costs),4419,PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 12/01/2017,HMR0276683,-310,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,LCC Levy (Admins Costs),4419,PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 12/01/2017,HMR0276683,310,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276493,5.06,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276557,6.52,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276493,0.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276557,36.24,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276493,97.89,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276557,2.53,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276493,2.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276557,1.44,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276493,31.63,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276557,15.96,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 05/01/2017,DAL0276493,19.63,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,4704,LANCASHIRE BROADCASTING CO LTD,A0064934, 12/01/2017,EST0276757,200,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,4704,LANCASHIRE BROADCASTING CO LTD,A0064934, 12/01/2017,EST0276757,200,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 26/01/2017,PER0277001,449,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 12/01/2017,PER0276783,11.07,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 12/01/2017,PER0276783,11.48,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 12/01/2017,PER0276783,70.98,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 12/01/2017,PER0276783,73.55,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,THE RAINHALL CENTRE,A0066193, 12/01/2017,DAL0276695,15,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,ATM CONSTRUCTION LTD,A0066308, 12/01/2017,HMR0276698,24786.13,N,N/A,N,4131.02
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,THE FRIENDS OF ST JOHNS CHURCHYARD,A0066463, 19/01/2017,HED0276838,200,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,IMPERIAL BUILDERS,A0066476, 26/01/2017,HMR0276649,3765.2,N,N/A,N,627.53
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 26/01/2017,PER0277007,169.6,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 26/01/2017,PER0277007,171.57,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 12/01/2017,PER0276787,246.28,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 12/01/2017,PER0276787,273.62,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,168.22,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,121.52,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,214.44,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,167.75,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,230.18,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,505.61,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,HMR0276979,345,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,HMR0276980,400.14,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,SPEAKMAN CONTRACTORS LTD,A0066581, 19/01/2017,HMR0276872,5898.91,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,921,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Legal Fees,CD09,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,147.83,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Legal Fees,CD09,SPEAKMAN CONTRACTORS LTD,A0066581, 26/01/2017,EST0276992,249.03,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,cd14,SPEAKMAN CONTRACTORS LTD,A0066581, 19/01/2017,EST0276846,2889,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,SPEAKMAN CONTRACTORS LTD,A0066581, 19/01/2017,EST0276845,6848.75,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 12/01/2017,EST0276776,95,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 12/01/2017,EST0276776,350,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276551,5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276551,65,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276554,490,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276554,630,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276558,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276553,60,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276561,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276561,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276559,90,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276553,260,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 05/01/2017,HED0276553,740,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,PEOPLE ASSET MANAGEMENT LIMITED,A0067613, 12/01/2017,PER0276786,340,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,PATROL,A0067663, 19/01/2017,HED0276842,137.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,LIMPET LABELS UK LIMITED,A0067671, 05/01/2017,OPS0276600,166,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,LIMPET LABELS UK LIMITED,A0067671, 05/01/2017,OPS0276599,216,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 19/01/2017,OPS0276835,66.87,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 19/01/2017,OPS0276835,66.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 19/01/2017,OPS0276835,66.87,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 19/01/2017,OPS0276835,66.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 19/01/2017,OPS0276835,66.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 19/01/2017,OPS0276835,66.87,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,CHIPSIDE LTD,A0068587, 19/01/2017,HED0276836,36.08,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,M C & M A STEWART HAULAGE,A0068863, 19/01/2017,PCO0276883,589.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 27/01/2017,AAS0277169,87.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 05/01/2017,AAS0276930,55.87,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,THORNE ACCESS AND SECURITY,A0070220, 26/01/2017,COR0276920,60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,Capital : Payments,CD14,CRAEMER UK LIMITED,A0070869, 05/01/2017,OPS0276604,576,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,Capital : Payments,CD14,CRAEMER UK LIMITED,A0070869, 05/01/2017,OPS0276601,1400,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,Capital : Payments,CD14,CRAEMER UK LIMITED,A0070869, 05/01/2017,OPS0276525,4224,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,Capital : Payments,CD14,CRAEMER UK LIMITED,A0070869, 05/01/2017,OPS0276525,6400,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,QHS SOLUTIONS LIMITED,A0071912, 05/01/2017,EST0276585,175,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,4007,QHS SOLUTIONS LIMITED,A0071912, 03/01/2017,AAS0276924,666.67,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,4409,UNITED UTILITIES WATER PLC,A0072400, 05/01/2017,ENV0276566,111.7,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,UNITED UTILITIES WATER PLC,A0072400, 05/01/2017,EST0276326,74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 18/01/2017,AAS0276934,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 18/01/2017,AAS0276934,949.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/01/2017,AAS0276932,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/01/2017,AAS0276933,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/01/2017,AAS0276933,1112.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/01/2017,AAS0276932,1373.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,LLOYDS BANKING GROUP,A0072462, 23/01/2017,AAS0277167,45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,LLOYDS BANKING GROUP,A0072462, 17/01/2017,AAS0276929,591.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276679,395.78,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS4005232,-0.93,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS4005233,-0.52,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS4005236,-0.39,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS4005235,-0.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276678,2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276756,2.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276677,4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276672,6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276755,6.39,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276681,8.52,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276674,11.99,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 12/01/2017,OPS0276680,17.03,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TCS (WASTE) LIMITED,A0072822, 12/01/2017,OPS0276727,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TCS (WASTE) LIMITED,A0072822, 12/01/2017,OPS0276727,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TCS (WASTE) LIMITED,A0072822, 12/01/2017,OPS0276727,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,TCS (WASTE) LIMITED,A0072822, 12/01/2017,OPS0276728,420,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,1221,DBS,A0072958, 18/01/2017,AAS0276931,868,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,DBS,A0072958, 18/01/2017,AAS0276931,1584,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Newspapers & Periodicals,4305,MARTINS,A0074550, 12/01/2017,HMR0276682,25.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,5005,C & C PROCESS SERVERS,A0074728, 12/01/2017,OPS0276652,85,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 05/01/2017,HMR0276565,180,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 05/01/2017,HMR0276519,4325,N,N/A,N,720.83
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 05/01/2017,HMR0276521,8550,N,N/A,N,1425
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,4706,VODAFONE LIMITED,A0076999, 12/01/2017,AAS0276737,2487.3,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,THOMSON REUTERS,A0077400, 12/01/2017,DAL0276719,93.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,THOMSON REUTERS,A0077400, 12/01/2017,DAL0276719,93.5,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Reference Books Acts,4304,THOMSON REUTERS,A0077400, 12/01/2017,PBC0276712,55,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Reference Books Acts,4304,THOMSON REUTERS,A0077400, 12/01/2017,PBC0276712,587.13,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Consultants Fees,4401,THOMSON REUTERS,A0077400, 12/01/2017,PBC0276712,1836.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,RIGHTMOVE.CO.UK,A0077496, 03/01/2017,AAS0276925,312.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,RIGHTMOVE.CO.UK,A0077496, 03/01/2017,AAS0276925,607.2,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,HERITAGE CARDS & SOUVENIRS LTD,A0077997, 12/01/2017,REG0276702,62.29,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,HERITAGE CARDS & SOUVENIRS LTD,A0077997, 12/01/2017,REG0276704,397.26,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,POSTURITE LIMITED,A0078203, 12/01/2017,OPS0276653,74.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,POSTURITE LIMITED,A0078203, 12/01/2017,OPS0276653,845,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 12/01/2017,HMR0276686,140,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 12/01/2017,HMR0276686,100,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 12/01/2017,HMR0276686,160,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,4003,KINGS WASHING MACHINE RENTALS,A0079878, 12/01/2017,HMR0276718,55,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,HILL DICKINSON LLP,A0080232, 26/01/2017,DAL0276986,1892.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,HILL DICKINSON LLP,A0080232, 26/01/2017,REG0276989,1072.5,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,REDACTED - PERSONAL DATA,A0081260, 26/01/2017,PER0277009,40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 05/01/2017,OPS0276532,14.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 19/01/2017,OPS0276875,339.38,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,HODGE HOUSE RESIDENTS ASSOCIATION,A0081652, 19/01/2017,HED0276909,400,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,IMPROVEMENT DEVELOPMENT GROWTH LTD,A0082296, 19/01/2017,PER0276858,978.8,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,BARLEY WITH WHEATLEY BOOTH PC,A0082828, 19/01/2017,HED0276841,1000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 12/01/2017,AAS0276744,10.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 12/01/2017,AAS0276748,24.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 26/01/2017,AAS0277018,29.82,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 12/01/2017,AAS0276747,31.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 26/01/2017,AAS0277014,1453.14,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,Fees Income : Non-VATable,9302,WILKIN CHAPMAN LLP,A0084376, 26/01/2017,TRE0277028,133,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,Fees Income : Non-VATable,9302,WILKIN CHAPMAN LLP,A0084376, 26/01/2017,TRE0277028,250.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD14,KIMORA,A0084804, 12/01/2017,REG0276705,508.69,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,4401,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 19/01/2017,ENV0276850,58,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,MARSDEN PTFA,A0085357, 19/01/2017,HED0276840,250,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0085472, 26/01/2017,COR0276923,61.2,N,N/A,N,N/A
