Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48256,ocds-7hge34-NCCF40955,Great Yarmouth to Sidestrand Hall Special School ,Framework further competition,CHILDREN,,,Great Yarmouth to Sidestrand Hall Special School ,Passenger Transport,Passenger Transport,360000,,,12/10/2015,31/07/2022,,31/07/2022,"�22,798",Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48338,ocds-7hge34-NCCF40955,East Norfolk and Norwich to Hamlet Centre ,Framework further competition,COMMUNITY SERVICES,,,East Norfolk and Norwich to Hamlet Centre ,Passenger Transport,Passenger Transport,360000,,,01/12/2015,31/12/2019,,31/12/2020,"�25,460",Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48355,ocds-7hge34-NCCF40964,Bradwell and Gorleston to Headway ,Framework further competition,COMMUNITY SERVICES,,,Bradwell and Gorleston to Headway ,Passenger Transport,Passenger Transport,360000,,,01/12/2015,31/12/2016,,31/12/2017,�760,Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48356,ocds-7hge34-NCCF40963,Bradwell to Headway ,Framework further competition,COMMUNITY SERVICES,,,Bradwell to Headway ,Passenger Transport,Passenger Transport,360000,,,02/12/2015,31/12/2016,,31/12/2017,�608,Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48357,ocds-7hge34-NCCF40984,Hopton and Gorleston to Headway ,Framework further competition,COMMUNITY SERVICES,,,Hopton and Gorleston to Headway ,Passenger Transport,Passenger Transport,360000,,,03/12/2015,31/12/2016,,31/12/2017,�912,Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN48556,ocds-7hge34-NCCF40984,"NR30, NR31 and NR13 to Shes Blofield ",,COMMUNITY SERVICES,,,"NR30, NR31 and NR13 to Shes Blofield ",Passenger Transport,Passenger Transport,360000,,,01/12/2015,31/12/2016,,31/12/2017,"�17,024",Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,ALN34278,,Swift Concessionary fare reimbursement  ,Legal Requirement,ETD,,,Swift Concessionary fare reimbursement  ,Passenger Transport,Passenger Transport,360000,,,22/03/2011,31/12/2050,,31/12/2050,"�2,447",Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,ALN34279,,Swift Concessionary fare reimbursement - adjustments.,Legal Requirement,ETD,,,Swift Concessionary fare reimbursement - adjustments.,Passenger Transport,Passenger Transport,360000,,,09/05/2011,31/12/2050,,31/12/2050,�0,Estimated,,SWIFT TAXIS & PRIVATE HIRE LTD,,,75093,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34577,ocds-7hge34-NCCQ40194,West Dereham to Denver Primary School ,Tendered OJEU,CHILDREN,,,West Dereham to Denver Primary School ,Passenger Transport,Passenger Transport,360000,,,05/09/2013,31/07/2016,,31/07/2018,"�5,426",Estimated,,STACEYS CARS,,,195870,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34579,ocds-7hge34-NCCF40600,"Elm & Barroway Drove to Nelson Academy, Downham Market ",Tendered OJEU,CHILDREN,,,"Elm & Barroway Drove to Nelson Academy, Downham Market ",Passenger Transport,Passenger Transport,360000,,,05/09/2013,31/07/2016,,31/07/2016,"�18,179",Estimated,,STACEYS CARS,,,195870,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46283,ocds-7hge34-NCCF40759,"Reepham, Bacton and Suffield to She's Blofield ",Quotations,COMMUNITY SERVICES,,,"Reepham, Bacton and Suffield to She's Blofield ",Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/06/2016,,04/05/2019,"�15,200",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46284,ocds-7hge34-NCCF40866,NR13 to Vauxhall Centre ,Quotations,COMMUNITY SERVICES,,,NR13 to Vauxhall Centre ,Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/04/2016,,30/04/2016,"�5,016",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46285,,Reedham to Norwich Day Services ,Quotations,COMMUNITY SERVICES,,,Reedham to Norwich Day Services ,Passenger Transport,Passenger Transport,360000,,,06/05/2014,31/05/2017,,31/05/2017,"�16,720",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46286,,Norwich to Sprowston Day Services ,Quotations,COMMUNITY SERVICES,,,Norwich to Sprowston Day Services ,Passenger Transport,Passenger Transport,360000,,,06/05/2014,31/05/2016,,31/05/2016,"�9,753",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46287,ocds-7hge34-NCCT0017,NR5 to Sprowston Day Services ,Quotations,COMMUNITY SERVICES,,,NR5 to Sprowston Day Services ,Passenger Transport,Passenger Transport,360000,,,06/05/2014,31/05/2016,,31/05/2016,"�8,170",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46295,ocds-7hge34-NCCT0017,"NR2 to NANSA, Bowthorpe Road ",Quotations,COMMUNITY SERVICES,,,"NR2 to NANSA, Bowthorpe Road ",Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/04/2016,,30/04/2016,"�2,052",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46296,ocds-7hge34-NCCT40050,"NR13 and NR4 to NANSA, Bowthorpe Road and NANSA shop ",Quotations,COMMUNITY SERVICES,,,"NR13 and NR4 to NANSA, Bowthorpe Road and NANSA shop ",Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/04/2016,,30/04/2016,"�12,236",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46297,ocds-7hge34-NCCF40699,"NR17, NR9 and NR4 to NANSA Bowthorpe Road ",Quotations,COMMUNITY SERVICES,,,"NR17, NR9 and NR4 to NANSA Bowthorpe Road ",Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/04/2016,,30/04/2016,"�13,908",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46299,ocds-7hge34-NCCF40699,NR10 to NANSA Bowthorpe Road ,Quotations,COMMUNITY SERVICES,,,NR10 to NANSA Bowthorpe Road ,Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/04/2016,,30/04/2016,"�13,680",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46504,ocds-7hge34-NCCF40805,NR5 to Harford Hills ,Quotations,COMMUNITY SERVICES,,,NR5 to Harford Hills ,Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/04/2016,,30/04/2016,"�3,952",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46302,,"NR5, NR9 and NR19 to Manor Court ",Quotations,COMMUNITY SERVICES,,,"NR5, NR9 and NR19 to Manor Court ",Passenger Transport,Passenger Transport,360000,,,06/05/2014,30/04/2016,,30/04/2016,"�3,800",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN46305,ocds-7hge34-NCCT40008 ,"Bodham to Eaton Hall School, Norwich ",Framework further competition,CHILDREN,,,"Bodham to Eaton Hall School, Norwich ",Passenger Transport,Passenger Transport,360000,,,15/09/2014,20/07/2016,,31/07/2022,"�15,732",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN45614,ocds-7hge34-NCCT40008 ,"Norwich to St Andrews School, Aylmerton ",Framework further competition,CHILDREN,,,"Norwich to St Andrews School, Aylmerton ",Passenger Transport,Passenger Transport,360000,,,13/04/2015,31/07/2019,,31/07/2019,"�16,150",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN47889,ocds-7hge34-NCCT40008,Wymondham to Tacolneston Primary School ,Framework further competition,CHILDREN,,,Wymondham to Tacolneston Primary School ,Passenger Transport,Passenger Transport,360000,,,03/09/2015,31/07/2017,,31/07/2017,"�9,500",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN47890,ocds-7hge34-NCCT40050,"Banham, Wymondham and Hethersett to Norwich City College ",Framework further competition,CHILDREN,,,"Banham, Wymondham and Hethersett to Norwich City College ",Passenger Transport,Passenger Transport,360000,,,07/09/2015,31/07/2016,,31/07/2018,"�15,200",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN47922,ocds-7hge34-NCCT40050,Costessey to Wymondham High School ,Framework further competition,CHILDREN,,,Costessey to Wymondham High School ,Passenger Transport,Passenger Transport,360000,,,03/09/2015,31/07/2016,,03/07/2019,"�16,530",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48183,ocds-7hge34-NCCT40050,Hethersett and St Faiths  to The Swallows Day Care   ,Framework further competition,COMMUNITY SERVICES,,,Hethersett and St Faiths  to The Swallows Day Care   ,Passenger Transport,Passenger Transport,360000,,,01/10/2015,30/09/2016,,30/09/2020,"�15,200",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48339,ocds-7hge34-NCCT40050,North Walsham to Hamlet Centre ,Framework further competition,COMMUNITY SERVICES,,,North Walsham to Hamlet Centre ,Passenger Transport,Passenger Transport,360000,,,01/12/2015,31/12/2019,,31/12/2020,"�7,068",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN48341,ocds-7hge34-NCCQ40279,Cromer to Hamlet Centre ,Framework further competition,COMMUNITY SERVICES,,,Cromer to Hamlet Centre ,Passenger Transport,Passenger Transport,360000,,,01/12/2015,31/12/2019,,31/12/2020,"�9,120",Estimated,,STYLE TAXIS LTD,,,1256853,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN45146,ocds-7hge34-NCCT40313,Dereham and Wymondham to Wymondham Day Centre ,Quotations,COMMUNITY SERVICES,,,Dereham and Wymondham to Wymondham Day Centre ,Passenger Transport,Passenger Transport,360000,,,04/07/2011,31/12/2015,,30/10/2015,"�4,370",Estimated,,TAN CARS,,,75273,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN45121,ocds-7hge34-NCCT40313,NR16 to Wymondham Day Centre ,Quotations,COMMUNITY SERVICES,,,NR16 to Wymondham Day Centre ,Passenger Transport,Passenger Transport,360000,,,10/08/2010,31/12/2015,,30/10/2015,"�4,864",Estimated,,TAN CARS,,,75273,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN34285,ocds-7hge34-NCCT40313,Spooner Row to Hethersett High School ,Quotations,CHILDREN,,,Spooner Row to Hethersett High School ,Passenger Transport,Passenger Transport,360000,,,06/09/2012,31/07/2017,,31/07/2017,"�9,500",Estimated,,TAN CARS,,,75273,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN43875,ocds-7hge34-NCCT40313,"Hingham, Suton and  Runhall to Wymondham High Academy ",Framework further competition,CHILDREN,,,"Hingham, Suton and  Runhall to Wymondham High Academy ",Passenger Transport,Passenger Transport,360000,,,04/09/2014,31/07/2017,,31/07/2022,"�5,700",Estimated,,TAN CARS,,,75273,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN44881,ocds-7hge34-NCCT40313,"Wymondham, Attleborough and Hargham to Old Buckenham High School ",Framework further competition,CHILDREN,,,"Wymondham, Attleborough and Hargham to Old Buckenham High School ",Passenger Transport,Passenger Transport,360000,,,24/11/2014,31/07/2016,,31/07/2020,"�9,500",Estimated,,TAN CARS,,,75273,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN46308,ocds-7hge34-NCCQ40465,Hethersett to Attleborough Day Centre M W,Framework further competition,COMMUNITY SERVICES,,,Hethersett to Attleborough Day Centre M W,Passenger Transport,Passenger Transport,360000,,,09/03/2015,31/03/2016,,31/03/2020,"�3,040",Estimated,,TAN CARS,,,75273,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN45153,ocds-7hge34-NCCQ40463,Acle to Great Yarmouth Day Centre ,Quotations,COMMUNITY SERVICES,,,Acle to Great Yarmouth Day Centre ,Passenger Transport,Passenger Transport,360000,,,01/11/2011,31/07/2016,,31/07/2016,"�4,332",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN46309,ocds-7hge34-NCCF40600,Diss to Headway Gorleston ,Quotations,COMMUNITY SERVICES,,,Diss to Headway Gorleston ,Passenger Transport,Passenger Transport,360000,,,01/08/2013,31/07/2016,,31/08/2016,"�7,600",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34289,ocds-7hge34-NCCF40600,"HM2- Gt Yarmouth area to Harford Manor Special School, Norwich ",Tendered OJEU,CHILDREN,,,"HM2- Gt Yarmouth area to Harford Manor Special School, Norwich ",Passenger Transport,Passenger Transport,360000,,,26/04/2011,31/03/2017,,18/04/2019,"�26,978",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34291,ocds-7hge34-NCCF40600,"BUS 12 HM14- Sea Palling and Catfield to Harford Manor Special School and Clare Special School, Norwich",Tendered OJEU,CHILDREN,,,"BUS 12 HM14- Sea Palling and Catfield to Harford Manor Special School and Clare Special School, Norwich",Passenger Transport,Passenger Transport,360000,,,26/04/2011,31/03/2017,,18/04/2019,"�39,281",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34293,ocds-7hge34-NCCF40600,"Gt Yarmouth to Fred Nicholson School, Dereham ",Tendered OJEU,CHILDREN,,,"Gt Yarmouth to Fred Nicholson School, Dereham ",Passenger Transport,Passenger Transport,360000,,,06/09/2012,24/03/2016,,31/07/2020,"�34,151",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN44400,ocds-7hge34-NCCF40600,"Gorleston to Fred Nicholson School, Dereham ",Framework further competition,CHILDREN,,,"Gorleston to Fred Nicholson School, Dereham ",Passenger Transport,Passenger Transport,360000,,,24/08/2014,24/08/2016,,24/08/2022,"�24,700",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN44401,ocds-7hge34-NCCF40600,"Sheringham, Cromer & Southrepps to Compass Centre, Belton ",Framework further competition,CHILDREN,,,"Sheringham, Cromer & Southrepps to Compass Centre, Belton ",Passenger Transport,Passenger Transport,360000,,,04/09/2014,31/08/2018,,31/08/2022,"�27,550",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AMN46463,ocds-7hge34-NCCF40600,"Great Yarmouth, Lingwood, Salhouse to Sheringham Woodfields School ",Framework further competition,CHILDREN,,,"Great Yarmouth, Lingwood, Salhouse to Sheringham Woodfields School ",Passenger Transport,Passenger Transport,360000,,,02/09/2015,31/08/2020,,31/07/2023,"�29,260",Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,APN48333,ocds-7hge34-NCCF40699,"Yarmouth to Iceni, Day Centre  ",Exemption Single quote under 5K ,COMMUNITY SERVICES,,,"Yarmouth to Iceni, Day Centre  ",Passenger Transport,Passenger Transport,360000,,,09/11/2015,31/12/2016,,31/12/2016,�988,Estimated,,TOWN AND COUNTRY TRAVEL,,,138379,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34298,ocds-7hge34-NCCF40699,"Gt Yarmouth St Andrews School, Aylmerton ",Tendered OJEU,CHILDREN,,,"Gt Yarmouth St Andrews School, Aylmerton ",Passenger Transport,Passenger Transport,360000,,,01/09/2012,31/07/2017,,31/07/2020,"�11,366",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34299,ocds-7hge34-NCCF40699,"Bracon Ash to St Andrews School, Aylmerton ",Tendered OJEU,CHILDREN,,,"Bracon Ash to St Andrews School, Aylmerton ",Passenger Transport,Passenger Transport,360000,,,01/09/2012,31/07/2017,,31/07/2020,"�10,490",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34302,ocds-7hge34-NCCF40799,"Long Stratton, Harleston and Flixton to The Ashley School, Lowestoft ",Tendered OJEU,CHILDREN,,,"Long Stratton, Harleston and Flixton to The Ashley School, Lowestoft ",Passenger Transport,Passenger Transport,360000,,,01/09/2012,31/07/2016,,31/07/2020,"�17,860",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34304,ocds-7hge34-NCCF40799,"Norwich to Fred Nicholson School, Dereham ",Tendered OJEU,CHILDREN,,,"Norwich to Fred Nicholson School, Dereham ",Passenger Transport,Passenger Transport,360000,,,06/09/2012,24/03/2016,,31/07/2020,"�20,965",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34307,ocds-7hge34-NCCF40799,"South Norfolk villages to Fred Nicholson School, Dereham ",Tendered OJEU,CHILDREN,,,"South Norfolk villages to Fred Nicholson School, Dereham ",Passenger Transport,Passenger Transport,360000,,,06/09/2012,24/03/2016,,31/07/2020,"�23,020",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34308,,"Necton to Fred Nicholson School, Dereham ",Tendered OJEU,CHILDREN,,,"Necton to Fred Nicholson School, Dereham ",Passenger Transport,Passenger Transport,360000,,,06/09/2012,24/03/2016,,31/07/2020,"�18,977",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34309,ocds-7hge34-NCCF40805,"Acle to Fred Nicholson School, Dereham ",Tendered OJEU,CHILDREN,,,"Acle to Fred Nicholson School, Dereham ",Passenger Transport,Passenger Transport,360000,,,06/09/2012,24/03/2016,,31/07/2020,"�19,372",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN34310,ocds-7hge34-NCCF40805,"Deopham to Fred Nicholson Special School, Dereham ",Quotations,CHILDREN,,,"Deopham to Fred Nicholson Special School, Dereham ",Passenger Transport,Passenger Transport,360000,,,03/12/2012,24/03/2016,,24/03/2016,"�16,085",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON42904,ocds-7hge34-NCCF40805,"Hemsby, Caister and Thurne to Acle Academy ",Tendered OJEU,CHILDREN,,,"Hemsby, Caister and Thurne to Acle Academy ",Passenger Transport,Passenger Transport,360000,,,01/09/2013,31/07/2017,,31/07/2017,"�17,389",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON34584,ocds-7hge34-NCCF40805,"Walpole St Andrew to Anthony Curton Primary School, Walpole St Peter, Wisbech ",Tendered OJEU,CHILDREN,,,"Walpole St Andrew to Anthony Curton Primary School, Walpole St Peter, Wisbech ",Passenger Transport,Passenger Transport,360000,,,05/09/2013,31/07/2017,,31/07/2017,"�12,825",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON42908,ocds-7hge34-NCCF40805,"BUS 29 - Norwich and Diss to the Clare School, Norwich ",Tendered OJEU,CHILDREN,,,"BUS 29 - Norwich and Diss to the Clare School, Norwich ",Passenger Transport,Passenger Transport,360000,,,06/08/2013,25/03/2016,,31/07/2021,"�22,152",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON42909,ocds-7hge34-NCCF40805,"East Tuddenham to Harford Manor School, Norwich ",Tendered OJEU,CHILDREN,,,"East Tuddenham to Harford Manor School, Norwich ",Passenger Transport,Passenger Transport,360000,,,06/08/2013,31/07/2017,,31/07/2017,"�15,698",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AON42911,ocds-7hge34-NCCF40914,Great Yarmouth and area to Include - Great Yarmouth ,Tendered OJEU,CHILDREN,,,Great Yarmouth and area to Include - Great Yarmouth ,Passenger Transport,Passenger Transport,360000,,,01/08/2013,31/07/2018,,31/07/2021,"�69,626",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN34801,ocds-7hge34-NCCF40931,Hedenham to bus pick up point / Wheatacre to Beccles and Hedenham to Ditchingham  ,Quotations,CHILDREN,,,Hedenham to bus pick up point / Wheatacre to Beccles and Hedenham to Ditchingham  ,Passenger Transport,Passenger Transport,360000,,,05/09/2013,31/07/2017,,31/07/2017,"�17,100",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,09/12/2015,AQN34804,ocds-7hge34-NCCF40934,"Great Yarmouth to St Andrews School, Aylmerton ",Quotations,CHILDREN,,,"Great Yarmouth to St Andrews School, Aylmerton ",Passenger Transport,Passenger Transport,360000,,,02/09/2013,31/07/2016,,31/07/2016,"�16,861",Estimated,,24 X 7 LTD.,,,412122,,,,Passenger Transport,ptprocurement@norfolk.gov.uk,
