Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,PERSON-REF,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
0,1300.04,O,0,,908301319,-1,0,1300.04,,0,,0,0,CO,2850,10370226,TRANSPORT FOR SICK CHILDREN LTD,,,,,,,22/04/2016,SUITE 338,BROADSTONE MILL,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,OFFICES AND PREMISES
0,3920.4,O,0,,5602029109,0,0,0,,0,,0,0,CO,8100,10434187,TRANTERS CRIMINAL LAW SOLICITORS LTD,,,,,,,01/03/2014,29-31,MIDDLE HILLGATE,STOCKPORT,,,SK1 3AY,OFFICES AND PREMISES
0,56.62,O,0,,3933200719,0,0,0,,0,,0,0,CP1,350,10488434,TRAVELODGE LIMITED,SLEEPY HOLLOW,AYLESBURY ROAD,THAME,OXFORDSHIRE,,OX9 3AT,30/11/2016,CAR SPACE 62,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE
0,100.25,O,0,,3933200709,0,0,0,,0,,0,0,CP1,700,10488434,TRAVELODGE LIMITED,SLEEPY HOLLOW,AYLESBURY ROAD,THAME,OXFORDSHIRE,,OX9 3AT,14/12/2016,CAR SPACES 35 & 36,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES
0,46948,O,0,,3805004019,0,1261,0,,0,,0,0,CWO,97000,9040510,TRAVIS PERKINS TRADING CO LTD,C/O CUSHMAN & WAKEFIELD,NATIONAL RATING TEAM,1 COLMORE SQUARE,BIRMINGHAM,,B4 6AJ,25/10/2000,HAIGH AVENUE,STOCKPORT,,,,SK4 1NY,"WAREHOUSE, OFFICE AND PREMISES"
0,7260,O,0,,7394046009,0,0,0,,0,,0,0,CS,15000,9040510,TRAVIS PERKINS TRADING CO LTD,C/O CUSHMAN & WAKEFIELD,NATIONAL RATING TEAM,1 COLMORE SQUARE,BIRMINGHAM,,B4 6AJ,02/09/2002,46 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6AB,SHOP AND PREMISES
0,11737,O,0,,28055029,0,315.25,0,,0,,0,0,CWO,24250,9040510,TRAVIS PERKINS TRADING CO LTD,C/O CUSHMAN & WAKEFIELD,NATIONAL RATING TEAM,1 COLMORE SQUARE,BIRMINGHAM,,B4 6AJ,31/07/2004,ADSWOOD LANE WEST,STOCKPORT,,,,SK3 8HZ,"WAREHOUSE,OFFICES AND PREMISES"
0,9801,O,0,,5451002099,0,263.25,0,,0,,0,0,CW,20250,9052780,TRAVIS PERKINS TRADING CO LTD,C/O CUSHMAN & WAKEFIELD,NATIONAL RATING TEAM,1 COLMORE SQUARE,BIRMINGHAM,,B4 6AJ,01/12/1998,UNIT 11,MARCLIFFE IND ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,WAREHOUSE AND PREMISES
0,23232,O,0,,854005009,0,624,0,,0,,0,0,CW,48000,9052780,TRAVIS PERKINS TRADING CO LTD,C/O CUSHMAN & WAKEFIELD,NATIONAL RATING TEAM,1 COLMORE SQUARE,BIRMINGHAM,,B4 6AJ,01/07/2006,UNIT 5,BRENT ROAD,HEATON NORRIS,STOCKPORT,,SK4 2LD,WAREHOUSE AND PREMISES
0,6897,O,0,,3156023009,-1,0,0,,0,,0,0,CW,14250,9182170,TRAYCAR SYSTEMS LTD,,,,,,,01/02/2000,25 FLETCHER STREET,STOCKPORT,,,,SK1 1DY,WAREHOUSE AND PREMISES
0,2807.2,O,0,,8104053029,-1,0,2807.2,,0,,0,0,CW3,5800,10471215,TREADSAFE FLOORING LTD,,,,,,,18/01/2016,UNIT 3A,WATERLOO INDUSTRIAL PARK,UPPER BROOK STREET,STOCKPORT,,SK1 3BP,STORE AND PREMISES
0,12947,O,0,,1681001029,0,347.75,0,CASC80,10635.8,,0,0,LS2,26750,9046020,TREASURER,,,,,,,01/04/1990,CHEADLE GOLF CLUB,CHEADLE ROAD,CHEADLE,,,SK8 1HW,GOLF COURSE AND PREMISES
0,3775.2,O,0,,3467099359,-1,0,2642.53,,0,,0,0,CW,7800,10465414,TREMSCO LIMITED,,,,,,,01/10/2015,UNIT 1A,CANALSIDE,GREEN LANE,ROMILEY,STOCKPORT,SK6 3JG,WAREHOUSE AND PREMISES
0,32428,O,0,,5720022009,0,871,0,,0,,0,0,IF3O,67000,10361459,TRESCAR LTD T/A DOWDING & MILLS CALIBRAT,SAXON WAY,BLACKBUSHE BUSINESS PARK,YATELEY,,,GU46 6GT,10/04/2010,UNIT C,PARKGATE CLOSE,BREDBURY PARK WAY,BREDBURY,STOCKPORT,SK6 2SU,"WORKSHOP, OFFICE AND PREMISES"
0,1645.6,O,0,,5602048119,-1,0,1645.6,,0,,0,0,CO,3400,9307182,TRIBOURNE CATERING SERVICES LTD,REAR 48C MIDDLE HILLGATE,STOCKPORT,,,,SK1 3DL,24/06/2006,REAR,48C MIDDLE HILLGATE,STOCKPORT,,,SK1 3DL,OFFICES AND PREMISES
0,169.4,O,0,,572009169,0,0,0,,0,,0,0,CP1,350,9307182,TRIBOURNE CATERING SERVICES LTD,REAR 48C MIDDLE HILLGATE,STOCKPORT,,,,SK1 3DL,14/07/2006,CAR PARKING SPACE 6,ADJ 9,BAMFORD STREET,MIDDLE HILLGATE,STOCKPORT,SK1 3NZ,CAR PARKING SPACE
0,17908,O,0,,7393232359,0,481,0,,0,,0,0,CO,37000,10473600,TRIDENT EUROPE LIMITED,PART 1ST FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,17/03/2016,PART 1ST FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
0,677.6,O,0,,7393233089,0,0,0,,0,,0,0,CP1,1400,10473600,TRIDENT EUROPE LIMITED,PART 1ST FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,17/03/2016,CAR SPACES 36-39,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
0,173030,O,0,,8361000019,0,4647.5,0,,0,,0,0,CO,357500,9180780,TRILLIUM,LAND SECURITIES TRILLIUM,RATES & UTILITIES  DEPT,4TH FLOOR  1 CITY WALK,LEEDS,,LS11 9DX,01/04/2000,HERON HOUSE,GRD-7TH FLOORS,WELLINGTON STREET,STOCKPORT,,SK1 1FE,OFFICES AND PREMISES
0,4114,O,0,,5140195009,-1,0,2399.84,,0,,0,0,IF3,8500,10465761,TRILOGY AUTOMOTIVE & HYDROGRAPHICS LTD,,,,,,,01/09/2015,63 LOWFIELD ROAD,CALE GREEN,STOCKPORT,,,SK3 8JP,WORKSHOP AND PREMISES
0,980.1,O,0,,8105200799,0,0,0,,0,,0,0,CW,2025,9231424,TRINITY ESTATES PROPERTY MANAGEMENT LTD,VANTAGE POINT,23 MARK ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,HP2 7DN,01/07/2010,UNIT 10,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,WAREHOUSE AND PREMISES
0,13300.05,O,0,,8358230009,0,357.23,0,,0,,0,0,CH,42500,10454898,TRIVELLES HOTELS AND RESORTS LIMITED,CEME INNOVATION CENTRE,MARSH WAY,RAINHAM,ESSEX,,RM13 8EU,13/04/2015,230 WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 2QN,HOTEL AND PREMISES
0,1016.4,O,0,,4999010219,-1,0,1016.4,,0,,0,0,IF3,2100,9110080,TRKLTD,,,,,,,01/02/2012,PT GND FLOOR,CHURCHGATE MILL,LAVENDERS BROW,STOCKPORT,,SK1 1YW,WORKSHOP AND PREMISES
0,9196,O,0,,8334000009,0,247,0,,0,,0,0,IF3,19000,9150140,TROJAN ENGINEERING (STOCKPORT) LTD,WAREHOUSE,MERSEY STREET,PORTWOOD,STOCKPORT,,SK1 2HX,01/06/1999,WAREHOUSE,MERSEY STREET,PORTWOOD,STOCKPORT,,SK1 2HX,WORKSHOP AND PREMISES
0,2952.4,O,0,,8576003069,-1,0,2903.2,,0,,0,0,CO,6100,10402634,TRUE HOME CARE LTD,,,,,,,07/03/2012,3A WILMSLOW ROAD,CHEADLE,,,,SK8 1DW,OFFICES AND PREMISES
0,447.34,O,0,,908301369,-1,0,447.34,,0,,0,0,CO,1950,10487112,TRUST BRAND COMMUNICATION LTD,,,,,,,10/10/2016,SUITE 331 3RD FLOOR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,OFFICES AND PREMISES
0,1790.8,O,0,,7808042019,-1,0,1790.8,,0,,0,0,CL2,3700,9034810,TRUSTEES CONSERVATIVE CLUB,,,,,,,01/04/1990,ADJACENT TO 42 TAMWORTH STREET,NEWBRIDGE LANE,STOCKPORT,,,SK1 2PB,CLUB AND PREMISES
0,9317,O,0,,5610003019,0,250.25,0,,0,,0,0,CL2,19250,9060700,TRUSTEES NORTH REDDISH WORKING,,,,,,,01/04/1990,N REDDISH WORKING MENS CLUB,3A MIDLAND ROAD,NORTH REDDISH,STOCKPORT,,SK5 6PY,CLUB AND PREMISES
0,72.6,O,0,,7262109249,0,0,0,,0,,0,0,CP1,150,10373505,TRUSTEES OF CARRWOOD HOMES PENSION SCHEM,,,,,,,31/01/2013,CAR SPACE (1),109 SHAW HEATH,STOCKPORT,,,SK2 6QR,CAR PARKING SPACE
0,290.4,V,298.2,MINRV,7262109269,0,7.8,0,,0,,0,0,CP1,600,10373505,TRUSTEES OF CARRWOOD HOMES PENSION SCHEM,,,,,,,01/04/2015,CAR SPACES (4),109 SHAW HEATH,STOCKPORT,,,SK2 6QR,CAR PARKING SPACES
0,1863.4,O,0,,7187033039,-1,0,1863.4,,0,,0,0,CL2,3850,9033070,TRUSTEES OF EDGELEY CON CLUB,,,,,,,01/04/1990,EDGELEY CONSERVATIVE CLUB,ST MATTHEWS ROAD,EDGELEY,STOCKPORT,,SK3 9AN,CLUB AND PREMISES
0,6776,V,0,,7376006009,0,182,0,,0,,0,0,CS,14000,9209640,TRUSTEES OF LESLIE SOLOMON,C/O FIFIELD GLYN LTD,1 ROYAL MEWS,GADBROOK PARK,CHESHIRE,,CW9 7UD,12/05/2015,CHEADLE HULME INFORMATION CENTRE,6 STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5AE,SHOP AND PREMISES
0,1650.37,V,1694.7,IN,6845106339,0,44.33,0,,0,,0,0,CW,9800,9316893,TRUSTEES OF LINDSAY RETIREMENT TRUST,C/O GREEN SLEEVES,2 ANGLESEY  DRIVE,POYNTON,STOCKPORT,,SK12 1BT,25/11/2016,UNIT 2A,106 RICHARDSON STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JL,WAREHOUSE AND PREMISES
0,3759.29,V,0,,5136063009,0,100.97,0,,0,,0,0,CO,10500,10481284,TRUSTEES OF ORGANON SIPP RE SIMON MAXWEL,C/O ORGANON PENSION TRUSTEES LTD,SUITE 2 PT 8TH FLOOR,REGENT HOUSE,HEATON LANE,STOCKPORT,SK4 1BS,05/04/2016,BISHOP BLAIZE,63 LOWER HILLGATE,STOCKPORT,STOCKPORT,,SK1 3AW,OFFICES AND PREMISES
0,762.3,O,0,,6002211019,0,20.48,0,MAN,626.22,,0,0,LX,1575,9151160,TRUSTEES OF STOCKPORT SUNDAY SCHOOL,,,,,,,24/07/2009,BOWLING PAVILLION,AT STOCKPORT SUNDAY SCHOOL,NANGREAVE ROAD,HEAVILEY,STOCKPORT,SK2 6DQ,BOWLING GREEN AND PREMISES
0,3630,O,0,,6002211029,0,97.5,0,MAN,2982,,0,0,EN1,7500,9151160,TRUSTEES OF STOCKPORT SUNDAY SCHOOL,,,,,,,01/10/2010,STOCKPORT SUNDAY SCHOOL,96 NANGREAVE ROAD,HEAVILEY,STOCKPORT,,SK2 6DQ,DAY NURSERY AND PREMISES
0,5929,O,0,,5674218009,0,0,0,,0,,0,0,CS,12250,9214480,TSK AGENCIES LTD T/A INK AND TONER WORLD,218 MOSS LANE,BRAMHALL,STOCKPORT,,,SK7 1BD,02/05/2003,218 MOSS LANE,BRAMHALL,STOCKPORT,,,SK7 1BD,SHOP AND PREMISES
0,2226.4,O,0,,8104057019,-1,0,2226.4,,0,,0,0,IF3,4600,10320580,T-T ELECTRIC LTD,,,,,,,03/12/2007,UNIT 7A,WATERLOO INDUSTRIAL PARK,UPPER BROOK STREET,STOCKPORT,,SK1 3BP,WORKSHOP AND PREMISES
0,21780,O,0,,8449200009,0,585,0,,0,,0,0,CS7,45000,9072260,TUBS & LOOS LTD,200 WILMSLOW ROAD,HEALD GREEN,CHEADLE,,,SK8 3BH,01/04/1990,200 WILMSLOW ROAD,HEALD GREEN,CHEADLE,,,SK8 3BH,SHOWROOM AND PREMISES
0,8107,O,0,,5495005019,0,0,0,,0,,0,0,CS,16750,9030410,TUI UK LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,"12TH FLOOR, ELEVEN BRINDLEYPLACE",2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,10/07/1993,UNIT 2B AT,5 MARKET STREET,MARPLE,STOCKPORT,,SK6 2SU,SHOP AND PREMISES
0,8833,O,0,,3981073009,0,237.25,0,,0,,0,0,CS,18250,9030410,TUI UK LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,"12TH FLOOR, ELEVEN BRINDLEYPLACE",2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,01/04/1990,73 HIGH STREET,CHEADLE,,,,SK8 1AA,SHOP AND PREMISES
0,65340,O,0,,5595055009,0,1755,0,,0,,0,0,CS,135000,9030410,TUI UK LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,"12TH FLOOR, ELEVEN BRINDLEYPLACE",2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,17/01/2003,55 MERSEYWAY,STOCKPORT,,,,SK1 1PW,SHOP AND PREMISES
0,13673,O,0,,6438004139,0,367.25,0,,0,,0,0,CWO,28250,9146780,TURBO VACUUMENTATION LTD,UNIT 4KB,BRAMHALL MOOR IND ESTATE,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,23/08/2012,UNIT 4KB,BRAMHALL MOOR IND PARK,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,"WAREHOUSE, OFFICE AND PREMISES"
0,1911.8,O,0,,7967076009,0,0,0,,0,,0,0,CS,3950,10485449,TURNCROFT WINES LTD,,,,,,,01/04/2016,76 TURNCROFT LANE,OFFERTON,STOCKPORT,,,SK1 4AB,SHOP AND PREMISES
0,2855.6,O,0,,8359076029,-1,0,2855.6,,0,,0,0,CO,5900,10366615,TURNERS ART MATERIAL (STOCKPORT) LTD,GROUND FLOOR,76 WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3SU,03/01/2014,GROUND FLOOR,76 WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3SU,OFFICES AND PREMISES
0,7090.6,O,0,,3981065009,0,0,0,,0,,0,0,CL,14650,10366736,TURQUOISE LTD,,,,,,,01/04/2010,65 HIGH STREET,CHEADLE,,,,SK8 1BJ,PUBLIC HOUSE AND PREMISES
0,798.6,O,0,,715002729,-1,0,798.6,,0,,0,0,CO,1650,10359488,TURTLE SAFETY TRAINING LIMITED,70 TARVIN ROAD,STOCKPORT,,,,SK8 2LP,01/11/2008,BLOCK 67 G3,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
0,4501.2,O,0,,8576031019,-1,0,2025.3,,0,,0,0,CS,9300,9098950,TUSSIES LTD,,,,,,,07/08/1999,31 WILMSLOW ROAD,CHEADLE,,,,SK8 1DR,SHOP AND PREMISES
0,4932.82,V,0,,3981069029,0,132.49,0,,0,,0,0,CO,15000,9300088,TUSTIN DEVELOPMENTS LTD,TUSTIN HOUSE,RED SCAR BUSINESS PARK,LONGRIDGE ROAD,PRESTON,,PR2 5NE,27/04/2016,CHEDHULL CHAMBERS,69-73 HIGH STREET,CHEADLE,,,SK8 1AA,OFFICES AND PREMISES
0,1524.6,O,0,,4083034029,0,0,0,,0,,0,0,CW,3150,9018450,TVA INSTALLATIONS (STOCKPORT) LTD,WATERLOO HOUSE,HOPES CARR,STOCKPORT,,,SK1 3BQ,01/04/1995,STORES,34 HOPES CARR,STOCKPORT,,,SK1 3BQ,STORE AND PREMISES
0,3968.8,O,0,,4083010039,0,0,0,,0,,0,0,CWO,8200,9018450,TVA INSTALLATIONS (STOCKPORT) LTD,WATERLOO HOUSE,HOPES CARR,STOCKPORT,,,SK1 3BQ,01/10/1999,WATERLOO HOUSE,HOPES CARR,STOCKPORT,,,SK1 3BQ,"STORE, OFFICE AND PREMISES"
0,88088,O,0,,8853030079,0,2366,0,,0,,0,0,IF,182000,9072800,TYCO FIRE PRODUCTS MANUFACTURING LTD,C/O CUSHMAN & WAKEFIELD,NO 1 COLMORE SQUARE,BIRMINGHAM,,,B4 6AJ,30/09/2010,A3-A5,STOCKPORT TRADING ESTATE,YEW STREET,BRINKSWAY,STOCKPORT,SK4 2JW,FACTORY & PREMISES
0,1125.3,O,0,,1640036029,-1,0,1125.3,,0,,0,0,CO,2325,9231587,TYPHON HOLDINGS LTD,,,,,,,01/04/2016,SMALL PART 21,CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,SK6 3NE,OFFICES AND PREMISES
0,2516.8,O,0,,6002144009,-1,0,2516.8,,0,,0,0,CS,5200,9198840,TYRONE STONE LTD,,,,,,,01/10/2001,144 NANGREAVE ROAD,HEAVILEY,STOCKPORT,,,SK2 6DG,SHOP AND PREMISES
0,6258.85,O,0,,5121075019,0,0,0,,0,,0,0,CO,14750,10477181,UIC SYSTEMS LTD,3RD FLOOR B BLOCK,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,16/05/2016,BLOCK B,3RD FLOOR,HILTON HOUSE,LORD STREET,STOCKPORT,SK1 3NA,OFFICES AND PREMISES
0,148.52,O,0,,5121067449,0,0,0,,0,,0,0,CP1,350,10477181,UIC SYSTEMS LTD,3RD FLOOR B BLOCK,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,16/05/2016,CAR PARKING SPACE NO 39,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,CAR PARKING SPACES
0,297.03,O,0,,5121074069,0,0,0,,0,,0,0,CP1,700,10477181,UIC SYSTEMS LTD,3RD FLOOR B BLOCK,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,16/05/2016,CAR PARKING SPACE NOS 49-50,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,CAR PARKING SPACES
0,665.5,O,0,,4090074169,-1,0,665.5,,0,,0,0,CO,1375,10419270,UK & IRELAND CONSTRUCTION LTD,,,,,,,13/05/2013,"SUITE 16, 3RD FLOOR",HOULDSWORTH MILL,HOULDSWORTH STREET,REDDISH,STOCKPORT,SK5 6DA,OFFICES AND PREMISES
0,101156,O,0,,8297003039,0,2717,0,MAN,83098.4,,0,0,CWO,209000,9305127,UK BIOBANK LTD,,,,,,,16/04/2012,UNITS 1-4,SPECTRUM WAY,STOCKPORT,,,SK3 0SA,"WAREHOUSE,OFFICES AND PREMISES"
0,1875.67,O,0,,1615112009,-1,0,547.29,,0,,0,0,CS,10250,10487513,UK PETS GOGO SUPPLIES LTD,,,,,,,14/11/2016,112 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AL,SHOP AND PREMISES
0,79376,O,0,,5209003039,0,2132,0,,0,,0,0,CW,164000,9093520,UK POINT OF SALE GROUP LTD,UNIT A HORSFIELD WAY,BREDBURY INDUSTRIAL ESTATE,BREDBURY,STOCKPORT,,SK6 2TD,25/11/2013,ADJ UNIT 3,CASTLEHILL INDUSTRIAL PARK,HORSFIELD WAY,BREDBURY IND ESTATE,BREDBURY STOCKPORT,SK6 2SU,WAREHOUSE AND PREMISES
0,4549.6,O,0,,7376015009,-1,0,1971.93,,0,,0,0,CO,9400,10353712,UK RETAIL RECRUITMENT LTD,,,,,,,02/11/2009,"1ST FLOOR, CENTRAL BUILDINGS",15 STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5AF,OFFICES AND PREMISES
0,508.2,O,0,,7376015169,0,0,0,,0,,0,0,CP1,1050,10353712,UK RETAIL RECRUITMENT LTD,,,,,,,01/04/2015,CAR SPACES 1-3 AT,15-15A STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5AF,CAR PARKING SPACE
0,713.9,O,0,,3464043059,-1,0,713.9,,0,,0,0,CO,1475,10464716,UK VIRTUAL SERVICES LTD,,,,,,,01/03/2014,GND FLR FRONT OFFICE,43 GREEK STREET,STOCKPORT,,,SK3 8AX,OFFICES AND PREMISES
0,3000.8,O,0,,3464031019,-1,0,2900.78,,0,,0,0,CO,6200,10420110,UKEMS LTD,,,,,,,02/08/2013,GND & 1ST FLRS,31 GREEK STREET,STOCKPORT,,,SK3 8AX,OFFICES AND PREMISES
0,2516.8,O,0,,5098097009,-1,0,2516.8,,0,,0,0,CS3,5200,9231304,UKNC BRIDAL LOUNGE LTD,97 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,01/02/2010,97 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,HAIRDRESSING SALON AND PREMISES
0,3097.6,O,0,,5720014009,-1,0,2891.1,,0,,0,0,CW,6400,9219280,ULTIMATE CARE VENDING SERVICES LTD,,,,,,,05/12/2003,UNIT 14,THE GATE CENTRE,BREDBURY PARK WAY,BREDBURY,STOCKPORT,SK6 2SN,WAREHOUSE AND PREMISES
0,5687,O,0,,176021059,0,0,0,,0,,0,0,CW,11750,10315343,ULTIMATE DUCTING LTD,,,,,,,21/11/2007,UNIT 7,BREDBURY COURT,ASHTON ROAD,BREDBURY,STOCKPORT,SK6 2QB,WAREHOUSE AND PREMISES
0,3097.6,O,0,,908302169,-1,0,2891.1,,0,,0,0,CO,6400,10451584,ULTIMEDIA LIMITED,C/O OXFORD INNOVATION LTD,3RD FLOOR BROADSTONE MILL,BROADSTONE ROAD,REDDISH,STOCKPORT,SK5 7DL,16/03/2016,SUITES 311 313 & 314 3RD FLOOR,BROADSTONE MILL,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,OFFICES AND PREMISES
0,820.55,V,842.59,IN,8166000059,0,22.04,0,,0,,0,0,IF3,6800,9104130,ULTRA COOLING LTD,UNIT 14 CHRISTIE STREET IND ESTATE,CHRISITIE STREET,HEMPSHAW LANE,STOCKORT,,SK1 4LR,19/12/1996,UNIT 5,ENTERPRISE CENTRE,VAUGHAN ROAD,STOCKPORT,,SK4 2PQ,WORKSHOP AND PREMISES
0,811.53,O,0,,1727023149,-1,0,703.33,,0,,0,0,CWO,6800,9104130,ULTRA COOLING LTD,UNIT 14 CHRISTIE STREET IND ESTATE,CHRISITIE STREET,HEMPSHAW LANE,STOCKORT,,SK1 4LR,01/11/2016,UNIT 14,CHRISTIE STREET INDUSTRIAL .ESTATE,CHRISTIE STREET,HEMPSHAW LANE,STOCKPORT,SK1 4LR,"WAREHOUSE, OFFICE AND PREMISES"
0,2202.2,O,0,,8359291439,0,0,0,,0,,0,0,CO,4550,10412205,ULTRASOUND NOW LTD,3RD FLOOR,353 ALTRINCHAM ROAD,MANCHESTER,,,M22 4BJ,01/09/2011,OFFICES 8 & 8A,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICES AND PREMISES
0,27104,O,0,,5208001149,0,728,0,,0,,0,0,CWO,56000,10352179,UMC GROUP  LTD T/A CAME UK,UNIT 3 ORCHARD PARK IND EST,TOWN STREET,SANDIACRE,NOTTINGHAM,,NG10 5BP,26/08/2009,UNIT 14,LATHAM CLOSE,BREDBURY,STOCKPORT,,SK6 2SD,"WAREHOUSE, OFFICE AND PREMISES"
0,1331,O,0,,908301809,-1,0,1331,,0,,0,0,CO,2750,10450903,UNDER AGE SALES LTD,C/O OXFORD INNOVATION LTD,3RD FLOOR BROADSTONE MILL,BROADSTONE ROAD,REDDISH,STOCKPORT,SK5 7DL,06/05/2014,SUITE 316  3RD FLOOR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,OFFICES AND PREMISES
0,3000.8,O,0,,1640053009,0,0,0,,0,,0,0,CW,6200,9229540,UNDERFLOOR SOLUTIONS LTD,,,,,,,01/01/2005,5 CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,,SK6 3NE,WAREHOUSE AND PREMISES
0,5203,O,0,,1640044069,0,0,0,,0,,0,0,CW3,10750,9229540,UNDERFLOOR SOLUTIONS LTD,,,,,,,01/06/2008,25 CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,,SK6 3NE,STORE AND PREMISES
0,21901,V,0,,3942049089,0,588.25,0,,0,,0,0,CO,45250,10346488,UNION COLOURS LTD,FIRST FLOOR,UNION HOUSE,HEMPSHAW LANE,STOCKPORT,,SK1 4LG,30/06/2015,GROUND FLOOR,UNION HOUSE,HEMPSHAW LANE,STOCKPORT,,SK2 5TP,OFFICES AND PREMISES
0,22748,O,0,,3942049099,0,611,0,,0,,0,0,CO,47000,10346488,UNION COLOURS LTD,FIRST FLOOR,UNION HOUSE,HEMPSHAW LANE,STOCKPORT,,SK1 4LG,28/08/2009,FIRST FLOOR,UNION HOUSE,HEMPSHAW LANE,STOCKPORT,,SK2 5TP,OFFICES AND PREMISES
0,2468.4,O,0,,2561045389,-1,0,2468.4,,0,,0,0,CW,5100,9213100,UNIQUE HYGIENE LTD,70 ASHTON ROAD WEST,FAILSWORTH,MANCHESTER,,,M35 0ES,16/10/2015,WAREHOUSE PT UNIT 10,CLIMAX WORKS,DURHAM STREET,NORTH REDDISH,STOCKPORT,SK5 6YZ,WAREHOUSE AND PREMISES
0,1573,O,0,,8105202019,-1,0,1573,,0,,0,0,CW3,3250,10443555,UNIQUELY CHIC FURNITURE CHESHIRE LTD,16 QUEEN STREET,BOLLINGTON,MACCLESFIELD,,,SK10 5PS,01/04/2012,UNIT D,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,STORE AND PREMISES
0,2662,O,0,,4672003009,-1,0,2662,,0,,0,0,IF3O,5500,10405374,UNISON  NORTH WEST GAS BRANCH,,,,,,,17/08/2012,UNIT 3,JONES COURT,JONES SQUARE,HEMPSHAW LANE,STOCKPORT,SK1 4LJ,"WORKSHOP,OFFICES AND PREMISES"
0,317020,O,0,,8358431009,0,8515,0,,0,,0,0,IF3,655000,9077150,UNITED BISCUITS LTD,PURCHASE ACCOUNTS DEPT,BINNS ROAD,LIVERPOOL,,,L7 9NG,01/04/1990,UNITED BISCUITS LTD,WELLINGTON ROAD NORTH,STOCKPORT,,,M19 2SD,WORKS AND PREMISES
