Ratepayer Name,Property Address,Propref,Billing Address,RV
,"Unit 4 Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212717,,2900
,"1 Burnley Road, Luddendenfoot, Halifax, HX2 6AA",64448001,,1350
,"Room 2, Council Offices, Burnley Road, Luddendenfoot       HX2 6AA",64448716,,3000
Ab Open Limited,"Unit C5 2ND Floor, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",64448834,,2275
E.S Maintenance Services Ltd,"Unit B1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448752,"Unit B1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",5600
600 Feet Productions Ltd,"Unit B2, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448740,"Great House Farm, Hoo Hole Lane, Hebden Bridge, HX7 5RT",6200
,"Unit B3, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448769,,1725
,"Unit B4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448741,,3750
,"Unit B9, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EJ",64448784,,1425
,"Unit C1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",64448746,,1850
Fresco Picturewall Ltd,"Unit C6, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448826,"Unit C 6, Tenterfields Business Park, Luddendenfoot, Halifax, HX2 6EQ",7400
,"Unit C7, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448786,,4250
Well Bowled Ltd,"Unit G1 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EQ",64448821,"F.A.O. Mr Nick Blackburn, 8 South View, Warley Wood Avenue, Luddendenforrt, Halifax, HX2 6BL",4600
,"Unit G2 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",64448822,,4750
,"Unit G3, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",64448813,,3100
,"Unit G3 A, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",64448816,,4150
G P S Range Services Ltd,"Unit G4, Tenterfield Business Park, Luddendenfoot, Halifax              HX2 6EQ",64448800,"F.A.O. Mr Stott, 1 Washington House, Hubberton, Sowerby Bridge, HX6 1NP",3600
Camcare Health Ltd,"Unit R2, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448828,,6300
,"Unit R4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448733,,8000
,"Unit R5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448726,,3700
,"Unit R6, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448725,,3750
Pd Metal Polishing Ltd,"Unit R7, Tenterfields Business Park, Luddendenfoot, Halifax              HX2 6EQ",64448792,,3750
,"Unit R8, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448785,,3750
,"Unit W7, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448791,,1225
C H Rafique & Son's Uk Ltd,"Cote Hill Service Station, Burnley Road, Warley, Halifax             HX2 7NB",64452700,,13500
,"King Cross Garage, Burnley Road, Halifax, HX2 7JG",64444701,,7200
,"The Conservatory Village, Burnley Road, Halifax, HX2 7LW",64444702,,3400
Prestige Recruitment Solutions Ltd,"Office B9 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",69360734,,2150
,"29 West Street, Shelf, Halifax, HX3 7LN",69368029,,1800
,"Norset House, West View, Boothtown, Halifax              HX3 6PG",69372700,,8100
,"West View Garage, Boothtown, Halifax, HX3 6PG",69372702,,3850
Northowram Community Sport & Activity Club,"Northowram Cricket Club, Westercroft Lane, Northowram, Halifax              HX3 7EN",69384703,"Fao The Treasurer, Northowram Community Sports, & Activity Club, Westercroft Lane, Northowram, HX3 7EN",7600
,"22 New Road, Hebden Bridge, HX7 8EF",76396736,,10000
,"24 New Road, Hebden Bridge, HX7 8EF",76396024,,8100
,"26 New Road, Hebden Bridge, HX7 8AD",76396026,,10250
Blow Hebden Bridge Ltd,"Unit 2 Butlers Wharf, New Road, Hebden Bridge, HX7 8AF",76396733,,2900
Nightjar (Hebden Bridge) Ltd,"Unit 3, Picture House Buildings, New Road, Hebden Bridge        HX7 8AD",76396704,"Higher Underbank House, Charlestown, Hebden Bridge, HX7 6PS",6800
Valley Taxis Ltd,"Picture House Buildings, New Road, Hebden Bridge, HX7 8AD",76396705,,6300
,"Allswell Farm, Old Town, Hebden Bridge, HX7 8TF",76654701,,7900
,"7 Old Town Hall Cottages, Wadsworth, Hebden Bridge, HX7 8SP",76656007,,3200
,"Second Floor, Old Town Mill, Wadsworth, Hebden Bridge       HX7 8SP",76420704,,960
,"Unit 18 First Floor, Old Town Mill, Wadsworth, Hebden Bridge       HX7 8SP",76420708,,1650
,"Beech House Self Catering, Palace House Road, Hebden Bridge, HX7 6HW",76424703,,3200
,"4 & 5 The Old Pattern Works, Palace House Road, Hebden Bridge, HX7 6JS",79054701,,4650
,"6 Sackville Street, Hebden Bridge, HX7 7DJ",76682006,,3350
,"Savile Bowling Club, Savile Road, Hebden Bridge, HX7 6ND",76460701,,2050
,"Morning Side, Savile Road, Hebden Bridge, HX7 6ND",76460700,,1075
Stubbings Infants School,"Stubbings Infants School, Hebden Bridge, HX7 8BP",76464700,,14750
,"Scout Bottom Farm, Mytholmroyd, Hebden Bridge, HX7 5JS",76466700,,2150
,"4A Orchard Business Park, Scout Road, Mytholmroyd, Hebden Bridge        HX7 5HZ",76468721,,7900
,"Unit 1A Orchard Business Prk, Scout Road, Mytholmroyd, Hebden Bridge        HX7 5HZ",76468723,,5700
R E Thornber Ltd,"Unit 4B, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",76468727,"Dean Hey Farm, Gragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",3100
Reginald Maude Ltd,"Globe House, Miall Street, Halifax, HX1 4AE",65788704,"Globe House, Miall Street, Halifax, HX1 4AE",10500
Floor-Rite Carpets Ltd,"Units 2 & 3, Miall Street, Halifax, HX1 4AE",65788706,,8000
,"Miall Street Mills, Miall Street, Halifax, HX1 4AE",65788707,,6300
Coton & Ellis Autos Ltd,"Miall Street Mills, Miall Street, Halifax, HX1 4AE",65788713,,6700
,"Monsall Mill Gf, Miall Street, Halifax, HX1 4AE",65788721,,6900
,"'Unofficial Address', 2A Mile Cross Terrace, Halifax, HX1 4HP",65804002,,2850
,"Mill Lane, Boothtown, Halifax, HX3 6TN",65808700,,7100
,"Unit 8, Mill Lane, Boothtown, Halifax              HX3 6TR",65808762,,5100
Raw Studio (Halifax) Ltd,"Unit 11, Mill Lane, Boothtown, Halifax              HX3 6TR",65808775,,6800
,"Unit 10, Mill Lane, Boothtown, Halifax              HX3 6TR",65808776,,10250
,"Unit 18, Mill Lane, Boothtown, Halifax              HX3 6TR",65808750,,1700
,"Unit 5 Mill Lane, Boothtown, Halifax, HX3 6TR",65808705,,5000
,"Unit 4, Mill Lane, Halifax, HX3 6TR",65808714,,2500
V1 Engineering Ltd,"Unit 12, Mill Lane, Boothtown, Halifax              HX3 6TR",65808773,"Unit 12, Mill Lane, Boothtown, Halifax, HX3 6TR",6100
,"Unit 7, Mill Lane, Halifax, HX3 6TR",65808715,,4300
Coulsy Ltd,"Unit B The Old Rubber Mill, Mill Lane, Boothtown, Halifax              HX3 6TR",65808778,,6600
Francis Moore (Specialist Weavers) Ltd,"Unit 14 Mill Lane, Boothtown, Halifax, HX3 6TR",65808728,"7 Highgate Grove, Clayton Heights, Bradford, BD13 2RU",4250
Martins Mill Packaging Ltd,"Unit 4A Ladyship Business Pk, Mill Lane, Halifax, HX3 6TA",68136702,"Unit 4A Ladyship Business Park, Mill Lane, Halifax, HX3 6TA",11750
,"Mill Lane, Boothtown, Halifax, HX3 6TR",65808708,,6100
,"Unit 1 Reflecting Roadstuds, Mill Lane, Boothtown, Halifax              HX3 6TR",65808764,,6900
,"Unit 2 Reflecting Roadstuds, Mill Lane, Boothtown, Halifax              HX3 6TR",65808765,,6300
,"Kiln House Cottage, Mill Lane, Luddenden, Halifax              HX2 6SU",76688701,,2275
,"16 Mill Lane, Mixenden, Halifax, HX2 8SE",65812703,,2375
Caldan Industrial Insulation Ltd,"Unit 1B, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808736,"1 Bracken Hill, Mount Pellon, Halifax, HX2 0JQ",5700
,"Unit 2F, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808740,,5900
Fletcher Contracting Ltd,"Unit 2A, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808735,"Unit 2a, Ladyship Business Park, Mill Lane, Halifax, HX3 6TA",10500
H B K Ltd,"Unit 3C, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808741,"Unit 3c, Ladyship Business Park, Old Lane, Halifax, HX3 6TA",8300
Cool-Lec Ltd,"Unit 1E, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808742,,5700
Automotive Paint Supplies Ltd,"Unit 3B, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808746,,8300
Konnect Recruitment Ltd,"Office F1 Shaw Lodge, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526763,,2650
Clarus Energy Ltd - Liquidation,"Office F2 Shaw Lodge House, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526719,"Jonathan Guy Lord, Bridgestones Limited, 125-127 Union Street, Oldham, Lancashire, OL1 1TE",2275
Actisoft Limited,"F2 The Design Studios, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526749,"174 Harecroft, Wilsden, Bradford, BD15 0BP",8400
Parachute Sas Ltd,"Office F4 Shaw Lodge, Shaws Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526764,"Shaw Lodge, Shaw Lane, Halifax, West Yorkshire, HX3 9ET",3300
Futures Forward,"Office G4 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526754,,2150
Investing For Tomorrow Llp,"G5/G6 Shaw Lodge House, Shaw Lodge Mills, Halifax, HX3 9ET",68526750,"2-4 Shaw Lodge House, Simmonds Lane, Halifax, HX3 9ET",5900
Creative International Adventures Uk Ltd,"The Boiler House, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526711,,9000
Eclipse Specialist Cars Ltd,"Armytage Road, Brighouse, HD6 1PT",29020705,,11000
,"Arthur Street, Brighouse, HD6 1PY",29028701,,2550
,"Atlas Mill Road, Brighouse, HD6 1ES",29032702,,4000
,"Atlas Mill Road, Brighouse, HD6 1ES",29032712,,4150
,"20 Halifax Road, Brighouse, HD6 2AG",29296708,,6000
,"260 Halifax Road, Brighouse, HD6 2QG",29296260,,3850
Grapevine Publications Ltd,"260A Halifax Road, Brighouse, HD6 2QG",29296723,,3100
,"278 Halifax Road, Brighouse, HD6 2PB",29296278,,3200
,"Dusty Miller Inn, 290 Halifax Road, Brighouse, HD6 2PB",29296710,,8750
,"310 Halifax Road, Brighouse, HD6 2PB",29296290,,7000
Randal & Co Accountants Ltd,"415 Halifax Road, Brighouse, HD6 2PD",29296415,,6800
W T Groome Ltd,"Cafe At The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296725,,10000
,"Unit 9 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296729,,5700
Frank Harrison Brighouse Limited,"Unit 11 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296726,,6500
Your Beauty Secret Ltd,"Unit 7 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296738,,5000
,"Unit 8 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296739,,4000
,"Unit 1 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296734,,2800
,"Unit 3 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296736,,2850
Bodyshape Brighouse Ltd,"Unit 6 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296730,,4000
,"Unit 2 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296737,,3800
,"Units 4&5 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296735,,4200
,"S/O 6 Hey Street, Brighouse, HD6 4AT",29320701,,1850
High Street Management Services Ltd,"1 High Street, Brighouse, HD6 1DE",29324001,,5600
,"2 High Street, Brighouse, HD6 1DE",29324002,,7000
Thompson & Hudson Wire Machinery,"Thompson & Hudson, Atlas Mill Road, Brighouse, HD6 1ES",29032742,"Atlas Mill Road, Brighouse, HD6 1ES",8900
Food 4 Thought Catering Ltd,"Unit 1, Atlas Mill Road, Brighouse, HD6 1ES",29032739,"Unit 1, Atlas Mill Road, Brighouse, HD6 1ES",6400
,"Unit 1A, Atlas Mill Road, Brighouse, HD6 1ES",29032740,,5800
V S Engineering Ltd,"Unoffical Address, Unit A Atlas Mill Road, Brighouse, HD6 1ES",29032722,,5000
,"Unit 7 Atlas Mill, Atlas Mill Road, Brighouse, HD6 1ES",29032725,,4850
,"Unit 6 Atlas Mill, Atlas Mill Road, Brighouse, HD6 1ES",29032721,,1825
,"Unit J, Atlas Mill Road, Brighouse, HD6 1ES",29032734,,2250
,"Unit 1, Atlas Mill Road, Brighouse, HD6 1ES",29032724,,3000
Rapid Fire Extinguishers Ltd,"2 Atlas Mill Road, Brighouse, HD6 1ES",29032002,,3350
,"4 Atlas Mill Road, Brighouse, HD6 1ES",29032005,,4000
,"Unit 3, Atlas Mill Industrial Estate, Atlas Mill Road, Brighouse            HD6 1ES",29032726,,1250
,"Unit 5 Atlas Mill, Atlas Mill Road, Brighouse, HD6 1ES",29032731,,5500
,"Adj 8 Austin Avenue, Brighouse, HD6 2EY",29036700,,2350
,"Adj 27 Bethel Street, Brighouse, HD6 1JR",29048715,,4500
,"Rooms 3 & 4, 37 Bethel Street, Brighouse, HD6 1JR",29048737,,2400
,"7 Bethel Street, Brighouse, HD6 1JR",29048007,,10750
,"9 Bethel Street, Brighouse, HD6 1JR",29048009,,9300
,"10 Bethel Street, Brighouse, HD6 1JN",29048702,,10500
Simply Sweets (Brighouse) Ltd,"11 Bethel Street, Brighouse, HD6 1JR",29048011,"11 Bethel Street, Brighouse, HD6 1JR",7800
Ed Taylor Limited,"12 Bethel Street, Brighouse, HD6 1JN",29048727,,9700
,"46 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692705,,2700
,"King Cross Garage, Burnley Road, Halifax, HX2 7JG",64444700,,3350
,"1ST & 2ND Floors, 5 Stainland Road, Greetland, Halifax              HX4 8AD",68772763,,4350
Long Mill Carpets Ltd,"2 The Long Mill, Bowes Yard, Stainland Road, Greetland            HX4 8AD",64254757,"2 The Long Mill, Bowes Yard, Stainland Road, Greetland, HX4 8AD",7200
,"4 Stainland Road, Greetland, Halifax, HX4 8AD",68772004,,5900
Edkins & Holmes Estate Agents Ltd,"6A Stainland Road, Greetland, Halifax, HX4 8AD",64254745,"6a Stainland Road, Greetland, Halifax, HX4 8AD",3900
,"Ground Floor, 7/9 Stainland Road, Greetland, Halifax              HX4 8AD",64254732,,6000
,"17 Stainland Road, Greetland, Halifax, HX4 8AD",68772017,,2550
,"19 Stainland Road, Greetland, Halifax, HX4 8AD",68772019,,2600
,"27A Stainland Road, Greetland, Halifax, HX4 8AD",68772027,,2900
,"29 Stainland Road, Greetland, Halifax, HX4 8AD",68772029,,3400
,"33A Stainland Road, Greetland, Halifax, HX4 8AD",64254752,,6500
Cafe Thai Ltd,"35 Stainland Road, Greetland, Halifax, HX4 8AD",68772035,,9700
,"37 Stainland Road, Greetland, Halifax, HX4 8AD",64254037,,1825
,"45 Stainland Road, Greetland, Halifax, HX4 8BD",68772045,,2850
,"47 Stainland Road, Greetland, Halifax, HX4 8BD",68772047,,3500
,"49 Stainland Road, Greetland, Halifax, HX4 8BD",68772049,,3700
,"55 Stainland Road, Greetland, Halifax, HX4 8BD",68772055,,4650
,"57 Stainland Road, Greetland, Halifax, HX4 8BD",68772057,,4600
,"59 Stainland Road, Greetland, Halifax, HX4 8BD",68772059,,3850
,"61 Stainland Road, Greetland, Halifax, HX4 8BD",68772061,,8600
E Binns & Sons Ltd,"63-69 Stainland Road, Greetland, Halifax, HX4 8BD",68772761,"63-69 Stainland Road, West Vale, Halifax, HX4 8BD",8100
,"71 Stainland Road, Greetland, Halifax, HX4 8BD",68772071,,3850
Liquid Services Ltd,"Travellers Rest, 83 Stainland Road, Greetland, Halifax             HX4 8BD",68772733,,10500
,"85 Stainland Road, Greetland, Halifax, HX4 8BD",68772085,,3250
Fat Cat Associates Ltd,"Ground Floor, 89 Stainland Road, Greetland, Halifax              HX4 8BD",64254089,"89 Stainland Road, Greetland, Halifax, HX4 8BD",5100
Westgrove Project Management Ltd,"Part 1ST Floor, 3/5 Clare Road, Halifax, HX1 2HX",64584803,"Equitable House, 55 Pellon Lane, Halifax, West Yorkshire, HX1 5SP",6000
Richard Jowett & Sons Ltd,"Black Brook Works, Black Brook Way, Greetland, Halifax             HX4 8ED",64254702,"Rosemary Lodge, 2 Rosemary Lane, Siddal, Halifax, HX3 9BS",4850
Ace Gas Ltd,"Storage Land, Black Brook Way, Stainland Road, Greetland            HX4 8BQ",64254748,"C/O Roundhill Associates, 3rd Floor, 207 Regent Street, London, W1B 3HH",5400
D.N.B Transport Ltd,"Unit 12E Black Brook Way, Greetland, Halifax, HX4 8ED",64254721,"243 Rochdale Road, Greetland, Halifax, HX4 8JE",10000
Seadrift Holdings Ltd,"Unit 3B Blackbrook Way, Stainland Road, Greetland, Halifax              HX4 8ED",64254726,"77 Wessenden Head Road, Meltham, Holmfirth, HD9 4HR",5700
G B Total Solutions Ltd,"Unit 6 Black Brook Way, Stainland Road, Greetland, Halifax              HX4 8ED",64254707,,14750
Sharpe Hydraulic Services Ltd,"The Gatehouse, Unit 4 Black Brook Way, Stainland Road, Greetland            HX4 8ED",64254706,"78 Helme Lane, Meltham Holmfirth, HD9 5RA",9000
,"Waterside, Calder Brook, Hebden Bridge, HX7 8PA",76096702,,3950
Hebden Bridge Light Opera Society C.I.C,"Youth House, Carlton Street, Hebden Bridge, HX7 8ER",76108704,"2 Spring Royd, Luddendenfoot, Halifax, HX2 6HW",3700
,"6 Carlton Street, Hebden Bridge, HX7 8ER",76108006,,4500
,"Piglet's House, Carrs Farm, Wadsworth, Hebden Bridge        HX7 8TN",76690701,,2000
Aegis Martial Arts Academy - Hebden Bridge,"Salem Mill, Central Street, Hebden Bridge, HX7 6HB",76128703,"Fao Tracey & Darren Ogden, Salem Community Resource Cntr, Central Street, Hebden Bridge, HX7 6HB",3150
,"4 Cheetham Street, Hebden Bridge, HX7 8EW",76176718,,3900
,"6 Cheetham Street, Hebden Bridge, HX7 8EW",76132006,,5400
,"Church Street, Mytholmroyd, Hebden Bridge, HX7 5DS",76180701,,770
,"Garage 1, Co-Operative Yard, Heptonstall, Hebden Bridge        HX7 6NJ",76540705,,1625
,"The Stamp Office, Commercial Street, Hebden Bridge, HX7 8AU",76356707,,3200
,"2 Commercial Street, Hebden Bridge, HX7 8AJ",76148702,,6800
,"4 Commercial Street, Hebden Bridge, HX7 8AJ",76148004,,5400
,"Cragg Holme Mill, Off Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5SQ",76160705,,2900
Cragg Vale J & I School,"Cragg Vale J & I School, Cragg Vale, Hebden Bridge, HX7 5TG",76044700,,10500
,"Holiday Apt 1, Higher Clough Foot Barn, Cragg Road, Cragg Vale           HX7 5RU",76156712,,2000
,"Robin Hood Inn, Cragg Road, Cragg Vale, Hebden Bridge       HX7 5SQ",76156706,,10000
Shellon Engineering Ltd,"Unit 1 Riverside Terminal, Cragg Road, Hebden Bridge, HX7 5HB",76156733,"Riverside Terminal, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5HB",7800
,"The Old Fire Station, Cragg Road, Mytholmroyd, HX7 5EG",76160709,,5600
,"64 Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5EZ",76160064,,730
Adventure Spec Ltd,"Units 3 & 6, Cragg Road Works, Cragg Road, Mytholmroyd          HX7 5EY",76160813,"Unit 3 Cragg Road Works, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5EY",7700
,"Unit 2E Crossley Works, Cragg Road, Cragg Vale, Hebden Bridge        HX7 5TB",76156711,,1875
,"Unit 2A Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR",76160749,,2300
Walker Boats Ltd,"Unit 2B Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR",76160711,"F.A.O. Mr Frank Walker, 33 Half House Lane, Hove Edge, Brighouse, HD6 2PH",3800
,"Unit 2C & 2D Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5EY",76160788,,2650
,"Unit 1D, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd",76160761,,7000
,"Unit 1C, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160809,,5000
,"Unit 1A, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160806,,5200
,"Unit 4 Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108704,,2175
,"Friendly Works, Burnley Road, Sowerby Bridge, HX6 2TL",77108703,,6800
,"Friendly Fisheries, Burnley Road, Sowerby Bridge, HX6 2UG",77108700,,2200
,"Hillcrest Car & Van Hire, Burnley Road, Sowerby Bridge, HX6 2TL",77108733,,2500
,"Unit 1 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108715,,2600
,"Unit 5 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108714,,2125
,"Unit 3 Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108723,,2225
,"Unit 2 R/O Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108720,,2650
,"39 Burnley Road, Sowerby Bridge, HX6 2TL",77108039,,5400
,"15/17 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",77252704,,11750
,"Triangle House, Butterworth Lane, Triangle, Sowerby Bridge       HX6 3NR",77116704,,9000
,"Wharf House, Bolton Brow, Sowerby Bridge, HX6 2AG",77076714,,6800
,"Level 2 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526709,,5300
The Mill Playcafe Ltd,"Level 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526732,,8700
West Riding Stone Carving Association,"Level 2 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526744,"Shaw Lodge Mills, Shaw Lane, Halifax, HX3 9ET",3950
,"Shay Lane Stables, Shay Lane, Halifax, HX3 6RR",68536716,,9500
,"Beechwood Works, Shay Lane, Halifax, HX3 6RR",68536897,,8200
Craig Engineering [Uk] Ltd,"Fairfield Works, Shay Lane, Halifax, HX2 9AB",68536713,,9100
Halifax Autocars Ltd,"White Rose (Part Showroom), Halifax Autocars, Shay Lane, Halifax              HX3 6QU",68536813,"F.A.O. Mr Keith Knott, Shay Lane, Halifax, HX3 6QU",5100
Double Vision Windows Ltd,"Paddock Works, 149 Shay Lane, Halifax, HX3 6RR",68536758,"Attn Mr C Hemmings, Paddock Works, 149 Shay Lane, Halifax, HX3 6RR",4050
Jowett Stone Ltd,"The Stone Yard, Stansfield House, Shay Lane, Halifax              HX2 9AD",68536771,"The Stone Yard, Stansfield House, Shay Lane, Halifax, HX2 9AD",7700
Halifax Auto Cosmetics Ltd,"Unit 1 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536749,"18/20 Oxford Road, Amberler Thorn, Queensbury, Bradford, BD13 2BL",2750
Kd Glass Ltd,"Unit 3, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU",68536875,"Unit 3, Halifax Autocars Estate, Shay Lane, Halifax, HX3 6QU",2750
,"2 Westfield Place, Halifax, HX1 3YH",69392700,,3000
Famiglia (Halifax) Ltd,"Kiosk 1, Westgate Arcade, Halifax, HX1 1DJ",69400716,"29 Jepson Lane, Elland, HX5 0PY",7200
,"4 Westgate, Halifax, HX1 1DJ",69400004,,4600
,"7 Westgate, Halifax, HX1 1DJ",69400715,,11250
Ocean Rain Ltd,"8 Westgate, Halifax, HX1 1DJ",69400008,,11750
,"9 Westgate, Halifax, HX1 1DJ",69400709,,10000
Aprina Ltd,"10 Westgate, Halifax, HX1 1DJ",69400010,,9100
,"14 Westgate, Halifax, HX1 1DJ",69400014,,10000
,"16 Westgate, Halifax, HX1 1DJ",69400710,,9500
,"17 Westgate, Halifax, HX1 1DJ",69400707,,8800
,"20 Westgate, Halifax, HX1 1DJ",69400712,,9100
,"26 Westgate, Halifax, HX1 1DJ",69400026,,12500
,"26a Westgate, Halifax, HX1 1PR",69400708,,7400
Simprint (Halifax) Ltd,"30/32 Westgate, Halifax, HX1 1PW",69400705,,8300
,"6 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",69420702,,3800
,"8 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",69420703,,3800
,"2 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",69420002,,3800
,"4 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",69420004,,3800
,"16 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",69420016,,12500
,"Cross Keys Inn, Whitegate, Siddal, Halifax             HX3 9AE",69428700,,10000
,"Workshop, Adj 13 South View, Whitegate, Halifax              HX3 9JP",68922701,,1400
,"13 South View, Whitegate, Halifax, HX3 9JP",68922702,,1325
,"First Floor, 12 Whitegate Road, Siddal, Halifax              HX3 9AD",69432704,,1900
,"Ground Floor, 12 Whitegate Road, Siddal, Halifax              HX3 9AD",69432705,,3650
,"109a/111 Whitegate Road, Siddal, Halifax, HX3 9AW",69432701,,7000
,"Whitehall Hotel, Leeds Road, Hipperholme, Halifax             HX3 8NA",65616709,,14500
,"Unit 7, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",76468704,,3000
,"Scout Road, Mytholmroyd, Hebden Bridge, HX7 5HZ",76468700,,475
,"Slack Top, Heptonstall, Hebden Bridge, HX7 7HA",76480700,,5100
,"Black Dyke Farm, Slater Ing Lane, Heptonstall, Hebden Bridge       HX7 7HF",76486700,,640
,"Castle Hall Unit, Springfield Terrace, Cragg Vale, Hebden Bridge        HX7 5SS",76496700,,3350
Winris Ltd,"8/10 St Georges Square, Hebden Bridge, HX7 8ET",76508008,"61/62 Mount Tabor Road, Mount Tabor, Halifax, HX2 0UP",12500
Woodhead Butchers Ltd,"12 St Georges Square, Hebden Bridge, HX7 8ET",76508012,"12 St Georges Square, Hebden Bridge, HX7 8ET",6500
,"15 St Georges Square, Hebden Bridge, HX7 8ET",76508015,,11500
Valentine's Of Hebden Bridge Ltd,"17 St Georges Square, Hebden Bridge, HX7 8ET",76508017,,8100
Craven Establishment Ltd,"19/21 St Georges Square, Hebden Bridge, HX7 8ET",76508019,,12250
,"Unit 4, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508708,,1225
,"Unit 8A, Bridge Mill, St Georges Square, Hebden Bridge        HX7 8ET",76508725,,730
,"Unit 1, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508710,,870
Antiques & Orientals Ltd,"Unit 5, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508709,"722 Halifax Road, Todmorden, Lancs, OL14 6DP",1075
,"Unit 7, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508712,,2250
