Framework,Supplier,Customer,Parent Department,Customer Invoice Number,Date Booked,Booking Method,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Destination Country,Air Carrier
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6342567.00,40793.00,Offline,63.60,1.00,63.60,Pub Restrict,Single,Economy,40857.00,301.00,BCN,MAD,SPAIN,AIR EUROPA
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6342517.00,40790.00,Offline,1093.33,1.00,1093.33,Pub Unrestrict,Return,Economy,40792.00,2720.00,LHR,KBP,UKRAINE,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6342614.00,40793.00,Offline,178.90,1.00,178.90,Pub Unrestrict,Return,Business Class,40795.00,4554.00,PEK,KHI,PAKISTAN,AIR CHINA
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6342422.00,40790.00,Offline,446.52,1.00,446.52,Pub Restrict,Single,Economy,40799.00,3073.00,LHR,RUH,SAUDI ARABIA,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6348501.00,40808.00,Offline,722.53,1.00,722.53,Pub Restrict,Return,Economy,40815.00,10416.00,LHR,LLW,MALAWI,KLM-ROYAL DUTCH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6350136.00,40808.00,Offline,569.60,1.00,569.60,Pub Restrict,Single,Economy,40848.00,6968.00,MAN,KUL,MALAYSIA,EMIRATES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6350050.00,40811.00,Offline,929.30,1.00,929.30,Pub Restrict,Return,Premium Economy,40815.00,4649.00,GEO,LGW,UNITED KINGDOM,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349947.00,40811.00,Offline,929.30,1.00,929.30,Pub Restrict,Return,Premium Economy,40815.00,4649.00,GEO,LGW,UNITED KINGDOM,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6350125.00,40810.00,Offline,560.93,1.00,560.93,Pub Restrict,Single,Economy,40818.00,5957.00,LHR,BKK,THAILAND,THAI AIRWAYS INTERNATIONAL
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346111.00,40800.00,Offline,593.63,1.00,593.63,Pub Restrict,Return,Economy,40800.00,8374.00,LHR,DEL,INDIA,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345414.00,40797.00,Offline,50.00,1.00,50.00,Pub Unrestrict,Return,Economy,40807.00,2710.00,LHR,RBA,MOROCCO,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346122.00,40801.00,Offline,469.40,1.00,469.40,Pub Unrestrict,Single,Economy,40801.00,1050.00,KBL,DXB,UNITED ARAB EMIRATES,SAFI AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346177.00,40800.00,Offline,2574.02,1.00,2574.02,Pub Restrict,Return,Business Class,40859.00,14984.00,LHR,CGK,INDONESIA,EMIRATES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345409.00,40797.00,Offline,0.00,0.00,91.00,Pub Restrict,Return,Economy,40807.00,0.00,LHR,RBA,MOROCCO,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6344911.00,40797.00,Offline,382.03,1.00,382.03,Pub Restrict,Return,Economy,40807.00,2710.00,LHR,RBA,MOROCCO,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346389.00,40801.00,Offline,235.68,1.00,235.68,Pub Restrict,Return,Economy,40815.00,626.00,BHD,LHR,UNITED KINGDOM,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346476.00,40802.00,Offline,152.00,1.00,152.00,Pub Restrict,Return,Economy,40865.00,626.00,BHD,LHR,UNITED KINGDOM,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346380.00,40802.00,Offline,952.45,1.00,952.45,Pub Restrict,Return,Economy,40803.00,4481.00,SLU,LGW,UNITED KINGDOM,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346462.00,40802.00,Offline,291.33,1.00,291.33,Pub Restrict,Return,Economy,40827.00,1956.00,LHR,SPU,CROATIA,CROATIAAIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6342457.00,40788.00,Offline,181.80,1.00,181.80,Pub Restrict,Single,Economy,40793.00,649.00,LHR,PRG,CZECH REPUBLIC,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349914.00,40811.00,Offline,796.70,1.00,796.70,Pub Restrict,Return,Premium Economy,40812.00,4792.00,KIN,LGW,UNITED KINGDOM,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349710.00,40811.00,Offline,1365.53,1.00,1365.53,Pub Restrict,Return,Premium Economy,40840.00,11496.00,LHR,PVG,CHINA,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6350198.00,40807.00,Offline,0.00,0.00,0.00,Low Cost,Single,Economy,40829.00,0.00,BHD,LGW,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349475.00,40810.00,Offline,844.14,1.00,844.14,Pub Restrict,Return,Economy,40832.00,6604.00,EDI,ABV,NIGERIA,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349473.00,40810.00,Offline,844.64,1.00,844.64,Pub Restrict,Return,Economy,40832.00,6604.00,EDI,ABV,NIGERIA,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6350198.00,40807.00,Offline,37.50,1.00,37.50,Low Cost,Return,Economy,40828.00,650.00,LHR,BHD,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349465.00,40809.00,Offline,962.73,1.00,962.73,Pub Unrestrict,Return,Economy,40827.00,7118.00,LHR,IAD,UNITED STATES,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349618.00,40811.00,Offline,1365.53,1.00,1365.53,Pub Restrict,Return,Premium Economy,40840.00,11496.00,LHR,PVG,CHINA,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349466.00,40808.00,Offline,457.82,1.00,457.82,Pub Restrict,Return,Economy,40827.00,6838.00,LHR,DXB,UNITED ARAB EMIRATES,EMIRATES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349729.00,40810.00,Offline,570.23,1.00,570.23,Pub Restrict,Return,Economy,40823.00,5398.00,LHR,EVN,ARMENIA,AEROFLOT RUSSIANAIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349770.00,40802.00,Offline,199.50,1.00,199.50,Pub Restrict,Single,Economy,40848.00,596.00,HRE,JNB,SOUTH AFRICA,SOUTH AFRICAN AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349818.00,40810.00,Offline,546.33,1.00,546.33,Pub Restrict,Return,Economy,40839.00,6664.00,LHR,KRT,SUDAN,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349810.00,40810.00,Offline,636.33,1.00,636.33,Pub Unrestrict,Return,Economy,40838.00,6664.00,LHR,KRT,SUDAN,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6349852.00,40810.00,Offline,546.33,1.00,546.33,Pub Restrict,Return,Economy,40839.00,6664.00,LHR,KRT,SUDAN,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351145.00,40816.00,Offline,252.90,1.00,252.90,Pub Restrict,Return,Economy,40829.00,1298.00,LHR,PRG,CZECH REPUBLIC,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351003.00,40814.00,Offline,438.43,1.00,438.43,Pub Restrict,Return,Economy,40828.00,6838.00,LHR,DXB,UNITED ARAB EMIRATES,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351004.00,40814.00,Offline,765.10,1.00,765.10,Pub Restrict,Return,Economy,40831.00,13620.00,VIE,ICN,KOREA REPUBLIC,EMIRATES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6348933.00,40809.00,Offline,1364.33,1.00,1364.33,Pub Unrestrict,Return,Business Class,40794.00,4896.00,LHR,AQJ,JORDAN,ROYAL JORDANIAN
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351341.00,40816.00,Offline,342.64,1.00,342.64,Pub Restrict,Return,Economy,40840.00,3427.00,GLA,IST,TURKEY,KLM-ROYAL DUTCH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351644.00,40815.00,Offline,1838.53,1.00,1838.53,Net,Return,Premium Economy,40825.00,11288.00,LHR,JNB,SOUTH AFRICA,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351951.00,40817.00,Offline,569.60,1.00,569.60,Pub Restrict,Single,Economy,40848.00,6968.00,MAN,KUL,MALAYSIA,EMIRATES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352157.00,40817.00,Offline,368.93,1.00,368.93,Pub Restrict,Return,Economy,40841.00,2936.00,LHR,IST,TURKEY,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352236.00,40818.00,Offline,1012.93,1.00,1012.93,Pub Restrict,Return,Economy,40819.00,13536.00,LHR,SIN,SINGAPORE,SINGAPORE AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352197.00,40818.00,Offline,957.30,1.00,957.30,Pub Restrict,Return,Economy,40819.00,5072.00,KGL,AMS,NETHERLANDS,KENYA AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351963.00,40816.00,Offline,160.00,1.00,160.00,Pub Unrestrict,Return,Economy,40899.00,626.00,BHD,LHR,UNITED KINGDOM,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352336.00,40817.00,Offline,261.93,1.00,261.93,Pub Unrestrict,Return,Economy,40841.00,3124.00,LHR,IST,TURKEY,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351920.00,40817.00,Offline,915.21,1.00,915.21,Pub Unrestrict,Return,Premium Economy,40869.00,9376.00,LGW,KIN,JAMAICA,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352208.00,40817.00,Offline,205.10,1.00,205.10,Pub Restrict,Single,Economy,40834.00,2585.00,SIN,DEL,INDIA,AIR INDIA
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6350427.00,40814.00,Offline,579.90,1.00,579.90,Pub Restrict,Return,Economy,40827.00,2197.00,MAN,SPU,CROATIA,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352141.00,40818.00,Offline,498.63,1.00,498.63,Pub Restrict,Return,Economy,40854.00,8510.00,LHR,NBO,KENYA,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6347872.00,40807.00,Offline,88.50,1.00,88.50,Pub Restrict,Single,Economy,40828.00,313.00,LHR,BHD,UNITED KINGDOM,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351144.00,40816.00,Offline,221.00,1.00,221.00,Pub Unrestrict,Return,Economy,40842.00,2703.00,TXL,IST,TURKEY,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352211.00,40817.00,Offline,2591.53,1.00,2591.53,Pub Restrict,Return,Premium Economy,40832.00,13834.00,LHR,SGN,VIET NAM,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351000.00,40814.00,Offline,2215.33,1.00,2215.33,Pub Restrict,Return,Economy,40833.00,11980.00,LHR,HKG,HONG KONG,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352100.00,40818.00,Offline,1103.10,1.00,1103.10,Pub Restrict,Return,Economy,40819.00,18824.00,SAT,BKK,THAILAND,UNITED AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351952.00,40817.00,Offline,178.99,1.00,178.99,Pub Restrict,Return,Economy,40862.00,2568.00,SKP,LHR,UNITED KINGDOM,AUSTRIAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351927.00,40817.00,Offline,1222.60,1.00,1222.60,Pub Restrict,Single,Business Class,40818.00,5718.00,MAN,DAC,BANGLADESH,EMIRATES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352080.00,40818.00,Offline,484.60,1.00,484.60,Pub Restrict,Return,Economy,40827.00,2197.00,MAN,SPU,CROATIA,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352119.00,40816.00,Offline,341.20,1.00,341.20,Pub Restrict,Return,Economy,40840.00,3444.00,MAN,IST,TURKEY,SWISS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352366.00,40814.00,Offline,0.00,0.00,53.00,Pub Restrict,Return,Economy,40827.00,0.00,MAN,SPU,CROATIA,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352018.00,40817.00,Offline,1140.52,1.00,1140.52,Pub Unrestrict,Return,Business Class,40826.00,6154.00,LHR,KRT,SUDAN,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352190.00,40818.00,Offline,289.13,1.00,289.13,Pub Restrict,Return,Economy,40862.00,3008.00,IAS,LHR,UNITED KINGDOM,TAROM
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352415.00,40818.00,Offline,306.92,1.00,306.92,Pub Restrict,Return,Economy,40856.00,3164.00,LHR,DME,RUSSIA,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352454.00,40818.00,Offline,499.23,1.00,499.23,Pub Restrict,Return,Economy,40835.00,9524.00,LHR,AMD,INDIA,JET AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352315.00,40758.00,Offline,1088.33,-1.00,-1088.33,Pub Unrestrict,Return,Premium Economy,40796.00,-6255.00,LHR,NRT,JAPAN,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352174.00,40818.00,Offline,1129.23,1.00,1129.23,Pub Unrestrict,Return,Premium Economy,40885.00,10314.00,LHR,JNB,SOUTH AFRICA,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352176.00,40818.00,Offline,464.50,1.00,464.50,Pub Restrict,Return,Economy,40886.00,2053.00,JNB,DAR,TANZANIA,SOUTH AFRICAN AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345069.00,40794.00,Offline,211.53,1.00,211.53,Pub Restrict,Return,Economy,40822.00,2074.00,LHR,ALG,ALGERIA,AIR ALGERIE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346178.00,40801.00,Offline,124.93,1.00,124.93,Low Cost,Return,Economy,40807.00,700.00,LGW,BFS,UNITED KINGDOM,EASYJET
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345579.00,40800.00,Offline,85.60,1.00,85.60,Pub Restrict,Single,Economy,40842.00,318.00,LOS,ABV,NIGERIA,ARIK AIR
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345354.00,40797.00,Offline,1029.09,1.00,1029.09,Pub Restrict,Return,Economy,40842.00,6492.00,LHR,ABV,NIGERIA,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345644.00,40794.00,Offline,601.43,-1.00,-601.43,Pub Restrict,Return,Economy,40812.00,-4886.00,LHR,EBL,IRAQ,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345811.00,40801.00,Offline,343.40,1.00,343.40,Pub Unrestrict,Return,Economy,40827.00,2210.00,MAN,SPU,CROATIA,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345379.00,40800.00,Offline,1374.20,1.00,1374.20,Pub Restrict,Single,Business Class,40801.00,5418.00,SEZ,LBA,UNITED KINGDOM,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345363.00,40800.00,Offline,264.20,1.00,264.20,Pub Restrict,Single,Economy,40801.00,1813.00,MLA,JED,SAUDI ARABIA,EGYPTAIR
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6343531.00,40795.00,Offline,121.03,-1.00,-121.03,Low Cost,Return,Economy,40586.00,-1728.00,LPL,BCN,SPAIN,LIVINGSTON
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6343531.00,40795.00,Offline,61.50,-1.00,-61.50,Low Cost,Return,Economy,40628.00,-1728.00,LPL,BCN,SPAIN,LIVINGSTON
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6343534.00,40795.00,Offline,121.03,1.00,121.03,Low Cost,Return,Economy,40586.00,1728.00,LPL,BCN,SPAIN,LIVINGSTON
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6343534.00,40795.00,Offline,61.50,1.00,61.50,Low Cost,Return,Economy,40628.00,1728.00,LPL,BCN,SPAIN,LIVINGSTON
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345151.00,40800.00,Offline,529.33,1.00,529.33,Pub Restrict,Return,Economy,40840.00,6082.00,LHR,LOS,NIGERIA,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345799.00,40801.00,Offline,181.77,1.00,181.77,Low Cost,Single,Economy,40812.00,540.00,EDI,CDG,FRANCE,FLYBE BRITISH EUROPEAN
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345798.00,40801.00,Offline,271.00,1.00,271.00,Pub Restrict,Single,Economy,40812.00,1997.00,CDG,CAI,EGYPT,EGYPTAIR
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345350.00,40800.00,Offline,264.20,1.00,264.20,Pub Restrict,Single,Economy,40801.00,1813.00,MLA,JED,SAUDI ARABIA,EGYPTAIR
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6347358.00,40804.00,Offline,465.63,1.00,465.63,Pub Restrict,Return,Economy,40827.00,2620.00,EDI,SPU,CROATIA,CROATIAAIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346865.00,40802.00,Offline,1330.23,1.00,1330.23,Pub Unrestrict,Return,Premium Economy,40834.00,8374.00,LHR,DEL,INDIA,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345960.00,40802.00,Offline,611.44,1.00,611.44,Pub Restrict,Single,Premium Economy,40812.00,1425.00,BRS,RBA,MOROCCO,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346227.00,40802.00,Offline,611.44,-1.00,-611.44,Pub Restrict,Single,Premium Economy,40812.00,-1425.00,BRS,RBA,MOROCCO,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6351310.00,40814.00,Offline,313.53,1.00,313.53,Pub Restrict,Return,Economy,40823.00,3124.00,LHR,IST,TURKEY,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6347345.00,40803.00,Offline,608.50,1.00,608.50,Pub Restrict,Return,Economy,40811.00,1794.00,LHR,FCO,ITALY,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6352204.00,40817.00,Offline,2182.83,1.00,2182.83,Pub Restrict,Return,Premium Economy,40827.00,10955.00,LHR,SIN,SINGAPORE,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345708.00,40779.00,Offline,135.00,1.00,135.00,Pub Unrestrict,Return,Economy,40833.00,11026.00,LHR,ICN,KOREA REPUBLIC,KOREAN AIR
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345719.00,40779.00,Offline,0.00,0.00,0.00,Pub Restrict,Return,Economy,40833.00,0.00,LHR,ICN,KOREA REPUBLIC,KOREAN AIR
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346881.00,40802.00,Offline,514.49,1.00,514.49,Pub Restrict,Return,Economy,40826.00,3804.00,MAN,ESB,TURKEY,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346722.00,40803.00,Offline,608.13,1.00,608.13,Pub Unrestrict,Single,Economy,40804.00,5644.00,LHR,JNB,SOUTH AFRICA,VIRGIN ATLANTIC
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346415.00,40800.00,Offline,591.82,1.00,591.82,Pub Restrict,Return,Economy,40809.00,3164.00,LHR,DME,RUSSIA,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6347214.00,40804.00,Offline,135.10,1.00,135.10,Pub Unrestrict,Return,Economy,40857.00,1550.00,LHR,MAD,SPAIN,IBERIA
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345467.00,40800.00,Offline,2894.10,-1.00,-2894.10,Pub Restrict,Return,Premium Economy,40806.00,-12484.00,MAN,BKK,THAILAND,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345467.00,40800.00,Offline,2894.10,1.00,2894.10,Pub Restrict,Return,Premium Economy,40806.00,12484.00,MAN,BKK,THAILAND,AIR FRANCE
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6342962.00,40790.00,Offline,701.43,1.00,701.43,Pub Restrict,Return,Economy,40812.00,4886.00,LHR,EBL,IRAQ,TURKISH AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345420.00,40800.00,Offline,676.23,1.00,676.23,Pub Restrict,Return,Economy,40812.00,4381.00,LHR,ORD,UNITED STATES,AIR CANADA
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345669.00,40801.00,Offline,382.29,1.00,382.29,Pub Unrestrict,Return,Economy,40817.00,1558.00,LHR,GRZ,AUSTRIA,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346157.00,40801.00,Offline,735.13,1.00,735.13,Pub Unrestrict,Return,Economy,40820.00,11590.00,MAN,JNB,SOUTH AFRICA,BMI
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345580.00,40801.00,Offline,146.80,1.00,146.80,Pub Restrict,Single,Economy,40813.00,713.00,LHR,BCN,SPAIN,IBERIA
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345582.00,40801.00,Offline,95.50,1.00,95.50,Pub Restrict,Single,Economy,40813.00,763.00,BCN,CMN,MOROCCO,IBERIA
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345428.00,40800.00,Offline,537.43,1.00,537.43,Pub Restrict,Return,Economy,40822.00,3124.00,LHR,IST,TURKEY,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345675.00,40801.00,Offline,171.91,1.00,171.91,Low Cost,Return,Economy,40808.00,674.00,BHD,LGW,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346124.00,40801.00,Offline,567.60,1.00,567.60,Pub Restrict,Return,Economy,40837.00,4708.00,MAN,TLV,ISRAEL,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346124.00,40801.00,Offline,567.60,1.00,567.60,Pub Restrict,Return,Economy,40837.00,4708.00,MAN,TLV,ISRAEL,LUFTHANSA GERMAN AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345703.00,40800.00,Offline,1524.41,1.00,1524.41,Pub Restrict,Return,Economy,40806.00,12976.00,MAN,RGN,MYANMAR UNION,EVA AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6344901.00,40796.00,Offline,970.90,1.00,970.90,Pub Restrict,Return,Economy,40805.00,5927.00,BJL,LHR,UNITED KINGDOM,BRUSSELS AIRLINES
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6345732.00,40801.00,Offline,247.76,1.00,247.76,Pub Restrict,Single,Economy,40818.00,927.00,MRS,BHD,UNITED KINGDOM,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6347171.00,40803.00,Offline,951.63,1.00,951.63,Pub Restrict,Return,Economy,40832.00,11288.00,LHR,JNB,SOUTH AFRICA,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346812.00,40802.00,Offline,326.40,1.00,326.40,Pub Restrict,Single,Economy,40807.00,5345.00,SEZ,LHR,UNITED KINGDOM,QATAR AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346824.00,40803.00,Offline,625.23,1.00,625.23,Pub Restrict,Return,Economy,40811.00,6224.00,LHR,LOS,NIGERIA,BRITISH AIRWAYS
RM808,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6346814.00,40803.00,Offline,1257.33,1.00,1257.33,Pub Restrict,Return,Economy,40805.00,8528.00,KGL,LHR,UNITED KINGDOM,KLM-ROYAL DUTCH AIRLINES
