Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112, 27/08/2015,OPS0264374,680,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112, 27/08/2015,OPS0264387,3750,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 13/08/2015,HED0263945,45,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 13/08/2015,HED0263944,120,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 13/08/2015,HED0263945,120,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 06/08/2015,AAS0263884,231.07,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,LIBRA TEXTILES LTD,A0062627, 20/08/2015,REG0264194,2500,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,LIBRA TEXTILES LTD,A0062627, 20/08/2015,REG0264193,4023.76,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/08/2015,AAS0264312,290.76,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/08/2015,AAS0264312,290.76,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 20/08/2015,PCO0264176,1600,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,THE BOOKSHOP,A0063559, 06/08/2015,REG0263813,118.92,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,THE BOOKSHOP,A0063559, 06/08/2015,REG0263814,248.8,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Printing & Stationery,RICOH UK LIMITED,A0063806, 13/08/2015,MAN0263986,64.8,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,CENTRE FOR PUBLIC SCRUTINY,A0064051, 13/08/2015,DAL0263936,30,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,0.36,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,1.08,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 06/08/2015,DAL0263839,2.81,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 13/08/2015,DAL0263932,3.17,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,5.62,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 27/08/2015,DAL0264410,7.38,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 06/08/2015,DAL0263839,1.04,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,1.71,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 27/08/2015,DAL0264410,3.49,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,5.39,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL4004727,-348.84,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,348.84,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL4004727,-14.76,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,45,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 27/08/2015,DAL0264410,79.04,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 13/08/2015,DAL0263932,89.6,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 06/08/2015,DAL0263839,112.32,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,291.63,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,0.36,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 06/08/2015,DAL0263839,8.07,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 13/08/2015,DAL0263932,8.79,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 27/08/2015,DAL0264410,8.8,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,31.27,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,2.52,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,4.24,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 13/08/2015,DAL0263932,6,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 06/08/2015,DAL0263839,17.9,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 27/08/2015,DAL0264410,26.1,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 13/08/2015,DAL0263932,7.72,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,8.09,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,0.36,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 13/08/2015,DAL0263932,7.39,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 27/08/2015,DAL0264410,10.58,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 06/08/2015,DAL0263839,15.8,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,20.74,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL4004727,-1.08,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264122,7.08,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 06/08/2015,DAL0263839,9.13,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 13/08/2015,DAL0263932,10.95,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 27/08/2015,DAL0264410,11.25,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 20/08/2015,DAL0264035,17.64,No,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Indirect Employee Expenses,Emp : Practising Certificates,SQUIRE PATTON BOGGS (UK) LLP,A0064462, 13/08/2015,PBC0263939,3250,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,P T ALLISON,A0064694, 06/08/2015,DAL0263876,22.5,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,P T ALLISON,A0064694, 06/08/2015,DAL0263876,12.5,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,P T ALLISON,A0064694, 06/08/2015,DAL0263876,25.5,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,P T ALLISON,A0064694, 06/08/2015,DAL0263876,7.5,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,THE RAINHALL CENTRE,A0066193, 06/08/2015,DAL0263855,45,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,ATM CONSTRUCTION LTD,A0066308, 27/08/2015,HMR0264361,6782,No,N/A,N,1130.33
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263913,65,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263913,340,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263915,58,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263909,110,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263915,417,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263909,540,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263914,25,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263914,120,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,EST0263980,62,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,EST0263980,120,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263916,62,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263916,280,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263918,48,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263918,130,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263917,28,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263910,58,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263917,120,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263910,330,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263906,85,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263905,162,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263911,32,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263911,130,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 20/08/2015,HED0264226,237,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 20/08/2015,HED0264226,75,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263907,140,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263919,130,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 20/08/2015,HED0264226,1129,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263912,45,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263912,190,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263921,12.5,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263921,98,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263920,8.5,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 13/08/2015,HED0263920,65,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),PATROL,A0067663, 20/08/2015,HED0264216,177,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,LIMPET LABELS UK LIMITED,A0067671, 27/08/2015,OPS0264362,423.25,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,COLNE FIRST AID SERVICES,A0068159, 27/08/2015,HED0264337,50,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 06/08/2015,OPS0263779,159.49,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 06/08/2015,OPS0263779,159.49,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 06/08/2015,OPS0263779,159.49,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 06/08/2015,OPS0263779,159.49,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 06/08/2015,OPS0263779,159.49,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 06/08/2015,OPS0263779,159.49,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,CHIPSIDE LTD,A0068587, 13/08/2015,HED0264030,43.78,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,CHIPSIDE LTD,A0068587, 13/08/2015,HED0264029,86.45,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,CHIPSIDE LTD,A0068587, 13/08/2015,HED0264028,375.7,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,SWALEC,A0068663, 13/08/2015,EST0263999,131.88,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,M C & M A STEWART HAULAGE,A0068863, 06/08/2015,PCO0263757,1230.72,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,M C & M A STEWART HAULAGE,A0068863, 06/08/2015,PCO0263757,1313.36,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,PEARL 2,A0070545, 27/08/2015,EST0264384,520.88,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,QHS SOLUTIONS LIMITED,A0071912, 03/08/2015,AAS0264306,666.67,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,QHS SOLUTIONS LIMITED,A0071912, 13/08/2015,HED0264019,2000,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Gds Maint ,ASSIST MANAGED SERVICES LIMITED,A0072100, 20/08/2015,PCO0264152,3487.42,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Gds Maint ,ASSIST MANAGED SERVICES LIMITED,A0072100, 20/08/2015,PCO0264151,4141.31,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,PETER BIRD LIMITED,A0072263, 20/08/2015,ENV0264239,713,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,GLOBAL PAYMENTS,A0072461, 18/08/2015,AAS0264308,1254.07,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,GLOBAL PAYMENTS,A0072461, 18/08/2015,AAS0264310,729.55,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,GLOBAL PAYMENTS,A0072461, 18/08/2015,AAS0264309,1807.44,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,LLOYDS BANKING GROUP,A0072462, 28/08/2015,AAS0264420,0.03,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,LLOYDS BANKING GROUP,A0072462, 24/08/2015,AAS0264415,60,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,LLOYDS BANKING GROUP,A0072462, 28/08/2015,AAS0264419,613.86,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 27/08/2015,OPS0264279,462.89,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 27/08/2015,OPS4004674,-23.92,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 27/08/2015,OPS4004675,-5.63,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 27/08/2015,OPS0264275,2,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 27/08/2015,OPS0264277,4,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 27/08/2015,OPS0263498,5.63,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 27/08/2015,OPS0264276,11.99,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822, 20/08/2015,OPS0264182,70,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822, 20/08/2015,OPS0264182,70,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822, 20/08/2015,OPS0264182,140,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822, 20/08/2015,OPS0264182,140,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,FENLAND LEISURE PRODUCTS LIMITED,A0072950, 20/08/2015,PCO0264156,50,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,FENLAND LEISURE PRODUCTS LIMITED,A0072950, 20/08/2015,PCO0264175,262,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,FENLAND LEISURE PRODUCTS LIMITED,A0072950, 20/08/2015,PCO0264156,525,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,DBS,A0072958, 19/08/2015,AAS0264311,1056,No,N/A,N,N/A
Pendle Borough Council,Financial Services,,Other Income : Non-VATable,DBS,A0072958, 19/08/2015,AAS0264311,396,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Photocopiers,MARTINS,A0074550, 06/08/2015,HED0263803,23.85,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,RUSSELL HOLDEN,A0075067, 13/08/2015,HED0263943,105,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,RUSSELL HOLDEN,A0075067, 13/08/2015,HED0263943,120,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,TOTAL POOL CHEMICALS LTD,A0075356, 27/08/2015,AAS0264396,1510,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 06/08/2015,HMR0263759,160,No,N/A,N,26.67
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,FRED HAMER FUNERAL SVCS - HAVENCARE MGT LTD,A0075504, 06/08/2015,ENV0263829,1053,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,WATERWORTHS JOINERY & BUILDING SERVICES LTD,A0076152, 20/08/2015,HMR0264133,380,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,BURNLEY AND PENDLE ENERGY ASSESSORS LTD,A0077075, 13/08/2015,EST0264000,160,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,THOMSON REUTERS,A0077400, 06/08/2015,DAL0263852,92.5,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,THOMSON REUTERS,A0077400, 06/08/2015,DAL0263852,92.5,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,RIGHTMOVE.CO.UK,A0077496, 03/08/2015,AAS0264307,292.4,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,RIGHTMOVE.CO.UK,A0077496, 03/08/2015,AAS0264307,567.6,No,N/A,N,N/A
