Property Reference,Property Description,Rateable Value,Account Name,Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Mandatory Rate Relief,Mandatory Rate Relief Amount,Discretionary Rate Relief,Discretionary Rate Relief Amount,Additional Relief,Additional Relief Amount,Small Business Rate Relief,Small Business Rate Relief Amount
09240200830275,WASTE TRANSFER STATION AND PREMISES,"£215,000",Mcgovern Haulage Ltd,01/04/2000,Waste Transfer Claremont Way Ind Est,Claremont Way,London,,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
04640092020007,WEIGHBRIDGE OFFICES AND PREMISES,"£12,500",North London Waste Authority The Client Officer,01/04/2000,Weighbridge,Brent Terrace,London,,,NW2 1LN,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
02200008500003,WINE BAR AND PREMISES,"£41,000",Ms Diane Fay Anderson,17/06/2017,85 Ballards Lane,London,,,,N3 1XT,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
00280000900002,WORKSHOP AND PREMISES,"£21,750",Tracey Lester T/A LSC Sales,01/04/2017,9 Adrian Avenue,London,,,,NW2 1LX,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
00460001220006,WORKSHOP AND PREMISES,"£8,000",Arthur Benabo,18/05/2006,9 Albert Place,London,,,,N3 1QB,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
00880092010052,WORKSHOP AND PREMISES,£890,Glenroy Estates Ltd,01/01/2007,Unit 11e Barnet Business Centre,Alston Road,Barnet,Hertfordshire,,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
00880291920004,WORKSHOP AND PREMISES,"£9,700",Mr L Shepard,01/09/2011,Unit 9 Alston Works,Alston Road,Barnet,Hertfordshire,,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
02200028100019,WORKSHOP AND PREMISES,"£70,000",Dsr Furnishings Ltd T/A Curtain Factory,05/01/2017,281 Ballards Lane,London,,,,N12 8NR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
04640011510041,WORKSHOP AND PREMISES,"£74,000",Acre Metals Ltd,01/04/2017,117-118 Brent Terrace,London,,,,NW2 1LL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
06080003820009,WORKSHOP AND PREMISES,"£21,000",Mr B Begolli T/a Bunns Lane Car Wash,13/02/2012,Building No 39 At 104-108,Bunns Lane,London,,,NW7 2AJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
06080010420224,WORKSHOP AND PREMISES,"£5,800",Texmain Ltd,03/10/2008,UNIT 22 AT 104-108,Bunns Lane,London,,,NW7 2AJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
06080010420243,WORKSHOP AND PREMISES,"£6,300",Mr L J Tichborne,01/04/2009,Unit 23 & 24 at,104-108 Bunns Lane,London,,,NW7 2AJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
06080010420258,WORKSHOP AND PREMISES,"£3,150",Mr L J Tichborne,01/04/2009,UNIT 25 AT 104-108,Bunns Lane,London,,,NW7 2AJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
06080010420385,WORKSHOP AND PREMISES,"£3,750",Mr Basri Begolli,30/03/2012,UNIT 38 AT 104-108,Bunns Lane,London,,,NW7 2AJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
06280002510107,WORKSHOP AND PREMISES,"£16,750",Mr Ben Mcbride & Mr Dave Winny T/a Hendon Sign Co 2000,01/01/2004,Unit 4-6 Bavdene Mews R/o 25-27,The Burroughs,London,,,NW4 4AR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09240000010021,WORKSHOP AND PREMISES,"£7,500",Acre Metals Ltd,28/06/2017,Unit 6,Claremont Way Industrial Estate,Claremont Way,London,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09240000010036,WORKSHOP AND PREMISES,"£9,300",Acre Metals Ltd,28/06/2017,Unit 7,Claremont Way Industrial Estate,Claremont Way,London,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09240200830129,WORKSHOP AND PREMISES,"£21,500",Salad Choice (UK) Ltd,09/12/2008,Unit 12-13,Claremont Way Industrial Estate,Claremont Way,London,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09240200830148,WORKSHOP AND PREMISES,"£57,500",Frohwein's (factory) Ltd,07/04/2003,Unit 14-15 Claremont Way Industrial Est,Claremont Way,London,,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09240200830167,WORKSHOP AND PREMISES,"£21,000",Frohwein's (factory) Ltd,01/01/2007,Unit 16 Claremont Way Industrial Est,Claremont Way,London,,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09240200830203,WORKSHOP AND PREMISES,"£13,500",Frohwein's (factory) Ltd,07/04/2003,Unit 20 & 21 Claremont Way Industrial Est,Claremont Way,London,,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09240200830237,WORKSHOP AND PREMISES,"£14,500",Mukesh Savani & Balu Kotecha,01/04/2000,Unit 23 Claremont Way Industrial Estate,Claremont Way,London,,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
09860012610002,WORKSHOP AND PREMISES,"£24,500",Evelyne Kosher Banquets Limited,01/08/2013,Gnd Flr Building 4,126 Colindale Avenue,London,,,NW9 5HD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
15820064210038,WORKSHOP AND PREMISES,"£27,000",Ms Natalie Denton,24/08/2017,Bt,642-644 Finchley Road,London,,,NW11 7RR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
15820090110017,WORKSHOP AND PREMISES,"£6,600",Chiltern Marble LLP - In Liquidation,01/04/2005,Bst,901-903 Finchley Road,London,,,NW11 8RR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
16800001610018,WORKSHOP AND PREMISES,"£16,500",White Rose Motors (southgate) Ltd,14/08/2013,16 Friern Park,London,,,,N12 9DA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
17760007920003,WORKSHOP AND PREMISES,"£41,250",Ballards Of Finchley Ltd,01/04/2000,Epoch Works,79 Glebe Road,London,,,N3 2AX,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
20680005037008,WORKSHOP AND PREMISES,"£15,250",Mr Evangelos Theodorou,01/01/2014,Unit D Adj,50 Hampden Road,London,,,N10 2NX,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
21940003200004,WORKSHOP AND PREMISES,"£30,500",Mr M B Walton T/a Arkley Labels,01/04/2000,Left Workshop,32 Henry Road,Barnet,Hertfordshire,,EN4 8BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
25680002810069,WORKSHOP AND PREMISES,"£46,000",The G I Group Ltd,01/04/2003,Gi Group,28 Lancaster Road,Barnet,Hertfordshire,,EN4 8AP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
25680002810073,WORKSHOP AND PREMISES,"£10,750",The G I Group Ltd,01/04/2003,Msl,28 Lancaster Road,Barnet,Hertfordshire,,EN4 8AP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
25680004930017,WORKSHOP AND PREMISES,"£29,000",Darren Bruce Electrical Ltd,21/04/2011,Unit 1 Redrose Trading Centre,Lancaster Road,Barnet,Hertfordshire,,EN4 8BZ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
25680004930021,WORKSHOP AND PREMISES,"£29,000",Sml Ltd,01/04/2000,Unit 2 Redrose Trading Centre,Lancaster Road,Barnet,Hertfordshire,,EN4 8BZ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
27160004110033,WORKSHOP AND PREMISES,"£10,000",Tiger Retail Ltd,21/10/2009,R/o,37-43 Lodge Lane,London,,,N12 8JG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
30560005020059,WORKSHOP AND PREMISES,"£115,000",Atelier Art Limited,16/01/2018,Bsmt Gnd And Pt 1st Floor Left,50 Moxon Street,Barnet,,,EN5 5TS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
30900029410093,WORKSHOP AND PREMISES,"£5,900",Iridium Assets Limited,10/09/2015,Workshop 7-8,294 Nether Street,London,,,N12 1RL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
30900029410106,WORKSHOP AND PREMISES,"£1,975",Iridium Assets Limited,10/09/2015,Workshop 9,294 Nether Street,London,,,N12 1RL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
31480000010069,WORKSHOP AND PREMISES,"£28,750",Mr Vincent Dubois T/a Citroen Repairs,01/04/2015,Units G & H,Coppetts Centre,North Circular Road,London,,N12 0SH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
31480200939104,WORKSHOP AND PREMISES,"£22,250",Highview Garage Limited,04/12/2012,Units J-K Coppetts Centre,North Circular Road,London,,,N12 0SH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
44140018110044,WORKSHOP AND PREMISES,"£8,900",Vertical Leisure Ltd,21/09/2013,Unit 4 At 181,Victoria Road,Barnet,Hertfordshire,,EN4 9PA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
44800007100059,WORKSHOP AND PREMISES,"£1,425",Mr Viljit Singh Khurana,05/01/2018,Bst,71 Watling Avenue,Edgware,Middlesex,,HA8 0LD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
45420023210046,WORKSHOP AND PREMISES,"£3,950",West Hendon Tyres Ltd,01/03/2011,Workshop At Rear,232 The Broadway,London,,,NW9 6AE,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
0088000252000B,WORKSHOP AND PREMISES,"£24,750",Bmerc Car Sales Ltd,01/04/2016,Unit 25,Alston Works Alston Road,Barnet,,,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
0088009172000A,WORKSHOP AND PREMISES,"£18,750",Eskenzi Pr Limited,21/03/2013,Unit 7 Alston Works,Alston Road,Barnet,Hertfordshire,,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
0088009192002B,WORKSHOP AND PREMISES,"£6,800",Mr Cameron Mcmurray,01/07/2016,Unit 2 The Mews,Barnet Business Centre Alston Road,Barnet,,,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
0464001151006B,WORKSHOP AND PREMISES,"£60,000",Acre Metals Limited,26/05/2016,115 Brent Terrace,London,,,,NW2 1LL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
0628000251008A,WORKSHOP AND PREMISES,"£16,250",Mel Brian Ltd T/a For Arts Sake,01/04/2000,Unit 3 Bavdene Mews R/o 25-27,The Burroughs,London,,,NW4 4AR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
0924000001004A,WORKSHOP AND PREMISES,"£12,000",Acre Metals Ltd,28/06/2017,Unit 8,Claremont Way Industrial Estate,Claremont Way,London,,NW2 1NG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
0924020083010A,WORKSHOP AND PREMISES,"£32,500",Acre Metals Ltd,16/10/2006,Unit 10 & 11 Claremont Way Ind Est,Claremont Way,London,,,NW2 1BG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2184009082000B,WORKSHOP AND PREMISES,"£137,000",Connect Plus Services,13/09/2009,Motorway Maintenance Depot,Scratchwood Service Area,Hendon Urban Motorway,London,,NW7 3JA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4476005241009B,WORKSHOP AND PREMISES,"£14,000",Unity Asphalt Co (london) Ltd,01/04/2000,Gnd F Centre 524 & Gnd & 1st F R/o,524 Watford Way,London,,,NW7  4RS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4480000761004B,WORKSHOP AND PREMISES,"£4,300",William Hill Organization Limited,01/12/2011,Bst,76 Watling Avenue,Edgware,Middlesex,,HA8 0LU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
22400097510018,WORKSHOP CAR HIRE AND PREMISES,"£29,250",Europcar Group UK Limited,01/04/2003,975 High Road,London,,,,N12 9AJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
42100002510014,WORKSHOP/STORE AND PREMISES,"£9,900",H F Trust Limited,01/04/2014,Gnd Flr Unit 1 The Old Print Works,25 Tapster Street,Barnet,Hertfordshire,,EN5 5TH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
223800052A0001,YDVERTISING RIGHT,£850,London Borough Of Barnet Environment & Regulation Finance,01/04/2000,J C Decaux Adv Right O/s Phoenix Cin,Ema 52 High Road,London,,,N2 9PJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
051600031A0002,YDVERTISING SHELTER,£850,JC Decaux (uk) Ltd,01/01/2016,O/s,31 The Broadway,London,,,NW7 3DA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
392010001A0006,YDVERTISING SHELTER,£850,JC Decaux (uk) Ltd,01/01/2016,South Of 1 Sheaveshill Parade,Sheaveshill Avenue,London,,,NW9 6RS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
20180011310023,PUBLIC HOUSE AND PREMISES,"£21,500",Mr & Mrs W Turley,01/04/2000,Hadley Hotel,113 Hadley Road,Barnet,Hertfordshire,,EN5 5QN,NONE,£0.00,NONE,£0.00,PUB RELIEF,"£1,000.00",YES,£0.00
22380013000009,PUBLIC HOUSE AND PREMISES,"£48,500",K & M Taverns Ltd,01/04/2005,Maddens,130 High Road,London,,,N2 9ED,NONE,£0.00,NONE,£0.00,PUB RELIEF,"£1,000.00",YES,£0.00
4440000032000A,PUBLIC HOUSE AND PREMISES,"£18,250",Mr P Shaughnnessy,05/12/2007,Windsor Castle Ph,The Walks,London,,,N2 8DL,NONE,£0.00,NONE,£0.00,PUB RELIEF,"£1,000.00",YES,£0.00
09860012630082,OFFICES AND PREMISES,"£30,750",Creative Car Park Ltd,30/01/2007,1st Flr Building 3,126 Colindale Avenue,London,,,NW9 5HD,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£499.85,NONE,£0.00,YES,£0.00
15820076000057,SHOP AND PREMISES,"£32,250",Britking Ltd T/a Top Stitch,16/09/2001,760 Finchley Road,London,,,,NW11 7TH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£610.93,NONE,£0.00,YES,£0.00
2238001190002B,SHOP AND PREMISES,"£28,750",Mr D Burns,01/04/2015,119 High Road,London,,,,N2 8AG,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£669.88,NONE,£0.00,YES,£0.00
18340005110011,SURGERY AND PREMISES,"£28,250",Mr C P Balcombe T/A Balcombe Dental Practice Lt,01/04/2000,,51 Goodwyn Avenue,London,,,NW7 3RJ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£569.28,NONE,£0.00,YES,£0.00
20320000100043,VEHICLE REPAIR WORKSHOP AND PREMISES,"£37,000",Mr A Feigenbaum T/a Gdk Garages & Market Motors,01/04/2000,Right,1 Hale Lane,London,,,NW7 3NU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£610.93,NONE,£0.00,YES,£0.00
22460005010023,WAREHOUSE AND PREMISES,"£29,750",Atech Autos Ltd,07/09/2007,50b High Street,Edgware,,,,HA8 7EQ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£479.02,NONE,£0.00,YES,£0.00
06200012400016,SHOP AND PREMISES,"£28,500",Mr W M Waziri,24/10/2000,124 Burnt Oak Broadway,Edgware,Middlesex,,,HA8 0BB,NONE,£0.00,REVALUATION SUPPORT MEDIUM 9%,"£1,085.79",NONE,£0.00,YES,£0.00
00820000110088,VEHICLE REPAIR WORKSHOP AND PREMISES,"£30,250",Mr M Shirvani t/a D & D Motors,22/10/2010,Warehouse Rear Back,Allum Way,London,,,N20 9QL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 9%,"£1,121.19",NONE,£0.00,YES,£0.00
22400094600008,VEHICLE REPAIR WORKSHOP AND PREMISES,"£38,000",North Finchley Tyres Ltd,01/08/2009,946 High Road,London,,,,N12 9RT,NONE,£0.00,REVALUATION SUPPORT MEDIUM 9%,"£1,121.19",NONE,£0.00,YES,£0.00
18180011310019,LAUNDERETTE AND PREMISES,"£20,750",Ms Kitty Kitman-Kung T/a The Washing Wel,01/04/2015,113a Golders Green Road,London,,,,NW11 8HR,NONE,£0.00,REVALUATION SUPPORT SUPPORT 1%,£96.70,NONE,£0.00,YES,£0.00
04600006910021,SURGERY AND PREMISES,"£13,500",Mr J Goldstein,27/04/2012,69a Brent Street,London,,,,NW4 2EA,NONE,£0.00,REVALUATION SUPPORT SUPPORT 1%,£23.59,NONE,£0.00,YES,"£2,358.56"
24500000010043,WAREHOUSE AND PREMISES,"£14,000",Favour Catering & Events Ltd,03/10/2014,Unit A3,Connaught Business Centre,Hyde Estate Road,London,,NW9 6JL,NONE,£0.00,REVALUATION SUPPORT SUPPORT 1%,£43.49,NONE,£0.00,YES,"£2,174.67"
22420135200004,SHOP AND PREMISES,"£21,250",I Seevision Ltd,19/02/2007,1352 High Road,London,,,,N20 9HJ,NONE,£0.00,REVALUATION SUPPORT SMALL 2%,£198.05,NONE,£0.00,YES,£0.00
24500095320006,WORKSHOP AND PREMISES,"£12,750",Ben Tenenblat Ltd,24/03/2014,Unit B3 Connaught Business Centre,Hyde Estate Road,London,,,NW9 6JL,NONE,£0.00,REVALUATION SUPPORT SMALL 2%,£29.71,NONE,£0.00,YES,"£4,456.13"
46960013300009,SURGERY AND PREMISES,"£13,750",Cardio Test Ltd,01/05/2012,133 Wood Street,Barnet,,,,EN5 4BX,NONE,£0.00,REVALUATION SUPPORT SMALL 3%,£112.15,NONE,£0.00,YES,"£2,669.17"
24500094420009,WAREHOUSE AND PREMISES,"£16,500",Hands Design Graphics Ltd,21/08/2008,Unit A 2 Connaught Business Centre,Hyde Estate Road,London,,,NW9 6JL,NONE,£0.00,REVALUATION SUPPORT SMALL 3%,£230.67,NONE,£0.00,YES,£0.00
13420015200019,SHOP AND PREMISES,"£15,000",MK Pizza Company Ltd,10/02/2011,152 East End Road,London,,,,N2 0RY,NONE,£0.00,REVALUATION SUPPORT SMALL 4%,£279.60,NONE,£0.00,YES,£0.00
22420136400019,SHOP AND PREMISES,"£16,250",Mr G L Kiely,02/05/2008,1364 High Road,London,,,,N20 9HJ,NONE,£0.00,REVALUATION SUPPORT SMALL 4%,£302.90,NONE,£0.00,YES,£0.00
30360000600014,SHOP AND PREMISES,"£13,250",Mrs Sally Anne Watt T/a The Finishing Touch,14/05/2001,6-7 Mount Parade Mount Pleasant,Barnet,,,,EN4 9DD,NONE,£0.00,REVALUATION SUPPORT SMALL 4%,£102.91,NONE,£0.00,YES,"£3,601.80"
22380011710015,CAFE AND PREMISES,"£18,250",Mr I Bostan,22/06/2007,117 High Road,London,,,,N2 8AG,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£395.25,NONE,£0.00,YES,£0.00
40900000900013,CAFE AND PREMISES,"£14,500",Brothers Cafe Limited,05/11/2014,9 Station Road,London,,,,N3 2SB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£269.98,NONE,£0.00,YES,"£1,079.93"
21120000920001,CLUB AND PREMISES,"£22,500",Mill Hill Services Club Ltd,01/04/2000,11 Hartley Avenue,London,,,,NW7 2HX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£473.01,NONE,£0.00,YES,£0.00
08440090120005,FACTORY AND PREMISES,"£13,000",Mr R M Duke,01/04/2000,Forge Buildings,Chipping Close,Barnet,Hertfordshire,,EN5 4LR,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£88.55,NONE,£0.00,YES,"£3,542.16"
3408000011001B,GARAGE AND PREMISES,"£13,500",Mr G Dyet,01/04/2000,1-3 Pembroke Road,London,,,,N10 2HR,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£110.15,NONE,£0.00,YES,"£2,203.05"
11040005010025,HAIRDRESSING SALON AND PREMISES,"£14,500",Mr M M Hassan,01/04/2009,2 Bridge Parade,Cricklewood Lane,London,,,NW2 1HG,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£232.18,NONE,£0.00,YES,£928.74
15820044600016,HAIRDRESSING SALON AND PREMISES,"£14,000",Ms H Salt T/a Danny Hair & Beauty,25/04/2011,446 Finchley Road,London,,,,NW2 2HY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£172.79,NONE,£0.00,YES,"£1,727.88"
09440002310013,HOTEL AND PREMISES,"£12,750",Mrs S Bathija,01/04/2000,Clifton House,23 Clifton Gardens,London,,,NW11 7ER,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£46.00,NONE,£0.00,YES,"£2,760.29"
051600145B0003,LAND USED FOR DISPLAY,"£19,000",Ask Windows Ltd,01/11/2004,Land Adj,145 The Broadway,London,,,NW7 4RN,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£395.25,NONE,£0.00,YES,£0.00
09220090520005,LAND USED FOR STORAGE AND PREMISES,"£25,250",Mr B Coleman,01/04/2001,Station Yard,Claremont Road,London,,,NW2 1BT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£466.53,NONE,£0.00,YES,£0.00
15825001410039,LAUNDERETTE AND PREMISES,"£16,250",Pennylines Ltd,01/04/2000,14 Monkville Parade,London,,,,NW11 0AL,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£349.90,NONE,£0.00,YES,£0.00
00460000010038,OFFICES AND PREMISES,"£14,000",Kingsley Maybrook Ltd,01/09/2014,4th Flr Left,Lawford House,Albert Place,London,,N3 1QB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£211.67,NONE,£0.00,YES,"£2,116.66"
01485001600005,OFFICES AND PREMISES,"£13,750",Valerie Graham Ltd,07/07/2016,16 Boulevard Drive,London,,,,NW9 5QF,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£151.21,NONE,£0.00,YES,"£2,159.35"
04600090210089,OFFICES AND PREMISES,"£15,750",Mr D A Jaye & Mr J D Epstein T/a Dodd Harris,01/04/2000,Gnd Fl Right,35-37 Brent Street,London,,,NW4 2EF,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£317.50,NONE,£0.00,YES,£0.00
06300090110063,OFFICES AND PREMISES,"£15,500",Nadia Minkoff Ltd,30/11/2011,Unit 6 Breasy Place,Burroughs Gardens,London,,,NW4 4AT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£317.50,NONE,£0.00,YES,£0.00
08700005300001,OFFICES AND PREMISES,"£12,750",The Property Studio (Barnet) Ltd,08/04/2013,53 Church Hill Road,East Barnet,Barnet,,,EN4 8SY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£44.06,NONE,£0.00,YES,"£2,643.66"
08700005500003,OFFICES AND PREMISES,"£12,750",Mr D Maycox,18/11/2011,55 Church Hill Road,Barnet,Hertfordshire,,,EN4 8SY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£43.41,NONE,£0.00,YES,"£2,604.78"
09860011600002,OFFICES AND PREMISES,"£12,250",RSC Accountants Limited,01/04/2016,116 Colindale Avenue,London,,,,NW9 5GX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£14.04,NONE,£0.00,YES,"£3,088.59"
12820000213239,OFFICES AND PREMISES,"£16,000",S Ilan Architectural Workshop Ltd,01/04/2009,Room 332 3rd Floor,2 Dollis Park,London,,,N3 1HG,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
13380014410022,OFFICES AND PREMISES,"£12,500",Thompson & Bryan (uk) Limited,20/04/2015,1st & 2nd Fl Left 144-146,East Barnet Road,Barnet,Hertfordshire,,EN4 8RD,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£25.49,NONE,£0.00,YES,"£2,548.63"
15820074610077,OFFICES AND PREMISES,"£13,250",First Podiatry Ltd,01/09/2009,Front 3rd Fl 746,Finchley Road,London,,,NW11 7TH,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£87.47,NONE,£0.00,YES,"£2,449.28"
15820092300013,OFFICES AND PREMISES,"£23,750",Joseph Kahan Associates Llp,01/04/2010,923 Finchley Road,London,,,,NW11 7PE,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£440.61,NONE,£0.00,YES,£0.00
18540000710028,OFFICES AND PREMISES,"£13,500",Healthcare Personnel Ltd t/a Carewatch (Barnet),01/04/2013,Carewatch Barnet Apex House,Grand Arcade,London,,,N12 0EH,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£110.15,NONE,£0.00,YES,"£2,203.05"
22380012010089,OFFICES AND PREMISES,"£21,250",Secure Frontline Services Ltd,26/03/2012,1st F 120,High Road,London,,,N2 8AG,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£330.46,NONE,£0.00,YES,£0.00
22400076010025,OFFICES AND PREMISES,"£19,250",Messrs Simons Levine & Co,01/04/2000,1st Fl 760,High Road,London,,,N12 8LD,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£362.86,NONE,£0.00,YES,£0.00
24503000010092,OFFICES AND PREMISES,"£14,500",Mr Galloway T/a MacKenzie Field,02/12/2013,Suite 8.2 8th Flr,Hyde House,The Hyde,London,,NW9 6LH,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£264.58,NONE,£0.00,YES,"£1,058.33"
31620003410029,OFFICES AND PREMISES,"£13,500",PH Wedding Rings Ltd,12/05/2016,1st Fl 34a,North End Road,London,,,NW11 7PT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£112.74,NONE,£0.00,YES,"£2,254.89"
40940016600015,OFFICES AND PREMISES,"£14,750",Mr Pearl T/a Pearl & Co,01/04/2000,166 Station Road,London,,,,NW4 3SP,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£273.20,NONE,£0.00,YES,£497.23
44280004510016,OFFICES AND PREMISES,"£17,000",Working Capital Partners Ltd,01/04/2012,Front Gnd Fl,45 Vivian Avenue,London,,,NW4 3XA,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£343.42,NONE,£0.00,YES,£0.00
001800001A0003,OFFICES AND PREMISES,"£18,000",Goldthree Ltd,24/08/2006,1a Accommodation Road,London,,,,NW11 8ED,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£349.90,NONE,£0.00,YES,£0.00
063000901108AA,OFFICES AND PREMISES,"£16,750",Netec Global Consulting Ltd,30/08/2013,Unit 8 Breasy Place,Burroughs Gardens,London,,,NW4 4AT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£311.02,NONE,£0.00,YES,£0.00
0870000592000B,OFFICES AND PREMISES,"£12,500",IP Fire & Security Limited,19/06/2012,61 Church Hill Road,Barnet,Hertfordshire,,,EN4 8SY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£20.95,NONE,£0.00,YES,"£2,095.06"
22460000800013,RESTAURANT AND PREMISES,"£14,000",Mars Star Sandwich Ltd,04/08/2006,8 High Street,Edgware,Middlesex,,,HA8 7EF,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£207.35,NONE,£0.00,YES,"£2,073.46"
