Billing Year,Liable Unit Ref,Liability Start,Liability End,Company Name,Billing Year Balance,Liable Unit Balance,Propref,Property Address,Billing Address
,9078855,01-Apr-13,,Marrtree Investments Limited,-336,-336,68308736,"327a Queens Road, Halifax, HX1 4PY","4a Greengate, Cardale Park, Harrogate, HG3 1GY"
,9056381,01-Feb-09,,Milton (Halifax) Ltd,-0.5,-54.5,65164865,"Milton Shed, Gibbet Street, Halifax, HX1 5BA","C/O R Gledhill Ltd, Pingle Mill, Delph, Near Oldham, OL3 5EX"
,9067682,01-Apr-11,,Mobile Broadband Network Ltd,-0.01,329.99,68308796,"Telecommunication Mast, Site Ref H X 0040, Queens Road, Halifax              HX1 3XY","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
,9067692,01-Apr-11,,Mobile Broadband Network Ltd,-0.01,329.99,64660747,"Telecommunication Mast, Site Ref H X 0005, Commercial Street, Halifax              HX1 1AD","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
,9081320,01-Dec-13,31-Dec-13,Orean Personal Care Ltd,-1314.51,-1314.51,29084838,"Units 14-20, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","Unit E1, Stubs Beck Lane, West 26 Ind Estate, Cleckheaton, BD19 4TT"
,9071343,01-Oct-11,28-Feb-14,P G Freight Ltd,-30.67,-30.67,29084830,"Unit 3, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL","C/O Wilkinson And Partners, Fairfax House, 6A Mill Field Road, Cottingley, BD16 1PY"
,9008964,01-Apr-96,,Parkinson Lane J & E School,-8007,-42304.74,68224705,"Parkinson Lane J & I School, Parkinson Lane, Halifax, HX1 3XL",
,9077602,16-Mar-13,31-Oct-13,Preston Derwent Estates Ltd,-103.65,-103.65,68772758,"Office Block(First Floor), North Dean Business Park, Stainland Road, Greetland           HX4 8LR","C/O K Duffy, 19 Silverdale Drive, Lees, Oldham, OL4 3DX"
,9064129,01-Aug-10,,Queensbury Van Hire Ltd,-1162.91,-2546.63,65808754,"Land Rear Of, New Delight Works, Mill Lane, Boothtown            HX3 6TU","Units 1 & 2 New Delight Works, Boothtown, Halifax, HX3 6TU"
,9053488,01-May-08,,Royds Properties Ltd,-252,-252,56196743,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH"
,9009137,05-May-01,19-Aug-13,Staples Uk Retail Ltd,-8473,-8473,68236763,"Unit 3 Halifax Retail Park, Pellon Lane, Halifax, HX1 5DF",
,9070169,01-Aug-11,30-Jan-13,Stonegate Pub Company,-1224,-1224,65076005,"5 Ferguson Street, Halifax, HX1 2EE","Porter Tun House, 500 Capability Green, Luton, LU1 3LS"
,9075773,25-Oct-12,04-Apr-13,Strafford Properties Ltd,-468.94,-468.94,64436023,"23 Bull Green, Halifax, HX1 2RZ","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
,9051476,25-Apr-08,28-Nov-13,Structured Technologies Services Ltd [In Administration],-481.23,-481.23,64788853,"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX","C/O Castle Acres, Everard Way, Narborough, Leicester, LE19 1BY"
,9012802,01-Sep-97,,Sweet & Maxwell Ltd,-17898,-17898,76242701,"The Hatcheries, Hall Bank Lane, Mytholmroyd, Hebden Bridge       HX7 5HQ","Thomson Reuters, C/O Cushman & Wakefield, 9 Colmore Row, Birmingham, B3 2BJ"
,9076401,01-Jan-13,31-Aug-13,Thornber Chicks Ltd,-239.54,-239.54,76160807,"Unit 1B, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN"
,9077170,01-Mar-13,12-Jan-14,Thornber Chicks Ltd,-9.25,-9.25,76160800,"Unit 4D, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN"
,9064470,01-May-10,03-Mar-14,Triplesix Ltd,-166.67,-166.67,76160803,"Unit 6C & 6D, Topland Country Business Pk, Cragg Road, Mytholmroyd","Unit 2 B Orchard Business Pk, Scout Road, Mytholmroyd, Hebden Bridge, HX7 5HZ"
,9078103,29-Jan-13,,Troy Chemical Company B V,-12.67,-12.67,29656751,"Suites 3 & 5, 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","Suites 3 & 5 Second Floor, Parkview House, Woodvale Road, Brighouse, HD6 4AB"
,9067690,11-May-11,28-Feb-14,Trustees Of B Holmes Discretionary Settlement,-620.04,-620.04,64756728,"Part 7th Floor, 60 Crown Street, Halifax, HX1 1HY","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
,9074479,10-Aug-12,28-Jul-14,Trustees Of L.B Of Southwark Pension Fund,-1,-8471.33,56174742,"Unit H3 Premier Way, Lowfields Business Park, Elland, HX5 9HF","C/O Cushman & Wakefield Llp, Po Box 14730, 9 Colmore Row, Birmingham, B3 2JT"
,9080115,19-Jun-13,31-Dec-13,Trustees Of Whiteleys Engineering,-406.48,-406.48,77412737,"Unit 3, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
,9078466,07-Dec-10,,Trustees Of Whiteleys Engineering,-183,-183,77412733,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
,9000880,01-Apr-90,,Tui Uk Ltd,-765,0,29196023,"23 Commercial Street, Brighouse, HD6 1AF","Colliers I P Advisors Uk Llp, Rate Account Management, 50 George Street, London, W1U 7GA"
,9032218,29-Nov-04,,Wilkinson Hardware Stores Ltd,-0.01,8273.99,29100701,"Briggate, Brighouse, HD6 1EF","Colliers International Propty, Advisers Uk Llp, Rate Account Management, 50 George Street, London, W1U 7GA"
,9010594,28-Dec-98,,Wilkinson Hardware Stores Ltd,-0.01,10493.99,68652002,"2 Southgate, Halifax, HX1 1DR","Colliers International Propty, Advisers Uk Llp, Rate Account Management, 50 George Street, London, W1U 7GA"
,,,,,"Total for Billing Year : -�92,982.40",,,,
2014,9083192,01-Sep-13,,A1 Carpet Whipping Ltd,-2.07,-2.07,56064746,"Unit 2 Copperas Works, Dewsbury Road, Elland, HX5 9JU","Unit 2, Copperas Works, Dewsbury Road, Elland, HX5 9JU"
,9085288,28-Aug-14,09-Oct-14,A1 Carpet Whipping Ltd,-1.95,-1.95,56064745,"Unit 1 Copperas Works, Dewsbury Road, Elland, HX5 9JU","Unit 2, Copperas Works, Dewsbury Road, Elland, HX5 9JU"
,9032430,01-Apr-04,,Admedia Ltd,-0.04,-0.04,29308716,"Ad Rt Adm'Ia Bd 2420-2426 Wb, Hartshead Moor Service Area, Hartshead Moor, Brighouse            HD6 4JX","320 Regent Street, London, W1B 3BE"
,9080032,01-Sep-13,,Alan Douglas Haulage Ltd,-158,-158,65232717,"Maltings Garage, Halifax Road, Hipperholme, Halifax             HX3 8HQ",
,9079757,19-Jul-13,31-Aug-14,Aspire Crafts Ltd,-301.42,-301.42,56212712,"Unit 5 Riverside Mills, Saddleworth Road, Elland, HX5 0RY","Second Floor, Unit 5 Wellington Mills, Quebec Street, Elland, HX5 9AS"
,9010401,01-Apr-90,24-Jun-14,Avco Trust Ltd,-306.66,-306.66,68580712,"First Floor, 18 Silver Street, Halifax, HX1 1HS","Citibank Na, C/O Cbre Fao Ap Rates Team, Cornwall Court 4th Floor, 19 Cornwall Street, Birmingham, B3 2DT"
,9084454,01-Apr-14,07-Sep-14,B W Sipp Trustees Limited,-669.56,-669.56,56132735,"Bay 1, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE","C/O Throstle Nest, Warley Wood Lane, Luddendenfoot, Halifax, HX2 6BW"
,9045351,01-Mar-07,,Bailiff Bridge Cafe Ltd,-13.36,-13.36,29080611,"611 Bradford Road, Brighouse, HD6 4DN",
,9083667,01-May-14,,Barclay Firth Ltd,-265,-265,56212767,"Riverside Mills Grd Flr, Saddleworth Road, Elland, HX5 0RY","Ground Floor, Riverside Mills, Saddleworth Road, Elland, HX5 0RY"
,9031145,01-Apr-03,,Beds By Design Ltd,-0.5,-0.5,77648741,"Unit 19, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 19 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT"
,9086593,10-Sep-14,31-Jan-15,Bizspace Ltd,-11.26,-11.26,64628797,"Unit 8G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
,9086589,10-Sep-14,31-Jan-15,Bizspace Ltd,-20.15,-20.15,64628824,"Unit 16K, Calderdale Buslness Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
,9082171,01-Dec-13,,Bizspace Ltd,-13916,-13916,64628816,"Unit 4G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
,9081853,18-Nov-13,01-Jun-14,Bizspace Ltd,-600.21,-600.21,64628826,"Unit 11, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
,9072513,27-Mar-12,,Blackshaw Holdings Ltd,-699,-699,29084810,"Part 2ND Floor Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA"
,9072974,01-Apr-12,,Bradshaw Primary Academy,-441.66,-1463.56,65432700,"Bradshaw J & I School, Ingham Lane, Bradshaw, Halifax             HX2 9PF",
,9052270,01-Oct-06,11-May-14,Broadbent Stanley Ltd,-81,-81,77108729,"Quarry House, Burnley Road, Sowerby Bridge, HX6 2TF","Holmfield Works, Shay Lane, Halifax, HX3 6RS"
,9075507,01-Apr-10,,C J Morton & Co Ltd,-6648,-6648.1,56144729,"Pendleton Mills, James Street, Elland, HX5 0HB","F.A.O. Stephen Walker, Morton Meadow Logistics Ltd, Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW"
,9079570,03-May-13,,Caterleisure Services Ltd,-1000,-1000,65388723,"Cafe Express, Halifax Railway Station, Horton Street, Halifax              HX1 1QE","197 Main Street, Wilsden, Bradford, West Yorkshire, BD15 0HR"
,9082712,01-Aug-13,,Central Garage Arc Ltd,-241.99,9644.02,29020743,"Unit 6 Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",
,9044789,23-Mar-07,02-Jul-14,Cheque Centres Properties Ltd (In Administration),-395.2,-395.2,64552006,"6 Cheapside, Halifax, HX1 1TQ","Kpmg, Saltire Court, 20 Castle Terrace, Edinburgh, EH1 2EG"
,9045540,20-Apr-07,02-Jul-14,Cheque Centres Properties Ltd (In Administration),-1994.61,-1994.61,29196068,"68 Commercial Street, Brighouse, HD6 1AQ","Kpmg, Saltire Court, 20 Castle Terrace, Edinburgh, EH1 2EG"
,9082263,20-Dec-13,05-Oct-14,Clifton Properties [Yorkshire] Ltd,-263.92,-263.92,29092705,"Star Inn, 29 Bridge End, Brighouse, HD6 3DN","351 Bradford Road, Batley, WF17 5PG"
,9081671,01-Apr-10,,Co-Operative Group Ltd,-2861,-2861,56132861,"Yorks Cooperatives Ltd, Filling Station, Huddersfield Road, Elland               HX5 9AA","C/O Rate Account Management, Colliers Ip Advisors Uk Llp, 12th Flr Eleven Brindley Place, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP"
,9081162,09-Nov-13,30-Jun-14,Colltex Ltd,-1353.34,-1353.34,56220777,"UNIT19 Woodman Works, South Lane, Elland, HX5 0PA","114 Colne Valley Business Park, Linthwaite, Huddersfield, HD7 5QG"
,9079433,18-Jun-13,,Commercial Development Projects Ltd,-184.15,-184.15,29096003,"3 Bridge Road, Brighouse, HD6 1EP","Huddersfield Road, Elland, HX5 9BW"
,9063675,01-May-10,30-Sep-14,Cone Records Ltd,-23.88,-23.88,76252774,"Units 9D & 9E, Top Land Country Business Pk, Burnley Road, Mytholmroyd","Units 9D/9E, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU"
,9080309,05-Sep-13,,Crescent Machinery Ltd,-261,-261,64356709,"Unit 6, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU","Unit 6 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU"
,9068626,16-Apr-11,19-Oct-14,Daniel Thwaites Plc,-939.73,-939.73,69180700,"The Royal, 76 Upper Washer Lane, Halifax, HX2 7DR","Star Brewery, Penny Street, Blackburn, Lancs, BB1 6HL"
,9085582,24-Dec-12,31-May-13,Dean Clough Ltd,-5416.5,-12118.95,64784705,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX"
,9086177,01-Oct-14,,Dog Honest Ltd,-169.59,-169.59,76468704,"Unit 7, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",
,9087063,30-May-14,12-Jan-15,Edgar Dickinson Properties Ltd,-36.31,-36.31,64344736,"Unit 73 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD","Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR"
,9086612,01-Jun-13,,Ees Corporate Trustees Ltd,-5416.5,-5608.89,64784705,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","The Pavilions, Bridgewater Road, Bristol, BS13 8AE"
,9075248,01-Jul-12,,Elland Steel Structures Ltd,-165,-165,65164821,"Highroadwell Works, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, HX2 0AR"
,9085136,18-Jul-14,17-Jul-14,Energy Controls Ltd,-2173.14,-2173.14,56084710,"Marshall Hall Mills, Elland Lane, Elland, HX5 9DU","Unit A Marshall Hall Mills, Elland Lane, Elland, HX5 9DU"
,9008877,01-Jan-02,31-Oct-14,Energy Controls Ltd,-394.9,-394.9,68168711,"50A Oxford Lane, Siddal, Halifax, HX3 9BJ","Unit A Marshall Hall Mills, Elland Lane, Elland, HX5 9DU"
,9085218,16-Aug-14,06-Dec-14,Ernest Wilson & Co,-279.58,-279.58,77408713,"Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB","The Business Centre, Deanhurst Park, Geldherd Road, Leeds, LS27 7LG"
,9012262,01-Apr-97,,Everything Everywhere Ltd,-58.6,-58.54,76004701,"Telecommunications Mast, Site Ref Wyk 0055 Adj Club, Acres Lane, Heptonstall          HX7 7LT","Orange Pcs Ltd, C/O Gva (Business Rates (Tm), Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
,9077652,02-Apr-13,,Furtherprovisions Ltd,-11,-11,56220715,"Pressers Arms Inn, 2 South Lane, Elland, HX5 0HG",
,9086076,01-Apr-14,07-Nov-14,G A O'Dowd Ltd,-43.68,-43.68,65372709,"Unit C, Horley Green Road, Halifax, HX3 6AS","Whitelands, Churn Lane, Highroad Well, Halifax, HX2 7QW"
,9078040,01-Mar-13,,Hadley Interiors Limited,-988,-988,29268702,"Unit 1 George Street, Clifton, Brighouse, HD6 1PU","Upcroft House, Moor Park, Beckwithshaw, Harrogate, North Yorkshire, HG3 1QN"
,9033688,09-May-05,,Halifax Flooring Ltd,-0.02,-0.02,65376704,"Units 1-2, Margram Business Centre, Horne Street, Halifax             HX1 5UA",
,9011828,12-May-97,,Halifax Leisure Ltd,-1000,-1000,69304701,"Acapulco Club, 3 Waterhouse Street, Halifax, HX1 1XX","Hudson House, The Hudson, Wyke, Bradford, BD12 8HZ"
,9011579,01-Apr-95,,Halifax Plc,-30.75,-30.75,69236701,"Hollas Lane, Wakefield Road, Halifax, HX2 0TP","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS"
,9071474,01-Jan-12,12-Mar-14,Halifax Property Services Ltd,-1617.5,-2028.17,69360702,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT"
,9023750,01-Nov-02,,Hollins Park Sports & Social Club,-0.73,-0.73,77276727,"Changing Rooms, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",
,9058934,18-Jun-09,16-Nov-14,J T M Contracts [Uk] Ltd,-4403.9,-4403.9,56132839,"Units D/E/F, Ainleys Industrial Estate, Huddersfield Road, Elland               HX5 9JP","Fao Mr Matthew Pallister, Picktree Court, Picktree Lane, Chester-Le-Street, County Durham, DH3 3ZY"
,9077249,01-Jan-13,31-Aug-14,Kimpton Building Services Ltd,-259.89,-259.89,76012730,"Office 1, 4 Albert Street, Hebden Bridge, HX7 8AH",No Forwarding Address
,9083190,01-Aug-13,,Kino & Co,-130,-130,65344992,"Unit Hm 21, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN"
,9083189,01-Aug-13,14-Nov-14,Kino & Co,-477.29,-477.29,65344991,"Unit Hm 21, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN"
,9084531,21-Mar-14,30-Nov-14,Kino & Co,-339.03,-339.03,65344868,"Unit SM2 White Rose Mill, Holdsworth Road, Halifax, HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN"
,9079725,01-Aug-13,14-May-14,Kiplings (Sowerby Bridge) Ltd,-213.24,-213.24,77600722,"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA","21 Hyde Park Road, Leeds, LS6 1PY"
,9082098,06-Jan-14,04-Sep-14,L I S Claims Management Ltd,-67.93,-67.93,64778783,"Office Suite E 207, Dean Clough Mills, Halifax, HX3 5AX","Heritage Exchange, South Lane, Elland, HX5 0HG"
,9038232,22-Dec-05,,La Romantica Beds Ltd,-904,-904,64352734,"Unit 8, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA","Unit 8, Brunswick Industrial Estate, Brassey Street, Halifax, HX1 2EA"
,9058661,01-Jul-09,,La Romantica Beds Ltd,-471,-471,64352718,"Unit 15, Brunswick Industrial Estate, Brassey Street, Halifax             HX1 2EL","Unit 8, Brunswick Industrial Estate, Brassey Street, Halifax, HX1 2EA"
,9030771,19-Jun-04,28-Nov-14,Lightcliffe Motors (Developments) Ltd,-5512.69,-5512.69,68540707,"Shay Syke, Halifax, HX1 2NB","Halifax Volkswagen, Halifax Road, Shelf, Halifax, HX3 7JT"
,9061139,09-Nov-09,,Lotech Pharmacia Ltd,-1000,-1000,29140701,"2 Castle Avenue, Brighouse, HD6 3HT","Wellfield House, New Hey Road, Huddersfield, HD3 4AL"
,9061696,01-Mar-10,07-Jun-14,M & S Nurseries Ltd,-180,-180,69360704,"Croftmyl, West Parade, Halifax, HX1 2EQ","Century House, West Parade, Halifax, HX1 2TE"
,9056381,01-Feb-09,,Milton (Halifax) Ltd,-54,-54.5,65164865,"Milton Shed, Gibbet Street, Halifax, HX1 5BA","C/O R Gledhill Ltd, Pingle Mill, Delph, Near Oldham, OL3 5EX"
,9083402,09-Dec-13,,Mobile Broadband Network Ltd,-282.6,-282.6,65664703,"Telecomms Mast, Site Ref WYK13, Long Lane, Southowram           HX3 9NU","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
,9036389,01-Nov-05,,Modern Herbals Limited,-317,-317,69024706,"20/22 The Old Arcade, Halifax, HX1 1TJ","Fao Ms Wendy Atkinson, Unit 7, Drumhill Works, Clayton Lane, Bradford, BD1 4RF"
,9054896,01-Nov-08,,Moreton Deakin Associates,-61,-61,76552712,"The Turrett, Valley Road, Hebden Bridge, HX7 7BZ",
,9057164,17-Mar-09,,Oasis News Ltd,-999,-999,76176703,"1 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",
,9006377,01-Feb-02,31-Mar-10,Ormandy Ltd,-4266,-4266,65164712,"Atlas Works, Gibbet Street, Halifax, HX1 4DB","Atlas Works, Gibbet Street, Halifax, HX1 4DB"
,9008964,01-Apr-96,,Parkinson Lane J & E School,-7354.14,-42304.74,68224705,"Parkinson Lane J & I School, Parkinson Lane, Halifax, HX1 3XL",
,9052092,17-Sep-05,,Pennine Engineering Services Ltd,-3784,115572.12,65268700,"Hare Street, Halifax, HX1 4DJ","Adelaide Street, Halifax, HX1 4LY"
,9082261,21-Feb-14,,Performance Glass Processing  Ltd,-1.86,-1.86,65752701,"Unit 10, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",
,9082403,20-Feb-14,30-Apr-14,Petron Lofts,-944.19,-944.19,29272711,"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF","Po Box 85, 107 Hightown Road, Liversedge, WF16 6AG"
,9076022,30-Nov-12,,Polskie Specjaly Ltd,-110,-110,65516246,"246 King Cross Road, Halifax, HX1 3JP",
,9059687,01-Sep-09,,Primesight Ltd,-7.12,-7.12,64708702,"Board No 2183, Gable Of Deal Street, Halifax, HX1 1QX","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS"
,9059711,01-Sep-09,,Primesight Ltd,-0.08,-0.08,68308753,"Board No 9201, Gable Queens Rd Cash & Carry, Queens Road, Halifax              HX1 3NS","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS"
,9078535,01-Jun-12,31-Dec-14,Provide Education Ltd,-81.3,-81.3,29452739,"Office 2, 11 Owler Ings Road, Brighouse, HD6 1EJ","3 Morston Claycliffe Off Park, Whaley Road, Barugh Green, Barnsley, S75 1HQ"
,9078537,01-Jun-12,31-Dec-14,Provide Education Ltd,-246.8,-246.8,29452740,"Office 3, 11 Owler Ings Road, Brighouse, HD6 1EJ","3 Morston Claycliffe Off Park, Whaley Road, Barugh Green, Barnsley, S75 1HQ"
,9073488,01-Nov-11,,PS4 Fitness Ltd,-41.51,-41.51,29344012,"12 Huddersfield Road, Brighouse, HD6 1JZ","Attention Paul Sterling, 54 Ryefields Road, Golcar, Huddersfield, HD7 4DB"
,9064129,01-Aug-10,,Queensbury Van Hire Ltd,-721.05,-2546.63,65808754,"Land Rear Of, New Delight Works, Mill Lane, Boothtown            HX3 6TU","Units 1 & 2 New Delight Works, Boothtown, Halifax, HX3 6TU"
,9067078,01-Apr-10,22-Apr-14,R & A Drinks (2010) Ltd,-61.94,-61.94,65264772,"Unit 3, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Unit 3, The Market Business Centre, Hanson Lane, Halifax, HX1 5PF"
,9009128,01-Apr-00,,Richard Craven (Kly) Ltd,-43,-43,68236753,"Adj 36 Pellon Lane, Halifax, HX1 5SP","Units 2-3, Gresley Road Industrial Estate, Keighley, BD21 5JG"
,9076150,01-Aug-12,,S F M Caravans Ltd,-54.4,-54.4,68536884,"Unit 6 Holmfield Works, Shay Lane, Halifax, HX3 6RR","The Cobbles, 12a Spring Holes Lane, Thornton, Bradford, BD13 3RA"
,9053011,01-Aug-08,,S.I.T.A. (Uk) Ltd,-1236.87,-1236.87,29032718,"Atlas Mill, Household Waste Site, Atlas Mill Road, Brighouse            HD6 1ES","Nrth Tyneside Transfer Station, Wallsend Road, North Shields, Tyne & Wear, NE29 7SH"
,9012390,01-Apr-90,,Shelter National Campaign For Homeless People Ltd,-91,-91,76060032,"32 Bridge Gate, Hebden Bridge, HX7 8EX","88 Old Street, London, EC1V 9HU"
,9068987,01-Aug-10,,South West Yorkshire Partnership Nhs Foundation Trust,-0.5,-0.5,68280721,"Elmfield House, 50/52 Prescott Street, Halifax, HX1 2QW","Creditor Payments, Ward 4, Castleford, Normanton Hospital, Lumley Street, Castleford, WF10 5LT"
,9031771,01-Sep-04,31-Aug-14,Springboard Developments Ltd (Ceased To Trade 29/08/14),-2572.11,-2572.11,29236759,"Unit 1, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD","Unit 1, Brookfoot Business Park, Elland Road, Brighouse, HD6 2SD"
,9014453,01-Apr-91,10-Jul-14,The Woodcut Educational Trust Ltd,-2.83,-2.83,77352713,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN","Wood Cottage, Beestonley Lane, Stainland, Halifax, HX4 9PS"
,9081311,01-Nov-13,31-Mar-14,Thornber Chicks Ltd,-487.7,-487.7,76160784,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN"
,9083477,01-Apr-13,,Timperely Kitchens Ltd,-143.7,-143.7,78024700,"Gauxholme Mill, Bacup Road, Todmorden, OL14 7PN","Parker Accountancy, C/O 3 Kirk Fell Drive, High Lane, Stockport, Cheshire, SK8 6JB"
,9082940,31-Mar-14,30-Mar-14,Treble Clef Ltd,-91.12,-91.12,29128005,"5 Canal Street, Brighouse, HD6 1NR","5 Canal Street, Brighouse, HD6 1NR"
,9074479,10-Aug-12,28-Jul-14,Trustees Of L.B Of Southwark Pension Fund,-8470.33,-8471.33,56174742,"Unit H3 Premier Way, Lowfields Business Park, Elland, HX5 9HF","C/O Cushman & Wakefield Llp, Po Box 14730, 9 Colmore Row, Birmingham, B3 2JT"
,9082075,02-Feb-14,14-Sep-14,Vcep Investments Llp,-4379.6,-4379.6,56128709,"Workshop, Heathfield Business Park, Heathfield Street, Elland               HX5 9AU","Clive Lloyd - Private, Design & Display Ltd, Lowfields Way, Lowfields Bus Park, Elland, HX5 9DA"
,9082918,01-Apr-14,31-Oct-14,Wattlid Ltd,-618.34,-618.34,76088898,"Unit 12C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ","Attn Mr R Hayes, Lakeside Farm , Turf Lane, Cullingworth, Bradford, BD13 5JT"
,9077727,03-Dec-12,31-Jan-15,Websters Interiors Limited,-631.91,-631.91,29608766,"Part Unit 4, Robin Hood Works, Wakefield Road, Brighouse            HD6 1PE","2/4 Bradford Road, Brighouse, HD6 4EA"
,9083904,12-Mar-14,,Yorkshire Moors Ltd,-135.51,-135.51,77360700,"Moorcock Inn, Moor Bottom Lane, Norland, Sowerby Bridge       HX6 3RP",
,,,,,"Total for Billing Year : -�103,707.94",,,,
�,,,,,,,,,
