RATEPAYER,BILLING_ACCOUNT_BALANCE,LIABLE_UNIT_BALANCE,YEAR,PROPERTY_ADDRESS,BILLING_ADDRESS,DATE_START,DATE_END
Thornber Chicks Ltd,-562,-562,2015,"Unit 1C, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN",01-03-2014,28-02-2015
,-27.94,-27.94,2012,"Hinchcliffe Arms, Cragg Vale, Hebden Bridge, HX7 5TA",,01-04-1990,23-04-2012
,-108.38,-108.38,2011,"21 Crown Street, Hebden Bridge, HX7 8EH",,03-09-2001,16-10-2011
,-255.11,-255.11,2014,"33 Crown Street, Hebden Bridge, HX7 8EH",,01-04-1990,
Almado Hom Pub Ltd,-112.8,-112.8,2005,"The Crown Inn, 10 Crown Street, Hebden Bridge, HX7 8EH","Bradley Wharton House, 2 Market Street, Broadbottom, Cheshire, SK14 6AX",20-05-2005,01-02-2006
Oasis News Ltd,-999,5593,2014,"1 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",,17-03-2009,
G Dunkley & Son [H.B] Ltd [In Liquidation],-19.09,-19.09,2002,"3 Carlton House, Crown Street, Hebden Bridge, HX7 8ES","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NS",01-10-1993,15-07-1997
,-639.35,-639.35,2002,"Carlton Street, Hebden Bridge, HX7 8ES",,01-04-1990,06-10-1991
,-32.23,-32.23,2012,"Dale View, Mytholmroyd, Hebden Bridge, HX7 5DU",,01-04-1990,
,-156.37,-156.37,2004,"3 Garden Street, Hebden Bridge, HX7 8AQ",,02-01-2004,31-10-2004
,-53.35,-53.35,2008,"1ST Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ",,03-02-1998,31-12-2008
Dootson Contracting Ltd,-6.57,-6.57,2009,"2ND Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ","Salt Pie Farm, Colden, Hebden Bridge, HX7 7TH",01-09-2006,30-04-2009
,-4.98,-4.98,2007,"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",,01-10-2003,31-07-2007
Sweet & Maxwell Ltd,-17898,39786,2013,"The Hatcheries, Hall Bank Lane, Mytholmroyd, Hebden Bridge       HX7 5HQ","Thomson Reuters, C/O Cushman & Wakefield, 9 Colmore Row, Birmingham, B3 2BJ",01-09-1997,
,-6.66,-6.66,2006,"Hole In The Wall Inn, Hebden Bridge, HX7 7DD",,18-08-2003,12-04-2007
Haley Bros [ Builders] Ltd [In Liquidation],-11.69,-11.69,2008,"Suite 1, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",01-03-2006,10-12-2008
Haley Bros [ Builders] Ltd [In Liquidation],-3.61,-3.61,2008,"Suite 3, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",31-08-2007,10-12-2008
,-79.3,-79.3,2002,"Suite 3, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,01-04-1995,31-03-1996
Director Of Social Services,-345.46,-345.46,2002,"Hangingroyd Lane, Hebden Bridge, HX7 7DD","Fao Anthea Reed, Locality Services Admin Manage, Social Services, Wellesley Park, Halifax",01-04-2001,31-03-2001
Haley Bros [ Builders] Ltd [In Liquidation],-9.64,-9.64,2008,"Suite 4, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",28-04-2003,10-12-2008
Inglewood Studios Ltd,-3.58,-3.58,2003,"Unit T5/T10, Canal Wharf Mill, Burnley Road, Mytholmroyd         HX7 8NH","The Courtyard, Town Street, Rawdon, Leeds, LS19 6PU",01-09-1997,30-09-2003
Cone Records Ltd,-23.88,-23.88,2014,"Units 9D & 9E, Top Land Country Business Pk, Burnley Road, Mytholmroyd","Units 9D/9E, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",01-05-2010,30-09-2014
Litemania.Co.Uk Limited,-7647.7,-9487.25,2014,"Unit 2 Greenhill Ind Estate, Mytholmroyd, Hebden Bridge, HX7 5QF","Unit 2, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QF",11-03-2013,31-12-2013
Litemania.Co.Uk Limited,-1839.55,-9487.25,2013,"Unit 2 Greenhill Ind Estate, Mytholmroyd, Hebden Bridge, HX7 5QF","Unit 2, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QF",11-03-2013,31-12-2013
,-14.29,-14.29,2013,"Unit 2b Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,01-02-2012,31-08-2013
,-163.98,-163.98,2012,"Unit 12, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,02-02-2008,
,-15.3,-15.3,2002,"Unit 11, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,01-04-2000,30-04-2002
,-70.4,-70.4,2002,"Canal Side Cafe, Hebble End, Hebden Bridge, HX7 6HJ",,01-04-1996,31-12-2002
,-2.76,-2.76,2009,"Unit 3D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,01-12-2007,12-03-2010
Drew Forsyth & Co,-261.03,-261.03,2014,"Unit 2B Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ","Unit 1a, Moderna Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QQ",01-07-2014,31-01-2015
Lancaster Consultancy Hr Ltd,-256.17,-256.17,2010,"1D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ","Unit 4 Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",24-01-2011,23-01-2011
,-1522.93,-1522.93,2011,"1D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,24-01-2011,31-07-2011
Mobile Broadband Network Ltd,-282.6,2117.4,2014,"Wyk0171 G/R 401463 427019, Height Road, Hebden Bridge, HX7 5RA","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",01-04-2012,
Dodnaze Community Association,-0.03,-0.03,2011,"54 Hirst Grove, Hebden Bridge, HX7 8DN","Dodnaze Community Centre, 54 Hirst Grove, Hebden Bridge, HX7 8DN",21-06-2004,
C.P.P.S Policy Exchange Ltd,-414.7,-414.7,2011,"6 Hollins Place, Hebden Bridge, HX7 8EU","64 Towngate, Heptonstall, Hebden Bridge, HX7 7NB",28-01-2011,31-03-2011
,-0.63,-0.63,2014,"1st & Part Ground Floor, Holme End, Hebden Bridge, HX7 8NX",,30-05-2001,19-11-2013
Weir Scaffolding Ltd,-75.45,-75.45,2012,"Unit 12A & 12C, Holme End Works, Holme End, Hebden Bridge        HX7 8NX","C/O David Jones, 10 Calder Terrace, Mytholmroyd, Hebden Bridge, HX7 5AA",01-04-2005,
,-14.98,-326.68,2013,"New Delight Inn, Blackshawhead, Hebden Bridge, HX7 7HT",,30-03-2014,
,-311.7,-326.68,2014,"New Delight Inn, Blackshawhead, Hebden Bridge, HX7 7HT",,30-03-2014,
,-115.27,-115.27,2012,"Robin Hood Inn, 26 Keighley Road, Pecket Well, Hebden Bridge       HX7 8QR",,13-04-2004,
,-38.18,-38.18,2002,"Hare & Hounds Inn, Wadsworth, Hebden Bridge, HX7 8TN",,26-08-1990,21-04-1992
,-110.62,-110.62,2003,"1/3 Market Street, Hebden Bridge, HX7 6EU",,01-04-1990,10-03-2004
,-211.31,-211.31,2004,"5 Market Street, Hebden Bridge, HX7 6EU",,01-02-2003,24-12-2004
,-20.27,-20.27,2014,"5 Market Street, Hebden Bridge, HX7 6EU",,20-09-2010,04-03-2015
Barclays Bank Plc,-600,3600,2014,"10 Market Street, Hebden Bridge, HX7 6AE","Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",01-04-1990,
,-1150,-1150,2014,"33 Market Street, Hebden Bridge, HX7 6EU",,01-11-2002,
,-1.25,-1.13,2012,"52 Market Street, Hebden Bridge, HX7 6AA",,15-02-1991,
,-0.96,-0.96,2012,"56 Market Street, Hebden Bridge, HX7 6AA",,11-11-2005,
,-143.6,-143.6,2004,"58 Market Street, Hebden Bridge, HX7 6AA",,01-11-2002,30-09-2004
,-52.41,-52.41,2004,"20 Market Street, Hebden Bridge, HX7 6AA",,16-09-2000,20-09-2004
,-25.28,-25.28,2007,"Heart Gallery Arts Centre, 4 Market Street, Hebden Bridge, HX7 6AA",,01-10-2006,30-09-2007
,-21.53,-21.53,2008,"Heart Gallery Arts Centre, 4 Market Street, Hebden Bridge, HX7 6AA",,01-10-2006,03-06-2008
Seddon Homes Ltd,-38.5,1123.6,2014,"Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",01-08-2009,
Seddon Homes Ltd,-13.9,1123.6,2013,"Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",01-08-2009,
Seddon Homes Ltd,-50.05,1457.89,2014,"Melbourne Works, Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",01-08-2009,
Seddon Homes Ltd,-18.06,1457.89,2013,"Melbourne Works, Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",01-08-2009,
,-1.74,-1.74,2012,"The Chalet, Adj Cairnacre, Midgehole Road, Hebden Bridge        HX7 7AL",,01-04-2004,
,-126,-126,2011,"Mount Pleasant House, Midgley Road, Mytholmroyd, Hebden Bridge        HX7 5LR",,01-04-2008,31-10-2011
,-97.33,-97.33,2014,"New Road, Hebden Bridge, HX7 8AD",,16-10-2009,
,-7.6,-7.6,2013,"Unit 1B Turkey Lodge, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,01-04-2009,30-04-2013
Craggs Country Business Park Llp,-647.7,-647.7,2015,"Unit 6A Craggs Counrty B/Prk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT","H/O Craggs Country B Park, New Road, Cragg Vale, Hebden Bridge, HX7 5TT",25-09-2014,31-03-2015
Mitaz Ltd,-50.18,-50.18,2003,"13 New Road, Hebden Bridge, HX7 8AD","C/O Mr D Boud, 2 Damems Lane, Keighley, BD22 7AP",01-06-2001,30-04-2003
Haley Bros [ Builders] Ltd [In Liquidation],-86.08,-86.08,2008,"19-23 Old Gate, Hebden Bridge, HX7 6EN","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",01-04-2008,10-12-2008
Tap Water Project Ltd,-0.01,0.78,2015,"Hebble House, Old Gate, Hebden Bridge, HX7 6EN",,07-05-2013,
,-92.62,-92.62,2004,"Second Floor, Old Town Mill, Wadsworth, Hebden Bridge       HX7 8SP",,01-06-2000,30-09-2004
,-0.45,-0.45,2012,"First Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge        HX7 5LR",,01-10-2007,
,-17.8,-17.8,2002,"Part 3rd Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge       HX7 5NR",,01-04-1990,18-06-1991
,-0.78,-0.78,2012,"Former Boiler House, Mount Pleasant Mill, Midgley Road, Mytholmroyd         HX7 5LR",,01-08-2009,
Calder High School,-226.36,-226.36,2012,"Stubb Playing Fields, Mytholmroyd, Hebden Bridge, HX7 5AP","Midgley Road, Mytholmroyd, Hebden Bridge, HX7 5QN",01-04-2009,07-11-2012
,-355.89,-355.89,2013,"Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",,03-08-2013,31-05-2014
Calder Weaving Co Ltd (In Liquidation),-4047.04,-4047.04,2002,"Orchard Trading Estate, Scout Road, Mytholmroyd, Hebden Bridge       HX7 5HZ","C/O Vine Mill, Royton, Oldham, OL2 5LN",01-04-1990,15-07-1990
Dog Honest Ltd,-169.59,-169.59,2014,"Unit 7, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",,01-10-2014,
,-41.4,-41.4,2014,"4A Orchard Business Park, Scout Road, Mytholmroyd, Hebden Bridge        HX7 5HZ",,21-01-2013,28-02-2015
Epost Delivery Ltd,-590.67,-590.67,2013,"Unit 7 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","1 Saxon Hall, 16 Palace Court, London, W2 4JA",01-09-2012,03-05-2015
,-104.89,-104.89,2013,"Units 23,24 & 25 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,01-02-2013,29-10-2013
,-77.1,-77.1,2014,"Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",,01-05-1997,
,-2.73,-2.73,2008,"Unit 1, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,10-11-2003,26-03-2009
,-20.91,-20.91,2008,"Unit 8, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,01-11-1999,31-01-2009
,-230,-230,2012,"Unit 7, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,01-07-1998,
,-751.37,-751.37,2015,"Stocks Avenue, Mytholmroyd, Hebden Bridge, HX7 5AY",,01-04-1990,31-12-2014
,-11.97,-36.96,2002,"Stubbing Wharf Hotel, Hebden Bridge, HX7 6LU",,24-04-2002,10-06-2004
,-24.99,-36.96,2004,"Stubbing Wharf Hotel, Hebden Bridge, HX7 6LU",,24-04-2002,10-06-2004
Halifax Opportunities Trust,-372.71,-676.65,2015,"Hebden Vale Childrens Centre, Stubbing Holme, Hebden Bridge, HX7 6LQ","Hanson Lane Enterprise Centr, Hanson Lane, Halifax, HX1 5PG",01-07-2014,
Halifax Opportunities Trust,-303.94,-676.65,2014,"Hebden Vale Childrens Centre, Stubbing Holme, Hebden Bridge, HX7 6LQ","Hanson Lane Enterprise Centr, Hanson Lane, Halifax, HX1 5PG",01-07-2014,
Osprey Land & Homes Ltd,-10.68,-10.68,2006,"Health Centre, Thrush Hill Road, Mytholmroyd, Hebden Bridge       HX7 5AQ","2 Park Farm Courtyard, High Easthorpe, Malton, North Yorkshire, YO17 6QX",12-10-2006,31-10-2006
,-213.2,-838.94,2007,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,13-06-2005,02-10-2007
,-411.35,-838.94,2006,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,13-06-2005,02-10-2007
,-214.39,-838.94,2005,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,13-06-2005,02-10-2007
,-329,-329,2012,"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",,01-04-1990,
,-192.8,-192.8,2012,"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",,01-04-1990,
Moreton Deakin Associates,-61,435,2014,"The Turrett, Valley Road, Hebden Bridge, HX7 7BZ",,01-11-2008,
,-170.49,-170.49,2012,"Unit 1 (Ground), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",,28-01-2009,
,-81.89,-81.89,2012,"Windsor Garage, Victoria Road, Hebden Bridge, HX7 8JX",,01-04-1990,
,-5.16,-5.16,2012,"Unit 6 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",,05-09-2012,30-11-2012
,-29.62,-29.62,2013,"Unit 12 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",,18-11-2012,18-03-2014
,-518.26,-518.26,2010,"19 West End, Hebden Bridge, HX7 8UQ",,01-04-1990,26-11-2010
,-6.53,-6.53,2008,"23 West End, Hebden Bridge, HX7 8UQ",,16-08-2003,29-03-2009
,-131.27,-131.27,2002,"Above The Inn On The Bridge, 3/5 West End, Hebden Bridge, HX7 8JP",,01-12-1996,01-03-1998
J B Hemming Co Ltd (In Liquidation),-507.94,-507.94,2002,"Unit 11, Westfield Mill, Mytholmroyd, Hebden Bridge       HX7 8SH","C/O Messrs Poppleton &, Appleby, 32 High Street, Mancheste, RM4 1QD",01-04-1990,21-01-1993
Northstart Limited,-242.72,-242.72,2006,"Unit 2, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT","Mr Hal Clarkson, Unit 2 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",01-11-2005,28-02-2007
,-426.46,-426.46,2008,"Unit 4, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",,01-11-2005,31-03-2008
,-0.24,503.76,2012,"Spring Wood Studio 1, Adj Fern Hill, Lee Mill Road, Hebden Bridge        HX7 7AB",,18-10-2012,
,-1.92,-1.92,2012,"The Garden House, Adj Manor House, Dark Lane, Blackshawhead        HX7 7JR",,01-04-2007,
,-30.53,-30.53,2009,"Nook Cottage, Moss Lane, Hebden Bridge, HX7 7DS",,08-01-2008,12-07-2009
,-167.3,-167.3,2013,"10 Croft Mill Apartments, Croft Mill Yard, Hebden Bridge, HX7 8AB",,01-04-2013,
,-12.33,-12.33,2009,"Unit 6, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,01-09-2008,30-05-2009
,-6.08,-6.08,2009,"Unit 13, Asquith Bottom Mills, Ridge Street, Sowerby Bridge       HX6 3BS",,02-12-2008,28-06-2009
The Brass Monkey Brewery Co Ltd,-995.97,-995.97,2012,"Units 24-26, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS","Units 24/26, Asquith Bottom Mills, Ridge Street, Sowerby Bridge, HX6 3BS",01-10-2008,31-05-2012
Units To Let [Northern] Ltd,-807.53,-807.53,2011,"Unit 20 Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge, HX6 3BS","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",01-06-2010,30-06-2011
,-0.54,-0.54,2012,"Florists, Beech Road, Sowerby Bridge, HX6 2LR",,01-04-1990,
Primesight Ltd,-0.03,476.97,2014,"Board No 307, Gable Sowerby Bridge W M C, Bolton Brow, Sowerby Bridge       HX6 2AL","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
Primesight Ltd,-0.04,350.96,2014,"Adj 139 Bolton Brow, Sowerby Bridge, HX6 2BD","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-0.3,-0.3,2013,"Gatelands Farm Caravan Site, Bowood Lane, Triangle, Sowerby Bridge      HX6 3DU",,31-10-1997,
J D T Ltd,-57.2,-57.2,2009,"The Beaver Lodge, West Street, Sowerby Bridge, HX6 3BT","F.A.O John Hardy, The Beaver Lodge, West Street, Sowerby Bridge, HX6 3AN",01-11-2005,28-02-2010
,-18.24,-18.24,2009,"The Pump House, Broad Hollin Farm, Hollins Lane, Ripponden           HX6 4LE",,01-04-2005,04-03-2010
,-87.37,-87.37,2002,"5A Friendly (Flat), Burnley Road, Sowerby Bridge, HX6 2UG",,01-04-1990,30-09-1990
,-0.7,-0.7,2012,"Unit 4 Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",,01-04-1990,
,-0.63,-0.63,2012,"Unit 5 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",,01-05-1997,
Vivreau Ltd,-132.56,-132.56,2002,"Unit 1 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL","Amc House, 12 Cumberland Avenue, London, NW10 7QL",01-03-2003,30-06-2003
Broadbent Stanley Ltd,-81,-81,2014,"Quarry House, Burnley Road, Sowerby Bridge, HX6 2TF","Holmfield Works, Shay Lane, Halifax, HX3 6RS",01-10-2006,11-05-2014
Hillcrest Garage (Sowerby Bridge) Ltd,-5587.46,-5942.28,2010,"Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL","Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",01-04-2005,31-03-2010
Hillcrest Garage (Sowerby Bridge) Ltd,-354.82,-5942.28,2005,"Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL","Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",01-04-2005,31-03-2010
"L Roberts, S Dinning, D Van Gestel & L Van Gestel",-1250.51,-1250.51,2011,"Salt Warehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",,30-07-2010,09-10-2011
,-1.18,-1.18,2012,"Unit 1 1ST Floor, Number 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",,21-06-2005,
,-24.36,969.64,2014,"Unit 8 No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",,04-05-2011,
,-188.63,-188.63,2002,"The Brothers Grimm, 17 Causeway Head, Sowerby Bridge, HX6 2TG",,01-01-1992,05-11-2000
,-40.41,-40.41,2012,"18 Corporation Street, Sowerby Bridge, HX6 2QQ",,01-04-2004,
,-75.5,-75.5,2003,"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",,01-09-2003,13-02-2004
School Of Thought 2000 Ltd,-15.53,-15.53,2010,"Office 7, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","41 Stonelea, Barkisland, Halifax, HX4 0HD",31-07-2008,31-07-2010
School Of Thought 2000 Ltd,-6.4,-6.4,2010,"Office 8, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","41 Stonelea, Barkisland, Halifax, HX4 0HD",01-06-2009,12-07-2010
Severhills Clay Pigeon Shooting Club,-69,-69,2012,"Clay Pigeon Shooting Club, Severhills Farm, Foxen Lane, Mill Bank            HX6 4ND","Fao The Treasurer, Severhills Farm, Foxen Lane, Mill Bank, Sowerby Bridge, HX6 4ND",12-08-2010,
,-93.19,-93.19,2002,"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,04-02-1993,04-02-1993
,-266.28,-266.28,2002,"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,05-04-1990,03-02-1993
Dondolare Ltd,-0.85,-0.85,2012,"226 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,02-12-2009,
Abbey Pub Management Ltd (In Liquidation),-576.71,-576.71,2010,"The Milestone, Halifax Road, Ripponden, Sowerby Bridge       HX6 4BQ","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ",26-05-2009,24-08-2010
,-65.79,-65.79,2002,"Manchester House, 107 Halifax Road, Ripponden, Sowerby Bridge      HX6 4DA",,03-06-1991,28-02-1997
,-90,-90,2010,"15 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",,01-10-2005,30-06-2009
,-39.11,-39.11,2005,"10 Hollins Mill Lane, Sowerby Bridge, HX6 2QG",,01-04-1990,26-01-2006
,-259.33,-259.33,2009,"Commercial Garage, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",,19-05-2009,18-05-2009
Hollins Park Sports & Social Club,-0.73,-0.73,2014,"Changing Rooms, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",,01-11-2002,
,-52.12,-52.12,2008,"Ground Floor, West Yorkshire Fire Station, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",,15-09-2004,30-04-2008
Powder Coaters Ltd [In Liquidation],-1824.66,-1824.66,2004,"Part Lock Hill Mills, Holmes Road, Sowerby Bridge, HX6 3LD","C/O Begbies Traynor, 30 Park Cross Street, Leeds, LS1 2QH",01-04-2004,31-03-2004
,-2.71,-2.71,2007,"R/O 1 Hullen Edge, Goose Nest Lane, Norland, Sowerby Bridge       HX6 3QW",,02-09-2005,30-03-2008
,-0.89,-0.89,2012,"Hill Crest Bowling Club, Langton Street, Sowerby Bridge, HX6 2EX",,01-04-1990,
,-23.97,-23.97,2002,"3 Margate Street, Sowerby Bridge, HX6 1DZ",,01-04-1990,24-03-1991
,-1.58,-1.58,2012,"Unit 1, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,15-02-2010,
,-14.98,-14.98,2010,"Unit 11 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,11-08-2009,18-05-2010
,-13.44,-13.44,2008,"Container No. 6, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,01-04-2008,31-01-2009
A C S Products Ltd,-334.32,-334.32,2002,"Units 5 & 7, Penair Works, Mill Fold, Ripponden           HX6 4DJ","Units 5 & 7, Mill Fold, Ripponden, HX6 4DJ",30-06-1998,30-11-1999
Nu-Media Group Ltd-In Liquidation,-74.73,-74.73,2002,"Unit 9, Penair Works, Mill Fold, Ripponden           HX6 4DJ","C/O Messrs Ernst & Young, Cambridge House, 26 Tomblands, Norwich, NR3 1RH",01-04-1991,31-01-1993
,-93.96,-93.96,2003,"Unit 9, Penair Works, Mill Fold, Ripponden           HX6 4DJ",,01-07-1995,02-10-2003
,-70.41,-70.41,2009,"Unit 11, Penair Works, Mill Fold, Ripponden           HX6 4DJ",,01-06-1991,13-05-2009
Ripponden Mill Co Ltd,-145.05,-145.05,2004,"Unit 4 (I) B Ripponden Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DJ","Mill Fold, Ripponden, Sowerby Bridge, HX6 4DH",15-01-2001,30-04-2004
W.C.H Property Investments Ltd,-84,-84,2007,"Unit 2A Ripponden Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DJ","Unit 2A, Ripponden Mill, Mill Fold Lane, Ripponden , Sowerby Bridge, HX6 4DH",16-04-2006,31-03-2008
,-7.16,-7.16,2011,"Unit 1B Ripponden Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DH",,01-04-2009,29-03-2012
,-5.91,-5.91,2009,"Unit 16a, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,02-06-2008,30-04-2009
Mill House Furniture Makers Ltd,-0.36,-0.36,2012,"Unit 17, Mill House Works, Mill House Lane, Triangle            HX6 3LN","15 Savile Drive, Savile Park, Halifax, HX1 2EU",01-11-1999,
The Woodcut Educational Trust Ltd,-2.83,-2.83,2014,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN","Wood Cottage, Beestonley Lane, Stainland, Halifax, HX4 9PS",01-04-1991,10-07-2014
,-135.79,-135.79,2012,"Unit 5, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,01-06-2002,
,-21.6,-21.6,2012,"Unit 6, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,01-04-1990,
,-4.22,-4.22,2007,"Unit 5b Mill House Works, Mill House Lane, Triangle, HX6 3LN",,07-11-2006,01-01-2008
A & B Installations Ltd,-87.38,-87.38,2012,"Unit 32 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",,01-05-2008,14-02-2013
Yorkshire Moors Ltd,-135.51,-135.51,2014,"Moorcock Inn, Moor Bottom Lane, Norland, Sowerby Bridge       HX6 3RP",,12-03-2014,
,-86.32,-86.32,2012,"Clough Moor Farm, New Clough Road, Norland, Sowerby Bridge      HX6 3RD",,24-05-2003,
,-0.34,-0.34,2012,"238 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EU",,14-08-2000,
,-20,-20,2002,"Council Offices, Oldham Road, Ripponden, Sowerby Bridge      HX6 4DN",,18-02-1991,31-03-2001
,-6.04,-6.04,2002,"Junction Inn, 1 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN",,24-10-2000,06-08-2002
The Inncredible Pub Co Ltd,-332.09,-332.09,2005,"The Malt House, 270 Oldham Road, Rishworth, Sowerby Bridge       HX6 4QB","The Council Chambers, Hazford Street, Tamworth, B79 7RB",14-03-2005,20-05-2005
