ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,AMOUNT (£),PURPOSE,TRANSACTION ID
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057893
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,551.62,RESIDENTIAL LONG TERM,V001057894
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057895
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057896
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057897
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,636.3,NURSING LONG TERM,V001057898
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057899
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,897.7,NURSING LONG TERM,V001057900
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,556.28,RESIDENTIAL LONG TERM,V001057901
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,897.7,NURSING LONG TERM,V001057904
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,28/10/16,559.42,RESIDENTIAL LONG TERM,V001057906
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001057907
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057908
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,578.84,RESIDENTIAL LONG TERM,V001057909
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,578.94,RESIDENTIAL LONG TERM,V001057910
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,D & A C FITTON,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057911
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,D & A C FITTON,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057912
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,D & A C FITTON,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057913
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,28/10/16,584.1,RESIDENTIAL LONG TERM,V001057914
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,578.76,RESIDENTIAL LONG TERM,V001057915
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,28/10/16,565.58,RESIDENTIAL LONG TERM,V001057916
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,28/10/16,859.52,NURSING LONG TERM,V001057917
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,28/10/16,623.3,RESIDENTIAL LONG TERM,V001057918
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,598.12,NURSING LONG TERM,V001057919
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,551.98,RESIDENTIAL LONG TERM,V001057920
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057921
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,28/10/16,592.12,RESIDENTIAL LONG TERM,V001057922
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,28/10/16,839.7,NURSING LONG TERM,V001057923
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,28/10/16,859.52,NURSING LONG TERM,V001057924
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,BRIARMEDE CARE LTD,28/10/16,859.52,RESIDENTIAL LONG TERM,V001057925
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,28/10/16,522.12,RESIDENTIAL LONG TERM,V001057926
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057928
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ASHBOURNE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057929
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,502.76,RESIDENTIAL LONG TERM,V001057930
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,543.08,RESIDENTIAL LONG TERM,V001057931
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057933
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,28/10/16,629.58,RESIDENTIAL LONG TERM,V001057936
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,STAMFORD HOUSE REST HOME LIMITED,28/10/16,594.52,RESIDENTIAL LONG TERM,V001057937
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,614.12,RESIDENTIAL LONG TERM,V001057938
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057939
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057940
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,28/10/16,552.06,RESIDENTIAL LONG TERM,V001057942
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,28/10/16,583.54,RESIDENTIAL LONG TERM,V001057943
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057944
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,28/10/16,927.4,RESIDENTIAL LONG TERM,V001057945
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057946
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,28/10/16,612.12,RESIDENTIAL LONG TERM,V001057947
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,28/10/16,549.54,RESIDENTIAL LONG TERM,V001057948
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057949
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057950
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057951
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,28/10/16,509.8,RESIDENTIAL LONG TERM,V001057952
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057953
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,588.2,RESIDENTIAL LONG TERM,V001057955
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,28/10/16,559.3,RESIDENTIAL LONG TERM,V001057956
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057957
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,598.12,NURSING LONG TERM,V001057959
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,28/10/16,620.74,RESIDENTIAL LONG TERM,V001057960
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057962
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057963
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,28/10/16,602.12,RESIDENTIAL LONG TERM,V001057965
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057966
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,541.08,NURSING LONG TERM,V001057967
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,530.1,RESIDENTIAL LONG TERM,V001057968
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,859.52,RESIDENTIAL LONG TERM,V001057969
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057970
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,28/10/16,600.12,RESIDENTIAL LONG TERM,V001057971
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057972
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,598.12,NURSING LONG TERM,V001057973
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,622.44,RESIDENTIAL LONG TERM,V001057975
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,537.76,RESIDENTIAL LONG TERM,V001057976
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057983
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,28/10/16,598.12,RESIDENTIAL LONG TERM,V001057985
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,28/10/16,587.02,RESIDENTIAL LONG TERM,V001057986
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,728.9,NURSING LONG TERM,V001057988
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,28/10/16,552.72,RESIDENTIAL LONG TERM,V001057991
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,859.52,RESIDENTIAL LONG TERM,V001057993
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,28/10/16,859.52,RESIDENTIAL LONG TERM,V001057994
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,598.12,NURSING LONG TERM,V001057995
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,28/10/16,601.34,RESIDENTIAL LONG TERM,V001057996
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,562.06,NURSING LONG TERM,V001057999
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,583.04,RESIDENTIAL LONG TERM,V001058002
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,28/10/16,553.12,RESIDENTIAL LONG TERM,V001058004
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058005
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,28/10/16,859.52,NURSING LONG TERM,V001058006
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,BRIARMEDE CARE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058007
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,BUPA CARE SERVICES COPPER HILL,28/10/16,1976,NURSING LONG TERM,V001058009
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,598.12,NURSING LONG TERM,V001058011
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058012
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,585.94,RESIDENTIAL LONG TERM,V001058013
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058014
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058015
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,614.02,RESIDENTIAL LONG TERM,V001058016
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,608.2,RESIDENTIAL LONG TERM,V001058017
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058018
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,28/10/16,609.18,RESIDENTIAL LONG TERM,V001058019
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,605.3,RESIDENTIAL LONG TERM,V001058020
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,595.64,NURSING LONG TERM,V001058021
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,539.3,RESIDENTIAL LONG TERM,V001058022
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,590.62,RESIDENTIAL LONG TERM,V001058025
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,28/10/16,614.12,RESIDENTIAL LONG TERM,V001058027
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058028
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,28/10/16,606.12,RESIDENTIAL LONG TERM,V001058032
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,601.08,RESIDENTIAL LONG TERM,V001058033
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,594.12,RESIDENTIAL LONG TERM,V001058034
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,28/10/16,536.76,RESIDENTIAL LONG TERM,V001058035
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,697.4,NURSING LONG TERM,V001058036
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,568.22,RESIDENTIAL LONG TERM,V001058037
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058039
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058040
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,625.3,RESIDENTIAL LONG TERM,V001058041
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058042
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,697.4,NURSING LONG TERM,V001058043
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,572.06,RESIDENTIAL LONG TERM,V001058044
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,595.96,RESIDENTIAL LONG TERM,V001058045
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058046
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058048
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,28/10/16,597.54,NURSING LONG TERM,V001058049
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,598.12,NURSING LONG TERM,V001058050
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,566.4,RESIDENTIAL LONG TERM,V001058051
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058052
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,556.3,RESIDENTIAL LONG TERM,V001058053
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058054
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,28/10/16,540.6,RESIDENTIAL LONG TERM,V001058055
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058057
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058058
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058059
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058060
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058061
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,28/10/16,616.34,RESIDENTIAL LONG TERM,V001058062
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,714.5,NURSING LONG TERM,V001058063
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,564.06,RESIDENTIAL LONG TERM,V001058064
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058065
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,859.52,NURSING LONG TERM,V001058066
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058067
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,28/10/16,575.14,RESIDENTIAL LONG TERM,V001058068
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,28/10/16,581.98,RESIDENTIAL LONG TERM,V001058069
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,28/10/16,593.7,RESIDENTIAL LONG TERM,V001058070
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,566.1,RESIDENTIAL LONG TERM,V001058071
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,541.42,RESIDENTIAL LONG TERM,V001058072
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058073
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,651.26,NURSING LONG TERM,V001058075
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058076
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,DENTAK CARE AND SERVICES LIMITED,28/10/16,859.52,NURSING LONG TERM,V001058077
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,28/10/16,572.3,RESIDENTIAL LONG TERM,V001058078
