Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date,Relief Granted
,76468704,"Unit 7, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",,3000,0,03/01/16,SBR
Sharlketh Ltd,76508723,"Unit 8 Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET","Netherclough, Cragg Vale, Mytholmroyd, Hebden Bridge, HX7 5RX",530,0,11/01/11,EX
The Meze Restaurant Limited,29344004,"4 Huddersfield Road, Brighouse, HD6 1JZ",,11250,5388.75,09/28/16,ER
,29048053,"53 Bethel Street, Brighouse, HD6 1JR",,9300,0,10/31/16,SBR
,29052736,"Office 2 Ground Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",,3150,0,01/01/04,SBR
R H & G Travis & Sons Ltd,29052713,"1a Birds Royd Lane, Brighouse, HD6 1LQ",,4900,0,04/01/90,SBR
,29052095,"95 Birds Royd Lane, Brighouse, HD6 1NG",,3550,0,04/01/90,SBR
,29052719,"Part Ground & Lower Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",,11250,5388.75,04/01/12,ER
,29052725,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",,5000,2395,04/01/12,ER
,29052722,"Part Ground Floor, Royds House, Birds Royd Lane, Brighouse           HD6 1LQ",,2225,0,03/01/13,EX
Fresneda Ltd,77144701,"Navigation Inn, 47 Chapel Lane, Sowerby Bridge, HX6 3LF","26 Ladywell Road, Brouhbriged, York, YO51 9HL",11000,0,10/25/17,SBR
Sugden Precision Engineers Ltd,77184700,"Denby Place, Sowerby Bridge, HX6 2ER","Denby Place, Sowerby Bridge, HX6 2ER",4850,0,02/01/14,SBR
,77188701,"Marine Garage, East Parade, Sowerby Bridge, HX6 2BH",,3350,0,03/05/12,SBR
,77196725,"Chapelfield Mills, Elland Road, Ripponden, Sowerby Bridge       HX6 4DB",,2500,0,10/12/13,SBR
,68248734,"Units 3 & 4, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,780,0,12/01/15,SBR
Merit Projects Ltd,68248737,"Units 19,19B & 20, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,4250,0,06/02/11,SBR
Hawkhead Bray & Son Ltd,68248736,"Unit 19A, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX","Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",660,0,11/01/02,SBR
Vodafone Ltd,68926702,"Television Mast, Land Near Tinker Hey Farm, North Dean Road, Greetland            HX4 8QA","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",7200,3058.35,11/01/04,SBR
Calderdale Mbc,68780701,"S/O Red Lion, Stainland Road, Sowood, Stainland, Halifax              HX4 0AQ","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",4250,1917.95,04/01/90,SBR
Director Of Safer & Stronger Communities,76500746,"Interview Room Ground Flr, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",1700,725.71,08/20/12,SBR
James Jackson (Hx) Ltd,65808755,"Units 2D & 2E, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA","Unit 2D & 2E, Ladyship Business Park, Mill Lane, Halifax, HX3 6TN",10500,0,07/01/16,SBR
North Halifax Partnership Ltd,65824706,"Sure Start Childrens Centre, Mobile Building 1, Mixenden Road, Mixenden","Kevin Pearce Childrens Centre, Ovenden Road, Ovenden, Halifax, HX3 5RQ",1900,18.2,07/01/14,DCR MCR
,65824700,"19 Mixenden Road, Mixenden, Halifax, HX2 8PE",,4700,0,02/08/16,SBR
M & R Bachra Ltd,65868001,"1 Morley View, Siddal, Halifax, HX3 9DJ","12 Ridings Croft, Rooley Lane, Bradford, BD5 8AP",5500,0,01/12/13,SBR
,65876041,"41 Mount Pellon, Pellon, Halifax, HX2 0EE",,2325,0,09/17/05,EX
,68536833,"Office 1 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",,620,0,08/15/14,EX
,68536724,"149 Shay Lane, Halifax, HX3 6RR",,8800,0,03/05/02,SBR
,68536723,"Unit 20, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",,5000,0,09/09/16,SBR
Aquamat Ltd - In Administration,68536770,"Unit 17, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","Andrew Martin Sheridan, Frp Advisory Llp, Kings Orchard, 1 Queen Street, Bristol, BS1 0HQ",6900,211.42,08/31/17,EX
,69436003,"3 Whitehall Street, Hipperholme, Halifax, HX3 8NB",,5000,0,04/01/90,SBR
,29384021,"21 Lightcliffe Road, Brighouse, HD6 2DR",,5000,0,02/05/12,SBR
,29404704,"Office 1, Part 1ST Flr, Town Hall (Rear), 16 Market Street, Brighouse            HD6 1AP",,3950,469.41,11/01/13,MCR
Angel Fp Ltd,29408711,"1 & 5 Martin House, Martin Street, Brighouse, HD6 1DA",,2750,0,09/01/14,SBR
,29408706,"8 Martin House, Martin Street, Brighouse, HD6 1DA",,1575,0,06/01/12,SBR
,29412016,"16 Mary Street, Brighouse, HD6 2BT",,10500,4893,10/01/01,SBR
,29420754,"Brighouse Motorcycles, Mill Lane, Brighouse, HD6 1PN",,4100,0,08/01/15,SBR
Blackshaw Holdings Ltd,29056720,"Unit 32 Birkby House, Birkby Lane, Brighouse, HD6 4JJ","1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1350,0,09/18/12,EX
Blackshaw Holdings Ltd,29056749,"Unit 26 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ","1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,0,01/15/14,EX
Matrix Facility Management Ltd (In Liquidation),29084800,"Unit 9 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ","Foa Martin P Halligan, Live Recoveries Ltd, Wentworth House, 122 New Road Side, Horsforth, Leeds, LS18 4QB",6000,0,05/26/15,SBR
Kgs Recruitment Service Ltd,29084854,"Suite B 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ","Suite B, 1st Floor Clifton Mills, Bradford Road, Brighouse, HD6 4EJ",1675,0,10/26/15,SBR
,29420703,"Wilkin Royd Mills, Mill Lane, Brighouse, HD6 1PN",,2550,1188.3,04/01/90,SBR
Warmco Space Heating Ltd,29648707,"Part Ground & First Floors, Wilkin Royd Mills, Mill Lane, Brighouse           HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1450,0,05/14/10,EX
Warmco Space Heating Ltd,29420750,"Unit 102, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2700,0,06/18/14,EX
Total Claims Solutions (Uk) Ltd,76160818,"Unit 2A Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU","Unit 2A, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd, HX7 5RU",9300,0,11/01/14,SBR
C M Diesels Ltd,76156732,"Unit 2 Riverside Terminal, Hoo Hole, Cragg Road, Hebden Bridge        HX7 5HB","99 Cragg Road, Hebden Bridge, HX7 5FB",3900,0,09/30/13,SBR
J K Leisure Ltd,76156727,"Unit 1C, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU","Unit 1C, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",7200,0,07/01/14,SBR
,76160758,"Unit 5, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,4850,0,12/01/05,SBR
French Pr Ltd,77196727,"Office 3, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,1950,0,07/07/14,SBR
,77196708,"Office 4, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,2800,0,03/01/14,SBR
,77240099,"Crown Buildings, 99 Halifax Road, Ripponden, HX6 4DA",,3950,0,05/14/14,SBR
,77240711,"109 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",,2650,1014.89,10/17/00,DUR SBR
,77240721,"123 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",,5300,0,07/01/11,SBR
Emma Kay Interiors Ltd,77240236,"236 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BQ","236 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",4850,0,06/03/14,SBR
,69470033,"33 Willow Mount, Shelf, Halifax, HX3 7QH",,4300,0,01/01/05,SBR
,69524013,"13 Woodside Place, Halifax, HX3 6EQ",,1825,0,03/24/10,SBR
,69540700,"Garage, Adj 5 Workhouse Lane, Greetland, Halifax             HX4 8BS",,880,0,06/01/17,EX
Cansquared Ltd,76500755,"Unit 11 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","C/O 24 Old Mill Ridge, Wadsworth, Hebden Bridge, West Yorkshire, HX7 8RT",1775,0,06/01/16,SBR
,76500741,"Unit 35 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1075,0,04/01/15,SBR
,76512703,"Station House, Station Road, Hebden Bridge, HX7 6JE",,5900,0,06/24/04,SBR
,76535705,"The Rescue Post, Thrush Hill Road, Mytholmroyd, Hebden Bridge       HX7 5AQ",,7800,747.24,01/31/96,MCR
Calderdale Mbc,76536701,"Public Convenience, Townfield Lane, Hebden Bridge, HX7 7NR","Attn Wendy Backhouse, Building Cleaning Servces, Northgate House, Northgate, Halifax, HX1 1UN",1450,635,04/01/03,SBR
,68028713,"4 New Road, Halifax, HX1 2LH",,1475,0,04/01/12,SBR
Warmco Space Heating Ltd,29420725,"Unit 202 Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",680,0,04/01/11,EX
,29440704,"Oak Hill Road, Clifton, Brighouse, HD6 3AH",,1600,0,08/01/05,SBR
Starcast Productions Ltd,29080717,"46 Bradford Road, Brighouse, HD6 1RY","46A Bradford Road, Brighouse, HD6 1RY",4800,2207.4,06/27/15,DUR SBR
W H P Quantity Surveying Ltd,29080050,"50 Bradford Road, Brighouse, HD6 1RY",,9400,0,12/10/05,SBR
,29080795,"59/61 Bradford Road, Brighouse, HD6 1RS",,5400,0,08/23/16,SBR
Howell Goodfellow Ltd,29080723,"65a Bradford Road, Brighouse, HD6 1RS","65A Bradford Road, Brighouse, HD6 1RS",5600,0,04/01/16,SBR
,29452701,"Owler Ings Road, Brighouse, HD6 1EJ",,2550,0,08/08/97,SBR
,29452732,"Office 17 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1100,0,10/31/16,SBR
,29452737,"Office 15, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1075,0,10/01/16,SBR
The Stroke Association,29452728,"Office 11 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ","1 Sterling Business Park, Salthouse Road, Brackmills, Northampton, Northamptonshire, NN4 7EX",1175,112.57,04/01/09,MCR
,29452770,"Store 26A, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1175,0,10/01/15,EX
Environtec Ltd,29452749,"Office 25, 11 Owler Ings Road, Brighouse, HD6 1EJ","Environtec House, The Street, Hatfield Peverel, Chelmsford,Essex, CM3 2EJ",11000,5126,08/01/13,SBR
,29452744,"Office 23, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1650,0,11/01/14,SBR
The Stroke Association,29452743,"Office 19, 11 Owler Ings Road, Brighouse, HD6 1EJ","1 Sterling Business Park, Salthouse Road, Brackmills, Northampton, Northamptonshire, NN4 7EX",2900,277.82,07/01/12,MCR
,68844038,"36/38 Stirling Street, Halifax, HX1 2TN",,4600,0,04/01/90,SBR
Ringby Quarry Ltd,68908708,"Ringby Quarry, Swales Moor Road, Halifax, HX3 6UF",,670,0,08/14/10,SBR
,76160770,"Unit 17, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,2475,0,01/01/16,SBR
,76156731,"Unit 6B1, Topland Country Bus. Pk, Cragg Road, Hebden Bridge        HX7 5RU",,1400,0,12/01/16,SBR
Croft Mill Serviced Apartments Ltd,76673708,"Apartment 11, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB","Croft Mill Apartments, Croft Mill Yard, Hebden Bridge, HX7 8AB",3200,877.07,01/01/17,DUR SBR
Croft Mill Serviced Apartments Ltd,76673711,"Apartment 16, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB","Croft Mill Apartments, Croft Mill Yard, Hebden Bridge, HX7 8AB",3200,877.07,01/01/17,DUR SBR
,68080703,"1 North Bridge, Halifax, HX1 1XH",,3800,0,04/01/97,SBR
,64500024,"22/24 Carr House Road, Shelf, Halifax, HX3 7QY",,6800,0,03/01/17,SBR
,68580734,"Unit 4 Rear, 2 Silver Street, Halifax, HX1 1HS",,1550,0,12/31/16,SBR
,76012717,"Old Oxford House, Albert Street, Hebden Bridge, HX7 8AH",,6000,0,10/11/10,SBR
Havencare Management Limited,76012008,"8 Albert Street, Hebden Bridge, HX7 8AH","195A Bury Road, Rawtenstall, Rossendale, BB4 6DJ",5200,2177.13,10/01/16,SBR
,76012014,"14 Albert Street, Hebden Bridge, HX7 8AH",,6400,0,04/01/16,SBR
,29460005,"5 Park Street, Brighouse, HD6 1AD",,7700,0,09/24/10,SBR
The Pot Spot Ltd,29460044,"44 Park Street, Brighouse, HD6 1JL","Fao Laurina Curry, 44 Park Street, Brighouse, HD6 1JL",7600,0,07/30/10,SBR
,29080078,"78 Bradford Road, Brighouse, HD6 4AA",,4850,0,03/23/16,SBR
,29080145,"145 Bradford Road, Brighouse, HD6 4AD",,3600,0,07/15/11,SBR
,29080611,"611 Bradford Road, Brighouse, HD6 4DN",,10750,0,10/02/16,SBR
,29084627,"627 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,6700,0,02/14/04,SBR
Outdoor Systems Ltd,29080750,"Advertising Right, Board No. 4706/01-03, Bradford Road, Brighouse","Trafalgar House, 16 York Place, Harrogate, HG1 1HL",3700,1724.2,01/07/13,SBR
D A P A Fabrication Ltd,29084705,"Unit 21 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse           HD6 4EA",,7900,0,01/29/16,SBR
Confined Space Services Ltd,29084845,"Unit 18, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",,7800,3694.8,05/26/15,SBR
Tws (Selby) Ltd,29084841,"Unit 17, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","Newhold Industrial Estate, Aberford Road, Garforth, Leeds, LS25 2LD",7800,3634.8,01/16/16,SBR
Revolution Porsche Specialists Ltd,29274705,"Unit 1C Prince Of Wales Mill, Princess Street, Brighouse, HD6 1LH","Unit 1, Prince Of Wales Business Park, Birds Royd Lane, Brighouse, HD6 1LQ",6600,2856.73,04/01/15,DUR SBR
,29480042,"42 Rastrick Common, Brighouse, HD6 3DR",,2250,1048.5,03/23/92,SBR
Lmp Tasty Trades Ltd,29492745,"Unit 1A, Caldervale Business Park, River Street, Brighouse            HD6 1LU",,2650,0,04/01/15,SBR
,77284700,"Holmes Road, Sowerby Bridge, HX6 3LF",,3200,0,04/01/90,SBR
,68276006,"6 Powell Street, Halifax, HX1 1LN",,7100,0,04/01/90,SBR
Brackenridge & Wade,68280026,"Unit G3 Part Ground Floor, Prescott House, 26 Prescott Street, Halifax              HX1 2LG","6 Lisbon Square, Leeds, LS1 4LY",1125,0,03/01/17,EX
Calderdale Mbc,69024700,"15 The Market Arcade, Halifax, HX1 1NX","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",6400,0,11/29/17,EX
,69590701,"Tower Hill Farm, Tower Hill, Warley, Halifax              HX2 0ST",,4050,0,04/01/04,SBR
,76681701,"Bell House Barn, Bell House Moor, Cragg Vale, Hebden Bridge        HX7 5RU",,3000,0,08/16/11,SBR
Calderdale Mbc Director Of Technical Servs,76036704,"Car Park Opp Post Office, Billy Lane, Wadsworth, Hebden Bridge       HX7 8RY","Northgate House, Northgate, Halifax, HX1 1UN",900,419.4,10/18/00,SBR
,76548700,"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",,930,821.65,04/01/90,SBR
,76552765,"Unit 5, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ",,7600,0,11/01/15,SBR
Hebden Bridge Chiropractic Ltd,76552742,"Unit 2 Wragley House, Valley Road, Hebden Bridge, HX7 7DD","F.A.O. Mrs Deborah Dinc, 2 Wragley House, Valley Raod, Hebden Bridge, HX7 7BN",6100,0,04/01/04,SBR
Tia Greyhound & Lurcher Rescue,76552747,"3 Wragley House, Valley Road, Hebden Bridge, HX7 7BN","Mill Race Farm, Wroot Road, Finningley, Doncaster, DN9 3DY",5300,413.03,04/01/10,DUR MCR
,68096099,"99 Northgate, Halifax, HX1 1XF",,4050,0,10/08/12,SBR
,68104704,"Suite 4, Nursery Lane Health Centre, Nursery Lane, Halifax              HX3 5SW",,920,0,12/07/13,EX
,68104056,"56 Nursery Lane, Ovenden, Halifax, HX3 5SW",,3450,0,05/30/09,SBR
,68112001,"1 Oak Terrace, Stainland, Halifax, HX4 9EY",,1775,0,08/02/01,EX
Mobile Broadband Network Ltd,68132751,"Telecommunication Mast, Site Ref W Y K 0223, Old Lane, Halifax              HX3 6UB","C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",8500,3961,03/26/16,SBR
Specialist Controls Installations Ltd,68132722,"Unit 1, Emstead Works, Old Lane, Halifax             HX3 5QN","Unit 1, Emstead Works, Old Lane, Halifax, HX3 5QN",5900,0,02/26/10,SBR
Total Biomass Solutions Ltd,68132770,"Unit A1A/A1B, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","Appartment 17, Copperfield House, Huddersfield Road, Halifax, HX3 0NS",4000,0,01/07/17,SBR
Standguide Ltd,68580712,"First Floor, 18 Silver Street, Halifax, HX1 1HS","3rd Floor, Chester Road, Stretford, Manchester, M32 9ED",9500,2923.03,08/03/17,SBR
S F S Developments Ltd,65676712,"Store 2ND Floor, 7C Lord Street, Halifax, HX1 5AE","Stross House, Scout Hill Mills, Broad Street, Dewsbury, WF13 3SA",415,0,06/16/17,EX
,29452780,"Office 14, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1125,0,10/01/16,EX
,65344524,"Office 3.4 To 3.5, White Rose Mill, Holdsworth Road, Halifax              HX3 6SW",,2100,967.25,07/01/16,DUR SBR
U V Power Solutions Ltd,65626730,"Unit 9 Victoria Park, Lightowler Road, Halifax, HX1 5ND",,8300,2867.34,07/13/17,SBR
R N K Renewables Limited,68624704,"Field North Of, Upper Soil Hill Farm, Soil Hill, Halifax              HX2 9NT","St Johns Cross Farm, 5 St Johns Cross, Bradshaw, Halifax, HX2 9UT",9675,0,04/01/17,SBR
Setbray Properties Ltd,76560751,"(Unofficial Address), Unit 24 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX","Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",2475,0,10/24/16,EX
,68168117,"The Surgery, 117 Oxford Lane, Siddal, Halifax             HX3 9DG",,7300,2332.64,04/12/90,SBR
,69360785,"Croftmyl, Gf Office A8B, West Parade, Halifax              HX1 2EQ",,2075,0,02/01/17,SBR
,76560720,"(Unofficial Address), Unit 3 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,1350,0,01/02/18,SBR
,78460701,"Rock End Moor Delph, Staups Lane, Todmorden, OL14 8RR",,1225,0,04/01/95,SBR
Top Land Communications Ltd,65164910,"Basement & Groundfloor (Rhs), Rear Hamnett House, Gibbet Street, Halifax              HX2 0AX","Hamnett House, Gibbet Street, Halifax, HX2 0AX",3500,1403.31,04/01/15,DUR SBR
Limehouse Films Ltd,64242861,"Office 6 3RD Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","The E W Innovation Centre, Hopwood Lane, Halifax, HX1 5EP",4100,1862.8,05/01/16,DUR SBR
A B Auto-Works Ltd,69324702,"Union Street South, Halifax, HX1 2LB",,11000,0,10/27/15,SBR
,65652740,"Unit 4B Ground Floor, Park Works, Arnold Street, Halifax, HX1 5JH",,6600,0,01/01/17,SBR
Cobra Build Ltd,77624709,"Unit 15, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AQ","Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",2550,1188.3,08/01/16,SBR
Gingerskydog Ltd,77024792,"Unit 55 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG","C/O Clarity Accountancy Ltd, Heritage Exchange, 64 Plover Road, Huddersfield, HD3 3HR",3450,0,03/01/17,SBR
Trade Car Outlet Limited,29424734,"(Unofficial Address), Trade Car Outlet, Mill Royd Street, Brighouse            HD6 1EY","Mill Royd Street, Brighouse, HD6 1EY",2550,1188.3,12/20/16,SBR
,68308849,"238A Queens Road, Halifax, HX1 3NS",,6600,0,05/03/15,SBR
Lindley Adams Ltd,68280749,"Suite 1/2 Prescott House, 26 Prescott Street, Halifax, HX1 2LG","28 Prescott Street, Halifax, HX1 2LG",3150,1467.9,02/01/17,SBR
Aph Elixir Hscc Ltd,68580714,"Third Floor, 18 Silver Street, Halifax, HX1 1HS","1 Central Street, Halifax, HX1 1HU",9100,0,10/09/15,SBR
,76560759,"Unit 4 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",,2250,698.04,08/01/17,SBR
,76016703,"Lower Blackshaw Farm Cottage, Badger Lane, Blackshawhead, Hebden Bridge        HX7 7JQ",,3200,0,07/14/17,SBR
The Piece Hall Trust,68252811,"Ce 6/7, The Colonnade, Piece Hall, Halifax              HX1 1RE","The Piece Hall, Blackledge, Halifax, HX1 1RE",5900,0,08/01/17,EX
The Together Group,68252820,"Cs 16, The Colonnade, Piece Hall, Halifax              HX1 1RE",,7600,2349.69,08/01/17,SBR
Calderdale Mbc,68252802,"Cw 18, The Colonnade, Piece Hall, Halifax              HX1 1RE","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",7300,0,08/01/17,EX
Calderdale Mbc,68252821,"RE1 Rustic, Piece Hall, Halifax, HX1 1RE","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",2700,0,08/01/17,EX
,68252829,"RS11 Rustic, Piece Hall, Halifax, HX1 1RE",,5600,0,08/01/17,SBR
,68252823,"RE3 Rustic, Piece Hall, Halifax, HX1 1RE",,4100,0,08/01/17,SBR
Calderdale Mbc,68252839,"RN23 Rustic, Piece Hall, Halifax, HX1 1RE","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",6800,0,08/01/17,EX
,68252844,"RN28 Rustic, Piece Hall, Halifax, HX1 1RE",,5600,0,08/01/17,SBR
Exquisite Look Ltd,64584808,"Ground Flr (Front), 32 Clare Road, Halifax, HX1 2HX","Ground Floor, 32 Clare Road, Halifax, HX1 2HX",2325,1118.42,04/01/15,DUR SBR
The Republic Of Hebden Bridge Ltd,76012745,"Office A 1ST Floor, Oxford House, Albert Street, Hebden Bridge        HX7 8AH",,5100,0,04/10/17,SBR
Town Hall Dental Ltd,29576718,"Gnd Flr (Rhs Front), Old Town Hall, Thornton Square, Brighouse            HD6 1EA","Thornton Square, Brighouse, HD6 1ED",3500,1614.1,04/01/15,DUR SBR
,64690700,"Corporal Lane Quarry, Corporal Lane, Halifax, HX3 7TG",,900,434.44,04/01/96,SBR
Bizspace Ltd,64628870,"Unit 11E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2425,0,10/10/16,EX
,56224046,"48 Southgate, Elland, HX5 0DQ",,3700,0,05/17/93,SBR
Calderdale & Hudds Nhs Foundation Trust,64840712,"Renal Dialysis Unit, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PW","F.A.O. Finance, Acre House, 64 Acre Street, Lindley, Huddersfield, HD3 3HE",11750,3667.71,04/01/15,SBR
,68772087,"87 Stainland Road, Greetland, Halifax, HX4 8BD",,5700,0,01/18/08,SBR
The Grayston Unity Ltd,64748701,"3 Wesley Court, Halifax, HX1 1UH","Mill Cottage, 8 Heatherfield Terrace, Halifax, HX3 0AD",6800,0,05/24/16,SBR DBR
The Mayfield Trust,65516233,"233 King Cross Road, Halifax, HX1 3JL","Fao Richard Heywood, Unit A, Horley Green Road, Halifax, HX3 6AS",9400,90.05,04/01/15,DCR MCR
Kudos Vehicle Management Ltd,77408789,"Ground Floor, 24 Ripponden Business Park, Oldham Road, Ripponden            HX6 4FF","Ground Floor, 24 Ripponden Business Park, Oldham Road, Ripponden, HX6 4FF",8800,0,04/01/16,SBR
Beehive Greeting Cards Ltd,64885747,"Unt 3 Bst G Mill, Dean Clough Mills, Halifax, HX3 5AX","Lower Saltonstall, Wainstalls, Halifax, HX2 7TR",4100,0,04/11/15,SBR
Anthony Porter,68232713,"Unofficial Address, Workshop, R/O 49 Pear Street, Halifax              HX1 3UA","49 Pear Street, Halifax, HX1 3UA",9900,4613.4,04/01/16,SBR
Himmat Ltd,68340712,"Raven Street Centre Grd Flr, Raven Street, Halifax, HX1 4NB","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",8000,857.4,08/22/16,MCR
Calderdale Mbc Neighbourhood And Community Engagement Team,76500769,"Clerk's Office (1ST Floor), The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Fao Andrew Pitts, Westgate House, Westgate, Halifax, HX1 1PS",1000,445.79,04/01/15,SBR
Antonia & Panesar Ltd,65344538,"Unit J South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SW",,2050,0,05/25/17,SBR
,56108708,"Unit 9 George Street, Elland, HX5 0NE",,2700,1258.2,04/01/17,SBR
,56108710,"Unit 11 George Street, Elland, HX5 0NE",,2125,990.25,04/01/17,SBR
,76560718,"(Unofficial Address), Unit 1 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,1350,0,10/12/15,SBR
Iredales Ltd,29004700,"Aire Street, Brighouse, HD6 3RB",,11000,5126,04/01/90,SBR
P I Consultants Limited,64448774,"Unit W1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ","Unit W1, Tenterfield Business Park, Burnley Road, Luddendenfoot, HX2 6EJ",6100,0,02/01/16,SBR
Ayup Digital Ltd,76500763,"Units 12 & 13 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Units 12/13, The Town Hall, St George's Street, Hebden Bridge, HX7 7BY",6700,0,05/20/16,SBR
D.D.H Services Ltd,76088021,"(Club), 21 Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LN","Fao Dawn Hartley, Aachen Hall, Skircoat Green Road, King Cross, Halifax, HX3 0HA",2050,955.3,04/22/16,SBR
Mm & Jl Trading Ltd,76552771,"Suite 10 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL",,1725,764.3,04/01/16,DUR SBR
Capable People Ltd,76552773,"Suite 1 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL","Suite 1, Hawkeston House, 2 Valley Road, Hebden Bridge, HX7 7BL",4100,0,04/01/16,SBR
,76552767,"Suite 6 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL",,1175,0,04/01/16,SBR
Knowl End Farm 143 Ltd & Bradford Cargo Terminal Ltd,78192831,"Brearley Mill Grd Flr, Halifax Road, Todmorden, OL14 6EF","Brearley Mill, 1st Floor Office, Halifax Road, Todmorden, OL14 6EF",11250,5242.5,06/01/15,SBR
