Body Name,ONS Body Code,Service Label,Service Code,Service Division,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA detailed expenditure type,GLCode,CIPFA detailed expenditure code,Narrative,Date,Transaction Number,Net Amount,Capital and Revenue,SupplierNameEdit,SupplierNo
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Arts Development& Support,YA1,ELR Arts Development (OSY),Supplies & Services,400,Arts Grant Scheme,L0307.44542,44542,1st payment for Arts Grant awarded. 70%, 12/03/2013,P4 650581,"£1,050.00",REV,Filmpro Ltd,1306946
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Arts Development& Support,YA1,ELR Arts Development (OSY),Supplies & Services,400,Arts Grant Scheme,L0307.44542,44542,1st payment of Arts Grant Award. 70%, 12/03/2013,P4 650582,"£1,288.00",REV,Worlds End Under Fives Centre,600243
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Arts Development& Support,YA1,ELR Arts Development (OSY),Supplies & Services,400,Arts Grant Scheme,L0307.44542,44542,1st Payment Arts Grant Award. 70%, 12/03/2013,P4 650583,£536.20,REV,Payment to an individual or sole trader,1306948
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Arts Development& Support,YA1,ELR Arts Development (OSY),Supplies & Services,400,Arts Grant Scheme,L0307.44542,44542,1st payment. Arts Grant Award. 70%, 12/03/2013,P4 650584,"£1,400.00",REV,Museum of Brands Packaging and Advertisi,1118678
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7244.53000,53000,ACL QTR2 PYMNT 2012-13, 12/03/2013,P4 650586,"£5,333.33",REV,Action Disability Kensington & Chelsea,600226
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7273.53000.FSTEP,53000,ACL QTR2 PYMNT 2012-13, 12/03/2013,P4 650587,"£38,415.33",REV,Nova New Opportunities,897500
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7242.53000,53000,ACL QTR2 PYMNT 2012-13, 12/03/2013,P4 650588,"£14,860.67",REV,Westway Development Trust,604102
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Public Transport,S90,ASC Tri Boro Procurem&Contract (OSS),Third Party Payments,500,Payments To Vol Orgs,S6600.53000,53000,Westway Community Transport - scooter grant shortfall, 12/03/2013,P4 650684,"£2,000.00",REV,Westway Community Transport,600313
The Royal Borough of Kensington and Chelsea,00AW,Housing Services,HOS,Capital Codes,002,HOS Finance & Support (OSS),Capital Code,003,Advances-Other,G6214.00189,00189,NID 149 Hsg Regeneration Grant Tollbridge Close, 12/03/2013,P4 650685,"£5,306.00",CAP,Stadium Housing Association Ltd,602740
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Arts Development& Support,YA1,ELR Arts Development (OSY),Supplies & Services,400,Arts Grant Scheme,L0307.44542,44542,1st payment of Arts Grant Award. 70%, 12/03/2013,P4 650686,"£1,400.00",REV,The Second Half of Your Life Foundation,1283234
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 16/02/12 - 24/02/13, 12/03/2013,P4 650687,£719.84,CAB,Bluebird Care (Kensington & Chelsea),1265729
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,******* college fees - Term 2 Spring 2013, 12/03/2013,P4 650691,"£10,522.01",CAB,Treloar College,1265130
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 01/02/13 - 28/02/13, 12/03/2013,P4 650692,£720.00,CAB,Saga Homecare,1280847
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Gen Services to the Public,C15,COS Registrars (OSC),Supplies & Services,400,Uniforms,P2001.41520,41520,Uniform (*******), 19/03/2013,P4 651209,£509.17,REV,Payment to an individual or sole trader,615070
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,Corps Grant-Q1-Nucleus, 25/03/2013,P4 651210,"£49,625.00",REV,Nucleus Legal Advice Centre,837349
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,Corps Grant Q1-Venture, 25/03/2013,P4 651211,"£32,750.00",REV,Venture Community Association,604608
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,Corps Grant Q1-Volunteer Centre, 25/03/2013,P4 651212,"£29,625.00",REV,Volunteer Centre Kensington & Chelsea,603857
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,Corps Grant-Q1-Westway CT, 25/03/2013,P4 651213,"£28,000.00",REV,Westway Community Transport,600313
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,Corps Grant-Q1-WENAC, 25/03/2013,P4 651214,"£36,875.00",REV,Worlds End Neighbourhood Advice Centre,600245
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 11/02/13 - 15/02/13, 12/03/2013,P4 651219,£810.30,CAB,Plan Care,600615
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 23/02/13 - 03/03/13, 12/03/2013,P4 651221,£711.65,CAB,Special People,625778
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Transport costs 04/03/13 - 08/03/13, 12/03/2013,P4 651224,£594.88,CAB,Q Despatch (West) Ltd,1158082
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,CCHS VAT Sept & Dec 12, 13/03/2013,P4 654447,"£7,104.40",CAB,Chelsea Children's Hospital School,600903
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,PKWD Hall Dec 12 & Jan 13 VAT, 13/03/2013,P4 654448,"£8,092.73",CAB,Parkwood Hall School,600744
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Cardinal V Sept & Dec VAT 12, 13/03/2013,P4 654449,"£26,424.00",CAB,Cardinal Vaughan Memorial School,600938
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Thomas More Dec VAT 12, 13/03/2013,P4 654450,"£12,551.82",CAB,St Thomas More School,600740
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Sion M Dec VAT 12, 13/03/2013,P4 654451,"£16,278.67",CAB,Sion-Manning RC Secondary School,600742
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,******* Dec VAT 12, 13/03/2013,P4 654452,"£4,037.40",CAB,Thomas Jones Primary School,600743
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Thomas Dec VAT 12, 13/03/2013,P4 654453,"£2,155.83",CAB,St Thomas C E Primary School,600739
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Marys Dec VAT 12, 13/03/2013,P4 654454,"£2,443.63",CAB,St Marys RC Primary School,601930
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Mary Abbots Dec VAT 12, 13/03/2013,P4 654455,£869.60,CAB,St Mary Abbots CE Primary School,600738
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Joseph's Dec VAT 12, 13/03/2013,P4 654456,"£4,366.67",CAB,St Joseph's Primary School,600737
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Francis Dec VAT 12, 13/03/2013,P4 654457,"£12,472.66",CAB,St Francis RC Primary School,600736
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Cuthbert Dec VAT 12, 13/03/2013,P4 654458,"£5,367.11",CAB,St Cuthbert St Matthias CE Primary Sch.,600735
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Clement Dec VAT 12, 13/03/2013,P4 654459,"£7,297.73",CAB,St Clement & St James CE Primary Schl,600734
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Charles Dec VAT 12, 13/03/2013,P4 654460,"£6,219.36",CAB,St Charles RC Primary School,600733
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Barn & St Philip Dec VAT 12, 13/03/2013,P4 654461,"£2,059.18",CAB,St Barnabas & St Philip Primary School,600732
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Servite VAT Dec 2013, 13/03/2013,P4 654462,"£1,702.32",CAB,Servite RC Primary School,600741
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Park Walk Dec VAT 12, 13/03/2013,P4 654463,"£4,999.28",CAB,Park Walk Primary School,600730
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Middle Row Dec VAT 12, 13/03/2013,P4 654464,"£2,945.10",CAB,Middle Row Primary School,600726
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Marlborough Dec VAT 12, 13/03/2013,P4 654465,"£9,804.18",CAB,Marlborough Primary School,600724
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Holy Trinity Dec VAT 12, 13/03/2013,P4 654466,"£1,577.93",CAB,Holy Trinity School,600723
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Colville Sept&Dec & Jan VAT 12, 13/03/2013,P4 654467,"£14,850.74",CAB,RBKC Colville Primary School,600720
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Bousfield Nov & Dec VAT 12, 13/03/2013,P4 654468,"£8,929.92",CAB,Bousfield Primary School,600717
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Bevington Dec VAT 12, 13/03/2013,P4 654469,"£3,305.46",CAB,Bevington Primary School,600716
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Barlby Dec VAT 12, 13/03/2013,P4 654470,"£5,030.90",CAB,Barlby Primary School,600715
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Avondale Aug & Dec VAT 12, 13/03/2013,P4 654471,"£4,265.83",CAB,Avondale Park Primary School,600714
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Ash Sept & Dec 12 VAT, 13/03/2013,P4 654472,"£6,904.87",CAB,Ashburnham Community School,600713
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,St Annes Dec VAT 12, 13/03/2013,P4 654473,"£1,982.89",CAB,St Annes Nursery School,600731
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Maxilla VAT Sept & Dec 12, 13/03/2013,P4 654474,"£16,543.61",CAB,Maxilla Nursery School,600725
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,COANS Sept & Nov & Dec VAT 12, 13/03/2013,P4 654475,"£6,301.87",CAB,Chelsea Open Air Nursery School,600718
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs - January 2013, 13/03/2013,P4 654478,£720.00,CAB,Heart N' Soul,1267376
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.ROYLHOSP,45370,Chelsea Manor Crt TA-Landscaping Nth West Corner, 13/03/2013,P4 654498,"£1,479.50",REV,Chelsea Manor Court Tenants Association,1046935
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.ROYLHOSP,45370,Chelsea Manor Court-Landscaping-Central Courtyard, 13/03/2013,P4 654499,"£3,163.00",REV,Chelsea Manor Court Tenants Association,1046935
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.ROYLHOSP,45370,Chelsea Manor St RA-Landscaping (Peabody Estate), 13/03/2013,P4 654500,"£1,547.00",REV,Chelsea Manor Tenants Association,1283529
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.COLVILLE,45370,"Dance performance, training and related costs-provided to Colville schools", 13/03/2013,P4 654501,"£2,000.00",REV,Portobello Dance School,1281958
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Home Care Trading Account,S91,ASC Finance (OSS),Fees & Charges,930,Client Cntb Nursing,S7040.93170,93170,Credit balance following re-assessment 2-11050961, 14/03/2013,P4 654689,"£1,232.20",REV,Payment to an individual or sole trader,1307166
The Royal Borough of Kensington and Chelsea,00AW,Housing Services,HOS,Non Budget Book Business Unit,001,HOS HSG Partnership & Perf (OSS),Balance Sheet Code,002,Payments,B0544.02605,02605,Letstart Deposit Claim payment., 14/03/2013,P4 654691,"£3,000.00",CAB,Foxtons Ltd,1034039
The Royal Borough of Kensington and Chelsea,00AW,Housing Services,HOS,Non Budget Book Business Unit,001,HOS West London Sub Region (OSS),Balance Sheet Code,002,Payments,B0550.04609,04609,TMO - Rent Arrears - 12/03/13, 13/03/2013,P4 654706,£650.02,CAB,TMO Ltd,1283395
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 04/02/13 - 10/02/13, 13/03/2013,P4 654709,£596.40,CAB,Workline Group Ltd,600423
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,CARE COSTS 18/2/13 - 24/2/13, 13/03/2013,P4 654711,£604.80,CAB,Workline Group Ltd,600423
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,care costs 25/02/13 - 03/03/13, 14/03/2013,P4 654719,£636.32,CAB,Workline Group Ltd,600423
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,IRH Court fee for Care Proceedings *******, 14/03/2013,P4 654852,£700.00,REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,IRH fee for Care Proceedings *******, 14/03/2013,P4 654853,£700.00,REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,Final Hearing fee for Care Proceedings *******, 14/03/2013,P4 654854,"£1,900.00",REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,IRH Fee for Care Proceedings for *******, 14/03/2013,P4 654855,£700.00,REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Primary Schools (Formula),E31,FCS Finance (Schools) (OSF),Supplies & Services,400,Grants Given-Misc,E2251.44210,44210,Christ Church SEN Changes, 14/03/2013,P4 654858,"£11,140.00",REV,Christ Church CE Primary School,600719
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Primary Schools (Formula),E31,FCS Finance (Schools) (OSF),Supplies & Services,400,Grants Given-Misc,E2238.44210,44210,Marlborough SEN Changes, 14/03/2013,P4 654859,"£4,530.00",REV,Marlborough Primary School,600724
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Oratory School December & January VAT Reimbursement, 14/03/2013,P4 654861,"£5,749.46",CAB,Oratory RC Primary School,600727
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,OLOV School VAT reimbursement, 15/03/2013,P4 655263,"£2,773.12",CAB,Our Lady of Victories RC Primary School,600728
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Oxford Gardens VAT reimbursement 12-13, 15/03/2013,P4 655264,"£30,578.87",CAB,Oxford Gardens Primary School,600729
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7259.53000.FSTEP,53000,QTR 2 ACL PYMNT 2012-13, 15/03/2013,P4 655266,"£25,758.00",REV,The Clement James Centre,1112833
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7276.53000,53000,QTR 2 ACL PYMNT 2012-13, 15/03/2013,P4 655267,"£3,958.00",REV,The Virtual EngineTraining Enterprise,1080865
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Supplies & Services,400,Development Fund,E7120.46130,46130,100% Fam.Lrng grant 2012/13, 15/03/2013,P4 655268,"£7,720.00",REV,St Annes Nursery School,600731
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Supplies & Services,400,Development Fund,E7120.46130,46130,Balance Fam.Lrng grant 2012/13, 15/03/2013,P4 655269,"£6,535.00",REV,St Charles RC Primary School,600733
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Supplies & Services,400,Development Fund,E7120.46130,46130,100% Fam.Lrng grant 2012/13, 15/03/2013,P4 655270,"£2,500.00",REV,The Clement James Centre,1112833
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Cardinal Vaughan JAN 13 VAT reimbursement, 15/03/2013,P4 655395,"£16,047.58",CAB,Cardinal Vaughan Memorial School,600938
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.NORLAND,45370,Pavlova Diaries-on-line community news development, 15/03/2013,P4 655548,"£3,000.00",REV,Pavlova Diaries,1307428
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Finance,C01,COS Cashiers (OSC),Supplies & Services,400,External Printing,P4603.41600,41600,Numbered security bags for collection of income from external services., 19/03/2013,P4 655865,£954.48,REV,Initial Packaging Solutions Ltd,1307477
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.GOLBORNE,45370,"Support for Golborne Life website 2013/14, Summer 2013 Golborne Life magazine", 18/03/2013,P4 655873,"£2,000.00",REV,Golborne Forum,1026630
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,LAC and Leaving Care,E18,FCS The Virtual School (OSF),Third Party Payments,500,Enhancing Life Chances,S1015.57550,57550,Flight - funeral, 19/03/2013,P4 655875,£699.00,REV,Payment to an individual or sole trader,1056497
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,EY Outreach,E24,FCS Early Start (Golborne) (OSF),Third Party Payments,500,ChildCare Provision,E1053.54890,54890,Sustainability Funding 2012-13, 19/03/2013,P4 655879,"£8,500.00",REV,St Peter's Nursery School,603329
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Early Years  Nursery Education,E47,FCS Early Start (Golborne) (OSF),Supplies & Services,400,Grants Given-Misc,E1040.44210,44210,MFE Balancing Spring 13 extra, 19/03/2013,P4 655881,"£10,402.83",REV,Maria Montessori Training Organisation,850834
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7263.53000,53000,50% Vulnerable People Project grant 2012/13, 19/03/2013,P4 655884,"£4,976.85",REV,Open Age Project,601309
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Home Care Trading Account,S91,ASC Finance (OSS),Fees & Charges,930,Client Cntb Nursing,S7040.93170,93170,Overpaid SP Charges., 19/03/2013,P4 657144,£515.76,REV,Payment to an individual or sole trader,1251550
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Home Care Trading Account,S91,ASC Finance (OSS),Fees & Charges,930,Client Cntb Nursing,S7040.93170,93170,Overpaid SP Charges., 19/03/2013,P4 657145,£559.06,REV,Payment to an individual or sole trader,1307188
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Home Care Trading Account,S91,ASC Finance (OSS),Fees & Charges,930,Client Cntb Nursing,S7040.93170,93170,Overpaid Home care charges., 19/03/2013,P4 657146,£828.87,REV,Payment to an individual or sole trader,1307189
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Home Care Trading Account,S91,ASC Finance (OSS),Fees & Charges,930,Client Cntb Nursing,S7040.93170,93170,Overpaid Home care charges., 19/03/2013,P4 657148,£594.02,REV,Payment to an individual or sole trader,1307191
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Training/Day placement-31/12/12 to 03/02/13, 19/03/2013,P4 657162,£825.00,CAB,The Camden Society,902951
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Training/Day placement-04/02/13 to 03/03/13, 19/03/2013,P4 657163,£660.00,CAB,The Camden Society,902951
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,LAC and Leaving Care,E18,FCS World's End SWT (OSF),Third Party Payments,500,Hotel BandB Accommodation,S1852.54170,54170,Accommodation fee-0102-250213, 20/03/2013,P4 657167,"£1,450.00",REV,Earls Court Studios Ltd,1283476
