Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Longitude,Latitude,Last Uploaded,Location,Organisation URI
The Oxford,,256 Kentish Town Road,London,NW5 2AA,7843,Pub/bar/nightclub,425152,FHRS,10,10,10,3,30/06/2017,False,49446,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.140483,51.550019,15/04/2018,"(51.550019, -0.140483)",http://opendatacommunities.org/id/london-borough-council/camden
Gigs Fish & Kebab House,,12 Tottenham Street,London,W1T 4RE,1,Restaurant/Cafe/Canteen,423978,FHRS,5,5,5,5,19/09/2017,False,1741,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13532,51.52073,15/04/2018,"(51.52073, -0.13532)",http://opendatacommunities.org/id/london-borough-council/camden
Grafton Pharmacy,,132 Tottenham Court Road,London,W1T 5AZ,4613,Retailers - other,426459,FHRS,,,,Exempt,02/09/2008,False,8346,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.138057,51.524307,15/04/2018,"(51.524307, -0.138057)",http://opendatacommunities.org/id/london-borough-council/camden
The Packshot Co Ltd,Unit 1-3,43 Carol Street,,NW1 0HT,1,Restaurant/Cafe/Canteen,667837,FHRS,0,0,0,5,03/07/2017,False,76717,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.139473,51.539188,15/04/2018,"(51.539188, -0.139473)",http://opendatacommunities.org/id/london-borough-council/camden
Leya'S Yard,,20 Camden High Street,London,NW1 0JH,1,Restaurant/Cafe/Canteen,426251,FHRS,0,0,5,5,19/09/2011,False,69997,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.138934,51.535328,15/04/2018,"(51.535328, -0.138934)",http://opendatacommunities.org/id/london-borough-council/camden
Seriously Italian,Eton Avenue Street Market,Eton Avenue,,,7844,Takeaway/sandwich shop,425767,FHRS,5,5,5,5,21/02/2018,False,60550,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,-0.606897,51.482325,15/04/2018,"(51.482325, -0.606897)",http://opendatacommunities.org/id/london-borough-council/camden
Sub Cafe,,90 Queen's Crescent,,NW5 4DY,1,Restaurant/Cafe/Canteen,611010,FHRS,5,5,20,1,21/03/2017,False,79027,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.151159,51.549963,15/04/2018,"(51.549963, -0.151159)",http://opendatacommunities.org/id/london-borough-council/camden
Marathon 2000 Kebab House,,87 Chalk Farm Road,London,NW1 8AR,1,Restaurant/Cafe/Canteen,424113,FHRS,10,15,20,1,04/10/2017,False,20460,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.151813,51.543805,15/04/2018,"(51.543805, -0.151813)",http://opendatacommunities.org/id/london-borough-council/camden
Starbucks Coffee Co,,99 Kingsway,London,WC2B 6QX,1,Restaurant/Cafe/Canteen,424281,FHRS,5,5,5,5,04/12/2015,False,21759,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.120133,51.516396,15/04/2018,"(51.516396, -0.120133)",http://opendatacommunities.org/id/london-borough-council/camden
Neels Newsagent,,159 Robert Street,London,NW1 3QR,4613,Retailers - other,426227,FHRS,0,0,0,5,02/03/2017,False,6961,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.143589,51.528289,15/04/2018,"(51.528289, -0.143589)",http://opendatacommunities.org/id/london-borough-council/camden
Zaytoon,,94-96 Cricklewood Broadway,London,NW2 3EL,1,Restaurant/Cafe/Canteen,425705,FHRS,15,15,20,1,21/09/2017,False,59820,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,-0.212691,51.554721,15/04/2018,"(51.554721, -0.212691)",http://opendatacommunities.org/id/london-borough-council/camden
Kopapa,,32-34 Monmouth Street,London,WC2H 9HB,7843,Pub/bar/nightclub,484787,FHRS,10,5,5,4,20/05/2015,False,67025,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.127163,51.514359,15/04/2018,"(51.514359, -0.127163)",http://opendatacommunities.org/id/london-borough-council/camden
Take Eat Home,,,,,7841,Other catering premises,976285,FHRS,5,5,10,4,23/05/2017,False,83344,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
The Imperial Hotel,,61-66 Russell Square,London,WC1B 5BA,7842,Hotel/bed & breakfast/guest house,426486,FHRS,10,15,20,1,06/10/2017,False,8777,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.124101,51.522251,15/04/2018,"(51.522251, -0.124101)",http://opendatacommunities.org/id/london-borough-council/camden
Baxter Storey at De Beers UK,,17 Charterhouse Street,London,EC1N 6RA,1,Restaurant/Cafe/Canteen,424127,FHRS,0,5,0,5,25/07/2016,False,20529,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.106468,51.518496,15/04/2018,"(51.518496, -0.106468)",http://opendatacommunities.org/id/london-borough-council/camden
St Pancras Grand and Champagne Bar by Searcys,"St Pancras Grand, St Pancras I",Euston Road,London,N1C 4QL,1,Restaurant/Cafe/Canteen,470820,FHRS,5,5,5,5,26/03/2018,False,70895,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.126145,51.531438,15/04/2018,"(51.531438, -0.126145)",http://opendatacommunities.org/id/london-borough-council/camden
Marks and Spencers Simply food,,10 Pond Street,London,NW3 2PS,7840,Retailers - supermarkets/hypermarkets,425267,FHRS,0,5,5,5,22/03/2018,False,52965,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Tasty Kebabs,,40D Kilburn High Road,London,NW6 5UA,1,Restaurant/Cafe/Canteen,424969,FHRS,0,5,10,4,06/12/2016,False,4241,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.192039,51.537139,15/04/2018,"(51.537139, -0.192039)",http://opendatacommunities.org/id/london-borough-council/camden
Alara Trading LTD,,58-60 Marchmont Street,,WC1N 1AB,1,Restaurant/Cafe/Canteen,624313,FHRS,,,,3,14/11/2017,False,76786,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125051,51.525199,15/04/2018,"(51.525199, -0.125051)",http://opendatacommunities.org/id/london-borough-council/camden
Nando's,,308 Kilburn High Road,London,NW6 2DG,1,Restaurant/Cafe/Canteen,424625,FHRS,0,5,0,5,09/05/2017,False,28719,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.20101,51.544758,15/04/2018,"(51.544758, -0.20101)",http://opendatacommunities.org/id/london-borough-council/camden
Kogooe,,79a Tottenham Court Road,London,W1T 4TB,7844,Takeaway/sandwich shop,947356,FHRS,15,5,20,1,18/01/2018,False,183179,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.135008,51.520949,15/04/2018,"(51.520949, -0.135008)",http://opendatacommunities.org/id/london-borough-council/camden
Halal Meat A-L Khayyan,,2 Quex Road,London,NW6 4PH,4613,Retailers - other,425185,FHRS,10,10,10,3,16/03/2017,False,5024,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.194992,51.539765,15/04/2018,"(51.539765, -0.194992)",http://opendatacommunities.org/id/london-borough-council/camden
Tesco Express,,23-25 Swain's Lane,London,N6 6QX,7840,Retailers - supermarkets/hypermarkets,424394,FHRS,0,0,0,5,03/09/2015,False,22554,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.149904,51.562056,15/04/2018,"(51.562056, -0.149904)",http://opendatacommunities.org/id/london-borough-council/camden
The Lion and Unicorn,,42-44 Gaisford Street,London,NW5 2ED,7843,Pub/bar/nightclub,939467,FHRS,,,,5,13/07/2017,False,182742,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.139854,51.548121,15/04/2018,"(51.548121, -0.139854)",http://opendatacommunities.org/id/london-borough-council/camden
Queen Marys,,23 East Heath Road,London,NW3 1DU,5,Hospitals/Childcare/Caring Premises,424157,FHRS,0,0,5,5,02/07/2010,False,20725,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.178652,51.560771,15/04/2018,"(51.560771, -0.178652)",http://opendatacommunities.org/id/london-borough-council/camden
Gabeto,The Stables Market,Chalk Farm Road,London,NW1 8AH,1,Restaurant/Cafe/Canteen,425032,FHRS,10,10,5,3,27/09/2017,False,45316,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.147372,51.541999,15/04/2018,"(51.541999, -0.147372)",http://opendatacommunities.org/id/london-borough-council/camden
Slatterys Bar,,69 Camden Road,London,NW1 9EU,7843,Pub/bar/nightclub,426128,FHRS,5,15,10,2,17/01/2017,False,67392,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.138125,51.542437,15/04/2018,"(51.542437, -0.138125)",http://opendatacommunities.org/id/london-borough-council/camden
Primrose Sandwich Bar,,11 York Way,London,N7 9QG,7844,Takeaway/sandwich shop,423914,FHRS,5,5,10,4,17/01/2017,False,14449,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.126141,51.543128,15/04/2018,"(51.543128, -0.126141)",http://opendatacommunities.org/id/london-borough-council/camden
Oxfam Bookshop,,47 Highgate High Street,London,N6 5JX,4613,Retailers - other,424003,FHRS,,,,Exempt,02/02/2017,False,1894,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.149011,51.5709,15/04/2018,"(51.5709, -0.149011)",http://opendatacommunities.org/id/london-borough-council/camden
Ideal Stores,,65-69 Werrington Street,London,NW1 1QP,4613,Retailers - other,424497,FHRS,5,5,10,4,02/06/2017,False,24696,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.133904,51.53175,15/04/2018,"(51.53175, -0.133904)",http://opendatacommunities.org/id/london-borough-council/camden
Bradleys,,25 Winchester Road,London,NW3 3NR,1,Restaurant/Cafe/Canteen,425212,FHRS,10,10,10,3,28/11/2017,False,5138,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.172821,51.54354,15/04/2018,"(51.54354, -0.172821)",http://opendatacommunities.org/id/london-borough-council/camden
St Mungos - Endell Street,,83 Endell Street,London,WC2H 9DN,5,Hospitals/Childcare/Caring Premises,1016168,FHRS,5,10,5,4,01/06/2017,False,183623,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126423,51.515519,15/04/2018,"(51.515519, -0.126423)",http://opendatacommunities.org/id/london-borough-council/camden
The Draft House,,43 Goodge Street,,W1T 1TA,1,Restaurant/Cafe/Canteen,499651,FHRS,,,,4,01/11/2017,False,74727,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.135755,51.519253,15/04/2018,"(51.519253, -0.135755)",http://opendatacommunities.org/id/london-borough-council/camden
Marquis Cornwallis,,31 Marchmont Street,London,WC1N 1AP,7843,Pub/bar/nightclub,425323,FHRS,5,5,5,5,31/05/2017,False,54150,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125442,51.525051,15/04/2018,"(51.525051, -0.125442)",http://opendatacommunities.org/id/london-borough-council/camden
Highgate Restaurant,Highgate Mental Health Centre,Dartmouth Park Hill,London,N19 5NX,1,Restaurant/Cafe/Canteen,952250,FHRS,0,0,0,5,17/03/2017,False,180051,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.141743,51.567241,15/04/2018,"(51.567241, -0.141743)",http://opendatacommunities.org/id/london-borough-council/camden
Peter's Pizzeria Ristorante,,65 Fairfax Road,,NW6 4EE,1,Restaurant/Cafe/Canteen,653522,FHRS,0,5,5,5,07/03/2014,False,80085,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.179648,51.542684,15/04/2018,"(51.542684, -0.179648)",http://opendatacommunities.org/id/london-borough-council/camden
Pret a Manger,,64 New Oxford Street,London,WC1A 1EU,7844,Takeaway/sandwich shop,426111,FHRS,0,0,0,5,26/07/2016,False,66797,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.127558,51.517036,15/04/2018,"(51.517036, -0.127558)",http://opendatacommunities.org/id/london-borough-council/camden
Ravi Shankar,,133-135 Drummond Street,London,NW1 2HL,1,Restaurant/Cafe/Canteen,426270,FHRS,10,10,10,3,19/09/2017,False,7029,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.136661,51.527082,15/04/2018,"(51.527082, -0.136661)",http://opendatacommunities.org/id/london-borough-council/camden
Camden FoodBank,,14 Pratt Mews,London,NW1 0AD,4613,Retailers - other,1019587,FHRS,0,5,0,5,29/11/2017,False,183011,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.140365,51.537015,15/04/2018,"(51.537015, -0.140365)",http://opendatacommunities.org/id/london-borough-council/camden
Zala Grill,Unit 39 West Yard The Stables Market,Chalk Farm Road,London,NW1 8AH,7844,Takeaway/sandwich shop,983641,FHRS,10,15,20,1,28/06/2017,False,184112,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.147372,51.542,15/04/2018,"(51.542, -0.147372)",http://opendatacommunities.org/id/london-borough-council/camden
Schnitzel,,339 West End Lane,London,NW6 1RS,7844,Takeaway/sandwich shop,1019583,FHRS,10,15,10,2,20/11/2017,False,181306,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.193084,51.551903,15/04/2018,"(51.551903, -0.193084)",http://opendatacommunities.org/id/london-borough-council/camden
Bleeding Heart Bistro,,7 Bleeding Heart Yard,London,EC1N 8SJ,1,Restaurant/Cafe/Canteen,425535,FHRS,10,5,5,4,22/10/2015,False,57275,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.106966,51.519358,15/04/2018,"(51.519358, -0.106966)",http://opendatacommunities.org/id/london-borough-council/camden
Merron Ltd,Corams Fields,93 Guilford Street,,WC1N 1DN,1,Restaurant/Cafe/Canteen,989035,FHRS,5,10,10,3,12/07/2017,False,81451,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.120096,51.523552,15/04/2018,"(51.523552, -0.120096)",http://opendatacommunities.org/id/london-borough-council/camden
Elysee Restaurant,,13 Percy Street,London,W1T 1DP,1,Restaurant/Cafe/Canteen,423691,FHRS,5,5,5,5,16/03/2017,False,10667,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.133055,51.518311,15/04/2018,"(51.518311, -0.133055)",http://opendatacommunities.org/id/london-borough-council/camden
Onion,,1 Sicilian Avenue,London,WC1A 2QH,1,Restaurant/Cafe/Canteen,423741,FHRS,10,5,5,4,08/05/2017,False,11413,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.121348,51.518385,15/04/2018,"(51.518385, -0.121348)",http://opendatacommunities.org/id/london-borough-council/camden
Great Queen Street,,32 Great Queen Street,London,WC2B 5AA,1,Restaurant/Cafe/Canteen,425438,FHRS,5,10,10,3,14/06/2017,False,55893,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.121914,51.515147,15/04/2018,"(51.515147, -0.121914)",http://opendatacommunities.org/id/london-borough-council/camden
Camden Coffee Shop,,11 Delancey Street,London,NW1 7NL,1,Restaurant/Cafe/Canteen,425779,FHRS,0,5,0,5,28/03/2017,False,6068,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.141666,51.536927,15/04/2018,"(51.536927, -0.141666)",http://opendatacommunities.org/id/london-borough-council/camden
University of Law,,14 Store Street,London,WC1E 7DE,7845,School/college/university,424457,FHRS,10,10,10,3,06/10/2017,False,23670,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.131601,51.520032,15/04/2018,"(51.520032, -0.131601)",http://opendatacommunities.org/id/london-borough-council/camden
Dim T,,3 Heath Street,London,NW3 6TP,1,Restaurant/Cafe/Canteen,424111,FHRS,5,5,10,4,17/05/2017,False,2044,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.178639,51.555303,15/04/2018,"(51.555303, -0.178639)",http://opendatacommunities.org/id/london-borough-council/camden
Guanabana Café,,83 Kentish Town Road,,NW1 8NY,1,Restaurant/Cafe/Canteen,583260,FHRS,10,5,5,4,03/05/2016,False,77713,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142011,51.543317,15/04/2018,"(51.543317, -0.142011)",http://opendatacommunities.org/id/london-borough-council/camden
Carlton Primary School,,242 Grafton Road,London,NW5 4AU,7845,School/college/university,424797,FHRS,0,10,0,4,17/07/2017,False,3494,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,-0.150937,51.552586,15/04/2018,"(51.552586, -0.150937)",http://opendatacommunities.org/id/london-borough-council/camden
Papa John’s,,51a Camden High Street,,NW1 7JH,7844,Takeaway/sandwich shop,493454,FHRS,5,5,5,5,10/01/2018,False,76040,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.139801,51.53563,15/04/2018,"(51.53563, -0.139801)",http://opendatacommunities.org/id/london-borough-council/camden
Just Dine Restaurant,Royal Free Hospital,Pond Street,London,NW3 2QG,5,Hospitals/Childcare/Caring Premises,425573,FHRS,0,5,5,5,22/03/2018,False,57777,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Doughty Street Chambers,,53-54 Doughty Street,London,WC1N 2LS,1,Restaurant/Cafe/Canteen,717320,FHRS,5,5,5,5,04/10/2014,False,68661,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.116047,51.523301,15/04/2018,"(51.523301, -0.116047)",http://opendatacommunities.org/id/london-borough-council/camden
Air Studios,Lyndhurst Hall,Lyndhurst Road,London,NW3 5NG,1,Restaurant/Cafe/Canteen,425581,FHRS,0,10,5,4,09/07/2012,False,57860,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.169822,51.552864,15/04/2018,"(51.552864, -0.169822)",http://opendatacommunities.org/id/london-borough-council/camden
Retail 24 Food & Wine,,164 Gray's Inn Road,London,WC1X 8ED,4613,Retailers - other,424790,FHRS,0,10,10,4,14/02/2018,False,34557,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.113565,51.522216,15/04/2018,"(51.522216, -0.113565)",http://opendatacommunities.org/id/london-borough-council/camden
Swingspark Ltd Camden BnB,,1-3 Grafton Road,,NW5 3DX,7842,Hotel/bed & breakfast/guest house,1029700,FHRS,0,0,5,5,13/03/2017,False,84795,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.145273,51.547478,15/04/2018,"(51.547478, -0.145273)",http://opendatacommunities.org/id/london-borough-council/camden
Arepazo Bros.,West Yard,Camden Lock Place,London,NW1 8AF,7844,Takeaway/sandwich shop,939486,FHRS,10,15,10,2,01/12/2016,True,182990,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.146604,51.541016,15/04/2018,"(51.541016, -0.146604)",http://opendatacommunities.org/id/london-borough-council/camden
Cinnamon Village,,112 Fortess Road,London,NW5 2HL,1,Restaurant/Cafe/Canteen,989030,FHRS,10,10,20,1,11/07/2017,False,184217,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.139178,51.555502,15/04/2018,"(51.555502, -0.139178)",http://opendatacommunities.org/id/london-borough-council/camden
Dou Dou Food Ltd,,6 Kentish Town Road,,NW1 9NX,1,Restaurant/Cafe/Canteen,611001,FHRS,5,10,5,4,01/03/2017,False,78406,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142136,51.539911,15/04/2018,"(51.539911, -0.142136)",http://opendatacommunities.org/id/london-borough-council/camden
Caffe Nero,,54 Theobald's Road,London,WC1X 8NW,1,Restaurant/Cafe/Canteen,425543,FHRS,5,5,5,5,09/03/2011,False,57426,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.116079,51.521025,15/04/2018,"(51.521025, -0.116079)",http://opendatacommunities.org/id/london-borough-council/camden
Shu Xiangge Chinese Hot Pot,,43 New Oxford Street,London,WC1A 1BH,1,Restaurant/Cafe/Canteen,894292,FHRS,15,15,10,2,14/11/2017,False,181636,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125225,51.51699,15/04/2018,"(51.51699, -0.125225)",http://opendatacommunities.org/id/london-borough-council/camden
Bloomsburys,,35 Theobald's Road,,WC1X 8SP,1,Restaurant/Cafe/Canteen,976286,FHRS,0,5,5,5,07/06/2017,False,83346,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.11828,51.520062,15/04/2018,"(51.520062, -0.11828)",http://opendatacommunities.org/id/london-borough-council/camden
Starbucks Coffee,,55 England's Lane,London,NW3 4YD,1,Restaurant/Cafe/Canteen,424496,FHRS,5,5,5,5,25/02/2011,False,24654,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,-0.162326,51.545579,15/04/2018,"(51.545579, -0.162326)",http://opendatacommunities.org/id/london-borough-council/camden
Kilburn Ironworks,,332 Kilburn High Road,,NW6 2QN,7843,Pub/bar/nightclub,773828,FHRS,10,15,20,1,22/08/2017,False,80056,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.20154,51.545207,15/04/2018,"(51.545207, -0.20154)",http://opendatacommunities.org/id/london-borough-council/camden
Byron Hamburgers,,1a St Giles High Street,,WC2H 8AG,1,Restaurant/Cafe/Canteen,759332,FHRS,10,15,20,1,14/02/2018,False,80619,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.127292,51.516114,15/04/2018,"(51.516114, -0.127292)",http://opendatacommunities.org/id/london-borough-council/camden
Charles Darwin House,Charles Darwin House,12 Roger Street,,WC1N 2JU,7841,Other catering premises,765121,FHRS,5,5,10,4,05/10/2016,False,83044,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.115118,51.522637,15/04/2018,"(51.522637, -0.115118)",http://opendatacommunities.org/id/london-borough-council/camden
The Pineapple Public House,,51 Leverton Street,London,NW5 2NX,7843,Pub/bar/nightclub,424606,FHRS,0,10,10,4,08/03/2016,False,2802,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.139534,51.553493,15/04/2018,"(51.553493, -0.139534)",http://opendatacommunities.org/id/london-borough-council/camden
Ciao Ciao Restaurant,,334 Kilburn High Road,,NW6 2QN,1,Restaurant/Cafe/Canteen,973282,FHRS,15,15,20,1,09/05/2017,False,83527,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.20219,51.545627,15/04/2018,"(51.545627, -0.20219)",http://opendatacommunities.org/id/london-borough-council/camden
Pret A Manger Ltd,,240 High Holborn,London,WC1V 7DN,1,Restaurant/Cafe/Canteen,423788,FHRS,0,5,0,5,27/02/2018,False,12539,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.119236,51.517515,15/04/2018,"(51.517515, -0.119236)",http://opendatacommunities.org/id/london-borough-council/camden
Sabarry's Local,,73-75 Kingsgate Road,,NW6 4JY,4613,Retailers - other,704064,FHRS,10,5,5,4,30/07/2014,False,75484,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.195266,51.54246,15/04/2018,"(51.54246, -0.195266)",http://opendatacommunities.org/id/london-borough-council/camden
52 Club,Bonham Carter House,52-54 Gower Street,London,WC1E 6EB,1,Restaurant/Cafe/Canteen,425226,FHRS,5,5,5,5,28/05/2010,False,51809,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.131352,51.521539,15/04/2018,"(51.521539, -0.131352)",http://opendatacommunities.org/id/london-borough-council/camden
Saco,,82 Lamb's Conduit Street,,WC1N 3LT,7842,Hotel/bed & breakfast/guest house,978060,FHRS,0,0,0,5,12/06/2017,False,83042,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.118749,51.52266,15/04/2018,"(51.52266, -0.118749)",http://opendatacommunities.org/id/london-borough-council/camden
Giacobazzi's,,150 Fleet Road,London,NW3 2QX,4613,Retailers - other,424591,FHRS,5,5,5,5,15/11/2016,False,2701,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,-0.163092,51.553802,15/04/2018,"(51.553802, -0.163092)",http://opendatacommunities.org/id/london-borough-council/camden
Arichoke Cafe,,96 Queen's Crescent,,NW5 4DY,7844,Takeaway/sandwich shop,817062,FHRS,15,15,10,2,06/03/2018,False,83813,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Sushi & More,9 Northways Parade,Finchley Road,London,NW3 5EN,1,Restaurant/Cafe/Canteen,426131,FHRS,0,0,5,5,18/05/2017,False,67495,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.175304,51.544568,15/04/2018,"(51.544568, -0.175304)",http://opendatacommunities.org/id/london-borough-council/camden
Moroccan Cuyisine,Brunswick Market,Brunswick Centre,London,,7844,Takeaway/sandwich shop,1016185,FHRS,5,5,5,5,04/11/2017,False,193717,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,-0.166389,51.590279,15/04/2018,"(51.590279, -0.166389)",http://opendatacommunities.org/id/london-borough-council/camden
