Body,Body name,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed Expenditure Code,Date paid,Transaction Number,Net Amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Director Of Childrens Services,Employees,Agency Staff,008,20-Jan-2011,1101-06900,901.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Director Of Childrens Services,Employees,Agency Staff,008,20-Jan-2011,1101-06901,849.84,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,20-Jan-2011,1101-06902,773.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Other Childrens And Families Services,Employees,Agency Staff,008,20-Jan-2011,1101-06903,1232.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,20-Jan-2011,1101-06904,1110.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Corporate Directorate,Employees,Temporary Staff-Basic,009,20-Jan-2011,1101-06905,488.77,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06906,-1091.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Employees,Agency Staff,008,21-Jan-2011,1101-06907,667.45,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06908,496.33,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06909,461.70,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06910,1091.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06911,611.65,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06912,773.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06913,630.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21-Jan-2011,1101-06914,494.66,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,21-Jan-2011,1101-06915,1365.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Other Hired And Contracted Services,265,21-Jan-2011,1101-06916,664.13,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Assessment And Care Management,Employees,Agency Staff,008,24-Jan-2011,1101-06917,-545.20,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Employees,Agency Staff,008,24-Jan-2011,1101-06918,672.41,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Employees,Agency Staff,008,24-Jan-2011,1101-06919,652.44,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Director Of Childrens Services,Employees,Agency Staff,008,24-Jan-2011,1101-06920,790.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,25-Jan-2011,1101-06921,773.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,25-Jan-2011,1101-06922,773.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,25-Jan-2011,1101-06923,773.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,25-Jan-2011,1101-06924,773.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Employees,Agency Staff,008,25-Jan-2011,1101-06925,865.48,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,25-Jan-2011,1101-06926,1239.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Employees,Agency Staff,008,25-Jan-2011,1101-06927,478.59,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,25-Jan-2011,1101-06928,1155.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Director Of Childrens Services,Employees,Agency Staff,008,25-Jan-2011,1101-06929,548.86,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,26-Jan-2011,1101-06930,1209.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,26-Jan-2011,1101-06931,1091.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,26-Jan-2011,1101-06932,549.84,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,26-Jan-2011,1101-06933,847.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,27-Jan-2011,1101-06934,929.25,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,27-Jan-2011,1101-06935,1047.25,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,27-Jan-2011,1101-06936,1091.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,27-Jan-2011,1101-06937,1091.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Corporate Directorate,Employees,Temporary Staff-Basic,009,27-Jan-2011,1101-06938,488.77,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,27-Jan-2011,1101-06939,611.65,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Assessment And Care Management,Employees,Agency Staff,008,27-Jan-2011,1101-06940,847.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Assessment And Care Management,Employees,Agency Staff,008,27-Jan-2011,1101-06941,847.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Employees,Agency Staff,008,27-Jan-2011,1101-06942,770.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,27-Jan-2011,1101-06943,1185.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Fostering - Placement Support,550,27-Jan-2011,1101-06944,425.19,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,27-Jan-2011,1101-06945,425.19,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Employees,Agency Staff,008,27-Jan-2011,1101-06946,431.70,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Corporate Directorate,Employees,Temporary Staff-Basic,009,27-Jan-2011,1101-06947,488.77,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,28-Jan-2011,1101-06948,958.75,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,28-Jan-2011,1101-06949,1091.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,28-Jan-2011,1101-06950,776.90,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,28-Jan-2011,1101-06951,1110.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,28-Jan-2011,1101-06952,661.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,28-Jan-2011,1101-06953,1108.63,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,28-Jan-2011,1101-06954,943.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,28-Jan-2011,1101-06955,569.43,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Other Childrens And Families Services,Employees,Agency Staff,008,28-Jan-2011,1101-06956,976.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Employees,Agency Staff,008,28-Jan-2011,1101-06957,847.67,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Employees,Agency Staff,008,28-Jan-2011,1101-06958,770.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,28-Jan-2011,1101-06959,685.50,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,31-Jan-2011,1101-06960,958.75,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,31-Jan-2011,1101-06961,1619.86,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Employees,Agency Staff,008,31-Jan-2011,1101-06962,1073.00,R,Reed Specialist Recruitment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,13-Jan-2011,1101-06963,30000.00,R,REEMAP
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,19-Jan-2011,1101-06964,4340.00,R,REFLEX PRINT & DESIGN LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-06965,1035.80,R,Regent Hotel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Capital,FURNITURE AND EQUIPMENT,5,12-Jan-2011,1101-06966,797.00,C,Region Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,CONSTRUCTION,3,07-Jan-2011,1101-06967,19034.94,C,Reliance High Tech Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Support Services,Supplies and Services,Office Furniture & Equipment,201,19-Jan-2011,1101-06968,836.40,R,Reloc8 Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,07-Jan-2011,1101-06969,1607.85,R,REMPLOY LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services Managed By E.L.,Other Education Services Managed By E.L.,Supplies and Services,Office Furniture & Equipment,201,25-Jan-2011,1101-06970,1631.30,R,REMPLOY LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Support Services,Legal Disbursements,411,28-Jan-2011,1101-06971,490.00,R,RENEE P MARKS ASSOCIATES LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-06972,6515.02,R,RENEW LEEDS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-06973,44964.57,R,RENEW LEEDS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,31-Jan-2011,1101-06974,6515.02,R,RENEW LEEDS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,31-Jan-2011,1101-06975,44964.57,R,RENEW LEEDS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,'Well Being' Large Grants Projects,230,11-Jan-2011,1101-06976,5402.16,R,Renewal Leeds Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,21-Jan-2011,1101-06977,1500.00,R,Renewal Leeds Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,12-Jan-2011,1101-06978,2505.03,R,RENNICKS UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,14-Jan-2011,1101-06979,1767.64,R,RENNICKS UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,21-Jan-2011,1101-06980,543.49,R,RENNICKS UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Supplies and Services,Other Hired And Contracted Services,265,17-Jan-2011,1101-06981,16982.42,R,RENTOKIL INITIAL UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Supplies and Services,Other Hired And Contracted Services,265,17-Jan-2011,1101-06982,-16982.42,R,RENTOKIL INITIAL UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Supplies and Services,Other Hired And Contracted Services,265,25-Jan-2011,1101-06983,16982.42,R,RENTOKIL INITIAL UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Stationery & External Printing,210,05-Jan-2011,1101-06984,585.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Stationery & External Printing,210,07-Jan-2011,1101-06985,1659.60,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds    ,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Support Services,Cbr - Benefit Fraud,444,07-Jan-2011,1101-06986,1758.45,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds    ,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Support Services,Cbr - Benefit Fraud,444,07-Jan-2011,1101-06987,5749.22,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Interpretation Services,295,07-Jan-2011,1101-06988,2586.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Customer And Tenancy,Support Services,Cbr - Benefit Fraud,444,07-Jan-2011,1101-06989,2964.23,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds    ,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Support Services,Cbr - Benefit Fraud,444,07-Jan-2011,1101-06990,1659.60,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Business Improvement,Supplies and Services,Publicity & Promotional Services,267,07-Jan-2011,1101-06991,1659.60,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Stationery & External Printing,210,07-Jan-2011,1101-06992,2858.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Business Improvement,Supplies and Services,Publicity & Promotional Services,267,14-Jan-2011,1101-06993,7619.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Stationery & External Printing,210,14-Jan-2011,1101-06994,4956.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Postages,212,14-Jan-2011,1101-06995,4956.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Business Improvement,Supplies and Services,Publicity & Promotional Services,267,19-Jan-2011,1101-06996,1947.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Stationery & External Printing,210,21-Jan-2011,1101-06997,870.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Printing,215,21-Jan-2011,1101-06998,1877.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Postages,212,31-Jan-2011,1101-06999,6334.35,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Regeneration/Customer Research,Supplies and Services,Interpretation Services,295,31-Jan-2011,1101-07000,1623.00,R,RESOURCE PRINT SOLUTIONS
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Computer Software & Equipment,214,27-Jan-2011,1101-07001,1538.00,R,RESPOND GROUP LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds    ,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Supplies and Services,Office Equipment,201,07-Jan-2011,1101-07002,500.00,R,RE-WORK
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Jan-2011,1101-07003,644.00,R,REXEL SENATE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,05-Jan-2011,1101-07004,689.00,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,05-Jan-2011,1101-07005,437.55,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,07-Jan-2011,1101-07006,1097.60,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,12-Jan-2011,1101-07007,458.44,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,12-Jan-2011,1101-07008,437.55,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,14-Jan-2011,1101-07009,717.24,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,19-Jan-2011,1101-07010,860.01,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,19-Jan-2011,1101-07011,702.10,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,19-Jan-2011,1101-07012,681.21,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,21-Jan-2011,1101-07013,681.21,R,Rexel Uk Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,19-Jan-2011,1101-07014,1662.76,R,RICHMOND FELLOWSHIP/TRINITY STREET
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Other Organisations,511,07-Jan-2011,1101-07015,19920.70,R,RICHMOND HOUSE SCHOOL ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Business Improvement,Supplies and Services,Stationery & External Printing,210,12-Jan-2011,1101-07016,3427.54,R,RICOH UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-07017,3293.29,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-07018,3293.29,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-07019,3694.30,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-07020,2089.56,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-07021,20695.54,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-07022,3258.72,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-07023,3246.51,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,31-Jan-2011,1101-07024,3293.29,R,RIDINGS HOUSING ASSOCIATION
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,31-Jan-2011,1101-07025,3293.29,R,RIDINGS HOUSING ASSOCIATION
