Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,PCO0271607,442.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,PCO0271607,442.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,PCO0271607,442.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,PCO0271607,442.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 16/06/2016,PCO0271957,2769.44,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 09/06/2016,PCO0271764,3507.15,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 23/06/2016,PCO0272245,3541.2,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 30/06/2016,PCO0272406,3569.57,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 23/06/2016,OPS0272130,155.85,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,OPS0271595,75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,OPS0271595,370,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,OPS0271595,370,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,OPS0271595,370,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 16/06/2016,OPS0271949,560,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 23/06/2016,PCO0272244,735,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 30/06/2016,PCO0272405,1080,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 09/06/2016,PCO0271762,1110,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 30/06/2016,OPS0272397,72.73,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 09/06/2016,OPS0271821,306.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,PCO0271609,384.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,PCO0271610,19.4,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 09/06/2016,PCO0271765,82.45,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 02/06/2016,PCO0271610,106.7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 16/06/2016,PCO0271956,232.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PENDLE PRIMARY ACADEMY,A0090263, 23/06/2016,AAS0272190,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PENDLE VALE COLLEGE,A0059178, 23/06/2016,AAS0272191,100,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,PENNINE FIRE & SAFETY LTD,A0040931, 09/06/2016,EST0271837,37,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,PENNINE FIRE & SAFETY LTD,A0040931, 02/06/2016,EST0271657,78.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,PENNINE FIRE & SAFETY LTD,A0040931, 02/06/2016,EST0271658,64,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,PENYARD LTD,A0088704, 09/06/2016,REG0271748,3025,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,12,PEOPLE ASSET MANAGEMENT LIMITED,A0067613, 23/06/2016,PER0272309,340,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PETER BIRTWISTLE TRUST,A0081345, 23/06/2016,AAS0272192,60,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090837, 30/06/2016,PCO0272413,30,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090589, 09/06/2016,HMR0271786,5000,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,PETER WHITE SIGN DESIGN,A0010909, 16/06/2016,DAL0272030,40,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 16/06/2016,HED0271994,-310,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 16/06/2016,HED0271994,310,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Office and computer equipment,40,PHS DATASHRED,A0002886, 23/06/2016,DAL0272360,263.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Mobile Phones,45,PLUSNET TECHNOLOGIES LIMITED,A0045646, 01/06/2016,AAS0272227,15,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 23/06/2016,OPS0272272,50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 09/06/2016,PCO0271593,780.47,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,PORTABLE APPLIANCE SAFETY SERVICES LTD,A0055912, 02/06/2016,OPS0270475,29.97,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,PORTABLE APPLIANCE SAFETY SERVICES LTD,A0055912, 02/06/2016,OPS0270475,29.97,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,PORTABLE APPLIANCE SAFETY SERVICES LTD,A0055912, 09/06/2016,OPS0271832,39.96,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Printing & Stationery,43,PRINT TECHNOLOGIES LIMITED,A0021598, 16/06/2016,HED0271962,127.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,44,PRINTDESIGNS LIMITED,A0088150, 02/06/2016,DAL0271737,153.5,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,47,PRINTOFF GRAPHIC ARTS LTD,A0002115, 09/06/2016,PBC0271752,2376,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,PRINTOFF GRAPHIC ARTS LTD,A0002115, 02/06/2016,DAL0271738,280,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 02/06/2016,OPS0271594,122.22,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 02/06/2016,OPS0271594,273.38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 02/06/2016,OPS0271594,379.26,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 16/06/2016,TRE0272047,16.09,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 30/06/2016,TRE0272463,4,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,PWCGBA,A0090796, 02/06/2016,HED0271696,500,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0084247, 09/06/2016,HED0271861,85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,40,QHS SOLUTIONS LIMITED,A0071912, 01/06/2016,AAS0272226,666.67,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,R & K LATHAM & SON,A0001718, 23/06/2016,PCO0272219,225,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090602, 23/06/2016,HMR0272352,4869.7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Hire of Plant,35,R J CLOUGH & SON LTD,A0000567, 16/06/2016,PCO0272022,38.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090840, 30/06/2016,HED0272465,146,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 02/06/2016,OPS0271635,1158.77,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 30/06/2016,OPS0272400,1886.06,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 02/06/2016,OPS0271634,2070.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 09/06/2016,OPS0271820,2652.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 23/06/2016,OPS0272214,2820.17,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 09/06/2016,OPS0271820,1567.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 02/06/2016,OPS0271634,1993.93,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 02/06/2016,OPS0271635,2137.65,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 23/06/2016,OPS0272214,2308.9,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 30/06/2016,OPS0272400,2550.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 02/06/2016,OPS0271634,985.49,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 02/06/2016,OPS0271635,991.57,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 23/06/2016,OPS0272214,1456.44,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 09/06/2016,OPS0271820,1510.97,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 30/06/2016,OPS0272400,1515.74,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,RAYNORS,A0082949, 09/06/2016,PCO0271719,26.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,REEDLEY PRIMARY SCHOOL,A0051734, 23/06/2016,AAS0272193,100,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,RICHARD PEEL GROUNDCARE LIMITED,A0081331, 23/06/2016,PCO0272158,500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,RICHARD PEEL GROUNDCARE LIMITED,A0081331, 23/06/2016,PCO0272158,1430,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,47,RIGBY TAYLOR LIMITED,A0002276, 02/06/2016,PCO0271591,942,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,47,RIGHTMOVE.CO.UK,A0077496, 01/06/2016,AAS0272228,292.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,RIGHTMOVE.CO.UK,A0077496, 01/06/2016,AAS0272228,627.6,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Publicity & advertisement,47,RIVER PUBLISHING LIMITED,A0066194, 09/06/2016,REG0271880,400,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Premises Cleaning,26,ROACH CLEANING & MAINTENANCE SERVICES LTD,A0051553, 09/06/2016,HMR0271848,40,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,ROAD SAFETY SERVICES LIMITED,A0071044, 16/06/2016,DAL0272064,700,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,ROBERTSON MEMORIALS,A0002590, 09/06/2016,PCO0271807,213.77,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 16/06/2016,ENV0272137,71,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 16/06/2016,ENV0272138,61,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 16/06/2016,ENV0272139,61,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 02/06/2016,ENV0271688,373.5,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 09/06/2016,ENV0271897,58,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 23/06/2016,ENV0272153,195,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,44,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 02/06/2016,ENV0271686,58,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,44,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 02/06/2016,ENV0271687,58,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,93,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 09/06/2016,PBC0271806,195,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,ROLLS ROYCE LEISURE,A0040636, 23/06/2016,AAS0272194,400,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,ROLLS ROYCE LEISURE,A0040636, 02/06/2016,DAL0271699,2260.42,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,92,ROOF SPACE CONVERSIONS,A0090820, 16/06/2016,PBC0272049,8.33,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,46,REDACTED - PERSONAL DATA,A0090717, 02/06/2016,DAL0271707,71.25,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,46,REDACTED - PERSONAL DATA,A0090717, 02/06/2016,DAL0271707,78.4,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,46,REDACTED - PERSONAL DATA,A0090717, 02/06/2016,DAL0271707,102.25,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,ROSSENDALE BOROUGH COUNCIL,A0057585, 09/06/2016,PCO0271818,6797.67,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,ROSSENDALE VULCANISING (SALES LTD),A0051239, 09/06/2016,PCO0271728,50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,ROSSENDALE VULCANISING (SALES LTD),A0051239, 09/06/2016,PCO0271728,40,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,ROSSENDALE VULCANISING (SALES LTD),A0051239, 09/06/2016,PCO0271728,40,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,ROSSENDALE VULCANISING (SALES LTD),A0051239, 09/06/2016,PCO0271728,12,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,ROSSENDALE VULCANISING (SALES LTD),A0051239, 09/06/2016,PCO0271727,97,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,ROSSENDALE VULCANISING (SALES LTD),A0051239, 09/06/2016,PCO0271728,22,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,ROSSENDALE VULCANISING (SALES LTD),A0051239, 09/06/2016,PCO0271727,62,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,ROUGHLEE VILLAGE CENTRE,A0007478, 23/06/2016,AAS0272213,75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272362,-27.13,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,0.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,3.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272362,439.29,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,502.18,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,650.01,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,191.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,245.66,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272359,420.97,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272359,502.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,12.18,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,20.06,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,0.52,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,0.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,1.96,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,18.11,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,65.66,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 02/06/2016,DAL0271583,10.4,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,121.71,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,200.41,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,11.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,34.46,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,14.54,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,17.14,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,0.63,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,3.12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 30/06/2016,OPS0272412,-10.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 30/06/2016,OPS0272412,169.35,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,808.06,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,959.77,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,3.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,10.44,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,0.95,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,HED0271833,111.6,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,165.12,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 09/06/2016,DAL0271773,360.19,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 16/06/2016,DAL0272060,299.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,ROYAL MAIL GROUP LIMITED,A0002281, 23/06/2016,DAL0272353,11.44,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Newspapers & Periodicals,43,RUKHSAR KHALIQ - CARR ROAD NEWS,A0000067, 16/06/2016,DAL0272061,2,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Newspapers & Periodicals,43,RUKHSAR KHALIQ - CARR ROAD NEWS,A0000067, 16/06/2016,DAL0272061,50.7,N,N/A,N,N/A
