ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6459.75 ,DAY CARE,V001099456
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6461.73 ,DAY CARE,V001099462
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,7553.70 ,DAY CARE,V001099453
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,9182.25 ,DAY CARE,V001099473
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,9994.05 ,DAY CARE,V001099469
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,10335.60 ,DAY CARE,V001099437
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,10455.30 ,DAY CARE,V001099451
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,11048.40 ,DAY CARE,V001099458
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,11795.85 ,DAY CARE,V001099455
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,13840.20 ,DAY CARE,V001099454
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,544.82 ,MANDATORY AWARDS,V001099379
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,545.76 ,MANDATORY AWARDS,V001099523
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,567.00 ,MANDATORY AWARDS,V001099498
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,585.00 ,MANDATORY AWARDS,V001099489
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,585.00 ,MANDATORY AWARDS,V001099511
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,586.08 ,MANDATORY AWARDS,V001099497
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,740.36 ,MANDATORY AWARDS,V001099415
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,819.00 ,MANDATORY AWARDS,V001099508
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,819.58 ,MANDATORY AWARDS,V001099421
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,837.00 ,MANDATORY AWARDS,V001099500
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,882.00 ,MANDATORY AWARDS,V001099490
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,956.70 ,MANDATORY AWARDS,V001099506
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,968.92 ,MANDATORY AWARDS,V001099381
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,1046.22 ,MANDATORY AWARDS,V001099373
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,1071.84 ,MANDATORY AWARDS,V001099369
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,1208.06 ,MANDATORY AWARDS,V001099493
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,1407.40 ,MANDATORY AWARDS,V001099365
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,1935.36 ,MANDATORY AWARDS,V001099361
ROCHDALE BOROUGH COUNCIL,14/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,14/02/2017,1961.27 ,MANDATORY AWARDS,V001094989
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,2691.00 ,MANDATORY AWARDS,V001099522
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,2708.46 ,MANDATORY AWARDS,V001099398
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,2835.36 ,MANDATORY AWARDS,V001099395
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,3038.58 ,MANDATORY AWARDS,V001099368
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,3172.76 ,MANDATORY AWARDS,V001099363
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,3228.90 ,MANDATORY AWARDS,V001099400
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,3435.42 ,MANDATORY AWARDS,V001099357
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,3729.15 ,MANDATORY AWARDS,V001099391
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,3849.15 ,MANDATORY AWARDS,V001099393
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,3897.00 ,MANDATORY AWARDS,V001099428
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4104.72 ,MANDATORY AWARDS,V001099392
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4371.84 ,MANDATORY AWARDS,V001099397
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4549.86 ,MANDATORY AWARDS,V001099426
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4621.04 ,MANDATORY AWARDS,V001099429
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4716.75 ,MANDATORY AWARDS,V001099371
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4745.46 ,MANDATORY AWARDS,V001099390
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4778.27 ,MANDATORY AWARDS,V001099422
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,4895.10 ,MANDATORY AWARDS,V001099360
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,5418.60 ,MANDATORY AWARDS,V001099427
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,5427.75 ,MANDATORY AWARDS,V001099425
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,5504.40 ,MANDATORY AWARDS,V001099376
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,5751.28 ,MANDATORY AWARDS,V001099418
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6032.88 ,MANDATORY AWARDS,V001099364
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6062.48 ,MANDATORY AWARDS,V001099419
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6161.26 ,MANDATORY AWARDS,V001099375
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6162.84 ,MANDATORY AWARDS,V001099378
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6293.10 ,MANDATORY AWARDS,V001099370
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6581.70 ,MANDATORY AWARDS,V001099430
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6628.98 ,MANDATORY AWARDS,V001099409
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6681.24 ,MANDATORY AWARDS,V001099362
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,6691.02 ,MANDATORY AWARDS,V001099389
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,7432.56 ,MANDATORY AWARDS,V001099387
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,7862.40 ,MANDATORY AWARDS,V001099358
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,8097.96 ,MANDATORY AWARDS,V001099404
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,8134.92 ,MANDATORY AWARDS,V001099406
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,8652.81 ,MANDATORY AWARDS,V001099384
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,8871.10 ,MANDATORY AWARDS,V001099382
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,9234.00 ,MANDATORY AWARDS,V001099356
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,9807.15 ,MANDATORY AWARDS,V001099399
ROCHDALE BOROUGH COUNCIL,14/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,14/02/2017,10000.00 ,MANDATORY AWARDS,V001094988
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,10175.45 ,MANDATORY AWARDS,V001099410
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,10210.32 ,MANDATORY AWARDS,V001099394
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,10603.51 ,MANDATORY AWARDS,V001099388
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,11056.50 ,MANDATORY AWARDS,V001099367
ROCHDALE BOROUGH COUNCIL,20/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/02/2017,1200.00 ,PROFESSIONAL FEES,V001090563
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,11238.76 ,MANDATORY AWARDS,V001099396
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,11247.12 ,MANDATORY AWARDS,V001099424
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,11779.02 ,MANDATORY AWARDS,V001099359
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,12355.56 ,MANDATORY AWARDS,V001099405
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,12950.43 ,MANDATORY AWARDS,V001099411
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,13157.46 ,MANDATORY AWARDS,V001099385
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,13202.32 ,MANDATORY AWARDS,V001099386
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,13403.85 ,MANDATORY AWARDS,V001099402
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,13491.00 ,MANDATORY AWARDS,V001099420
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,13803.05 ,MANDATORY AWARDS,V001099401
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,13830.06 ,MANDATORY AWARDS,V001099417
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,14671.90 ,MANDATORY AWARDS,V001099407
ROCHDALE BOROUGH COUNCIL,10/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10/02/2017,850.00 ,COSTS MET BY SCHOOL,V001094032
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,14776.43 ,MANDATORY AWARDS,V001099380
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,15229.33 ,MANDATORY AWARDS,V001099413
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,15385.10 ,MANDATORY AWARDS,V001099412
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,17826.48 ,MANDATORY AWARDS,V001099408
ROCHDALE BOROUGH COUNCIL,17/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/02/2017,1854.40 ,HOME CARE - CHILDRENS SERVICES,V001096919
ROCHDALE BOROUGH COUNCIL,08/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,08/02/2017,4753.66 ,OTHER LA`S - SEN PROVISION,V001086873
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,10/02/2017,680.80 ,CONTRACTS,V001094181
ROCHDALE BOROUGH COUNCIL,24/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,24/02/2017,680.80 ,CONTRACTS,V001098661
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,10/02/2017,827.64 ,CONTRACTS,V001093932
ROCHDALE BOROUGH COUNCIL,24/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,24/02/2017,827.64 ,CONTRACTS,V001098417
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,18407.98 ,MANDATORY AWARDS,V001099423
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,19161.45 ,MANDATORY AWARDS,V001099416
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,24204.10 ,MANDATORY AWARDS,V001099377
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,25326.59 ,MANDATORY AWARDS,V001099403
ROCHDALE BOROUGH COUNCIL,13/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13/02/2017,25344.90 ,MANDATORY AWARDS,V001094805
ROCHDALE BOROUGH COUNCIL,13/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13/02/2017,41034.60 ,MANDATORY AWARDS,V001094806
ROCHDALE BOROUGH COUNCIL,08/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,08/02/2017,509.90 ,RENT ALLOWS-PRIVATE TENANTS ST,V001092813
ROCHDALE BOROUGH COUNCIL,22/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,22/02/2017,516.95 ,RENT ALLOWS-PRIVATE TENANTS ST,V001098722
ROCHDALE BOROUGH COUNCIL,15/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,15/02/2017,640.01 ,RENT ALLOWS-PRIVATE TENANTS ST,V001095545
ROCHDALE BOROUGH COUNCIL,01/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,01/02/2017,659.70 ,RENT ALLOWS-PRIVATE TENANTS ST,V001090475
ROCHDALE BOROUGH COUNCIL,08/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,08/02/2017,673.40 ,RENT ALLOWS-PRIVATE TENANTS ST,V001092787
ROCHDALE BOROUGH COUNCIL,01/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,01/02/2017,692.72 ,RENT ALLOWS-PRIVATE TENANTS ST,V001090499
ROCHDALE BOROUGH COUNCIL,01/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,01/02/2017,755.32 ,RENT ALLOWS-PRIVATE TENANTS ST,V001090502
ROCHDALE BOROUGH COUNCIL,08/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,08/02/2017,851.18 ,RENT ALLOWS-PRIVATE TENANTS ST,V001092793
ROCHDALE BOROUGH COUNCIL,01/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,01/02/2017,866.25 ,RENT ALLOWS-PRIVATE TENANTS ST,V001090485
ROCHDALE BOROUGH COUNCIL,22/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,22/02/2017,960.50 ,RENT ALLOWS-PRIVATE TENANTS ST,V001098712
ROCHDALE BOROUGH COUNCIL,22/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,22/02/2017,1055.10 ,RENT ALLOWS-PRIVATE TENANTS ST,V001098703
ROCHDALE BOROUGH COUNCIL,08/02/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,08/02/2017,1211.50 ,RENT ALLOWS-PRIVATE TENANTS ST,V001092798
ROCHDALE BOROUGH COUNCIL,10/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10/02/2017,914.96 ,FOSTER PARENTS BASIC ALLOWANCE,V001093964
ROCHDALE BOROUGH COUNCIL,10/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10/02/2017,914.96 ,FOSTER PARENTS BASIC ALLOWANCE,V001093995
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,914.96 ,FOSTER PARENTS BASIC ALLOWANCE,V001098449
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/02/2017,914.96 ,FOSTER PARENTS BASIC ALLOWANCE,V001098480
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/02/2017,683.84 ,DIRECT PAYMENTS,V001097398
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/02/2017,685.04 ,DIRECT PAYMENTS,V001097533
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/02/2017,704.00 ,DIRECT PAYMENTS,V001097320
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/02/2017,880.80 ,DIRECT PAYMENTS,V001097364
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/02/2017,880.80 ,DIRECT PAYMENTS,V001097365
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/02/2017,1024.04 ,DIRECT PAYMENTS,V001097151
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,-842.56 ,FOSTER PARENTS BASIC ALLOWANCE,V001094095
ROCHDALE BOROUGH COUNCIL,20/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,20/02/2017,-552.84 ,FOSTER PARENTS BASIC ALLOWANCE,V001094106
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,627.96 ,FOSTER PARENTS BASIC ALLOWANCE,V001093940
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,627.96 ,FOSTER PARENTS BASIC ALLOWANCE,V001098425
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,668.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001093998
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,668.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001093998
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,668.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001098483
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,668.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001098483
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,758.60 ,FOSTER PARENTS BASIC ALLOWANCE,V001094166
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,758.60 ,FOSTER PARENTS BASIC ALLOWANCE,V001098646
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,1685.12 ,FOSTER PARENTS BASIC ALLOWANCE,V001094095
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,532.14 ,FOSTER PARENTS BASIC ALLOWANCE,V001094035
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,532.14 ,FOSTER PARENTS BASIC ALLOWANCE,V001098518
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,587.66 ,FOSTER PARENTS BASIC ALLOWANCE,V001093924
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,587.66 ,FOSTER PARENTS BASIC ALLOWANCE,V001098409
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,641.86 ,FOSTER PARENTS BASIC ALLOWANCE,V001094069
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,641.86 ,FOSTER PARENTS BASIC ALLOWANCE,V001098552
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,653.38 ,FOSTER PARENTS BASIC ALLOWANCE,V001094180
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,653.38 ,FOSTER PARENTS BASIC ALLOWANCE,V001098660
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,676.46 ,FOSTER PARENTS BASIC ALLOWANCE,V001094196
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,676.46 ,FOSTER PARENTS BASIC ALLOWANCE,V001098675
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,699.76 ,FOSTER PARENTS BASIC ALLOWANCE,V001093894
ROCHDALE BOROUGH COUNCIL,24/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,24/02/2017,699.76 ,FOSTER PARENTS BASIC ALLOWANCE,V001098379
ROCHDALE BOROUGH COUNCIL,10/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,10/02/2017,746.68 ,FOSTER PARENTS BASIC ALLOWANCE,V001094178
