Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372, 15/10/2015,�10.00,AAS0265645,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372, 15/10/2015,�10.00,AAS0265646,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372, 15/10/2015,�10.33,AAS0265645,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372, 15/10/2015,�16.79,AAS0265644,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372, 15/10/2015,�46.00,AAS0265640,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372, 15/10/2015,"�1,435.57",AAS0265640,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,,9302,Fees Income : Non-VATable,WILKIN CHAPMAN LLP,A0084376, 01/10/2015,"-�2,213.40",TRE0265242,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,,9302,Fees Income : Non-VATable,WILKIN CHAPMAN LLP,A0084376, 01/10/2015,"�2,213.40",TRE0265242,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,ELITE PLUMBING,A0084584, 08/10/2015,�200.00,HMR0265423,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,ELITE PLUMBING,A0084584, 15/10/2015,�50.00,HMR0265599,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,VICTORIA PARK PAVILION CIC,A0085028, 01/10/2015,�28.50,HED0265215,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 29/10/2015,"�5,134.00",HMR0265848,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 01/10/2015,�75.00,ENV0265315,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 22/10/2015,�72.00,ENV0265815,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 29/10/2015,�111.00,ENV0265971,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4401,Consultants Fees,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 29/10/2015,�58.00,ENV0265972,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,NELSON CEMETERIES & ALLOTMENTS SOCIETY,A0085554, 15/10/2015,�150.00,HED0265548,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,MOVING PEOPLE BUS & COACHES SERVICES,A0085562, 29/10/2015,-�14.00,REG4004827,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,MOVING PEOPLE BUS & COACHES SERVICES,A0085562, 29/10/2015,"�1,956.00",REG0265913,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 08/10/2015,�136.50,HMR0265496,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD20,Public Realm,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 29/10/2015,�550.00,HED0265979,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,POLYTAN SPORTS SURFACES (UK) LIMITED,A0086557, 01/10/2015,�450.00,EST0265253,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,POLYTAN SPORTS SURFACES (UK) LIMITED,A0086557, 01/10/2015,"�2,769.78",EST0265272,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3502,Hire of Plant,WEST WALLASEY CAR HIRE LIMITED,A0087005, 15/10/2015,�232.00,PCO0265571,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,WEST WALLASEY CAR HIRE LIMITED,A0087005, 08/10/2015,�182.29,OPS0265482,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,WEST WALLASEY CAR HIRE LIMITED,A0087005, 08/10/2015,�182.29,OPS0265483,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MARCHBRIDGE BUILDERS LIMITED,A0087284, 29/10/2015,�435.00,HED0265904,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MARCHBRIDGE BUILDERS LIMITED,A0087284, 22/10/2015,"�3,111.01",HED0265755,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,MARCHBRIDGE BUILDERS LIMITED,A0087284, 15/10/2015,"�3,600.00",HED0265541,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,CD14,Capital : Payments,PRINTDESIGNS LIMITED,A0088150, 01/10/2015,�90.00,DAL0265334,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708, 01/10/2015,�55.00,TRE0265244,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708, 01/10/2015,�110.00,TRE0265243,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708, 15/10/2015,�110.00,TRE0265605,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708, 15/10/2015,�220.00,TRE0265669,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933, 15/10/2015,�50.00,PER0265673,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4401,Consultants Fees,AURORA ACCOUNTING SERVICES,A0089134, 08/10/2015,"�1,470.00",AAS0265450,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4401,Consultants Fees,AURORA ACCOUNTING SERVICES,A0089134, 08/10/2015,"�1,560.00",AAS0265451,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,FURNITUBES INTERNATIONAL LIMITED,A0089257, 22/10/2015,�406.00,HED0265827,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,EASIBATHE LIMITED,A0089372, 08/10/2015,"�1,173.34",HMR0265420,No,N/A,N,195.56
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,SOLOPROTECT LIMITED,A0089719, 01/10/2015,�10.63,OPS0265262,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,SOLOPROTECT LIMITED,A0089719, 01/10/2015,�372.05,OPS0265264,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,SOLOPROTECT LIMITED,A0089719, 08/10/2015,�42.52,ENV0265462,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,INFORM CPI LIMITED,A0089895, 29/10/2015,"�6,000.00",AAS0265933,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,Redacted - Personal Data,A0089941, 08/10/2015,�30.00,COR0265383,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIGHTNING CONSULTANTS (UK) LIMITED,A0089984, 01/10/2015,�205.00,EST0265248,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIGHTNING CONSULTANTS (UK) LIMITED,A0089984, 01/10/2015,�205.00,EST0265247,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,LIGHTNING CONSULTANTS (UK) LIMITED,A0089984, 01/10/2015,�215.00,EST0265249,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,O`CALLAGHAN LIMITED,A0090052, 08/10/2015,"�1,817.76",HED0265427,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,O`CALLAGHAN LIMITED,A0090052, 08/10/2015,"�4,241.44",HED0265427,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,O`CALLAGHAN LIMITED,A0090052, 08/10/2015,"�2,762.65",HED0265428,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,O`CALLAGHAN LIMITED,A0090052, 08/10/2015,"�6,446.17",HED0265428,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,B & W PLANT HIRE AND SALES LTD,A0090057, 01/10/2015,�16.80,PCO0265217,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,B & W PLANT HIRE AND SALES LTD,A0090057, 01/10/2015,�195.00,PCO0265217,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,"�1,862.08",OPS0265188,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,"�2,710.63",OPS0265187,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 15/10/2015,"�2,739.86",OPS0265639,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 29/10/2015,"�2,754.21",OPS0265896,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 15/10/2015,"�2,769.10",OPS0265642,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,"�2,871.58",OPS0265273,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 15/10/2015,�981.18,OPS0265642,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 29/10/2015,"�1,141.40",OPS0265896,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 15/10/2015,"�1,644.40",OPS0265639,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,"�1,735.02",OPS0265187,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,"�1,963.62",OPS0265188,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,"�1,987.40",OPS0265273,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,�373.56,OPS0265273,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 15/10/2015,�749.25,OPS0265639,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,�813.31,OPS0265187,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 01/10/2015,�957.95,OPS0265188,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 15/10/2015,"�1,074.92",OPS0265642,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 29/10/2015,"�1,819.96",OPS0265896,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,PENDLE CARE & SUPPORT SERVICES,A0090084, 01/10/2015,"�2,604.25",REG0265240,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,WE LOVE CREATIVE LIMITED,A0090098, 08/10/2015,�650.00,REG0265445,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,LEWIS EQUIPMENT LIMITED,A0090108, 15/10/2015,�12.50,PCO0265563,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,LEWIS EQUIPMENT LIMITED,A0090108, 15/10/2015,�45.00,PCO0265563,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MARTIN LEE,A0090177, 22/10/2015,�250.00,PCO0265721,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MARTIN LEE,A0090177, 22/10/2015,�250.00,PCO0265721,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MARTIN LEE,A0090177, 22/10/2015,�250.00,PCO0265721,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MARTIN LEE,A0090177, 22/10/2015,�250.00,PCO0265721,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4401,Consultants Fees,OSBORNE RICHARDSON LIMITED,A0090227, 08/10/2015,�747.10,HMR0265349,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4401,Consultants Fees,OSBORNE RICHARDSON LIMITED,A0090227, 15/10/2015,�754.29,REG0265542,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4401,Consultants Fees,OSBORNE RICHARDSON LIMITED,A0090227, 01/10/2015,�768.69,HMR0265230,No,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4705,Other Expenses,PROGRAMME OFFICER SERVICES LIMITED,A0090249, 29/10/2015,"�1,080.00",PBC0265844,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Premises Related Expense,2301,Rents,DIOCESE OF LEEDS ST JOSEPHS BARNOLDSWICK,A0090262, 29/10/2015,�200.00,DAL0265994,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�41.74,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�48.21,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�63.95,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�67.01,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�83.13,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�121.32,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�219.94,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�266.22,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�286.86,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�64.75,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�165.86,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�202.17,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�230.12,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�169.82,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�171.59,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�187.59,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�221.91,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�179.70,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�183.27,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�255.20,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�258.87,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�138.43,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�176.81,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�184.47,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�195.18,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�124.39,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�136.77,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�145.70,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�147.87,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�26.24,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�37.67,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�38.08,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�43.21,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�46.43,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�46.47,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�70.86,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�79.37,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�82.23,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�262.54,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�43.62,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�50.79,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�51.27,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�79.63,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�150.30,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�154.12,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�165.62,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�201.15,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�92.11,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�125.61,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�132.32,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�173.66,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�189.04,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�198.36,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�213.34,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�255.99,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�37.51,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�41.98,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�42.16,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�51.44,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�43.61,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�44.84,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�81.49,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�51.24,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�96.06,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 13/10/2015,�110.00,AAS0265664,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 27/10/2015,�125.31,AAS0265859,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�189.50,AAS0265580,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�242.38,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 20/10/2015,�147.39,AAS0265842,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,FUELMATE LTD,A0090265, 06/10/2015,�150.95,AAS0265580,No,N/A,N,N/A
