Publisher Label,Publisher URI,"Contract Reference","Title of the Agreement","Directorate or service responsible","Description of goods and services","Procurement classification: CPV code","Procurement classification: CPV label","Procurement classification: Proclass code","Procurement classification: Proclass label","Start date","End date","Review date","Contract value","Irrecoverable VAT","Supplier name","Supplier registered company number","Supplier registered company number Uri","Supplier registered charity number","Supplier registered charity number Uri","SME supplier","VCSE supplier","Tender type"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Wilks Head & Eve LLP","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"GL Hearn","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Allsop LLP","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Pellings LLP","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Wildstone Property Limited","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Horton and Garton Ltd,","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Knight frank llp","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Carter Jonas LLP","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Andrews & Robertson","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Kerr And Co","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Savills","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RXEFY","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","Rede","Inter-Authority Access Agreement to Famework Agreement for The Provision of professional Property Services","70000000","Real estate services","191700","Facilities & Management Services",01/09/2014 00:00:00,31/08/2017 00:00:00,31/03/2017 00:00:00,29793,0,"Bruton Knowles","6382509","https://beta.companieshouse.gov.uk/company/6382509","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9TMEEQ","Agreement for the Provision of Home Energy Visiting Services","Rede","Agreement for the Provision of Home Energy Visiting Services","9000000","Petroleum products, fuel, electricity and other sources of energy","379999","Utilities",01/09/2014 00:00:00,31/03/2015 00:00:00,20/02/2015 00:00:00,-24000,0,"Groundwork London","4212532","https://beta.companieshouse.gov.uk/company/4212532","1121105","http://apps.charitycommission.gov.uk/Showcharity/RegisterOfCharities/CharityWithoutPartB.aspx?RegisteredCharityNumber=1121105","Yes","Yes","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CCGT","Midsummer Avenue","HH","Midsummer Avenue","45000000","Construction work","399999","Works - Construction, Repair & Maintenance",01/09/2014 00:00:00,01/02/2017 00:00:00,01/11/2016 00:00:00,16000000,0,"United House Ltd","817560","https://beta.companieshouse.gov.uk/company/817560","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CCZ2","Tivoli Road","HH","Tivoli Road","45000000","Construction work","399999","Works - Construction, Repair & Maintenance",01/09/2014 00:00:00,01/07/2017 00:00:00,01/04/2017 00:00:00,100000,0,"United House Ltd","817560","https://beta.companieshouse.gov.uk/company/817560","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9N4C-5DUUZS","Sector Research","Corporate Resources","Sector Research","73000000","Research and development services and related consultancy services","152200","Consultancy",15/09/2014 00:00:00,26/01/2015 00:00:00,12/03/2016 00:00:00,10605000,0,"Regeneris Consulting","4028436","https://beta.companieshouse.gov.uk/company/4028436","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QSDGZ","Concession Contract for the provision and operation of the Hounslow High Street Market","rede","Concession Contract for the provision and operation of the Hounslow High Street Market","98300000","Miscellaneous services","No Match","",30/09/2014 00:00:00,29/09/2018 00:00:00,01/01/2018 00:00:00,5341000,0,"Tudor markets","8406586","https://beta.companieshouse.gov.uk/company/8406586","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Sevacare (UK) Ltd","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Mears Care Limited","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Westminster Homecare Limited","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"United Response","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Voyage Ltd","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"HOLISTIC COMMUNITY CARE LIMITED","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Support for Living","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Brook Street (UK) Ltd","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"MNA Home Care Services Ltd","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Together Working For Wellbeing","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Quality Caring Limited","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Avant Healthcare Services Limited","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Carewatch","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"MiHomecare","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Haven Care","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Housing & Care 21","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Positive Care Link","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Care Oulook LTD","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"NATION CARE AGENCY","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"Eleanor Nursing & Social Care Limited","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"De Vere Care","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9GQL3S","Personal Care Framework","Corporate Resources","Personal Care Framework","85000000","Health and social work services","319999","Healthcare",01/10/2014 00:00:00,30/09/2017 00:00:00,16/03/2016 00:00:00,5341000,0,"London Care Plc","3615347","https://beta.companieshouse.gov.uk/company/3615347","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9PPEEP","Provision of Pension Fund Investment Consultancy","corporate resourches","Provision of Pension Fund Investment Consultancy","66523000","Pension fund consultancy services","201810","Financial Services",01/10/2014 00:00:00,30/09/2017 00:00:00,30/09/2016 00:00:00,100000,0,"AllenbridgeEPIC Investment Advisers","4533331","https://beta.companieshouse.gov.uk/company/4533331","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CCDA","New Heston Road","HH","New Heston Road","45000000","Construction work","399999","Works - Construction, Repair & Maintenance",01/10/2014 00:00:00,01/12/2016 00:00:00,01/11/2015 00:00:00,10605000,0,"United House Ltd","817560","https://beta.companieshouse.gov.uk/company/817560","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CCLW","Hogarth Court","HH","Hogarth Court","45000000","Construction work","399999","Works - Construction, Repair & Maintenance",01/10/2014 00:00:00,01/04/2017 00:00:00,01/01/2017 00:00:00,69823.22,0,"United House Ltd","817560","https://beta.companieshouse.gov.uk/company/817560","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CCQB","Rectory Court","HH","Rectory Court","45000000","Construction work","399999","Works - Construction, Repair & Maintenance",01/10/2014 00:00:00,01/04/2017 00:00:00,01/01/2017 00:00:00,4500000,0,"United House Ltd","817560","https://beta.companieshouse.gov.uk/company/817560","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Lydia Mardel","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"RedQuadrant","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"The Diversity Practice","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Kirstie Mclachlan","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Angela  Sutter","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Mary Foster","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Policing Matters","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Chris Webbley","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"CTI  Ltd","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Neela Bettridge","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Different Development","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9MPC-AWFJW1","Request for Quote - Senior Management Leadership Coaching","Chief Executives Department","Request for Quote - Senior Management Leadership Coaching","- Adult","Adult and other education services","171010","Education",06/10/2014 00:00:00,06/10/2016 00:00:00,,15671.24,0,"Iris Performance","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9M4H-NJY5XF","Kitchen & Bathroom Refurbishments and Associated Works at Haweswater & Easdale House including 50 No. Additional Street Properties","Corporate Resources","Kitchen & Bathroom Refurbishments and Associated Works at Haweswater & Easdale House including 50 No. Additional Street Properties","- Const","Construction work","399999","Works - Construction, Repair & Maintenance",15/10/2014 00:00:00,14/02/2015 00:00:00,,78164,0,"HL Building Services","",,"",,"","",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"Westminster Homecare Limited","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"Carewatch care services","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"Housing & Care 21","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"Quality Caring Limited","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"De Vere Care","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"Mears Care Limited","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"Voyage Ltd","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSF4K","Framework Agreement in relation to the provision of personal care and support services","corporate resouces","Framework Agreement in relation to the provision of personal care and support services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/11/2014 00:00:00,01/11/2017 00:00:00,01/03/2017 00:00:00,8874.17,0,"MiHomecare","3353584","https://beta.companieshouse.gov.uk/company/3353584","",,"No","No","ITT"
