Account Holder1,Liable From,Rateable Value,% Mandatory relief,% Discretionary relief, % small business rate relief,Empty property,Empty From,Address,Addr2,Addr3,Addr4,Postcode,Exemption reason,Description Code,Property Description,Property reference
CLEAR CHANNEL UK LIMITED,11/09/2007,400,0,0,0,,,ADSHEL REF 0704 0920,ADJ 1072 YORK ROAD,WHINMOOR,LEEDS,LS14 5AA,,CA,ADVERTISING RIGHT AND PREMISES,2181833469370
PARTNERSHIP INVESTMENT FUNDS LTD,12/04/2010,7600,0,50,73,,,SUITE 1 GROUND FLOOR UNIT 6,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,,CO,Offices and Premises,2181834101238
LANGLANDS NURSERIES LTD,09/08/2009,96500,0,0,0,,,HAYES GARDEN WORLD LTD,YORK ROAD,SCHOLES,LEEDS,LS15 4NF,,CX,Garden Centre and Premises,2181834311570
LEODIS STAIRLIFT LTD,01/06/2010,13750,0,0,0,,,WORKSHOP ADJ ROSEDENE GARAGE,YORK ROAD,SCHOLES,LEEDS,LS15 4NF,Industrial Property,IF3,WORKSHOP AND PREMISES,2181834328408
LEEDS CARAVAN CENTRE LTD,01/03/2011,14000,0,0,0,,,ADJ WOOSTERS MOTOR CYCLE SPARES,YORK ROAD,SCHOLES,LEEDS,LS15 4NF,Industrial Property,CW1,LAND USED FOR STORAGE AND PREMISES,2181834328918
MAXWELL LUCAS CONSULTING LTD,01/01/2014,12750,0,0,0,,,UNIT 8,MORTEC OFFICE PARK,"YORK ROAD, SCHOLES",LEEDS,LS15 4TA,Listed Building,CO,OFFICES AND PREMISES,2181834365065
GETTHEWORLDMOVING LTD,01/06/2013,32000,0,0,0,,,UNIT 4,MORTEC OFFICE PARK,"YORK ROAD, SCHOLES",LEEDS,LS15 4TA,Listed Building,CO,OFFICES AND PREMISES,2181834365070
EMCOR ENGINEERING SERVICES LTD,04/07/2006,19000,0,0,0,Y,24/02/2014,PART UNIT 5,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,OFFICES AND PREMISES,2181834368977
PROSPECT ESTATES LTD,14/04/2014,24250,0,0,0,Y,14/04/2014,FIRST FLOOR UNIT 7,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,,CO,Offices and Premises,2181834498147
ENABLE THERAPY SERVICES LTD,01/07/2011,11750,0,0,4,,,SUITE 2 & 3 GROUND FLOOR,UNIT 6 MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,,CO,Offices and Premises,2181834504230
QUALSURV CONSULTING LTD,01/06/2013,16500,0,0,0,,,UNIT 5B,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834515648
SCHOOL ICT SERVICES LTD,01/06/2013,9100,0,0,0,,,UNIT 5C,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834515659
SCHOOL ICT SERVICES LTD,01/05/2011,18000,0,0,0,,,SUITES 4/5/6/7/8 GROUND FLOOR,"UNIT 6, MORTEC OFFICE PARK",YORK ROAD,LEEDS,LS15 4TA,,CO,OFFICES AND PREMISES,2181834604529
IT@SPECTRUM LTD,01/06/2013,3050,0,0,0,,,UNIT 5D,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834613780
PROSPECT ESTATES LTD,01/06/2013,1600,0,0,0,Y,01/06/2013,UNIT 5E,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834613791
PROSPECT ESTATES LTD,01/12/2010,5200,0,0,0,,,RECEPTION MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653068
TECHNOLOGY IN MOTION,01/01/2012,15750,0,0,0,,,UNIT 2,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653079
AVN VENUS TAX LLP,01/12/2010,5700,0,0,100,,,G:2 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,OFFICES AND PREMISES,2181834653090
THISISALLGOOD LTD,25/02/2011,4500,0,0,100,,,G:3 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653101
PROSPECT ESTATES LTD,01/12/2010,6100,0,0,0,,,G:4 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653112
IIAA LTD,01/04/2011,11500,0,0,0,,,1:1 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653134
UK RED SECURITY SERVICES LTD,01/03/2011,6200,0,0,97,,,1:2 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653144
CABLE TALK (UK) LTD,01/11/2012,3950,0,0,0,,,1:3 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653155
ASSA LTD,25/02/2013,4100,0,0,100,,,1:7 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653199
BUSINESS WORKS UK LTD,01/06/2011,5100,0,0,100,,,1:8 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653210
PROSPECT ESTATES LTD,23/12/2013,2550,0,0,0,Y,23/12/2013,2:1 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653221
OF CREATIVE LTD,01/12/2010,4750,0,0,100,,,2:2 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653232
LYONS RECRUITMENT LTD,01/04/2011,3050,0,0,100,,,2:3 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653243
MAURAY LIMITED,01/04/2012,3300,0,0,100,,,2:4 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653254
WOLFSTAR LTD,04/07/2011,3950,0,0,100,,,2:5 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653265
PROSPECT ESTATES LTD,31/12/2013,3150,0,0,0,Y,01/04/2014,2:7 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653287
PROSPECT ESTATES LTD,28/02/2014,4650,0,0,0,Y,01/04/2014,2:8 MORWICK HALL,MORTEC OFFICE PARK,YORK ROAD,LEEDS,LS15 4TA,Listed Building,CO,Offices and Premises,2181834653298
TELEFONICA UK LTD,01/02/2009,5700,0,0,0,,,02 (STREETWORKS) SITE REF 40594 OPP,849 YORK ROAD,LEEDS,,LS15 7TU,,MT1,COMMUNICATION STATION AND PREMISES,2181834655324
WHINMOOR LOCAL LTD,24/01/2011,16500,0,0,0,,,40/44 WHITE LAITHE APPROACH,WHINMOOR,LEEDS,,LS14 2EH,,CS,Shop and Premises,2181868436018
SCHOLES BOWLING CLUB,01/04/2000,890,0,10,100,,,BOWLING GREEN AT,BELLE VUE AVENUE,SCHOLES,LEEDS,LS15 4AD,,LX,BOWLING GREEN AND PREMISES,2182334327255
SCHOLES CRICKET CLUB,01/04/2000,1725,0,25,100,,,CRICKET GROUND,BELLE VUE AVENUE,SCHOLES,LEEDS,LS15 4AD,,LS,SPORTS GROUND AND PREMISES,2182334329507
SCHOLES VILLAGE HALL TRUSTEES,01/04/2000,5400,80,0,0,,,VILLAGE HALL,MAIN STREET,SCHOLES,LEEDS,LS15 4DL,,LC3,HALL AND PREMISES,2182337325418
SCHOLES VILLAGE PLAYERS,01/04/2000,2050,0,25,100,,,R/O 86 MAIN STREET,SCHOLES,LEEDS,,LS15 4DL,Industrial Property,CW3,STORE AND PREMISES,2182337328048
STEVE SIRRELL LTD,01/04/2000,12250,0,0,0,,,26A MAIN STREET,SCHOLES,LEEDS,,LS15 4DH,Industrial Property,IF3,WORKSHOP AND PREMISES,2182337329254
1ST SCHOLES SCOUT GROUP COUNCIL,01/04/2000,2950,80,10,0,,,SCOUT BUILDING,RAKEHILL ROAD,SCHOLES,LEEDS,LS15 4AL,,LC3,HALL AND PREMISES,2182340323877
O'BRIEN SIDDLE DENTAL CARE LTD,01/04/2010,6300,0,0,0,,,38 STATION ROAD,SCHOLES,LEEDS,,LS15 4BN,,MH,SURGERY AND PREMISES,2182341318876
THE BUFFERS (SCHOLES) LTD,28/05/2012,22000,0,0,0,Y,21/05/2012,THE BUFFERS,STATION ROAD,SCHOLES,LEEDS,LS15 4BY,,CL,PUBLIC HOUSE AND PREMISES,2182341324227
BANK MACHINE LTD,01/10/2008,900,0,0,0,,,BANK MACHINE ATM AT,56 STATION ROAD,SCHOLES,LEEDS,LS15 4BT,,CX,SITE OF AUTOMATIC TELLER MACHINE,2182342483098
LANGLANDS NURSERIES LTD,09/08/2009,14750,0,0,0,,,RENTOKIL,STOCKHELD LANE,SCHOLES,LEEDS,LS15 4NF,,CX,GREENHOUSE AND PREMISES,2182343358193
HOME FARM TRUST,01/04/2002,1350,80,0,0,,,GROUND FLOOR,1B BRAMLEY GARDENS,LEEDS,,LS14 1AE,,CO,OFFICES AND PREMISES,2183300369073
WEST YORKSHIRE FIRE SERVICE,01/04/2000,26000,0,0,0,,,FIRE STATION,STANKS DRIVE,LEEDS,,LS14 5BY,,MS1,FIRE STATION AND PREMISES,2183919325530
BRITANNIA HOTELS LTD,23/01/2012,98000,0,0,0,,,RAMADA JARVIS LEEDS NORTH,RING ROAD,SEACROFT,LEEDS,LS14 6QF,,CH,HOTEL AND PREMISES,2183926328630
TRAFFICMASTER PLC,01/04/2000,140,0,0,0,,,TRAFFICMASTER SITE 5974,RING ROAD,SEACROFT,LEEDS,LS14 6QF,,MT1,COMMUNICATION & TRAFFIC MONITORING STATION & PREMISES,2183926364692
TRAFFICMASTER PLC,01/04/2000,140,0,0,0,,,TRAFFICMASTER SITE 5975,RING ROAD,SEACROFT,LEEDS,LS14 6QF,,MT1,COMMUNICATION AND TRAFFIC MONITORING STATION & PREMISES,2183926364693
HALIFAX PLC,25/08/2007,1300,0,0,0,,,ATM AT 14/16 STANKS PARADE,LEEDS,,,LS14 5PL,,CX,SITE OF AUTOMATIC TELLER MACHINE AND PREMISES,2183933469887
IFA LTD,01/04/2004,11750,0,0,4,,,NORTH LODGE BRAMLEY GRANGE,SKELTONS LANE,SCHOLES,LEEDS,LS14 3DW,,CO,OFFICES AND PREMISES,2184093411258
TRI-MEDIA LTD,19/09/2011,27500,0,0,0,Y,12/08/2011,"UNIT 3, GROUND FLOOR","BRAMLEY GRANGE, SKELTONS LANE",THORNER,LEEDS,LS14 3DW,,CO,OFFICES AND PREMISES,2184093478401
BLUE LOGIC COMPUTERS LTD,05/08/2011,58500,0,0,0,,,UNIT 2A BRAMLEY GRANGE,SKELTONS LANE,THORNER,LEEDS,LS14 3DW,,CO,Offices and Premises,2184093504197
ARNCLIFFE HOMES LTD,05/08/2011,31000,0,0,0,,,UNIT 2B BRAMLEY GRANGE,SKELTONS LANE,THORNER,LEEDS,LS14 3DW,,CO,Offices and Premises,2184093504208
INCA HOLDINGS LIMITED,30/12/2010,26500,0,0,0,Y,30/12/2010,STORAGE LAND ADJ HOLMCROFT,YORK ROAD,LEEDS,,LS15 4NF,LD,CW1,LAND USED FOR STORAGE,2184104657502
1ST STORAGE UK LTD,15/09/2009,17500,0,0,0,,,UNIT 1 HOLMCROFT,YORK ROAD,LEEDS,,LS15 4NF,Industrial Property,CW3,STORES AND PREMISES,2184104657513
CONCEPT DATA DISPLAY LTD,03/09/2001,108000,0,0,0,,,CONCEPT HOUSE,VICTORIA INDUSTRIAL PARK,VICTORIA ROAD,LEEDS,LS14 2LA,Industrial Property,IF,Factory and Premises,2184917366007
VISION ALERT AUTOMOTIVE LTD,04/01/2002,134000,0,0,0,,,UNIT 3,VICTORIA INDUSTRIAL PARK,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366008
LITETASK LTD,01/06/2001,33250,0,0,0,,,UNIT 1,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366009
MOTORSPORT WHEELS(LEEDS) LTD,01/04/2012,24750,0,0,0,,,UNIT 2,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366010
CONTINENTAL LANDSCAPES LTD,01/04/2012,30750,0,0,0,,,UNIT 3,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366011
3D LAMINATES LTD,22/12/2010,23250,0,0,0,,,UNIT 4,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366012
SUPERDRAGON GROUP LTD,28/09/2003,22000,0,0,0,,,UNIT 5,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366013
XTRAS ACCESSORIES LTD,01/08/2012,28250,0,0,0,Y,08/09/2011,UNIT 6,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,IF3,WORKSHOP AND PREMISES,2184917366014
CAD-FAB LIMITED,18/08/2003,19750,0,0,0,,,UNIT 7,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366015
M2 DIRECT LIMITED,01/06/2009,19750,0,0,0,,,UNIT 9,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366017
NIDDWELL STORAGE LTD,15/10/2009,17250,0,0,0,Y,08/05/2013,UNIT 10,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366018
NIDDWELL STORAGE LTD,10/09/2001,15000,0,0,0,,,UNIT 12,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366020
DUNELM OPTICAL CO LTD,01/04/2001,14250,0,0,0,,,UNIT 14,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366021
JWT DEVELOPMENTS LTD,10/12/2012,17250,0,0,0,,,UNIT 15,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366022
WOLSELEY UK LIMITED,16/04/2001,16000,0,0,0,,,UNIT 16,THE COURTYARDS,VICTORIA ROAD,LEEDS,LS14 2LB,Industrial Property,CW,WAREHOUSE AND PREMISES,2184917366023
CARPETS ONLINE,01/01/2002,9600,0,0,0,,,CARPETS ONLINE,YORK ROAD,LEEDS,,LS14 3AD,Industrial Property,CW,WAREHOUSE AND PREMISES,2184947328291
AIREWAVE SOLUTIONS LIMITED,24/10/2003,6600,0,0,0,,,TELECOM MAST SITE AT REF WYO 066A,YORK ROAD,LEEDS,,LS14 3AD,,MT1,COMMUNICATION STATION AND PREMISES,2184947370714
MIKE GAUNT CAMERA RENTALS LTD,01/03/2008,2325,0,0,100,,,"UNIT E1, ST CATHERINES MILL",BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,IF3,WORKSHOP AND PREMISES,2190203303507
UGS (BRAMLEY) LTD,25/02/2011,2425,0,0,0,Y,25/02/2011,"UNIT D16, ST CATHERINES MILL",BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,IF3,WORKSHOP AND PREMISES,2190203310813
BTCV,01/04/2000,14750,80,0,0,,,HOLLYBUSH FARM,BROAD LANE,BRAMLEY,LEEDS,LS5 3EE,,EX,TRAINING CENTRE AND PREMISES,2190203324854
UGS (BRAMLEY) LTD,13/08/2010,3200,0,0,0,Y,13/08/2010,UNIT D9 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,IF3,WORKSHOP AND PREMISES,2190203347353
LADYLINE/STREET CARS (LEEDS) LTD,23/09/2011,1175,0,0,100,,,UNIT D15 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,IF3,WORKSHOP AND PREMISES,2190203353274
UGS (BRAMLEY) LTD,23/04/2009,330,0,0,0,Y,23/04/2009,UNIT D8 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,CW3,STORE AND PREMISES,2190203356379
UGS (BRAMLEY) LTD,30/03/2005,295,0,0,0,Y,30/03/2005,UNIT D6 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,CW3,STORE,2190203358464
UGS (BRAMLEY) LTD,23/04/2009,295,0,0,0,Y,23/04/2009,UNIT D7 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,CW3,STORE,2190203358465
UGS (BRAMLEY) LTD,16/12/2010,2400,0,0,0,Y,16/12/2010,UNITS D13-D14 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,IF3,WORKSHOP AND PREMISES,2190203358469
MOBILE BROADBAND NETWORK LTD,11/07/2008,8400,0,0,0,,,TELECOMMUNICATION MAST REF LS0086,ST CATHERINES MILL,"BROAD LANE, BRAMLEY",LEEDS,LS13 2TD,,MT1,COMMUNICATION STATION AND PREMISES,2190203401223
UGS (BRAMLEY) LTD,01/09/2009,1050,0,0,0,Y,01/09/2009,UNIT D3 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,,CO,OFFICES AND PREMISES,2190203491404
UGS (BRAMLEY) LTD,22/07/2011,900,0,0,0,Y,22/07/2011,UNIT D5 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,CW3,STORE AND PREMISES,2190203628035
UGS (BRAMLEY) LTD,01/06/2010,1375,0,0,0,Y,01/06/2010,UNIT D2 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,,CO,Offices and Premises,2190203645632
SAMPLEPHONICS LTD,01/01/2013,5900,0,0,100,,,UNITS A3/A4 ST CATHERINES MILL,BROAD LANE,BRAMLEY,LEEDS,LS13 2TD,Industrial Property,CW,Warehouse and Premises,2190203651044
G & H FABRICATIONS LTD,01/04/2013,7100,0,0,0,,,"UNIT E, GROUND FLOOR",LOWER WESTFIELD HOUSE,BROAD LANE,BRAMLEY LEEDS,LS13 3HA,Industrial Property,IF3,WORKSHOP AND PREMISES,2190205347466
T & T D PROPERTIES,24/11/2013,31250,0,0,0,Y,01/04/2014,UNITS A1 & A2 GND FLOOR,WESTFIELD HOUSE,BROAD LANE,BRAMLEY LEEDS,LS13 3HA,Industrial Property,IF3,WORKSHOP AND PREMISES,2190205355271
EE LIMITED,01/04/2000,8600,0,0,0,Y,22/04/2013,TELECOM MAST SITE REF WYK 0140,WESTFIELD HOUSE,BROAD LANE,LEEDS,LS13 3HA,LD,MT1,COMMUNICATION STATION AND PREMISES,2190205361363
AVIATOR ALLSTARS LTD,01/08/2012,7100,0,0,82,,,UNIT B & UNIT C 1ST FLOOR,LOWER WESTFIELD HOUSE,"BROAD LANE, BRAMLEY",LEEDS,LS13 2HA,Industrial Property,CW,WAREHOUSE AND PREMISES,2190205361716
CLEAR CHANNEL UK LIMITED,01/04/2000,450,0,0,0,,,ADVERT RIGHT AT 0704 3030,BROAD LANE,BRAMLEY,LEEDS,LS13 3ER,,CA,Advertising Right and Premises,2190205362691
PALE EMPIRE INC,01/04/2000,7200,0,0,80,,,395 BROAD LANE,BRAMLEY,LEEDS,,LS13 3HJ,Industrial Property,CW3,STORE AND PREMISES,2190205363718
INTEGRATED DENTAL HOLDINGS LTD,01/07/2007,7700,0,0,0,,,380 BROAD LANE,BRAMLEY,LEEDS,,LS13 2HS,,MH,SURGERY AND PREMISES,2190205365483
BARCA LEEDS,25/08/2006,4600,80,0,0,,,15/17 BROADLEA HILL,BRAMLEY,LEEDS,,LS13 2SN,,LC,COMMUNITY CENTRE AND PREMISES,2190210358428
INFORMPET LTD,18/09/2012,15750,0,0,0,,,UNIT B,17 CALVERLEY LANE,BRAMLEY,LEEDS,LS13 3LP,Industrial Property,CW,WAREHOUSE AND PREMISES,2190266510060
PROTECH ROOFING LTD,20/09/2013,10750,0,0,21,,,UNIT A,17 CALVERLEY LANE,BRAMLEY,LEEDS,LS13 3LP,Industrial Property,CW,Warehouse and Premises,2190266609633
INNOVATE CONTRACT FURNITURE LTD,01/12/2013,5200,0,0,100,,,UNIT 2A CAPE INDUSTRIAL ESTATE,COAL HILL LANE,BRAMLEY,LEEDS,LS28 5NA,Industrial Property,CW,WAREHOUSE AND PREMISES,2190359303560
KALEIDOSCOPE PHOTOGRAPHY LTD,04/01/2010,7600,0,0,73,,,A B W PART GRD FLOOR,RODLEY HOUSE,"COAL HILL LANE, BRAMLEY",LEEDS,LS13 1DG,,CX,STUDIO AND PREMISES,2190359353111
MOBILE BROADBAND NETWORK LTD,01/04/2012,6300,0,0,0,,,TELECOM MAST SITE REF WYK 0141,COAL HILL LANE,BRAMLEY,LEEDS,LS13 1DD,,MT1,COMMUNICATION STATION AND PREMISES,2190359362623
RIDING PROPERTIES LTD,06/02/2006,1625,0,0,100,,,UNIT 5,CAPE INDUSTRIAL ESTATE,"COAL HILL LANE, FARSLEY",PUDSEY,LS28 5NA,,IF3,WORKSHOP AND PREMISES,2190359437140
BLACK HOLE CREATIVE COMPANY LTD,23/04/2007,35750,0,0,0,,,THE BLACK HOLE LTD,RODLEY HOUSE,COAL HILL LANE,LEEDS,LS13 1DG,,CO,OFFICES AND PREMISES,2190359464816
TRANSFOAM LTD,30/06/2011,47500,0,0,0,,,TRANSFOAM LTD,CAPE INDUSTRIAL ESTATE,"COAL HILL LANE, FARSLEY",PUDSEY,LS28 5NA,Industrial Property,IF,Factory and Premises,2190359657896
HUTH HOLDINGS LTD,03/05/2011,1650,0,0,100,,,20 FAIRFIELD AVENUE,BRAMLEY,LEEDS,,LS13 3HN,Industrial Property,IF3,WORKSHOP AND PREMISES,2190543303561
PRIMESIGHT LTD,01/04/2000,300,0,0,0,,,ADVERT RIGHT ADJ,1/3 FAIRFIELD MOUNT,BRAMLEY,LEEDS,LS13 3EE,,CA,ADVERTISING RIGHT AND PREMISES,2190545362690
FAIRFIELD COMMUNITY PARTNERSHIP,19/06/2006,6400,0,50,93,,,FAIRFIELD COMMUNITY CENTRE,FAIRFIELD TERRACE,BRAMLEY,LEEDS,LS13 3DQ,,LC,COMMUNITY CENTRE AND PREMISES,2190547325124
BRAMLEY PHOENIX RFC,01/04/2000,9700,0,50,38,,,FOOTBALL GROUND,GROSMONT TERRACE,BRAMLEY,LEEDS,LS13 3NY,,LS5,FOOTBALL GROUND AND PREMISES,2190668314194
EVERYTHING EVERYWHERE LIMITED,01/04/2000,5500,0,0,0,Y,14/05/2013,TELECOM MAST SITE REF WYK 0011,FOOTBALL GROUND,GROSMONT TERRACE,BRAMLEY LEEDS,LS13 3NY,LD,MT1,COMMUNICATION STATION AND PREMISES,2190668360733
GOODLIFE STORES LTD,21/09/2002,5400,0,0,100,,,2 HALF MILE LANE,STANNINGLEY,PUDSEY,,LS28 6LH,,CS,SHOP AND PREMISES,2190679317270
METAL SOURCING LTD,01/02/2013,46750,0,0,0,,,VICKERSDALE WORKS,VICKERSDALE,STANNINGLEY,PUDSEY,LS28 6HU,Industrial Property,IF3,WORKSHOP AND PREMISES,2190783620121
HOLLIES SPORTS & SOCIAL CLUB,01/04/2000,17000,0,0,0,,,12 HOUGH LANE,BRAMLEY,LEEDS,,LS13 3NE,,CL2,CLUB AND PREMISES,2190813313953
MOBILE BROADBAND NETWORK LTD,30/04/2008,7500,0,0,0,,,TELECOMMUNICATIONS MAST,SITE REF LS0039,"HOUGHLEY LANE, BRAMLEY",LEEDS,LS13 4AU,,MT1,COMMUNICATION STATION AND PREMISES,2190817408981
CLEAR CHANNEL UK LIMITED,01/03/2002,1775,0,0,0,,,ADVERT RIGHT 011101 GABLE,HALFWAY HOUSE,LEEDS AND BRADFORD ROAD,STANNINGLEY PUDSEY,LS28 6LJ,,CA,ADVERTISING RIGHT AND PREMISES,2190934358832
ACORN SERVICES LEEDS LTD,03/02/2012,31500,0,0,0,,,ACORN INN,LEEDS AND BRADFORD ROAD,BRAMLEY,LEEDS,LS13 1NS,Listed Building,CL,PUBLIC HOUSE AND PREMISES,2190935315594
STAINCLIFFE ADVERTISING,01/04/2000,1300,0,0,0,,,ADVERTISING RIGHT NO 26901,LEEDS AND BRADFORD ROAD,BRAMLEY,LEEDS,LS13 2ST,,CA,ADVERTISING RIGHT AND PREMISES,2190935351253
NIEMEN ASSOCIATES LTD,05/12/2011,23000,0,0,0,,,DECK 2 SUITE 2A,THE WATERSCAPE,LEEDS AND BRADFORD ROAD,LEEDS,LS5 3EG,,CO,Offices and Premises,2190935640869
OURCLOUD PORTAL SERVICES LTD,01/02/2014,4200,0,0,100,,,DECK 2 SUITE 2B,THE WATERSCAPE,LEEDS AND BRADFORD ROAD,LEEDS,LS5 3EG,,CO,Office and Premises,2190935640880
PROPERTY BANK LTD,01/12/2010,3200,0,0,100,,,DECK 1 SUITE 1B,THE WATERSCAPE,LEEDS AND BRADFORD ROAD,LEEDS,LS5 3EG,,CO,Offices and Premises,2190935640902
CLEAR CHANNEL UK LIMITED,18/09/2006,800,0,0,0,,,ADVERT RIGHT 0704 0893 OPPOSITE,519 LEEDS AND BRADFORD ROAD,BRAMLEY,LEEDS,LS13 1EP,,CA,ADVERTISING RIGHT AND PREMISES,2190936453486
F C C (LEEDS) LTD,01/06/2011,4550,0,0,100,,,UNITS 7D & 7E SPENCE MILLS,MILL LANE,BRAMLEY,LEEDS,LS13 3HE,Industrial Property,CW3,STORE AND PREMISES,2191058310837
BROWN & SONS (BRAMLEY) LTD,01/04/2000,57000,0,0,0,,,EMPIRE MILLS,MILL LANE,BRAMLEY,LEEDS,LS13 3HE,Industrial Property,IF,FACTORY AND PREMISES,2191058322091
C.C.N. LTD,01/04/2000,14750,0,0,0,,,UNITS 7F AND 7G SPENCE MILLS,MILL LANE,BRAMLEY,LEEDS,LS13 3HE,,CO,OFFICES AND PREMISES,2191058334998
G & H BUILDING SERVICES LTD,14/04/2011,1525,0,0,0,,,"UNIT 2B, SPENCE MILLS",MILL LANE,LEEDS,,LS13 3HE,,CO,OFFICES AND PREMISES,2191058421904
G & H BUILDING SERVICES LTD,02/06/2010,5000,0,0,0,,,UNIT 2C,SPENCE MILLS,MILL LANE,LEEDS,LS13 3HE,,CO,OFFICES AND PREMISES,2191058428461
G & H BUILDING SERVICES LTD,09/02/2005,8200,0,0,0,,,UNIT 1,SPENCE MILLS,MILL LANE,LEEDS,LS13 3HE,Industrial Property,IF3,WORKSHOP AND PREMISES,2191058428593
