Propref,Property Description,Ratepayer,Rv,Liability Start,Reliefs Granted
76252825,Workshop And Premises,Sgl Carbon Fibers Ltd,12750,01/02/13,SBR
76252826,Offices and Premises,Environment Agency F A O David Smith Estate Surveyor,14250,04/28/16,SBR
76252827,Offices and Premises,Sheerin Bespoke Furniture Manufacturing Ltd,29500,04/01/15,SBR
76252828,Store And Premises,,4850,01/10/17,ER
76252829,Offices And Premises,Danish Crown Uk Ltd,7700,01/10/17,SBR
76256009,Self Catering Holiday Unit And Premises,,2000,03/26/12,SBR
76256702,Warehouse And Premises,,4150,04/01/90,SBR
76256705,Workshop And Premises,,1875,05/06/16,SBR
76256706,Workshop And Premises,,445,05/01/16,SBR
76256707,Workshop And Premises,,370,10/01/13,SBR
76256708,Workshop And Premises,,1050,06/14/16,SBR
76256709,Workshop And Premises,,1100,09/03/13,SBR
76256710,Workshop And Premises,,1700,02/01/08,SBR
76256712,Workshop And Premises,,710,01/01/17,SBR
76256713,Workshop And Premises,,1200,07/01/14,SBR
76256716,Workshop And Premises,,840,04/01/16,SBR
76256719,Millshop And Premises,,1500,01/01/17,SBR
76256721,Workshop And Premises,,1350,02/02/08,SBR
76256722,Store And Premises,,730,04/01/05,SBR
76256724,Workshop And Premises,,1525,05/01/16,SBR
76256726,Workshop And Premises,,2050,04/01/97,SBR
76256728,Workshop And Premises,,1200,07/01/14,SBR
76256731,Store And Premises,,430,09/17/05,EX
76256732,Store And Premises,,1150,04/01/17,SBR
76256734,Store And Premises,,600,06/01/04,SBR
76256735,Millshop And Premises,,750,08/01/15,SBR
76256736,Store And Premises,,385,05/01/15,SBR
76256761,Offices and Premises,,4450,08/01/15,SBR
76256762,Offices and Premises,,840,08/01/12,SBR
76256763,Offices and Premises,Drew Forsyth & Co,560,04/08/17,EX
76256764,Offices and Premises,,5200,10/01/15,SBR
76256768,Workshop And Premises,,3850,12/01/11,SBR
76256773,Offices and Premises,Calderdale Liberal Democrats,1750,01/24/11,SBR
76256776,Store And Premises,,440,04/01/12,SBR
76256779,Office and Premises,,890,07/01/15,SBR
76256780,Warehouse And Premises,,1700,04/07/15,SBR
76256782,Workshop And Premises,,2600,11/01/11,SBR
76256783,Store And Premises,,1025,04/01/16,SBR
76256784,Showroom And Premises,,3350,07/01/14,SBR
76256785,Warehouse And Premises,Bridge Rectifier Ltd,3150,05/01/15,SBR
76256786,Office and Premises,Lancaster Consultancy Hr Ltd,3000,08/01/14,SBR
76256787,Showroom And Premises,Beehive Mills Resource Centre,1775,08/01/14,SBR
76256788,Store And Premises,,850,06/01/15,SBR
76256789,Warehouse And Premises,,320,06/01/15,EX
76260700,Golf Course And Premises,,16750,04/01/90,MAR
76260702,Communication Station and Premises,Mobile Broadband Network Ltd,6500,04/01/12,SBR
76260704,Communication Station and Premises,Airwave Solutions Ltd,8800,04/01/05,SBR
76264706,Public House and Premises,,15500,09/28/13,DOR SSR SBR DBR
76268054,Community Centre,Dodnaze Community Association,2550,06/21/04,DCR MCR
76270702,Offices and Premises,The National Trust,7300,01/29/06,MCR
76280004,Shop and Premises,,6000,07/02/13,SBR
76280009,Shop and Premises,,4700,05/01/12,SBR
76280700,Shop and Premises,,6000,03/07/12,SBR
76284703,Storage Depot And Premises,Calderdale Mbc,25250,04/01/90,SBR
76284712,Workshop And Premises,,2125,01/01/15,SBR
76284722,Land Used For Storage and Premises,,850,11/01/15,SBR
76284725,Vehicle Repair Workshop And Premises,,7100,11/01/04,SBR
76284728,Store And Premises,Weir Scaffolding Ltd,3400,04/01/05,SBR
76284729,Warehouse And Premises,Guard-Tech Industrial Services Ltd,26500,03/24/14,SBR
76284730,Workshop And Premises,,6500,04/01/10,SBR
76284731,Land Used For Storage and Premises,Mytholmroyd Builders Merchants Ltd,7600,01/01/15,SBR
76292700,Offices and Premises,,2025,04/01/92,DUR SBR
76292701,Community Centre And Premises,,6000,08/16/16,
76292702,Club and Premises,,5200,04/01/90,SBR
76292704,Theatre And Premises,,3400,04/01/90,SBR
76292705,Sorting Office And Premises,Royal Mail Group,8300,03/08/07,SBR
76292706,School and Premises,Chairman Of The Board Of Governors,24750,04/01/01,SBR
76292707,Post Office And Premises,,5100,06/05/09,SBR
76292710,Cafe and Premises,Park Life Cafe Ltd,2850,04/01/11,SBR
76300002,Shop and Premises,,7600,05/01/04,SBR
76300004,Shop and Premises,,6000,09/27/15,SBR
76300005,Shop and Premises,Anthony J Turner Estate Agents,3750,02/17/17,SBR
76300710,Library And Premises,Calderdale Mbc Leisure Services,35000,03/14/09,SBR
76304700,Public House and Premises,,6100,03/30/14,SBR
76304704,Self Catering Holiday Unit And Premises,Colden Water Ltd,9300,09/30/17,SBR
76308701,Land Used For Sales And Premises,C N Trading Ltd,17000,01/12/10,SBR
76316702,Public House and Premises,,10200,04/13/04,SBR
76316706,Offices and Premises,,850,02/13/12,SBR
76316707,Self Catering Holiday Unit And Premises,,3750,12/01/14,SBR
76320700,Sports Ground And Premises,Hebden Royd C E (Va) Primary School,360,04/01/02,MCR
76324700,Public House and Premises,Lane Ends Ltd,9900,01/06/09,MVR DAR
76328700,Bowling Club And Premises,Midgehole W.M.C,1650,04/05/17,EX
76332700,Workshop And Premises,,570,01/25/13,SBR
76332701,Self Catering Holiday Unit And Premises,,6000,09/14/16,SBR
76340708,Studio,,2850,03/01/94,SBR
76340709,Guest House And Premises,,3750,06/03/00,SBR
76340714,Studio,,2900,01/01/16,SBR
76340715,Office,Artsmill Artgroup,5800,04/01/03,DCR MCR
76340721,Offices and Premises,,1225,01/01/17,SBR
76340723,Store And Premises,,2175,09/02/15,SBR
76340727,Offices and Premises,X-Pert Health Training & Education Ltd,29750,09/01/10,DCR MCR
76342701,Brewery,,1325,06/01/06,SBR
76344700,Land Used For Storage and Premises,,5400,09/01/15,SBR
76346700,Day Nursery and Premises,,2225,09/23/96,MCR
76352700,Residential Centre and Premises,,18250,04/01/90,MCR
76356702,Workshop And Premises,,3600,07/01/09,EX
76356703,Community Room And Premises,,3200,09/01/12,SBR
76356706,Workshop And Premises,,820,05/02/13,EX
76356707,Self Catering Holiday Unit And Premises,,3200,04/01/11,SBR
76356708,Community Rooms and Premises,The Anthroposophical Society,3150,10/01/15,MCR
76360001,Shop and Premises,,6400,08/23/17,ER
76360002,Shop and Premises,Organic House Hebden Bridge Ltd,11000,02/22/07,SBR
76360005,Shop and Premises,,6200,03/05/15,SBR
76360007,Shop and Premises,,6500,06/01/15,SBR
76360009,Shop and Premises,Wood And Wire Ltd,5400,10/05/16,SBR
76360010,Bank And Premises,Barclays Bank Plc,12500,04/01/90,SBR
76360012,Offices and Premises,Cresswells Accountants (Uk) Limited,3700,04/01/15,DUR SBR
76360013,Cafe and Premises,,17750,10/17/06,SBR
76360014,Shop and Premises,,6900,08/30/16,SBR
76360015,Shop and Premises,Dan-Mart Limited,8200,10/13/14,SBR
76360016,Shop and Premises,,8200,09/01/12,SBR
76360017,Cafe and Premises,,8300,08/19/16,SBR
76360018,Shop and Premises,,8000,11/03/14,SBR
76360019,Restaurant and Premises,,6400,12/20/97,SBR
76360021,Shop and Premises,,8600,04/01/90,MCR
76360022,Shop and Premises,,6700,02/01/17,SBR
76360023,Shop and Premises,,9500,10/31/08,SBR
76360024,Shop and Premises,Mooch On Market Street Ltd,6700,05/22/12,SBR
76360025,Shop and Premises,Element Jewellery Ltd,12250,03/01/04,SBR
76360026,Shop and Premises,Radiance Lighting Shop Ltd,5900,03/06/10,SBR
76360027,Shop and Premises,,7300,04/01/90,SBR
76360028,Office (And Premises),,5300,04/01/90,SBR
76360028,Office (And Premises),,5300,04/01/90,SBR
76360029,Shop and Premises,The Bookcase Ltd,8100,10/01/11,SBR
76360030,Shop and Premises,Saker Vegetarian Foods Ltd,3850,07/27/09,SBR
76360031,Shop and Premises,Valley Organics Workers Co-Op Ltd,6500,06/03/13,SBR
76360033,Shop and Premises,,8300,04/01/16,SBR
76360035,Cafe And Premises,,5200,06/01/17,SBR
76360036,Shop and Premises,,4600,11/01/16,SBR
76360037,Shop and Premises,Ruby Shoesday Ltd,5300,09/18/07,SBR
76360038,Shop and Premises,,3650,05/01/04,SBR
76360040,Shop and Premises,,3650,07/23/04,SBR
76360046,Shop and Premises,,4200,02/09/17,SBR
76360052,Restaurant and Premises,,4250,02/15/91,SBR
76360054,Shop and Premises,,3250,08/01/15,SBR
76360056,Shop and Premises,,4050,11/11/05,SBR
76360058,Shop and Premises,,3700,04/03/10,SBR
76360702,Shop and Premises,,2850,06/17/08,SBR
76360710,Shop and Premises,,9200,08/26/13,SBR
76360717,Shop and Premises,,6400,03/09/17,SBR
76360718,Shop and Premises,Yorkshire Soap Co Ltd,8400,05/01/10,SBR
76360720,Shop and Premises,,4450,10/01/12,SBR
76360721,Shop and Premises,D & J Mattock Ltd,7200,08/30/14,SBR
76360735,Shop and Premises,Premium Restaurants Ltd,7900,04/01/05,SBR
76360737,Shop and Premises,Co-Operative Group Ltd,194000,04/01/10,
76360738,Site Of Atm And Premises,Co-Operative Group Ltd,5900,04/01/10,SBR
76360739,Offices and Premises,Cresswells Accountants (Uk) Limited,14250,01/01/13,SBR
76360740,Self Catering Holiday Unit And Premises,,3750,05/14/14,SBR
76360742,Art Gallery And Premises,,9600,02/01/17,SBR
76364701,Studio And Premises,59 Steps Art Studio,3750,04/01/09,SBR
76364702,Warehouse And Premises,Shorties (Uk) Ltd,2650,08/01/08,SBR
76364703,Workshop And Premises,Seddon Homes Ltd,3500,08/01/09,SBR
76364704,Store And Premises,Seddon Homes Ltd,1225,08/01/09,EX
76364705,Factory and Premises,,3000,04/19/11,SBR
76364706,Workshop And Premises,Seddon Homes Ltd,680,08/01/09,EX
76364707,Warehouse And Premises,Seddon Homes Ltd,4400,08/01/09,SBR
76368701,Club and Premises,,2125,04/01/90,SBR
76368704,Self Catering Holiday Unit And Premises,The National Trust,3200,03/01/05,MCR
76368706,Public Convenience (Part Exempt) and Premises,Calderdale Mbc,1575,04/01/03,SBR
76368707,Self Catering Holiday Unit And Premises,,2000,04/01/04,SBR
76368708,Store And Premises,,1875,01/17/17,EX
76372007,Self Catering Holiday Unit And Premises,,2000,11/18/16,EX
76372700,Hairdressing Salon and Premises,,1650,04/01/90,SBR
76372701,School and Premises,Calder High School,208000,04/01/96,
76372704,Store And Premises,,325,06/01/16,SBR
76372707,Workshop And Premises,The Little Shed Joinery,1550,12/01/05,SBR
76372708,Store,,530,01/01/16,SBR
76372709,Store And Premises,,370,04/01/99,SBR
76372711,Store And Premises,,465,02/01/13,EX
76372712,Store And Premises,,2900,11/01/11,SBR
76372713,Store And Premises,,370,01/02/16,EX
76372714,Workshop And Premises,Clogs [Uk] Ltd,3650,04/01/08,SBR
76372715,Store And Premises,Clogs [Uk] Ltd,510,04/01/08,SBR
76384702,Practice Room And Premises,,910,04/01/12,SBR
76384703,Self Catering Holiday Unit And Premises,,2000,12/01/16,SBR
76396004,Shop And Premises,,10750,12/01/16,SBR
76396016,Surgery And Premises,,9600,04/01/90,SBR
76396024,Hairdressing Salon and Premises,,8100,10/02/06,SBR
76396026,Shop and Premises,,10250,03/17/08,SBR
76396703,Cafe and Premises,,8500,10/16/09,SBR
76396704,Shop and Premises,Nightjar (Hebden Bridge) Ltd,6800,06/07/17,SBR
76396705,Taxi Office,Valley Taxis Ltd,6300,11/01/15,SBR
76396707,Car Park and Premises,Calderdale Mbc,6600,04/01/90,SBR
76396711,Cinema And Premises,Hebden Royd Town Council,13000,04/01/12,SBR
76396716,Public House and Premises,William J Turbull & Sons Ltd,16500,12/29/15,SBR
76396718,Shop and Premises,,5200,04/24/11,SBR
76396723,"Day Nursery, Store and Premises",,18000,02/01/98,MCR
76396725,Offices and Premises,Calderdale Mbc Director Of Leisure Services,26250,07/19/03,SBR
76396726,Restaurant and Premises,,33000,07/06/15,DUR SBR
76396727,Public Convenience (Part Exempt) and Premises,Calderdale Mbc,3300,04/01/03,SBR
76396731,Guest House And Premises,Sunnyoffice Ltd,10250,07/02/15,SBR
76396732,Workshop / Cafe,Starry Eyed Ltd,5200,10/12/10,DUR SBR
76396733,Hairdressing Salon and Premises,Blow Hebden Bridge Ltd,2900,09/03/09,SBR
76396735,Shop and Premises,,11000,01/01/18,SBR
76396736,Shop and Premises,,10000,07/01/12,SBR
76396737,Shop and Premises,,6400,02/21/14,SBR
76400700,Communication Station and Premises,Arqiva Ltd,14000,04/01/90,SBR
76400701,Brewery,Little Valley Brewery Ltd,13000,06/01/05,SBR
76400703,Store And Premises,Calder Weaving Company Ltd,12250,01/01/16,SBR
76400705,Store And Premises,Little Valley Brewery Ltd,7800,04/01/17,SBR
76400706,Store And Premises,Real Cider Company (Hebden Bridge) Limited,7200,07/01/13,SBR
76400707,Store And Premises,,4950,10/01/06,SBR
76400710,Warehouse And Premises,The Craggs Personal Storage Ltd,11250,12/01/11,SBR
76400711,Warehouse And Premises,Craggs Energy Llp,12250,10/01/11,SBR
76400712,Offices and Premises,Craggs Country Business Park Llp,12000,07/16/12,SBR
76400713,Warehouse And Premises,Cragg Vale Consultancy Ltd,5500,04/01/15,SBR
76400714,Workshop And Premises,Craggs Country Business Park Llp,3350,01/01/17,ER
76400715,Offices and Premises,Uk Swim Stars Llp,15750,04/07/17,SBR
76400716,Wind Turbine And Premises,,2400,04/01/17,SBR
76400717,Office and Premises,Discovering Life Ltd,2750,02/01/17,SBR
76400718,Office and Premises,Spring F F & E Limited,2400,07/03/17,SBR
76400719,Office and Premises,Craggs Country Business Park Llp,2750,09/08/17,EX
76400720,Office and Premises,Craggs Country Business Park Llp,2750,03/09/17,EX
76400721,Office and Premises,,2400,07/01/17,SBR
76400722,Office and Premises,Round Bank Engineering Ltd,1050,10/19/15,SBR
76400725,Office and Premises,All My Systems Ltd,2750,04/22/17,SBR
76400726,Office and Premises,,1050,08/17/17,SBR
76400727,Office and Premises,All My Systems Ltd,1325,08/16/17,SBR
76400728,Office and Premises,Eurotank Service Group Limited,2400,07/10/17,SBR
76400729,Warehouse And Premises,,6000,03/14/16,SBR
76400730,Offices and Premises,Make Solutions Ltd,8800,08/03/17,SBR
76400731,Offices and Premises,,3000,07/03/15,SBR
76400732,Brewery And Premises,Vocation Brewery Ltd,11000,02/01/15,SBR
76400733,Offices and Premises,Simply Moving And Sleeping Ltd,6200,08/17/15,SBR
76400734,Shop and Premises,Deli Belge Ltd,11000,10/22/15,SBR
76400736,Store And Premises,,2100,07/10/15,SBR
76400738,Workshop And Premises,Alpaca Comfort Ltd,7500,09/01/15,SBR
76400739,Office and Premises,,5000,07/07/16,SBR
76400740,Office and Premises,,2900,08/03/15,SBR
76400746,Offices and Premises,Craggs Country Business Park Llp,11750,07/10/17,ER
76400747,Workshop And Premises,,9600,09/01/15,SBR
76400748,Warehouse And Premises,,4400,10/22/15,SBR
76400749,Warehouse And Premises,Mud - Uk Ltd,11750,12/21/15,SBR
76400750,Workshop And Premises,Make Solutions Ltd,13750,09/17/16,SBR
76400751,Warehouse Office And Premises,L S Audio Tech Ltd,8800,09/17/16,SBR
76400752,Warehouse And Premises,Fire When Ready Ltd,8600,10/01/16,SBR
76404701,Communication Station and Premises,Arqiva Ltd,23500,04/01/90,SBR
76408002,Shop and Premises,,3000,01/07/02,DUR SBR
76408005,Hairdressing Salon and Premises,,1625,08/23/14,SBR
76408007,Shop and Premises,Calder Community Kitchen Ltd,2275,02/01/17,SBR
76408011,Cafe and Premises,,2500,02/09/16,SBR
76408013,Shop and Premises,,3150,07/03/17,SBR
76408020,Surgery And Premises,,920,08/01/93,DUR SBR
76408701,Cafe and Premises,,2500,04/01/13,SBR
76408704,Public House and Premises,,18750,05/09/17,SBR DBR
76408705,Offices and Premises,The White Ribbon Campaign (Uk) Limited,11250,01/04/10,DCR MCR
76408711,Store And Premises,,220,08/15/14,EX
76408712,Surgery And Premises,,900,08/15/14,SBR
76412708,Works And Premises,Calrec Audio Ltd,24750,04/01/96,SBR
76414701,Workshop And Premises,C N Trading Ltd,4650,07/01/98,SBR
76416019,Shop and Premises,,6900,03/25/16,SBR
76416021,Shop and Premises,Homely Abode Ltd,11000,03/24/16,SBR
76420700,Reservoir,,500,04/01/90,DUR SBR
76420704,Workshop And Premises,,960,04/01/14,SBR
76420706,Studio And Premises,Clay Construction (Huddersfield) Ltd,1725,04/01/17,EX
76420708,Workshop And Premises,,1650,04/01/14,SBR
76420710,Store And Premises,Clay Construction (Huddersfield) Ltd,1725,04/08/17,EX
76420711,Vehicle Repair Workshop And Premises,Clay Construction (Huddersfield) Ltd,3700,10/01/17,EX
76420712,Workshop And Premises,Clay Developments Ltd,1650,05/01/17,EX
76420715,Warehouse And Premises,Clay Construction (Huddersfield) Ltd,1800,04/01/17,EX
76420718,Workshop And Premises,Clay Construction (Huddersfield) Ltd,5500,04/01/17,EX
76420720,Workshop And Premises,Clay Construction (Huddersfield) Ltd,2500,04/01/17,EX
76420723,Workshop And Premises,Clay Construction (Huddersfield) Ltd,3550,04/01/17,EX
76420725,Store And Premises,Clay Construction (Huddersfield) Ltd,1400,04/01/17,EX
76420726,Store And Premises,Clay Construction (Huddersfield) Ltd,1975,04/28/17,EX
76420727,Warehouse And Premises,Clay Construction (Huddersfield) Ltd,5500,04/01/17,EX
76420729,Warehouse And Premises,Clay Construction (Huddersfield) Ltd,6000,04/01/17,EX
76420730,Workshop And Premises,Clay Construction (Huddersfield) Ltd,8000,04/01/17,EX
76422702,Self Catering Holiday Unit And Premises,,3200,10/01/15,DUR SBR
76424703,Self Catering Holiday Unit And Premises,,3200,08/01/14,SBR
76436701,Sewage Treatment Works And Premises,Yorkshire Water Services Ltd,106000,04/01/90,
76444700,Factory and Premises,Sutcliffe Farrar And Co Ltd,5900,04/01/90,SBR
76444701,Workshop And Premises,,4050,07/01/14,SBR
76444702,Workshop And Premises,,2600,11/01/11,SBR
76444704,Workshop And Premises,,7100,10/01/08,SBR
76444705,Workshop And Premises,,3700,10/01/07,SBR
76444706,Workshop And Premises,,1925,02/01/13,EX
76444709,Store And Premises,Units To Let [Northern] Ltd,470,11/01/13,EX
76444711,Warehouse And Premises,,5000,10/14/92,SBR
76444716,Workshop And Premises,,880,04/01/99,SBR
76444717,Warehouse And Premises,Hebden Bridge Amateur Boxing Club,3250,04/01/14,SBR
76444718,Studio And Premises,,1000,02/01/13,EX
76444719,Store And Premises,,2225,08/01/09,SBR
76444720,Store And Premises,,1125,02/01/13,EX
76448702,Store And Premises,,1800,04/01/97,SBR
76452700,Changing Rooms And Premises,Stubb Fields Community Association,1275,07/13/16,EX
76456002,Store And Premises,Eco Heat & Power Ltd,5900,09/01/07,SBR
76456700,Sewage Treatment Works And Premises,Yorkshire Water Services Ltd,196000,04/01/90,
76456701,Garage And Premises,,7400,04/01/90,SBR
76456704,Garage And Premises,Murts Motor Centre Ltd,3650,06/01/14,SBR
76456705,Hand Car Wash And Premises,,5200,08/03/13,SBR
76460700,Surgery And Premises,,1075,04/01/90,SBR
76460701,Bowling Club And Premises,,2050,04/01/90,SBR
76464700,School and Premises,Stubbings Infants School,14750,04/01/01,SSR SBR
76466700,Store And Premises,,2150,04/01/93,SBR
76468700,Playing Field And Premises,,475,04/01/12,SBR
76468703,School and Premises,Scout Road Academy,23500,09/01/11,MCR
76468704,Offices and Premises,,3000,03/01/16,SBR
76468716,Warehouse And Premises,John Veitch Ltd,108000,02/01/06,
76468721,Warehouse And Premises,Triplesix Ltd,7900,07/01/17,SBR
76468723,Workshop And Premises,,5700,10/01/15,SBR
76468724,Factory and Premises,John Veitch Ltd,22750,11/19/12,DUR SBR
76468725,Warehouse And Premises,Flower Of Life Ltd,15250,05/17/14,DUR SBR
76468726,Warehouse And Premises,Triplesix Ltd,17500,03/03/14,DUR SBR
76468727,Workshop And Premises,R E Thornber Ltd,3100,10/01/16,SBR
76468728,Factory and Premises,Calder Weaving Company Ltd,18500,12/01/14,SBR
76480700,Hostel And Premises,,5100,09/20/16,SBR
76486700,Workshop And Premises,,640,10/01/96,SBR
76488700,School and Premises,Heptonstall J & I School,36250,04/01/01,DUR SBR
76492700,School and Premises,Colden J & I School,14000,04/01/01,SBR
76496700,Garage And Premises,,3350,05/01/96,SBR
76500704,Cafe and Premises,The Town Hall Cafe Limited,3350,02/02/16,SBR
76500705,Offices and Premises,Castle Round Limited,2375,03/05/17,SBR
76500706,Offices and Premises,Hebden Bridge Arts Festival Ltd,1750,11/01/12,DCR MCR
76500707,Offices and Premises,,2550,09/01/12,SBR
76500708,Offices and Premises,,2425,07/01/15,SBR
76500709,Offices and Premises,Bagshaw Ecology Limited,1650,01/17/17,SBR
76500710,Offices and Premises,Gibbons Associates Ltd,1850,01/18/16,SBR
76500711,Offices and Premises,,1750,04/27/16,SBR
76500712,Offices and Premises,Harv,1575,12/21/15,DUR MCR
76500713,Offices and Premises,Incredibly Edible Todmorden Community Team,1150,04/01/16,SBR
76500718,Offices and Premises,Pennine Pack Ltd,1925,04/01/15,SBR
76500719,Offices and Premises,North Of Watford Actors Agency,3900,08/20/12,SBR
76500721,Offices and Premises,Neutron Software Limited,2650,01/17/17,SBR
76500722,Offices and Premises,,2700,08/20/12,SBR
76500723,Offices and Premises,Life Financial Planning Ltd,2100,08/20/12,SBR
76500724,Offices and Premises,,1800,08/20/12,SBR
76500725,Offices and Premises,,2600,05/20/13,SBR
76500726,Offices and Premises,Zamira Fashions Ltd,3850,07/01/15,SBR
76500727,Offices and Premises,,2750,03/10/14,SBR
76500728,Offices and Premises,Koji Digital Ltd,3650,06/26/15,SBR
76500729,Offices and Premises,Millstone Grit Productions Ltd,2025,07/05/15,SBR
76500730,Offices and Premises,,3950,10/17/16,SBR
76500731,Offices and Premises,Hall Way Partners Limited,2475,08/20/12,SBR
76500732,Store And Premises,Hebden Bridge Community Association,2225,08/20/12,DCR MCR
76500733,Offices and Premises,Hebden Bridge Community Association,4850,08/20/12,DCR DUR MCR
76500734,Offices and Premises,Calderdale Mbc Neighbourhood And Community Engagement Team,2075,08/20/12,SBR
76500735,Offices and Premises,Calderdale Mbc Neighbourhood And Community Engagement Team,4100,08/20/12,SBR
76500736,Offices and Premises,Upper Calder Valley Renaissance (Phase 2) Ltd,1300,01/18/16,SBR
76500741,Offices and Premises,,1075,04/01/15,SBR
76500744,Offices and Premises,Geekology Ltd,5900,06/21/14,SBR
76500746,Offices and Premises,Director Of Safer & Stronger Communities,1700,08/20/12,SBR
76500747,Offices and Premises,,2450,05/01/16,SBR
76500748,Offices and Premises,,2650,05/01/14,SBR
76500749,Offices and Premises,Kindus Solutions Ltd,2650,02/24/14,SBR
76500752,Offices and Premises,,1825,02/28/15,SBR
76500753,Offices and Premises,Hebden Bridge Community Association,2175,02/28/15,DCR MCR
76500754,Offices and Premises,,2275,10/14/15,DUR SBR
76500755,Offices and Premises,Cansquared Ltd,1775,06/01/16,SBR
76500760,Office and Premises,John Macklin Ltd,3400,12/04/15,SBR
76500763,Offices and Premises,Ayup Digital Ltd,6700,05/20/16,SBR
76500764,Conference Room And Premises,Hebden Bridge Community Association,29500,04/01/15,DCR DUR MCR
76500765,Offices And Premises,Hebden Bridge Community Association,31500,04/01/15,DCR DUR MCR
76500766,Offices And Premises,Hebden Bridge Community Association,2250,04/01/15,DCR MCR
76500767,Offices And Premises,Hebden Bridge Community Association,4500,04/01/15,DCR DUR MCR
76500768,Offices And Premises,Calderdale Mbc Neighbourhood And Community Engagement Team,760,04/01/15,SBR
76500769,Offices And Premises,Calderdale Mbc Neighbourhood And Community Engagement Team,1000,04/01/15,SBR
76500770,Offices And Premises,Calderdale Mbc Neighbourhood And Community Engagement Team,2125,04/01/15,SBR
76508002,Shop and Premises,,16500,05/01/12,SBR
76508004,Cafe and Premises,Westgate Wine & Cheese Company Ltd,15750,03/19/01,DUR SBR
76508008,Shop and Premises,Winris Ltd,12500,02/16/12,SBR
76508012,Shop and Premises,Woodhead Butchers Ltd,6500,04/01/90,SBR
76508013,Shop and Premises,,11750,10/30/04,SBR
76508015,Shop and Premises,,11500,03/15/17,SBR
76508017,Cafe And Premises,Valentine's Of Hebden Bridge Ltd,8100,11/22/16,SBR
76508019,Shop and Premises,Craven Establishment Ltd,12250,05/19/17,SBR
76508700,Workshop And Premises,,870,01/01/17,EX
76508702,Shop and Premises,,7500,04/16/16,SBR
76508703,Shop and Premises,,16500,04/01/90,SBR
76508704,Restaurant and Premises,,18750,05/01/07,DUR SBR
76508705,Store And Premises,,660,04/01/10,SBR
76508707,Workshop And Premises,,860,07/01/14,EX
76508708,Workshop And Premises,,1225,06/01/16,SBR
76508709,Workshop And Premises,Antiques & Orientals Ltd,1075,05/01/16,SBR
76508710,Workshop And Premises,,870,06/01/09,SBR
76508712,Workshop And Premises,,2250,07/01/98,SBR
76508716,Public House and Premises,The Ap Hotel Company Ltd,64000,11/13/17,DBR
76508718,Car Park,Calderdale Mbc,8500,04/01/10,SBR
76508719,Shop and Premises,,7900,01/01/97,SBR
76508723,Workshop And Premises,Sharlketh Ltd,530,11/01/11,EX
76508725,Workshop And Premises,,730,06/16/09,SBR
76512701,Warehouse And Premises,,4000,04/01/90,SBR
76512703,Day Nursery and Premises,,5900,06/24/04,SBR
76512704,Land Used For Storage and Premises,Matthew Sheard And Sons Ltd,4550,04/01/90,SBR
76512705,Store And Premises,Matthew Sheard & Sons Ltd,910,04/01/90,SBR
76512706,Restaurant and Premises,,4750,09/17/05,SBR
76512708,Car Park and Premises,Calderdale Mbc Parking Services,5500,11/01/08,SBR
76512709,Bicycle Docking Station and Premises,Merseyrail Electrics 2002 Ltd,40,04/09/14,SBR
76516703,Club and Premises,,8200,04/01/90,SBR
76518700,Cadet Hut And Premises,Yorkshire & Humber R F C A,1400,04/01/00,SBR
76520700,Public House and Premises,The Stubbing Wharf Hb Ltd,70000,04/01/12,DBR
76520701,Workshop And Premises,Pre-Treatment Technologies Ltd,2175,07/31/10,SBR
76524700,Workshop And Premises,Flynntec Ltd,31750,12/15/17,ER
76524701,Offices and Premises,,8500,10/26/16,ER
76524702,Land Used For Storage and Premises,J A Whitehead Services (Littletown) Ltd,13500,04/01/90,SBR
76535705,Search And Rescue Centre,,7800,01/31/96,MCR
76536701,Public Convenience (Part Exempt) and Premises,Calderdale Mbc,1450,04/01/03,SBR
76540004,Self Catering Holiday Unit And Premises,,2000,10/15/13,SBR
76540027,Self Catering Holiday Unit And Premises,,2550,10/31/16,DUR SBR
76540029,Shop and Premises,,2200,04/01/00,MVR DAR
76540038,Self Catering Holiday Unit And Premises,,2550,04/17/10,SBR
76540700,Car Park and Premises,,11500,04/01/90,SBR
76540703,Workshop And Premises,,2600,04/01/07,SBR
76540704,Garage And Premises,,2450,06/13/07,SBR
76540705,Garage And Premises,,1625,11/01/13,SBR
76540708,Store And Premises,,1500,04/01/90,SBR
76540712,Public House and Premises,,7100,10/15/16,SBR DBR
76540713,Public House and Premises,,2400,06/25/12,SBR
76540714,Shop and Premises,,4650,02/14/15,SBR
76548700,Land Used For Storage and Premises,,930,04/01/90,SBR
76548701,Workshop And Premises,,3250,04/01/90,SBR
76548702,Workshop And Premises,,1900,04/01/90,SBR
76552002,Offices and Premises,,1375,09/01/17,SBR
76552701,Warehouse And Premises,,8000,04/01/12,SBR
76552702,Garage And Premises,,3850,04/01/90,SBR
76552707,Market And Premises,Calderdale Mbc Markets Manager,14750,04/01/90,SBR
76552712,Office and Premises,Moreton Deakin Associates,8500,11/01/08,SBR
76552714,Shop and Premises,,5400,01/28/09,SBR
76552715,Chapel Of Rest And Premises,Dignity Funerals Ltd,3150,09/10/91,SBR
76552719,Gymnasium And Premises,Meritz Trading Limited,14750,06/09/16,SBR
76552721,Workshop And Premises,,8100,05/01/17,SBR
76552722,Club and Premises,Hebden Bridge Judo Club,8000,08/01/07,DOR SBR
