Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose Of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820,11/12/2014,PCO0257510,26.25,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820,11/12/2014,PCO0257510,48,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820,11/12/2014,PCO0257510,96,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820,11/12/2014,PCO0257510,160,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820,11/12/2014,PCO0257510,220,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820,11/12/2014,PCO0257510,333.75,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARNES JB LIMITED,A0000202,11/12/2014,PCO0257511,14.24,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,2,Expenditure : Materials,BARNES JB LIMITED,A0000202,11/12/2014,PCO0257520,42.95,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202,11/12/2014,PCO0257541,3.26,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202,11/12/2014,PCO0257541,7.67,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202,11/12/2014,PCO0257542,9.99,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202,11/12/2014,PCO0257542,77.9,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J HARGREAVES,A0001359,11/12/2014,PCO0257543,25,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J HARGREAVES,A0001359,11/12/2014,PCO0257544,25,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,ENGINEERING & FOUNDRY SUPPLIES,A0001002,11/12/2014,PCO0257545,54.58,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,ENGINEERING & FOUNDRY SUPPLIES,A0001002,11/12/2014,PCO0257545,54.58,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,UTTLEY MEMORIALS LIMITED,A0082814,11/12/2014,PCO0257546,215,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2103,Grounds : R & M : Gds Maint ,ASSIST MANAGED SERVICES LIMITED,A0072100,11/12/2014,PCO0257547,2900,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2103,Grounds : R & M : Gds Maint ,ASSIST MANAGED SERVICES LIMITED,A0072100,11/12/2014,PCO0257548,3695,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,FST CONSUMABLES LIMITED,A0000004,11/12/2014,PCO0257549,105.17,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,PCO0257550,19.42,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,2,Expenditure : Materials,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,PCO0257551,208.74,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675,11/12/2014,PCO0257552,103.39,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675,11/12/2014,PCO0257552,145.22,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,FST CONSUMABLES LIMITED,A0000004,11/12/2014,PCO0257553,51.07,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BROWNS ENGINEERING SERVICES,A0012980,11/12/2014,PCO0257556,16,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BROWNS ENGINEERING SERVICES,A0012980,11/12/2014,PCO0257556,72,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BROWNS ENGINEERING SERVICES,A0012980,11/12/2014,PCO0257557,16,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BROWNS ENGINEERING SERVICES,A0012980,11/12/2014,PCO0257557,72,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BOC GASES LTD,A0000386,11/12/2014,PCO0257558,76.15,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4301,Printing & Stationery,AZZURRI COMMUNICATIONS LIMITED,A0012512,11/12/2014,PCO0257559,138.34,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4301,Printing & Stationery,AZZURRI COMMUNICATIONS LIMITED,A0012512,11/12/2014,PCO0257560,94.68,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GIBSONS GARDEN MACHINERY LTD,A0001201,11/12/2014,PCO0257561,11.8,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GIBSONS GARDEN MACHINERY LTD,A0001201,11/12/2014,PCO0257561,12.45,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GIBSONS GARDEN MACHINERY LTD,A0001201,11/12/2014,PCO0257561,51.45,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,OPTION HYGIENE LIMITED,A0002063,11/12/2014,PCO0257562,73.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,OPTION HYGIENE LIMITED,A0002063,11/12/2014,PCO0257563,294,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,PCO0257565,355.88,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,PCO0257566,462.64,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,JAN BAILEY,A0090127,11/12/2014,PCO0257567,26.8,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C & R WALNE ENGRAVERS,A0042734,11/12/2014,PCO0257574,72,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,C & R WALNE ENGRAVERS,A0042734,11/12/2014,PCO0257575,36,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C & R WALNE ENGRAVERS,A0042734,11/12/2014,PCO0257590,36,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,2,Expenditure : Materials,M C & M A STEWART HAULAGE,A0068863,11/12/2014,PCO0257591,437.93,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,2,Expenditure : Materials,M C & M A STEWART HAULAGE,A0068863,11/12/2014,PCO0257591,442.61,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GIBSONS GARDEN MACHINERY LTD,A0001201,11/12/2014,PCO4004427,-37.96,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933,11/12/2014,PER0257667,40,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933,11/12/2014,PER0257667,50,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0001507,11/12/2014,PER0257668,10.6,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0001507,11/12/2014,PER0257668,20,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0057968,11/12/2014,PER0257669,28,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,ROBERTSHAWS GARDEN MACHINERY LTD,A0043296,11/12/2014,REG0257486,95.24,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Indirect Employee Expenses,1217,Emp : Training : General,LANCASHIRE WILDLIFE TRUST,A0001744,11/12/2014,REG0257487,24,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,CD14,Capital : Payments,AMBEROL LTD,A0024983,11/12/2014,REG0257488,43,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,REG0257489,7.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,REG0257490,13.74,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323,11/12/2014,REG0257491,33.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323,11/12/2014,REG0257492,33.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323,11/12/2014,REG0257493,33.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323,11/12/2014,REG0257494,33.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323,11/12/2014,REG0257495,33.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323,11/12/2014,REG0257496,135.2,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323,11/12/2014,REG0257497,202.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,Redacted - Personal Data,A0051552,11/12/2014,REG0257570,1433,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,DAVID NORMAN SOLICITORS LIMITED,A0089434,11/12/2014,REG0257571,650,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,TRAWDEN SOAP KITCHEN,A0089627,11/12/2014,REG0257601,55,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,GEORGE ROMNEY LIMITED,A0075747,11/12/2014,REG0257608,76.04,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,GEORGE ROMNEY LIMITED,A0075747,11/12/2014,REG0257611,76.04,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,SAWLEY FINE ARTS LTD,A0066186,11/12/2014,REG0257612,390.59,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,SAWLEY FINE ARTS LTD,A0066186,11/12/2014,REG0257616,39.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,THE BOOKSHOP,A0063559,11/12/2014,REG0257617,130.73,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,M J CORNALL,A0090083,11/12/2014,REG0257618,75,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,CD14,Capital : Payments,CLINICARE HEALTH & WELLBEING,A0089897,11/12/2014,REG0257620,1638.6,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,LOOP PUBLISHING LTD,A0047429,11/12/2014,REG0257625,37.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4705,Other Expenses,LIBRA TEXTILES LTD,A0062627,11/12/2014,REG0257626,4318.07,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,ROYAL MAIL RETAIL,A0015318,11/12/2014,REG0257631,173.4,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708,11/12/2014,TRE0257628,55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,15/12/2014,AAS0258169,290.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,15/12/2014,AAS0258169,290.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PB03,Cash : Payroll Advances,Redacted - Personal Data,A0076143,16/12/2014,AAS0257967,135,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4421,Credit card and online charges,GLOBAL PAYMENTS,A0072461,16/12/2014,AAS0258170,386.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4401,Consultants Fees,GLOBAL PAYMENTS,A0072461,16/12/2014,AAS0258171,641.58,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4421,Credit card and online charges,GLOBAL PAYMENTS,A0072461,16/12/2014,AAS0258172,1091.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1236,Emp : Medical Expenses,DBS,A0072958,16/12/2014,AAS0258173,1496,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,9303,Other Income : Non-VATable,DBS,A0072958,16/12/2014,AAS0258173,572,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,53.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,300.75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,204.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,279.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,277.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,207.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,185,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,162.17,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,50.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,186.28,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,99.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,230.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,55.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,58.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,93.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,157.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,231.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,167.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,135.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,139.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,44.83,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,94.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,151.47,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,129.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,157.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,53.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,127.47,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,41.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,55.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,42.15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,47.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,73.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,84.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,87.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,46.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,43.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,28.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,67.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,63.78,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,56.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,54.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,65.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,71.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,22.58,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,17/12/2014,AAS0257619,51.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,PEARL (BRIERFIELD MILL) LIMITED,A0081552,18/12/2014,AAS0257885,3150,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,ROUGHLEE PARISH COUNCIL,A0082370,18/12/2014,AAS0257886,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,ROUGHLEE PARISH COUNCIL,A0082370,18/12/2014,AAS0257886,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,ROUGHLEE PARISH COUNCIL,A0082370,18/12/2014,AAS0257886,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,ROUGHLEE PARISH COUNCIL,A0082370,18/12/2014,AAS0257886,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2801,Premises Insurance,JLT SPECIALITY LTD,A0051508,18/12/2014,AAS0257887,1078.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD13,Capital : Salaries,LIBERATA UK LTD,A0051618,18/12/2014,AAS0257889,2122.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,18/12/2014,AAS0257890,2115.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,18/12/2014,AAS0257891,469.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,EASTLANCS CHAMBER OF COMMERCE,A0001036,18/12/2014,AAS0257893,245,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2702,Service Charge,PENDLE ENTERPRISE & REGENERATION LTD,A0061803,18/12/2014,AAS0257897,5533,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,PENDLE ENTERPRISE & REGENERATION LTD,A0061803,18/12/2014,AAS0257898,9067.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,PENDLE ENTERPRISE & REGENERATION LTD,A0061803,18/12/2014,AAS0257898,39291.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,7202,District Audit Fees,GRANT THORNTON UK LLP,A0084044,18/12/2014,AAS0257899,900,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,7202,District Audit Fees,GRANT THORNTON UK LLP,A0084044,18/12/2014,AAS0257900,13318.25,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,18/12/2014,COR0257836,56.56,N,N/A,N,N/A
