UID,Client,Pro Class,Contract Title,Route to Market,Contract Type,Contract Start Date,Initial Contract Term (Months),Potential Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier,Supplier Type,Registered Number,Postcode,Council Directorate
2261,Stockport Council,211200-Furniture & Soft Furnishings : Office Furniture : ,Furniture Re-Use Scheme ,RFQ,Contract,01/04/2016,12,24,31/03/2017,No,31/03/2018,01/01/2017,"œ21,393.00","œ42,786.00",The Furniture Station ,SME,4680660,SK7 4EP ,Stockport- Corporate & Support Services
2268,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,SAP Maintenance & Support,Exemption,Contract,01/01/2016,12,12,31/12/2016,No,31/12/2016,01/06/2016,"œ106,000.00","œ106,000.00",SAP UK Ltd,Other,2152073,TW14 8HD,Stockport- Corporate & Support Services
2279,Stockport Council,181810-Environmental Services : Technical Equipment : Laboratory,COMA - High voltage Transformers,RFQ,Contract,01/03/2016,60,60,28/02/2021,No,28/02/2021,01/10/2019,"œ2,120.80","œ10,604.00",SPEC,Other,,WF20XW,Stockport- Services to Place
2282,Stockport Council,181900-Environmental Services : Testing & Inspection : ,Food Hygiene Inspections,Tender,Contract,01/04/2016,8,8,31/12/2016,No,31/12/2016,01/11/2016,"œ55,000.00","œ36,666.67",Osborne Richardson,SME,8083302,EC3A 5AR,Stockport- Services to People
2293,Stockport Council,401102-Social Community Care Supplies & Services - Children : Disabled Children : Short Overnight Breaks,Respite Services for Children with Disabilities - Lot 1 ,OJEU,Framework Agreement,01/04/2016,24,36,31/03/2018,No,31/03/2018,31/10/2017,"œ500,000.00","œ1,500,000.00",EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,VCSE,EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,EAM - M31 4DJ              Together Trust - SK8 1JE Seahsell Trust SK8 6RQ,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,01/04/2016,24,36,31/03/2018,No,31/03/2018,31/10/2017,"œ500,000.00","œ1,500,000.00",Various- See below,Various- See below,Various- See below,Various- See below,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,05/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",Crossroads Fairfield ,Other,NI030717,M333HP,
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,06/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",HG Care,SME,04626258,SK43GN,
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,07/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",Rainbow Trust,VCSE,1070532,OL8 4QQ,
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,08/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",Stockport CP ,VCSE,209782,SK8 1JE,
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,09/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",INDEPENDENT OPTIONS (NORTH WEST),SME,"Company: 02560910
Charity: 1022680
",SK75PE,
2302,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,"Provision of a System for Public Safety and Protection, Planning, Building Control and Land Charges? (Divided into 2 Lots) Utilising the CCS Framework RM1059 Lot 3",Tender,Framework Agreement,01/04/2016,36,48,31/03/2019,No,31/03/2019,01/10/2018,"œ42,000.00","œ168,000.00",Idox,Other,2933889,RG7 4SA,Stockport- Corporate & Support Services
2303,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of a Management Information System for Stockport Continuing Education Service,Tender,Contract,01/04/2016,24,36,31/03/2018,No,31/03/2018,01/10/2017,"œ16,100.00","œ48,300.00",West March Systems Ltd,SME,6245182,CA1 2SQ,Stockport- Corporate & Support Services
2304,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of an Education Management Information and Case Management System ,OJEU,Contract,01/04/2016,60,108,31/03/2021,No,31/03/2021,01/10/2020,"œ108,996.05","œ980,964.45",Tribal Education Limited,Other,04163300,BS2 0HQ,Stockport- Corporate & Support Services
2305,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Pecos Support & Maintenance,Exemption,Contract,01/12/2015,13,25,31/12/2017,No,31/12/2017,01/07/2017,"œ65,000.00","œ135,416.67",Elcom Systems Ltd,Other,2838561,N1C 4AX,Stockport- Corporate & Support Services
2319,Stockport Council,271440-Information Communication Technology : Software : ,Pecos Support & Maintenance,Exemption,Contract,01/12/2015,12,12,31/12/2016,No,31/12/2016,01/06/2016,"œ65,000.00","œ65,000.00",Elcom Systems Ltd,SME,2838561,N1C 4AX,Stockport- Corporate & Support Services
3007,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,Coroner?s case management system,Call Off (External),Framework Agreement,01/04/2016,36,36,31/03/2019,No,31/03/2019,01/10/2018,"œ5,200.00","œ15,600.00",Civica UK Ltd,Other,1628868,SW15 6AR,Stockport- Corporate & Support Services
3018,Stockport Council,151000-Consultancy : Business : ,CSS Business Development and Marketing Support ,Mini Competition (External),Contract,16/05/2016,6,6,31/10/2016,No,31/10/2016,31/10/2016,"œ86,996.00","œ86,996.00",KPMG LLP (UK),Other,OC301540,B4 6GH,Stockport- Corporate & Support Services
3019,Stockport Council,261517-Information Communication Technology : Services : Consultancy,Digital by Design - Delivery ,Mini Competition (External),Contract,18/03/2016,6,6,03/01/2017,No,03/01/2017,03/01/2017,"œ1,800,000.00","œ1,800,000.00",ThoughtWorks Ltd ,Other,4091535,M1 4BD,Stockport- Corporate & Support Services
3020,Stockport Council,321115-Social Community Care Supplies & Services - Children : Community Based Services : Childcare Services,Young People's Youth Club ,RFQ,Contract,01/04/2016,12,24,31/03/2017,No,31/03/2018,30/09/2016,"œ8,000.00","œ16,000.00",Pure Innovations,Other,1111252,SK3 0RF,Stockport- Services to People
3021,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Occupational Health Service,Call Off (External),Contract,01/03/2016,48,48,29/02/2020,No,29/02/2020,01/03/2017,"œ100,000.00","œ400,000.00",Health Management Ltd,Other,4369949,BN8 5NN,Stockport- Corporate & Support Services
3022,Stockport Council,Animals : Dogs : ,Collection of stray dogs,OJEU,Framework Agreement,01/10/2015,36,48,30/09/2018,Yes,30/09/2019,30/09/2019,"œ17,000.00","œ51,000.00",Animal Wardens,SME,3078092,BL1 4RA,Stockport- Services to Place
3033,Stockport Council,SOCIAL CARE SERVICES : Adult,Supported Living Services for Contract 103.9 (Phase 7),Mini Competition,Contract,01/08/2016,36,48,31/07/2019,No,31/07/2020,01/12/2016,"œ355,887.62","œ1,423,550.48",Royal Mencap Society,VCSE,550457 comp no  222377 charity,EC1Y 0RT,Stockport- Services to People
3036,Stockport Council,331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU,Contract,01/04/2014,36,48,31/03/2017,No,31/03/2018,01/09/2017,"œ3,891.00","œ15,564.00",Sportsafe UK Ltd,SME,3370067,C01 2TJ,Stockport- Services to Place
3038,Stockport Council,270000-Information Communication Technology :  ,Updated Audio Visual System to replace existing one at Stockport Town Hall,Exemption,Contract,21/03/2016,12,12,31/03/2017,No,31/03/2017,01/12/2016,"œ5,160.00","œ5,160.00",CDEC Ltd -  AV Reseller /  Integrator,SME,4102256,WA3 6PN,Stockport- Corporate & Support Services
3039,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,FEM Desktop upgrade from Professional edition to database edition; maintenance & support,Exemption,Contract,16/03/2016,12,12,31/03/2017,No,31/03/2017,01/01/2017,"œ6,900.00","œ6,900.00",Dotted Eyes,SME,4471760,B3 1TX,Stockport- Corporate & Support Services
3040,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Plotter for Planning and Building,Exemption,Contract,22/02/2016,12,12,31/03/2017,No,31/03/2017,01/12/2016,"œ12,175.00","œ12,175.00",Canon UK,Other,1264300,RH2 8BF,Stockport- Corporate & Support Services
3041,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Emergency plaster repair work to the Ballroom at Stockport Town Hall,Exemption,Contract,11/04/2016,4,4,11/08/2016,No,11/08/2016,01/08/2016,"œ87,000.00","œ87,000.00",Plaster Restorations UK Ltd,SME,4844002,LS167TN,Stockport- Services to Place
3056,Stockport Council,131312-Cleaning & Janitorial : Washroom Sanitation Service : ,"Sanitary, Medical & Sharps Etc",Call Off (External),Framework Agreement,01/08/2016,32,32,31/03/2019,No,31/03/2019,01/01/2018,"œ79,670.00","œ212,453.33",PHS ,SME,00770813,CF83 1XH,Stockport- Corporate & Support Services
3059,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Physiotherapy services for Stockport Council ,Tender,Contract,01/08/2016,24,36,31/07/2018,No,31/07/2019,01/08/2017,"œ42,000.00","œ126,000.00",John Bowden / Physio.co.uk ,SME,Supplier does not have company number,M3 4DN,Stockport- Corporate & Support Services
3060,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Counselling Services to Stockport Council ,Tender,Contract,05/09/2016,24,36,04/09/2018,No,04/09/2019,01/08/2017,"œ47,000.00","œ141,000.00",Beacon Counselling,SME,5429473,SK7 1BA,Stockport- Corporate & Support Services
3068,Stockport Council,152200-Consultancy : Technical & Feasibility : ,Consultancy Support for the Development of a Regional Adoption Agency,RFQ,Contract,01/06/2016,3,6,30/11/2016,No,30/11/2016,01/11/2016,"œ58,350.00","œ58,350.00",BDO LLP,Other,05177887,W1U 7EU,Stockport- Services to People
3110,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Independent Travel Training 2016 - Stockport,Tender,Contract,01/09/2016,24,36,31/08/2018,No,31/08/2019,01/08/2017,"œ130,000.00","œ390,000.00",Pure Innovations ,SME,5241249,SK3 0RF,Stockport- Services to People
3118,Stockport Council,"391310-Works - Construction, Repair & Maintenance : Open Spaces : Construction",South Park Skate Park ,Mini Competition (External),Contract,01/08/2016,2,2,30/09/2016,No,30/09/2016,01/09/2016,"œ40,000.00","œ40,000.00",Bendcrete Leisure Ltd.,SME,3220846,SK15 1ST,Stockport- Services to Place
3150,Stockport Council,261300-Human Resources : Recruitment & Assessment : ,Executive Search and Selection - GMCA - Place,RFQ,Contract,27/06/2016,3,3,16/09/2016,No,16/09/2016,16/09/2016,"œ20,000.00","œ5,000.00","Odgers Berndtson (trading as Berwick
& Partners)",Other,OC354226,EC4M 6XD ,Stockport- Corporate & Support Services
3153,Stockport Council,321930-Social Community Care Supplies & Services - Adult : Respite : Community,Development of a Wellbeing Centre in Stockport,Tender,Contract,01/07/2016,24,36,30/06/2018,No,30/06/2019,30/06/2017,"œ45,000.00","œ135,000.00",Disability Stockport,VCSE,7063608,SK1 1EG ,Stockport- Services to People
3179,Stockport Council,261520-Human Resources : Training & Conferences : Training,Training Seminar - Ashdown Education Ltd,Exemption,Contract,01/02/2016,12,12,31/03/2017,No,31/03/2017,31/03/2017,"œ9,750.00","œ9,750.00",Ashdown Education Ltd,Other,4367814,RH18  5DS,Stockport- Services to People
3181,Stockport Council,379999-Utilities : Not Elsewhere Classified : ,"Water, Waste Water, and Ancilliary Services",Local Services,Contract,01/04/1974,515,515,31/03/2017,No,31/03/2017,01/08/2016,"œ1,973,000.00","œ84,674,583.33",United Utilities,Other,06559020,WA5 3LP,Stockport- Corporate & Support Services
3187,Stockport Council,150000-Consultancy :  ,Comprehensive Needs Analysis,Tender,Contract,01/07/2016,3,3,18/11/2016,No,18/11/2016,01/09/2016,"œ25,000.00","œ25,000.00",FMG Consulting,Other,7309324,CW12 1ET,Stockport- Services to People
3188,Stockport Council,271420-Information Communication Technology : Services : Online Services,Governors Hub,RFQ,Contract,01/04/2016,12,12,31/03/2017,No,31/03/2017,01/12/2016,"œ12,372.00","œ12,372.00",Ortoo Technologies,SME,8142817,NR28 ODX,Stockport- Services to People
3202,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Health Visiting and Family Nurse Partnership Services for the Borough of Stockport,Exemption,Contract,01/04/2016,12,12,31/03/2017,No,31/03/2017,01/10/2016,"œ5,842,000.00","œ5,842,000.00",Stockport NHS Foundation Trust ,NHS,n/a,SK2 5HR,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,02/08/2015,24,48,01/08/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Various- See below,Various- See below,Various- See below,Various- See below,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Arco Ltd,Other,00133804,HU1 2SJ,
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Rexel UK Ltd T/A Newey & Eyre ,SME,00216596,LS26 0DU,
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",MWUK Ltd t/a Alexandra,SME,02411540,BS35 2NT,
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Lion Safety,SME,SC498428,BS35 2NT,
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",J & K Ross,SME,01246794, FK3 9XB,
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Ioma Clothing Company,Other, 00505191,L24 9WF,
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",SBA Ltd,SME,00381000,LE2 7SQ ,
3231,Stockport Council,199999-Facilities & Management Services : Not Elsewhere Classified : ,Antiques,Exemption,Contract,20/06/2016,1,12,20/06/2017,No,20/06/2017,01/05/2017,"œ10,000.00","œ10,000.00",Imperial Antiques,Other,4718076,SK2 7NR,Stockport- Services to Place
3238,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,The Chest,Call Off (External),contract,01/08/2016,48,96,31/07/2020,No,31/07/2020,01/08/2019,"œ2,140.00","œ17,120.00",Due-North - Proactis,SME,04499220,NE23 1LZ,Stockport- Corporate & Support Services
3258,Stockport Council,151000-Consultancy : Business : ,Creative Partner,Tender,Contract,30/08/2016,5,0,16/01/2017,No,16/01/2017,30/11/2016,"œ10,000.00",œ0.00,Creative Concern,Other,4582786,M1 2EJ,Stockport- Services to People
3314,Stockport Council,271200-Information Communication Technology : Hardware : ,Provision of the Councils laptop requirements,Mini Competition (External),Contract,01/07/2016,24,48,30/06/2018,No,30/06/2020,01/01/2018,"œ30,000.00","œ120,000.00",XMA Ltd,Other,2051703,NG11 7EP,Stockport- Corporate & Support Services
3321,Stockport Council,201800-Financial Services : Insurance : ,Merseyway Shopping Centre Insurance,Exemption,Contract,19/07/2016,8,8,21/04/2017,No,21/04/2017,01/01/2017,"œ122,035.58","œ122,035.58",AXA Insurance UK,Other,78950,EC2N 1AD,Stockport- Corporate & Support Services
3336,Stockport Council,271440-Information Communication Technology : Software : ,ebulk solution: Hosted Electronic Solution for the Administration of Disclosure and Barring Service,Call Off (External),Contract,27/06/2014,24,48,26/06/2017,Yes,26/06/2018,01/01/2017,"œ30,000.00","œ120,000.00",Complete Background Screening Ltd,Other,05435348,CF37 3DY,Stockport- Corporate & Support Services
3338,Stockport Council,"391500-Works - Construction, Repair & Maintenance : Consultancy : ",Principle Designer,Tender (OJEU),Contract,01/02/2017,36,,,,,,"œ500,000.00",œ0.00,,,,,
3359,Stockport Council,191200-Facilities & Management Services : Document Archiving & Storage : ,Document Scanning,RFQ,Contract,01/09/2016,6,6,28/02/2017,No,28/02/2017,28/02/2017,"œ46,774.00","œ23,387.00",Civica UK Ltd ,SME,1628868,WR10 1PT,Stockport- Corporate & Support Services
3377,Stockport Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Blue Badge,Tender,Contract,01/01/2012,48,48,31/12/2016,No,31/12/2018,31/12/2017,"œ27,000.00","œ108,000.00",Northgate Public Services (UK) Ltd,Other,968498,HP2 4NN,Stockport- Corporate & Support Services
3397,Stockport Council,191100-Facilities & Management Services : Design & Photography : ,12 x Images,Exemption,Contract,15/09/2016,120,120,14/09/2026,No,14/09/2026,01/04/2021,"œ10,000.00","œ10,000.00",Eamonn Murphy,Sole Trader,Supplier does not have company number,?,Stockport- Corporate & Support Services
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,,,,,,,,,œ0.00,,,,,
,,,,,,02/09/2013,2,36,01/09/2015,Yes,01/09/2016,,"œ400,000.00","œ1,200,000.00",,,,,
