Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,PCO0274967,83.63,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,PCO0274995,85.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274971,64720.38,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Reference Books Acts,4304,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 06/10/2016,DAL0274676,310.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BOWCOM,A0045454, 13/10/2016,PCO0274746,895.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PLUSNET TECHNOLOGIES LIMITED,A0045646, 31/10/2016,AAS0275333,15.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,M SALEEM T/A AM BUILDING MAINTENANCE,A0046869, 20/10/2016,HMR0275041,4260.00,N,N/A,N,710
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,APPETITE,A0046890, 27/10/2016,PER0275221,70.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0046965, 20/10/2016,HED0275084,51.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,ROBERTS & SMITH,A0047024, 18/10/2016,AAS0275137,3500.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,GREENFIELD TRAINING & CONSULTANCY LTD,A0047889, 27/10/2016,PER0275225,640.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,GREENFIELD TRAINING & CONSULTANCY LTD,A0047889, 27/10/2016,PER0275226,800.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Subscriptions & Donations,4706,B & J TRAVEL LTD,A0048659, 27/10/2016,DAL0275247,275.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JANET CASE - CASES FACES,A0049135, 06/10/2016,HED0274596,210.00,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN DIOCESAN BOARD OF FINANCE LTD,A0049427, 20/10/2016,COR0275065,40.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,VIP SYSTEM LIMITED,A0050529, 20/10/2016,HED0275083,343.53,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,VIP SYSTEM LIMITED,A0050529, 20/10/2016,HED0275083,343.53,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,PENDLE FOREST CYCLING CLUB,A0050773, 06/10/2016,HED0274586,160.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 20/10/2016,PCO0274988,22.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 06/10/2016,PCO0274619,177.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,Capital : Surveyors Fees,CD07,THOMAS V SHAW CO LTD,A0051459, 13/10/2016,DAL0274866,1037.50,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Premises Cleaning,2601,ROACH CLEANING & MAINTENANCE SERVICES LTD,A0051553, 20/10/2016,HMR0274934,40.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Recruitment,1221,LIBERATA UK LTD,A0051618, 13/10/2016,PER0274862,305.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Pensions Increase Act Payments,1234,LIBERATA UK LTD,A0051618, 20/10/2016,AAS0275077,19216.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274830,1726.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 20/10/2016,AAS0275077,16022.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 20/10/2016,AAS0275077,21463.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274831,10672.50,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274831,33600.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274831,25091.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274831,88420.32,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274831,51798.80,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 27/10/2016,AAS0275216,1433.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 27/10/2016,AAS0275215,2192.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274831,84447.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/10/2016,AAS0274831,122220.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,Lease costs:Computer (Orchard),8204,LIBERATA UK LTD,A0051618, 20/10/2016,AAS0275077,18036.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,LIBERATA UK LTD,A0051618, 06/10/2016,AAS0274734,15000.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,SOUTHERN ELECTRIC,A0051726, 20/10/2016,EST0275063,128.46,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,STEPHEN GARNETT,A0051730, 06/10/2016,HED0274587,255.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,STEPHEN GARNETT,A0051730, 13/10/2016,DAL0274869,150.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Other Expenses,4705,FIDELITI LIMITED,A0052058, 13/10/2016,PER0274861,75.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ALERT FIRE AND SECURITY LIMITED,A0052065, 20/10/2016,PCO0275039,75.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,C B PRICE & SONS BUILDERS,A0052117, 20/10/2016,PCO0274899,3250.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,9.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,10.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,13.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,17.51,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,13.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,9.02,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,11.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,11.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,21.11,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,12.35,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,9.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,9.06,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,9.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 20/10/2016,DAL0274979,9.46,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ATG ACCESS LIMITED,A0053739, 13/10/2016,HED0274795,378.75,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,BRITISH GAS TRADING LIMITED,A0053746, 20/10/2016,HMR0274910,260.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,4705,NELSON & DISTRICT ROYAL BRITISH LEGION,A0054144, 27/10/2016,DAL0275220,51.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 27/10/2016,HMR0275237,37.81,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,THE PLAY INSPECTION COMPANY LTD,A0054674, 06/10/2016,PCO0274673,301.95,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,THE PLAY INSPECTION COMPANY LTD,A0054674, 06/10/2016,PCO0274673,606.95,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,THE PLAY INSPECTION COMPANY LTD,A0054674, 06/10/2016,PCO0274673,2897.50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 27/10/2016,OPS0275157,50.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,RIGBY`S EXECUTIVE COACHES LTD,A0055923, 27/10/2016,HMR0275117,200.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,RIGBY`S EXECUTIVE COACHES LTD,A0055923, 20/10/2016,HMR0274911,600.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,SCOTT DAWSON ADVERTISING LTD,A0056526, 27/10/2016,REG0275174,376.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,REDACTED - PERSONAL DATA,A0056527, 06/10/2016,HED0274594,2.03,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,REDACTED - PERSONAL DATA,A0056527, 06/10/2016,HED0274594,3.50,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,REDACTED - PERSONAL DATA,A0056527, 06/10/2016,HED0274594,7.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,REDACTED - PERSONAL DATA,A0056527, 06/10/2016,HED0274594,41.46,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,250.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,125.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,135.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,195.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,240.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,260.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,380.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 06/10/2016,PCO0274611,490.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Printing & Stationery,4301,BOLSOVER DISTRICT COUNCIL,A0057455, 20/10/2016,OPS0275020,14.85,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Printing & Stationery,4301,BOLSOVER DISTRICT COUNCIL,A0057455, 20/10/2016,OPS0275020,44.50,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Printing & Stationery,4301,NB COLOUR PRINT LTD,A0057578, 13/10/2016,HED0274754,183.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,NB COLOUR PRINT LTD,A0057578, 06/10/2016,HMR0274712,206.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,NB COLOUR PRINT LTD,A0057578, 13/10/2016,REG0274864,300.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM Materials,4004,ROSSENDALE BOROUGH COUNCIL,A0057585, 20/10/2016,HMR0274916,5566.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0057968, 13/10/2016,PER0274860,230.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,P LEE WASTE OIL LIMTED,A0058412, 13/10/2016,OPS0274751,820.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,Capital : Payments,CD14,AVIVA INSURANCE  LIMITED,A0058665, 27/10/2016,DAL0275233,219.51,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Telephones : Direct,4502,SECURITY MONITORING CENTRES LTD,A0059068, 06/10/2016,OPS0274600,121.67,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TAYLORMADE CASTINGS LTD,A0059071, 20/10/2016,PCO0275035,700.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TAYLORMADE CASTINGS LTD,A0059071, 20/10/2016,PCO0275034,85.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TAYLORMADE CASTINGS LTD,A0059071, 20/10/2016,PCO0275034,700.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 20/10/2016,OPS0274888,392.77,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 20/10/2016,OPS0274888,136.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,1221,JOHNSTON PUBLISHING LIMITED,A0059640, 25/10/2016,AAS0275331,45.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,4305,JOHNSTON PUBLISHING LIMITED,A0059640, 25/10/2016,AAS0275332,45.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,4305,JOHNSTON PUBLISHING LIMITED,A0059640, 25/10/2016,AAS0275330,45.76,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2016,DAL0275098,262.20,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 13/10/2016,MAN0274752,262.20,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 20/10/2016,MAN0274903,288.42,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,4705,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2016,DAL0275096,131.10,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2016,REG0275178,270.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,Capital : Legal Fees,CD09,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2016,DAL0275097,2080.12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 13/10/2016,OPS0274749,350.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 13/10/2016,OPS0274748,1080.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,4705,DLP PLANNING LTD,A0061134, 20/10/2016,PBC0275005,7327.25,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,PERFORMING RIGHT SOCIETY LIMITED,A0061407, 20/10/2016,PCO0274901,59.70,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Performing Rights Fees,4406,PERFORMING RIGHT SOCIETY LIMITED,A0061407, 27/10/2016,EST0275229,677.60,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 13/10/2016,REG0274850,2679.16,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,NEALES WASTE MANAGEMENT,A0062047, 20/10/2016,OPS0274925,235.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,LIBRA TEXTILES LTD,A0062627, 20/10/2016,REG0274909,4130.19,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,LIBRA TEXTILES LTD,A0062627, 13/10/2016,REG0274868,4655.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/10/2016,AAS0275118,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/10/2016,AAS0275118,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/10/2016,AAS0275118,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/10/2016,AAS0275118,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/10/2016,AAS0275113,256.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/10/2016,AAS0275113,252.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/10/2016,AAS0275118,144.48,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,KEYPLUS SECURITY LIMITED,A0062723, 06/10/2016,EST0274699,385.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,KEYPLUS SECURITY LIMITED,A0062723, 20/10/2016,OPS0274890,37.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 20/10/2016,PCO0274976,1021.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 06/10/2016,PCO0274659,760.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 20/10/2016,PCO0274977,814.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 20/10/2016,PCO0274984,1500.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,GELPACK EXCELSIOR LIMITED,A0063302, 13/10/2016,OPS0274747,790.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL0274973,1.81,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 06/10/2016,DAL0274675,2.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 27/10/2016,DAL0275218,3.28,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 13/10/2016,DAL0274873,5.43,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL0274992,8.75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 27/10/2016,DAL0275218,1.11,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL4005199,-700.56,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 06/10/2016,DAL0274675,0.31,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 27/10/2016,DAL0275218,0.63,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 13/10/2016,DAL0274873,1.26,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL0274973,702.73,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL0274973,35.91,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 06/10/2016,DAL0274675,37.03,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL0274992,57.77,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 13/10/2016,DAL0274873,87.90,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 27/10/2016,DAL0275218,360.97,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 13/10/2016,DAL0274873,9.44,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 06/10/2016,DAL0274675,9.45,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 27/10/2016,DAL0275218,15.68,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL0274992,34.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL NORTH LIMITED,A0064458, 20/10/2016,DAL0274973,5.07,N,N/A,N,N/A
