Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
November,Economy,UK,UK,67.85,BRITISH AIRWAYS,Finance & Commercial Group
November,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,347.28,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Resource Management Group
November,Economy,UK,UK,87.5,BMI,Strategic Director Border
November,Economy,UK,UK,531.18,BMI,IPS
December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,108.19,FLYBE BRITISH EUROPEAN,IPS
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Criminal & Detention Group
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB
November,Economy,UK,UK,178.35,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB
December,Economy,UK,UK,58.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,64.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,192.18,BMI,Strategic Director Border
December,Economy,UK,UK,234.18,BMI,Strategic Director Border
December,Economy,UK,UK,184.5,BMI,Strategic Director Border
November,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,138.05,FLYBE BRITISH EUROPEAN,ISA
November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,120.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,190.98,BMI BABY,Strategy & International Group
November,Economy,UK,UK,103.53,EASYJET,IPS
November,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,79,BMI,Legal Advisors Branch
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,126.83,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,95.85,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,199.83,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,113.2,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,100.26,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,357.56,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,159.26,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,81.53,EASYJET,Strategic Director Border
November,Economy,UK,UK,96.53,EASYJET,IPS
November,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,16,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,159.91,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,120.92,BRITISH AIRWAYS,Science & Research Group
November,Economy,UK,UK,231.69,BMI,Science & Research Group
December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,96.57,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,97.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,126.83,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,193.18,AER LINGUS,Strategic Director Border
December,Economy,UK,UK,136.83,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Economy,UK,UK,208.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,192.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,207.22,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,56.5,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,136.48,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,121.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,248.75,AURIGNY AIR SERVICES,Strategic Director Border
November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,181.26,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,184.9,EASTERN AIRWAYS,Crime & Policing Group
November,Economy,UK,UK,39.4,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,168.77,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,110.53,EASYJET,Strategy & International Group
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,43.24,EASYJET,IPS
December,Economy,UK,UK,99.54,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,73.85,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,253.83,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,172.8,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,337.18,BMI,IPS
November,Economy,UK,UK,42.24,EASYJET,IPS
November,Economy,UK,UK,84.24,EASYJET,IPS
December,Economy,UK,UK,118.35,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,140.26,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,271.22,BRITISH AIRWAYS,OSCT
November,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Resource Management Group
November,Business Class,UK,UK,302.17,BRITISH AIRWAYS,Science & Research Group
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,100.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,224.17,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Resource Management Group
November,Business Class,UK,UK,366.28,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,168.83,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,173.28,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,201.18,BMI,IPS
December,Economy,UK,UK,91.98,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Criminal & Detention Group
November,Economy,UK,UK,101.5,BRITISH AIRWAYS,Strategic Director Border
November,Business Class,UK,UK,202.3,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,173.56,FLYBE BRITISH EUROPEAN,Science & Research Group
December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,92.89,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,127.69,BMI,Strategic Director Border
November,Economy,UK,UK,106.5,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,99.83,BRITISH AIRWAYS,Strategic Director Border
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,85.24,EASYJET,IPS
December,Economy,UK,UK,189.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,113.53,EASYJET,IPS
November,Economy,UK,UK,199.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,140.98,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,217.49,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,104.91,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,93.7,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,214.91,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,156.69,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,178.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,142.83,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,167.48,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,176.83,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,179.8,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,85.24,EASYJET,IPS
November,Business Class,UK,UK,111.85,BRITISH AIRWAYS,Finance & Commercial Group
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,222.54,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,139.59,BMI,Criminal & Detention Group
December,Economy,UK,UK,67.9,BMI,Criminal & Detention Group
November,Economy,UK,UK,119.3,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,160.9,FLYBE BRITISH EUROPEAN,Resource Management Group
November,Economy,UK,UK,134.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,165.53,EASYJET,IPS
November,Economy,UK,UK,128.3,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,43.9,BMI,Strategic Director Border
November,Economy,UK,UK,128.2,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,303.91,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,58.53,EASYJET,CRB
December,Economy,UK,UK,58.53,EASYJET,CRB
November,Business Class,UK,UK,270.8,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,111.9,EASTERN AIRWAYS,Crime & Policing Group
November,Economy,UK,UK,72.41,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,91.06,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,52.5,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,87.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,32.99,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,170.63,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
November,Business Class,UK,UK,291.83,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,39,BMI,Strategic Director Border
December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,72.5,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,184.69,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,372.22,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,85.5,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,102.35,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,153.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,97.35,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,253.7,EASTERN AIRWAYS,IPS
December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,266.85,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,267.92,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,38.9,BMI,Resource Management Group
December,Economy,UK,UK,167.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,161.28,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,162.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,162.69,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,199.4,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,215.35,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,96.92,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Business Class,UK,UK,226.28,BRITISH AIRWAYS,Immigration Group
December,Business Class,UK,UK,193.68,BMI,IPS
December,Economy,UK,UK,299.28,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,152.77,BRITISH AIRWAYS,Science & Research Group
November,Economy,UK,UK,314.22,BRITISH AIRWAYS,Strategic Director Border
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,531.18,BMI,Legal Advisors Branch
November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,204.53,EASYJET,IPS
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,204.53,EASYJET,IPS
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,157.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,220.55,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,91.53,EASYJET,IPS
November,Economy,UK,UK,139.59,BMI,Strategic Director Border
December,Economy,UK,UK,61.24,EASYJET,IPS
December,Economy,UK,UK,66.24,EASYJET,IPS
December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,95.24,EASYJET,IPS
December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,237.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,252.17,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,535.9,EASTERN AIRWAYS,Strategic Director Border
December,Economy,UK,UK,253.7,EASTERN AIRWAYS,Crime & Policing Group
November,Economy,UK,UK,167.35,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,531.18,BMI,Crime & Policing Group
November,Economy,UK,UK,531.18,BMI,Crime & Policing Group
December,Economy,UK,UK,67.85,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,263.1,BMI,Strategy & International Group
December,Economy,UK,UK,263.1,BMI,Strategy & International Group
December,Economy,UK,UK,150.54,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,191.54,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,372.22,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,231.28,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,162.73,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,199.68,BMI,Immigration Group
December,Economy,UK,UK,92.21,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,199.68,BMI,Immigration Group
November,Economy,UK,UK,199.68,BMI,Immigration Group
December,Economy,UK,UK,111.8,EASTERN AIRWAYS,Finance & Commercial Group
November,Economy,UK,UK,155.68,BMI,IPS
November,Economy,UK,UK,281.18,BMI,IPS
November,Economy,UK,UK,339.18,BMI,Strategic Director Border
November,Economy,UK,UK,136.98,BRITISH AIRWAYS,Strategic Director Border
December,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,179.26,FLYBE BRITISH EUROPEAN,Science & Research Group
December,Economy,UK,UK,154.8,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,289.23,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,239.55,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,203.57,FLYBE BRITISH EUROPEAN,CRB
December,Business Class,UK,UK,186.3,BRITISH AIRWAYS,Group HR
December,Economy,UK,UK,122.91,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Immigration Group
November,Business Class,UK,UK,112.5,BRITISH AIRWAYS,Immigration Group
November,Business Class,UK,UK,125.85,BRITISH AIRWAYS,Immigration Group
November,Business Class,UK,UK,222.35,BRITISH AIRWAYS,UKBA
December,Economy,UK,UK,83.25,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,56.98,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,120.83,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,54.48,BMI BABY,IPS
November,Economy,UK,UK,339.18,BMI,Strategic Director Border
December,Economy,UK,UK,73.85,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,339.18,BMI,Strategic Director Border
November,Economy,UK,UK,384.18,BMI,Strategic Director Border
November,Economy,UK,UK,339.18,BMI,Strategic Director Border
December,Economy,UK,UK,235.71,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,331.69,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,300.9,BMI,Strategic Director Border
November,Economy,UK,UK,185.73,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,475.18,BMI,IPS
November,Economy,UK,UK,222.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,57.24,EASYJET,IPS
December,Economy,UK,UK,58.24,EASYJET,Immigration Group
December,Economy,UK,UK,54.48,BMI BABY,IPS
December,Economy,UK,UK,119.53,EASYJET,Science & Research Group
November,Economy,UK,UK,535.9,EASTERN AIRWAYS,Strategic Director Border
December,Business Class,UK,UK,270.77,BRITISH AIRWAYS,Science & Research Group
November,Economy,UK,UK,339.18,BMI,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,159.91,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,145.53,EASYJET,Immigration Group
December,Economy,UK,UK,57.24,EASYJET,IPS
November,Business Class,UK,UK,112.92,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,120.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,120.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,Science & Research Group
November,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,Science & Research Group
December,Economy,UK,UK,172.6,EASTERN AIRWAYS,Strategic Director Border
December,Economy,UK,UK,90.28,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,352.18,BMI,Crime & Policing Group
December,Economy,UK,UK,352.18,BMI,Crime & Policing Group
November,Economy,UK,UK,243.59,BMI,Immigration Group
December,Economy,UK,UK,165.25,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,165.25,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,122.8,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,325.18,BMI,Immigration Group
November,Economy,UK,UK,276.18,BMI,Immigration Group
December,Economy,UK,UK,118.35,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,418.18,BMI,Immigration Group
December,Economy,UK,UK,147.31,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,170.9,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,190.9,FLYBE BRITISH EUROPEAN,Resource Management Group
November,Economy,UK,UK,278.68,BMI,Immigration Group
December,Economy,UK,UK,111.89,AIR FRANCE,Strategic Director Border
December,Economy,UK,UK,158.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,171.99,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,182.49,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,107.41,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,302.23,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,128.68,BMI,IPS
November,Economy,UK,UK,94.24,EASYJET,Strategic Director Border
December,Economy,UK,UK,79,BMI,Immigration Group
December,Economy,UK,UK,228.17,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,49.24,EASYJET,ISA
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,288.22,BRITISH AIRWAYS,Science & Research Group
December,Economy,UK,UK,288.22,BRITISH AIRWAYS,Science & Research Group
December,Economy,UK,UK,31,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,303.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
