Reference Number,Title of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Non-recoverable VAT,Start Date,End Date,End Date (including extension),Review Date,Award Method,SME?
5000005718,Library Books,Children's Services,Provision of Unity inter- Loans. Single Source Supplier,OCLC (UK) Ltd,"£18,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000005717,Library Books,Children's Services,Spoken Word Materials - Single Source Supplier,W F Howes Ltd,"£36,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000005678,CACI Ltd,Children's Services,CACI Ltd,C A C I Ltd,"£84,000.00",,01/04/2013,31/03/2016,,05/07/2015,ITT,
5000005452,Clubs and Holiday Provisions (CS),Children's Services,Clubs and Holiday Provisions (CS),Fair Play Barnet,"£67,964.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005451,Inclusive Training (CS),Children's Services,Inclusive Training (CS),Fair Play Barnet,"£49,954.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005449,Disabled Children and Young Adults (CS),Children's Services,Disabled Children and Young Adults (CS),Fair Play Barnet,"£290,242.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005448,Families experiencing Dom Violence (CS),Children's Services,Families experiencing Dom Violence (CS),Home Start Barnet,"£43,668.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005447,Community Coaching for Families (CS),Children's Services,Community Coaching for Families (CS),Home Start Barnet,"£439,335.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005446,Working with Traveller communities (CS),Children's Services,Awaiting final contract.,Community Barnet,"£35,655.00",,01/07/2013,31/03/2016,31/03/2014,05/07/2015,ITT,
5000005445,Parenting Programmes: Hard to reach (CS),Children's Services,Parenting Programmes. Awaiting final contract document.,Community Barnet,"£107,810.00",,01/07/2013,31/03/2016,31/03/2014,05/07/2015,ITT,
5000005444,Young People Intervention: Mentoring(CS),Children's Services,NASS,Barnardo Services,"£168,911.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005442,Supporting Young Carers (CS),Children's Services,Supporting Young Carers (CS),Barnet Carers Centre,"£321,967.00",,01/07/2013,31/03/2016,31/03/2014,05/07/2015,ITT,
5000005441,Disabled children and Young People (CS),Children's Services,Disabled children and Young People (CS),Barnet Mencap,"£126,770.00",,01/07/2013,31/03/2016,31/03/2014,05/07/2015,ITT,
5000005440,Young people and intervention (CS),Children's Services,Young people and intervention (CS),The Barnetgroup,"£419,710.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005439,Peer to Peer role Model Scheme (CS),Children's Services,Peer to Peer role Model Scheme (CS),The Barnetgroup,"£169,580.00",,01/07/2013,31/03/2016,,05/07/2015,ITT,
5000005425,National Schools Contract NASS  (CS),Children's Services,Placement of Children in care - NASS,SES Turnstone,"£200,000.00",,16/07/2013,31/08/2015,,04/12/2014,ITT,
5000005404,Child Placement  (CS),Children's Services,Not a Procurement,Annemount Nursery,"£33,600.00",,01/04/2013,31/03/2016,,05/07/2015,ITT,
5000005394,Mentoring for young people  (CS),Children's Services,Mentoring for Young People at Risk of becoming NEET - grant funded from City of London,Youth at Risk (UK),"£40,000.00",,01/07/2013,31/07/2014,31/07/2014,03/11/2013,ITT,
5000005385,Independent Social Worker  (CS),Children's Services,Independent Social Worker  (CS),Farrukh Akhtar,"£20,000.00",,03/07/2012,03/07/2015,,06/10/2014,ITT,
5000005370,Serv to YP Learning difficultues  (CS),Children's Services,"To provide information, advice and guidance for young people with LDD (Learning Difficulties and Disabilities)",Prospects Services,"£498,981.33",,01/07/2013,31/07/2015,30/06/2015,03/11/2014,ITT,
5000005322,Transport / Coach Hire  (CS),Children's Services,Transport / Coach Hire  (CS),S.P. Coaches,"£14,900.00",,02/07/2013,31/03/2014,,04/07/2013,ITT,
5000005320,Educaton Equip for Children Centre (CS),Children's Services,Educaton Equip for Children Centre (CS),D & G Educational,"£10,000.00",,02/07/2013,30/06/2014,,03/10/2013,ITT,
5000005315,Social Care Placements (CS),Children's Services,Residential placements to children,Tabularasa UK,"£709,800.00",,28/06/2013,01/08/2016,01/08/2016,05/11/2015,Quote,
5000005313,Community Library Service  (CS),Children's Services,Grant Payments for Lease of Library Services to Community Library,Friern Barnet,"£50,000.00",,05/04/2013,31/03/2015,,04/07/2014,ITT,
5000005292,Frozen foods  ,Children's Services,Frozen foods  ,Osem U.K. Limited,"£24,999.00",,01/04/2013,31/07/2014,,03/11/2013,ITT,
5000005291,Frozen Foods (CS),Children's Services,Frozen Food Provider,Brake Bros ,"£129,000.00",,01/04/2013,31/12/2016,,05/04/2016,ITT,
5000005008,London Centre for Children With Cerebral,Children's Services,London Centre for Children With Cerebral,The Peter Rigby Trust,"£206,374.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000004278,Social Care(Capstone Vision),Children's Services,Social Care(Capstone Vision),Capstone Foster Care (South) Ltd,"£201,688.14",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000005284,Cleaning Materials  ,Children's Services,"ESPO Framework- No contract on file, ESPO is sending these over.",Eastern Shires,"£78,000.00",,01/04/2013,30/03/2015,30/11/2013,03/07/2014,ITT,
5000005277,Training for Early Years settings  (CS),Children's Services,Training for Early Years settings  (CS),Oakleigh School,"£10,000.00",,01/04/2013,31/03/2016,,05/07/2015,ITT,
5000005260,Overnight Prov (SHORT BREAKS TEAM ONLY),Children's Services,Overnight Prov (SHORT BREAKS TEAM ONLY),Kisharon Day School,"£18,800.00",,21/06/2013,31/03/2014,,04/07/2013,ITT,
5000005241,Peer support (SHORT BREAKS TEAM ONLY),Children's Services,Purchase Order Contract as under 25k,Prt Barnet Carers,"£12,698.00",,18/06/2013,30/05/2014,,02/09/2013,ITT,
5000005201,Interlibrary loans at British Museum(CS),Children's Services,PO,British Library,"£12,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000005200,Smart SM (CS),Children's Services,SmartSM,Bridgeall Libraries Ltd,"£26,000.00",,01/04/2013,31/03/2015,31/03/2015,04/07/2014,ITT,
5000005127,Library books  (CS),Children's Services,Library books  (CS),Bibliographical,"£19,000.00",,28/05/2013,31/03/2015,,04/07/2014,ITT,
5000005122,Library books  (CS),Children's Services,Libraries,AudioGo Ltd,"£28,000.00",,28/05/2013,31/03/2015,,04/07/2014,ITT,
5000005113,Independent Social Work (CS),Children's Services,Independent Social Work (CS),Hilary Trevelyan,"£32,000.00",,28/05/2013,01/04/2015,,05/07/2014,ITT,
5000004909,Bakery Products,Children's Services,Bakery Products,Raynors,"£600,000.00",,01/01/2013,11/03/2016,,15/06/2015,ITT,
5000004904,Spoken word  (CS),Children's Services,PO,Oakhill Publishing,"£12,100.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000004891,Specialist book supplier  (CS),Children's Services,Awaiting supplier list,Star Books,"£15,000.00",,17/04/2013,31/03/2016,,05/07/2015,ITT,
5000004885,Child Placement  (Learning Opportunities),Children's Services,SEN placement - NASS/ NON PROCUREMENT,Learning Opportunites Ltd,"£29,775.00",,17/04/2013,31/03/2014,31/03/2014,04/07/2013,Quote,
5000004869,Specialist consultant   (CS),Children's Services,Under 10k - Sub Threshold,Lorimer,"£10,000.00",,12/04/2013,31/03/2016,,05/07/2015,ITT,
5000004594,Residential Children's Home,Children's Services,Residential Children's Home,16-21 Project,"£60,000.00",,07/03/2013,31/03/2016,,05/07/2015,Quote,
5000004568,SEN placement,Children's Services,SEN placement,Together Trust,"£50,833.00",,28/02/2013,31/03/2016,,05/07/2015,Quote,
5000004567,SEN placement (Blossom House),Children's Services,Special Educational Needs Placement.,Blossom House,"£52,500.00",,28/02/2013,31/03/2016,,05/07/2015,Quote,
5000004556,Child Placement,Children's Services,Child Placement,Hampstead Fine Arts College,"£37,200.00",,01/09/2012,30/09/2014,,03/01/2014,Quote,
5000004540,Audio & Visual,Children's Services,Audio & Visual,The Award Scheme Ltd,"£30,000.00",,18/02/2013,01/09/2017,,05/12/2016,Quote,
5000004432,Residential Children's Home,Children's Services,Residential Children's Home,Alliance Care & Education,"£257,400.00",,04/01/2013,31/03/2016,,05/07/2015,Quote,
5000004421,Child Placement,Children's Services,Child Placement,ASD Learning Ltd,"£35,150.00",,01/09/2012,31/08/2014,,04/12/2013,Quote,
5000004369,Child Placement,Children's Services,Child Placement,Hollibrook House LTD,"£145,000.00",,14/12/2012,31/03/2016,,05/07/2015,Quote,
5000004316,Semi Independent Provision,Children's Services,Placement of children in care - mother & baby,The Crescent,"£252,000.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000004293,Child Placement,Children's Services,Child Placement,Children of All Nations,"£124,500.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000004291,Child Placement,Children's Services,Child Placement,Woodhouse Estates,"£280,000.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000004289,Child Placement,Children's Services,Child Placement,Futures for Children,"£316,337.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000004276,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Immanuel College,"£83,890.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000004272,Child Placement,Children's Services,Child Placement,Care 2 Share Ltd,"£230,400.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000004208,Form F assessments,Children's Services,Form F assessments,Nick Krivine,"£100,000.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000003625,Child Placement,Children's Services,Child Placement,Integrated Fostering Serv,"£445,817.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000002757,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Torah Vodaas School,"£32,370.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002725,SEN Child Placement (Pield Heath),Children's Services,Child Placement,Pield Heath House School,"£149,500.00",,01/09/2012,31/03/2016,,05/07/2015,Quote,
5000002695,Stonham Home,Children's Services,Provision of Semi independent accommodation,Stonham Home,"£30,000.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002688,SEN (London Jewish Girls High),Children's Services,Special Educational Needs Placement.,London Jewish Girls High,"£31,590.87",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002686,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,I Can Services Ltd,"£91,254.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002685,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Fairley House School,"£152,710.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002683,SEN (Menorah Grammar School),Children's Services,Special Educational Needs Placement.,Menorah Grammar School,"£361,616.19",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002682,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,The North London International School,"£47,931.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002681,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,"Red Balloon Learner Centre, Harrow","£43,848.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002679,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Parayhouse,"£44,790.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002678,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Nancy Reuben Primary,"£32,810.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002676,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Kisharon,"£922,306.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002675,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Cruckton Hall School,"£98,130.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002674,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Beis Soroh Schneirer Primary,"£30,206.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002673,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,International Community School,"£45,685.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002672,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,The Treehouse Trust,"£604,470.50",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002671,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Treloar School,"£78,096.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000004866,Home Care Service Contract,Children's Services,Home Care Service Contract,Norwood,"£600,000.00",,01/10/2013,30/09/2016,,04/01/2016,Quote,
5000002670,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Transitional Care Ltd,"£166,614.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002669,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,The Southover Partnership,"£169,910.88",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002668,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,The Mount School,"£53,235.93",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002667,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,CBRE,"£177,714.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002666,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,St Mary'S Wrestwood Child,"£31,654.50",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002665,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Senad Limited,"£413,299.32",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002664,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Scope,"£101,145.12",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002662,SEN / Soc Care (Nas Services Ltd),Children's Services,Special Educational Needs Placement.,Nas Services Ltd,"£1,014,783.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002660,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,The Mill Hill School Foundation,"£157,995.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002659,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,The Mary Hare Grammar School,"£105,272.20",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002658,SEN (Menorah High School For Girls ),Children's Services,Special Educational Needs Placement.,Menorah High School For Girls,"£70,092.40",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002657,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Insights Esc Ltd,"£94,320.32",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002656,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Hillingdon Manor School,"£115,197.09",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002655,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Egerton-Rothesay School,"£78,973.91",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002653,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Cambian Autism Services Ltd,"£723,631.62",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002652,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Cambian Asperger Syndrome Service,"£85,864.42",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002651,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Beth Jacob Grammer School For,"£216,388.53",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002650,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Barnardo Services Ltd,"£610,245.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002637,Social Care (Silver Birch),Children's Services,Provision of Semi independent accommodation,Silver Birch Care,"£33,390.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002634,Social Care (Atlantic Lodge),Children's Services,16+ Providers,Atlantic Lodge,"£183,368.50",,22/11/2012,31/03/2015,,04/07/2014,Quote,
5000002633,16+ Providers,Children's Services,16+ Providers,Purple Pebbles,"£38,728.00",,22/11/2012,31/03/2015,,04/07/2014,Quote,
5000002631,Provision Of Semi Independent Accommodation And Support,Children's Services,Provision of Semi independent accommodation,Housing Plus Ltd,"£473,484.05",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002624,Out Of Hours Emergency Service,Children's Services,Out of Hours Emergency ,London Borough Of Harrow,"£525,000.00",,01/04/2012,31/03/2015,,04/07/2014,ITT,
5000002610,"Provision of potatoes, fruit & vegetables.",Children's Services,"Provision of potatoes, fruit & vegetables.",Premier Fruits,"£900,000.00",,22/10/2010,30/09/2014,,03/01/2014,ITT,
5000002608,Food Packaging,Children's Services,Biodegradable food and drink packaging,London Bio Packaging,"£35,497.00",,01/05/2012,30/04/2015,,03/08/2014,ITT,
5000002593,Catering Disposables,Children's Services,Catering consumables for Catering Services,Bunzle,"£152,000.00",,10/10/2011,31/10/2015,,03/02/2015,ITT,
5000002555,Care Placements Contract,Children's Services,Placement of Children in care.,Capstone Foster Care (South West) Ltd,"£82,421.67",,01/04/2010,31/03/2015,,04/07/2014,Quote,
5000002551,Child Placement,Children's Services,Child Placement,Brighter Futures,"£276,560.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000002387,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Kisimul School,"£196,444.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000004808,Early Intervention Services,Children's Services,Early Intervention Services,Liquid Logic Ltd,"£205,200.00",,30/08/2013,30/08/2015,,03/12/2014,Quote,
5000004862,eFinance System,Children's Services,eFinance System,Oxford Computer Consultants,"£243,700.00",,30/08/2013,30/08/2015,,03/12/2014,Quote,
5000005779,Short Breaks small capital grant,Children's Services,Short Breaks small capital grant,Fair Play Barnet,"£15,000.00",,01/04/2013,31/03/2014,,04/07/2013,Quote,
5000005783,Bursary Payment,Children's Services,Non-procurement,University of Southampton,"£150,000.00",,20/08/2013,20/08/2015,,23/11/2014,Quote,
5000004056,Training,Children's Services,Variation,Sam Tarling Consultancy Ltd,"£10,800.00",,24/09/2012,31/03/2016,,05/07/2015,Quote,
5000005831,BPSI Associate Advisor,Children's Services,BPSI Associate Advisor,Natalie Sirett,"£12,000.00",,23/08/2013,31/03/2016,,05/07/2015,Quote,
5000004412,Child Placement,Children's Services,Non-Procurement,The Noam Primary School,"£18,500.00",,02/01/2013,31/03/2016,,05/07/2015,Quote,
5000005858,AAC Communication System,Children's Services,AAC Communication System,RSL Steeper,"£13,000.00",,01/08/2013,31/07/2016,,04/11/2015,Quote,
5000000639,General Groceries,Children's Services,General Groceries,Thomas Ridley & Son Ltd,"£180,000.00",,01/01/2013,29/07/2014,,01/11/2013,Quote,
5000005879,Childcare Providers (lot a),Children's Services,Raising standards & quality provision in Childcare providers,Barnet Sub-Committee of the Pre School Learning Alliance,"£305,529.00",,01/07/2013,31/03/2016,,05/07/2015,Quote,
5000005888,IBM IT-Software,Children's Services,Software for statistical analysis,IBM United Kingdom,"£25,000.00",,01/10/2013,30/09/2016,,04/01/2016,ITT,
5000005915,Aasia Qayium ISW,Children's Services,Independent Social Worker,Aasia Qayium,"£20,000.00",,01/07/2013,01/07/2015,,04/10/2014,Quote,
5000005936,Independent Social Work,Children's Services,Independent Social Work,Linda Musk,"£12,000.00",,01/10/2013,01/01/2015,,06/04/2014,Quote,
5000005937,BPSI Associate Advisor,Children's Services,BPSI Associate Advisor,Mike Horton,"£21,000.00",,27/09/2013,31/03/2016,,05/07/2015,Quote,
5000005961,Independent Social Work,Children's Services,Independent Social Work,Liz Aston,"£12,000.00",,01/10/2013,01/01/2015,,06/04/2014,Quote,
5000005962,Independent Social Work,Children's Services,Independent Social Work,Tracy Bowen,"£12,000.00",,01/10/2013,01/01/2015,,06/04/2014,Quote,
5000005238,Delivery of App Behaviour Analysis (CS),Children's Services,Placement of children in care,UK Young Autism,"£85,693.00",,01/04/2013,31/07/2015,31/07/2015,03/11/2014,Quote,
5000000516,Respite Care (SHORT BREAKS TEAM ONLY),Children's Services,Respite Care (SHORT BREAKS TEAM ONLY),Noah's Ark Hospice,"£10,453.00",,18/06/2013,31/03/2014,,04/07/2013,Quote,
5000005984,Young People Drug & Alcohol Service,Children's Services,Young People Drug & Alcohol Service,Tavistock And Portman Nhs Foundation Trust,"£600,435.00",,01/07/2013,31/03/2016,,05/07/2015,Quote,
5000006000,Talk With us SEN,Children's Services,Talk With us SEN,Talk with Us (Naomi Nissim),"£55,000.00",,01/10/2013,31/03/2015,,04/07/2014,Quote,
5000006016,BPSI Associate Advisor,Children's Services,BPSI Associate Advisor,Peter Warwick,"£12,000.00",,22/10/2013,22/10/2015,,25/01/2015,Quote,
5000006019,E-dofe Participation Places,Children's Services,Non- Procurement,The Award Scheme Ltd,"£171,200.00",,01/04/2013,31/03/2017,,04/07/2016,Quote,
5000006020,Accreditation,Children's Services,Non- Procurement,Asdan,"£100,000.00",,01/04/2013,31/03/2017,,04/07/2016,Quote,
5000006021,Accreditation Scheme,Children's Services,Non- Procurement,AQA,"£100,000.00",,01/04/2013,31/03/2017,,04/07/2016,Quote,
5000006022,Accreditation Scheme- Training,Children's Services,Non- Procurement,NCFE,"£100,000.00",,01/04/2013,31/03/2017,,04/07/2016,Quote,
5000006023,D of E Operating Licenses,Children's Services,Non- Procurement,The Award Scheme Ltd,"£11,200.00",,01/04/2013,31/03/2017,,04/07/2016,Quote,
5000006038,Cellmark,Children's Services,Non- Procurement / Court Odered,Cellmark,"£24,999.00",,01/11/2013,31/03/2015,,04/07/2014,Quote,
5000003759,Outings and Holidays,Children's Services,Outings and Holidays,Kingswood Holiday Centre,"£10,000.00",,01/04/2013,31/03/2015,,04/07/2014,Quote,
5000000511,SEN (Underley Schools Ltd),Children's Services,SEN (Underley Schools Ltd),Underley Schools Ltd,"£337,002.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002590,Social Care - Vitality Foster,Children's Services,Social Care - Vitality Foster,Vitality Fostering Agency,"£60,000.00",,22/11/2012,11/11/2014,,14/02/2014,Quote,
5000006075,Philpots Manor School,Children's Services,Philpots Manor School,Philpots Manor School,"£50,232.00",,01/09/2013,31/07/2015,,03/11/2014,Quote,
5000006076,Child Placement,Children's Services,"Signed by provider, awaiting sealing note",Urbanland Management Ltd,"£150,000.00",,05/11/2013,31/03/2015,,04/07/2014,Quote,
5000006119,Therapy for barnet SEN,Children's Services,"No Spend against this contract as of yet,  however,A Contract is still being out in place regardless of the PO sufficing as a contract.",The Hope Charity,"£25,000.00",,01/10/2013,31/03/2015,,04/07/2014,Quote,
5000006088,WLA IFA (Families Fostering Ltd),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Families Fostering Ltd,"£120,000.00",,04/10/2013,14/07/2017,,17/10/2016,Quote,
5000006107,WLA IFA (Fostering Outcomes),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Fostering Outcomes,"£249,999.00",,01/04/2014,30/06/2017,,03/10/2016,Quote,
5000004286,Child Placement,Children's Services,Child Placement,Mitsiou,"£357,000.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000002692,Specialist Frozen Supplies For Catering Services,Children's Services,Specialist frozen Supplies for Catering Services,Brake Brothers,"£120,000.00",,01/01/2013,31/12/2016,,05/04/2016,Quote,
5000002677,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Loddon School,"£372,080.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000004142,Consult- Other Prof,Children's Services,Consult- Other Prof,Tracey Reynolds,"£50,000.00",,18/10/2012,31/03/2016,,05/07/2015,Quote,
5000005902,Tribal Consultancy Pack (CS),Children's Services,Tribal Consultancy Pack (CS),Tribal Education Ltd,"£15,000.00",,01/10/2013,31/12/2014,,05/04/2014,Quote,
5000005724,Hertfordshire Childrens Centre Eqp (CS),Children's Services,Hertfordshire Childrens Centre Eqp (CS),Hertfordshire County Council,"£10,000.00",,13/08/2013,13/08/2015,,16/11/2014,Quote,
5000005709,Misco ,Children's Services,Misco ,Misco,"£10,000.00",,01/08/2013,31/07/2014,,03/11/2013,Quote,
5000005706,Optelec ,Children's Services,Optelec ,Optelec Ltd,"£10,000.00",,01/08/2013,31/07/2014,,03/11/2013,Quote,
5000005294,Kosher Groceries,Children's Services,Approved in CRC as well as internal authorisation,Rumplers,"£19,000.00",,01/04/2013,31/07/2014,,03/11/2013,Quote,
5000005157,Frozen Foods,Children's Services,Approved in CRC as well as internal authorisation,Snowcrest,"£19,000.00",,01/04/2013,31/07/2014,,03/11/2013,Quote,
5000002619,Kedassia Supervision,Children's Services,Kedassia Licensing authorisation.,Kedassia,"£65,500.00",,01/04/2013,31/03/2015,,04/07/2014,Quote,
5000006205,A-Z Expeditions D of E,Children's Services,A-Z Expeditions D of E,A - Z Expeditions,"£125,000.00",,01/04/2013,31/03/2015,,04/07/2014,Quote,
5000006216,Consultancy for Recruitment of Foster carers ,Children's Services,Consultancy for Recruitment of Foster carers ,Impower Consulting,"£87,000.00",,11/12/2013,30/06/2015,,03/10/2014,Quote,
5000005911,Bnos Beis Yaakov SEN - NASS (non-procurement),Children's Services,Bnos Beis Yaakov SEN - NASS (non-procurement),Bnos Beis Yaakov Primary School,"£15,899.00",,01/09/2013,31/03/2016,,05/07/2015,Quote,
5000005275,Gas for Leaving Care Tm Woodhouse Rd,Children's Services,Gas supply for a resident. Non -Procurement,British Gas Business,"£13,000.00",,13/06/2013,31/03/2016,,05/07/2015,Quote,
5000002587,SEN Social Care (Loddon School),Children's Services,Non Procurement due to extension of existing contract CPR Rules 14.1,The Loddon School,"£546,512.00",,22/11/2012,31/03/2016,,05/07/2015,Quote,
5000002747,SEN (Holmewood School),Children's Services,SEN (Holmewood School),The Holmewood School,"£185,099.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000002560,Social Care (Fiver Rivers Child Care),Children's Services,"Contract is being set up, no money has been spent with the provider as of yet.",Five Rivers Child Care Li,"£113,592.00",,22/11/2012,21/11/2014,,24/02/2014,Quote,
5000006224,Troubled Families Claims Tender,Children's Services,Troubled Families Claim Tender,PriceWaterhouse Cooper LP,"£80,000.00",,20/01/2014,30/06/2014,,03/10/2013,Quote,
5000006292,Independent Social Work,Children's Services,Independent Social Worker,Tracey Palmer,"£20,000.00",,01/12/2013,01/12/2015,,06/03/2015,Quote,
5000006306,Consortium Agreement,Children's Services,Consortium Agreement,London Borough of Haringey,"£50,000.00",,04/12/2013,03/12/2016,,08/03/2016,Quote,
5000006309,Dunster House Limited,Children's Services,Dunster House Limited,Dunster House Limited,"£23,000.00",,07/01/2014,28/01/2015,,03/05/2014,Quote,
5000006310,SEN Therapy,Children's Services,SEN,Whittington Hospital NHS Trust,"£40,500.00",,01/10/2013,31/03/2015,,04/07/2014,Quote,
5000006319,Emergency Accommodation,Children's Services,Non - Procurement therefore no Authorisation or contract is needed. Value is only £10k,T & A Estates,"£10,000.00",,13/12/2013,12/11/2014,,15/02/2014,Quote,
5000006321,Independent Social Work,Children's Services,Independent Social Work,Alsion Wright & Co Limited,"£20,000.00",,01/12/2013,01/12/2015,,06/03/2015,Quote,
5000001829,Nicholl Food Packaging,Children's Services,Nicholl Food Packaging,Nicholl Food Packaging Limited,"£25,000.00",,01/04/2012,31/03/2016,,05/07/2015,Quote,
5000006325,Child Placement (24 Seven Foster ),Children's Services,Child Placement (24 Seven Foster ),24 Seven Fostering Services,"£55,000.00",,10/01/2014,31/03/2015,,04/07/2014,Quote,
5000002876,SEN Pupil Transport,Children's Services,SEN Pupil Transport,Express cars t/a Bettas Cars Ltd,"£15,000.00",,01/12/2013,31/03/2015,,04/07/2014,Quote,
5000006350,School Circular ,Children's Services,School Circular ,Chas Erbil Systems,"£13,750.00",,01/04/2013,28/01/2015,,03/05/2014,Quote,
5000006355,IntegrIT Northgate School,Children's Services,IntegrIT Northgate School,IntegrIT Systems Ltd,"£19,060.00",,01/01/2014,31/12/2017,,05/04/2017,Quote,
