Property Reference,Account Holder 1,Account Holder 2,Liability Start Date,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Post Code,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4, Charged Amount ,Rateable Value,Property Description,Charity Relief,Discretionary,Rural Relief,Discretionary ,Mandatory,Small Business Rate Relief,Exemption,Empty Relief
13295599184323,,,01.06.2016               ,GND FLR                         ,847-849                         ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2UY,,,,, �-   ,16250,OFFICES AND PREMISES                                        ,Y     ,20,      ,0,0,      ,      ,      
13298X006300X7     ,,,17.03.2014               ,                                ,                                ,292 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4LX,,,,," �3,230.50 ",6500,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,Y     
13298X00950081     ,,,14.06.2016               ,WAGGON AND HORSES               ,                                ,366 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4NW,,,,," �5,595.17 ",14500,PUBLIC HOUSE AND PREMISES                                   ,      ,0,      ,0,0,      ,      ,      
13298X009800X9     ,,,30.10.2015               ,                                ,                                ,408 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4PE,,,,, �-   ,4950,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X00990074     ,,,01.04.2005               ,                                ,                                ,408A MANCHESTER ROAD               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4PE,,,,, �-   ,3200,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X01780079     ,,,10.04.2013               ,KWIK SAVE                       ,                                ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AF,,,,," �10,809.75 ",21750,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
13298X01950041     ,,,01.04.2012               ,                                ,                                ,728-730 MANCHESTER ROAD            ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AQ,,,,, �765.59 ,7300,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X02010006     ,,,01.04.2005               ,                                ,                                ,740 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AQ,,,,, �-   ,3000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X021300X9     ,,,01.04.2005               ,                                ,                                ,764 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,," �1,839.20 ",3800,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
13298X02150042     ,,,01.04.2005               ,                                ,                                ,768 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,3100,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X0216001B     ,,,15.06.2015               ,                                ,                                ,770 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,4550,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X02170099     ,,,17.08.2015               ,                                ,                                ,772 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,4800,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X02190035     ,,,07.03.2016               ,                                ,                                ,776 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,6000,HAIR SALON & PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X02270032     ,,,01.04.2005               ,GND FLR                         ,                                ,794 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,3550,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X02360008     ,,,28.06.2012               ,                                ,                                ,UPFRONT FINANCIAL SERVICES         ,818 MANCHESTER ROAD                ,ROCHDALE                        ,                                ,OL11 3AW,,,,," �1,626.24 ",8400,Offices and Premises                                        ,      ,0,      ,0,0,Y     ,      ,      
13298X0241009B     ,,,21.05.2016               ,                                ,                                ,828 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,5800,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,Y     ,      ,      
13298X02420069     ,,,01.04.2005               ,                                ,                                ,832 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,6000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X0247002A     ,,,01.01.2007               ,                                ,                                ,840 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,, �-   ,3150,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X024800XB     ,,,01.09.2009               ,BLUE PITS INN                   ,                                ,842 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,," �3,812.45 ",10500,PUBLIC HOUSE AND PREMISES                                   ,      ,0,      ,0,0,Y     ,      ,      
13298X02510034     ,,,29.05.2015               ,                                ,                                ,848 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,, �-   ,2250,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X0253008B     ,,,31.03.2012               ,                                ,                                ,850 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,, �438.83 ,6800,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X02610088     ,,,01.06.2014               ,                                ,                                ,862 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,, �500.91 ,6900,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X02620056     ,,,19.02.2015               ,                                ,                                ,864 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,, �630.07 ,7100,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X026400X5     ,,,01.06.2014               ,COMMERCIAL INN                  ,                                ,868 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,," �5,687.00 ",11750,PUBLIC HOUSE AND PREMISES                                   ,      ,0,      ,0,0,      ,      ,      
13298X02660049     ,,,01.04.2005               ,                                ,                                ,872 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,," �3,678.40 ",7600,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
13298X03070005     ,,,19.12.2014               ,                                ,                                ,956 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2TL,,,,," �2,037.70 ",4100,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,Y     
13298X03130066     ,,,01.04.2010               ,                                ,                                ,970 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2TL,,,,, �-   ,5500,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X03180027     ,,,20.03.2009               ,                                ,                                ,980 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2TL,,,,, �-   ,3250,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X04180097     ,,,01.04.2005               ,NORTON GRANGE                   ,                                ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2XZ,,,,," �112,819.00 ",227000,HOTEL AND PREMISES                                          ,      ,0,      ,0,0,      ,      ,      
13298X4228705      ,,,01.04.2005               ,LOMAX TRANSPORT SERVICES        ,                                ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2UB,,,,," �8,946.00 ",18000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
13298X43127842     ,,,19.12.2014               ,WREXHAM SIGNS GABLE             ,                                ,956 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2TL,,,,, �162.14 ,335,ADVERTISING RIGHT                                           ,      ,0,      ,0,0,      ,      ,      
13298X54010279     ,,,01.12.2015               ,                                ,                                ,UNIT 1 AT 1050 MANCHESTER ROAD     ,ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,," �3,115.47 ",9900,CAR SALES LAND & SHOWROOM                                   ,      ,0,      ,0,0,Y     ,      ,      
13298X54010280     ,,,01.12.2015               ,                                ,                                ,UNIT 2 AT 1050 MANCHESTER ROAD     ,ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �980.91 ,7600,Showroom (Not Car) and Premises                             ,      ,0,      ,0,0,Y     ,      ,      
13298X54010281     ,,,01.12.2015               ,                                ,                                ,UNIT 3 AT 1050 MANCHESTER ROAD     ,ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �-   ,4600,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X60490266     ,,,01.01.2012               ,J L E CAR SALES ADJ THE WINDMILL,                                ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCS                           ,                                ,OL11 4NG,,,,, �-   ,5000,LAND USED FOR CAR SALES                                     ,      ,0,      ,0,0,Y     ,      ,      
13298X62404376     ,,,01.12.2015               ,                                ,                                ,"UNIT 4, 1050 MANCHESTER ROAD       ",ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �-   ,4850,CAR SALES LAND & PREMISES                                   ,      ,0,      ,0,0,Y     ,      ,      
13298X62404377     ,,,01.12.2015               ,                                ,                                ,"UNIT 5, 1050 MANCHESTER ROAD       ",ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �-   ,4500,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X62404378     ,,,01.12.2015               ,                                ,                                ,"UNIT 6, 1050 MANCHESTER ROAD       ",ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �-   ,2900,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X62404379     ,,,01.12.2015               ,                                ,                                ,"UNIT 7, 1050 MANCHESTER ROAD       ",ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �-   ,3100,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X62404380     ,,,01.12.2015               ,                                ,                                ,"UNIT 8, 1050 MANCHESTER ROAD       ",ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �-   ,3900,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X62404381     ,,,01.12.2015               ,                                ,                                ,"UNIT 9, 1050 MANCHESTER ROAD       ",ROCHDALE                           ,                                ,                                ,OL11 2XJ,,,,, �-   ,3900,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X7192790B     ,,,01.08.2013               ,                                ,                                ,760-762 MANCHESTER ROAD            ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,," �1,626.24 ",8400,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X84815425     ,,,01.04.2016               ,                                ,                                ,830 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,," �2,420.00 ",5000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
13298X91235310     ,,,01.04.2005               ,                                ,                                ,1090 MANCHESTER ROAD               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2XJ,,,,, �-   ,1300,TREATMENT ROOM                                              ,      ,0,      ,0,0,Y     ,      ,      
13298X91284576     ,,,12.04.2013               ,                                ,                                ,836-838 MANCHESTER ROAD            ,ROCHDALE                           ,                                ,                                ,OL11 2SP,,,,," �3,528.70 ",7100,Shop and Premises                                           ,      ,0,      ,0,0,      ,      ,Y     
13298X91468685     ,,,18.09.2015               ,                                ,                                ,858 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,, �907.50 ,7500,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X916767696    ,,,18.03.2014               ,PT 1ST FLR LEFT                 ,                                ,132 MANCHESTER ROAD                ,ROCHDALE                           ,                                ,                                ,OL11 4JQ,,,,, �-   ,5200,Offices and Premises                                        ,      ,0,      ,0,0,Y     ,      ,      
13298X92040026     ,,,19.09.2014               ,                                ,                                ,744 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AQ,,,,, �-   ,4300,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X92161494     ,,,01.04.2008               ,UNIT 1 CASTLE WORKS             ,                                ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4HY,,,,, �-   ,5400,SHOWROOM AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X92403223     ,,,06.01.2014               ,                                ,                                ,406 MANCHESTER ROAD                ,ROCHDALE                           ,                                ,                                ,OL11 4PE,,,,," �5,929.00 ",12250,Shop and Premises                                           ,      ,0,      ,0,0,      ,      ,      
13298X92416813     ,,,18.08.2014               ,                                ,                                ,ROOM 1 THE LIMES                   ,594 MANCHESTER ROAD                ,ROCHDALE                        ,                                ,OL11 3AF,,,,, �-   ,1675,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,Y     ,      ,      
13298X93565519     ,,,01.07.2016               ,UNIT 2 CASTLE WORKS             ,                                ,MANCHESTER ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4HY,,,,," �1,235.33 ",3400,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
13298X94065933     ,,,01.04.2015               ,                                ,                                ,RAZUL AHMED WORKSHOP               ,AT 774 MANCHESTER ROAD             ,ROCHDALE                        ,                                ,OL11 3AW,,,,, �-   ,3400,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13298X95147825     ,,,01.04.2015               ,                                ,                                ,CRYSTAL CLEAN HAND CAR WASH        ,AT 774 MANCHESTER ROAD             ,ROCHDALE                        ,                                ,OL11 3AW,,,,," �3,513.46 ",10250,Hand Car Wash and Premises                                  ,      ,0,      ,0,0,Y     ,      ,      
13298X95493609     ,,,21.10.2015               ,                                ,                                ,784 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,5600,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X95535533     ,,,03.05.2016               ,                                ,                                ,860 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2SP,,,,," �2,756.51 ",8400,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,Y     
13298X95587398     ,,,21.05.2016               ,                                ,                                ,816 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �910.94 ,3000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,Y     
13298X96262101     ,,,01.08.2014               ,                                ,                                ,782 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,4900,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X98439112     ,,,01.04.2015               ,                                ,                                ,UNIT 3 CASTLE WORKS                ,MANCHESTER ROAD                    ,ROCHDALE                        ,                                ,OL11 4HY,,,,, �-   ,3250,Warehouse and Premises                                      ,      ,0,      ,0,0,Y     ,      ,      
13298X99183725     ,,,01.05.2010               ,                                ,                                ,766 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,4900,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X99185097     ,,,15.06.2015               ,                                ,                                ,744A MANCHESTER ROAD               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AQ,,,,, �-   ,3050,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298X99193572     ,,,29.06.2015               ,                                ,                                ,788 MANCHESTER ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3AW,,,,, �-   ,5000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13298x91177447     ,,,10.03.2008               ,GND FLR 746                     ,                                ,MANCHESTER ROAD                    ,CASTLETON                          ,ROCHDALE                        ,LANCASHIRE                      ,OL11 3AQ,,,,, �-   ,4900,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13343900050074,,,31.05.2012               ,P WARD                          ,                                ,MARK STREET                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 9BE,,,,, �-   ,2600,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
13349810814083,,,25.04.2014               ,THE KIOSK                       ,                                ,MARKET PLACE                       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1EB,,,,," �4,119.56 ",10750,KIOSK AND PREMISES                                          ,      ,0,      ,0,0,Y     ,      ,      
133534005500X8     ,,,12.11.2012               ,                                ,                                ,55 MARKET WAY                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1EA,,,,," �26,838.00 ",54000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
1347240019000B     ,,,02.09.2013               ,                                ,                                ,39-41 MELLOR STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6XD,,,,," �2,435.30 ",4900,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,Y     
13472400240093,,,01.04.2005               ,MELLOR STREET GARAGE            ,                                ,MELLOR STREET                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6AA,,,,, �-   ,5900,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
13475900020058,,,01.04.2005               ,                                ,                                ,52 MELLOR STREET                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6XD,,,,, �-   ,2650,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13475900090065,,,01.04.2005               ,ABANT ENGINEERING LTD           ,                                ,MELLOR STREET                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6AA,,,,, �-   ,5300,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
13475900160094,,,07.04.2015               ,D GREENHALGH                    ,                                ,MELLOR STREET                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6AA,,,,, �-   ,3900,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
1347590018003B     ,,,22.08.2014               ,ABN FASHIONS R/O                ,                                ,MELLOR STREET                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6AA,,,,," �3,131.10 ",6300,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,Y     
13475997324638,,,01.04.2014               ,GND FLR (REAR) BRIDGE HOUSE     ,                                ,MELLOR STREET                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6AA,,,,," �2,236.50 ",4500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,Y     
13475997501893,,,09.02.2015               ,                                ,                                ,72 MELLOR STREET                   ,ROCHDALE                           ,                                ,                                ,OL12 6AA,,,,, �319.44 ,6600,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13475997501894,,,09.02.2015               ,                                ,                                ,72A MELLOR STREET                  ,ROCHDALE                           ,                                ,                                ,OL12 6AA,,,,, �-   ,5100,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13475999147629,,,01.04.2005               ,                                ,                                ,1 MELLOR STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6XD,,,,, �-   ,4450,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13499292803585,,,01.08.2009               ,                                ,                                ,37-39 MERE LANE                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3TQ,,,,, �-   ,4850,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
13499297036962,,,01.11.2014               ,                                ,                                ,1ST FLR 43-45 MERE LANE            ,ROCHDALE                           ,                                ,                                ,OL11 3TQ,,,,, �-   ,3100,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13499298136556,,,01.06.2013               ,                                ,                                ,35 MERE LANE                       ,ROCHDALE                           ,LANCS                           ,                                ,OL11 3TD,,,,, �765.59 ,7300,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13499298498694,,,01.08.2010               ,                                ,                                ,33 MERE LANE                       ,ROCHDALE                           ,LANCS                           ,                                ,OL11 3TD,,,,, �907.50 ,7500,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13499298715920,,,17.04.2013               ,GND FLR ELM WORKS               ,                                ,59 MERE LANE                       ,ROCHDALE                           ,LANCS                           ,                                ,OL11 3TD,,,,," �7,260.00 ",15000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
13499308258172,,,01.04.2015               ,                                ,                                ,GND FLR 43-45 MERE LANE            ,ROCHDALE                           ,                                ,                                ,OL11 3TQ,,,,, �-   ,4500,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
13517X00070014     ,,,01.04.2005               ,                                ,                                ,28 MEREFIELD STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3RU,,,,, �-   ,5800,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,Y     ,      ,      
13532X0005007A     ,,,01.04.2005               ,REGAL HOUSE ASHWORTH AND PLATT  ,                                ,MIALL STREET                       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1HY,,,,," �11,182.50 ",22500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
13532X91022287     ,,,01.02.2016               ,                                ,                                ,2 MIALL STREET                     ,ROCHDALE                           ,                                ,                                ,OL11 1HX,,,,," �2,081.20 ",4300,CAFE AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
13532X91235310     ,,,22.07.2014               ,                                ,                                ,67 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1HX,,,,, �-   ,5200,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13568592674787,,,10.04.2013               ,                                ,                                ,4 MILKSTONE PLACE                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 3TA,,,,, �-   ,5200,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13568594528662,,,01.04.2005               ,                                ,                                ,8 MILKSTONE PLACE                  ,ROCHDALE                           ,                                ,                                ,OL11 3TA,,,,, �-   ,4000,SHOP                                                        ,      ,0,      ,0,0,Y     ,      ,      
13571300020051,,,01.04.2016               ,                                ,                                ,3 MILKSTONE ROAD                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1ED,,,,, �-   ,4850,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300130158,,,01.04.2005               ,                                ,                                ,29-31 MILKSTONE ROAD               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1ED,,,,, �-   ,0,PROPERTY UNDERGOING REDEVELOPMENT                           ,      ,0,      ,0,0,      ,Y     ,Y     
1357130015001A     ,,,01.04.2005               ,                                ,                                ,33 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1ED,,,,, �-   ,5700,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300170066,,,28.12.2013               ,                                ,                                ,37 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,, �438.83 ,6800,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300180034,,,13.02.2009               ,                                ,                                ,39 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,, �49.21 ,6100,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300190002,,,18.06.2012               ,                                ,                                ,41 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,," �1,210.77 ",7900,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
1357130021007B     ,,,07.12.2010               ,                                ,                                ,45 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,," �2,834.52 ",6400,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
13571300260031,,,22.05.2013               ,                                ,                                ,57 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,, �630.07 ,7100,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300280088,,,01.04.2005               ,                                ,                                ,59-61 MILKSTONE ROAD               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,," �5,101.74 ",11500,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300320092,,,01.04.2005               ,                                ,                                ,71 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �696.96 ,7200,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
1357130033006B     ,,,27.03.2016               ,                                ,                                ,73 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �564.67 ,7000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300350007,,,01.04.2005               ,                                ,                                ,77 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �765.59 ,7300,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300360085,,,01.04.2005               ,                                ,                                ,79 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �378.35 ,6700,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300410068,,,19.11.2015               ,                                ,                                ,87 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �-   ,5000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300460029,,,07.07.2008               ,                                ,                                ,91 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,," �1,714.17 ",8500,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571300480075,,,01.04.2005               ,                                ,                                ,101 MILKSTONE ROAD                 ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NU,,,,, �-   ,5900,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
