account_id,account_holder             ,postcode,property_reference,property_description                     ,liable_from,current_rateable_value,Location
71188492,COLLEGE AND COUNTY LIMITED      ,OX4 1DS ,11445500901,SHOP AND PREMISES                                           ,,25250,"9-10 CLEMENTS STREET OXFORD OX4 1DS
ST
(51.750492, -1.244388)"
71188515,SINO LINK INTERNATIONAL LTD     ,OX4 1AB ,11445501100,SHOP AND PREMISES                                           ,,9400,"11 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71188515,SINO LINK INTERNATIONAL LTD     ,OX4 1AB ,11445501100,SHOP AND PREMISES                                           ,,9400,"11 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71191691,BE AT ONE LIMITED               ,OX4 1AB ,11445501503,CLUB AND PREMISES                                           ,,36500,"15-16 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71191691,BE AT ONE LIMITED               ,OX4 1AB ,11445501503,Club (Social) and Premises                                  ,,36500,"15-16 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71191462,BLUE ARROW LTD                  ,OX4 1AB ,11445502704,OFFICES AND PREMISES                                        ,,12000,"2ND FLR 27-28 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71192651,FINDERS KEEPERS LTD             ,OX4 1AB ,11445502705,Offices and Premises                                        ,12/10/2015,23250,"GND FLR 27-28 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71192651,FINDERS KEEPERS LTD             ,OX4 1AB ,11445502705,Offices and Premises                                        ,12/10/2015,23250,"GND FLR 27-28 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71192652,BLINK IMAGE LTD                 ,OX4 1AB ,11445502706,OFFICES AND PREMISES                                        ,12/10/2015,16000,"1ST FLR 27-28 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71192652,BLINK IMAGE LTD                 ,OX4 1AB ,11445502706,Offices and Premises                                        ,12/10/2015,16000,"1ST FLR 27-28 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
70629931,YOUNG & CO  BREWERY PLC         ,OX4 1AB ,11445503000,PUBLIC HOUSE AND PREMISES                                   ,,43500,"THE ANGEL AND GREYHOUND 30 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71185576,LEXO RED LTD                    ,OX4 1AB ,11445503100,SHOP AND PREMISES                                           ,,28000,"31 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71185576,LEXO RED LTD                    ,OX4 1AB ,11445503100,SHOP AND PREMISES                                           ,,28000,"31 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71192541,BABY CUTTLEFISH LTD             ,OX4 1AB ,11445503701,RESTAURANT AND PREMISES                                     ,,40000,"36 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71192541,BABY CUTTLEFISH LTD             ,OX4 1AB ,11445503701,RESTAURANT AND PREMISES                                     ,,40000,"36 CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71190062,SEVENOAKS SOUND & VISION LTD    ,OX4 1AG ,11445504100,SHOP AND PREMISES                                           ,,21250,"41 CLEMENTS STREET OXFORD OX4 1AG
ST
(51.750472, -1.241303)"
71190062,SEVENOAKS SOUND & VISION LTD    ,OX4 1AG ,11445504100,SHOP AND PREMISES                                           ,,21250,"41 CLEMENTS STREET OXFORD OX4 1AG
ST
(51.750472, -1.241303)"
71192973,P BEST YEAR LTD                 ,OX4 1AG ,11445504300,RESTAURANT AND PREMISES                                     ,08/01/2016,17500,"43 CLEMENTS STREET OXFORD OX4 1AG
ST
(51.750472, -1.241303)"
71192973,P BEST YEAR LTD                 ,OX4 1AG ,11445504300,RESTAURANT AND PREMISES                                     ,08/01/2016,17500,"43 CLEMENTS STREET OXFORD OX4 1AG
ST
(51.750472, -1.241303)"
70973231,CLACYS LTD                      ,OX4 1AG ,11445504402,SHOP AND PREMISES                                           ,01/09/1998,22500,"44 CLEMENTS STREET OXFORD OX4 1AG
ST
(51.750472, -1.241303)"
70973231,CLACYS LTD                      ,OX4 1AG ,11445504402,SHOP AND PREMISES                                           ,01/09/1998,22500,"44 CLEMENTS STREET OXFORD OX4 1AG
ST
(51.750472, -1.241303)"
71192031,MON THAI COMPANY LTD            ,OX4 1AH ,11445505801,RESTAURANT AND PREMISES                                     ,04/01/2015,35750,"58A CLEMENTS STREET OXFORD OX4 1AH
ST
(51.750829, -1.239471)"
71188897,VODAFONE LIMITED                ,OX4 1DS ,11445506144,Communication Station and Premises                          ,04/01/2005,13750,"VODAPHONE SITE REF (CS6144) WAYNEFLETE BUILDING 1-8 CLEMENTS STREET OX4 1DS
ST
(51.750492, -1.244388)"
71191147,BANK MACHINE LTD                ,OX4 1AH ,11445507402,SITE OF ATM                                                 ,04/01/2010,3750,"ATM SITE 74- 75 ST CLEMENTS ST OXFORD OX4 1AH
AT
(51.750829, -1.239471)"
71191147,BANK MACHINE LTD                ,OX4 1AH ,11445507402,SITE OF ATM                                                 ,04/01/2010,3750,"ATM SITE 74- 75 ST CLEMENTS ST OXFORD OX4 1AH
AT
(51.750829, -1.239471)"
71191306,TNC LEISURE LTD                 ,OX4 1AH ,11445507600,PUBLIC HOUSE AND PREMISES                                   ,05/02/2014,23750,"THE DUKE EDINBURGH 76 ST CLEMENTS STREET OXFORD OX4 1AH
OF
(51.750829, -1.239471)"
71191306,TNC LEISURE LTD                 ,OX4 1AH ,11445507600,PUBLIC HOUSE AND PREMISES                                   ,05/02/2014,23750,"THE DUKE EDINBURGH 76 ST CLEMENTS STREET OXFORD OX4 1AH
OF
(51.750829, -1.239471)"
71181427,FAST TRACK 100 LTD              ,OX4 1AW ,11445508110,OFFICES AND PREMISES                                        ,,37500,"GND FLR 81 ANGEL COURT CLEMENTS OXFORD OX4 1AW
ST
(51.750699, -1.238764)"
71181427,FAST TRACK 100 LTD              ,OX4 1AW ,11445508110,OFFICES AND PREMISES                                        ,,37500,"GND FLR 81 ANGEL COURT CLEMENTS OXFORD OX4 1AW
ST
(51.750699, -1.238764)"
71192724,GULAMR LTD                      ,OX4 1AR ,11445508900,SHOP AND PREMISES                                           ,04/01/2016,9200,"89 CLEMENTS STREET OXFORD OX4 1AR
ST
(51.750075, -1.242439)"
71192724,GULAMR LTD                      ,OX4 1AR ,11445508900,SHOP AND PREMISES                                           ,04/01/2016,9200,"89 CLEMENTS STREET OXFORD OX4 1AR
ST
(51.750075, -1.242439)"
71187285,OXFORD LEISURE LIMITED          ,OX1 1PS ,11446802804,PUBLIC HOUSE AND PREMISES                                   ,,96000,
71191248,MOBILE BROADBAND NETWORK LTD    ,OX4 1AB ,11445591735,COMMUNICATION STATION AND PREMISES                          ,,13750,"T-MOBILE (91735) MAGDALEN COLLEGE CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71191248,MOBILE BROADBAND NETWORK LTD    ,OX4 1AB ,11445591735,COMMUNICATION STATION AND PREMISES                          ,,13750,"T-MOBILE (91735) MAGDALEN COLLEGE CLEMENTS STREET OXFORD OX4 1AB
ST
(51.750322, -1.243101)"
71191967,VODAFONE LIMITED                ,OX1 3TJ ,11446022296,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,4400,"VODAFONE (22296) ST CROSS ROAD OXFORD OX1 3TJ
AT
(51.757541, -1.248588)"
71191967,VODAFONE LIMITED                ,OX1 3TJ ,11446022296,Communication Station and Premises                          ,04/01/2010,4400,"VODAFONE (22296) ST CROSS ROAD OXFORD OX1 3TJ
AT
(51.757541, -1.248588)"
71190134,NATURALMOTION LTD               ,OX1 1PS ,11446801000,OFFICES AND PREMISES                                        ,11/09/2012,246000,
71190134,NATURALMOTION LTD               ,OX1 1PS ,11446801000,OFFICES AND PREMISES                                        ,11/09/2012,246000,
71187233,WHITE HORSE BREWERY CO LTD      ,OX1 1PT ,11446801300,PUBLIC HOUSE AND PREMISES                                   ,,25500,"THE ROYAL BLENHEIM 13 EBBES STREET OXFORD OX1 1PT
ST
(51.750103, -1.259532)"
71185894,C-RETAIL LTD                    ,OX1 3JS ,11446801400,SHOP AND PREMISES                                           ,,58000,"14-15 EBBES STREET OXFORD OX1 3JS
ST
(51.757736, -1.25948)"
71185894,C-RETAIL LTD                    ,OX1 3JS ,11446801400,SHOP AND PREMISES                                           ,,58000,"14-15 EBBES STREET OXFORD OX1 3JS
ST
(51.757736, -1.25948)"
71187285,OXFORD LEISURE LIMITED          ,OX1 1PS ,11446802804,PUBLIC HOUSE AND PREMISES                                   ,,96000,
71183482,EYESITE (READING) LTD           ,OX1 1PU ,11446803500,SHOP AND PREMISES                                           ,07/07/2003,47500,"35 EBBES STREET OXFORD OX1 1PU
ST
(51.750968, -1.259793)"
71183482,EYESITE (READING) LTD           ,OX1 1PU ,11446803500,SHOP AND PREMISES                                           ,07/07/2003,47500,"35 EBBES STREET OXFORD OX1 1PU
ST
(51.750968, -1.259793)"
71192603,PURE GYM LTD                    ,OX1 1PS ,11446805101,HEALTH AND FITNESS CENTRE AND PREMISES                      ,02/08/2016,155000,
71191176,T-MOBILE (UK) LTD               ,OX1 1PT ,11446871405,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,2500,"T-MOBILE (71405) MICRO CELL ROYAL BLENHEIM 13 ST EBBES STREET OXFORD OX1 1PT
AT
(51.750103, -1.259532)"
71191176,T-MOBILE (UK) LTD               ,OX1 1PT ,11446871405,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,2500,"T-MOBILE (71405) MICRO CELL ROYAL BLENHEIM 13 ST EBBES STREET OXFORD OX1 1PT
AT
(51.750103, -1.259532)"
71192721,SOCIETY CAFE LTD                ,OX1 2EB ,11453001200,SHOP AND PREMISES                                           ,02/01/2016,45500,"12-16 MICHAELS STREET OXFORD OX1 2EB
ST
(51.753309, -1.260291)"
71029691,THE LAMB AND FLAG (OXFORD) LTD  ,OX1 3JS ,11447801200,PUBLIC HOUSE AND PREMISES                                   ,,62000,"LAMB &amp; FLAG 12 GILES OXFORD OX1 3JS
ST
(51.757736, -1.25948)"
70894961,HARVEYS OF OXFORD LTD           ,OX1 3LD ,11447803100,SHOP AND PREMISES                                           ,,68000,"31 GILES OXFORD OX1 3LD
ST
(51.75851, -1.260988)"
70894961,HARVEYS OF OXFORD LTD           ,OX1 3LD ,11447803100,SHOP AND PREMISES                                           ,,68000,"31 GILES OXFORD OX1 3LD
ST
(51.75851, -1.260988)"
71169561,MITCHELLS & BUTLER LIMITED      ,OX1 3LU ,11447804900,PUBLIC HOUSE AND PREMISES                                   ,04/01/2000,93000,"EAGLE &amp; CHILD 49 GILES OXFORD OX1 3LU
ST
(51.75686, -1.260276)"
70281621,K & O PEROS (OXFORD) LTD        ,OX1 3LU ,11447805200,CAFE AND PREMISES                                           ,04/01/1991,18250,"52 GILES OXFORD OX1 3LU
ST
(51.75686, -1.260276)"
70281621,K & O PEROS (OXFORD) LTD        ,OX1 3LU ,11447805200,CAFE AND PREMISES                                           ,04/01/1991,18250,"52 GILES OXFORD OX1 3LU
ST
(51.75686, -1.260276)"
71189738,PETER LANG LTD                  ,OX1 3LU ,11447805205,OFFICES AND PREMISES                                        ,,7600,"52 ST GILES
(51.75686, -1.260276)"
71185034,MOGFORD LIMITED                 ,OX1 3LD ,11447820036,OFFICES AND PREMISES                                        ,02/01/2005,19000,"2ND &amp; 3RD FLOORS 36 GILES OXFORD OX1 3LD
ST
(51.75851, -1.260988)"
71191263,T-MOBILE UK LTD                 ,OX1 3LU ,11447871420,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,2500,"T-MOBILE (71420) CLEO EXPRESS (GREENS CAFE) 50 GILES OXFORD OX1 3LU
ST
(51.75686, -1.260276)"
71191263,T-MOBILE UK LTD                 ,OX1 3LU ,11447871420,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,2500,"T-MOBILE (71420) CLEO EXPRESS (GREENS CAFE) 50 GILES OXFORD OX1 3LU
ST
(51.75686, -1.260276)"
71191217,BANK MACHINE LTD                ,OX1 2BJ ,11448500001,SITE OF ATM                                                 ,,3750,"ATM SITE BT PHONE/ATM KIOSK ST GEORGE PLACE OXFORD OX1 2BJ
AT
(51.753844, -1.26105)"
71191217,BANK MACHINE LTD                ,OX1 2BJ ,11448500001,SITE OF ATM                                                 ,,3750,"ATM SITE BT PHONE/ATM KIOSK ST GEORGE PLACE OXFORD OX1 2BJ
AT
(51.753844, -1.26105)"
70850601,ODEON CINEMAS LTD               ,OX1 2BL ,11448500101,CINEMA AND PREMISES                                         ,05/02/1996,144000,"ODEON CINEMA GEORGES PLACE OXFORD OX1 2BL
ST
(51.75367, -1.261951)"
70850601,ODEON CINEMAS LTD               ,OX1 2BL ,11448500101,CINEMA AND PREMISES                                         ,05/02/1996,144000,"ODEON CINEMA GEORGES PLACE OXFORD OX1 2BL
ST
(51.75367, -1.261951)"
71188898,TELEFONICA UK LTD.              ,OX4 3JF ,11451000866,COMMUNICATION STATION AND PREMISES                          ,04/01/2005,12750,"O2 SITE REF (CO866) ST LUKES ROAD OXFORD OX4 3JF
UK
(51.73239, -1.212486)"
71188898,TELEFONICA UK LTD.              ,OX4 3JF ,11451000866,Communication Station and Premises                          ,04/01/2005,12750,"O2 SITE REF (CO866) ST LUKES ROAD OXFORD OX4 3JF
UK
(51.73239, -1.212486)"
71187776,MATTHEW CLULEE LTD              ,OX1 2DR ,11453000100,SHOP AND PREMISES                                           ,10/01/2009,39750,"1-3 MICHAELS STREET OXFORD OX1 2DR
ST
(51.753392, -1.25916)"
71187776,MATTHEW CLULEE LTD              ,OX1 2DR ,11453000100,SHOP AND PREMISES                                           ,10/01/2009,39750,"1-3 MICHAELS STREET OXFORD OX1 2DR
ST
(51.753392, -1.25916)"
70284121,PAGELIME LTD                    ,OX1 2DU ,11453000200,SHOP AND PREMISES                                           ,04/01/1991,32500,"2-4 MICHAELS STREET OXFORD OX1 2DU
ST
(51.753554, -1.259215)"
70284121,PAGELIME LTD                    ,OX1 2DU ,11453000200,SHOP AND PREMISES                                           ,04/01/1991,32500,"2-4 MICHAELS STREET OXFORD OX1 2DU
ST
(51.753554, -1.259215)"
71192702,NOSEBAG RESTAURANT LTD (THE)    ,OX1 2DU ,11453000604,Restaurant and Premises                                     ,04/01/2010,25500,"GND FLR 6 AND 1ST FLOOR 6-8 MICHAELS STREET OXFORD OX1 2DU
ST
(51.753554, -1.259215)"
71189014,RARE FORM NEW MEDIA LTD         ,OX1 2DR ,11453000900,WORKSHOP AND PREMISES                                       ,,6400,"9 MICHAELS STREET OXFORD OX1 2DR
ST
(51.753392, -1.25916)"
71189014,RARE FORM NEW MEDIA LTD         ,OX1 2DR ,11453000900,WORKSHOP AND PREMISES                                       ,,6400,"9 MICHAELS STREET OXFORD OX1 2DR
ST
(51.753392, -1.25916)"
71192721,SOCIETY CAFE LTD                ,OX1 2EB ,11453001200,SHOP AND PREMISES                                           ,02/01/2016,45500,"12-16 MICHAELS STREET OXFORD OX1 2EB
ST
(51.753309, -1.260291)"
70285101,MALLAMS LTD                     ,OX1 2EB ,11453002401,SHOP AND PREMISES                                           ,04/01/1991,59000,"24A MICHAELS STREET OXFORD OX1 2EB
ST
(51.753309, -1.260291)"
70285101,MALLAMS LTD                     ,OX1 2EB ,11453002401,SHOP  SALESROOM AND PREMISES                                ,04/01/1991,59000,"24A MICHAELS STREET OXFORD OX1 2EB
ST
(51.753309, -1.260291)"
71192657,HARRIES-JONES LTD               ,OX1 2EB ,11453002601,GUEST HOUSE AND PREMISES                                    ,,4800,"HENRY'S 26 ST MICHAELS STREET OXFORD OX1 2EB
AT
(51.753309, -1.260291)"
71192657,HARRIES-JONES LTD               ,OX1 2EB ,11453002601,Guest House and Premises                                    ,,4800,"HENRY'S 26 ST MICHAELS STREET OXFORD OX1 2EB
AT
(51.753309, -1.260291)"
71192658,BIKE ZONE OXFORD LTD            ,OX1 2EB ,11453002602,SHOP AND PREMISES                                           ,,15750,"BIKE ZONE 26 ST MICHAELS STREET OXFORD OX1 2EB
AT
(51.753309, -1.260291)"
71192658,BIKE ZONE OXFORD LTD            ,OX1 2EB ,11453002602,Shop and Premises                                           ,,15750,"BIKE ZONE 26 ST MICHAELS STREET OXFORD OX1 2EB
AT
(51.753309, -1.260291)"
71188707,BIKE ZONE OXFORD LIMITED        ,OX1 2EB ,11453002800,SHOP AND PREMISES                                           ,,40000,"28-32 MICHAELS STREET OXFORD OX1 2EB
ST
(51.753309, -1.260291)"
71188707,BIKE ZONE OXFORD LIMITED        ,OX1 2EB ,11453002800,Shop and Premises                                           ,,40000,"28-32 MICHAELS STREET OXFORD OX1 2EB
ST
(51.753309, -1.260291)"
71191174,T-MOBILE (UK) LTD               ,OX1 2EB ,11453071389,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,2500,"T-MOBILE (71389) MICRO CELL CHUTNEYS 36 ST MICHAELS STREET OXFORD OX1 2EB
AT
(51.753309, -1.260291)"
71191174,T-MOBILE (UK) LTD               ,OX1 2EB ,11453071389,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,2500,"T-MOBILE (71389) MICRO CELL CHUTNEYS 36 ST MICHAELS STREET OXFORD OX1 2EB
AT
(51.753309, -1.260291)"
70511541,ELLIOT & JORDAN LTD             ,OX4 4PN ,11453500011,SHOP AND PREMISES                                           ,04/01/1991,6800,"51 NICHOLAS ROAD OXFORD OX4 4PN
ST
(51.721014, -1.220226)"
70511541,ELLIOT & JORDAN LTD             ,OX4 4PN ,11453500011,SHOP AND PREMISES                                           ,04/01/1991,6800,"51 NICHOLAS ROAD OXFORD OX4 4PN
ST
(51.721014, -1.220226)"
71189235,WOLVERCOTE YOUNG PEOPLE CLUB LTD,OX2 8AU ,11455010000,COMMUNITY CENTRE AND PREMISES                               ,,8800,"WOLVERCOTE BOYS CLUB PETERS ROAD OXFORD OX2 8AU
ST
(51.783662, -1.280308)"
71189235,WOLVERCOTE YOUNG PEOPLE CLUB LTD,OX2 8AU ,11455010000,COMMUNITY CENTRE AND PREMISES                               ,,8800,"WOLVERCOTE BOYS CLUB PETERS ROAD OXFORD OX2 8AU
ST
(51.783662, -1.280308)"
70838921,VIDEO-TEC LTD                   ,OX3 0RX ,11457000700,SHOP AND PREMISES                                           ,11/01/1993,4000,"7 SALFORD ROAD MARSTON OXFORD OX3 0RX
(51.768622, -1.240796)"
70838921,VIDEO-TEC LTD                   ,OX3 0RX ,11457000700,SHOP AND PREMISES                                           ,11/01/1993,4000,"7 SALFORD ROAD MARSTON OXFORD OX3 0RX
(51.768622, -1.240796)"
71193186,THE OLD STATION NURSERY LIMITED ,OX4 4GD ,11458300010,DAY NURSERY AND PREMISES                                    ,,50000,"THE OXFORD NURSERY SANDERS ROAD OXFORD SCIENCE PARK LITTLEMORE OXFORD OX4 4GD
(51.716894, -1.215939)"
71193186,THE OLD STATION NURSERY LIMITED ,OX4 4GD ,11458300010,DAY NURSERY AND PREMISES                                    ,,50000,"THE OXFORD NURSERY SANDERS ROAD OXFORD SCIENCE PARK LITTLEMORE OXFORD OX4 4GD
(51.716894, -1.215939)"
70862691,CHILD BASE LTD                  ,OX3 3RH ,11458500001,DAY NURSERY AND PREMISES                                    ,05/10/1993,25750,
70862691,CHILD BASE LTD                  ,OX3 3RH ,11458500001,DAY NURSERY AND PREMISES                                    ,05/10/1993,25750,
70616191,A W CLARKE ENGINEERING LTD      ,OX4 4PU ,11458700703,WORKSHOP AND PREMISES                                       ,04/01/2000,31000,"CLARKE (ENGINEERING) LTD SANDFORD ROAD LITTLEMORE OXFORD OX4 4PU
AW
(51.720103, -1.225192)"
70287831,BANQUETS OF OXFORD LTD          ,OX1 3DA ,11467500100,RESTAURANT AND PREMISES                                     ,04/01/1991,57500,"1 SHIP STREET OXFORD OX1 3DA
(51.75384, -1.257472)"
70616191,A W CLARKE ENGINEERING LTD      ,OX4 4PU ,11458700703,WORKSHOP AND PREMISES                                       ,04/01/2000,31000,"CLARKE (ENGINEERING) LTD SANDFORD ROAD LITTLEMORE OXFORD OX4 4PU
AW
(51.720103, -1.225192)"
71188668,VODAFONE LIMITED                ,OX4 7US ,11458755602,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,6200,"VODAPHONE (55602) SANDFORD BRAKE BLACKBIRD LEYS OXFORD OX4 7US
(51.719736, -1.188139)"
71188668,VODAFONE LIMITED                ,OX4 7US ,11458755602,Communication Station and Premises                          ,04/01/2010,6200,"VODAPHONE (55602) SANDFORD BRAKE BLACKBIRD LEYS OXFORD OX4 7US
(51.719736, -1.188139)"
71192699,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500011,MOTORCYCLE TRAINING SCHOOL AND PREMISES                     ,01/02/2013,12500,"MSN MOTORCYCLE TRAINING SCHOOL OXFORD STADIUM SANDY LANE OX4 6LJ
(51.726027, -1.199551)"
71192699,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500011,Motorcycle Training School & Premises                       ,01/02/2013,12500,"MSN MOTORCYCLE TRAINING SCHOOL OXFORD STADIUM SANDY LANE OX4 6LJ
(51.726027, -1.199551)"
71192698,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500012,KART TRACK AND PREMISES                                     ,01/02/2013,12500,"KARTING OXFORD LTD OXFORD STADIUM SANDY LANE OX4 6LJ
UK
(51.726027, -1.199551)"
71192698,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500012,Kart Track & Premises                                       ,01/02/2013,12500,"KARTING OXFORD LTD OXFORD STADIUM SANDY LANE OX4 6LJ
UK
(51.726027, -1.199551)"
71192700,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500013,COMMUNITY CENTRE AND PREMISES                               ,01/02/2013,15000,"COMMUNITY STUDIOS OXFORD STADIUM SANDY LANE OX4 6LJ
(51.726027, -1.199551)"
71192700,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500013,Community Centre and Premises                               ,01/02/2013,15000,"COMMUNITY STUDIOS OXFORD STADIUM SANDY LANE OX4 6LJ
(51.726027, -1.199551)"
71192649,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500014,VACANT GREYHOUND STADIUM                                    ,01/02/2013,0,"VACANT OXFORD STADIUM SANDY LANE OXFORD OX4 6LJ
(51.726027, -1.199551)"
71192649,GRA ACQUISITION LTD             ,OX4 6LJ ,11459500014,Greyhound Racetrack & Premises                              ,01/02/2013,0,"VACANT OXFORD STADIUM SANDY LANE OXFORD OX4 6LJ
(51.726027, -1.199551)"
71187766,NEDSCHROEF FASTENERS LTD        ,OX4 6JU ,11459700001,WAREHOUSE AND PREMISES                                      ,10/05/2009,203000,"UNIT 1 NETWORK OXFORD SANDY LANE WEST LITTLEMORE OXFORD OX4 6JU
(51.72296, -1.212707)"
71187766,NEDSCHROEF FASTENERS LTD        ,OX4 6JU ,11459700001,WAREHOUSE AND PREMISES                                      ,10/05/2009,203000,"UNIT 1 NETWORK OXFORD SANDY LANE WEST LITTLEMORE OXFORD OX4 6JU
(51.72296, -1.212707)"
71192409,AEW UK REIT PLC                 ,OX4 6LB ,11459700006,OFFICES AND PREMISES                                        ,,33500,"SUITE D 1ST FLOOR MERIDIAN HOUSE SANDY LANE WEST OXFORD OX4 6LB
(51.723556, -1.215752)"
71192409,AEW UK REIT PLC                 ,OX4 6LB ,11459700006,Offices and Premises                                        ,,33500,"SUITE D 1ST FLOOR MERIDIAN HOUSE SANDY LANE WEST OXFORD OX4 6LB
(51.723556, -1.215752)"
71191642,CANCER PARTNERS UK LTD          ,OX4 6NR ,11459700011,MEDICAL CENTRE AND PREMISES                                 ,07/07/2014,165000,"BEAUMONT HOUSE SANDY LANE WEST OXFORD OX4 6NR
(51.723154, -1.210764)"
71191642,CANCER PARTNERS UK LTD          ,OX4 6NR ,11459700011,Medical Centre and Premises                                 ,07/07/2014,165000,"BEAUMONT HOUSE SANDY LANE WEST OXFORD OX4 6NR
(51.723154, -1.210764)"
71192650,AEW UK REIT LTD                 ,OX4 6LB ,11459700112,OFFICES AND PREMISES                                        ,05/01/2016,149000,"ORION HOUSE EASTPOINT BUSINESS PARK SANDY LANE WEST OXFORD OX4 6LB
(51.723556, -1.215752)"
71192650,AEW UK REIT LTD                 ,OX4 6LB ,11459700112,Offices and Premises                                        ,05/01/2016,149000,"ORION HOUSE EASTPOINT BUSINESS PARK SANDY LANE WEST OXFORD OX4 6LB
(51.723556, -1.215752)"
71189420,TRAVIS PERKINS PLC              ,OX4 6JU ,1145970050A        ,BUILDERS MERCHANTS AND PREMISES                             ,,171000,"TRAVIS PERKINS SANDY LANE WEST LITTLEMORE OX4 6JU
(51.72296, -1.212707)"
71189420,TRAVIS PERKINS PLC              ,OX4 6JU ,1145970050A        ,BUILDERS MERCHANTS AND PREMISES                             ,,171000,"TRAVIS PERKINS SANDY LANE WEST LITTLEMORE OX4 6JU
(51.72296, -1.212707)"
70287831,BANQUETS OF OXFORD LTD          ,OX1 3DA ,11467500100,RESTAURANT AND PREMISES                                     ,04/01/1991,57500,"1 SHIP STREET OXFORD OX1 3DA
(51.75384, -1.257472)"
71186078,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459710000,OFFICES AND PREMISES                                        ,,29750,"CHATSWORTH HOUSE HERITAGE GATE SANDY LANE WEST LITTLEMORE OXFORD OX4 6LB
(51.723556, -1.215752)"
71186078,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459710000,OFFICES AND PREMISES                                        ,,29750,"CHATSWORTH HOUSE HERITAGE GATE SANDY LANE WEST LITTLEMORE OXFORD OX4 6LB
(51.723556, -1.215752)"
71185933,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459710100,OFFICES AND PREMISES                                        ,,46500,"SANDRINGHAM HOUSE HERITAGE GATE SANDY LANE WEST LITTLEMORE OXFORD OX4 6LB
(51.723556, -1.215752)"
71185933,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459710100,OFFICES AND PREMISES                                        ,,46500,"SANDRINGHAM HOUSE HERITAGE GATE SANDY LANE WEST LITTLEMORE OXFORD OX4 6LB
(51.723556, -1.215752)"
71185934,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459710200,OFFICES AND PREMISES                                        ,,46500,"MARLBOROUGH HOUSE HERITAGE GATE SANDY LANE WEST LITTLEMORE OXFORD OX4 6LB
(51.723556, -1.215752)"
71185934,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459710200,OFFICES AND PREMISES                                        ,,46500,"MARLBOROUGH HOUSE HERITAGE GATE SANDY LANE WEST LITTLEMORE OXFORD OX4 6LB
(51.723556, -1.215752)"
71192065,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459711100,OFFICES AND PREMISES                                        ,03/11/2015,19500,"MANAGEMENT SUITE &amp; MEETING ROOMS CLARENDON ENTERPRISE CENTRE SANDFORD GATE SANDY LANE WEST LITTLEMORE OX4 6LB
(51.723556, -1.215752)"
71192065,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459711100,Offices and Premises                                        ,03/11/2015,19500,"MANAGEMENT SUITE &amp; MEETING ROOMS CLARENDON ENTERPRISE CENTRE SANDFORD GATE SANDY LANE WEST LITTLEMORE OX4 6LB
(51.723556, -1.215752)"
71192064,CLARENDON ENTERPRISE CENTRE LTD ,OX4 6LB ,11459711101,OFFICES AND PREMISES                                        ,,63500,"2ND FLR CLARENDON ENTERPRISE CENTRE SANDFORD GATE SANDY LANE WEST LITTLEMORE OX4 6LB
(51.723556, -1.215752)"
