Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126, 09/04/2015,�16.00,DAL0260691,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126, 09/04/2015,�45.00,DAL0260691,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126, 09/04/2015,�60.00,DAL0260691,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126, 09/04/2015,�245.00,DAL0260691,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126, 23/04/2015,�14.00,DAL0261099,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126, 23/04/2015,�153.00,DAL0261099,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 09/04/2015,�914.91,OPS0260527,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,POWER PIPES (PENDLE) LIMITED,A0002089, 16/04/2015,�34.57,PCO0260943,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,POWER PIPES (PENDLE) LIMITED,A0002089, 16/04/2015,�86.03,PCO0260923,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�115.22,OPS0261282,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�88.50,OPS0261281,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�115.21,OPS0261282,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�88.50,OPS0261281,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�115.21,OPS0261282,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�88.49,OPS0261281,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�115.21,OPS0261282,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�88.49,OPS0261281,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�115.22,OPS0261282,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�88.49,OPS0261281,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 30/04/2015,�115.21,OPS0261282,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4705,Other Expenses,PROGRAMME OFFICER SERVICES LIMITED,A0090249, 09/04/2015,"�1,040.00",PBC0260661,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,PROTEC FIRE DETECTION PLC,A0042311, 23/04/2015,�200.00,DAL0261176,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PSV MEDIA LIMITED,A0090214, 30/04/2015,"�1,416.00",DAL0261334,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4007,Sub-Contractors,QHS SOLUTIONS LIMITED,A0071912, 01/04/2015,�666.67,AAS0261249,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,R & K LATHAM & SON,A0001718, 09/04/2015,�100.00,HED0260655,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,R & K LATHAM & SON,A0001718, 23/04/2015,�100.00,HED0261126,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,R & K LATHAM & SON,A0001718, 23/04/2015,"�1,091.33",HED0261128,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/04/2015,"�2,827.28",OPS0260498,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/04/2015,"�1,401.40",OPS0260498,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/04/2015,�542.71,OPS0260498,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,�678.96,PCO0261233,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,�974.41,PCO0261231,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,"�1,286.28",OPS0261203,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,"�2,240.88",OPS0261205,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,"�2,249.48",OPS0261203,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,"�2,476.05",OPS0261205,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,"�3,023.12",PCO0261233,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,"�3,451.70",PCO0261231,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,�235.54,PCO0261233,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,�755.58,PCO0261231,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,�756.18,OPS0261203,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 30/04/2015,�989.40,OPS0261205,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 09/04/2015,�265.27,OPS0260500,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 16/04/2015,�365.49,OPS0260913,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,303,Precept Parish & T Council,REEDLEY HALLOWS PARISH COUNCIL,A0002283, 30/04/2015,"�7,045.00",AAS0261346,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,REEDLEY HALLOWS PARISH COUNCIL,A0002283, 30/04/2015,"�1,413.00",AAS0261346,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,6007,Parish Council Allocation,REEDLEY HALLOWS PARISH COUNCIL,A0002283, 30/04/2015,�227.00,AAS0261346,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,RH ENVIRONMENTAL LTD,A0069532, 09/04/2015,�600.00,ENV0260659,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4301,Printing & Stationery,RICOH UK LIMITED,A0063806, 30/04/2015,�74.31,MAN0261214,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,RIGHTMOVE.CO.UK,A0077496, 01/04/2015,�274.50,AAS0261261,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,RIGHTMOVE.CO.UK,A0077496, 01/04/2015,�535.50,AAS0261261,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,RIPON FARM SERVICES,A0025562, 16/04/2015,�80.18,PCO0260924,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,RIPON FARM SERVICES,A0025562, 16/04/2015,�57.36,PCO0260924,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,RIPON FARM SERVICES,A0025562, 16/04/2015,�57.36,PCO0260924,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2601,Premises Cleaning,ROACH CLEANING & MAINTENANCE SERVICES LTD,A0051553, 23/04/2015,�40.00,HMR0261073,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4705,Other Expenses,REDACTED,A0041674, 30/04/2015,�9.08,REG0260887,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ROBERTSON MEMORIALS,A0002590, 09/04/2015,�293.13,PCO0260542,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ROBERTSON MEMORIALS,A0002590, 09/04/2015,�207.53,PCO0260543,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4401,Consultants Fees,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 23/04/2015,�58.00,ENV0261166,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,ROSSENDALE GROUP PLC,A0045087, 16/04/2015,�162.00,PCO0260935,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,303,Precept Parish & T Council,ROUGHLEE BOOTH PARISH COUNCIL,A0042922, 30/04/2015,"�5,729.00",AAS0261345,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,ROUGHLEE BOOTH PARISH COUNCIL,A0042922, 30/04/2015,�998.00,AAS0261345,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,6007,Parish Council Allocation,ROUGHLEE BOOTH PARISH COUNCIL,A0042922, 30/04/2015,�345.00,AAS0261345,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,ROUGHLEE PARISH COUNCIL,A0082370, 30/04/2015,�300.00,AAS0261340,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�5.53,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�552.86,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�19.38,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�0.51,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�13.74,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�193.64,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�0.51,DAL0260678,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�0.85,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�26.91,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�11.39,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�2.55,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�306.80,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�4.59,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�4.32,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�30.35,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,ROYAL MAIL GROUP LIMITED,A0002281, 09/04/2015,�0.85,DAL0260672,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�13.61,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�511.58,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�27.17,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�18.95,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�25.54,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�9.65,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�28.15,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�2.88,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�189.25,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�53.64,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�12.57,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�187.46,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�0.63,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�3.69,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�18.68,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�5.14,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,ROYAL MAIL GROUP LIMITED,A0002281, 16/04/2015,�5.61,DAL0260863,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 23/04/2015,�99.85,HED0261171,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 23/04/2015,�298.25,DAL0261082,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�22.24,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�936.32,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�281.86,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�1.66,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�206.93,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�5.06,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�19.77,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�0.90,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�16.57,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�13.87,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�4.41,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�2.23,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�2.70,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�107.34,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�2.76,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�3.57,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�73.42,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�11.22,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4707,Miscellaneous : Other,ROYAL MAIL GROUP LIMITED,A0002281, 30/04/2015,�96.69,DAL0261306,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,ROYAL MAIL RETAIL,A0015318, 09/04/2015,�176.40,REG0260666,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4305,Newspapers & Periodicals,CARR ROAD NEWS,A0000067, 09/04/2015,�164.10,DAL0260690,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4305,Newspapers & Periodicals,CARR ROAD NEWS,A0000067, 09/04/2015,�44.10,DAL0260690,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/04/2015,�10.00,OPS0260491,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/04/2015,�70.00,OPS0260492,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,PD03,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 30/04/2015,�160.00,PCO0261200,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,PD03,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 30/04/2015,�200.00,PCO0261200,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,SAFE ELECTRICAL CONTRACTORS,A0090256, 16/04/2015,"�1,802.00",REG0260988,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SAFETY STORAGE SYSTEMS LTD,A0090230, 16/04/2015,"�2,200.00",OPS0260895,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,303,Precept Parish & T Council,SALTERFORTH PARISH COUNCIL,A0085111, 30/04/2015,"�10,000.00",AAS0261344,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,SALTERFORTH PARISH COUNCIL,A0085111, 30/04/2015,"�1,035.00",AAS0261344,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,6007,Parish Council Allocation,SALTERFORTH PARISH COUNCIL,A0085111, 30/04/2015,�228.00,AAS0261344,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,SAWLEY FINE ARTS LTD,A0066186, 30/04/2015,�462.96,HED0261271,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,SCOTT DAWSON ADVERTISING LTD,A0056526, 16/04/2015,�64.80,REG0261007,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,SHAW & SONS LTD,A0002414, 30/04/2015,"�1,236.13",DAL0261289,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,SILENTNIGHT GROUP LTD,A0049503, 23/04/2015,�200.00,DAL0261175,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,SOFT FURNISHINGS BY DIANA FRANK,A0090269, 23/04/2015,�570.00,REG0261074,N,N/A,N,N/A
Pendle Borough Council,Directorate,Indirect Employee Expenses,1201,Emp : Practising Certificates,SOLACE,A0040401, 16/04/2015,�377.00,MAN0260715,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4601,Seminars etc All Costs,SOLACE,A0040401, 23/04/2015,�520.00,MAN0261086,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�20.39,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�20.39,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�20.39,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�58.83,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�61.17,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�263.64,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�370.58,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�444.24,EST0260958,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/04/2015,�416.96,EST0260958,N,N/A,N,N/A
