Ratepayer Name,Property Address,PROPREF,RV
,"105 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240105,6000
,"121 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240121,2950
Eve And Ellis Ltd,"125 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240125,2425
Ripponden Conservative Club,"212 Halifax Road, Ripponden, HX6 4BG",77240212,8000
,"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240224,1800
Dondolare Ltd,"226 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240226,2275
Emma Kay Interiors Ltd,"236 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BQ",77240236,3700
,"242 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240242,2700
,"244A Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240244,8900
,"248 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240248,2600
,"252 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240252,2475
,"Crown Buildings, Halifax Road, Ripponden, Sowerby Bridge      HX6 4DA",77240704,4250
,"Manchester House, 107 Halifax Road, Ripponden, Sowerby Bridge      HX6 4DA",77240710,2800
,"123 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240721,4100
,"Glenfield Garage, Halifax Road, Triangle, Sowerby Bridge      HX6 3HW",77244701,8400
,"Rams Head Inn Car Park, 24 Wakefield Road, Sowerby Bridge, HX6 5PN",77246024,3050
,"15/17 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",77252704,11000
,"Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276703,1700
,"Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276705,2750
,"Puzzle Hall Inn, 21 Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276723,8200
Hollins Park Sports & Social Club,"Changing Rooms, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276727,3200
,"Garage, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276731,5200
,"Holmes Road, Sowerby Bridge, HX6 3LF",77284700,3200
Packaging World Ltd,"Holme Iron Works, Holmes Road, Sowerby Bridge, HX6 3LE",77284702,6500
,"Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",77284711,3700
,"Office 1G, Premier House, Holmes Road, Sowerby Bridge       HX6 3LD",77284735,530
,"Office 1 Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",77284742,3450
,"Office 4 Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",77284743,2750
Parker Chadwick Ltd,"Parker Chadwick, Lock Hill Mills, Holmes Road, Sowerby Bridge       HX6 3LD",77284744,9400
,"Hill Crest Bowling Club, Langton Street, Sowerby Bridge, HX6 2EX",77308700,4000
,"Unit 3 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340713,620
,"Unit 5, Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340716,1850
,"Yard Caravan & Premises, Mearclough Road, Sowerby Bridge, HX6 3LF",77340723,1600
,"First Floor, Unit 9, Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340725,1125
,"Unit 1, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340731,2500
,"Unit 4A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340733,2500
B Ainley Commercials Ltd,"Mearclough Road, Sowerby Bridge, HX6 3LF",77340738,6600
,"Unit 2, Mearclough Road, Sowerby Bridge, HX6 3LF",77340739,5500
,"Unit 13 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340740,1375
,"Unit 13A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340741,1375
,"Unit 6 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340743,620
,"Unit 2/9 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340759,2350
,"Unit 2A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340761,1375
Mearclough Farm Feeds & Farm Services Ltd,"Unit 4 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340762,2900
,"Unit 8 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340765,2950
,"Unit 8A, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340767,1850
,"Unit 4B, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340768,1850
,"Riverside Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340769,4300
,"Land Adj Gas Works Bridge, Riverside Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340770,3800
,"The Millbank, Mill Bank Road, Triangle, Sowerby Bridge      HX6 3DY",77344700,1850
E.G.T Development Services Ltd,"Units 5 & 7, Penair Works, Mill Fold, Ripponden           HX6 4DJ",77348719,8700
,"Unit 11, Penair Works, Mill Fold, Ripponden           HX6 4DJ",77348722,4550
,"Unit 1a Mill Fold Way, Elland Road, Ripponden, Sowerby Bridge      HX6 4HS",77348726,3000
,"3 The Riverside Complex, Mill Fold, Ripponden, HX6 4DJ",77348739,3250
Noby (Uk) Ltd,"Unit 1E & 1F, Mill Fold Way, Ripponden, Sowerby Bridge       HX6 4HS",77348751,9800
Commcare Uk Ltd,"Unit 1D, Mill Fold Way, Ripponden, Sowerby Bridge       HX6 4HS",77348752,3950
Balletbefit Limited,"Unit 9 Penair Works, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348768,4450
Time Out Education Ltd,"Riverbank Primary Ripp Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DH",77348770,10750
,"Top Yard, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352700,4400
,"Unit 10, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352701,2750
,"Unit 16a, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352702,1575
,"Unit 14, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352704,1375
,"Unit 18, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352709,1375
Mill House Furniture Makers Ltd,"Unit 17, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352710,1350
,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352713,2450
,"Unit 30, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352714,1750
,"Unit 37, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352717,1350
,"Unit 4, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352718,3350
,"Unit 5, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352719,1275
,"Unit 6, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352720,1800
,"Unit 7, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352721,2500
,"Unit 7b, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352722,770
,"Unit 8, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352724,1625
Yorkshire Pine Ltd,"Units 1 & 7a, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352725,4050
,"Unit 28, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352726,1850
,"Unit 34a, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352727,1375
,"Unit 5b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352731,1325
,"Unit 4b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352732,1225
,"Unit 9 Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352734,1050
,"Unit 28A Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352737,1675
We Sell Used Conservatories Ltd,"Unit 12 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352739,1900
,"Unit 15 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352740,1900
,"Unit 24 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352745,1675
,"Unit 17B Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352750,2350
Yorkshire Moors Ltd,"Moorcock Inn, Moor Bottom Lane, Norland, Sowerby Bridge       HX6 3RP",77360700,7000
,"Clough Moor Farm, New Clough Road, Norland, Sowerby Bridge      HX6 3RD",77378700,1500
Lamric Engineering & Fabrication Company Ltd,"Norland Road, Sowerby Bridge, HX6 3AD",77388700,5400
J M S Motorcycles Ltd,"Norland Road, Sowerby Bridge, HX6 3DF",77388702,4900
Wharf Garage (S B) Ltd,"Old Cawsey, Sowerby Bridge, HX6 2AJ",77404704,6000
Owenshaw Mill Brewery Ltd,"Owenshaw Mills, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404705,4700
Academy Divers Ltd,"Unit 1 Owenshaw Mill, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404708,3950
,"19 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DN",77408019,1900
Villa Margherita Ltd,"42 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DP",77408042,6600
,"170 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408170,2600
,"176 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408176,4000
,"238 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EU",77408238,1925
,"Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408713,8900
,"Unit 2, Central Joinery Works, Oldham Road, Ripponden           HX6 4DN",77408720,2550
,"Unit 3, Central Joinery Works, Oldham Road, Ripponden           HX6 4DN",77408722,3900
El Gato Negro Ltd,"Junction Inn, 1 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN",77408723,6400
,"21 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DN",77408724,4700
,"Nr 97a Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408728,3700
Defence Composites Ltd,"Unit 6/6B/6C Commercial Mill, Oldham Road, Ripponden, Sowerby Bridge       HX6 4EB",77408741,5600
Qubix Ltd,"Unit 8 Ff Ripponden Bus Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",77408748,6600
Ripponden Business Park Limited,"Unit 10 Ripponden Bsn Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",77408749,8100
Fab Spider Ltd,"Ground Floor Unit 8, Ripponden Business Park, Oldham Road, Ripponden            HX6 4FF",77408764,6400
,"Landlords Office 1ST Floor, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408768,880
The Wellness Centre,"Wellness Centre, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408769,950
,"Sonia Maud Beauty Room, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408770,1525
Heaton Export & Marketing Ltd,"Heaton Export & Marketing, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408771,2450
,"Salon At Central Hall, Oldham Road, Ripponden, HX6 4DN",77408772,3500
,"Boothwood Boarding Kennels, Oldham Road, Rishworth, HX6 4RH",77412700,3550
The Booth Wood Inn Ltd,"The Booth Wood Inn, Oldham Road, Rishworth, Sowerby Bridge       HX6 4QU",77412701,4300
Millhouse World Of Wood Ltd,"Unit 6 Rishworth Bsn Complex, Slitheroe Works, Oldham Road, Rishworth            HX6 4EW",77412729,7700
,"Unit 6A Rishworth Bs Complex, Slitheroe Works, Oldham Road, Rishworth            HX6 4EW",77412730,5400
J L Bongos Ltd,"Unit 5, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412732,8800
,"Unit 4, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412736,2325
,"Unit 3, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412737,3500
,"Pt First Flr Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",77412739,2800
,"Part Gf Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",77412740,3400
,"Riverside Studios, Greenups Terrace, Sowerby Bridge, HX6 2QH",77416700,2750
Wayne House Motor Company Ltd,"Pye Nest Road, Sowerby Bridge, HX6 2BX",77432700,6200
,"5 Regent Parade, Wharf Street, Sowerby Bridge, HX6 2HG",77444704,5400
,"Stones Cricket Club, Ripponden Old Lane, Ripponden, Sowerby Bridge      HX6 4LQ",77448700,4950
,"Joiners Workshop, Upper Cockroft, Rishworth New Road, Sowerby Bridge       HX6 4RE",77452701,5000
,"191 Rochdale Road, Sowerby Bridge, HX6 2SJ",77456191,1225
,"88 Rochdale Road, Ripponden, Sowerby Bridge, HX6 4LF",77460088,1375
The Farm Ripponden Ltd,"Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge       HX6 4JU",77460724,3850
,"Thorpe House, Rochdale Road, Triangle, Sowerby Bridge       HX6 3DJ",77464707,5300
,"3 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476003,3150
,"5 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476005,3850
,"9 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476009,3250
,"2 Sowerby New Road, Sowerby Bridge, HX6 1DY",77500700,9700
,"Church Stile Inn, Sowerby New Road, Sowerby Bridge, HX6 1JZ",77500708,4400
,"Royal Oak Hotel, Sowerby Street, Sowerby Bridge, HX6 3AT",77504700,5000
Little Lou-Beez Ltd,"Sunshine Day Nursery, St Peter's Avenue, Sowerby Bridge, HX6 1HB",77536706,9300
,"The Barn, Saw Hill Farm, Dean Lane, Triangle             HX6 3DP",77542700,1125
,"Stansfield Mill, Stansfield Mill Lane, Triangle, Sowerby Bridge      HX6 3LZ",77548702,2275
,"Stansfield Mill, Stansfield Mill Lane, Triangle, Sowerby Bridge      HX6 3LZ",77548703,10500
,"Rough Hey Wood Camp Site, Rough Hey Wood, Stansfield Mill Lane, Triangle             HX6 3NB",77548704,1350
,"Station Road, Sowerby Bridge, HX6 3AA",77552701,5200
,"Station Road, Sowerby Bridge, HX6 3LB",77552715,2250
,"Old Station Building, Station Road, Sowerby Bridge, HX6 3AB",77552733,7500
Synergie Partnerships Uk Ltd,"Unit 4A The Old Post Office, Station Road, Sowerby Bridge, HX6 3AA",77552739,10000
,"Lane Ends Barn, Steep Lane, Sowerby, Sowerby Bridge       HX6 1PE",77558701,1500
,"Ivy Cottage, Norland, Sowerby Bridge, HX6 3RD",77572700,1350
Ebony Print Ltd (In Liquidation),"The Nook, West Street, Sowerby Bridge, HX6 3AJ",77584700,2175
,"The Nook, West Street, Sowerby Bridge, HX6 3AJ",77584701,9600
,"Little Toothill, Toot Hill Lane, Triangle, Sowerby Bridge      HX6 1NX",77594700,2850
,"2 Tower Hill, Sowerby Bridge, HX6 2EQ",77596002,3900
,"3 Tower Hill, Sowerby Bridge, HX6 2EQ",77596003,2650
,"Ryburn House, 12 Tower Hill, Sowerby Bridge, HX6 2EQ",77596705,2050
,"4b Tower Hill, Sowerby Bridge, HX6 2EQ",77596707,2475
Mbi Asset Management Ltd,"4 Tower Hill, Sowerby Bridge, HX6 2EQ",77596716,8100
,"5 Town Hall Street, Sowerby Bridge, HX6 2QD",77600005,4400
,"11 Town Hall Street, Sowerby Bridge, HX6 2EA",77600011,4250
,"12 Town Hall Street, Sowerby Bridge, HX6 2EA",77600012,2600
,"15 Town Hall Street, Sowerby Bridge, HX6 2EA",77600015,4200
,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",77600022,2500
,"27 Town Hall Street, Sowerby Bridge, HX6 2EA",77600027,5200
,"30 Town Hall Street, Sowerby Bridge, HX6 2EA",77600030,1700
,"32 Town Hall Street, Sowerby Bridge, HX6 2EA",77600032,3400
Mademoiselle Clg Ltd,"38 Town Hall Street, Sowerby Bridge, HX6 2EA",77600038,3900
,"40 Town Hall Street, Sowerby Bridge, HX6 2EA",77600040,3400
,"1 Baldwins Yard, Sowerby Bridge, HX6 2EQ",77600701,2150
,"36 Town Hall Street, Sowerby Bridge, HX6 2EA",77600717,3400
Simprint Ltd,"14 Town Hall Street, Sowerby Bridge, HX6 2EA",77600721,4200
Dogan Limited,"20A/20B Town Hall Street, Sowerby Bridge, HX6 2EA",77600724,7200
,"16 Town Hall Street, Sowerby Bridge, HX6 2EA",77600737,4900
,"18A Town Hall Street, Sowerby Bridge, HX6 2EA",77600738,4600
,"First Floor, 1A Central Buildings, Town Hall Street, Sowerby Bridge       HX6 2QF",77600742,3200
Linda Heald & Co Property Lawyers,"Second Floor, 1/3 Central Buildings, Town Hall Street, Sowerby Bridge       HX6 2QF",77600743,2950
,"11 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604011,2025
Elland Fisheries Ltd,"13 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604013,1925
,"15 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604015,2425
,"19 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604019,3250
,"21 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604021,2650
,"23 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604023,2950
,"Triangle Post Office, 55 Rochdale Road, Triangle, Sowerby Bridge      HX6 3NE",77608055,2275
,"53/55 Tuel Lane, Sowerby Bridge, HX6 2EL",77612055,4050
Joseph Sutcliffe & Son Ltd,"59 Tuel Lane, Sowerby Bridge, HX6 2EW",77612059,2750
,"Tuel Lane, Sowerby Bridge, HX6 2EL",77612700,3250
,"11A North Lea, Tuel Lane, Sowerby Bridge, HX6 2EN",77612701,1400
,"Tuel Lane Fisheries, Tuel Lane, Sowerby Bridge, HX6 2EL",77612702,1275
,"Waiters Arms, 61 Tuel Lane, Sowerby Bridge, HX6 2EW",77612704,4100
,"Garage & Store, R/0 7 Upper Stubbins, Sandy Dyke Lane, Triangle",77620700,1275
,"Victoria Road, Sowerby Bridge, HX6 3AE",77624700,4850
,"69 Wakefield Road, Sowerby Bridge, HX6 2UX",77628069,3150
Halifax Ironworks Ltd,"Walker Lane, Sowerby Bridge, HX6 2AR",77632702,5600
,"Walker Lane, Sowerby Bridge, HX6 2AR",77632703,4200
Valley View Resin Company Ltd,"Unit 4, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632705,2850
,"Unit 3, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632706,3000
,"Unit 6, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632707,3200
,"Unit 9, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632710,6500
,"Unit 2, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632712,2550
G E Scothorne (Contracts) Ltd,"Unit 7, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632713,6800
,"Unit 1A, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632714,3850
,"Unit 5, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632715,5400
,"Unit 1, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632716,4550
,"Unit 8, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632717,3600
,"Unit 8A, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632718,3600
,"Unit 12, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632719,3650
,"Unit 10,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge           HX6",77632720,5100
,"Unit 14,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632721,3200
After Accident Care Team Ltd,"Walton House, Walton Street, Sowerby Bridge, HX6 1AN",77636710,8000
,"The Railway Arch, Walton Street, Sowerby Bridge, HX6 1AN",77636714,2325
,"The Band Room, Water Hill Lane, Sowerby Bridge, HX6 2UA",77640700,2500
The Potting Shed Catering Company Ltd,"The Willows, Watson Mill Lane, Sowerby Bridge, HX6 3BW",77644722,3050
,"Unit 1, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644723,1925
,"Unit 2, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644724,2800
,"Unit 4, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644726,1875
G Goulden Property,"Haulage Yard, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644727,4000
,"Unit 7, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644730,9500
,"Unit 6, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644736,3300
,"4 West Street, Sowerby Bridge, HX6 3AN",77648004,2050
,"6 West Street, Sowerby Bridge, HX6 3AN",77648006,2050
,"7 West Street, Sowerby Bridge, HX6 3AP",77648007,2750
,"8 West Street, Sowerby Bridge, HX6 3AN",77648008,3050
,"9 West Street, Sowerby Bridge, HX6 3AP",77648009,1625
,"10 West Street, Sowerby Bridge, HX6 3AN",77648010,2850
,"12 West Street, Sowerby Bridge, HX6 3AN",77648012,3050
,"13 West Street, Sowerby Bridge, HX6 3AP",77648013,3700
,"14 West Street, Sowerby Bridge, HX6 3AN",77648014,3050
,"16 West Street, Sowerby Bridge, HX6 3AN",77648016,3050
,"64 West Street, Sowerby Bridge, HX6 3AP",77648064,3150
Brighter Financial Services Limited,"66 West Street, Sowerby Bridge, HX6 3AP",77648066,4750
4 Life Financial Services Ltd,"68 West Street, Sowerby Bridge, HX6 3AP",77648068,3500
,"70 West Street, Sowerby Bridge, HX6 3AP",77648070,3250
,"West End Bowling Club, West Street, Sowerby Bridge, HX6 3BB",77648707,3450
,"The Long Chimney, 1 West Street, Sowerby Bridge, HX6 3AN",77648710,2600
,"Unit 1 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648718,2175
Hsbg Ltd,"UNIT15 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648722,4750
,"UNIT14 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648728,6500
,"West Street, Sowerby Bridge, HX6 3AL",77648729,7600
,"Sowerby Bridge Sheds, Holby Business Centre, West Street, Sowerby Bridge      HX6 3BT",77648730,4700
,"Unit 32, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648731,2800
,"Unit 12, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648736,2850
Drakes (Uk) Ltd,"Unit 25, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648737,7400
Emergency Vehicle Specialists Ltd,"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648738,3300
,"Unit 22 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BS",77648746,1475
,"1 Wharf Street, Sowerby Bridge, HX6 2EG",77652001,5600
,"5 Wharf Street, Sowerby Bridge, HX6 2EG",77652005,4200
,"7 Wharf Street, Sowerby Bridge, HX6 2EG",77652007,3350
,"10 Wharf Street, Sowerby Bridge, HX6 2AE",77652010,4800
,"16/18 Wharf Street, Sowerby Bridge, HX6 2AE",77652016,7900
Bridge Antiques And Furniture Ltd,"20 Wharf Street, Sowerby Bridge, HX6 2AE",77652020,4000
,"22 Wharf Street, Sowerby Bridge, HX6 2AE",77652022,3150
,"23 Wharf Street, Sowerby Bridge, HX6 2LA",77652023,7900
,"24 Wharf Street, Sowerby Bridge, HX6 2AE",77652024,3650
Freshfields Foods Ltd,"25 Wharf Street, Sowerby Bridge, HX6 2LA",77652025,7000
,"26 Wharf Street, Sowerby Bridge, HX6 2AE",77652026,4250
,"27 Wharf Street, Sowerby Bridge, HX6 2LA",77652027,6800
,"28 Wharf Street, Sowerby Bridge, HX6 2AE",77652028,3000
,"29 Wharf Street, Sowerby Bridge, HX6 2LA",77652029,5200
,"41 Wharf Street, Sowerby Bridge, HX6 2LB",77652041,4350
,"43 Wharf Street, Sowerby Bridge, HX6 2LB",77652043,4350
,"45 Wharf Street, Sowerby Bridge, HX6 2LB",77652045,3950
,"46 Wharf Street, Sowerby Bridge, HX6 2AE",77652046,3650
,"47 Wharf Street, Sowerby Bridge, HX6 2LB",77652047,2800
Coversure Insurance Services (Halifax) Ltd,"50 Wharf Street, Sowerby Bridge, HX6 2AE",77652050,3850
,"52 Wharf Street, Sowerby Bridge, HX6 2AE",77652052,5600
,"63 Wharf Street, Sowerby Bridge, HX6 2AF",77652063,4800
,"65 Wharf Street, Sowerby Bridge, HX6 2AF",77652065,4750
,"76 Wharf Street, Sowerby Bridge, HX6 2AF",77652076,5700
,"78 Wharf Street, Sowerby Bridge, HX6 2AF",77652078,2700
,"86 Wharf Street, Sowerby Bridge, HX6 2AF",77652086,2950
,"88 Wharf Street, Sowerby Bridge, HX6 2AF",77652088,4300
Gough Chiropratic Ltd,"90 Wharf Street, Sowerby Bridge, HX6 2AF",77652090,6500
,"41a Wharf Street, Sowerby Bridge, HX6 2LB",77652717,3250
,"6/8 Wharf Street, Sowerby Bridge, HX6 2AE",77652719,8100
Turntables Ltd,"19/21 Wharf Street, Sowerby Bridge, HX6 2LA",77652720,11000
,"Williams, 80/82 Wharf Street, Sowerby Bridge, HX6 2LB",77652721,8100
,"40 Wharf Street, Sowerby Bridge, HX6 2AE",77652733,3800
,"32 Wharf Street, Sowerby Bridge, HX6 2AE",77652742,4350
,"12 Wharf Street, Sowerby Bridge, HX6 2AE",77652746,5000
,"61 Wharf Street, Sowerby Bridge, HX6 2AF",77652752,5600
,"2/4 Wharf Street, Sowerby Bridge, HX6 2AE",77652756,8500
,"48 Wharf Street, Sowerby Bridge, HX6 2AE",77652758,5400
,"Willow Park Day Nursery, Willow Street, Sowerby Bridge, HX6 2EQ",77664701,9300
,"Clough House Farm, Blackshaw Clough Road, Soyland, Sowerby Bridge       HX6 4NN",77673701,2400
Calderdale Bird Conservation Group,"Land To North Of, Ringstone Edge Reservoir, Green Lane, Rishworth            HX6 4RA",77685701,160
Bloom Business Solutions Ltd,"21 Fairbanks, Sowerby Bridge, HX6 2AB",77687021,3000
Jason B Wade Ltd,"22 Fairbanks, Sowerby Bridge, HX6 2AB",77687022,3500
Dogma Creative Ltd,"23 Fairbanks, Sowerby Bridge, HX6 2AB",77687023,5900
,"Unit A Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690706,780
,"Unit B Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690707,780
,"Unit C Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690708,780
,"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690709,780
,"Unit 31 First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690712,510
,"Unit 16B First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690713,960
,"Unit F, Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690717,780
,"8 Regent Place, Sowerby Bridge, HX6 2HG",77692008,3650
,"Room 3, 3 Park Street, Sowerby Bridge, HX6 2BF",77697701,680
,"Room 2, 3 Park Street, Sowerby Bridge, HX6 2BF",77697703,1250
,"23 Ashenhurst Road, Todmorden, OL14 8EB",78012023,1775
,"Hare & Hounds Inn, Ashenhurst Road, Todmorden, OL14 8EA",78012700,6000
Calder Valley Commercial Services Ltd,"The Wash House, 12 Back North Street, Todmorden, OL14 7BD",78016012,800
Navigation Supply Co Ltd,"29 Bacup Road, Todmorden, OL14 7PN",78024029,8700
Timperely Kitchens Ltd,"Gauxholme Mill, Bacup Road, Todmorden, OL14 7PN",78024700,2700
P & M Services Ltd,"Stoneswood Mill, Bacup Road, Todmorden, OL14 7HG",78024702,5800
