Property Address,PROPREF,DATE_START,RV as at March 2014
"Unit 8 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500712,27/08/2012,1275
"Unit 9 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500713,20/08/2012,950
"Unit 11 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500715,20/08/2012,1475
"Unit 21 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500719,20/08/2012,3200
"Unit 26 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500721,20/08/2012,2175
"Unit 27 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500722,20/08/2012,3000
"Unit 28 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500723,20/08/2012,1725
"Unit 29 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500724,20/08/2012,1475
"Unit 30 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500725,20/05/2013,2150
"Unit 32 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500727,19/05/2013,2275
"Unit 17 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500728,20/08/2012,3000
"Unit 18 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500729,01/02/2013,1675
"Unit 19 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500730,04/10/2013,3250
"Unit 20 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500731,20/08/2012,2025
"Unit 16 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500736,01/10/2012,1125
"Units 33 And 34, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500740,20/08/2012,3250
"Unit 35 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500741,25/02/2013,920
"Units 12/14 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500743,01/01/2013,8300
"8/10 St Georges Square, Hebden Bridge, HX7 8ET",76508008,15/03/2012,11500
"12 St Georges Square, Hebden Bridge, HX7 8ET",76508012,01/04/2007,5900
"13 St Georges Square, Hebden Bridge, HX7 8ET",76508013,01/04/2007,11750
"15 St Georges Square, Hebden Bridge, HX7 8ET",76508015,18/01/2012,10500
"19/21 St Georges Square, Hebden Bridge, HX7 8ET",76508019,01/04/2007,11000
"Unit 2, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508700,01/04/2007,870
"Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",76508702,22/09/2012,7600
"Unit 5, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508709,01/11/2008,1225
"Unit 1, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508710,10/08/2009,870
"Unit 7, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508712,01/04/2007,2250
"Units 1 & 2, Bridge Gate Shopping Centre, 46 Bridge Gate, Hebden Bridge        HX7 7ET",76508719,01/04/2007,7900
"Unit 8 Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",76508723,01/04/2010,530
"Unit 8A, Bridge Mill, St Georges Square, Hebden Bridge        HX7 8ET",76508725,16/06/2009,730
"Rodmer Clough Farm, School Land Lane, Blackshawhead, Hebden Bridge       HX7 7PJ",76510700,01/04/2007,1650
"Mayroyd Barn, Mayroyd Lane, Hebden Bridge, HX7 8NS",76512701,01/04/2010,4200
"Station House, Station Road, Hebden Bridge, HX7 6JE",76512703,01/04/2007,5900
"Station Yard, Hebden Bridge, HX7 6JE",76512704,01/04/2007,6200
"The Coffee Station, Hebden Bridge Station, Station Road, Hebden Bridge       HX7 6JE",76512706,01/04/2007,2850
"The South Bank, Stubbing Wharf, Hebden Bridge, HX7 6LU",76520701,01/10/2010,2175
"38 Towngate, Heptonstall, Hebden Bridge, HX7 7NB",76540038,17/04/2010,1650
"Stagfold, Heptonstall, Hebden Bridge, HX7 7LW",76540703,01/04/2007,2600
"Garage 1, Co-Operative Yard, Heptonstall, Hebden Bridge        HX7 6NJ",76540705,01/11/2013,1625
"34 Towngate, Heptonstall, Hebden Bridge, HX7 7NB",76540710,01/03/2009,2000
"White Lion Inn, 58 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",76540713,01/07/2012,2475
"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",76548701,01/04/2007,3250
"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",76548702,01/04/2007,1900
"Unit 2, Pennine Industrial Park, Valley Road, Hebden Bridge       HX7 7BZ",76552701,13/10/2012,8000
"Baker Street Works, Valley Road, Hebden Bridge, HX7 7BZ",76552702,01/04/2007,3850
"The Turrett, Valley Road, Hebden Bridge, HX7 7BZ",76552712,01/04/2009,7100
"Unit 1 (Ground), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",76552714,01/04/2010,4050
"Unit 7a, Pennine Industrial Park, Valley Road, Hebden Bridge       HX7 8BZ",76552722,01/04/2010,8000
"Unit 2 (First Floor), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",76552730,02/11/2009,1800
"Unit 4 (First Floor), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",76552732,01/12/2009,2950
"4 Hardcastle House, Valley Road, Hebden Bridge, HX7 7BB",76552735,01/04/2007,4400
"1 Wragley House, Valley Road, Hebden Bridge, HX7 7BN",76552737,07/02/2011,4700
"Unit 2 Wragley House, Valley Road, Hebden Bridge, HX7 7DD",76552742,01/04/2007,4550
"Unit 8 Wragley House, Valley Road, Hebden Bridge, HX7 7BN",76552745,01/04/2007,4600
"Units 5 & 6 Wragley House, Valley Road, Hebden Bridge, HX7 5BN",76552746,01/04/2007,9800
"Windsor Garage, Victoria Road, Hebden Bridge, HX7 8JX",76560707,01/04/2007,4000
"Unit 6 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",76560712,01/08/2013,6700
"Unit 2 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",76560714,01/04/2012,5100
"Units 1,3 & 4 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",76560716,10/09/2012,10750
"Unit 3 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560720,16/07/2012,1375
"Unit 4 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560721,29/06/2012,1375
"Unit 5 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560722,01/07/2012,970
"Unit 6 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560723,17/01/2013,3800
"Unit 8 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560725,14/08/2012,1450
"Unit 9 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560726,03/07/2012,1775
"Unit 14 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560731,07/10/2013,3450
"Unit 15 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560732,04/01/2013,6000
"Unit 18 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560735,09/08/2013,1700
"Unit 19 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560736,01/02/2013,1575
"9 West End, Hebden Bridge, HX7 8JP",76576009,01/04/2007,3350
"11 West End, Hebden Bridge, HX7 8JP",76576011,01/04/2010,3800
"17 West End, Hebden Bridge, HX7 8UQ",76576017,01/04/2007,5000
"19 West End, Hebden Bridge, HX7 8UQ",76576019,16/09/2013,5400
"21 West End, Hebden Bridge, HX7 8UQ",76576021,01/04/2009,8200
"35 West End, Hebden Bridge, HX7 8UQ",76576035,30/06/2008,7200
"37 West End, Hebden Bridge, HX7 8UQ",76576037,01/04/2007,5100
"13 West End, Hebden Bridge, HX7 8JP",76576705,01/04/2007,2300
"25 West End, Hebden Bridge, HX7 8UQ",76576713,09/11/2009,7700
"17/21 West End, Hebden Bridge, HX7 8UQ",76576715,31/08/2011,4250
"Grd Flr 31 & Part 1ST Flr, 33 West End, Hebden Bridge, HX7 8UQ",76576717,17/10/2012,6800
"Room 1, 33 West End, Hebden Bridge, HX7 8UQ",76576718,17/10/2012,1125
"Room 2, 33 West End, Hebden Bridge, HX7 8UQ",76576719,17/10/2012,630
"Mytholmroyd Post Office, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5HL",76580703,01/04/2007,1675
"Whiteley Arches, Halifax Road, Hebden Bridge, HX7 2NX",76588707,01/04/2007,5200
"Blake Meadow Stables, Widdop Road, Heptonstall, Hebden Bridge        HX7 7AZ",76594701,01/07/2012,600
"High Greenwood House, Heptonstall, Hebden Bridge, HX7 7AZ",76600700,01/04/2007,2000
"15 West Street, Sowerby Bridge, HX6 3AP",76648015,01/12/2010,4100
"19 West Street, Sowerby Bridge, HX6 3AP",76648019,19/11/2010,4550
"72 West Street, Sowerby Bridge, HX6 3AP",76648072,01/04/2010,4650
"Unit 6 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",76648746,13/02/2013,2650
"Unit 26, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648747,01/04/2007,3550
"Unit 24, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648749,01/08/2011,1075
"Unit 2, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648752,16/07/2013,7700
"19 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",76648756,01/04/2010,5600
"Unit 27 Sdh Ind Estate, West Street, Sowerby Bridge, HX6 3BS",76648758,08/06/2012,3950
"Unit 3 Sdh Ind Estate, West Street, Sowerby Bridge, HX6 3BS",76648759,01/08/2012,4650
"Unit 11, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",76648760,01/09/2011,2750
"Unit 7 & 7A, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",76648761,01/04/2012,9200
"Allswell Farm, Old Town, Hebden Bridge, HX7 8TF",76654701,01/04/2007,6700
"7 Old Town Hall Cottages, Wadsworth, Hebden Bridge, HX7 8SP",76656007,01/04/2007,1750
"White Rose Arches, Hollins Holme, Hebden Bridge, HX7 8EH",76660701,01/04/2007,760
"Hebden Bridge Sports Grounds, & Premises, Hollins Holme, Hebden Bridge        HX7 8EH",76660702,01/04/2007,1325
"Spring Wood Studio 2, Adj Fern Hill, Lee Mill Road, Hebden Bridge        HX7 7AB",76661702,18/10/2012,1500
"Riverside, Canal Road, Sowerby Bridge, HX6 2AY",76663701,01/04/2007,4000
"The Garden House, Adj Manor House, Dark Lane, Blackshawhead        HX7 7JR",76665701,01/04/2007,1300
"Unit 1 Davey Hall Cottage, Davy Lane, Blackshawhead, Hebden Bridge        HX7 7JS",76667701,01/04/2007,4800
"Shop 2 Croft Mill, Hebden Bridge, HX7 8AS",76673701,02/06/2009,6800
"10 Croft Mill Apartments, Croft Mill Yard, Hebden Bridge, HX7 8AB",76673715,01/04/2013,1650
"Old Cragg Hall Barn, Cragg Vale, Hebden Bridge, HX7 5TB",76676701,29/05/2009,2600
"Gibraltar Farm Cottage, Haworth Old Road, Pecket Well, Hebden Bridge        HX7 8RG",76678702,01/04/2013,1500
"Bell House Barn, Bell House Moor, Cragg Vale, Hebden Bridge        HX7 5RU",76681701,16/08/2011,2400
"6 Sackville Street, Hebden Bridge, HX7 7DJ",76682006,01/04/2011,1950
"Packhorse Stable, Hudson Mill Road, Blackshawhead, Hebden Bridge        HX7 7HX",76683701,10/09/2011,1500
"16 Union Street, Hebden Bridge, HX7 8BQ",76685016,01/08/2011,4500
"Kiln House Cottage, Mill Lane, Luddenden, Halifax              HX2 6SU",76688701,01/01/2012,1375
"Piglet's House, Carrs Farm, Wadsworth, Hebden Bridge        HX7 8TN",76690701,01/04/2012,1500
"5 Primrose Terrace, Hebden Bridge, HX7 6HN",76691005,01/04/2012,1100
"10 Albert Road, Sowerby Bridge, HX6 2PA",77004010,01/04/2007,4900
"79 Albert Road, Sowerby Bridge, HX6 2NR",77004079,01/04/2007,6500
"17 Annie Street, Sowerby Bridge, HX6 2HP",77012017,01/04/2011,1250
"Unit 3, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024704,01/04/2010,1375
"Unit 4, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024705,01/04/2008,1375
"Unit 5, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024706,01/07/2010,1375
"Unit 6, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024707,01/10/2009,1375
"Unit 10, Asquith Bottom Works, Sowerby Bridge, HX6 3BT",77024709,01/04/2007,5200
"Unit 13, Asquith Bottom Mills, Ridge Street, Sowerby Bridge       HX6 3BS",77024711,01/04/2010,5000
"Pt Unit 15, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024712,01/04/2007,3450
"Unit 14C, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024714,01/03/2010,2150
"Unit 14B, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024715,01/07/2008,2700
"Unit 14A, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024716,01/04/2007,2700
"Unit 12, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024718,01/04/2007,1725
"Units 18 & 19, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024719,01/04/2009,4900
"Unit 17C, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024720,04/05/2010,1675
"Unit 17D, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024721,23/07/2011,3300
"Unit 28, Asquith Bottom Mills, Ridge Street, Sowerby Bridge       HX6 3BS",77024724,01/04/2007,4400
"Unit 7, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024725,01/04/2007,1375
"Unit 16D, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024729,01/04/2007,1600
"Unit 13A, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024731,01/01/2011,2800
"Unit 18A, Asquith Bottom Works, Asquith Bottom, Ridge Street",77024736,02/12/2010,1925
"Unit 2 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 3BS",77024737,08/07/2011,1350
"Unit 17B, Asquith Bottom Works, Asquith Bottom, Ridge Street",77024738,01/02/2011,1675
"4TH Flr Asquith Bottom Works, Water Street, Ridge Street, Sowerby Bridge       HX6 3BS",77024741,27/12/2011,5700
"Unit 40 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 3BT",77024742,01/04/2007,6500
"Unit 17 Asquith Bottom Mills, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 3BS",77024743,01/08/2011,1150
"Unit 51 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG",77024744,01/04/2007,3100
"Units 54/55/56, Asquith Bottom Works, Asquith Bottom, Sowerby Bridge       HX6 4RG",77024745,01/04/2007,8900
"Unit 53 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG",77024746,01/03/2011,3100
"Unit 52 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG",77024747,02/04/2009,3100
"Unit 13B Asquith Bottoms Wks, Ridge Street, Sowerby Bridge, HX6 3BT",77024749,01/04/2007,2950
"Unit A First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024762,01/04/2010,3250
"Unit B First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024763,01/07/2011,1300
"Unit C First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024764,01/04/2009,1300
"Unit D First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024765,01/02/2011,1300
"Unit E First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024766,07/11/2012,1300
"Units 24-26, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",77024775,01/06/2012,5000
"Unit 13C Asquith Yard, Asquith Bottom Works, Sowerby Bridge, HX6 3BT",77024777,01/04/2009,3500
"Part Ground Floor Adj, Unit 20 Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024780,01/06/2010,3200
"Unit 22, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",77024783,01/04/2012,2650
"Unit 23, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",77024784,01/04/2012,2550
"Stones Mill, Bar Lane, Ripponden, Sowerby Bridge       HX6 4EX",77048707,01/04/2011,9900
"Florists, Beech Road, Sowerby Bridge, HX6 2LR",77052703,01/04/2007,2700
"S.B.I.C. Cricket Club, Blackwall Lane, Sowerby Bridge, HX6 2UB",77068701,01/04/2007,4350
"1 Bolton Brow, Sowerby Bridge, HX6 2AL",77076001,01/04/2007,4100
"7 Bolton Brow, Sowerby Bridge, HX6 2AL",77076007,01/04/2007,5000
"43 Bolton Brow, Sowerby Bridge, HX6 2AL",77076043,01/04/2010,3000
"113 Bolton Brow, Sowerby Bridge, HX6 2BD",77076113,04/06/2009,2450
"115 Bolton Brow, Sowerby Bridge, HX6 2BD",77076115,01/10/2010,2325
"127 Bolton Brow, Sowerby Bridge, HX6 2BD",77076127,01/04/2007,9100
"137 Bolton Brow, Sowerby Bridge, HX6 2BD",77076137,01/04/2010,5800
"Sowerby Bridge W.M Club, Bolton Brow, Sowerby Bridge, HX6 2AL",77076706,01/04/2010,9500
"5 Bolton Brow, Sowerby Bridge, HX6 2AL",77076711,23/04/2012,4800
"Bolton Brow Gallery, Bolton Brow, Sowerby Bridge, HX6 2AG",77076713,01/04/2007,2550
"Wharf House, Bolton Brow, Sowerby Bridge, HX6 2AG",77076714,01/03/2013,4350
"The Beaver Lodge, West Street, Sowerby Bridge, HX6 3BT",77094701,03/08/2013,3150
"39 Burnley Road, Sowerby Bridge, HX6 2TL",77108039,01/04/2007,4900
"Friendly Fisheries, Burnley Road, Sowerby Bridge, HX6 2UG",77108700,01/04/2011,1975
"Friendly Works, Burnley Road, Sowerby Bridge, HX6 2TL",77108703,01/04/2007,6900
"Unit 4 Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108704,01/04/2007,2175
"Unit 5 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108714,01/04/2007,2125
"Unit 1 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108715,01/04/2007,2900
"Unit 2 R/O Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108720,01/08/2010,3000
"Unit 3 Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108723,01/04/2007,2600
"Quarry House, Burnley Road, Sowerby Bridge, HX6 2TF",77108729,18/04/2010,7400
"5 Friendly, Burnley Road, Sowerby Bridge, HX6 2UG",77108731,15/04/2013,8600
"Hillcrest Car & Van Hire, Burnley Road, Sowerby Bridge, HX6 2TL",77108733,01/04/2010,2075
"Triangle House, Butterworth Lane, Triangle, Sowerby Bridge       HX6 3NR",77116704,01/04/2007,8100
"Grd Flr, Lower Calder House, The Wharf, Sowerby Bridge, HX6 2AG",77124702,01/01/2010,3050
"1ST Flr, Lower Calder House, The Wharf, Sowerby Bridge, HX6 2AG",77124703,23/08/2010,6200
"Unit 11, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77124704,01/08/2013,2175
"Unit 3, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77124705,01/01/2013,5500
"The Gatehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",77128704,16/05/2011,2300
"Unit A, 1ST Floor, Salt Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",77128715,01/04/2007,10500
"Unit 1 1ST Floor, Number 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",77128719,01/04/2007,4200
"Unit 5, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128723,02/09/2013,2750
"Unit 2, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128724,01/04/2007,4600
"Unit 6, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128727,01/04/2007,11000
"Unit 4 First Floor, No. 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",77128734,23/02/2013,6800
"Unit 4 No. 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128736,02/08/2013,4650
"Unit 7 No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128737,04/05/2011,7700
"Unit 8 No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128738,04/05/2011,2950
"Unit 9 No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128739,01/04/2013,6300
"Unit 10 No 2 Warehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",77128742,01/01/2013,2050
"Chapel Lane, Sowerby Bridge, HX6 3LF",77144700,01/04/2010,5600
"35 Clifton Street, Sowerby Bridge, HX6 2DQ",77154035,06/01/2013,2350
"18 Corporation Street, Sowerby Bridge, HX6 2QQ",77160018,01/07/2007,1975
"Corporation Mill, Corporation Street, Sowerby Bridge, HX6 2QQ",77160720,01/04/2007,1100
"Stanley Works, Croft Street, Sowerby Bridge, HX6 2AJ",77164700,01/04/2007,4000
"Denby Place, Sowerby Bridge, HX6 2ER",77184700,01/02/2014,4850
"East Parade, Sowerby Bridge, HX6 2BH",77188700,01/04/2007,3300
"Marine Garage, East Parade, Sowerby Bridge, HX6 2BH",77188701,05/03/2012,3750
"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",77196003,01/04/2012,2800
"6 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",77196006,01/04/2010,2225
"Office 4, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196708,01/08/2012,2100
"Office 5, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196710,17/10/2013,2100
"Office 7, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196711,02/01/2014,710
"Office 1, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196712,01/08/2011,1950
"Chapelfield Mills, Elland Road, Ripponden, HX6 4DB",77196722,01/05/2010,3000
"Clay Pigeon Shooting Club, Severhills Farm, Foxen Lane, Mill Bank            HX6 4ND",77214701,01/04/2012,520
"Triangle Cricket Club, Grassy Bottoms, Stansfield Mill Lane, Triangle",77228700,01/04/2008,5600
"Crown Buildings, 97 Halifax Road, Ripponden, HX6 4DA",77240097,01/11/2011,1625
"Crown Buildings, 99 Halifax Road, Ripponden, HX6 4DA",77240099,03/09/2010,3050
"105 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240105,01/06/2008,6000
"121 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240121,01/04/2010,2950
"212 Halifax Road, Ripponden, HX6 4BG",77240212,01/04/2007,8000
"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240224,19/10/2013,1800
"226 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240226,02/12/2009,2275
"236 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BQ",77240236,21/04/2012,3700
"238 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BQ",77240238,20/07/2012,5300
"242 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240242,01/04/2007,2700
"244A Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240244,01/04/2007,8900
"248 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240248,02/08/2010,2600
"252 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240252,01/11/2013,2475
"Crown Buildings, Halifax Road, Ripponden, Sowerby Bridge      HX6 4DA",77240704,01/04/2007,4250
"Manchester House, 107 Halifax Road, Ripponden, Sowerby Bridge      HX6 4DA",77240710,01/04/2008,2800
"123 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240721,01/04/2012,4100
"Glenfield Garage, Halifax Road, Triangle, Sowerby Bridge      HX6 3HW",77244701,01/04/2007,8400
"15/17 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",77252704,01/04/2010,11000
"Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276703,01/04/2009,1700
"Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276705,23/07/2011,2750
"Puzzle Hall Inn, 21 Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276723,16/11/2010,8200
"Changing Rooms, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276727,01/04/2007,3200
"Garage, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276731,01/04/2008,5200
"Holmes Road, Sowerby Bridge, HX6 3LF",77284700,01/04/2007,3200
"Holme Iron Works, Holmes Road, Sowerby Bridge, HX6 3LE",77284702,01/04/2007,6500
"Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",77284711,28/04/2011,3700
"Office 5, Premier House, Holmes Road, Sowerby Bridge       HX6 3LD",77284740,01/04/2010,1475
"Office 1 Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",77284742,01/02/2011,3450
"Office 4 Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",77284743,01/04/2011,2750
"Hill Crest Bowling Club, Langton Street, Sowerby Bridge, HX6 2EX",77308700,01/04/2007,4000
"Unit 3 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340713,01/04/2007,620
"Unit 5, Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340716,01/02/2011,1850
"Yard Caravan & Premises, Mearclough Road, Sowerby Bridge, HX6 3LF",77340723,01/04/2007,1600
"Unit 6 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340729,01/04/2007,1750
"Unit 1, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340731,01/04/2010,2500
"Unit 4A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340733,01/08/2012,2500
"Unit 10, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340735,01/01/2013,1675
"Mearclough Road, Sowerby Bridge, HX6 3LF",77340738,01/04/2007,6600
"Unit 2, Mearclough Road, Sowerby Bridge, HX6 3LF",77340739,01/05/2008,5500
"Unit 13A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340741,31/03/2013,1375
"Unit 5 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340742,18/04/2011,950
"Unit 2/9 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340759,03/03/2011,2350
"Unit 2A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340761,01/03/2011,1375
"Unit 4 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340762,01/03/2011,2900
"Unit 8 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340765,01/09/2011,2950
"Unit 8A, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340767,01/03/2012,1850
"Unit 4B, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340768,01/03/2012,1850
"Riverside Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340769,01/11/2013,4300
"Land Adj Gas Works Bridge, Riverside Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340770,01/04/2012,3800
