Year,Ward code,Borough,Ward,Candidate rank,Name/Elected,Party,Votes,Elected
2006,00ASGN,Hillingdon,Harefield,2,"Higgins, Henry G. *",Cons,"1,102",Elected
2006,00ASGN,Hillingdon,Harefield,3,"Costard, Ian ",NF,581,
2006,00ASGN,Hillingdon,Harefield,4,"Eginton, Anthony C.T. ",Lab,376,
2006,00ASGN,Hillingdon,Harefield,5,"Chopping, Iain R. ",Lab,375,
2006,00ASGN,Hillingdon,Harefield,6,"Marshall, Alison C. ",Lib Dem,256,
2006,00ASGN,Hillingdon,Harefield,7,"Asquith, Jeremy E.C. ",Lib Dem,218,
2006,00ASGP,Hillingdon,Heathrow Villages,1,"Dhillon, Santokh S. *",Lab,928,Elected
2006,00ASGP,Hillingdon,Heathrow Villages,2,"Smart, Anita G. *",Lab,880,Elected
2006,00ASGP,Hillingdon,Heathrow Villages,3,"Buttivant, Paul J. *",Cons,870,Elected
2006,00ASGP,Hillingdon,Heathrow Villages,4,"Taylor, Christine M. ",Ind,806,
2006,00ASGP,Hillingdon,Heathrow Villages,5,"Money, Edgar ",Lab,802,
2006,00ASGP,Hillingdon,Heathrow Villages,6,"Nicholson, Geraldine ",Ind,789,
2006,00ASGP,Hillingdon,Heathrow Villages,7,"O`Connor, Phillip M. ",Cons,784,
2006,00ASGP,Hillingdon,Heathrow Villages,8,"Fewkes, Gordon J.H. ",Cons,741,
2006,00ASGP,Hillingdon,Heathrow Villages,9,"Sherwood, Philip T. ",Lib Dem,379,
2006,00ASGP,Hillingdon,Heathrow Villages,10,"Nielsen, Carl J. ",Lib Dem,221,
2006,00ASGP,Hillingdon,Heathrow Villages,11,"Dollimore, Peter J. ",Lib Dem,207,
2006,00ASGQ,Hillingdon,Hillingdon East,1,"Rhodes, Jill *",Lib Dem,"1,303",Elected
2006,00ASGQ,Hillingdon,Hillingdon East,2,"Barker, Timothy R.J. *",Cons,"1,279",Elected
2006,00ASGQ,Hillingdon,Hillingdon East,3,"Jackson, Patricia M. *",Cons,"1,200",Elected
2006,00ASGQ,Hillingdon,Hillingdon East,4,"Vernazza, Andrew ",Lib Dem,"1,195",
2006,00ASGQ,Hillingdon,Hillingdon East,5,"Merriman, Glyndwr J. ",Cons,"1,152",
2006,00ASGQ,Hillingdon,Hillingdon East,6,"Cooke, Montague B.H. ",Lib Dem,"1,135",
2006,00ASGQ,Hillingdon,Hillingdon East,7,"Scallan, John ",Lab,677,
2006,00ASGQ,Hillingdon,Hillingdon East,8,"Singh, Jagjit ",Lab,591,
2006,00ASGQ,Hillingdon,Hillingdon East,9,"Khursheed, Imran ",Lab,554,
2006,00ASGQ,Hillingdon,Hillingdon East,10,"Bergdahl, Jonathan A.W. ",Ind,222,
2006,00ASGR,Hillingdon,Ickenham,1,"Puddifoot, Raymond J. *",Cons,"2,122",Elected
2006,00ASGR,Hillingdon,Ickenham,2,"Hensley, John K.E. *",Cons,"2,022",Elected
2006,00ASGR,Hillingdon,Ickenham,3,"Simmonds, David T. *",Cons,"1,869",Elected
2006,00ASGR,Hillingdon,Ickenham,4,"Cooke, Mary E. ",Lib Dem,769,
2006,00ASGR,Hillingdon,Ickenham,5,"Outhwaite, Mary ",Lib Dem,750,
2006,00ASGR,Hillingdon,Ickenham,6,"Healy, Michael J. ",Lib Dem,740,
2006,00ASGR,Hillingdon,Ickenham,7,"Long, Vivian L. ",Green,512,
2006,00ASGS,Hillingdon,Manor,1,"Mills, Douglas S. *",Cons,"1,951",Elected
2006,00ASGS,Hillingdon,Manor,2,"Markham, Michael J. *",Cons,"1,925",Elected
2006,00ASGS,Hillingdon,Manor,3,"Cox, Michael F. *",Lib Dem,"1,888",Elected
2006,00ASGS,Hillingdon,Manor,4,"Jolinon, Marcel V. ",Cons,"1,828",
2006,00ASGS,Hillingdon,Manor,5,"Gettleson, Michael J. ",Lib Dem,"1,685",
2006,00ASGS,Hillingdon,Manor,6,"Barrand, Susan M. ",Lib Dem,"1,634",
2006,00ASGS,Hillingdon,Manor,7,"Lee, Graham J. ",Green,497,
2006,00ASGS,Hillingdon,Manor,8,"Espley, Paul W. ",Lab,345,
2006,00ASGS,Hillingdon,Manor,9,"Young, Stephen ",Green,342,
2006,00ASGS,Hillingdon,Manor,10,"Rawana, Sabelo ",Lab,302,
2006,00ASGS,Hillingdon,Manor,11,"Fowler, Keith G.W. ",Green,300,
2006,00ASGT,Hillingdon,Northwood,1,"Lewis, Richard A. *",Cons,"2,315",Elected
2006,00ASGT,Hillingdon,Northwood,2,"Seaman-Digby, Scott M. *",Cons,"2,130",Elected
2006,00ASGT,Hillingdon,Northwood,3,"Oakley, Ian *",Cons,"2,090",Elected
2006,00ASGT,Hillingdon,Northwood,4,"Baker, Fionuala M. ",Lib Dem,739,
2006,00ASGT,Hillingdon,Northwood,5,"Baker, Keith W. ",Lib Dem,688,
2006,00ASGT,Hillingdon,Northwood,6,"Winterbotham, Melanie M. ",Lib Dem,585,
2006,00ASGT,Hillingdon,Northwood,7,"Prue, Alan G. ",Ind,479,
2006,00ASGU,Hillingdon,Northwood Hills,1,"Bishop, David A. *",Cons,"2,122",Elected
2006,00ASGU,Hillingdon,Northwood Hills,2,"Retter, Andrew J. *",Cons,"1,972",Elected
2006,00ASGU,Hillingdon,Northwood Hills,3,"Bianco, Jonathan P.S. *",Cons,"1,960",Elected
2006,00ASGU,Hillingdon,Northwood Hills,4,"Honeygold, Derek J. ",Lib Dem,477,
2006,00ASGU,Hillingdon,Northwood Hills,5,"Bartlett, Margaret M. ",Lab,445,
2006,00ASGU,Hillingdon,Northwood Hills,6,"Blundell, Alan T. ",Lab,438,
2006,00ASGU,Hillingdon,Northwood Hills,7,"Blundell, Dorothy J. ",Lab,437,
2006,00ASGU,Hillingdon,Northwood Hills,8,"Beardsley, Paul R. ",Lib Dem,418,
2006,00ASGU,Hillingdon,Northwood Hills,9,"Grossman, Helena J. ",Green,387,
2006,00ASGU,Hillingdon,Northwood Hills,10,"Klein, Alan H. ",Lib Dem,359,
2006,00ASGW,Hillingdon,Pinkwell,1,"Oswell, John L. *",Lab,"1,616",Elected
2006,00ASGW,Hillingdon,Pinkwell,2,"Sandhu, Avtar S. *",Lab,"1,594",Elected
2006,00ASGW,Hillingdon,Pinkwell,3,"Duncan, Janet S.M. *",Lab,"1,575",Elected
2006,00ASGW,Hillingdon,Pinkwell,4,"Howell, Marion ",Cons,832,
2006,00ASGW,Hillingdon,Pinkwell,5,"Mills, Richard J. ",Cons,731,
2006,00ASGW,Hillingdon,Pinkwell,6,"Johal, Amarjit S. ",Cons,707,
2006,00ASGW,Hillingdon,Pinkwell,7,"Lewis, Robert W. ",Ind,489,
2006,00ASGW,Hillingdon,Pinkwell,8,"Almond, Gwendoline M. ",Lib Dem,322,
2006,00ASGW,Hillingdon,Pinkwell,9,"Kitt, Ian W. ",Lib Dem,274,
2006,00ASGW,Hillingdon,Pinkwell,10,"Tsambas, Thelma ",Lib Dem,214,
2006,00ASGX,Hillingdon,South Ruislip,1,"Harper-O`Neill, Shirley A. *",Cons,"1,473",Elected
2006,00ASGX,Hillingdon,South Ruislip,2,"Kauffman, Allan G. *",Cons,"1,470",Elected
2006,00ASGX,Hillingdon,South Ruislip,3,"Kelly, Judy A. *",Cons,"1,434",Elected
2006,00ASGX,Hillingdon,South Ruislip,4,"Curley, John O. ",Lib Dem,"1,334",
2006,00ASGX,Hillingdon,South Ruislip,5,"Chamdal, Labhaya R. ",Lib Dem,"1,106",
2006,00ASGX,Hillingdon,South Ruislip,6,"Little, Anthony J. ",Lib Dem,"1,052",
2006,00ASGX,Hillingdon,South Ruislip,7,"Shaw, Peter ",NF,561,
2006,00ASGX,Hillingdon,South Ruislip,8,"Gray, Simon J. ",Lab,530,
2006,00ASGX,Hillingdon,South Ruislip,9,"Nunn, Robert P.M. ",Lab,484,
2006,00ASGX,Hillingdon,South Ruislip,10,"Mathur, Shashi P. ",Lab,466,
2006,00ASGY,Hillingdon,Townfield,1,"Allen, Linda J. *",Lab,"1,503",Elected
2006,00ASGY,Hillingdon,Townfield,2,"Sansarpuri, Robin *",Lab,"1,379",Elected
2006,00ASGY,Hillingdon,Townfield,3,"Nunn-Price, Norman H. *",Lab,"1,358",Elected
2006,00ASGY,Hillingdon,Townfield,4,"Langley, Alfred G. ",Cons,743,
2006,00ASGY,Hillingdon,Townfield,5,"Parish, Stanley ",Cons,657,
2006,00ASGY,Hillingdon,Townfield,6,"Ahmad, Imtiaz ",Cons,637,
2006,00ASGY,Hillingdon,Townfield,7,"Austin, Helen R. ",Lib Dem,352,
2006,00ASGY,Hillingdon,Townfield,8,"Underwood, Paul ",Lib Dem,334,
2006,00ASGY,Hillingdon,Townfield,9,"Jacobs, Margaret B. ",Lib Dem,323,
2006,00ASGZ,Hillingdon,Uxbridge North,1,"Barrett, Josephine M. *",Cons,"2,240",Elected
2006,00ASGZ,Hillingdon,Uxbridge North,2,"Cooper, George E. *",Cons,"2,212",Elected
2006,00ASGZ,Hillingdon,Uxbridge North,3,"Yarrow, David A. *",Cons,"1,982",Elected
2006,00ASGZ,Hillingdon,Uxbridge North,4,"McDonald, Margaret T. ",Lab,597,
2006,00ASGZ,Hillingdon,Uxbridge North,5,"Mcdonald, Peter L. ",Lab,560,
2006,00ASGZ,Hillingdon,Uxbridge North,6,"Wainwright, Margaret G.V. ",Lib Dem,542,
2006,00ASGZ,Hillingdon,Uxbridge North,7,"Rider, Bronwyn A. ",Green,534,
2006,00ASGZ,Hillingdon,Uxbridge North,8,"Holland, Eileen T. ",Lib Dem,519,
2006,00ASGZ,Hillingdon,Uxbridge North,9,"Vernazza, Jennifer ",Lib Dem,517,
2006,00ASHA,Hillingdon,Uxbridge South,1,"Burrows, Keith E. *",Cons,"1,689",Elected
2006,00ASHA,Hillingdon,Uxbridge South,2,"Cooper, Judith V. *",Cons,"1,637",Elected
2006,00ASHA,Hillingdon,Uxbridge South,3,"Routledge, David W. *",Cons,"1,614",Elected
2006,00ASHA,Hillingdon,Uxbridge South,4,"Cooper, Garry J. ",Lab,916,
2006,00ASHA,Hillingdon,Uxbridge South,5,"Rowlands, Russell ",Lab,789,
2006,00ASHA,Hillingdon,Uxbridge South,6,"El-Shayyal, Jamaluddin ",Lab,685,
2006,00ASHA,Hillingdon,Uxbridge South,7,"David, Andrew P. ",Lib Dem,432,
2006,00ASHA,Hillingdon,Uxbridge South,8,"Young, Hazel B.M. ",Lib Dem,391,
2006,00ASHA,Hillingdon,Uxbridge South,9,"Reap, Margaret B. ",Lib Dem,357,
2006,00ASHB,Hillingdon,West Drayton,1,"Banks, Ann F. *",Cons,"1,890",Elected
2006,00ASHB,Hillingdon,West Drayton,2,"Bull, Michael J.D. *",Cons,"1,835",Elected
2006,00ASHB,Hillingdon,West Drayton,3,"Horn, Graham E.M. *",Cons,"1,615",Elected
2006,00ASHB,Hillingdon,West Drayton,4,"Stocker, Catherine ",Lab,"1,019",
2006,00ASHB,Hillingdon,West Drayton,5,"Pereira, Alfredo T. ",Lab,951,
2006,00ASHB,Hillingdon,West Drayton,6,"Usher, Michael S. ",Lab,905,
2006,00ASHB,Hillingdon,West Drayton,7,"Bignold, Christine E. ",Lib Dem,535,
2006,00ASHC,Hillingdon,West Ruislip,1,"Corthorne, Philip N. *",Cons,"1,974",Elected
2006,00ASHC,Hillingdon,West Ruislip,2,"Crowe, Brian C. *",Cons,"1,890",Elected
2006,00ASHC,Hillingdon,West Ruislip,3,"Stone, Solveig *",Cons,"1,831",Elected
2006,00ASHC,Hillingdon,West Ruislip,4,"Gibbs, Nicholas P. ",Lib Dem,"1,201",
2006,00ASHC,Hillingdon,West Ruislip,5,"Weisenberger, Nicola A.C. ",Lib Dem,972,
2006,00ASHC,Hillingdon,West Ruislip,6,"Patankar, Salil S. ",Lib Dem,930,
2006,00ASHC,Hillingdon,West Ruislip,7,"Cowan-Bates, Vince ",Green,374,
2006,00ASHC,Hillingdon,West Ruislip,8,"Campbell, John ",Lab,316,
2006,00ASHC,Hillingdon,West Ruislip,9,"Clark, Sarah A. ",Lab,295,
2006,00ASHD,Hillingdon,Yeading,1,"Allam, David R. *",Lab,"1,567",Elected
2006,00ASHD,Hillingdon,Yeading,2,"Garg, Sidharath *",Lab,"1,464",Elected
2006,00ASHD,Hillingdon,Yeading,3,"Harmsworth, Paul K. *",Lab,"1,408",Elected
2006,00ASHD,Hillingdon,Yeading,4,"Hunn, Patricia E. ",Cons,868,
2006,00ASHD,Hillingdon,Yeading,5,"Knight, John E. ",Cons,752,
2006,00ASHD,Hillingdon,Yeading,6,"Czarniecki, Peter J. ",Cons,747,
2006,00ASHD,Hillingdon,Yeading,7,"Bennett, Geoffrey G. ",Lib Dem,358,
2006,00ASHD,Hillingdon,Yeading,8,"Jacobs, Geoffrey A. ",Lib Dem,296,
2006,00ASHD,Hillingdon,Yeading,9,"Parsonage, Neville G. ",Lib Dem,296,
2006,00ASHE,Hillingdon,Yiewsley,1,"Kemp, Elizabeth H. *",Cons,"1,211",Elected
2006,00ASHE,Hillingdon,Yiewsley,2,"Bartram, Kenneth A. *",Cons,"1,193",Elected
2006,00ASHE,Hillingdon,Yiewsley,3,"Kemp, Peter *",Cons,"1,188",Elected
2006,00ASHE,Hillingdon,Yiewsley,4,"Burles, Anthony ",Lab,909,
2006,00ASHE,Hillingdon,Yiewsley,5,"Way, Marion ",Lab,873,
2006,00ASHE,Hillingdon,Yiewsley,6,"Sethi, Paramjit K. ",Lab,815,
2006,00ASHE,Hillingdon,Yiewsley,7,"Ali, Mukhtar A. ",Lib Dem,310,
2006,00ASHE,Hillingdon,Yiewsley,8,"Chamdal, Reeta ",Lib Dem,277,
2006,00ASHE,Hillingdon,Yiewsley,9,"Mallick, Saghaer A. ",Lib Dem,262,
2006,00ATFY,Hounslow,Bedfont,1,"Howliston, John A. *",Lib Dem,882,Elected
2006,00ATFY,Hounslow,Bedfont,2,"Hills, Peter R. *",INDA,749,Elected
2006,00ATFY,Hounslow,Bedfont,3,"Virk, Jiwan K. *",Lab,745,Elected
2006,00ATFY,Hounslow,Bedfont,4,"Heydon, Rachel A. ",Lab,670,
2006,00ATFY,Hounslow,Bedfont,5,"Horwell, Kenneth J. ",INDA,642,
2006,00ATFY,Hounslow,Bedfont,6,"Hughes, David M. ",Lab,629,
2006,00ATFY,Hounslow,Bedfont,7,"Banerji, Reetendra N. ",Lib Dem,583,
2006,00ATFY,Hounslow,Bedfont,8,"Rach, Girish A. ",Lib Dem,574,
2006,00ATFY,Hounslow,Bedfont,9,"Catherall, Clara E. ",Cons,549,
2006,00ATFY,Hounslow,Bedfont,10,"Lobo, Julius    ",INDA,533,
2006,00ATFY,Hounslow,Bedfont,11,"Dhiri, Manohar L. ",Cons,474,
2006,00ATFY,Hounslow,Bedfont,12,"Mushiso, Ronald    ",Cons,452,
2006,00ATFZ,Hounslow,Brentford,1,"Cadbury, Ruth    *",Lab,"1,447",Elected
2006,00ATFZ,Hounslow,Brentford,2,"Harmer, Matthew J. *",Lab,"1,313",Elected
2006,00ATFZ,Hounslow,Brentford,3,"Dakers, Andrew S. *",Lib Dem,"1,265",Elected
2006,00ATFZ,Hounslow,Brentford,4,"Sheerins, Alan    ",Lab,"1,214",
2006,00ATFZ,Hounslow,Brentford,5,"Kumar, Sunaina    ",Lib Dem,947,
2006,00ATFZ,Hounslow,Brentford,6,"Hearn, Thomas S.  ",Cons,824,
2006,00ATFZ,Hounslow,Brentford,7,"Hunt, John G. ",Green,815,
2006,00ATGA,Hounslow,Chiswick Homefields,1,"McGregor, Gerald A.R. *",Cons,"1,654",Elected
2006,00ATGA,Hounslow,Chiswick Homefields,2,"Todd, John R. *",Cons,"1,608",Elected
2006,00ATGA,Hounslow,Chiswick Homefields,3,"Oulds, Robert    *",Cons,"1,540",Elected
2006,00ATGA,Hounslow,Chiswick Homefields,4,"Ballentyne, Phyllis A. ",Lib Dem,698,
2006,00ATGA,Hounslow,Chiswick Homefields,5,"Glennerster, Ann D. ",Lab,657,
2006,00ATGA,Hounslow,Chiswick Homefields,6,"Bleach, Martin J. ",Green,628,
2006,00ATGA,Hounslow,Chiswick Homefields,7,"Needham, Caroline F. ",Lab,591,
2006,00ATGA,Hounslow,Chiswick Homefields,8,"Soley, Anita    ",Lab,565,
2006,00ATGB,Hounslow,Chiswick Riverside,1,"Barwood, Felicity *",Cons,"1,803",Elected
2006,00ATGB,Hounslow,Chiswick Riverside,2,"Lynch, Paul K.J. *",Cons,"1,775",Elected
2006,00ATGB,Hounslow,Chiswick Riverside,3,"Kinghorn, Robert R.F. *",Cons,"1,709",Elected
2006,00ATGB,Hounslow,Chiswick Riverside,4,"Thomas, Julie V. ",Lib Dem,795,
2006,00ATGB,Hounslow,Chiswick Riverside,5,"Smith, Pamela J. ",Lab,713,
2006,00ATGB,Hounslow,Chiswick Riverside,6,"Devaney, John F.L. ",Green,698,
2006,00ATGB,Hounslow,Chiswick Riverside,7,"Delaney, Matthew C. ",Lab,694,
2006,00ATGB,Hounslow,Chiswick Riverside,8,"Malhotra, Mukesh ",Lab,509,
2006,00ATGC,Hounslow,Cranford,1,"Dhillon, Poonam *",Lab,"1,346",Elected
2006,00ATGC,Hounslow,Cranford,2,"Chaudhary, Mohammed H. *",Lab,"1,275",Elected
2006,00ATGC,Hounslow,Cranford,3,"Sangha, Sohan S. *",Lab,"1,254",Elected
2006,00ATGC,Hounslow,Cranford,4,"Gill, Sarbjit S. ",INDA,971,
2006,00ATGC,Hounslow,Cranford,5,"Kad, Parmod K. ",INDA,922,
2006,00ATGC,Hounslow,Cranford,6,"Maras, Sukhdev S. ",INDA,815,
2006,00ATGC,Hounslow,Cranford,7,"Austin, Jack H. ",Cons,491,
2006,00ATGC,Hounslow,Cranford,8,"Hameed, Saima ",Lib Dem,431,
2006,00ATGC,Hounslow,Cranford,9,"Darley, Andrew S. ",Lib Dem,417,
2006,00ATGC,Hounslow,Cranford,10,"Pracher, Warwick W. ",Ind,61,
2006,00ATGD,Hounslow,Feltham North,1,"Bowen, Robert M. *",Cons,"1,917",Elected
2006,00ATGD,Hounslow,Feltham North,2,"Hutchison, Gillian *",Cons,"1,491",Elected
2006,00ATGD,Hounslow,Feltham North,3,"Wilson, Allan *",Cons,"1,477",Elected
2006,00ATGD,Hounslow,Feltham North,4,"Hunt, Michael J. ",Lab,750,
2006,00ATGD,Hounslow,Feltham North,5,"Carmen, Michael N. ",Lab,709,
2006,00ATGD,Hounslow,Feltham North,6,"Sarai, Harbinder ",Lab,645,
2006,00ATGD,Hounslow,Feltham North,7,"Chambers, Pamela J. ",NF,411,
2006,00ATGD,Hounslow,Feltham North,8,"Edwards, Douglas C.C. ",Lib Dem,301,
2006,00ATGE,Hounslow,Feltham West,1,"Harris, Barbara E.A. *",Cons,"1,082",Elected
2006,00ATGE,Hounslow,Feltham West,2,"Pitt, Peter S. *",Cons,988,Elected
2006,00ATGE,Hounslow,Feltham West,3,"Cooper, John H. *",Lab,879,Elected
2006,00ATGE,Hounslow,Feltham West,4,"Scarlett, Sarah L. ",Lab,791,
2006,00ATGE,Hounslow,Feltham West,5,"Chopra, Krishan L. ",Lab,767,
2006,00ATGE,Hounslow,Feltham West,6,"Dhiri, Meenu ",Cons,759,
2006,00ATGE,Hounslow,Feltham West,7,"McCallister, Francis S. ",NF,598,
2006,00ATGE,Hounslow,Feltham West,8,"Singh, Lakhbir ",Lib Dem,429,
2006,00ATGF,Hounslow,Hanworth,1,"Morgan-Watts, Andrew A. *",Lib Dem,"1,110",Elected
2006,00ATGF,Hounslow,Hanworth,2,"Morgan-Watts, Drew M. *",Lib Dem,"1,039",Elected
2006,00ATGF,Hounslow,Hanworth,3,"Nakamura, Linda M. *",Lib Dem,825,Elected
2006,00ATGF,Hounslow,Hanworth,4,"Cullinane, Sandra ",Cons,579,
2006,00ATGF,Hounslow,Hanworth,5,"Ogunseye, Michael K. ",Lab,536,
2006,00ATGF,Hounslow,Hanworth,6,"Chaudri, Abid J. ",Lab,530,
2006,00ATGF,Hounslow,Hanworth,7,"Nannar, Kirpa S. ",Lab,482,
2006,00ATGF,Hounslow,Hanworth,8,"Smith, Stephen P. ",Green,380,
2006,00ATGF,Hounslow,Hanworth,9,"Williams, Roger ",Ind,291,
2006,00ATGG,Hounslow,Hanworth Park,1,"Stewart, Rebecca L. *",Cons,"1,418",Elected
2006,00ATGG,Hounslow,Hanworth Park,2,"Buckner, Harley F.W. *",Cons,"1,385",Elected
2006,00ATGG,Hounslow,Hanworth Park,3,"Williams, Beverley S. *",Cons,"1,374",Elected
2006,00ATGG,Hounslow,Hanworth Park,4,"Walmsley, Stuart ",Lab,840,
2006,00ATGG,Hounslow,Hanworth Park,5,"Ellar, Colin ",Lab,804,
2006,00ATGG,Hounslow,Hanworth Park,6,"Wason, Bobbie ",Lab,795,
2006,00ATGG,Hounslow,Hanworth Park,7,"Matovu, Harris ",Lib Dem,498,
2006,00ATGG,Hounslow,Hanworth Park,8,"Smith, Vanessa K. ",INDA,440,
2006,00ATGH,Hounslow,Heston Central,1,"Dhillon, Gopal S. *",Lab,"1,133",Elected
2006,00ATGH,Hounslow,Heston Central,2,"Gill, Mohinder S. *",Lab,"1,129",Elected
2006,00ATGH,Hounslow,Heston Central,3,"Vaught, Peta V. *",Lab,972,Elected
2006,00ATGH,Hounslow,Heston Central,4,"Jangra, Arti ",Cons,832,
2006,00ATGH,Hounslow,Heston Central,5,"Purewal, Naman W.K. ",Cons,801,
2006,00ATGH,Hounslow,Heston Central,6,"Taank, Nathalal J. ",Cons,781,
2006,00ATGH,Hounslow,Heston Central,7,"Brown, Sheila J. ",INDA,739,
2006,00ATGH,Hounslow,Heston Central,8,"Malik, Karamat A. ",INDA,717,
2006,00ATGH,Hounslow,Heston Central,9,"Sidhu, Jagjit S. ",INDA,573,
2006,00ATGH,Hounslow,Heston Central,10,"Patel, Narinderjit K. ",Lib Dem,337,
2006,00ATGJ,Hounslow,Heston East,1,"Gill, Shivcharn S. *",Lab,"1,327",Elected
2006,00ATGJ,Hounslow,Heston East,2,"Lal, Gurmail S. *",Lab,"1,264",Elected
2006,00ATGJ,Hounslow,Heston East,3,"Mann, Amritpal S. *",Lab,"1,249",Elected
2006,00ATGJ,Hounslow,Heston East,4,"Quick, Christine M. ",Cons,893,
2006,00ATGJ,Hounslow,Heston East,5,"Imam, Hasan A. ",Cons,806,
2006,00ATGJ,Hounslow,Heston East,6,"Sachdev, Onkar ",Cons,803,
2006,00ATGJ,Hounslow,Heston East,7,"Martin, Iain A. ",Green,381,
2006,00ATGJ,Hounslow,Heston East,8,"Heule, Cornelis H.S. ",Lib Dem,300,
2006,00ATGJ,Hounslow,Heston East,9,"Adamaszek, Regine A. ",Lib Dem,297,
2006,00ATGK,Hounslow,Heston West,1,"Bath, Rajinder S. *",Lab,"1,409",Elected
2006,00ATGK,Hounslow,Heston West,2,"Dhaliwal, Sukhbir S. *",Lab,"1,223",Elected
2006,00ATGK,Hounslow,Heston West,3,"Hughes, Elizabeth P. *",Lab,"1,219",Elected
2006,00ATGK,Hounslow,Heston West,4,"Khalsa, Satnam K. ",Lib Dem,"1,059",
2006,00ATGK,Hounslow,Heston West,5,"Braby, Patricia J. ",Lib Dem,973,
2006,00ATGK,Hounslow,Heston West,6,"Butt, Mohammad S. ",Lib Dem,881,
2006,00ATGK,Hounslow,Heston West,7,"O'Reilly, Kevin D. ",Cons,625,
2006,00ATGL,Hounslow,Hounslow Central,1,"Grewal, Pritam S. *",Lab,"1,203",Elected
2006,00ATGL,Hounslow,Hounslow Central,2,"Bath, Lily *",Lab,"1,190",Elected
2006,00ATGL,Hounslow,Hounslow Central,3,"Malik, Nisar A. *",Lab,"1,045",Elected
2006,00ATGL,Hounslow,Hounslow Central,4,"Kenton, Michael J. ",Cons,897,
2006,00ATGL,Hounslow,Hounslow Central,5,"Cooper, Anthony D. ",INDA,724,
2006,00ATGL,Hounslow,Hounslow Central,6,"Jassar, Sham S. ",INDA,629,
2006,00ATGL,Hounslow,Hounslow Central,7,"Fletcher, Carl E. ",Green,556,
2006,00ATGL,Hounslow,Hounslow Central,8,"Khwaja, Ilyas ",INDA,540,
2006,00ATGL,Hounslow,Hounslow Central,9,"Akhtar, Syed S. ",Lib Dem,519,
2006,00ATGM,Hounslow,Hounslow Heath,1,"Grewal, Darshan S. *",Lab,"1,133",Elected
2006,00ATGM,Hounslow,Hounslow Heath,2,"Dhaliwal, Surjit S. *",Lab,"1,118",Elected
2006,00ATGM,Hounslow,Hounslow Heath,3,"Connelly, John *",INDA,"1,072",Elected
2006,00ATGM,Hounslow,Hounslow Heath,4,"Raja, Mazhar H. ",Lab,"1,023",
2006,00ATGM,Hounslow,Hounslow Heath,5,"Butt, Mohammad R. ",INDA,831,
2006,00ATGM,Hounslow,Hounslow Heath,6,"Singh, Mohinder ",INDA,675,
2006,00ATGM,Hounslow,Hounslow Heath,7,"Kumar, Sonia ",Lib Dem,480,
2006,00ATGM,Hounslow,Hounslow Heath,8,"Cheema, Dalbir S. ",Ind,472,
2006,00ATGM,Hounslow,Hounslow Heath,9,"Kaushal, Ravinder K. ",Cons,440,
2006,00ATGM,Hounslow,Hounslow Heath,10,"Notay, Gian ",Cons,421,
2006,00ATGM,Hounslow,Hounslow Heath,11,"Notay, Kirpal ",Cons,368,
2006,00ATGN,Hounslow,Hounslow South,1,"Davies, Linda A. *",Cons,"1,358",Elected
2006,00ATGN,Hounslow,Hounslow South,2,"Fisher, Bradley M. *",Cons,"1,316",Elected
2006,00ATGN,Hounslow,Hounslow South,3,"Fisher, Pamela E. *",Cons,"1,297",Elected
2006,00ATGN,Hounslow,Hounslow South,4,"Whatley, Robert J. ",Lab,"1,117",
2006,00ATGN,Hounslow,Hounslow South,5,"Singh, Ajit ",Lab,"1,115",
2006,00ATGN,Hounslow,Hounslow South,6,"Malhotra, Seema ",Lab,"1,064",
2006,00ATGN,Hounslow,Hounslow South,7,"Sibley, Andrew D. ",TC,"1,005",
2006,00ATGN,Hounslow,Hounslow South,8,"Haigh, Timothy J. ",Lib Dem,672,
2006,00ATGP,Hounslow,Hounslow West,1,"Sharma, Jagdish R. *",Lab,"1,496",Elected
2006,00ATGP,Hounslow,Hounslow West,2,"Dhillon, Ajmer S. *",Lab,"1,459",Elected
2006,00ATGP,Hounslow,Hounslow West,3,"Grewal, Ajmer *",Lab,"1,279",Elected
2006,00ATGP,Hounslow,Hounslow West,4,"Gaur, Gian C. ",Cons,734,
2006,00ATGP,Hounslow,Hounslow West,5,"Johal, Sarbjit S. ",Lib Dem,709,
2006,00ATGP,Hounslow,Hounslow West,6,"Pasha, Noor ",Lib Dem,700,
2006,00ATGQ,Hounslow,Isleworth,1,"Andrews, Philip *",TC,"1,240",Elected
2006,00ATGQ,Hounslow,Isleworth,2,"Fisher, Paul A. *",TC,"1,163",Elected
2006,00ATGQ,Hounslow,Isleworth,3,"Hibbs, Genevieve M. *",TC,"1,074",Elected
2006,00ATGQ,Hounslow,Isleworth,4,"Boucher, Christopher J. ",Lab,829,
2006,00ATGQ,Hounslow,Isleworth,5,"Sampson, Susan ",Lab,823,
2006,00ATGQ,Hounslow,Isleworth,6,"McKendry, Anthony C. ",Lab,767,
2006,00ATGQ,Hounslow,Isleworth,7,"Pooley, Brenda ",Cons,448,
2006,00ATGQ,Hounslow,Isleworth,8,"Burling, Donald A.G. ",Cons,409,
2006,00ATGQ,Hounslow,Isleworth,9,"Taylor, Shaun ",Lib Dem,384,
2006,00ATGQ,Hounslow,Isleworth,10,"Bhanderi, Aarti ",Cons,357,
2006,00ATGR,Hounslow,Osterley and Spring Grove,1,"O'Reilly, Sheila M. *",Cons,"1,428",Elected
