Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276009,124.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276004,112.15,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275967,39.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276000,39.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276003,43.43,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275980,39.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275969,41.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275993,43.43,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 15/12/2016,REG0276164,153.30,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275990,28.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275982,28.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 21/12/2016,OPS0276442,29.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276005,100.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276008,100.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 15/12/2016,OPS0276203,200.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275911,600.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275941,600.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276053,600.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 15/12/2016,OPS0276202,600.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276007,100.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276023,320.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276020,640.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276025,300.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276021,600.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,MOUNT ZION BAPTIST CHURCH,A0045270, 15/12/2016,DAL0276253,30.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Reference Books Acts,4304,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 08/12/2016,DAL0276125,310.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Reference Books Acts,4304,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 15/12/2016,DAL0276196,862.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOWCOM,A0045454, 08/12/2016,PCO0276034,3.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOWCOM,A0045454, 08/12/2016,PCO0276034,30.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOWCOM,A0045454, 08/12/2016,PCO0276034,60.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PLUSNET TECHNOLOGIES LIMITED,A0045646, 01/12/2016,AAS0276359,15.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,4704,LOOP PUBLISHING LTD,A0047429, 15/12/2016,EST0276243,125.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,4704,LOOP PUBLISHING LTD,A0047429, 15/12/2016,EST0276243,125.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,AIRBORNE ENVIRONMENTAL CONSULTANTS LTD,A0049819, 21/12/2016,HED0276483,1797.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,CAMPEY TURF CARE SYSTEMS,A0050717, 08/12/2016,PCO0276042,9.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,CAMPEY TURF CARE SYSTEMS,A0050717, 08/12/2016,PCO0276042,106.20,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,4003,ACE BEDS UK,A0050722, 21/12/2016,HMR0276489,299.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 21/12/2016,PCO0276421,55.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 21/12/2016,PCO4005224,-45.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 21/12/2016,PCO0276417,369.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 21/12/2016,PCO0276421,62.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Premises Cleaning,2601,ROACH CLEANING & MAINTENANCE SERVICES LTD,A0051553, 21/12/2016,HMR0276366,40.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Pensions Increase Act Payments,1234,LIBERATA UK LTD,A0051618, 08/12/2016,AAS0276083,19216.66,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,LIBERATA UK LTD,A0051618, 15/12/2016,PER0276320,155.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276351,1748.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 08/12/2016,AAS0276083,2351.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 08/12/2016,AAS0276080,1742.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276350,10672.50,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276350,33600.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276350,25091.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276350,88420.32,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276350,51798.80,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276354,1433.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276353,2192.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276350,84447.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 15/12/2016,AAS0276350,122220.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,Lease costs:Computer (Orchard),8204,LIBERATA UK LTD,A0051618, 08/12/2016,AAS0276083,12103.62,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,BLUEBELL NORTH WEST LIMITED,A0051694, 21/12/2016,HMR0276367,526.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,BLUEBELL NORTH WEST LIMITED,A0051694, 01/12/2016,HMR0275838,4734.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,BLUEBELL NORTH WEST LIMITED,A0051694, 21/12/2016,HMR0276432,5025.00,N,N/A,N,837.50
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,BLUEBELL NORTH WEST LIMITED,A0051694, 08/12/2016,HMR0276066,6000.00,N,N/A,N,1000.00
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,BLUEBELL NORTH WEST LIMITED,A0051694, 21/12/2016,HMR0276368,5000.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,SOUTHERN ELECTRIC,A0051726, 15/12/2016,EST0276247,121.78,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Other Expenses,4705,FIDELITI LIMITED,A0052058, 08/12/2016,PER0276104,69.25,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Long Service Awards,1235,REDACTED - PERSONAL DATA,A0052062, 21/12/2016,PER0276451,245.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ALERT FIRE AND SECURITY LIMITED,A0052065, 01/12/2016,PCO0275853,37.32,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ALERT FIRE AND SECURITY LIMITED,A0052065, 01/12/2016,PCO0275852,90.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,C B PRICE & SONS BUILDERS,A0052117, 01/12/2016,PCO0275785,480.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,-0.89,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,10.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,23.96,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,10.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,13.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,9.02,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,11.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,11.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,16.88,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,9.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,9.08,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,9.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 21/12/2016,DAL0276435,9.53,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 01/12/2016,HMR0275833,2.25,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 01/12/2016,HMR0275850,10.09,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 01/12/2016,HMR0275834,35.03,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 08/12/2016,HMR0275960,35.66,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,BELL GROUP UK,A0054618, 08/12/2016,EST0276118,4965.90,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0276051,25.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 15/12/2016,OPS0276173,200.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,BEN SHAW TRAINING LIMITED,A0055722, 08/12/2016,OPS0275912,340.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 21/12/2016,PCO0276418,55.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 21/12/2016,PCO0276419,55.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD14,THE FULL WORX,A0055982, 15/12/2016,REG0276303,172.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHNSTON CONTRACTORS,A0056313, 21/12/2016,HED0276376,150.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHNSTON CONTRACTORS,A0056313, 21/12/2016,HED0276376,310.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Training,1211,REDACTED - PERSONAL DATA,A0056527, 08/12/2016,PER0276102,32.90,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 21/12/2016,PCO0276415,500.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 21/12/2016,PCO0276415,1000.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 21/12/2016,PCO0276415,250.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,A BINNS & CO,A0057121, 21/12/2016,PCO0276415,1200.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Tax Deducted,PD05,A BINNS & CO,A0057121, 21/12/2016,PCO0276415,750.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 15/12/2016,AAS0276221,12.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,P LEE WASTE OIL LIMTED,A0058412, 08/12/2016,OPS0275940,820.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Refunds Council Tax,0321,REDACTED - PERSONAL DATA,A0058966, 09/12/2016,AAS0276147,468.42,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Telephones : Direct,4502,SECURITY MONITORING CENTRES LTD,A0059068, 08/12/2016,OPS0275943,121.67,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TAYLORMADE CASTINGS LTD,A0059071, 08/12/2016,PCO0276033,785.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,Lancashire C C,5102,NSL LIMITED,A0059256, 15/12/2016,HED0276280,1535.87,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,JOHNSTON PUBLISHING LIMITED,A0059640, 01/12/2016,DAL0275905,250.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HMR4005211,-201.44,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HMR4005212,-129.87,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275952,99.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275953,99.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275956,99.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275988,129.87,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275950,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275951,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275954,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275955,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275961,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275963,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275984,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275985,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275986,201.44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,JOHNSTON PUBLISHING LIMITED,A0059640, 08/12/2016,HED0275997,201.44,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 15/12/2016,MAN0276137,78.66,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 01/12/2016,MAN0275897,288.42,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 21/12/2016,MAN0276327,340.86,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Other Expenses,4705,JOHNSTON PUBLISHING LIMITED,A0059640, 01/12/2016,MAN0275896,104.88,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,EXCELSIOR ROTO MOULDING LIMITED,A0059849, 21/12/2016,HED0276434,110.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0060456, 08/12/2016,HED0276088,68.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,2104,COMMUTAPORTS LIMITED,A0060728, 01/12/2016,HED0275907,2760.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 15/12/2016,EST0276246,2452.50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 01/12/2016,OPS0275843,125.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,4705,DLP PLANNING LTD,A0061134, 15/12/2016,PBC0276321,4187.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0061565, 08/12/2016,HED0276089,170.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 08/12/2016,AAS0276134,697.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 08/12/2016,AAS0276134,3022.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 08/12/2016,AAS0276134,9067.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 08/12/2016,AAS0276134,39291.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,2702,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 08/12/2016,AAS0276135,5748.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,LIBRA TEXTILES LTD,A0062627, 08/12/2016,REG0276041,2500.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,LIBRA TEXTILES LTD,A0062627, 15/12/2016,REG0276317,4673.15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/12/2016,AAS0276361,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/12/2016,AAS0276361,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/12/2016,AAS0276361,144.48,N,N/A,N,N/A
