Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 18/02/2016,EST0268945,560,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 18/02/2016,EST0268943,760,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 18/02/2016,EST0268953,2452.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM Materials,40,PENDLE HIPPODROME THEATRE LTD,A0060913, 18/02/2016,HED0268941,308,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,C CHAPMAN,A0061688, 11/02/2016,HED0268628,35,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,C CHAPMAN,A0061688, 11/02/2016,HED0268696,180,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,C CHAPMAN,A0061688, 04/02/2016,HED0268583,65,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,C CHAPMAN,A0061688, 11/02/2016,HED0268650,150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,C CHAPMAN,A0061688, 04/02/2016,HED0268583,45,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,LIBRA TEXTILES LTD,A0062627, 18/02/2016,HED0268928,4544.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Vehicle Licences,32,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 08/02/2016,AAS0268977,15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Vehicle Licences,32,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 08/02/2016,AAS0268977,15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,36,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/02/2016,AAS0268980,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,36,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/02/2016,AAS0268980,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,36,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/02/2016,AAS0268980,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,36,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/02/2016,AAS0268980,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,36,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/02/2016,AAS0268978,256.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,36,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/02/2016,AAS0268978,252.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,36,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/02/2016,AAS0268980,144.48,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 18/02/2016,PCO0268796,3000,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 18/02/2016,PCO0268799,3635,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 18/02/2016,PCO0268796,500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 18/02/2016,PCO0268799,500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,21,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 18/02/2016,PCO0268798,792,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,21,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 25/02/2016,PCO0268998,1400,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,NORTH WEST TRADING COMPANY,A0063527, 04/02/2016,OPS0268516,275,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,1.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 04/02/2016,DAL0268577,6.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,1.81,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 04/02/2016,DAL0268577,0.35,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,0.98,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 25/02/2016,DAL0269106,109.32,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 04/02/2016,DAL0268577,85.23,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,86.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 04/02/2016,DAL0268577,3.25,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,5.08,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,5.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 04/02/2016,DAL0268577,23.85,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,2.53,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,6.15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 04/02/2016,DAL0268577,14.82,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 04/02/2016,DAL0268577,6.55,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 11/02/2016,DAL0268730,12.41,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,12,P T ALLISON,A0064694, 04/02/2016,DAL0268579,18,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,12,P T ALLISON,A0064694, 04/02/2016,DAL0268579,10,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,46,P T ALLISON,A0064694, 04/02/2016,DAL0268579,20.4,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,P T ALLISON,A0064694, 04/02/2016,DAL0268579,6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Publicity & advertisement,47,LANCASHIRE BROADCASTING CO LTD,A0064934, 04/02/2016,AAS0268605,468.75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Publicity & advertisement,47,LANCASHIRE BROADCASTING CO LTD,A0064934, 04/02/2016,AAS0268605,468.75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,46,THE RAINHALL CENTRE,A0066193, 04/02/2016,DAL0268580,55,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,38,LEX AUTOLEASE LIMITED,A0066530, 18/02/2016,PER0268906,2317.61,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,38,LEX AUTOLEASE LIMITED,A0066530, 18/02/2016,PER0268906,2465.46,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,61.17,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,265.07,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,45.88,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,40.78,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,40.78,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,1495.25,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,49.23,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,267.91,N,N/A,N,N/A
Pendle Borough Council,Property Services,Transport Related Expense,Tprt : Repairs : General,31,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,147.08,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Other Expenses,47,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,20.39,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,257.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,SPEAKMAN CONTRACTORS LTD,A0066581, 18/02/2016,EST0268935,399.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Public Realm,CD,SPEAKMAN CONTRACTORS LTD,A0066581, 04/02/2016,AAS0268604,1629.18,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,12,PEOPLE ASSET MANAGEMENT LIMITED,A0067613, 04/02/2016,PER0268585,180,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,HM REVENUE & CUSTOMS,A0067741, 22/02/2016,AAS0269147,9750,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 04/02/2016,OPS0268567,122.22,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 04/02/2016,OPS0268567,117.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 04/02/2016,OPS0268567,117.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 04/02/2016,OPS0268567,117.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 04/02/2016,OPS0268567,117.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 04/02/2016,OPS0268567,117.91,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,CHIPSIDE LTD,A0068587, 25/02/2016,HED0269049,219.64,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,CHIPSIDE LTD,A0068587, 25/02/2016,HED0269050,271.66,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,CHIPSIDE LTD,A0068587, 25/02/2016,HED0269046,15.92,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,CHIPSIDE LTD,A0068587, 25/02/2016,HED0269047,25.87,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,CHIPSIDE LTD,A0068587, 25/02/2016,HED0269048,110.25,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Protective Clothing,42,REDACTED - PERSONAL DATA,A0069093, 11/02/2016,ENV0268765,40,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,BRITISH GAS BUSINESS,A0069538, 26/02/2016,AAS0269159,88.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,BRITISH GAS BUSINESS,A0069538, 26/02/2016,AAS0269158,51.44,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269172,32.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269171,47.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269166,24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269164,266.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269167,184.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269165,286.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269175,247.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269169,125.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269173,132.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269170,71.69,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269174,41.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269177,294.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 25/02/2016,AAS0269179,197.61,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,DISTRICT COUNCILS NETWORK,A0069643, 04/02/2016,AAS0268593,-760,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,DISTRICT COUNCILS NETWORK,A0069643, 04/02/2016,AAS0268593,760,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,40,QHS SOLUTIONS LIMITED,A0071912, 01/02/2016,AAS0268975,666.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Seminars etc All Costs,46,QHS SOLUTIONS LIMITED,A0071912, 25/02/2016,OPS0269014,700,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH,ONE STOP REFURBS LIMITED,A0072395, 11/02/2016,HMR0268773,4423.2,N,N/A,N,737.2
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,44,UNITED UTILITIES WATER PLC,A0072400, 04/02/2016,ENV0268618,39.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,44,GLOBAL PAYMENTS,A0072461, 16/02/2016,AAS0269201,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,44,GLOBAL PAYMENTS,A0072461, 16/02/2016,AAS0269201,892.83,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/02/2016,AAS0269202,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/02/2016,AAS0269203,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/02/2016,AAS0269202,829.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/02/2016,AAS0269203,1392.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,72,LLOYDS BANKING GROUP,A0072462, 29/02/2016,AAS0269254,0.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,72,LLOYDS BANKING GROUP,A0072462, 23/02/2016,AAS0269205,25,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,72,LLOYDS BANKING GROUP,A0072462, 23/02/2016,AAS0269205,45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,72,LLOYDS BANKING GROUP,A0072462, 16/02/2016,AAS0268981,546.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 18/02/2016,OPS0268811,376.89,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 04/02/2016,OPS0268570,418,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 04/02/2016,OPS0268569,462.89,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 18/02/2016,OPS0268808,1.99,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 18/02/2016,OPS0268807,4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 18/02/2016,OPS0268808,6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 18/02/2016,OPS0268809,6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 18/02/2016,OPS0268810,8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 18/02/2016,OPS0268811,40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TCS (WASTE) LIMITED,A0072822, 18/02/2016,OPS0268794,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TCS (WASTE) LIMITED,A0072822, 18/02/2016,OPS0268794,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,TCS (WASTE) LIMITED,A0072822, 18/02/2016,OPS0268793,280,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TCS (WASTE) LIMITED,A0072822, 25/02/2016,REG0269006,815.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,12,DBS,A0072958, 16/02/2016,AAS0268979,88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Other Income : Non-VATable,93,DBS,A0072958, 16/02/2016,AAS0268979,572,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,43,MARTINS,A0074550, 04/02/2016,HED0268584,19.55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,50,C & C PROCESS SERVERS,A0074728, 11/02/2016,OPS0268666,65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0,FLEET (LINE MARKERS) LIMITED,A0075352, 11/02/2016,PCO0268518,310.2,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0,FLEET (LINE MARKERS) LIMITED,A0075352, 11/02/2016,PCO0268518,1322.1,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,HALL VARLEY HOMES LIMITED,A0076322, 04/02/2016,HED0268616,415.83,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,12,REDACTED - PERSONAL DATA,A0076801, 25/02/2016,PER0269065,415,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,12,REDACTED - PERSONAL DATA,A0076812, 11/02/2016,PER0268707,415,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,VODAFONE LIMITED,A0076999, 04/02/2016,AAS0268590,2486.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,47,RIGHTMOVE.CO.UK,A0077496, 01/02/2016,AAS0268976,292.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,RIGHTMOVE.CO.UK,A0077496, 01/02/2016,AAS0268976,567.6,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM Materials,40,HERITAGE CARDS & SOUVENIRS LTD,A0077997, 18/02/2016,HED0268908,102.4,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,GLASDON UK LIMITED,A0078667, 11/02/2016,PCO0268647,130.74,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,26,JANDON CLEANING SERVICES,A0079028, 04/02/2016,HED0268597,140,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,26,JANDON CLEANING SERVICES,A0079028, 04/02/2016,HED0268597,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,26,JANDON CLEANING SERVICES,A0079028, 04/02/2016,HED0268597,160,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,40,KINGS WASHING MACHINE RENTALS,A0079878, 18/02/2016,HED0268952,55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,HILL DICKINSON LLP,A0080232, 16/02/2016,AAS0269011,325000,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TH MOTORS  - REDCAP GARAGE,A0080451, 04/02/2016,REG0268374,2046.2,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,GOLDSHAWBOOTH PARISH COUNCIL,A0080533, 04/02/2016,HED0268510,64.32,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,47,QUALITY HOMES (NW) LIMITED,A0081253, 04/02/2016,HMR0268602,165,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,HENRY CHRISTOPHER COMMERCIAL PRINTERS LTD,A0081256, 25/02/2016,DAL0269119,196,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,36,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 18/02/2016,OPS0268905,339.38,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,12,REDACTED - PERSONAL DATA,A0081761, 18/02/2016,PER0268909,415,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,MANCHESTER SAFETY SERVICES LTD,A0082149, 11/02/2016,OPS0268667,100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,Capital : Payments,CD,WEBASPX LIMITED,A0082416, 11/02/2016,OPS0268656,5065,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Court Fees,44,HM COURTS & TRIBUNALS SERVICE,A0083319, 16/02/2016,AAS0269030,170,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,FOOD SAFETY DIRECT LIMITED,A0083616, 18/02/2016,OPS0268789,50,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,44,ALLPAY LIMITED,A0084372, 11/02/2016,AAS0268718,10,N,N/A,N,N/A
