Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Planning & Building Control,Capital Costs,Capital : Payments,CD,IDOX SOFTWARE LIMITED,A0090564, 14/04/2016,PBC0270314,950,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,INFORM CPI LIMITED,A0089895, 21/04/2016,AAS0270542,6000,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,INSTITUTE OF COMMUNITY SAFETY LIMITED,A0046897, 14/04/2016,COR0270208,188.1,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,INTERIOR RESOURCE LIMITED,A0070049, 14/04/2016,REG0270194,4670.5,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,EFM : Other Equipment,40,IZVG LLP,A0001539, 14/04/2016,PBC0270317,175,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,J DRIVER LTD,A0000884, 07/04/2016,EST0270058,5793.83,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,J H BLAKEY & SONS (SECURITY) LTD,A0000211, 07/04/2016,COR0269992,46.6,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,J HARGREAVES,A0001359, 07/04/2016,PCO0270050,25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 28/04/2016,HED0270736,-620,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 21/04/2016,HED0270477,-384.14,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 28/04/2016,HED0270734,-85,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 07/04/2016,HED0270174,-42.24,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 28/04/2016,HED0270770,-34.83,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 07/04/2016,HED0269935,-29.65,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 07/04/2016,HED0269935,29.65,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 28/04/2016,HED0270770,34.83,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 07/04/2016,HED0270174,42.24,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 28/04/2016,HED0270734,85,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 21/04/2016,HED0270477,384.14,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,JACOBS,A0016294, 28/04/2016,HED0270736,620,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,JAKE FLEMING,A0090750, 28/04/2016,REG0270725,1027,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Other Equipment,40,JAMES BUTTON & CO,A0085218, 14/04/2016,DAL0270443,161.25,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Other Equipment,40,JAMES BUTTON & CO,A0085218, 14/04/2016,DAL0270443,161.25,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,46,JAMES BUTTON & CO,A0085218, 14/04/2016,DAL0270443,322.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,26,JANDON CLEANING SERVICES,A0079028, 07/04/2016,HED0270166,140,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,26,JANDON CLEANING SERVICES,A0079028, 07/04/2016,HED0270166,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,26,JANDON CLEANING SERVICES,A0079028, 07/04/2016,HED0270166,160,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,JBW GROUP LIMITED,A0088708, 07/04/2016,TRE0270139,55,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,JBW GROUP LIMITED,A0088708, 21/04/2016,TRE0270523,55,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,JBW GROUP LIMITED,A0088708, 21/04/2016,TRE0270522,220,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Seminars etc All Costs,46,JCT CONSULTANCY LIMITED,A0090694, 07/04/2016,PBC0270088,545,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,40,JEWSON LIMITED,A0001323, 14/04/2016,OPS0270309,78.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090757, 27/04/2016,AAS0271010,500,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0059452, 21/04/2016,PER0270593,48.65,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 21/04/2016,OPS0270454,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 14/04/2016,OPS0270288,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 14/04/2016,OPS0270289,45,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,47,JOHNSONS TEXICARE LTD,A0002665, 07/04/2016,ENV0270046,78.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,43,JOHNSTON PUBLISHING LIMITED,A0059640, 13/04/2016,AAS0270486,45.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,43,JOHNSTON PUBLISHING LIMITED,A0059640, 13/04/2016,AAS0270487,45.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,43,JOHNSTON PUBLISHING LIMITED,A0059640, 13/04/2016,AAS0270488,45.76,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Seminars etc All Costs,46,JOHNSTON PUBLISHING LIMITED,A0059640, 28/04/2016,REG0270721,315,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Seminars etc All Costs,46,JOHNSTON PUBLISHING LIMITED,A0059640, 28/04/2016,REG0270722,499.5,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,47,JOHNSTON PUBLISHING LIMITED,A0059640, 07/04/2016,MAN0270018,157.32,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,47,JOHNSTON PUBLISHING LIMITED,A0059640, 07/04/2016,MAN0270040,131.1,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,47,JOHNSTON PUBLISHING LIMITED,A0059640, 21/04/2016,DAL0270446,209.76,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,47,JOHNSTON PUBLISHING LIMITED,A0059640, 28/04/2016,DAL0270645,235.98,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,47,JOHNSTON PUBLISHING LIMITED,A0059640, 07/04/2016,MAN0270019,235.98,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,47,JOHNSTON PUBLISHING LIMITED,A0059640, 07/04/2016,MAN0270041,367.08,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,JOHNSTON PUBLISHING LIMITED,A0059640, 21/04/2016,DAL0270445,131.1,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,JOHNSTON PUBLISHING LIMITED,A0059640, 28/04/2016,DAL0270644,131.1,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,JUST A LITTLE BIT.CO.UK LIMITED,A0090691, 14/04/2016,PCO0270236,10,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,JUST A LITTLE BIT.CO.UK LIMITED,A0090691, 14/04/2016,PCO0270236,85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,3,KELBROOK & SOUGH PARISH COUNCIL,A0081332, 28/04/2016,AAS0270758,9000,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 14/04/2016,HED0270205,160,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,KEYPLUS SECURITY LIMITED,A0062723, 14/04/2016,PCO0270306,457.14,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,KEYPLUS SECURITY LIMITED,A0062723, 14/04/2016,PCO0270306,457.14,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,KEYPLUS SECURITY LIMITED,A0062723, 07/04/2016,OPS0269996,1225,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM : Other Equipment,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,94.88,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,16.2,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,27.2,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,31.5,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,34.47,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,39.4,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,49.16,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,50.78,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,67.98,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,70.2,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270555,98,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,109.29,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,146.4,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,156.06,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,40,KILLGERM CHEMICALS LTD,A0001624, 21/04/2016,ENV0270560,225.5,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,40,KINGS WASHING MACHINE RENTALS,A0079878, 28/04/2016,HMR0270670,55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,L G FUTURES LIMITED,A0056113, 07/04/2016,AAS0270095,4040,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD,L SMITHSON LTD,A0062664, 28/04/2016,HED0270714,3522.6,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,LANCASHIRE COUNTY COUNCIL,A0001690, 21/04/2016,HED0270512,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LANCASHIRE COUNTY COUNCIL,A0001690, 21/04/2016,HED0270501,300,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Search Fees,44,LANCASHIRE COUNTY COUNCIL,A0001690, 21/04/2016,DAL0270537,969,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,LANCASHIRE COUNTY COUNCIL,A0001690, 14/04/2016,COR0270330,700,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,LANCASHIRE COUNTY COUNCIL,A0001690, 14/04/2016,AAS0270367,13694.21,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,LANCASHIRE COUNTY COUNCIL,A0001690, 07/04/2016,HED0269941,350,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH,LANCASHIRE COUNTY COUNCIL,A0001690, 07/04/2016,HMR0270012,3356.39,N,N/A,N,559.4
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH,LANCASHIRE COUNTY COUNCIL,A0001690, 28/04/2016,HMR0270697,3815,N,N/A,N,635.83
Pendle Borough Council,Financial Services,,Precept Parish & T Council,3,LANESHAWBRIDGE PARISH COUNCIL,A0062284, 28/04/2016,AAS0270759,21440,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,92,LANESHAWBRIDGE PARISH COUNCIL,A0077338, 14/04/2016,PBC0270375,41.67,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LANLEE SUPPLIES LIMITED,A0001672, 07/04/2016,PCO0269930,14.72,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM Materials,40,LANLEE SUPPLIES LIMITED,A0001672, 07/04/2016,PCO0270091,14,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM Materials,40,LANLEE SUPPLIES LIMITED,A0001672, 07/04/2016,PCO0270091,16.5,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,LANPAC LIMITED,A0001761, 28/04/2016,COR0270704,400,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,LARAC,A0020403, 07/04/2016,OPS0269993,395,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Subscriptions & Donations,47,LAWYERS IN LOCAL GOVERNMENT,A0085755, 28/04/2016,DAL0270768,250,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,LBS WORLDWIDE LIMITED,A0001673, 07/04/2016,PCO0270089,101.29,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,LBS WORLDWIDE LIMITED,A0001673, 07/04/2016,PCO0270089,101.29,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,LEAVER HEATING,A0053460, 07/04/2016,HMR0270010,558,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,LEWIS EQUIPMENT LIMITED,A0090108, 28/04/2016,PCO0270663,77.78,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,38,LEX AUTOLEASE LIMITED,A0066530, 07/04/2016,PER0270150,1436.25,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,38,LEX AUTOLEASE LIMITED,A0066530, 07/04/2016,PER0270150,1521.6,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,38,LEX AUTOLEASE LIMITED,A0066530, 07/04/2016,PER0270151,1702.68,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,38,LEX AUTOLEASE LIMITED,A0066530, 07/04/2016,PER0270151,1766.3,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,46,LEXIS NEXIS,A0002634, 21/04/2016,HED0270478,391.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090759, 27/04/2016,AAS0271014,500,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Recruitment,12,LIBERATA UK LTD,A0051618, 21/04/2016,PER0270525,555,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270493,1726.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 28/04/2016,AAS0270791,7121.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 28/04/2016,AAS0270791,2647.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 28/04/2016,AAS0270791,2647.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 28/04/2016,AAS0270791,1643.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 28/04/2016,AAS0270791,730.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 28/04/2016,AAS0270791,730.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270494,10672.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270494,33600.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270494,25091.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270494,88420.32,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270494,51798.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 28/04/2016,AAS0270743,2155.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270494,84447.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,53,LIBERATA UK LTD,A0051618, 15/04/2016,AAS0270494,122220.71,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,47,LIBRA TEXTILES LTD,A0062627, 14/04/2016,REG0270387,4192.18,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,47,LIMPET LABELS UK LIMITED,A0067671, 07/04/2016,OPS0270038,611.15,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,LITE,A0040032, 07/04/2016,HED0270004,59.94,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,LITE,A0040032, 07/04/2016,HED0270003,59.94,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270005,36,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270005,170,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270007,95,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270007,310,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270006,49.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270006,160,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270008,105,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270008,490,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270076,25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 07/04/2016,HED0270076,170,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,72,LLOYDS BANKING GROUP,A0072462, 25/04/2016,AAS0270716,45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,72,LLOYDS BANKING GROUP,A0072462, 18/04/2016,AAS0270688,111,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,LOCAL GOVERNMENT ASSOCIATION,A0001752, 14/04/2016,AAS0270338,8903.88,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,46,LOCAL LAND CHARGES INSTITUTE,A0043069, 14/04/2016,DAL0270442,115,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,LOOP PUBLISHING LTD,A0047429, 28/04/2016,REG0270718,30,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,LOOP PUBLISHING LTD,A0047429, 28/04/2016,REG0270719,61.49,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,47,LOOP PUBLISHING LTD,A0047429, 14/04/2016,EST0270417,87.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,47,LOOP PUBLISHING LTD,A0047429, 14/04/2016,EST0270417,87.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,M C & M A STEWART HAULAGE,A0068863, 07/04/2016,PCO0269927,426,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,M C & M A STEWART HAULAGE,A0068863, 07/04/2016,PCO0269928,441.34,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,M C & M A STEWART HAULAGE,A0068863, 07/04/2016,PCO0269899,1070,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,M C & M A STEWART HAULAGE,A0068863, 07/04/2016,PCO0269929,449.82,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,MARCHBRIDGE BUILDERS LIMITED,A0087284, 14/04/2016,HED0270215,499.5,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,MARTIN COLLINS JOINERY & GLAZING,A0000623, 14/04/2016,ENV0270425,66,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,47,MARTIN COLLINS JOINERY & GLAZING,A0000623, 14/04/2016,PBC0270315,45,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,43,MARTINS,A0074550, 07/04/2016,HED0269936,19.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270383,192.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270388,192.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270391,192.5,N,N/A,N,N/A
