ORGANISATION NAME,EFFECTIVE    DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,26/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,26/09/2016,2332.24,MANDATORY AWARDS,V001048837
ROCHDALE BOROUGH COUNCIL,26/09/2016,FINANCE SERVICES,OLDHAM METROPOLITAN BOROUGH COUNCIL,26/09/2016,5895,AGMA,V001048861
ROCHDALE BOROUGH COUNCIL,29/09/2016,FINANCE SERVICES,GRANT THORNTON UK LLP,29/09/2016,34093,FEES / COMMISSION,V001048862
ROCHDALE BOROUGH COUNCIL,29/09/2016,CHILDREN’S SOCIAL CARE,SOFTCAT LTD,29/09/2016,4943.4,IT EQUIPMENT,V001048863
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,REXEL UK LTD,29/09/2016,708,"CLOTHES, UNIFORM AND LAUNDRY",V001048871
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,EXQUIP NETWORK SERVICES LTD,29/09/2016,1340.1,SOFTWARE,V001048874
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,30/09/2016,1120,CAPITAL SALARIES,V001048877
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ANGLIA SIGN CASTING COMPANY LIMITED,30/09/2016,600.06,MATERIAL - GENERAL,V001048885
ROCHDALE BOROUGH COUNCIL,26/09/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,26/09/2016,17089.24,WATER CHARGES,V001048890
ROCHDALE BOROUGH COUNCIL,28/09/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,28/09/2016,-16788.5,WATER CHARGES,V001048891
ROCHDALE BOROUGH COUNCIL,30/09/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,30/09/2016,1539,FOSTER PARENTS BASIC ALLOWANCE,V001048893
ROCHDALE BOROUGH COUNCIL,30/09/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,30/09/2016,2869,FOSTER PARENTS BASIC ALLOWANCE,V001048894
ROCHDALE BOROUGH COUNCIL,30/09/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,30/09/2016,1600,YOUNG PEOPLES RENTS,V001048895
ROCHDALE BOROUGH COUNCIL,30/09/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,30/09/2016,2865,FOSTER PARENTS BASIC ALLOWANCE,V001048896
ROCHDALE BOROUGH COUNCIL,29/09/2016,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,29/09/2016,850,FOSTER PARENTS BASIC ALLOWANCE,V001048897
ROCHDALE BOROUGH COUNCIL,27/09/2016,CHILDREN’S SOCIAL CARE,FOSTERING LTD,27/09/2016,799,FOSTER PARENTS BASIC ALLOWANCE,V001048898
ROCHDALE BOROUGH COUNCIL,27/09/2016,CHILDREN’S SOCIAL CARE,FOSTERING LTD,27/09/2016,799,FOSTER PARENTS BASIC ALLOWANCE,V001048899
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,TIME OUT CHILDRENS HOMES LTD,28/09/2016,14100,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001048901
ROCHDALE BOROUGH COUNCIL,26/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ATI CREMATORS,26/09/2016,2139,SPECIFIED MAINTENANCE,V001048925
ROCHDALE BOROUGH COUNCIL,26/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ATI CREMATORS,26/09/2016,2760,SPECIFIED MAINTENANCE,V001048926
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ZERO POINT EIGHT DUDLEY LTD,27/09/2016,502.96,IT EQUIPMENT,V001048932
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ZERO POINT EIGHT DUDLEY LTD,27/09/2016,945.44,IT EQUIPMENT,V001048932
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ZERO POINT EIGHT DUDLEY LTD,27/09/2016,1017.98,IT EQUIPMENT,V001048932
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,BRIERLEYS FUNERAL SERVICE LIMITED,30/09/2016,1303,MISC CHARGES,V001048938
ROCHDALE BOROUGH COUNCIL,26/09/2016,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,26/09/2016,10088.83,MAINTENANCE,V001048940
ROCHDALE BOROUGH COUNCIL,26/09/2016,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,26/09/2016,7503.81,MAINTENANCE,V001048941
ROCHDALE BOROUGH COUNCIL,26/09/2016,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,26/09/2016,7600.51,MAINTENANCE,V001048942
ROCHDALE BOROUGH COUNCIL,26/09/2016,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,26/09/2016,10089.7,MAINTENANCE,V001048943
ROCHDALE BOROUGH COUNCIL,26/09/2016,EARLY HELP AND SCHOOLS,CONTACT GROUP,26/09/2016,5662.8,ACTIVITIES,V001048944
ROCHDALE BOROUGH COUNCIL,26/09/2016,FINANCE SERVICES,FORBES SOLICITORS,26/09/2016,621.25,INPUT VAT -  ADJUSTMENTS,V001048949
ROCHDALE BOROUGH COUNCIL,26/09/2016,EARLY HELP AND SCHOOLS,HEALTH & SAFETY SOLUTIONS (NW) LTD,26/09/2016,700,TRAINING-QUALIFICATION,V001048952
ROCHDALE BOROUGH COUNCIL,30/09/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,30/09/2016,1600,FOSTER PARENTS BASIC ALLOWANCE,V001048964
ROCHDALE BOROUGH COUNCIL,27/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,27/09/2016,1207.23,RESIDENTIAL LONG TERM,V001048969
ROCHDALE BOROUGH COUNCIL,27/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,27/09/2016,1207.23,RESIDENTIAL LONG TERM,V001048970
ROCHDALE BOROUGH COUNCIL,27/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,27/09/2016,5757.73,RESIDENTIAL LONG TERM,V001048971
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,NEWLINE ADAPTATIONS LTD,28/09/2016,705.2,ADAPTATIONS,V001048973
ROCHDALE BOROUGH COUNCIL,27/09/2016,PUBLIC HEALTH,PENNINE CARE NHS,27/09/2016,355417,PH PENNINE CARE CONTRACT,V001048975
ROCHDALE BOROUGH COUNCIL,27/09/2016,PUBLIC HEALTH,PENNINE CARE NHS,27/09/2016,355417,PH PENNINE CARE CONTRACT,V001048976
ROCHDALE BOROUGH COUNCIL,27/09/2016,PHYSICAL DIS & OLDER PEOPLE,ADAPT BUILDING SERVICES LTD,27/09/2016,1500,TRANSACTIONS-EXPENDITURE,V001048979
ROCHDALE BOROUGH COUNCIL,27/09/2016,PHYSICAL DIS & OLDER PEOPLE,ADAPT BUILDING SERVICES LTD,27/09/2016,1500,TRANSACTIONS-EXPENDITURE,V001048979
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROAD SAFETY SERVICES LIMITED,27/09/2016,850,EQUIPMENT - GENERAL,V001048991
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROAD SAFETY SERVICES LIMITED,27/09/2016,550,EQUIPMENT - GENERAL,V001048992
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROAD SAFETY SERVICES LIMITED,27/09/2016,550,EQUIPMENT - GENERAL,V001048993
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,30/09/2016,750,ENVIRONMENTAL WORKS LANDSCAPE,V001048998
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,PR NEWSWIRE EUROPE LTD,27/09/2016,1083,PUBLICITY,V001049002
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,MC & MA STEWART (HAULAGE) LIMITED,27/09/2016,550.62,EQUIPMENT - GENERAL,V001049004
ROCHDALE BOROUGH COUNCIL,27/09/2016,FINANCE SERVICES,ROYAL MAIL GROUP PLC,27/09/2016,1085.28,POSTAGE,V001049010
ROCHDALE BOROUGH COUNCIL,27/09/2016,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,27/09/2016,6314.9,MAINTENANCE,V001049022
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,MACK4 LIMITED,28/09/2016,2880,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001049024
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,MACK4 LIMITED,28/09/2016,4688,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001049024
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,RIPON FARM SERVICES,27/09/2016,5499.74,VEHICLE MAINTENANCE,V001049025
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,RIPON FARM SERVICES,27/09/2016,1294.72,VEHICLE MAINTENANCE,V001049026
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ST JOHNS PLUMBING HEATING & BATHROOMS LTD,29/09/2016,1178,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001049030
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ST JOHNS PLUMBING HEATING & BATHROOMS LTD,29/09/2016,1767,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001049030
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,28/09/2016,2444,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001049031
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,29/09/2016,1400,FEES / COMMISSION,V001049034
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,29/09/2016,700,FEES / COMMISSION,V001049035
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,29/09/2016,700,FEES / COMMISSION,V001049037
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,29/09/2016,700,FEES / COMMISSION,V001049038
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,29/09/2016,1050,FEES / COMMISSION,V001049039
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,29/09/2016,1750,FEES / COMMISSION,V001049040
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ABM LANCASHIRE LIMITED,29/09/2016,3407,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001049041
ROCHDALE BOROUGH COUNCIL,27/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,27/09/2016,1400,FEES / COMMISSION,V001049047
ROCHDALE BOROUGH COUNCIL,27/09/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,27/09/2016,1050,FEES / COMMISSION,V001049050
ROCHDALE BOROUGH COUNCIL,28/09/2016,EARLY HELP AND SCHOOLS,WINSULATE LTD,28/09/2016,12557,MINOR BUILDING WORKS,V001049061
ROCHDALE BOROUGH COUNCIL,27/09/2016,ECONOMY DIRECTORATE,NMS CIVIL ENGINEERING LTD,27/09/2016,139972.35,ROADWORKS,V001049062
ROCHDALE BOROUGH COUNCIL,27/09/2016,PUBLIC HEALTH,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,27/09/2016,1800,CONTRACTED SERVICES,V001049067
ROCHDALE BOROUGH COUNCIL,27/09/2016,PUBLIC HEALTH,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,27/09/2016,707.14,CONTRACTED SERVICES,V001049068
ROCHDALE BOROUGH COUNCIL,27/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,27/09/2016,5239.08,MANDATORY AWARDS,V001049078
ROCHDALE BOROUGH COUNCIL,27/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,27/09/2016,6237,DAY CARE,V001049079
ROCHDALE BOROUGH COUNCIL,28/09/2016,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,28/09/2016,792,HOME CARE - CHILDRENS SERVICES,V001049081
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROOLEY MOOR NEIGHBOURHOOD FORUM CIO,27/09/2016,767.47,ACTIVITIES,V001049084
ROCHDALE BOROUGH COUNCIL,27/09/2016,ECONOMY DIRECTORATE,TURNER AND  TOWNSEND,27/09/2016,28755.05,OTHER SURVEYS,V001049086
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE FLEX-E-RENT,27/09/2016,7098.13,TRANSACTIONS-EXPENDITURE,V001049098
ROCHDALE BOROUGH COUNCIL,27/09/2016,EARLY HELP AND SCHOOLS,ENTERPRISE FLEX-E-RENT,27/09/2016,783.77,EXTERNAL HIRE,V001049099
ROCHDALE BOROUGH COUNCIL,28/09/2016,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,28/09/2016,660,HOME CARE - CHILDRENS SERVICES,V001049106
ROCHDALE BOROUGH COUNCIL,27/09/2016,BETTER CARE FUND POOLED BUDGET,ROSS CARE,27/09/2016,52723.52,OTHER AGENCIES,V001049107
ROCHDALE BOROUGH COUNCIL,27/09/2016,LEARNING DIS & MENTAL HEALTH,ST VINCENTS HOUSING ASSOCIATION,27/09/2016,581.88,RENTS,V001049109
ROCHDALE BOROUGH COUNCIL,27/09/2016,FINANCE SERVICES,ROBERTS JACKSON LIMITED,27/09/2016,713.4,TRANSACTIONS-EXPENDITURE,V001049218
ROCHDALE BOROUGH COUNCIL,27/09/2016,FINANCE SERVICES,ROBERTS JACKSON LIMITED,27/09/2016,1026.02,PROVISIONS UTILISED IN YEAR,V001049219
ROCHDALE BOROUGH COUNCIL,27/09/2016,FINANCE SERVICES,ROBERTS JACKSON LIMITED,27/09/2016,3078.08,TRANSACTIONS-EXPENDITURE,V001049219
ROCHDALE BOROUGH COUNCIL,27/09/2016,PUBLIC HEALTH,BRIERLEYS FUNERAL SERVICE LIMITED,27/09/2016,1300,MISC CHARGES,V001049220
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE FLEX-E-RENT,27/09/2016,1131.18,TRANSACTIONS-EXPENDITURE,V001049224
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE VEHICLE HIRE LIMITED,27/09/2016,7304.01,TRANSACTIONS-EXPENDITURE,V001049230
ROCHDALE BOROUGH COUNCIL,27/09/2016,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,27/09/2016,4129,CONSULTANT FEES,V001049231
ROCHDALE BOROUGH COUNCIL,27/09/2016,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,27/09/2016,4129,CONSULTANT FEES,V001049232
ROCHDALE BOROUGH COUNCIL,28/09/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LTD,28/09/2016,692.16,PERSONAL BUDGETS - MANAGED,V001049233
ROCHDALE BOROUGH COUNCIL,28/09/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LTD,28/09/2016,1087.68,PERSONAL BUDGETS - MANAGED,V001049234
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,PROBRUSH,27/09/2016,4675.54,EQUIPMENT - GENERAL,V001049244
ROCHDALE BOROUGH COUNCIL,27/09/2016,EARLY HELP AND SCHOOLS,RELATE GREATER MANCHESTER SOUTH,27/09/2016,9995,ACTIVITIES,V001049252
ROCHDALE BOROUGH COUNCIL,27/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,27/09/2016,667,MANDATORY AWARDS,V001049257
ROCHDALE BOROUGH COUNCIL,28/09/2016,BETTER CARE FUND POOLED BUDGET,THE PENNINE ACUTE HOSPITALS NHS TRUST,28/09/2016,469167.21,CONTRACTS,V001049270
ROCHDALE BOROUGH COUNCIL,28/09/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,28/09/2016,16903.49,WATER CHARGES,V001049272
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASTRA ALARMS SYSTEMS LTD,28/09/2016,1830,SECURITY,V001049306
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,F R SHARROCK LIMITED,28/09/2016,633.32,EQUIPMENT - GENERAL,V001049313
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,MUNICIPAL VEHICLE SERVICES LTD,28/09/2016,785,VEHICLE MAINTENANCE,V001049315
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,28/09/2016,1071.87,EQUIPMENT - GENERAL,V001049325
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,28/09/2016,1225.74,EQUIPMENT - GENERAL,V001049327
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,-902.41,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,506.53,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,512.19,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,514.02,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,514.38,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,514.38,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,522.41,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,535.97,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,536.78,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,544.44,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,545.03,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,558.02,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,569.16,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,573.62,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,606,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,618.6,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,625.9,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,630.63,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,652.31,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,654.9,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,680.92,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,715.95,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,729.1,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,734.4,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,747.59,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,766.69,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,795.69,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,804.39,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,810.54,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,827.32,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,829.52,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,833.25,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,838.48,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,838.48,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,838.48,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,840.83,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,853.45,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,858.63,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,874.13,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,888.8,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,902.41,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,902.41,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,902.41,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,905.6,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,993.62,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1032.65,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1034.13,AGENCY STAFF,V001049352
