Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Puprose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803, 12/03/2015,"�1,404.90",OPS0259628,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4707,Miscellaneous : Other,ORCHARD RECYCLING SERVICE,A0015803, 12/03/2015,�75.00,OPS0259628,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,5009,Fast Action Response,ORCHARD RECYCLING SERVICE,A0015803, 12/03/2015,�75.00,OPS0259628,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803, 19/03/2015,"�1,260.00",OPS0260098,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803, 26/03/2015,"�1,285.20",OPS0260341,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4401,Consultants Fees,OSBOURNE RICHARDSON LIMITED,A0090227, 19/03/2015,�759.93,REG0260060,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,OUTLINE PRINT SERVICE LTD - IN LIQUIDATION,A0002065, 12/03/2015,�169.00,DAL0259717,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2601,Premises Cleaning,OVEN CLEANING PENDLE,A0090222, 12/03/2015,�100.00,HMR0259714,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,1261,Staff Refreshments,P T ALLISON,A0064694, 05/03/2015,�18.00,DAL0259488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,1261,Staff Refreshments,P T ALLISON,A0064694, 05/03/2015,�10.00,DAL0259488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4611,Hospitality,P T ALLISON,A0064694, 05/03/2015,�20.40,DAL0259488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,P T ALLISON,A0064694, 05/03/2015,�6.00,DAL0259488,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,PEARL (BRIERFIELD MILL) LIMITED,A0081552, 05/03/2015,"�7,500.00",AAS0259558,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,PEARL (BRIERFIELD MILL) LIMITED,A0081552, 12/03/2015,"�7,500.00",AAS0259731,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD13,Capital : Salaries,PEARL 2,A0070545, 12/03/2015,"�2,956.75",HMR0259769,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,PEARL 2,A0070545, 12/03/2015,"�51,907.93",EST0259654,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD51,Site Management,PEARL 2,A0070545, 12/03/2015,"�1,802.47",HMR0259769,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,CD13,Capital : Salaries,PEARL 2,A0070545, 19/03/2015,"�2,900.00",REG0260057,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,CD13,Capital : Salaries,PEARL 2,A0070545, 19/03/2015,"�8,310.01",REG0260053,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,PEARL 2,A0070545, 19/03/2015,"�17,184.79",EST0260045,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 12/03/2015,"�9,067.38",AAS0259732,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 12/03/2015,"�39,291.96",AAS0259732,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2702,Service Charge,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 12/03/2015,-�27.58,AAS4004452,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4601,Seminars etc All Costs,PENDLE LEISURE LTD,A0012961, 05/03/2015,�9.17,MAN0259271,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4601,Seminars etc All Costs,PENDLE LEISURE LTD,A0012961, 05/03/2015,�51.00,MAN0259271,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4301,Printing & Stationery,PENDLE LEISURE LTD,A0012961, 26/03/2015,�28.71,REG0260069,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,PENDLE LEISURE LTD,A0012961, 26/03/2015,"�3,000.00",HMR0260232,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198, 05/03/2015,�365.84,OPS0259535,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198, 05/03/2015,�155.86,OPS0259535,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198, 12/03/2015,�367.59,OPS0259740,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 12/03/2015,�450.77,PCO0259601,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 12/03/2015,�460.27,PCO0259602,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 12/03/2015,�574.15,PCO0259600,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198, 19/03/2015,�68.32,OPS0260132,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198, 19/03/2015,�219.60,OPS0260132,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 19/03/2015,�446.03,PCO0260011,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198, 26/03/2015,�353.80,PCO0260344,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 26/03/2015,�605.00,PCO0260206,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 12/03/2015,�195.00,EST0259631,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 12/03/2015,�97.50,EST0259629,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 12/03/2015,�97.50,EST0259630,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 26/03/2015,-�39.25,HED0260349,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 26/03/2015,�39.25,HED0260349,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,PHS TEACRATE,A0057192, 05/03/2015,�49.00,EST0259481,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,PHS TEACRATE,A0057192, 26/03/2015,�49.00,EST0260228,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,PHS TEACRATE,A0057192, 26/03/2015,�49.00,EST0260229,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD22,Land Remediation Costs,PLACEFIRST,A0090232, 30/03/2015,"�72,000.00",HMR0260246,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,PLASTIC CARD DESIGN SERVICES LIMITED,A0066460, 26/03/2015,�5.50,DAL0260286,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,PLASTIC CARD DESIGN SERVICES LIMITED,A0066460, 26/03/2015,�45.00,DAL0260286,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 26/03/2015,"�16,500.00",COR0260277,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,3205,Vehicle Licences,POST OFFICE LTD,A0002094, 26/03/2015,�225.00,REG0260071,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,3205,Vehicle Licences,POST OFFICE LTD,A0002094, 26/03/2015,�225.00,REG0260073,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,POWER PIPES (PENDLE) LIMITED,A0002089, 26/03/2015,�37.79,PCO0260291,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4737,Grant Funding,PRINTOFF GRAPHIC ARTS LTD,A0002115, 26/03/2015,�281.00,COR0260227,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 05/03/2015,�101.85,OPS0259470,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 05/03/2015,�164.03,OPS0259470,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 05/03/2015,�474.08,OPS0259470,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 26/03/2015,�40.74,OPS0260210,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 26/03/2015,�189.63,OPS0260210,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 26/03/2015,�328.05,OPS0260210,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PROFFITTS INVESTING IN COMMUNITIES,A0063440, 26/03/2015,"�1,750.00",PCO0260188,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,PROLUDIC LIMITED,A0066305, 05/03/2015,�27.03,PCO0259235,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,PROLUDIC LIMITED,A0066305, 05/03/2015,�270.30,PCO0259235,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,PSV MEDIA LIMITED,A0090214, 05/03/2015,�348.00,COR0259510,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4007,Sub-Contractors,QHS SOLUTIONS LIMITED,A0071912, 12/03/2015,�666.67,AAS0259741,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,R & K LATHAM & SON,A0001718, 12/03/2015,�140.00,HED0259780,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2005,Bldgs : Vandalism Repairs,R & K LATHAM & SON,A0001718, 19/03/2015,�225.00,PCO0260003,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,R & K LATHAM & SON,A0001718, 19/03/2015,�925.00,PCO0260003,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,R & K LATHAM & SON,A0001718, 26/03/2015,�150.00,HED0260221,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3502,Hire of Plant,R J CLOUGH & SON LTD,A0000567, 26/03/2015,�22.00,PCO0260287,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,RAILSIDE TRADING CO.,A0010378, 19/03/2015,�54.60,HED0260142,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,RAILSIDE TRADING CO.,A0010378, 19/03/2015,�100.08,HED0260142,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 05/03/2015,"�1,067.24",OPS0259538,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 05/03/2015,"�2,072.08",OPS0259538,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 05/03/2015,�569.09,OPS0259538,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 12/03/2015,-�92.62,OPS4004571,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 12/03/2015,"�1,588.22",OPS0259742,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 12/03/2015,-�19.18,OPS4004571,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 12/03/2015,"�1,089.78",OPS0259742,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 12/03/2015,�683.45,OPS0259742,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 19/03/2015,"�2,228.44",OPS0260135,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 19/03/2015,"�1,202.09",OPS0260135,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 19/03/2015,"�1,054.42",OPS0260135,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 26/03/2015,"�1,991.13",OPS0260346,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 26/03/2015,"�1,530.63",OPS0260346,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 26/03/2015,�509.90,OPS0260346,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4707,Miscellaneous : Other,RATCLIFFE FERNLEY MEDIA LIMITED T/A ADVERTA,A0090244, 27/03/2015,"�1,566.00",AAS0260426,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 05/03/2015,�442.13,OPS0259497,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 05/03/2015,�465.71,OPS0259537,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 12/03/2015,�448.02,OPS0259666,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 19/03/2015,�453.92,OPS0260131,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 26/03/2015,�448.02,OPS0260353,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,RAYNORS,A0082949, 19/03/2015,�32.85,PCO0260004,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,RAYNORS,A0082949, 26/03/2015,�5.64,PCO0260185,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,RAYNORS,A0082949, 26/03/2015,�34.35,PCO0260186,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4502,Telephones : Direct,REMGUARD LTD,A0002338, 05/03/2015,�112.00,OPS0259499,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4502,Telephones : Direct,REMGUARD LTD,A0002338, 26/03/2015,�112.00,OPS0260345,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,RIGHTMOVE.CO.UK,A0077496, 02/03/2015,�274.50,AAS0260769,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,RIGHTMOVE.CO.UK,A0077496, 02/03/2015,�535.50,AAS0260769,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4704,Publicity & advertisement,RIVER PUBLISHING LIMITED,A0066194, 26/03/2015,�400.00,REG0260172,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD13,Capital : Salaries,ROBERTS & SMITH,A0047024, 05/03/2015,�306.00,AAS0259592,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,ROBERTS & SMITH,A0047024, 05/03/2015,�425.00,AAS0259592,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,ROBERTS & SMITH,A0047024, 20/03/2015,"�3,850.00",AAS0260334,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,ROBERTSHAWS GARDEN MACHINERY LTD,A0043296, 26/03/2015,�462.42,REG0260074,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ROBERTSON MEMORIALS,A0002590, 12/03/2015,�200.00,PCO0259605,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ROBERTSON MEMORIALS,A0002590, 12/03/2015,�207.53,PCO0259606,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ROBERTSON MEMORIALS,A0002590, 12/03/2015,�200.00,PCO0259604,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ROBERTSON MEMORIALS,A0002590, 12/03/2015,�207.53,PCO0259607,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 26/03/2015,�62.00,ENV0260307,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 26/03/2015,�58.00,ENV0260306,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 26/03/2015,�58.00,ENV0260308,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ROGER BOARDMAN T/A MODAPT,A0080960, 05/03/2015,"�2,629.00",HMR0259449,N,N/A,N,438.17
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ROGER BOARDMAN T/A MODAPT,A0080960, 05/03/2015,"�7,395.00",HMR0259454,N,N/A,N,1232.5
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ROGER BOARDMAN T/A MODAPT,A0080960, 26/03/2015,"�6,942.00",HMR0260309,N,N/A,N,1157
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4003,EFM : Other Equipment,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�13.75,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�9.67,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�700.97,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�12.26,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�2.14,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�60.99,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�30.44,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�122.47,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�25.50,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�0.85,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�96.81,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�0.88,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�3.57,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�19.98,COR0259657,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�175.01,COR0259657,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4704,Publicity & advertisement,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�19.10,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,ROYAL MAIL GROUP LIMITED,A0002281, 12/03/2015,�5.20,DAL0259682,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�3.11,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�630.89,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�62.48,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�12.50,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�0.51,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�1.90,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�139.93,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�25.43,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�124.84,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�11.22,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�0.85,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�41.21,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�3.15,DAL0259998,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�298.25,DAL0260000,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4601,Seminars etc All Costs,ROYAL MAIL GROUP LIMITED,A0002281, 19/03/2015,�20.40,DAL0259998,N,N/A,N,N/A
