Customer,Number of Travellers, Total Cost ex VAT ,Travel Class,Ticket Single or Return,Travel Date,Journey Start Point,Journey Finish Point,Air Carrier
Maritime and Coastguard Agency,1,£135.81,ECONOMY,Single,24/9/2011,LEEDS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£110.47,ECONOMY,Single,24/9/2011,INVERNESS,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£88.83,ECONOMY,Single,24/9/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£44.46,ECONOMY,Single,24/9/2011,INVERNESS,BRISTOL,EASYJET
Maritime and Coastguard Agency,1,£44.46,ECONOMY,Single,24/9/2011,INVERNESS,BRISTOL,EASYJET
Maritime and Coastguard Agency,1,£334.28,ECONOMY,Return,25/9/2011,STORNOWAY,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£282.31,ECONOMY,Single,25/9/2011,SOUTHAMPTON,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£195.83,ECONOMY,Single,25/9/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£184.90,ECONOMY,Single,25/9/2011,NICE,LONDON - LHR,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£157.90,ECONOMY,Single,25/9/2011,NICE,LONDON - LHR,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£99.00,ECONOMY,Single,25/9/2011,LONDON - LHR,ABERDEEN,BRITISH MIDLAND
Maritime and Coastguard Agency,1,£96.83,ECONOMY,Single,25/9/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£674.50,ECONOMY,Return,27/9/2011,TEES SIDE,CATANIA,KLM
Maritime and Coastguard Agency,1,£406.12,ECONOMY,Return,27/9/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£283.30,ECONOMY,Return,27/9/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£228.26,ECONOMY,Single,27/9/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£223.57,ECONOMY,Return,27/9/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£223.57,ECONOMY,Return,27/9/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£192.00,ECONOMY,Single,27/9/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£178.22,ECONOMY,Return,27/9/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£128.93,ECONOMY,Return,27/9/2011,LONDON - LGW,GENEVA,EASYJET
Maritime and Coastguard Agency,1,£127.83,ECONOMY,Single,27/9/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£103.62,ECONOMY,Return,27/9/2011,SOUTHAMPTON,BREST,FLYBE
Maritime and Coastguard Agency,1,£487.53,ECONOMY,Return,28/9/2011,LONDON - LHR,BREST,AIR FRANCE
Maritime and Coastguard Agency,1,£349.96,ECONOMY,Return,28/9/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£316.30,ECONOMY,Return,28/9/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£307.53,ECONOMY,Return,28/9/2011,LONDON - LHR,BREST,AIR FRANCE
Maritime and Coastguard Agency,1,£298.67,ECONOMY,Return,28/9/2011,BELFAST CITY,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£293.30,ECONOMY,Return,28/9/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£255.57,ECONOMY,Return,28/9/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£255.57,ECONOMY,Return,28/9/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£254.13,ECONOMY,Return,28/9/2011,SOUTHAMPTON,PARIS - ORLY,FLYBE
Maritime and Coastguard Agency,1,£250.94,ECONOMY,Return,28/9/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£219.66,ECONOMY,Return,28/9/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£214.04,ECONOMY,Return,28/9/2011,EXETER,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£214.04,ECONOMY,Return,28/9/2011,EXETER,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£206.66,ECONOMY,Return,28/9/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£206.66,ECONOMY,Return,28/9/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£206.59,ECONOMY,Return,28/9/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£188.59,ECONOMY,Return,28/9/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£167.50,ECONOMY,Return,28/9/2011,ABERDEEN,WICK,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£162.61,ECONOMY,Return,28/9/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£162.61,ECONOMY,Return,28/9/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£136.00,ECONOMY,Return,28/9/2011,SOUTHAMPTON,PARIS - ORLY,AIR FRANCE
Maritime and Coastguard Agency,1,£129.83,ECONOMY,Single,28/9/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£129.06,ECONOMY,Return,28/9/2011,MANCHESTER,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£83.61,ECONOMY,Return,28/9/2011,EXETER,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£50.00,ECONOMY,Return,28/9/2011,TEES SIDE,CATANIA,KLM
Maritime and Coastguard Agency,1,"£3,148.03",BUSINESS,Return,29/9/2011,LONDON - LHR,PUSAN,KOREAN AIR
Maritime and Coastguard Agency,1,£925.50,ECONOMY,Return,29/9/2011,MANCHESTER,ATHENS,SN BRUSSELS AIRLINES
Maritime and Coastguard Agency,1,£374.48,ECONOMY,Return,29/9/2011,NEWCASTLE,HAMBURG,KLM
Maritime and Coastguard Agency,1,£323.30,ECONOMY,Return,29/9/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£141.98,ECONOMY,Return,29/9/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£141.98,ECONOMY,Return,29/9/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£141.98,ECONOMY,Return,29/9/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£32.50,ECONOMY,Return,29/9/2011,STORNOWAY,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,"£3,148.03",BUSINESS,Return,29/9/2011,LONDON - LHR,PUSAN,KOREAN AIR
Maritime and Coastguard Agency,1,£637.20,BUSINESS,Return,30/9/2011,LONDON - LHR,PISA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£178.48,ECONOMY,Single,30/9/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£80.48,ECONOMY,Single,30/9/2011,SOUTHAMPTON,BRUSSELS,FLYBE
Maritime and Coastguard Agency,1,£700.60,ECONOMY,Return,1/10/2011,MANCHESTER,PALANGA,SCANDINAVIAN AIRLINES
Maritime and Coastguard Agency,1,£700.60,ECONOMY,Return,1/10/2011,MANCHESTER,PALANGA,SCANDINAVIAN AIRLINES
Maritime and Coastguard Agency,1,£507.07,ECONOMY,Return,1/10/2011,EDINBURGH,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,1/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£254.26,ECONOMY,Single,1/10/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£227.97,ECONOMY,Single,1/10/2011,LERWICK,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£110.83,ECONOMY,Single,1/10/2011,LONDON - LGW,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£110.83,ECONOMY,Single,1/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£222.96,ECONOMY,Single,2/10/2011,EXETER,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£99.40,ECONOMY,Single,2/10/2011,ROTTERDAM,LONDON -CITY,AIR FRANCE
Maritime and Coastguard Agency,1,£77.40,ECONOMY,Single,2/10/2011,ROTTERDAM,LONDON -CITY,AIR FRANCE
Maritime and Coastguard Agency,1,£60.00,ECONOMY,Return,2/10/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£87.83,ECONOMY,Single,3/10/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£638.69,ECONOMY,Return,4/10/2011,NEWCASTLE,PISA,AIR FRANCE
Maritime and Coastguard Agency,1,£304.94,ECONOMY,Return,4/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£304.94,ECONOMY,Return,4/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£262.59,ECONOMY,Return,4/10/2011,LONDON - LHR,STAVANGER,BRITISH MIDLAND
Maritime and Coastguard Agency,1,£242.96,ECONOMY,Return,4/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£3,086.38",BUSINESS,Return,5/10/2011,NEWCASTLE,TORONTO,KLM
Maritime and Coastguard Agency,1,£871.45,ECONOMY,Return,5/10/2011,NORWICH,AALBORG,KLM
Maritime and Coastguard Agency,1,£743.70,ECONOMY,Return,5/10/2011,TEES SIDE,PISA,KLM
Maritime and Coastguard Agency,1,£410.56,ECONOMY,Return,5/10/2011,EDINBURGH,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£370.68,ECONOMY,Return,5/10/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£246.00,ECONOMY,Return,5/10/2011,LONDON - LHR,MADRID,IBERIA
Maritime and Coastguard Agency,1,£245.79,ECONOMY,Return,5/10/2011,SOUTHAMPTON,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£177.31,ECONOMY,Return,5/10/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£161.24,ECONOMY,Return,5/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£155.33,ECONOMY,Return,5/10/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£153.83,ECONOMY,Single,5/10/2011,BELFAST CITY,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£92.87,ECONOMY,Single,5/10/2011,EDINBURGH,GDANSK,RYANAIR
Maritime and Coastguard Agency,1,"£3,086.38",BUSINESS,Return,5/10/2011,NEWCASTLE,TORONTO,KLM
Maritime and Coastguard Agency,1,"£1,146.83",BUSINESS,Return,6/10/2011,HUMBERSIDE,LAS PALMAS,KLM
Maritime and Coastguard Agency,1,£586.51,ECONOMY,Return,6/10/2011,LONDON -CITY,ROTTERDAM,AIR FRANCE
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,6/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£353.90,ECONOMY,Return,6/10/2011,EDINBURGH,CARDIFF,FLYBE
Maritime and Coastguard Agency,1,£352.50,ECONOMY,Return,6/10/2011,VILNIUS,VILNIUS,SCANDINAVIAN AIRLINES
Maritime and Coastguard Agency,1,£346.62,ECONOMY,Return,6/10/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£294.77,ECONOMY,Return,6/10/2011,BELFAST CITY,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£229.60,ECONOMY,Return,6/10/2011,LONDON - LGW,ROME,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£204.85,ECONOMY,Return,6/10/2011,BELFAST CITY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£204.85,ECONOMY,Return,6/10/2011,BELFAST CITY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£182.48,ECONOMY,Single,6/10/2011,GLASGOW,BENBECULA,FLYBE
Maritime and Coastguard Agency,1,£169.30,ECONOMY,Return,6/10/2011,LEEDS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£138.00,ECONOMY,Return,6/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£32.50,ECONOMY,Return,6/10/2011,STORNOWAY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£12.99,ECONOMY,Return,6/10/2011,BELFAST CITY,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,"£1,146.83",BUSINESS,Return,6/10/2011,HUMBERSIDE,LAS PALMAS,KLM
Maritime and Coastguard Agency,1,£438.60,ECONOMY,Return,7/10/2011,NORWICH,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,7/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£402.60,ECONOMY,Return,7/10/2011,LONDON - LHR,NICE,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£386.98,ECONOMY,Return,7/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£164.59,ECONOMY,Return,7/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£139.25,ECONOMY,Single,7/10/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£112.82,ECONOMY,Return,7/10/2011,EDINBURGH,LONDON - LGW,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£76.00,ECONOMY,Single,7/10/2011,BENBECULA,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£67.49,ECONOMY,Single,7/10/2011,GDANSK,LUTON,WIZZAIR
Maritime and Coastguard Agency,1,£225.87,ECONOMY,Return,8/10/2011,GLASGOW,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£173.14,ECONOMY,Single,8/10/2011,STORNOWAY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£132.93,ECONOMY,Return,8/10/2011,INVERNESS,LONDON - LGW,EASYJET
Maritime and Coastguard Agency,1,£81.01,ECONOMY,Single,8/10/2011,GLASGOW,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£76.44,ECONOMY,Single,8/10/2011,LUTON,GLASGOW,EASYJET
Maritime and Coastguard Agency,1,£12.99,ECONOMY,Single,9/10/2011,EDINBURGH,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£326.56,ECONOMY,Return,10/10/2011,LERWICK,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£163.74,ECONOMY,Single,10/10/2011,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£435.64,ECONOMY,Return,11/10/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,11/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£392.56,ECONOMY,Return,11/10/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£300.94,ECONOMY,Return,11/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£284.53,ECONOMY,Return,11/10/2011,INVERNESS,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£283.30,ECONOMY,Return,11/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£216.57,ECONOMY,Return,11/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£176.22,ECONOMY,Return,11/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£166.31,ECONOMY,Return,11/10/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£158.76,ECONOMY,Return,11/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£157.12,ECONOMY,Return,11/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£145.76,ECONOMY,Return,11/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£109.83,ECONOMY,Single,11/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£109.83,ECONOMY,Single,11/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£75.00,ECONOMY,Return,11/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£72.47,ECONOMY,Return,11/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£25.98,ECONOMY,Return,11/10/2011,INVERNESS,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£333.30,ECONOMY,Return,12/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£213.62,ECONOMY,Return,12/10/2011,STORNOWAY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£182.85,ECONOMY,Return,12/10/2011,BELFAST CITY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£159.80,ECONOMY,Return,12/10/2011,LONDON - LHR,BRUSSELS,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£156.28,ECONOMY,Return,12/10/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£151.50,ECONOMY,Single,12/10/2011,STORNOWAY,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£137.87,ECONOMY,Return,12/10/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£137.50,ECONOMY,Single,12/10/2011,STORNOWAY,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£137.50,ECONOMY,Single,12/10/2011,STORNOWAY,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£107.48,ECONOMY,Single,12/10/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£94.48,ECONOMY,Single,12/10/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£73.00,ECONOMY,Return,12/10/2011,STORNOWAY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£497.00,ECONOMY,Return,13/10/2011,LONDON - LHR,ROME,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£414.74,ECONOMY,Return,13/10/2011,BRISTOL,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£410.56,ECONOMY,Return,13/10/2011,EDINBURGH,KIRKWALL,FLYBE
Maritime and Coastguard Agency,1,£383.17,ECONOMY,Return,13/10/2011,EDINBURGH,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£374.74,ECONOMY,Return,13/10/2011,ABERDEEN,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£323.30,ECONOMY,Return,13/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£246.39,ECONOMY,Return,13/10/2011,SOUTHAMPTON,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£246.39,ECONOMY,Return,13/10/2011,SOUTHAMPTON,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£192.59,ECONOMY,Return,13/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,13/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£176.70,ECONOMY,Return,13/10/2011,CALCUTTA,MUMBAI,KINGFISHER AIRLINES LTD
Maritime and Coastguard Agency,1,£103.14,ECONOMY,Single,13/10/2011,LERWICK,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£83.98,ECONOMY,Return,13/10/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£80.24,ECONOMY,Single,13/10/2011,ABERDEEN,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£62.99,ECONOMY,Single,13/10/2011,ABERDEEN,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£521.30,ECONOMY,Return,14/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£289.66,ECONOMY,Return,14/10/2011,LONDON - LGW,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£219.18,ECONOMY,Return,14/10/2011,INVERNESS,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£217.60,ECONOMY,Return,14/10/2011,LONDON - LHR,LISBON,TAP - AIR PORTUGAL
Maritime and Coastguard Agency,1,£217.60,ECONOMY,Return,14/10/2011,LONDON - LHR,LISBON,TAP - AIR PORTUGAL
Maritime and Coastguard Agency,1,£202.17,ECONOMY,Return,14/10/2011,INVERNESS,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£192.00,ECONOMY,Single,14/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£108.40,ECONOMY,Single,14/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£99.00,ECONOMY,Single,14/10/2011,ABERDEEN,LONDON - LHR,BRITISH MIDLAND
Maritime and Coastguard Agency,1,£53.02,ECONOMY,Single,14/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£39.00,ECONOMY,Single,14/10/2011,LONDON - LGW,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£471.50,ECONOMY,Return,15/10/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,15/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£417.62,ECONOMY,Return,15/10/2011,GLASGOW,BENBECULA,FLYBE
Maritime and Coastguard Agency,1,£337.57,ECONOMY,Return,15/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£336.98,ECONOMY,Return,15/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£129.06,ECONOMY,Return,16/10/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£105.80,ECONOMY,Single,16/10/2011,MUMBAI,CALCUTTA,JET AIRWAYS
Maritime and Coastguard Agency,1,£94.83,ECONOMY,Single,16/10/2011,SOUTHAMPTON,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£82.48,ECONOMY,Single,16/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£18.00,ECONOMY,Single,16/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£539.49,ECONOMY,Return,18/10/2011,EXETER,KIRKWALL,FLYBE
Maritime and Coastguard Agency,1,£469.02,ECONOMY,Return,18/10/2011,LONDON - LGW,KIRKWALL,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£437.12,ECONOMY,Return,18/10/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£376.30,ECONOMY,Return,18/10/2011,EXETER,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£333.30,ECONOMY,Return,18/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£327.30,ECONOMY,Return,18/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£238.80,ECONOMY,Return,18/10/2011,ABERDEEN,NEWCASTLE,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£220.68,ECONOMY,Return,18/10/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£220.68,ECONOMY,Return,18/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£217.94,ECONOMY,Return,18/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£212.66,ECONOMY,Return,18/10/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£212.59,ECONOMY,Return,18/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£201.57,ECONOMY,Return,18/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£99.00,ECONOMY,Single,18/10/2011,ABERDEEN,LONDON - LHR,BRITISH MIDLAND
Maritime and Coastguard Agency,1,£25.96,ECONOMY,Return,18/10/2011,EXETER,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£461.23,ECONOMY,Return,19/10/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,19/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£410.62,ECONOMY,Return,19/10/2011,GLASGOW,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£343.30,ECONOMY,Return,19/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£338.94,ECONOMY,Return,19/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£296.57,ECONOMY,Return,19/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£293.70,ECONOMY,Return,19/10/2011,CARDIFF,NEWCASTLE,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£273.70,ECONOMY,Return,19/10/2011,CARDIFF,NEWCASTLE,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£255.68,ECONOMY,Return,19/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£255.68,ECONOMY,Return,19/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£254.57,ECONOMY,Return,19/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£254.57,ECONOMY,Return,19/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£254.26,ECONOMY,Single,19/10/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£246.74,ECONOMY,Return,19/10/2011,LERWICK,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£221.49,ECONOMY,Return,19/10/2011,EDINBURGH,GDANSK,RYANAIR
Maritime and Coastguard Agency,1,£202.31,ECONOMY,Return,19/10/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£192.79,ECONOMY,Return,19/10/2011,BELFAST CITY,EDINBURGH,FLYBE
