Agency,Paid_fare,Trip type,Routing_type,Ticket class,Departure Date,Origin,Destination,Destination Country,Carrier
HMT,161.9,Continental,ONE-WAY,Economy,19/11/2011,BRUSSELS,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,1938.43,Intercontinental,ROUND TRIP,Business Class,20/11/2011,LONDON,BAHRAIN,BAHRAIN,GULF AIR
DMO,4273.53,Intercontinental,ROUND TRIP,Business Class,21/11/2011,LONDON,BEIJING,CHINA,BRITISH AIRWAYS
HMT,98.3,Intercontinental,ONE-WAY,Economy,21/11/2011,KUWAIT,DUBAI,UNITED ARAB EMIRATES,KUWAIT AIRWAYS
HMT,98.3,Intercontinental,ONE-WAY,Economy,21/11/2011,KUWAIT,DUBAI,UNITED ARAB EMIRATES,KUWAIT AIRWAYS
HMT,133.72,Domestic,ROUND TRIP,Economy,21/11/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,617.6,Continental,ROUND TRIP,Economy,21/11/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,546.6,Continental,ROUND TRIP,Economy,21/11/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,296.72,Domestic,ROUND TRIP,Economy,21/11/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,-54.22,Domestic,ROUND TRIP,Economy,21/11/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
DMO,124.2,Continental,ROUND TRIP,Economy,23/11/2011,VALENCIA,PARIS,FRANCE,AIR EUROPA
HMT,401,Continental,TURNAROUND OPEN JAW,Economy,23/11/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,394.3,Continental,TURNAROUND OPEN JAW,Business Class,23/11/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,378,Continental,TURNAROUND OPEN JAW,Economy,23/11/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,115.5,Continental,ONE-WAY,Economy,24/11/2011,HELSINKI,COPENHAGEN,DENMARK,SAS SCANDINAVIAN AIRLINES
HMT,115.5,Continental,ONE-WAY,Economy,24/11/2011,HELSINKI,COPENHAGEN,DENMARK,SAS SCANDINAVIAN AIRLINES
HMT,115.5,Continental,ONE-WAY,Economy,24/11/2011,HELSINKI,COPENHAGEN,DENMARK,SAS SCANDINAVIAN AIRLINES
HMT,221.3,Continental,ONE-WAY,Economy,24/11/2011,WARSAW,LONDON,UNITED KINGDOM,BMI
HMT,337.73,Domestic,ROUND TRIP,Business Class,24/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,550.07,Continental,ROUND TRIP,Economy,24/11/2011,LONDON,FRANKFURT,GERMANY,LUFTHANSA GERMAN AIRLINES
HMT,54.69,Continental,ONE-WAY,Economy,25/11/2011,COPENHAGEN,BERLIN,GERMANY,EASYJET
HMT,3880.13,Intercontinental,ROUND TRIP,Business Class,26/11/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,237.3,Continental,ROUND TRIP,Economy,28/11/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,397.2,Continental,ROUND TRIP,Economy,28/11/2011,LONDON,STOCKHOLM,SWEDEN,BRITISH AIRWAYS
HMT,397.2,Continental,ROUND TRIP,Economy,28/11/2011,LONDON,STOCKHOLM,SWEDEN,BRITISH AIRWAYS
HMT,366.15,Continental,ROUND TRIP,Economy,28/11/2011,LONDON,STOCKHOLM,SWEDEN,BRITISH AIRWAYS
HMT,1886,Intercontinental,ROUND TRIP,Economy,28/11/2011,WASHINGTON,OTTAWA,CANADA,AIR CANADA
HMT,397.99,Continental,ROUND TRIP,Economy,28/11/2011,LONDON,VIENNA,AUSTRIA,BMI
HMT,159.8,Continental,ONE-WAY,Economy,30/11/2011,LONDON,WARSAW,POLAND,BRITISH AIRWAYS
HMT,161.19,Domestic,ONE-WAY,Economy,01/12/2011,LONDON,EDINBURGH,UNITED KINGDOM,BMI
HMT,161.19,Domestic,ONE-WAY,Economy,01/12/2011,LONDON,EDINBURGH,UNITED KINGDOM,BMI
HMT,284.6,Continental,ONE-WAY,Economy,01/12/2011,WARSAW,LONDON,UNITED KINGDOM,LOT-POLISH AIRLINES
HMT,377.51,Continental,ROUND TRIP,Economy,01/12/2011,LONDON,MALTA,MALTA,AIR MALTA
HMT,377.51,Continental,ROUND TRIP,Economy,01/12/2011,LONDON,MALTA,MALTA,AIR MALTA
HMT,43.5,Domestic,ONE-WAY,Economy,02/12/2011,EDINBURGH,LONDON,UNITED KINGDOM,BMI
HMT,125.42,Domestic,ONE-WAY,Economy,02/12/2011,EDINBURGH,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,555.1,Continental,ROUND TRIP,Business Class,03/12/2011,LONDON,MILAN,ITALY,BRITISH AIRWAYS
HMT,768.23,Intercontinental,ROUND TRIP,Economy,03/12/2011,LONDON,BEIJING,CHINA,CATHAY PACIFIC AIRWAYS
HMT,5286.23,Intercontinental,TURNAROUND OPEN JAW,Business Class,04/12/2011,LONDON,TOKYO,JAPAN,BRITISH AIRWAYS
HMT,5669.23,Intercontinental,TURNAROUND OPEN JAW,Business Class,04/12/2011,LONDON,TOKYO,JAPAN,BRITISH AIRWAYS
HMT,334.9,Continental,ROUND TRIP,Economy,04/12/2011,LONDON,MILAN,ITALY,BRITISH AIRWAYS
HMT,5140.03,Intercontinental,ROUND TRIP,Business Class,04/12/2011,LONDON,BEIJING,CHINA,CATHAY PACIFIC AIRWAYS
HMT,444.75,Continental,ONE-WAY,Economy,04/12/2011,LONDON,MILAN,ITALY,ALITALIA S.P.A.
HMT,162.8,Continental,ONE-WAY,Economy,05/12/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,343.5,Continental,ROUND TRIP,Economy,05/12/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
APA,115.6,Continental,ROUND TRIP,Economy,06/12/2011,LONDON,GENEVA,SWITZERLAND,BRITISH AIRWAYS
HMT,1288.1,Intercontinental,ONE-WAY,Economy,06/12/2011,TOKYO,HONG KONG,HONG KONG,ALL NIPPON AIRWAYS
HMT,1288.1,Intercontinental,ONE-WAY,Economy,06/12/2011,TOKYO,HONG KONG,HONG KONG,ALL NIPPON AIRWAYS
HMT,105.5,Continental,ONE-WAY,Economy,06/12/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,165.1,Continental,ONE-WAY,Economy,06/12/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,AIR FRANCE
HMT,327.2,Continental,ONE-WAY,Economy,06/12/2011,MILAN,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,173.4,Intercontinental,ONE-WAY,Economy,07/12/2011,HONG KONG,SINGAPORE,SINGAPORE,HONG KONG AIRLINES
HMT,173.4,Intercontinental,ONE-WAY,Economy,07/12/2011,HONG KONG,SINGAPORE,SINGAPORE,HONG KONG AIRLINES
HMT,546.7,Continental,ROUND TRIP,Economy,07/12/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,292.75,Domestic,ONE-WAY,Economy,08/12/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,455.67,Domestic,ROUND TRIP,Economy,08/12/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,3830.53,Intercontinental,ROUND TRIP,Business Class,11/12/2011,LONDON,SINGAPORE,SINGAPORE,BRITISH AIRWAYS
HMT,3539.11,Intercontinental,ORIGIN OPEN JAW,Business Class,11/12/2011,MANCHESTER,MEXICO CITY,MEXICO,KLM-ROYAL DUTCH AIRLINES
HMT,2041.43,Intercontinental,CIRCLE TRIP,Economy,11/12/2011,LONDON,MEXICO CITY,MEXICO,AIR FRANCE
HMT,2479.13,Intercontinental,ROUND TRIP,Business Class,11/12/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,199.1,Continental,ROUND TRIP,Economy,12/12/2011,LONDON,PARIS,FRANCE,BRITISH AIRWAYS
HMT,226.71,Continental,ROUND TRIP,Business Class,12/12/2011,LONDON,LISBON,PORTUGAL,TAP AIR PORTUGAL
HMT,530.25,Continental,ROUND TRIP,Economy,12/12/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,530.25,Continental,ROUND TRIP,Economy,12/12/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,478,Continental,ROUND TRIP,Economy,12/12/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,64,Continental,ROUND TRIP,Economy,12/12/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,112.53,Continental,ROUND TRIP,Economy,12/12/2011,LONDON,COPENHAGEN,DENMARK,EASYJET
OTS,127.53,Domestic,ROUND TRIP,Economy,12/12/2011,LONDON,GLASGOW,UNITED KINGDOM,EASYJET
OTS,127.53,Domestic,ROUND TRIP,Economy,12/12/2011,LONDON,GLASGOW,UNITED KINGDOM,EASYJET
HMT,277.77,Domestic,ROUND TRIP,Business Class,13/12/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,132,Domestic,ROUND TRIP,Economy,15/12/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,132,Domestic,ROUND TRIP,Economy,15/12/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,297.73,Domestic,ROUND TRIP,Business Class,15/12/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,166.68,Domestic,ROUND TRIP,Economy,15/12/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,176.68,Domestic,ROUND TRIP,Economy,15/12/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,191.68,Domestic,ROUND TRIP,Economy,15/12/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,386.9,Continental,ONE-WAY,Economy,15/12/2011,BRUSSELS,BERLIN,GERMANY,BRUSSELS AIRLINES
HMT,279.2,Continental,ONE-WAY,Economy,16/12/2011,BERLIN,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,405.4,Continental,ROUND TRIP,Economy,19/12/2011,LONDON,ROME,ITALY,BRITISH AIRWAYS
HMT,405.4,Continental,ROUND TRIP,Economy,19/12/2011,LONDON,ROME,ITALY,BRITISH AIRWAYS
HMT,216.71,Continental,ONE-WAY,Economy,21/12/2011,LONDON,DUBLIN,IRELAND,AIR FRANCE
HMT,216.71,Continental,ONE-WAY,Economy,21/12/2011,LONDON,DUBLIN,IRELAND,AIR FRANCE
HMT,679.45,Continental,ROUND TRIP,Economy,21/12/2011,LONDON,FRANKFURT,GERMANY,BRITISH AIRWAYS
HMT,84.6,Continental,ONE-WAY,Economy,22/12/2011,DUBLIN,LONDON,UNITED KINGDOM,BMI
HMT,84.6,Continental,ONE-WAY,Economy,22/12/2011,DUBLIN,LONDON,UNITED KINGDOM,BMI
