Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.04
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.04
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.02
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,778.31"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,£779.42
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,690.82"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,£589.47
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£2,549.42"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£2,378.07"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£2,545.74"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£3,160.43"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,692.74"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,206.47"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,216.83"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,£952.97
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£1,515.02"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£2,350.33"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,£734.54
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£4,568.48"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,PROPERTY SECTION,"£1,392.29"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,PROPERTY SECTION,"£1,129.79"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£8,164.69"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£7,984.30"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£4,498.70"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£7,677.03"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,SCRUTINY & PERFORMANCE,"£2,401.27"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,SCRUTINY & PERFORMANCE,"£1,100.36"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,SCRUTINY & PERFORMANCE,"£2,458.52"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,SCRUTINY & PERFORMANCE,"£3,834.39"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£4,413.16"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£2,279.40"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£5,871.56"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£6,768.32"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITY SERVICE RESOURCES,"£1,041.04"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITY SERVICE RESOURCES,£826.23
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITY SERVICE RESOURCES,£623.69
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£698.96
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£625.10
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£650.47
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£530.45
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£1,537.24"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£1,164.94"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,£808.45
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£10,087.60"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£5,862.24"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£8,131.68"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EM MAIL ROOM,£630.96
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EM MAIL ROOM,£630.96
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,456.35"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,553.28"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,533.82"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,360.17"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£1,361.85"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£1,155.79"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£500.16
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MIDD PIF & TOWNSHIP FUNDING STREET SERV,"£1,115.30"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MIDD PIF & TOWNSHIP FUNDING STREET SERV,"£1,177.26"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"£4,180.79"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"£2,159.29"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,RBH GROUNDS MAINTENANCE CONTRACT,"£1,215.10"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,RBH GROUNDS MAINTENANCE CONTRACT,"£18,195.18"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,RBH GROUNDS MAINTENANCE CONTRACT,"£9,365.85"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,RBH GROUNDS MAINTENANCE CONTRACT,"£6,855.15"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,ROCH PIF & TOWNSHIP FUNDING FOR STREETS,"£1,081.38"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,ROCH PIF & TOWNSHIP FUNDING FOR STREETS,"£1,427.90"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,ROCH PIF & TOWNSHIP FUNDING FOR STREETS,£887.37
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,ROCH PIF & TOWNSHIP FUNDING FOR STREETS,"£1,182.80"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,£653.09
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,"£1,571.12"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,"£1,968.30"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,£640.04
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,ASSESSMENTS,"£1,192.23"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,ASSESSMENTS,"£1,322.52"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,ASSESSMENTS,"£1,120.76"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,"£1,727.81"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,"£1,380.62"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,111.10"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,111.10"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,111.10"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,111.10"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£2,749.72"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£2,675.56"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£2,780.51"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£2,092.37"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,"£1,112.29"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,"£1,066.62"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£3,611.69"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£2,663.80"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,777.91"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£2,020.28"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,CMHT ROCHDALE,"£2,652.45"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,CARELINE,£521.56
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,CARELINE,£925.36
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,HIA,£505.19
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"£2,701.80"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"£1,569.78"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£572.57
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£572.76
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£2,547.01"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£1,291.16"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£2,326.88"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£2,319.76"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,STREET LIGHTING CLIENT TEAM,£957.90
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,STREET LIGHTING CLIENT TEAM,£933.47
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,STREET LIGHTING CLIENT TEAM,"£1,873.43"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£2,754.26"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£1,075.48"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£1,527.55"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£1,901.26"
Rochdale,11/06/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,723.20"
Rochdale,12/06/2014,HEALEY SURGERY,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£1,944.79"
Rochdale,05/06/2014,HEALTH & SAFETY SOLUTIONS (NW) LTD,Health & Safety ,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£875.00
Rochdale,19/06/2014,HENRY ALTY LIMITED,Information Communication Technology,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£3,531.50"
Rochdale,19/06/2014,HEYBROOK PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SCHOOL DIRECT TRAINING,"£7,636.35"
Rochdale,09/06/2014,HIGH LEVEL (NORTHERN) TRUST,Social Community Care Supplies & Services,-,REFURBISHMENT CHAPNESS HALL,"£45,091.60"
Rochdale,18/06/2014,HILTON CABINET LIMITED,Furniture & Soft Furnishings,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,£630.65
Rochdale,02/06/2014,HM LAND REGISTRY,Education,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"£1,429.00"
Rochdale,12/06/2014,HM LAND REGISTRY,Education,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,£676.00
Rochdale,02/06/2014,HM LAND REGISTRY,Education,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,£574.00
Rochdale,12/06/2014,HM LAND REGISTRY,Education,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,£607.00
Rochdale,02/06/2014,HM LAND REGISTRY,Education,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,£771.00
Rochdale,12/06/2014,HM LAND REGISTRY,Education,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,£718.00
Rochdale,23/06/2014,HOLLINGWORTH ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SECONDARY  GSB CONTINGENCY FUND,"£11,833.00"
Rochdale,16/06/2014,HOLLINGWORTH ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£5,949.19"
Rochdale,17/06/2014,HOLLINS NURSERY CIC,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,138.40"
Rochdale,17/06/2014,HOLLINS NURSERY CIC,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,085.49"
Rochdale,24/06/2014,HOLY FAMILY CATHOLIC PRIMARY SCHOOL,Public Bodies,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£3,606.84"
Rochdale,24/06/2014,HOLY FAMILY CATHOLIC PRIMARY SCHOOL,Public Bodies,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£4,001.44"
Rochdale,09/06/2014,HOMEBASE LTD,Building Construction Materials,-,WHITWORTH RD DUNELM,"£3,662.77"
Rochdale,06/06/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,723.61"
Rochdale,16/06/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,005.78"
Rochdale,20/06/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,976.75"
Rochdale,27/06/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,988.12"
Rochdale,23/06/2014,HOPWOOD ELECTRICAL SERVICES,Building Construction Materials,-,AMG RETENTIONS 11/12,"£3,321.73"
Rochdale,02/06/2014,HOPWOOD PARK PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,17/06/2014,HOPWOOD PARK PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,289.60"
Rochdale,17/06/2014,HOWARD STREET NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,677.45"
Rochdale,17/06/2014,HOYLE CONSULTANTS LTD,Human Resources,-,EDIT GENERAL,"£3,600.00"
Rochdale,16/06/2014,IDOX SOFTWARE LTD,Consultancy,-,ECONOMIC & COMMUNITY AFFAIRS,"£1,639.09"
Rochdale,23/06/2014,INENCO GROUP LTD TA NIFES CONSULTING,Consultancy,-,MERCURY ABATEMENT,"£1,500.00"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£23,411.82"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£79,469.30"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£21,124.95"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£15,088.93"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£12,963.56"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£10,413.74"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£6,486.08"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£2,205.74"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£9,635.25"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£3,009.50"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£1,735.44"
Rochdale,10/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,£524.56
Rochdale,18/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£3,224.77"
Rochdale,18/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£2,514.24"
Rochdale,18/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£4,438.32"
Rochdale,18/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£21,654.66"
Rochdale,18/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£72,732.96"
Rochdale,27/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,£996.72
Rochdale,20/06/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST CUTHBERTS RC SECONDARY(BSF),"£823,565.98"
Rochdale,09/06/2014,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"£309,036.82"
Rochdale,27/06/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",-,BSF - CONTINGENCY,"£10,881.46"
Rochdale,27/06/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF OTHER CONTRIBUTIONS,"£18,359.99"
Rochdale,20/06/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£100,000.00"
Rochdale,20/06/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£100,000.00"
Rochdale,11/06/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WARDLE AND FALINGE PFI,"£367,129.00"
Rochdale,09/06/2014,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,"£15,422.00"
Rochdale,09/06/2014,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£4,850.00"
Rochdale,05/06/2014,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",-,ROCHDALE S106 CAPITAL PROJECTS,"£1,365.00"
Rochdale,04/06/2014,J & S TRAVEL,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
Rochdale,11/06/2014,J & S TRAVEL,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
Rochdale,20/06/2014,J & S TRAVEL,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
Rochdale,26/06/2014,J & S TRAVEL,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
Rochdale,06/06/2014,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",-,ROCHDALE S106 CAPITAL PROJECTS,"£3,594.75"
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",-,HIP EDENFILD ROAD,"£12,019.92"
Rochdale,02/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",-,HIP HALIFAX ROAD (WHOUSE),"£21,487.86"
