Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Calder Brook Estates Ltd,"Unit 8, Ladyship Industrial Estate, Old Lane, Halifax              HX3 5QN",68132755,"C/O Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",1775,Store,Rateable Value below threshold
Kaberry Building Ltd,"Triangle Inn, Rochdale Road, Triangle, Sowerby Bridge      HX6 3NE",77464704,"Boo Hole, Bury New Road, Heywood, Greater Manchester, OL10 3JY",5000,Public House and Premises,Listed Building
Iredale Investments Ltd,"Brighouse Post Office, Park Street, Brighouse, HD6 1AA",29460702,"Aire Street, Brighouse, HD6 3RB",18000,Post Office And Premises,Empty Relief - Post 01/04/2008
West Yorkshire Combined Authority,"Bus Station, Wade Street, Halifax, HX1 1SN",69220707,"Wellington House, 40-50 Wellington Street, Leeds, LS1 2DE",21500,Cafe and Premises,Empty Relief - Post 01/04/2008
Seddon Homes Ltd,"Melbourne Street, Hebden Bridge, HX7 6AP",76364704,"Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",1225,Store And Premises,Empty Property - RV < 15000
Bradford Property Restoration Ltd,"2 West End, Hebden Bridge, HX7 8UQ",76060701,,2050,Garage And Premises,Empty Property - RV < 15000
,"161B First Floor, King Cross Road, Halifax, HX1 3LN",65516760,,1050,Offices and Premises,Rateable Value below threshold
Pennine Housing 2000,"Unit 4, Range Court, Halifax, HX3 6DL",68332702,"Bull Green House, Bull Green, Halifax, HX1 2EB",8100,Garage And Premises,Empty Relief - Post 01/04/2008
,"Dog Lane Mills, Dog Lane, Stainland, Halifax              HX4 9PZ",64836702,,3850,Workshop And Premises,Empty Relief - Post 01/04/2008
,"The Old Fire Station, Quality Works, Rochdale Road, Todmorden           OL14 7NA",78400846,,8200,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"777 Rochdale Road, Todmorden, OL14 6TG",78400758,,2325,Hairdressing Salon and Premises,Rateable Value below threshold
Gallyville Ltd (In Liquidation),"Base, 2ND, 3RD & 4TH Floors, Southgate House, Wards End, Halifax              HX1 1BX",69264741,"Inquesta, St John's Terrace, 11-15 New Road, Manchester, M26 1LS",92500,Offices and Premises,Empty Relief - Post 01/04/2008
,"Part Ground & Lower Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",29052719,,11250,Offices and Premises,Empty Relief - Post 01/04/2008
Coal Pension Properties Ltd,"19 Woolshops, Halifax, HX1 1RU",69536019,"Scan Only Docs-Savills Uk Ltd, P O Box 4843, Slough, SL1 0BG",30250,Shop and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"20 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252731,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2850,Shop and Premises,Listed Building
,"Unit 10a Mount Pleasant Mill, Midgley Road, Mytholmroyd, Hebden Bridge       HX7 5LR",76444720,,1125,Store And Premises,Listed Building
S D H Holdings,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648734,"Unit 13 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BT",960,Cafe and Premises,Rateable Value below threshold
,"Opp 4/8 Bridge End, Brighouse, HD6 3DH",29092711,,1000,Car Park,Rateable Value below threshold
,"102 Rochdale Road, Todmorden, OL14 7LP",78400102,,1900,Garage And Premises,Empty Property - RV < 15000
Royds Properties Ltd,"Telecom Mast Site Ref HX0015, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196730,"Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",12000,Communication Station and Premises,Unoccupied Land
Warmco Space Heating Ltd,"Unit 14A, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",29284722,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",680,Store,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 305A 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212745,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",680,Store And Premises,Listed Building
,"Unit 3B, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",76252792,,2475,Warehouse And Premises,Empty Property - RV < 15000
,"Part Ground Floor, Machpelah Works, Machpelah, Hebden Bridge       HX7 8AU",76356706,,820,Workshop And Premises,Listed Building
,"19 Town Hall Street, Sowerby Bridge, HX6 2EA",77600019,,2500,Shop and Premises,Rateable Value below threshold
Whittingtons & Sylvester (Pension Fund),"Music 2, 7 Martin Street, Brighouse, HD6 1DA",29408717,"32 High Street, Brighouse, HD6 1DE",1850,Office and Premises,Rateable Value below threshold
Whittingtons & Sylvester (Pension Fund),"Music 3, 7 Martin Street, Brighouse, HD6 1DA",29408718,"32 High Street, Brighouse, HD6 1DE",1800,Office and Premises,Rateable Value below threshold
Calderdale Mbc Land & Property Services,"61 Rustic, Piece Hall, Halifax, HX1 1RE",68252721,"Northgate House, Northgate, Halifax, HX1 1UN",3150,Shop and Premises,Listed Building
Calderdale Mbc,"55/56 Arcade, Piece Hall, Halifax, HX1 1RE",68252782,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",6100,Shop and Premises,Listed Building
Homes & Communities Agency,"First Floor, 6 King Cross Street, Halifax, HX1 2SH",65520734,"St Georges House, Kingsway, Team Valley, Gateshead, NE11 0NA",2325,Offices and Premises,Rateable Value below threshold
Benjamin Whiteley & Sons Ltd,"Adj Mechanics Workshop, Park Road Mills, Park Road, Elland               HX5 9HX",56192769,"Park Road Mills, Park Road, Elland, HX5 9HX",2300,Warehouse And Premises,Rateable Value below threshold
Leo Sawrij Ltd,"Sect 3A Unit 6, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PS",68308820,"Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF",6500,Store And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 4F Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212759,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1450,Store And Premises,Listed Building
,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",78400827,,1750,Store And Premises,Empty Property - RV < 15000
,"Alma Works, Alma Street, Todmorden, OL14 6QJ",78008702,,2550,Workshop And Premises,Rateable Value below threshold
Calderdale Mbc,"17 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252755,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2650,Shop and Premises,Listed Building
Binks Executive Homes Ltd,"First Floor, Low Mill, Wharf Street, Brighouse            HD6 1PP",29636709,"Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",1725,Store And Premises,Rateable Value below threshold
Mayfair Carpet Gallery Limited,"2 Crown Street, Halifax, HX1 1TT",64756002,"25 Beauchamp Place, London, SW3 1NH",27000,Shop and Premises,Listed Building
Bizspace Ltd,"Unit 10D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628848,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1025,Office,Empty Property - RV < 15000
Leo Sawrij Ltd,"Park Spring Quarry, Swales Moor Road, Halifax, HX3 6UF",68908701,"Swalesmoor Mink Farm, Swales Moor Road, Halifax, HX3 6UF",15750,Mineral Processing Plant And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 307 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212747,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",890,Store And Premises,Listed Building
,"28 Churchfields Road, Brighouse, HD6 1DH",29164028,,2550,Shop and Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 203 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212733,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",610,Store And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 13, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",29284740,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",990,Store And Premises,Rateable Value below threshold
,"260 Gibbet Street, Halifax, HX1 4LT",65164850,,3050,Shop and Premises,Empty Relief - Post 01/04/2008
,"Bailiff Bridge Activity Cntr, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4EN",29056733,,25250,Day Nursery and Premises,Empty Relief - Post 01/04/2008
Bower & Child Ltd (1985) Retirement & Death Benefit Scheme,"Room 2 At, 37 Bethel Street, Brighouse, HD6 1JR",29048735,"Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",1375,Offices and Premises,Rateable Value below threshold
,"Office 1 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536833,,620,Office,Rateable Value below threshold
Network Rail Ltd,"Railway Arch No 2, Bridge End, Brighouse, HD6 3DH",29092701,"Network Rail, Payables Property, Po Box 4279, Manchester, M60 3EH",850,Store And Premises,Rateable Value below threshold
Homes & Communities Agency,"1st Floor, 6 King Cross Street, Halifax, HX1 2SH",65520721,"St Georges House, Kingsway, Team Valley, Gateshead, NE11 0NA",6200,Offices and Premises,Listed Building
Shaw Lodge Mills Ltd,"G1,G2,G3 The Design Studios, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526748,"Reedham House, 31 King Street, Manchester, M3 2PJ",11250,Offices and Premises,Listed Building
Global Commercial Investments Ltd,"Front Part Unit H, Craven Edge Ent Centre, Hopwood Lane, Halifax              HX1 5JH",64242817,"Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB",3150,Warehouse And Premises,Empty Relief - Post 01/04/2008
Town Hall Dental Ltd,"Room 2, Town Hall, Thornton Square, Brighouse           HD6 1ED",29576705,"Thornton Square, Brighouse, HD6 1ED",1925,Offices and Premises,Rateable Value below threshold
Qc Supplies Retirement Benefit Scheme,"Unit 1 Quarry Court (Empty), Beacon Hill Road, Halifax, HX3 6AQ",64184709,"Unit 1 Quarry Court, Beacon Hill Road, Halifax, HX3 6AQ",66000,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"1a St James Street, Halifax, HX1 5SU",68736701,,2300,Hairdressing Salon and Premises,Rateable Value below threshold
Ppc Uk Ltd (In Administration),"Ground Floor, Unit 1B Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA",64852702,"Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",1925,Warehouse And Premises,Rateable Value below threshold
Ppc Uk Ltd (In Administration),"Unit 1A 2ND Floor, Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA",64852700,"Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",1700,Warehouse And Premises,Rateable Value below threshold
Westfield Properties Ltd,"Unit 2A, Calder Workshops, Halifax, HX1 4JQ",65164803,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1900,Store And Premises,Empty Property - RV < 15000
,"Second Floor, 18 Silver Street, Halifax, HX1 1HS",68580713,,9500,Offices and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unofficial Address, Unit 101A Victoria Works B P, Calder Street, Brighouse            HD6 1LZ",29124735,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",680,Office and Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unofficial Address, Unit 4B Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124725,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",3150,Warehouse And Premises,Empty Relief - Post 01/04/2008
Sk Excel Ltd,"6 Rochdale Road, Todmorden, OL14 5AA",78400006,,8600,Bank And Premises,Empty Relief - Post 01/04/2008
Halifax Opportunities Trust,"Unit 1, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264729,"Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",2000,Workshop And Premises,Empty Property - RV < 15000
F C F M Group Ltd,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276706,"295 Kings Road, London, SW3 5EP",1200,Offices and Premises,Listed Building
Warmco Space Heating Ltd,"Unit 6 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",29284734,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1025,Store And Premises,Rateable Value below threshold
,"Storage Containers, West Central Business Park, Victoria Road, Halifax              HX1 5QH",69196727,,1225,Store And Premises,Empty Property - RV < 15000
Units To Let [Northern] Ltd,"Unit 31 First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690712,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",720,Store And Premises,Empty Property - RV < 15000
Tilstone,"Unit 2 Pellon Lane Retail Pk, Pellon Lane, Halifax, HX1 5HQ",68236791,"C/O Savills Uk, 29 King Street, Leeds, LS1 2HL",17500,Retail Warehouse And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 4, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420736,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2250,Store And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D 39, Dean Clough Mills, Halifax, HX3 5AX",64788727,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",4750,Offices,Listed Building
R S Investments Yorkshire Ltd,"Unit 3 L R P Business Park, Halifax Road, Hipperholme, Halifax              HX3 8EN",65232728,"Thornfield, Leeds Road, Hipperholme, HX3 8NH",1500,Workshop And Premises,Rateable Value below threshold
Enterprise Inns Plc,"Lush, 24A Fountain Street, Halifax, HX1 1LW",65100705,"Purchase Ledger Dept, 3 Monkspath Hall Road, Solihull, West Midlands, B90 4SJ",22750,Nightclub And Premises,Empty Relief - Post 01/04/2008
Nutclough Mill Ltd,"2 Crown Street, Hebden Bridge, HX7 8EH",76176709,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",1,Under Going Reconstruction,Rateable Value below threshold
Warmco Space Heating Ltd,"'Unofficial' Unit 301 -302, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124742,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",3850,Offices and Premises,Empty Relief - Post 01/04/2008
Legal & General Assn [Pens Mgmt] Ltd,"Unit A1, Old Power Way, Lowfields Business Park, Elland              HX5 9DE",56174700,"Austin House, Stannaard Place, St Crispin's Road, Norwich, NR3 1YF",37000,Offices and Premises,Empty Relief - Post 01/04/2008
Director Of Safer & Stronger Communities,"Between 52 And 53, Arcade, Piece Hall, Halifax             HX1 1RE",68252710,"Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",4450,Shop and Premises,Listed Building
Blackshaw Holdings Ltd,"Suite D 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ",29084853,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1800,Offices and Premises,Rateable Value below threshold
Due West Ltd,"1ST Floor, 20/26 Commercial Street, Halifax, HX1 1TA",64660732,"C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",15500,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 14D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628721,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1600,Store,Rateable Value below threshold
Warmco Space Heating Ltd,"""Unauthorised Address"", Unit 12 River Street B/Pk, River Street, Brighouse            HD6 1NL",29492741,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2475,Store And Premises,Rateable Value below threshold
Deanhurst Garages Ltd,"St Giles Road, Lightcliffe, Halifax, HX3 8BG",68720700,"138 Carlinghow Lane, Batley, WF17 8DN",6000,Land Used For Storage and Premises,Unoccupied Land
Shaw Lodge Mills Ltd,"Pt B/Ment The Weaving Shed, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526727,"Reedham House, 31 King Street, Manchester, M3 2PJ",2600,Warehouse And Premises,Listed Building
The Wakefield Diocesan Board Of Education,"St Martins School, Church Lane, Brighouse, HD6 1AT",29156736,"Church House, 1 South Parade, Wakefield, WF1 1LP",20250,"Offices, Office And Premises",Listed Building
,"Wellness Centre, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408769,,1075,Offices and Premises,Empty Property - RV < 15000
Dean Clough Ltd,"Office Suite G7, Dean Clough Mills, Halifax, HX3 5AX",64778801,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",95000,Offices and Premises,Listed Building
Setbray Properties Ltd,"Suite 11 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL",76552002,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",1375,Offices and Premises,Rateable Value below threshold
Shaw Lodge Mills Ltd,"The Mending Rooms, Shaw Lodge Mill, Shaw Lane, Halifax              HX3 9ET",68526758,"Reedham House, 31 King Street, Manchester, M3 2PJ",12750,Workshop And Premises,Listed Building
Harley House Ripponden Ltd.,"Suite 4 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348773,"Registered Office, 67 Chorley Old Road, Bolton, BL1 3AJ",2075,Offices and Premises,Rateable Value below threshold
Homes And Communites Agency,"Halifax Magistrates Court, Harrison Road, Halifax, HX1 2AF",65276701,"St Georges House, Kingsway, Team Valley, Gateshead, NE11 0NA",168000,Law Court And Premises,Listed Building
Tosca North East Ltd,"3/5/7 Wellington Arcade, Briggate, Brighouse, HD6 1DN",29624701,"C/O London & Scottish Inv Ltd, 349 Bath Street, Glasgow, G2 4AA",28000,Shop and Premises,Empty Relief - Post 01/04/2008
Clay Developments Ltd,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8SW",76420712,"Park Lodge Buildings, Bagots Park, Abbots Bromley, Rugeley, Staffordshire, WS15 3ES",1650,Workshop And Premises,Qualifying industrial hereditament
Mayfair House Associates Ltd,"First Floor, 41A Crown Street, Halifax, HX1 1JB",64756744,"26 Dover Street, London, W1S 4LY",9100,Offices and Premises,Listed Building
Bizspace Ltd,"Unit 6J, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628823,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2700,Workshop And Premises,Rateable Value below threshold
E.P.I.C Plc,"1ST & 2ND Floors, 19 Commercial Street, Brighouse, HD6 1AF",29196732,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",2850,Offices and Premises,Rateable Value below threshold
,"24 Cheapside, Halifax, HX1 1TQ",64552702,,15250,Amusement Arcade And Premises,Empty Relief - Post 01/04/2008
Ei Group Plc,"Unofficial Address, Harrison Social, 11 Harrison Road, Halifax              HX1 2AF",65276710,"Purchase Ledger Department, Ei Group Plc, 3 Monkspath Hall Road, Solihull, West Midlands, B90 4SJ",53000,Public House and Premises,Listed Building
,"19 Roils Head Road, Halifax, HX2 0NQ",68396019,,2600,Shop and Premises,Empty Property - RV < 15000
Bramleys Estate Agents,"2 Market Street, Halifax, HX1 1RN",65736002,"14 St Georges Square, Huddersfield, HD1 1JF",19250,Shop and Premises,Listed Building
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite G3/4 Trinity House, Blackwall, Halifax, HX1 2QR",64268714,"C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",8300,Office,Listed Building
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T6 Trinity House, Blackwall, Halifax, HX1 2QR",64268727,"C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",2325,Office And Premises,Listed Building
Trustees Of The Doreen Harker Sipp,"(Unofficial Address), 1ST & 2ND Floors, 44-46 Southgate, Elland               HX5 0ES",56224753,"C/O Iain Simpson & Company, Homr Farm, Duggleby, Malton, North Yorkshire, YO17 8BN",10500,Offices And Premises,Empty Relief - Post 01/04/2008
A J Bell Trustees Ltd,"Quarry House, Burnley Road, Sowerby Bridge, HX6 2TF",77108729,"Trafford House, Chester Road, Manchester, M32 0RS",10250,Offices and Premises,Empty Relief - Post 01/04/2008
The Northern Lights Projects,"Unit 4A Ground Floor, Park Works, Arnold Street, Halifax, HX1 5JH",65652739,"Raven Street Centre, Raven Street, Halifax, HX1 4NB",6600,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Unit A1C/A1, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",68132771,,7400,Warehouse And Premises,Qualifying industrial hereditament
Dean Clough Ltd,"Office Suite D347, Dean Clough Office Park, Halifax, HX3 3AX",64778817,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",149000,Offices and Premises,Listed Building
Trustees Of J Ilingworth [Deceased],"27 Bradford Road, Brighouse, HD6 1RW",29080027,"C/O Wheawill & Sudworth, P.O Box B 30, 35 Westgate, Huddersfield, HD1 1PA",4950,Hairdressing Salon and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Office Suite D 258, Dean Clough Mills, Halifax, HX3 5AX",64778778,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",3650,Office,Listed Building
Vape Saloon Ltd,"14 Square, Halifax, HX1 1RJ",68700014,"37 Bury New Road, Manchester, M8 8EQ",7100,Shop and Premises,Empty Relief - Post 01/04/2008
Setbray Properties Ltd,"Suite 5 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL",76552770,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",2025,Offices and Premises,Empty Property - RV < 15000
,"48 New Road, Halifax, HX1 2LH",68028048,,6100,Shop and Premises,Empty Relief - Post 01/04/2008
Harley House Ripponden Ltd,"Suite 9 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348784,"67 Chorley Old Road, Bolton, BL1 3AJ",2050,Offices and Premises,Empty Property - RV < 15000
Dean Clough Ltd,"Office Suite D32, Dean Clough Mills, Halifax, HX3 5AX",64788831,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",3100,Office,Listed Building
Dean Clough Ltd,"Office Suite D40, Dean Clough, Halifax, HX3 5AX",64778824,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",1925,Offices and Premises,Listed Building
,"Studio Gallery, 40 Halifax Road, Todmorden, OL14 5QG",78192802,,1825,Gallery,Empty Property - RV < 15000
Caldene Business Park Ltd,"Unit D1 Richmond House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088870,,7900,Warehouse And Premises,Qualifying industrial hereditament
Kino & Co,"Office Hm 3.16, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344540,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",6700,Offices And Premises,Empty Relief - Post 01/04/2008
,"Wheatsheaf Hotel, 42 Mount Pellon, Pellon, Halifax             HX2 0EE",65876705,,6250,Public House and Premises,Empty Relief - Post 01/04/2008
The Space @ Field Lane Group,"Community Centre, Burnsall Road, Rastrick, Brighouse           HD6 3JT",29116700,"C/O Mrs Mary Green, 49 Crowtrees Lane, Brighouse, HD6 3LR",7300,Community Centre And Premises,Charity (Empty)
Tubzee Ltd,"178 Queens Road, Halifax, HX1 4LN",68308704,"180 Queens Road, Halifax, HX1 4LN",22750,Showroom And Premises,Awaiting occupation
,"Unit W5, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448832,,9200,Warehouse And Premises,Qualifying industrial hereditament
Craggs Country Business Park Llp,"Suite 8 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400728,"H/O Craggs Country B Park, New Road, Cragg Vale, Hebden Bridge, HX7 5TT",2400,Office and Premises,Empty Property - RV < 15000
Clay Construction (Huddersfield) Ltd,"Second Floor, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420706,"The Barn Wilberlee, Slaithwaite, Huddersfield, West Yorkshire, HD7 5UX",1725,Studio And Premises,Rateable Value below threshold
Halifax Opportunities Trust,"Office 41 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242738,"Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",1550,Offices and Premises,Awaiting occupation
Calderdale Mbc,"17/21 The Old Arcade, Halifax, HX1 1TJ",69024710,"Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",16500,Cafe and Premises,Awaiting occupation
Dean Clough Ltd,"Office Suite E 208/210, Dean Clough Mills, Halifax, HX3 5AX",64778790,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",6800,Offices and Premises,Awaiting occupation
Setbray Properties Ltd,"Suite 2, Hawkestone House, 2 Valley Road, Hebden Bridge        HX7 7BL",76552774,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",1375,Offices And Premises,Rateable Value below threshold
W D F Estates (Industrial) Ltd,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412733,"Whitfield Dairy Farm, Whitfield, Shaw, Oldham, OL2 7UJ",3500,Offices and Premises,Empty Relief - Post 01/04/2008
Barclays Bank Plc,"1 Southgate, Elland, HX5 0BN",56224001,"Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",14250,Bank And Premises,Awaiting occupation
Qhp Limited,"238 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BQ",77240238,"Brockley Hall, Brockley Green, Hundon, Sudbury, Suffolk, CO10 8DT",6900,Shop and Premises,Empty Relief - Post 01/04/2008
Environment Agency F A O David Smith Estate Surveyor,"4 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088004,"Po Box 12, Knutsford Road, Warrington, Cheshire, WA4 1HG",2800,Shop and Premises,Empty Property - RV < 15000
Lloyds Bank Plc,"Town Hall Street, Sowerby Bridge, HX6 2DZ",77600700,"Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",15000,Bank And Premises,Empty Relief - Post 01/04/2008
,"Lever Street, Todmorden, OL14 5QF",78284702,,3250,Garage And Premises,Empty Relief - Post 01/04/2008
Ryden Llp,"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ",76252812,"7 Conference Square, Edinburgh, Scotland, EH3 8AN",1350,Store And Premises,Empty Property - RV < 15000
,"Dean Street, Greetland, Halifax, HX4 8DW",64800701,,5800,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"172 King Cross Road, Halifax, HX1 3LN",65516172,,3000,Shop and Premises,Empty Relief - Post 01/04/2008
Towngate Plc,"Junction Bradford Road/, Thornhills Beck Lane, Brighouse, HD6 4AH",29572702,"C/O Sanderson Weatherall, 25 Wellington Street, Leeds, LS1 4WG",3500,Car Park,Unoccupied Land
,"Unit 5, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",65600708,,5100,Workshop And Premises,Empty Relief - Post 01/04/2008
Kino & Co,"Netherton Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344747,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",59500,Factory and Premises,Qualifying industrial hereditament
