Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
Rochdale Borough Council,16/05/2016,ECONOMY DIRECTORATE,ADT FIRE & SECURITY PLC,16/05/2016,584.42,SECURITY,V001009433
Rochdale Borough Council,16/05/2016,ECONOMY DIRECTORATE,ADT FIRE & SECURITY PLC,16/05/2016,525.05,SECURITY,V001009435
Rochdale Borough Council,20/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,20/05/2016,1400,CAPITAL SALARIES,V001009438
Rochdale Borough Council,16/05/2016,ECONOMY DIRECTORATE,ADT FIRE & SECURITY PLC,16/05/2016,1755.99,SECURITY,V001009439
Rochdale Borough Council,20/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,20/05/2016,1040,CAPITAL SALARIES,V001009440
Rochdale Borough Council,16/05/2016,EARLY HELP AND SCHOOLS,SUPERTOTS DAY NURSERY,16/05/2016,1000,TRAINING,V001009441
Rochdale Borough Council,16/05/2016,EARLY HELP AND SCHOOLS,RAINBOWS END PRIVATE NURSERY,16/05/2016,1000,TRAINING,V001009442
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,EMMA MCBRIDE,16/05/2016,654.3,PROJECT & ACTIVITIES,V001009444
Rochdale Borough Council,16/05/2016,PUBLIC HEALTH,VIRGIN CARE SERVICES LIMITED,16/05/2016,151095,PH PENNINE CARE CONTRACT,V001009445
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,THE SANCTUARY TRUST,16/05/2016,5500,GRANTS TO THE VOLUNTARY SECTOR,V001009449
Rochdale Borough Council,17/05/2016,PHYSICAL DIS & OLDER PEOPLE,NIJI SERVICES LTD,17/05/2016,530.91,EXPENSES - GENERAL,V001009466
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,D AND M DEMOLITION AND RECYCLING LTD,25/05/2016,9390,SITE CLEARANCE -ENVIRONMENTAL WORKS,V001009471
Rochdale Borough Council,18/05/2016,CHILDREN’S SOCIAL CARE,EC SAFEGUARDING CONSULTANCY LTD,18/05/2016,4767.5,AGENCY STAFF,V001009472
Rochdale Borough Council,16/05/2016,PROPERTY AND HIGHWAYS,ROTA ROD LIMITED,16/05/2016,500,TRANSACTIONS-EXPENDITURE,V001009487
Rochdale Borough Council,16/05/2016,PROPERTY AND HIGHWAYS,PARKWOOD LEISURE,16/05/2016,7984.64,MISC CHARGES,V001009496
Rochdale Borough Council,16/05/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,16/05/2016,2369.01,RESIDENTIAL LONG TERM,V001009497
Rochdale Borough Council,20/05/2016,ECONOMY DIRECTORATE,DUVAL FM LIMITED,20/05/2016,5111.06,SECURITY,V001009498
Rochdale Borough Council,16/05/2016,ECONOMY DIRECTORATE,I BRANDED LTD,16/05/2016,926.4,PROJECT & ACTIVITIES,V001009502
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CONNECT CARS (MIDDLETON) LIMITED,16/05/2016,609.9,TAXI HIRE,V001009510
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CONNECT CARS (MIDDLETON) LIMITED,16/05/2016,1454.2,TAXI HIRE,V001009513
Rochdale Borough Council,25/05/2016,ECONOMY DIRECTORATE,H BELL & SONS ROCHDALE LTD,25/05/2016,47375.18,IMPROVEMENTS-MODERNISATION,V001009514
Rochdale Borough Council,25/05/2016,PROPERTY AND HIGHWAYS,H BELL & SONS ROCHDALE LTD,25/05/2016,9475.04,TRANSACTIONS-EXPENDITURE,V001009514
Rochdale Borough Council,20/05/2016,PHYSICAL DIS & OLDER PEOPLE,CARNALL FARRAR LTD,20/05/2016,33000,EXPENSES - GENERAL,V001009520
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,JGM AGENCY,16/05/2016,4938.75,MARKETING,V001009521
Rochdale Borough Council,20/05/2016,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR,20/05/2016,3755,TRANSACTIONS-EXPENDITURE,V001009531
Rochdale Borough Council,16/05/2016,BETTER CARE FUND POOLED BUDGET,PRICE WATERHOUSE COOPERS,16/05/2016,63000,SERVICE LEVEL AGREEMENTS,V001009534
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,H A BURROW,16/05/2016,774,TAXI HIRE,V001009536
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,H A BURROW,16/05/2016,642,TAXI HIRE,V001009537
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,16/05/2016,3360,TRANSACTIONS-EXPENDITURE,V001009546
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,NO GRAFFITI LTD,25/05/2016,1000,SERVICES - GENERAL,V001009547
Rochdale Borough Council,26/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,NO GRAFFITI LTD,26/05/2016,800,SERVICES - GENERAL,V001009548
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,17/05/2016,1578.52,PROVISIONS,V001009552
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,POWERMASTER SERVICE LTD,17/05/2016,980,PROPERTY - WORKS ELEMENT,V001009553
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,17/05/2016,542.46,PROVISIONS,V001009554
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,17/05/2016,546.75,PROVISIONS,V001009554
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,17/05/2016,553.39,PROVISIONS,V001009554
Rochdale Borough Council,16/05/2016,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,16/05/2016,2560,OTHER LA`S - SEN PROVISION,V001009557
Rochdale Borough Council,16/05/2016,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,16/05/2016,3360,OTHER LA`S - SEN PROVISION,V001009558
Rochdale Borough Council,16/05/2016,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,16/05/2016,1760,OTHER LA`S - SEN PROVISION,V001009559
Rochdale Borough Council,16/05/2016,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,16/05/2016,2080,OTHER LA`S - SEN PROVISION,V001009560
Rochdale Borough Council,19/05/2016,FINANCE SERVICES,MUNICIPAL MUTUAL INSURANCE LTD,19/05/2016,271402,PROVISIONS UTILISED IN YEAR,V001009561
Rochdale Borough Council,17/05/2016,CHILDREN’S SOCIAL CARE,QUAYSIDE CHILDCARE LTD,17/05/2016,900,STUDENT TRAVEL,V001009565
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,525.13,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,528.84,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,545.32,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,558.85,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,570.99,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,591.57,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,602.18,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,823.4,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,887.83,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,888.5,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,978.08,PROVISIONS,V001009571
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,23/05/2016,1154.45,PROVISIONS,V001009571
Rochdale Borough Council,25/05/2016,PUBLIC HEALTH,INTERNET PHARMACY LTD,25/05/2016,1163.36,PH LES PAYMENTS,V001009574
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,16/05/2016,1750,AGENCY STAFF,V001009575
Rochdale Borough Council,17/05/2016,ECONOMY DIRECTORATE,ARROW BUSINESS COMMUNICATIONS LTD,17/05/2016,972.58,TELEPHONE EXPENDITURE,V001009581
Rochdale Borough Council,17/05/2016,ECONOMY DIRECTORATE,CLONSHALL LTD,17/05/2016,975,REPAIRS & ALTS OF BUILDINGS,V001009600
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,17/05/2016,626.08,PROVISIONS,V001009617
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,17/05/2016,545.25,PROVISIONS,V001009618
Rochdale Borough Council,17/05/2016,EARLY HELP AND SCHOOLS,S T HEATINGS SERVICES LTD,17/05/2016,1451.15,REPAIRS & ALTS OF BUILDINGS,V001009619
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,DK MINIBUSES LTD,17/05/2016,2276.2,TAXI HIRE,V001009646
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,19/05/2016,1630,TAXI HIRE,V001009648
Rochdale Borough Council,17/05/2016,PHYSICAL DIS & OLDER PEOPLE,THE ALEXIAN BROTHERS CARE CENTRE,17/05/2016,15330.6,RESIDENTIAL LONG TERM,V001009649
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,INDEPENDENT CHOICES MANCHESTER LTD,17/05/2016,500,PUBLICITY,V001009660
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,19/05/2016,1904.44,SERVICES - GENERAL,V001009661
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,19/05/2016,1360.31,SERVICES - GENERAL,V001009662
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE VEHICLE HIRE LIMITED,17/05/2016,8531.96,TRANSACTIONS-EXPENDITURE,V001009663
Rochdale Borough Council,17/05/2016,ECONOMY DIRECTORATE,PRESENTS INC,17/05/2016,1250,TRAINING,V001009664
Rochdale Borough Council,17/05/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/05/2016,1821.67,DIRECT PAYMENTS,V001009676
Rochdale Borough Council,26/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,26/05/2016,2420,EQUIPMENT - GENERAL,V001009682
Rochdale Borough Council,27/05/2016,PUBLIC HEALTH,KILLGERM CHEMICALS LIMITED,27/05/2016,660.73,EQUIPMENT - GENERAL,V001009684
Rochdale Borough Council,19/05/2016,PROPERTY AND HIGHWAYS,RIBA ENTERPRISES LIMITED,19/05/2016,650.5,PRINTING & STATIONERY,V001009688
Rochdale Borough Council,17/05/2016,PROPERTY AND HIGHWAYS,GTM ELECTRICAL SERVICES LIMITED,17/05/2016,2055.25,MAINTENANCE,V001009689
Rochdale Borough Council,17/05/2016,ECONOMY DIRECTORATE,ARROW BUSINESS COMMUNICATIONS LTD,17/05/2016,856.33,TELEPHONE EXPENDITURE,V001009695
Rochdale Borough Council,17/05/2016,PROPERTY AND HIGHWAYS,MET OFFICE,17/05/2016,4480,TRAINING,V001009704
Rochdale Borough Council,19/05/2016,EARLY HELP AND SCHOOLS,ORANGE PSYCHOLOGY LTD,19/05/2016,1600,BASIC SALARIES,V001009708
Rochdale Borough Council,20/05/2016,ECONOMY DIRECTORATE,JAMBOREE ARTS,20/05/2016,2237.5,PROJECT & ACTIVITIES,V001009709
Rochdale Borough Council,26/05/2016,CHILDREN’S SOCIAL CARE,THE DARTINGTON HALL TRUST,26/05/2016,10250,SUBSCRIPTIONS,V001009710
Rochdale Borough Council,25/05/2016,EARLY HELP AND SCHOOLS,PULSE HEALTHCARE LTD,25/05/2016,753.12,HOME CARE - CHILDRENS SERVICES,V001009711
Rochdale Borough Council,17/05/2016,EARLY HELP AND SCHOOLS,ROUTES HEALTHCARE (NORTH),17/05/2016,620.5,HOME CARE - CHILDRENS SERVICES,V001009716
Rochdale Borough Council,17/05/2016,EARLY HELP AND SCHOOLS,ROUTES HEALTHCARE (NORTH),17/05/2016,629,HOME CARE - CHILDRENS SERVICES,V001009720
Rochdale Borough Council,25/09/2015,PUBLIC HEALTH,OFFICE DEPOT UK LIMITED,25/09/2015,-959.7,PRINTING & STATIONERY,V001009721
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,GELPACK EXCELSIOR LTD,25/05/2016,4892.16,EQUIPMENT - GENERAL,V001009726
Rochdale Borough Council,27/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,GELPACK EXCELSIOR LTD,27/05/2016,2446.08,EQUIPMENT - GENERAL,V001009727
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,GELPACK EXCELSIOR LTD,25/05/2016,2446.08,EQUIPMENT - GENERAL,V001009728
Rochdale Borough Council,17/05/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/05/2016,4113.36,MANDATORY AWARDS,V001009733
Rochdale Borough Council,19/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,527.75,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,533.06,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,547.32,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,658.52,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,681.3,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,694.37,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,759,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,785.51,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,829.52,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,838.48,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,838.48,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,866.45,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,870.24,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,EARLY HELP AND SCHOOLS,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,887.74,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,889.46,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1027.57,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1060.28,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1149.95,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1252.26,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1383.14,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1453.45,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1499.34,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1594.46,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1619.92,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1717.75,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1773.77,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1797.24,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1801.22,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1855.56,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1874.33,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2145.6,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2226.66,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2367.69,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2412.08,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2423.56,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2617,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2696.55,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2806.44,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,2966.02,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,3401.56,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,4196.68,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,5190.83,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,5500.5,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,22562.67,AGENCY STAFF,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1176.07,CAPITAL SALARIES,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,10630.69,CAPITAL SALARIES,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1288.65,AGILISYS CONTRACT,V001009734
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,19/05/2016,1297.29,LEGAL SERVICES INTERNAL,V001009734
Rochdale Borough Council,24/05/2016,CHILDREN’S SOCIAL CARE,ACS BUSINESS SUPPLIES,24/05/2016,507.6,PRINTING & STATIONERY,V001009735
Rochdale Borough Council,18/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,POWERMASTER SERVICE LTD,18/05/2016,980,PROPERTY - WORKS ELEMENT,V001009741
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,OFFICE DEPOT UK LIMITED,25/05/2016,886.03,PROJECTS,V001009743
Rochdale Borough Council,18/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,THOMAS FATTORINI LIMITED,18/05/2016,745.46,HOSPITALITY,V001009787
Rochdale Borough Council,20/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CHILDSCAPE LIMITED,20/05/2016,859,EQUIPMENT - GENERAL,V001009790
Rochdale Borough Council,25/05/2016,ECONOMY DIRECTORATE,KEPPIE MASSIE,25/05/2016,3787,PROFESSIONAL FEES,V001009791
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,EDF ENERGY 1 LIMITED,25/05/2016,1244.82,ELECTRICITY,V001009792
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,EDF ENERGY 1 LIMITED,25/05/2016,17744.64,ELECTRICITY,V001009794
Rochdale Borough Council,19/05/2016,PUBLIC HEALTH,OFFICE DEPOT UK LIMITED,19/05/2016,1382.64,PRINTING & STATIONERY,V001009800
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,25/05/2016,15634.94,EQUIPMENT - GENERAL,V001009801
Rochdale Borough Council,24/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,24/05/2016,2523.35,PROPERTY REFURBISHMENT (HOUSING),V001009803
Rochdale Borough Council,24/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,24/05/2016,68742.38,PROPERTY REFURBISHMENT (HOUSING),V001009804
Rochdale Borough Council,20/05/2016,CHILDREN’S SOCIAL CARE,ANGLIA DNA SERVICES LTD,20/05/2016,515,MEDICAL FEES,V001009807
Rochdale Borough Council,18/05/2016,CHILDREN’S SOCIAL CARE,JULIE STIRPE ASSOCIATES LIMITED,18/05/2016,570,MEDICAL FEES,V001009810
Rochdale Borough Council,23/05/2016,CHILDREN’S SOCIAL CARE,ALERE TOXICOLOGY PLC,23/05/2016,790,MEDICAL FEES,V001009811
Rochdale Borough Council,26/05/2016,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,26/05/2016,2295,CONSULTANT FEES,V001009814
Rochdale Borough Council,20/05/2016,EARLY HELP AND SCHOOLS,PERMANENT FUTURES LTD,20/05/2016,1500,AGENCY STAFF,V001009821
Rochdale Borough Council,26/05/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,26/05/2016,537,PROJECT & ACTIVITIES,V001009830
Rochdale Borough Council,24/05/2016,ECONOMY DIRECTORATE,VBA JOINT VENTURE LTD,24/05/2016,320620.61,NEW CONSTRUCTION,V001009832
Rochdale Borough Council,18/05/2016,FINANCE SERVICES,CLEAPSS,18/05/2016,3675.17,SUBSCRIPTIONS,V001009834
Rochdale Borough Council,27/05/2016,PHYSICAL DIS & OLDER PEOPLE,DISABLED LIVING LTD,27/05/2016,500,TRAINING,V001009839
Rochdale Borough Council,23/05/2016,COLLECTION FUND,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,23/05/2016,28891,TRANSACTIONS-EXPENDITURE,V001009852
Rochdale Borough Council,23/05/2016,COLLECTION FUND,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,23/05/2016,432271,TRANSACTIONS-EXPENDITURE,V001009852
Rochdale Borough Council,18/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,TURNING POINT SERVICES LIMITED,18/05/2016,30333.32,SERVICES - GENERAL,V001009853
Rochdale Borough Council,27/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,G M WASTE DISPOSAL AUTHORITY,27/05/2016,1249200,WASTE DISPOSAL LEVY,V001009854
Rochdale Borough Council,23/05/2016,COLLECTION FUND,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,23/05/2016,1150128,TRANSACTIONS-EXPENDITURE,V001009856
Rochdale Borough Council,18/05/2016,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,18/05/2016,14106.37,HOME CARE,V001009857
Rochdale Borough Council,18/05/2016,PHYSICAL DIS & OLDER PEOPLE,CALDERDALE HOMECARE LIMITED,18/05/2016,8066.12,HOME CARE,V001009858
