Organisation Name,Effective date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,24/02/2016,2928.31,HOME CARE - ADULT SERVICES,V000984077
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,DIRECT HEALTH UK LTD,24/02/2016,2920.75,HOME CARE - ADULT SERVICES,V000984075
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,GRACE LIVE IN CARERS,24/02/2016,761.18,HOME CARE - ADULT SERVICES,V000984073
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,HERITAGE HOMECARE SERVICES LTD,24/02/2016,1059.91,HOME CARE - ADULT SERVICES,V000984070
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,HG CARE SERVICES LIMITED,24/02/2016,3114.72,HOME CARE - ADULT SERVICES,V000984068
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,HOMECARE SUPPORT,24/02/2016,3518.42,HOME CARE - ADULT SERVICES,V000984072
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,JPK PLUMBING & HEATING LTD,24/02/2016,1845.00,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000983762
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,JPK PLUMBING & HEATING LTD,24/02/2016,2560.00,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000983762
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,MR DAVID MERCER,24/02/2016,7582.50,PROFESSIONAL FEES,V000983960
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,PREMIER CARE,24/02/2016,11768.54,HOME CARE - ADULT SERVICES,V000984064
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,RESPITE NORTH WEST LIMITED,24/02/2016,663.55,HOME CARE - ADULT SERVICES,V000984063
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,SEVACARE,24/02/2016,9627.34,HOME CARE - ADULT SERVICES,V000984061
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,24/02/2016,2531.30,HOME CARE - ADULT SERVICES,V000984059
ROCHDALE BOROUGH COUNCIL,24/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE MEARS GROUP,24/02/2016,2004.48,HOME CARE - ADULT SERVICES,V000984066
ROCHDALE BOROUGH COUNCIL,24/02/2016,PROPERTY AND HIGHWAYS,COLAS LIMITED,24/02/2016,41497.72,ROADWORKS,V000983956
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,ALLIANCE CARE AND EDUCATION,25/02/2016,22421.84,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V000984076
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BARNARDOS,25/02/2016,14333.00,ADOPTION PAYMENTS,V000979079
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,25/02/2016,3896.26,FOSTER PARENTS BASIC ALLOWANCE,V000984092
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,25/02/2016,3896.26,FOSTER PARENTS BASIC ALLOWANCE,V000984094
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,25/02/2016,3912.64,FOSTER PARENTS BASIC ALLOWANCE,V000984088
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,25/02/2016,4036.20,FOSTER PARENTS BASIC ALLOWANCE,V000984093
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,25/02/2016,4101.30,FOSTER PARENTS BASIC ALLOWANCE,V000984089
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,25/02/2016,4101.30,FOSTER PARENTS BASIC ALLOWANCE,V000984090
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,25/02/2016,4101.30,FOSTER PARENTS BASIC ALLOWANCE,V000984091
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CAMBIAN CHILDCARE LIMITED,25/02/2016,1161.29,FOSTER PARENTS BASIC ALLOWANCE,V000984098
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CAMBIAN CHILDCARE LIMITED,25/02/2016,1292.00,FOSTER PARENTS BASIC ALLOWANCE,V000984095
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CAMBIAN CHILDCARE LIMITED,25/02/2016,1360.00,FOSTER PARENTS BASIC ALLOWANCE,V000984099
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CAMBIAN CHILDCARE LIMITED,25/02/2016,1730.36,FOSTER PARENTS BASIC ALLOWANCE,V000984097
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CAMBIAN CHILDCARE LIMITED,25/02/2016,1942.86,FOSTER PARENTS BASIC ALLOWANCE,V000984096
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,25/02/2016,750.00,ADOPTION PAYMENTS,V000949859
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,25/02/2016,8250.00,ADOPTION PAYMENTS,V000949859
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,1162.81,VOLUNTARY ASSOCIATIONS,V000984103
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,2905.63,VOLUNTARY ASSOCIATIONS,V000984104
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,2905.63,VOLUNTARY ASSOCIATIONS,V000984111
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,2941.59,FOSTER PARENTS BASIC ALLOWANCE,V000984107
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3155.49,VOLUNTARY ASSOCIATIONS,V000984115
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3184.01,VOLUNTARY ASSOCIATIONS,V000984108
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3184.01,VOLUNTARY ASSOCIATIONS,V000984112
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3228.34,VOLUNTARY ASSOCIATIONS,V000984110
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3228.34,VOLUNTARY ASSOCIATIONS,V000984113
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3241.67,VOLUNTARY ASSOCIATIONS,V000984114
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3268.33,FOSTER PARENTS BASIC ALLOWANCE,V000984105
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3268.33,FOSTER PARENTS BASIC ALLOWANCE,V000984106
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,25/02/2016,3370.01,VOLUNTARY ASSOCIATIONS,V000984109
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,25/02/2016,1539.00,FOSTER PARENTS BASIC ALLOWANCE,V000984122
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,25/02/2016,2825.00,FOSTER PARENTS BASIC ALLOWANCE,V000984124
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,25/02/2016,3020.00,FOSTER PARENTS BASIC ALLOWANCE,V000984123
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,FOSTER CARE LINK,25/02/2016,2870.60,FOSTER PARENTS BASIC ALLOWANCE,V000984121
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,NUGENT CARE,25/02/2016,18000.00,ADOPTION PAYMENTS,V000984552
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,PARALLEL PARENTS,25/02/2016,2640.12,FOSTER PARENTS BASIC ALLOWANCE,V000984125
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,PARALLEL PARENTS,25/02/2016,3454.33,FOSTER PARENTS BASIC ALLOWANCE,V000984127
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,PARALLEL PARENTS,25/02/2016,4827.01,FOSTER PARENTS BASIC ALLOWANCE,V000984126
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,PROGRESSIVE FUTURES CARE LTD,25/02/2016,10185.67,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V000984031
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,ROCHDALE BOROUGHWIDE HOUSING,25/02/2016,4170.40,YOUNG PEOPLES RENTS,V000977982
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,721.98,FOSTER PARENTS BASIC ALLOWANCE,V000984038
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,721.98,FOSTER PARENTS BASIC ALLOWANCE,V000984040
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,730.03,FOSTER PARENTS BASIC ALLOWANCE,V000984067
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,730.03,FOSTER PARENTS BASIC ALLOWANCE,V000984069
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,760.48,FOSTER PARENTS BASIC ALLOWANCE,V000984071
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,760.48,FOSTER PARENTS BASIC ALLOWANCE,V000984074
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,780.01,FOSTER PARENTS BASIC ALLOWANCE,V000984033
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,780.01,FOSTER PARENTS BASIC ALLOWANCE,V000984034
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V000984042
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V000984043
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V000984062
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V000984065
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,874.02,FOSTER PARENTS BASIC ALLOWANCE,V000984035
ROCHDALE BOROUGH COUNCIL,25/02/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,25/02/2016,874.02,FOSTER PARENTS BASIC ALLOWANCE,V000984036
ROCHDALE BOROUGH COUNCIL,25/02/2016,EARLY HELP AND SCHOOLS,INCLUSIVE CHOICE CONSULTANCY,25/02/2016,850.00,TRAINING-QUALIFICATION,V000984547
ROCHDALE BOROUGH COUNCIL,25/02/2016,ECONOMY DIRECTORATE,BEVAN BRITTAN LLP,25/02/2016,2257.00,CONSULTANT FEES,V000984529
ROCHDALE BOROUGH COUNCIL,25/02/2016,ECONOMY DIRECTORATE,BRITISH GAS BUSINESS ELECTRIC,25/02/2016,765.82,ELECTRICITY,V000984645
ROCHDALE BOROUGH COUNCIL,25/02/2016,ECONOMY DIRECTORATE,CLYDE & CO,25/02/2016,26642.00,LEGAL SERVICES EXTERNAL,V000984539
ROCHDALE BOROUGH COUNCIL,25/02/2016,ECONOMY DIRECTORATE,CLYDE & CO,25/02/2016,29022.00,LEGAL SERVICES EXTERNAL,V000984540
ROCHDALE BOROUGH COUNCIL,25/02/2016,ECONOMY DIRECTORATE,SQUIRE PATTON BOGGS UK LLP,25/02/2016,3235.50,LEGAL SERVICES EXTERNAL,V000984534
ROCHDALE BOROUGH COUNCIL,25/02/2016,ECONOMY DIRECTORATE,SQUIRE PATTON BOGGS UK LLP,25/02/2016,3358.00,LEGAL SERVICES EXTERNAL,V000984535
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,BINDMONT PRINT SERVICES LTD,25/02/2016,3038.62,PRINTING & STATIONERY,V000984578
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,BINDMONT PRINT SERVICES LTD,25/02/2016,3450.00,PRINTING & STATIONERY,V000984580
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,MAH LEGAL,25/02/2016,800.00,FEES / COMMISSION,V000984551
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,25/02/2016,1041.22,PRINTING & STATIONERY,V000984543
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,25/02/2016,1285.31,PRINTING & STATIONERY,V000984542
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,25/02/2016,1985.87,PRINTING & STATIONERY,V000984544
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,THOMSON REUTERS,25/02/2016,-1266.00,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V000982699
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,THOMSON REUTERS,25/02/2016,12414.42,REFRESHMENTS,V000984538
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,VENN GROUP LIMITED,25/02/2016,1767.12,AGENCY STAFF,V000983772
ROCHDALE BOROUGH COUNCIL,25/02/2016,FINANCE SERVICES,WEIGHTMANS LLP,25/02/2016,12963.00,PROFESSIONAL FEES,V000984537
ROCHDALE BOROUGH COUNCIL,25/02/2016,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,25/02/2016,1769.40,SHORT TERM CARE - RESIDENTIAL,V000984596
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,9TH HEYWOOD ST MICHAELS SCOUT GROUP,25/02/2016,704.00,ACTIVITIES,V000984562
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,AGM (RIVERSIDE) LTD,25/02/2016,1125.00,GRANTS TO THE NON VOLUNTARY SECTOR,V000984617
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,25/02/2016,906.78,TRANSACTIONS-EXPENDITURE,V000982046
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,25/02/2016,1594.28,VEHICLE MAINTENANCE,V000982048
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,EMO OIL LIMITED,25/02/2016,23869.59,TRANSACTIONS-EXPENDITURE,V000982474
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,25/02/2016,1720.00,TOXICOLOGY PAYMENTS,V000983936
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,FRIENDS OF HOLLINGWORTH LAKE,25/02/2016,630.00,GRANTS TO OTHER BODIES,V000984561
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,25/02/2016,880.00,ACTIVITIES,V000981944
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,HENRY ALTY LIMITED,25/02/2016,925.40,EQUIPMENT - GENERAL,V000978800
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,KOMPAN UK LIMITED,25/02/2016,2320.00,EQUIPMENT - GENERAL,V000982683
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,MASSEY & HARRIS (ENGINEERING) LTD,25/02/2016,1714.00,EQUIPMENT - GENERAL,V000981984
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,MILNROW SPRAY FINISHING,25/02/2016,609.43,GRANTS TO THE NON VOLUNTARY SECTOR,V000984612
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,FISHWICK NEWS,25/02/2016,2500.00,GRANTS TO THE NON VOLUNTARY SECTOR,V000984613
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,NEATIC,25/02/2016,1875.00,GRANTS TO THE NON VOLUNTARY SECTOR,V000984614
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,POSTURITE (UK) LTD,25/02/2016,824.15,EXPENSES - GENERAL,V000984560
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE FOOD BANK,25/02/2016,3375.00,GRANTS TO THE NON VOLUNTARY SECTOR,V000984616
ROCHDALE BOROUGH COUNCIL,25/02/2016,NEIGHBOURHOODS AND ENVIRONMENT,S A AUTO CENTRE LTD,25/02/2016,2250.00,GRANTS TO THE NON VOLUNTARY SECTOR,V000984615
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,25/02/2016,700.00,FEES / COMMISSION,V000983258
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,25/02/2016,1400.00,FEES / COMMISSION,V000983257
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,25/02/2016,1750.00,FEES / COMMISSION,V000983231
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,25/02/2016,2407.44,ASSESSMENT CARE,V000984565
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,DR G A GADEKAR,25/02/2016,538.11,EXPENSES - GENERAL,V000983420
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,25/02/2016,2006.20,SHORT TERM CARE - RESIDENTIAL,V000984595
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,25/02/2016,1327.05,ASSESSMENT CARE,V000984567
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,25/02/2016,1390.24,ASSESSMENT CARE,V000984571
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,HOMECARE4U LTD,25/02/2016,4310.06,HOME CARE - ADULT SERVICES,V000984227
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,25/02/2016,2407.44,SHORT TERM CARE - NURSING,V000984568
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,25/02/2016,1604.96,ASSESSMENT CARE,V000984566
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,25/02/2016,1604.96,SHORT TERM CARE - RESIDENTIAL,V000984570
ROCHDALE BOROUGH COUNCIL,25/02/2016,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,25/02/2016,2407.44,SHORT TERM CARE - RESIDENTIAL,V000984564
ROCHDALE BOROUGH COUNCIL,25/02/2016,PROPERTY AND HIGHWAYS,BEXAN LTD,25/02/2016,1204.62,TRANSACTIONS-EXPENDITURE,V000982357
ROCHDALE BOROUGH COUNCIL,25/02/2016,PROPERTY AND HIGHWAYS,BEXAN LTD,25/02/2016,5989.70,PROPERTY - WORKS ELEMENT,V000982357
ROCHDALE BOROUGH COUNCIL,25/02/2016,PROPERTY AND HIGHWAYS,KABERRY CONSTRUCTION LIMITED,25/02/2016,58863.83,ROADWORKS,V000982201
ROCHDALE BOROUGH COUNCIL,25/02/2016,PROPERTY AND HIGHWAYS,RED ZULU LTD,25/02/2016,3475.00,MATERIAL - GENERAL,V000982200
ROCHDALE BOROUGH COUNCIL,25/02/2016,PROPERTY AND HIGHWAYS,ROCHDALE ELECTRICAL DISTRIBUTORS,25/02/2016,568.15,TRANSACTIONS-EXPENDITURE,V000984594
ROCHDALE BOROUGH COUNCIL,25/02/2016,PUBLIC HEALTH,LINK4LIFE (CHARITY),25/02/2016,732.00,ACTIVITIES,V000975866
ROCHDALE BOROUGH COUNCIL,25/02/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,25/02/2016,510.50,ACTIVITIES,V000983361
ROCHDALE BOROUGH COUNCIL,25/02/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,25/02/2016,852.75,ACTIVITIES,V000983360
ROCHDALE BOROUGH COUNCIL,25/02/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,25/02/2016,1082.50,ACTIVITIES,V000983356
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984818
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984819
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984820
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984821
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984822
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984823
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984824
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984825
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984826
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984827
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,750.00,ADOPTION PAYMENTS,V000984828
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,26/02/2016,18000.00,ADOPTION PAYMENTS,V000984817
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,26/02/2016,1200.00,YOUNG PEOPLES RENTS,V000984636
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,26/02/2016,3020.00,FOSTER PARENTS BASIC ALLOWANCE,V000984647
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,26/02/2016,3020.00,FOSTER PARENTS BASIC ALLOWANCE,V000984649
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,26/02/2016,3887.86,FOSTER PARENTS BASIC ALLOWANCE,V000984646
ROCHDALE BOROUGH COUNCIL,26/02/2016,CHILDREN’S SOCIAL CARE,E MARLAND CHILDRENS RESPITE CARE LIMITED,26/02/2016,512.00,DISABILITY PLACEMENTS,V000984811
