Ratepayer Name,Property Address,Propref,Billing Address,RV
,"Suite 3, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",76244716,,2800
Sunnyoffice Ltd,"Moyles Town House, New Road, Hebden Bridge, HX7 8AD",76396731,,8200
Diehl Metering Limited,"Office Suite D131 / D133, Dean Clough Mills, Halifax, HX3 5AX",64784887,,10000
,"232 King Cross Road, Halifax, HX1 3JP",65516232,,5500
,"The Village Garden Hut, 1 Caldene Avenue, Mytholmroyd, Hebden Bridge        HX7 5AF",76092707,,2650
,"38 Bull Green, Halifax, HX1 5AB",64436038,,8900
,"Unit 11, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77124704,,2175
Yorkshire Tutoring Limited,"Bbw Business Centre 2ND Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB",69216727,"8 Greenacres, Shelf, Halifax, HX3 7QT",1550
,"Unit C The Shed, Eastfield Mills, Belmont Street, Halifax              HX3 6AT",64236725,,2550
,"Unit B The Shed, Eastfield Mills, Belmont Street, Halifax              HX3 6AT",64236723,,2550
,"163 Parkinson Lane, Halifax, HX1 3RA",68224734,,4050
Martin Knowles Electrical Ltd,"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ",76252812,"25 Edward Street, Sowerby Bridge, HX6 2NJ",1350
,"Royds Farm S/C Accom, 4 Towngate, Heptonstall, Hebden Bridge        HX7 7LW",76540004,,1500
,"4 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",69420004,,2950
,"13 St James Road, Halifax, HX1 1YS",68728013,,8200
,"142 Queens Road, Halifax, HX1 3XY",68308142,,4450
,"Crown Buildings, 99 Halifax Road, Ripponden, HX6 4DA",77240099,,3050
R & D Electrical Contractors(Yorkshire) Ltd,"Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",56084721,"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",2225
Pickles Architects,"Ground Floor 2-3, 16 Church Lane, Brighouse, HD6 1AT",29156732,"Ground Floor, 16 Church Lane, Brighouse, HD6 1AT",2700
Lindley Financial Management Limited,"Ground Floor 1 4 & 6, 16 Church Lane, Brighouse, HD6 1AT",29156733,"Ground Floor 1, 4 & 6, 16 Church Lane, Brighouse, HD6 1AT",4000
,"Garage & Store, R/0 7 Upper Stubbins, Sandy Dyke Lane, Triangle",77620700,,1275
,"R/O 63 Bradford Road, Brighouse, HD6 1RS",29080782,,4350
Project 1 Architectural Designs Ltd,"2 Martin House, Martin Street, Brighouse, HD6 1DA",29408700,,1550
Sw Property Management Ltd,"17A Wakefield Road, Hipperholme, Halifax, HX3 8AA",69244707,,5100
,"Stephenson House, Burlees Lane, Wadsworth, Hebden Bridge        HX7 8PR",76080719,,2800
Bodyshape Brighouse Ltd,"Unit 6 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296730,,3200
,"Units 4&5 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296735,,3350
,"Unit 10B The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296728,,3600
Things To Brew Ltd,"Unit 9 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296729,"F.A.O. Ms Kelly Oxley, 9 John Street, Lane Head, Brighouse, HD6 2DY",4550
Frank Harrison Brighouse Limited,"Unit 11 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296726,,5200
W T Groome Ltd,"Cafe At The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296725,,9300
,"Unit 8 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296739,,3200
,"Unit 2 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296737,,2400
Cb Stone Sales Ltd,"Former Coal Drops, Station Road, Sowerby Bridge, HX6 3AB",77552707,"5 Luty Cottages, Ploughcroft Lane, Halifax, HX3 6US",6200
Vertical Transportation Projects Ltd,"Level 1 Warehouse, Cromwell House, Elland Road, Brighouse            HD6 2RG",29236825,"Cromwell House, 421 Elland Road, Brighouse, HD6 2RG",7200
,"Unit 1 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296734,,2075
,"759 Burnley Road, Todmorden, OL14 8LF",78076768,,1800
,"Unit 11 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500755,,1475
E.S Maintenance Services Ltd,"Unit G5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448790,"Unit G5, Tenterfields Business Park, Burnley Road, Luddendenfoot, HX2 6EQ",3400
,"Unit 13 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340740,,1375
,"200 Queens Road, Halifax, HX1 4NE",68308757,,5400
,"Unit 3 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340713,,620
,"73 Hopwood Lane, Halifax, HX1 4DG",65364073,,2800
,"33A Stainland Road, Greetland, Halifax, HX4 8AD",64254752,,6500
,"Unit 14,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632721,,3200
Unique Carpets & Rugs Ltd,"1ST Flr Unit 3 Hough Mills, Bradford Road, Halifax, HX3 7BN",64332711,"C/O Mr David Sunderland, Chat Hill Farm, Chat Hill Road, Thornton, Bradford, BD13 3AR",4250
,"Gf Unit 1 Hough Mills, Bradford Road, Halifax, HX3 7BN",64332712,,6200
,"Gf Unit 2 Hough Mills, Bradford Road, Halifax, HX3 7BN",64332713,,9800
Eltro Direct Uk Ltd,"Unit 2 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212751,,2050
Tri-Coastal Design Uk Ltd,"Office Suite D218, Dean Clough Office Park, Halifax, HX3 5AX",64788797,,3550
,"2 Franklin Street, Halifax, HX1 4LH",65964002,,3100
,"Unit B, 52 Huddersfield Road, Elland, HX5 9AH",56132870,,3700
Million Hairs Ltd,"Unit A, 52 Huddersfield Road, Elland, HX5 9AH",56132052,,5900
,"Office 22 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242752,,2700
Elysium Marketing Solutions Ltd,"Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242726,,1900
,"Office 41 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242738,,1425
The Profile Bureau Limited,"Unit Hm 1.02, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",65344999,"21 Clare Road, Halifax, HX1 2HX",520
Arcadia Fabrication Limited,"Unit 8 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344825,,1750
Monthly Media Limited,"Office 3.6 & 3.9, 1ST Floor, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344754,,2450
,"Unit 13 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344770,,1475
,"Unit 10 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344768,,1975
,"Unit 1.08, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344987,,430
The Beer Emporium Halifax Ltd,"5 Union Cross Yard, Halifax, HX1 1PR",69136005,,8400
,"Unit 4, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644726,,1875
,"113 Haley Hill, Halifax, HX3 6EE",65224113,,1700
Rackmaster Storage Systems Ltd,"Office 9, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452762,"Office 9, 11 Owler Ings Road, Brighouse, HD6 1EJ",2125
,"Stall 15 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068709,,1250
,"23 Wharf Street, Sowerby Bridge, HX6 2LA",77652023,,7900
,"37 Borough Market, Halifax, HX1 1DY",64288037,,3550
,"Unit 1, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644723,,1925
,"Unit 24 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352745,,1675
,"Unit 37, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352717,,1350
Eve And Ellis Ltd,"125 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240125,,2425
,"260 Halifax Road, Brighouse, HD6 2QG",29296260,,3700
,"Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",56220759,,2425
,"Adj Chilli Lounge, Huddersfield Road, Halifax, HX3 0NS",65412724,,2175
,"Part Unit 24, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",68296738,,1500
,"Unit E First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024766,,1300
,"27 Town Hall Street, Sowerby Bridge, HX6 2EA",77600027,,5200
,"58 Rochdale Road, Greetland, Halifax, HX4 8AX",68392058,,1950
Hornsey Enterprises Ltd,"Unit 2, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648752,,7700
,"Unit 1.04/1.05, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344984,,890
,"276 Gibbet Street, Halifax, HX1 4LT",65164808,,2600
,"Unit B3, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448769,,1725
,"42 Meadow Lane, Wheatley, Halifax, HX3 5JR",65780042,,4000
Thai Halifax Limited,"37/39 Broad Street, Halifax, HX1 1YA",64400720,"Unit 21 The Coach House, Owler Ings Road, Brighouse, HD6 1EJ",8300
,"Unit 1 Queens Road Works, Queens Road, Halifax, HX1 3XY",68308829,,4250
,"Part Grd & Basement Flrs, 7 Victoria Road, Elland, HX5 0AB",56244727,,10000
,"Ash Tree Barn, Wainstalls Road, Wainstalls, Halifax              HX2 7TE",69228703,,1200
,"Lindores, Burnley Road, Todmorden, OL14 5EX",78076796,,5200
,"4 & 5 The Old Pattern Works, Palace House Road, Hebden Bridge, HX7 6JS",79054701,,2550
Vocation Brewery Ltd,"Unit 8A Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400732,,11000
,"Priestwell School House, Broadstone Street, Todmorden, OL14 8AL",78066703,,1650
,"12A Moderna Business Park, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",76252819,,9700
,"Unit 8A, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632718,,3600
Steeltech Kinetix (Northern) Ltd,"Dancroft & Bridge Mills, Gauxholme Fold, Todmorden, OL14 7PW",78176702,,11750
Futures Forward,"Office G4 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526754,,1500
,"Clough Foot Manse, Sourhall Road, Todmorden, OL14 7HX",78424702,,2900
Master Flooring Installation Ltd,"Unit 6G, Calderdale Business Park, Club Lane, Halifax              HX2 8DB",64628766,"22 Vegal Crescent, Halifax, HX3 5PA",1950
,"Unit 7B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628799,,1050
Thorpe Care Ltd,"Unit 10E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628840,"62 Forest Crescent, Halifax, HX2 8DS",2500
Jewells Of Halifax Ltd,"62 School Lane, Illingworth, Halifax, HX2 9QW",68504062,"17 Woodville Street, Lee Mount, Halifax, HX3 5BY",4700
Northlight Studios Ltd,"Unit 6 First Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196757,,7600
Moorcock Norland Ltd,"Moorcock Inn, Moor Bottom Lane, Norland, Sowerby Bridge       HX6 3RP",77360700,,7000
James Melia Photographers Ltd,"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",77196003,"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",2800
Curry Chef (Yorkshire) Ltd,"85A Highfield Road, Rastrick, Brighouse, HD6 3JA",29328702,,2750
,"37 Burnley Road, Todmorden, OL14 7BU",78076037,,4850
,"Riverside Works, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276710,,4600
,"Arden Works, Fenton Road, Halifax, HX1 3SN",65072719,,8500
,"The Conservatory Village, Burnley Road, Halifax, HX2 7LW",64444702,,3800
Vizbox Enclosures Ltd,"Unit 1, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160753,"Unit 1, Topland Country Busihess Park, Cragg Road, Mytholmroyd, HX7 5RU",2650
,"Shibden Hall Road, Halifax, HX3 8PJ",68556700,,4100
The Supply People Ltd,"5 Victoria Street, West Vale, Halifax, HX4 8DF",69204705,,4550
,"Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452736,,1050
,"Lower Underbank, Charlestown, Hebden Bridge, HX7 6PH",76344700,,6200
Passion For Support Ltd,"3A Victoria Road, Elland, HX5 0AB",56244725,,2250
,"3 Victoria Road, Elland, HX5 0AB",56244724,,3700
Omnis Data Limited,"1ST Flr, Lower Calder House, The Wharf, Sowerby Bridge, HX6 2AG",77124703,,6200
Beard Enterprises Ltd,"Beard Enterprises, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420730,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",8000
Jowett Stone Ltd,"The Stone Yard, Stansfield House, Shay Lane, Halifax              HX2 9AD",68536771,"The Stone Yard, Stansfield House, Shay Lane, Halifax, HX2 9AD",6000
,"13-15 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76252824,,5100
,"4 Westgate, Halifax, HX1 1DJ",69400004,,4250
Damson Brook Ltd,"Unit 2, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",78416716,"3 Featherstall Square, Littleborough, OL15 8HD",1900
Strategic Pre-Clinical Product Development Ltd,"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",64788705,,2275
,"204 Queens Road, Halifax, HX1 4NE",68308204,,2950
,"Basement Rear, 33 Rochdale Road, Todmorden, OL14 7LA",78400854,,2425
Personal Taste Ltd,"Unit 11 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560728,"Hawkestone House, Valley Road, Hebden Bridge, HX7 7BL",3450
,"Unit 8, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076747,,6100
,"Unit 4 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560721,,1375
,"Unit 1 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560718,,1375
Kura House Ltd,"51 Towngate, Northowram, Halifax, HX3 7EG",69084051,,1925
Aph Elixir Hscc Ltd,"Third Floor, 18 Silver Street, Halifax, HX1 1HS",68580714,"1 Central Street, Halifax, HX1 1HU",9000
Ploughcroft Ltd,"Whitehall Chambers, Halifax Road, Hipperholme, Halifax             HX3 8EN",65232707,,7400
,"Office 23, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452744,,1650
,"Unit 6 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636719,,1625
,"Unit 1, 561 Gibbet Street, Halifax, HX2 0AL",65164891,,6800
Holmfield Cast Stone Ltd,"Unit 1, Old Elegant Stone Works, Holdsworth Road, Holmfield            HX2 9TN",65344968,,11750
,"Unit 2A Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",76256761,,2650
Saturn Services (Uk) Ltd,"Unit 8A White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344824,"217 Long Lane, Wheatley, Halifax, HX2 0UZ",870
,"Physio Area A, Todmorden Sports Centre, Ewood Lane, Todmorden           OL14 7DF",78152717,,2200
,"16 Water Street, Todmorden, OL14 5AB",78508016,,2200
,"11 Halifax Road, Todmorden, OL14 5AG",78192011,,7900
D P Design Holdings Limited,"Unit 8A Woodman Works, South Lane, Elland, HX5 0PA",56220739,"11 Woodside View, West Vale, HX4 8BP",4700
,"Unit 1A Orchard Business Prk, Scout Road, Mytholmroyd, Hebden Bridge        HX7 5HZ",76468723,,5100
,"4A Orchard Business Park, Scout Road, Mytholmroyd, Hebden Bridge        HX7 5HZ",76468721,,6900
Junamoon Ltd,"Units 1A & 1B, Brier Hey, Burnley Road, Mytholmroyd          HX7 5PF",76068702,,8600
Fast Lane (Yorkshire) Ltd,"Unit 4D, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160800,,3600
Rmg Services Ltd,"Unit 2B Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU",76160819,,8700
Thompson & Hudson Wire Machinery,"Thompson & Hudson, Atlas Mill Road, Brighouse, HD6 1ES",29032742,"Atlas Mill Road, Brighouse, HD6 1ES",9000
,"Swan Bank Retreat, Swine Market Lane, Cragg Vale, Hebden Bridge        HX7 5TB",76676702,,2800
Faulkner Moulds Ltd,"Units 8 & 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",56196770,"Unts 8 & 9, Wellington Business Park, Quebec Street, Elland, HX5 9BX",7500
,"The Boiler House, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256788,,850
Firth Carpets & Flooring Ltd,"Suite A 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ",29084851,"Fao Michael J Rooney, 39 Woodhouse Lane, Brighouse, HD6 3TH",4200
Kgs Recruitment Service Ltd,"Suite B 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ",29084854,"Suite B, 1st Floor Clifton Mills, Bradford Road, Brighouse, HD6 4EJ",1675
Epic Asbestos Solutions Ltd,"Suite E 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ",29084849,,7200
Energy Unique Ltd,"Suite F 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ",29084850,"Suite F 1st Floor, Clifton Mills, Bradford Road, Brighouse, HD6 4EJ",4650
Quantum Chambers Law Ltd,"27/29 New Hey Road, Brighouse, HD6 3LP",29432027,,6300
Independent Living Project Ltd,"Thornton House, 14 Prescott Street, Halifax, HX1 2LG",68280716,"5 Lilac Close, Brighouse, HD6 1RQ",9900
,"Brighouse Motorcycles, Mill Lane, Brighouse, HD6 1PN",29420754,,4150
,"South Howcans Farm, Howcans Lane, Boothtown, Halifax              HX3 6UD",65396701,,5400
,"7 Halifax Road, Todmorden, OL14 5AG",78192007,,7700
Bamboo Bear Global Ltd,"Unit 3A, South Street, Halifax, HX1 2EL",68640716,"Unit 2/3a South Street, Halifax, HX1 2EL",6700
Julie Simcock Ltd,"Shop 2 Croft Mill, Hebden Bridge, HX7 8AS",76673701,"The Hollies, Hall Bank Lane, Mytholmroyd, HX7 5HQ",6800
Ashanti Ltd,"Unit 2E, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",65232768,"Hipperholme Business Park, Halifax Road, Hipperholme, Halifax, HX3 8ER",2075
,"16 Holme Buildings, Denholmegate Road, Hipperholme, Halifax              HX3 8LJ",64812711,,2550
Pjp Development Services (Halifax) Ltd,"Suite A4 1ST Floor, Empire House, Mulcture Hall Road, Halifax              HX1 1SP",65900719,,2175
G.H.P Ltd,"Suite A2 1ST Floor, Empire House, Mulcture Hall Road, Halifax              HX1 1SP",65900720,"Empire House, Mulcture Hall Road, Halifax, HX1 1SP",2550
,"Unit 4F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628806,,3000
,"12 Carr House Road, Shelf, Halifax, HX3 7QY",64500012,,4600
Chris Thorpe Graphic Design Ltd,"Unit 18I, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628867,,1075
,"9 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476009,,3250
,"20 Lord Street, Halifax, HX1 5AE",65676020,,2550
,"Unit 5, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ",76552765,,7600
Site Computers Ltd,"Units 8D & 8E, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",76156736,"Woodville, Cragg Vale, Hebden Bridge, HX7 5TA",5300
,"Prospect Inn, 1 Cow Royd Place, Halifax, HX3 6JR",64708700,,3700
Pathway Software (Uk) Ltd,"Office Suite D205, Dean Clough Mills, Halifax, HX3 5AX",64788830,"Office Suite E323, Dean Clough Mills, Halifax, HX3 5AX",1650
,"Cafe At The Wellbeing Centre, 2 Briggate, Elland, HX5 9DP",56020716,,4850
Ogden Otters Ltd,"Ogden Hall, 24 Causeway Foot, Halifax, HX2 8YB",64516712,"Ogden Hall, 24 Causeway Foot, Halifax, HX2 8YB",10000
,"194 Savile Park Road, Halifax, HX1 2XP",68472732,,5900
Pure Pet Food Ltd,"Unit 6 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444765,,9500
,"Illingworth Moor Post Office, Illingworth Road, Halifax, HX2 9DL",65424702,,6700
,"Unit 2 Moorlea Garage, Albert Road, Halifax, HX2 0DF",64040748,,3100
V1 Engineering Ltd,"Unit 12, Mill Lane, Boothtown, Halifax              HX3 6TR",65808773,"Unit 12, Mill Lane, Boothtown, Halifax, HX3 6TR",5600
,"Unit 13, Asquith Bottom Mills, Ridge Street, Sowerby Bridge       HX6 3BS",77024711,,5000
,"Unit 3 Moorlea Garage, Albert Road, Halifax, HX2 0DF",64040749,,4800
,"Unit 4, 148/150 Hanson Lane, Halifax, HX1 5PQ",65264812,,8300
,"Unit 3, 148/150 Hanson Lane, Halifax, HX1 5PQ",65264811,,9600
,"Unit 5 First Floor, 148/150 Hanson Lane, Halifax, HX1 5PQ",65264813,,6200
,"Unit 3, Farrar Mill Yard, Farrar Mill Lane, Halifax              HX3 9EU",65068713,,5800
G B Kits Ltd,"Suite 3 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400727,,1075
Craggs Environmental Ltd,"Unit 1B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400730,,7400
John Crossley And Sons Limited,"Unit A1A/A1B, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",68132770,"1 Howcans Lane, Halifax, HX3 6UD",3700
,"33A Keighley Road, Halifax, HX2 8BA",65484754,,2325
Mellor And Cross Limited,"Hinchcliffe Arms, Cragg Vale, Hebden Bridge, HX7 5TA",76164701,,7300
Court Boutique Ltd,"4 Cross Hills, Halifax, HX1 1XQ",64716004,,2350
,"4/8 Hope Street, Hebden Bridge, HX7 8AG",76300004,,3500
Vama Kitchens Ltd,"Unit B7, Tenterfield Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448712,,4300
,"176 King Cross Road, Halifax, HX1 3LN",65516176,,3150
Cragg Cakes Ltd,"10C & 10D, Topland Country Bus Pk, Cragg Road, Mytholmroyd",76160824,"Unit 10C/10D, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",7700
,"2ND Floor, 8 Hopwood Lane, Halifax, HX1 5HW",64242829,,1575
D3GOV Ltd,"Gf & Basement, 8 Hopwood Lane, Halifax, HX1 5HW",64242008,"57 Oxley Road, Huddersfield, HD2 1NT",4750
,"First Floor Rear, 8 Hopwood Lane, Halifax, HX1 5HW",64242828,,1600
Horizon Auto Spares Ltd,"Unit 10 & 11, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",29084855,"Units 10 & 11, Branxholme Estate, Bradford Road, Brighouse, HD6 4EA",10500
,"Unit 9, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",64236706,,2125
,"Holmfield Auto Spares Ltd, Holdsworth Road, Halifax, HX3 6SN",65344514,,7200
,"Victoria Street, Greetland, Halifax, HX4 8DF",69204700,,1800
,"196 Savile Park Road, Halifax, HX1 2XP",68472196,,4050
,"First Floor Store, 150 Jubilee Road, Halifax, HX3 9LL",65958705,,5000
,"18 Water Street, Todmorden, OL14 5AB",78508018,,2450
,"14 Wade House Road, Shelf, Halifax, HX3 7PB",69216014,,4250
John Macklin Ltd,"Unit 14 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500760,"Stansfield Hall Nurserycottage, Stansfield Hall Road, Todmorden, Lancs, OL14 8BQ",2800
,"Unit 1.01, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344983,,970
Ayup Digital Ltd,"Unit 13 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500762,"Unit 13, The Town Hall, St George's Street, Hebden Bridge, HX7 7BY",3400
,"Unit 12 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500761,,2050
,"Unit K, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",64242832,,4600
,"Unit B4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448741,,3750
,"Unit 1, Holby Business Park, West Street, Sowerby Bridge       HX6 3BT",76648757,,7600
Simply Moving And Sleeping Ltd,"Unit 5H Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400733,"Suite 5H, Craggs Country Business Park, New Road, Cragg Vale, Hebden Bridge, HX7 5TT",5200
Desire Wealth Management Ltd,"Suite 1 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400717,"Bury Lodge, Bury Road, Stowmarket, Suffolk, IP14 1JA",2325
,"Office 17 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452732,,1100
,"2 Abbey Walk South, Halifax, HX3 0AP",64016002,,3750
,"Unit 8B, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU",76156721,,3700
,"Unit 17, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160770,,2650
,"Unit 14 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560731,,3450
,"Unit 2, Upper Bonegate, Brighouse, HD6 1RT",29592700,,8000
,"Unit 19, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",65600715,,5400
,"Gauxholme Mill, Bacup Road, Todmorden, OL14 7PN",78024700,,2700
,"22 Rochdale Road, Todmorden, OL14 7LD",78400022,,3900
White Rabbit3 Ltd,"1 White Hart Fold, Todmorden, OL14 7BD",78524704,,4200
,"24 Waterhouse Street, Halifax, HX1 1UQ",69304024,,3050
,"Market Stall 129-130, Market Hall, Borough Market, Halifax             HX1 1DZ",64288768,,4700
,"Ground Floor, 10A Wade House Road, Shelf, Halifax              HX3 7PE",69216735,,3850
Ys Parcels Ltd,"Unit 8 Victoria Park, Lightowler Road, Halifax, HX1 5ND",65626711,"Fao Yvonne Serrant, Apartment 314 Valley Mill, Park Road, Elland, HX5 9GZ",8200
,"Hollins Top Workshop, Lee Wood Road, Hebden Bridge, HX7 7EQ",76332700,,650
Noonstone Ltd,"Unit 10B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160790,"Unit 10b, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",6600
,"47/49 Crown Street, Halifax, HX1 1JB",64756047,,10000
,"Office, 34 Walnut Street, Halifax, HX1 5JB",69256725,,3400
,"Unit 11, Hillas Ind Estate, Walker Lane, Sowerby Bridge, HX6 2AR",77632722,,3650
,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",76224700,,3250
Nicsol Limited,"Quebec Street, Elland, HX5 9BX",56196722,"199 Roundhay Road, Leeds, LS8 5AN",9500
,"168 King Cross Road, Halifax, HX1 3LN",65516168,,3000
,"1ST & 2ND Flrs, 32 Clare Road, Halifax, HX1 2HX",64584802,,8400
,"Unit 4C, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160804,,3650
Metropolis Interiors Ltd,"Unit 4E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160799,"Registered Office, 17 Burnley Road, Mytholmroyd, HX7 5LH",3600
W J North Ltd,"Yard 1 & 2 Rosemount Estate, Huddersfield Road, Elland, HX5 9DW",56132815,,9900
Make That Change Ltd,"Office Suite D107, Dean Clough Mills, Halifax, HX3 5AX",64296734,,1325
Urban Food Ltd,"First Floor Front, 8 Hopwood Lane, Halifax, HX1 5HW",64242827,"Registered Office, 71-75 Shelton Street, Covent Garden, London, WC2H 9JQ",2800
