Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,20/04/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/04/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V001002228
ROCHDALE BOROUGH COUNCIL,26/04/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,26/04/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V001002229
ROCHDALE BOROUGH COUNCIL,20/04/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/04/2016,730.03,FOSTER PARENTS BASIC ALLOWANCE,V001002230
ROCHDALE BOROUGH COUNCIL,26/04/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,26/04/2016,730.03,FOSTER PARENTS BASIC ALLOWANCE,V001002231
ROCHDALE BOROUGH COUNCIL,20/04/2016,CHILDREN’S SOCIAL CARE,CAMBIAN CHILDCARE LIMITED,20/04/2016,12400,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001002232
ROCHDALE BOROUGH COUNCIL,20/04/2016,CHILDREN’S SOCIAL CARE,YOUNG FOUNDATIONS LTD,20/04/2016,3541.71,FOSTER PARENTS BASIC ALLOWANCE,V001002234
ROCHDALE BOROUGH COUNCIL,27/04/2016,EARLY HELP AND SCHOOLS,PULSE HEALTHCARE LTD,27/04/2016,1153.44,HOME CARE - CHILDRENS SERVICES,V001002235
ROCHDALE BOROUGH COUNCIL,20/04/2016,CHILDREN’S SOCIAL CARE,WINGS SCHOOL EDUCATION LTD,20/04/2016,36883,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001002261
ROCHDALE BOROUGH COUNCIL,20/04/2016,CHILDREN’S SOCIAL CARE,STOCKPORT PSYCHOLOGY SERVICES LIMITED,20/04/2016,614.23,MEDICAL FEES,V001002271
ROCHDALE BOROUGH COUNCIL,20/04/2016,CHILDREN’S SOCIAL CARE,STOCKPORT PSYCHOLOGY SERVICES LIMITED,20/04/2016,612.3,MEDICAL FEES,V001002275
ROCHDALE BOROUGH COUNCIL,28/04/2016,EARLY HELP AND SCHOOLS,BACK CARE SOLUTIONS LIMITED,28/04/2016,720.18,EQUIPMENT - GENERAL,V001002276
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,20/04/2016,666.12,CONTRACTED SERVICES,V001002281
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,AINSWORTH AND PARKINSON LTD,20/04/2016,4900,PROJECTS,V001002282
ROCHDALE BOROUGH COUNCIL,29/04/2016,EARLY HELP AND SCHOOLS,MOTT MACDONALD LIMITED,29/04/2016,1567.7,CONSULTANTS FEES,V001002283
ROCHDALE BOROUGH COUNCIL,20/04/2016,PUBLIC HEALTH,PUBLIC HEALTH CROYDON,20/04/2016,500,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V001002285
ROCHDALE BOROUGH COUNCIL,20/04/2016,EARLY HELP AND SCHOOLS,BELMONT PRIMARY SCHOOL,20/04/2016,600,INDEPENDENT UNITS,V001002286
ROCHDALE BOROUGH COUNCIL,20/04/2016,PROPERTY AND HIGHWAYS,BALFOUR BEATTY  LIVING PLACES,20/04/2016,152171.36,TRANSACTIONS-EXPENDITURE,V001002292
ROCHDALE BOROUGH COUNCIL,20/04/2016,PROPERTY AND HIGHWAYS,BALFOUR BEATTY  LIVING PLACES,20/04/2016,760856.78,TRANSACTIONS-EXPENDITURE,V001002292
ROCHDALE BOROUGH COUNCIL,27/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,PROBRUSH,27/04/2016,1165.5,EQUIPMENT - GENERAL,V001002303
ROCHDALE BOROUGH COUNCIL,27/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,PROBRUSH,27/04/2016,2123.86,EQUIPMENT - GENERAL,V001002303
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,20/04/2016,12901.25,HOME CARE - ADULT SERVICES,V001002309
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,CALDERDALE HOMECARE LIMITED,20/04/2016,6716.52,HOME CARE - ADULT SERVICES,V001002310
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,CARE 4 U,20/04/2016,8632.66,HOME CARE - ADULT SERVICES,V001002311
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,CAREWATCH CARE SERVICES LTD,20/04/2016,5092.63,HOME CARE - ADULT SERVICES,V001002312
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,20/04/2016,4681.8,HOME CARE - ADULT SERVICES,V001002313
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,20/04/2016,12437.5,HOME CARE - ADULT SERVICES,V001002314
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,20/04/2016,2904.55,HOME CARE - ADULT SERVICES,V001002315
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,20/04/2016,2684.45,HOME CARE - ADULT SERVICES,V001002316
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,DIRECT HEALTH UK LTD,20/04/2016,2361.96,HOME CARE - ADULT SERVICES,V001002317
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,20/04/2016,2407.44,ASSESSMENT CARE,V001002318
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,20/04/2016,2407.44,ASSESSMENT CARE,V001002319
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,GRACE LIVE IN CARERS,20/04/2016,1402.49,HOME CARE - ADULT SERVICES,V001002320
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,20/04/2016,2407.44,ASSESSMENT CARE,V001002321
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,20/04/2016,2654.1,ASSESSMENT CARE,V001002322
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,20/04/2016,2407.44,ASSESSMENT CARE,V001002323
ROCHDALE BOROUGH COUNCIL,28/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/04/2016,2407.44,SHORT TERM CARE - RESIDENTIAL,V001002324
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,20/04/2016,2407.44,ASSESSMENT CARE,V001002325
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,20/04/2016,2654.1,ASSESSMENT CARE,V001002326
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,20/04/2016,2693.1,SHORT TERM CARE - RESIDENTIAL,V001002327
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,20/04/2016,2407.44,SHORT TERM CARE - RESIDENTIAL,V001002328
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,20/04/2016,1769.4,ASSESSMENT CARE,V001002329
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,20/04/2016,687.84,SHORT TERM CARE - RESIDENTIAL,V001002330
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,HOMECARE SUPPORT,20/04/2016,3465.29,HOME CARE - ADULT SERVICES,V001002331
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,20/04/2016,2006.2,SHORT TERM CARE - RESIDENTIAL,V001002332
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,HG CARE SERVICES LIMITED,20/04/2016,2662.85,HOME CARE - ADULT SERVICES,V001002333
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,HOMECARE4U LTD,20/04/2016,5739.55,HOME CARE - ADULT SERVICES,V001002334
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,20/04/2016,3209.92,ASSESSMENT CARE,V001002337
ROCHDALE BOROUGH COUNCIL,28/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/04/2016,515.88,SHORT TERM CARE - RESIDENTIAL,V001002338
ROCHDALE BOROUGH COUNCIL,22/04/2016,COLLECTION FUND,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,22/04/2016,52581,TRANSACTIONS-EXPENDITURE,V001002340
ROCHDALE BOROUGH COUNCIL,22/04/2016,COLLECTION FUND,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,22/04/2016,255271,TRANSACTIONS-EXPENDITURE,V001002340
ROCHDALE BOROUGH COUNCIL,25/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,G M WASTE DISPOSAL AUTHORITY,25/04/2016,1248800,WASTE DISPOSAL LEVY,V001002341
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE AND DISTRICT DISABLED ACTION GRP,20/04/2016,6775,GRANTS TO THE VOLUNTARY SECTOR,V001002342
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,STEPPING STONE PROJECT ROCHDALE LTD,20/04/2016,13000,CONTRACTED SERVICES,V001002343
ROCHDALE BOROUGH COUNCIL,22/04/2016,COLLECTION FUND,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,22/04/2016,683124,TRANSACTIONS-EXPENDITURE,V001002344
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,THE MEARS GROUP,20/04/2016,895.75,HOME CARE - ADULT SERVICES,V001002346
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,PREMIER CARE,20/04/2016,10892.88,HOME CARE - ADULT SERVICES,V001002347
ROCHDALE BOROUGH COUNCIL,20/04/2016,PHYSICAL DIS & OLDER PEOPLE,SEVACARE,20/04/2016,13316.18,HOME CARE - ADULT SERVICES,V001002349
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ELLENROAD TRUST,20/04/2016,2000,ACTIVITIES,V001002350
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON BAND,20/04/2016,10993,GRANTS TO OTHER BODIES,V001002351
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,S A AUTO CENTRE LTD,20/04/2016,750,GRANTS TO THE NON VOLUNTARY SECTOR,V001002352
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,20/04/2016,1500,GRANTS TO THE NON VOLUNTARY SECTOR,V001002353
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,20/04/2016,1875,GRANTS TO THE NON VOLUNTARY SECTOR,V001002354
ROCHDALE BOROUGH COUNCIL,21/04/2016,PROPERTY AND HIGHWAYS,F BRIERLEY & SON LIMITED,21/04/2016,940,TRANSACTIONS-EXPENDITURE,V001002355
ROCHDALE BOROUGH COUNCIL,21/04/2016,PROPERTY AND HIGHWAYS,F BRIERLEY & SON LIMITED,21/04/2016,1040,TRANSACTIONS-EXPENDITURE,V001002356
ROCHDALE BOROUGH COUNCIL,21/04/2016,PROPERTY AND HIGHWAYS,F BRIERLEY & SON LIMITED,21/04/2016,1870,TRANSACTIONS-EXPENDITURE,V001002357
ROCHDALE BOROUGH COUNCIL,21/04/2016,ECONOMY DIRECTORATE,KIRSTY RHIND,21/04/2016,4200,CONSULTANT FEES,V001002358
ROCHDALE BOROUGH COUNCIL,21/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,DELMATIC LIGHTING MANAGEMENT,21/04/2016,1336.2,PROPERTY - WORKS ELEMENT,V001002359
ROCHDALE BOROUGH COUNCIL,21/04/2016,PROPERTY AND HIGHWAYS,WINTON FLOORING LIMITED,21/04/2016,1799.6,TRANSACTIONS-EXPENDITURE,V001002360
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,791.15,RENT ALLOWS-PRIVATE TENANTS ST,V001002364
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,614.84,RENT ALLOWS-PRIVATE TENANTS ST,V001002374
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,1224.58,RENT ALLOWS-PRIVATE TENANTS ST,V001002376
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,692.72,RENT ALLOWS-PRIVATE TENANTS ST,V001002382
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,683.52,RENT ALLOWS-PRIVATE TENANTS ST,V001002389
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,1456.5,RENT ALLOWS-PRIVATE TENANTS ST,V001002392
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,1584.6,RENT ALLOWS-PRIVATE TENANTS ST,V001002400
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,579.72,RENT ALLOWS-PRIVATE TENANTS ST,V001002401
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,1027.2,RENT ALLOWS-PRIVATE TENANTS ST,V001002402
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,726.63,RENT ALLOWS-PRIVATE TENANTS ST,V001002403
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,1209.08,RENT ALLOWS-PRIVATE TENANTS ST,V001002404
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,686.56,RENT ALLOWS-PRIVATE TENANTS ST,V001002405
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,618.42,RENT ALLOWS-PRIVATE TENANTS ST,V001002410
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,519.25,RENT ALLOWS-PRIVATE TENANTS ST,V001002411
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,587.37,RENT ALLOWS-PRIVATE TENANTS ST,V001002413
ROCHDALE BOROUGH COUNCIL,20/04/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,20/04/2016,1079.82,RENT ALLOWS-PRIVATE TENANTS ST,V001002414
ROCHDALE BOROUGH COUNCIL,21/04/2016,PHYSICAL DIS & OLDER PEOPLE,PRIESTLEYS JOINERS,21/04/2016,632.1,ADAPTATIONS,V001002438
ROCHDALE BOROUGH COUNCIL,29/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,WELL INFORMED LTD,29/04/2016,615,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001002460
ROCHDALE BOROUGH COUNCIL,21/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,21/04/2016,689.21,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001002461
ROCHDALE BOROUGH COUNCIL,21/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,21/04/2016,572.84,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001002462
ROCHDALE BOROUGH COUNCIL,26/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,26/04/2016,529.88,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001002467
ROCHDALE BOROUGH COUNCIL,26/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,26/04/2016,713.38,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001002471
ROCHDALE BOROUGH COUNCIL,26/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,26/04/2016,575.61,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001002475
ROCHDALE BOROUGH COUNCIL,26/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,26/04/2016,629.55,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001002477
ROCHDALE BOROUGH COUNCIL,21/04/2016,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,21/04/2016,2327.4,HOME CARE - ADULT SERVICES,V001002480
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,525.16,FOSTER PARENTS BASIC ALLOWANCE,V001002481
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001002481
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V001002482
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002483
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002483
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V001002484
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001002485
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001002491
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,827.64,PROFESSIONAL FEES,V001002491
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001002492
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V001002493
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V001002496
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,613.32,FOSTER PARENTS BASIC ALLOWANCE,V001002498
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001002499
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002501
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002501
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V001002510
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,587.66,FOSTER PARENTS BASIC ALLOWANCE,V001002518
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,-608.62,FOSTER PARENTS BASIC ALLOWANCE,V001002522
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,540,FOSTER PARENTS BASIC ALLOWANCE,V001002522
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,595.71,FOSTER PARENTS BASIC ALLOWANCE,V001002522
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,600,FOSTER PARENTS BASIC ALLOWANCE,V001002522
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,600,FOSTER PARENTS BASIC ALLOWANCE,V001002522
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,680.96,SUBSIDISED ADOPTERS PMTS,V001002524
ROCHDALE BOROUGH COUNCIL,22/04/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,22/04/2016,827.64,CONTRACTS,V001002525
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002532
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002532
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002532
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,627.96,FOSTER PARENTS BASIC ALLOWANCE,V001002535
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,1017.42,FOSTER PARENTS BASIC ALLOWANCE,V001002535
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,537.12,SUBSIDISED ADOPTERS PMTS,V001002537
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,543.98,FOSTER PARENTS BASIC ALLOWANCE,V001002539
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002540
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002540
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001002543
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,990.6,SUBSIDISED ADOPTERS PMTS,V001002546
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002548
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002548
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001002548
ROCHDALE BOROUGH COUNCIL,25/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,G4S SECURE SOLUTIONS UK  LTD,25/04/2016,770,SECURITY,V001002551
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001002552
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,827.64,PROFESSIONAL FEES,V001002555
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,927.08,SUBSIDISED ADOPTERS PMTS,V001002560
ROCHDALE BOROUGH COUNCIL,22/04/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,22/04/2016,914.96,FOSTER PARENTS BASIC ALLOWANCE,V001002561
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001002578
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001002586
ROCHDALE BOROUGH COUNCIL,22/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/04/2016,827.64,PROFESSIONAL FEES,V001002591
