PLACE-REF,Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
4090075529,,4608,O,0,,0,0,0,,0,,0,0,MT1,9600,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,03/04/1997,GMN 0130,HOULDSWORTH MILL,HOULDSWORTH STREET,REDDISH,STOCKPORT,SK5 6DA,COMMUNICATION STATION AND PREMISES
4776110009,,2880,O,0,,0,0,0,,0,,0,0,MT1,6000,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,01/04/2002,SITE GMN0313,CROWN WORKS,KENWOOD ROAD,STOCKPORT,,SK5 6NE,COMMUNICATION STATION AND PREMISES
5636001009,,5760,O,0,,0,0,0,,0,,0,0,MT1,12000,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,17/08/1992,ORANGE (GMN0088),LUDLOW TOWERS,MOAT WALK,BRINNINGTON,STOCKPORT,SK5 8JL,COMMUNICATION STATION AND PREMISES
6519000029,,5760,O,0,,0,0,0,,0,,0,0,MT1,12000,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,14/06/1994,ORANGE SITE GMN 0047 ROOF OF,MATERNITY BLOCK STEPPING HILL HOSPITAL,POPLAR GROVE,STEPPING HILL,STOCKPORT,SK2 7JE,COMMUNICATION STATION AND PREMISES
7376051029,,5640,V,5792.75,TM,0,152.75,0,,0,,0,0,MT1,11750,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,01/11/1993,SITE NO GMN0091,ROOF OF LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,COMMUNICATION STATION AND PREMISES
7887079009,,2784,O,0,,0,0,0,,0,,0,0,MT1,5800,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,01/01/2013,ORANGE (GMN0356) AT,RIDGE FARM,THE RIDGE,MARPLE,STOCKPORT,SK6 7ER,COMMUNICATION STATION AND PREMISES
8105501019,,4608,O,0,,0,0,0,,0,,0,0,MT1,9600,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,30/04/1993,TRANSMITTER GMN0090 AT,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,COMMUNICATION STATION AND PREMISES
8359309529,,5880,O,0,,0,0,0,,0,,0,0,MT1,12250,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,25/11/1997,ORANGE (GMN 0127),ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,STOCKPORT,SK2 6NG,COMMUNICATION STATION AND PREMISES
8420000009,,3360,O,0,,0,0,0,,0,,0,0,MT1,7000,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,01/04/2002,SITE GMN 0910 ADJ,TARMAC CENTRAL LTD,WHITEFIELD ROAD,BREDBURY,STOCKPORT,SK6 2QR,COMMUNICATION STATION AND PREMISES
8576906019,,1344,V,1380.4,TM,0,36.4,0,,0,,0,0,MT1,2800,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,25/10/2000,GMN7066 ADJ CHEADLE ROYAL ROUNDABOUT,ROYAL CRESCENT,WILMSLOW ROAD,CHEADLE,,SK8 3DF,COMMUNICATION STATION AND PREMISES
9652001009,,5640,O,0,,0,0,0,,0,,0,0,MT1,11750,ORANGE P C S  LTD,GVA GRIMLEY LTD,PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,,B2 2UY,01/04/1995,ORANGE SITE GMN 0087 ROOF OF,NORRIS TOWERS,HEATON NORRIS,STOCKPORT,,SK4 1SU,COMMUNICATION STATION AND PREMISES
5595016009,,16680,O,0,,0,451.75,0,,0,,0,0,CS,34750,ORANGE RETAIL LTD,35 KINGS HILL AVENUE,WEST MALLING,KENT,,,ME19 4DN,21/01/2002,16 MERSEYWAY,STOCKPORT,,,,SK1 1PJ,SHOP AND PREMISES
185011039,,288,V,295.8,MINRV,0,7.8,0,,0,,0,0,CP1,600,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,18/01/2012,CAR SPACES,12 ASTLEY STREET,HEATON LANE,STOCKPORT,,SK4 1AW,CAR PARKING SPACES
185011049,,288,V,295.8,MINRV,0,7.8,0,,0,,0,0,CP1,600,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,18/01/2012,CAR SPACES,1ST FLOOR,12 ASTLEY STREET,HEATON LANE,STOCKPORT,SK4 1AW,CAR PARKING SPACES
185011059,,1128,V,1158.55,MINRV,0,30.55,0,,0,,0,0,IF3,2350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,18/01/2012,1ST FLOOR,12 ASTLEY STREET,HEATON LANE,STOCKPORT,,SK4 1AW,WORKSHOP AND PREMISES
185011069,,828,V,850.43,MINRV,0,22.43,0,,0,,0,0,IF3,1725,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,18/01/2012,12 ASTLEY STREET,HEATON LANE,STOCKPORT,,,SK4 1AW,WORKSHOP AND PREMISES
2857007019,,41280,V,0,,0,1118,0,,0,,0,0,CO,86000,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,08/08/2014,4TH & 5TH FLOOR,HIGHBANK HOUSE,EXCHANGE STREET,DAW BANK,STOCKPORT,SK3 0ET,OFFICES AND PREMISES
3933200029,,1331.15,V,0,,0,36.05,0,,0,,0,0,CO,7000,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,08/08/2015,2ND FLOOR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933200049,,7080,O,0,,0,0,0,,0,,0,0,CO,14750,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,13/06/2014,PT 3RD FLOOR (FRONT),REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933200199,,173.51,V,178.21,MINRV,0,4.7,0,,0,,0,0,CP1,700,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,07/10/2009,CAR PARKING SPACES 81 & 82,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES (2)
3933200289,,1028.2,V,0,,0,27.85,0,,0,,0,0,CO,5600,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,13/08/2015,PT 2ND FLOOR (FRONT),REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICE AND PREMISES
3933200299,,140,V,143.79,MINRV,0,3.79,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/06/2015,CAR SPACE 98,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE (1)
3933200359,,672,V,690.2,MINRV,0,18.2,0,,0,,0,0,CP1,1400,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,07/10/2014,CAR SPACES 48-51,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES (4)
3933200489,,85.84,V,88.16,MINRV,0,2.32,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,27/09/2015,CAR  SPACE 20,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE (1) AND PREMISES
3933200499,,26400,V,0,,0,715,0,,0,,0,0,CO,55000,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/04/2011,5TH FLR FRONT,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933200509,,21840,O,0,,0,591.5,0,,0,,0,0,CO,45500,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,11/04/2012,5TH FLR REAR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933200529,,85.84,V,88.16,MINRV,0,2.32,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,27/09/2015,CAR SPACE 21,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE AND PREMISES
3933200609,,85.38,V,87.69,MINRV,0,2.31,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,28/09/2015,CAR SPACE 80,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE
3933200649,,504,O,0,,0,0,0,,0,,0,0,CP1,1050,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,28/11/2013,CAR SPACES 8-10,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES
3933200659,,840,O,0,,0,0,0,,0,,0,0,CP1,1750,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,28/11/2013,CAR SPACES 15-19,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES
3933200669,,336,O,0,,0,0,0,,0,,0,0,CP1,700,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,28/11/2013,CAR SPACE 46 & 47,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES
3933200679,,336,V,345.1,MINRV,0,9.1,0,,0,,0,0,CP1,700,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,28/11/2013,CAR SPACES 95 & 96,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES
3933200689,,168,O,0,,0,0,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,28/11/2013,CAR SPACE 79,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE
3933200699,,336,V,345.1,MINRV,0,9.1,0,,0,,0,0,CP1,700,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,28/11/2013,CAR SPACES 37 & 38,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACES
3933200749,,98.23,V,100.89,MINRV,0,2.66,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,31/08/2015,CAR SPACE 7,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE
3933200759,,3087.21,V,0,,0,83.61,0,,0,,0,0,CO,11000,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,31/05/2015,PT 3RD FLR FRONT,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933200929,,475.87,V,0,,0,12.89,0,,0,,0,0,CO,2950,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,31/08/2015,SUITE 8 9TH FLOOR REAR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933201139,,1581.31,V,0,,0,42.83,0,,0,,0,0,CO,13250,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/10/2015,"SUITE 3, PT 8TH FLR FRONT",REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933201149,,632.52,V,0,,0,17.13,0,,0,,0,0,CO,5300,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/10/2015,"SUITE 4, PT 8TH FLR FRONT",REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933999389,,86.75,V,89.1,MINRV,0,2.35,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,25/09/2015,CAR SPACE 72,REGENT HOUSE,HEATON LANE,STOCKPORT,STOCKPORT,SK4 1BS,CAR PARKING SPACE (1)
3933999409,,2760,V,0,,0,74.75,0,,0,,0,0,CO,15250,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,15/08/2015,PT 1ST FLOOR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933999609,,1704,V,0,,0,46.15,0,,0,,0,0,CO,3550,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,23/10/2013,1ST FLOOR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICE AND PREMISES
3933999639,,1384.92,V,0,,0,37.51,0,,0,,0,0,CO,8000,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,21/08/2015,PT 1ST FLOOR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933999809,,1053.11,V,0,,0,28.52,0,,0,,0,0,CO,5500,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,07/08/2015,SUITE 8 1ST FLR REAR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933999819,,4560,V,0,,0,123.5,0,,0,,0,0,CO,9500,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/06/2014,PT 1ST FLR REAR,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
7393232509,,672,O,0,,0,0,0,,0,,0,0,CP1,1400,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,03/01/2013,CAR SPACES 30 - 33,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
7393232639,,236.85,V,243.26,MINRV,0,6.41,0,,0,,0,0,CP1,1050,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,12/10/2015,CAR SPACES 13-15,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
7393234229,,2496,V,0,,0,67.6,0,,0,,0,0,CO,5200,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/12/2014,SUITE T GROUND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
7393234249,,2464.52,V,0,,0,66.75,0,,0,,0,0,CO,5400,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,19/01/2015,SUITES A1 & A2 GROUND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
7393234299,,8200,V,0,,0,222.08,0,,0,,0,0,CO,20500,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/03/2015,PART GROUND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
7884009029,,5760,V,0,,0,156,0,,0,,0,0,CW3,12000,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,12/11/2012,1ST FLOOR OVER 9-12,THE SHOPPING CENTRE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5BB,STORE AND PREMISES
8358002539,,168,O,0,,0,0,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/04/2012,CAR SPACE 27,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,CAR PARKING SPACE
8358002549,,168,O,0,,0,0,0,,0,,0,0,CP1,350,ORBIT DEVELOPMENTS (M/CR) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/04/2012,CAR SPACE 28,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,CAR PARKING SPACE
715010079,,33120,O,0,,0,897,0,,0,,0,0,CO,69000,ORBIT DEVELOPMENTS LTD,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,,SK9 7LF,28/02/2005,AT PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0XN,OFFICES & PREMISES
3370002629,,1028.72,V,1056.58,3MTHS,0,27.86,0,,0,,0,0,CO,5300,ORBIT DEVELOPMENTS LTD,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,,SK9 7LF,05/11/2015,LEFT SUITE 1ST FLR,READON HOUSE,2A GATLEY ROAD,CHEADLE,,SK8 1PY,OFFICES AND PREMISES
3933999189,,972,O,0,,0,0,0,,0,,0,0,CO,2025,ORBIT DEVELOPMENTS LTD,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,,SK9 7LF,01/04/1990,OFFICE GROUND FLOOR,HEATON LANE,STOCKPORT,,,SK4 1BS,OFFICES AND PREMISES
7884016019,,1248,V,0,,0,33.8,0,,0,,0,0,CO,2600,ORBIT DEVELOPMENTS LTD,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,,SK9 7LF,01/04/1990,16 THE PRECINCT,STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5BB,OFFICES AND PREMISES
715010229,,30880,V,0,,0,836.33,0,,0,,0,0,CO,193000,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/09/2015,3RD FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,OFFICES AND PREMISES
715010239,,2280,V,0,,0,61.75,0,,0,,0,0,CP1,14250,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/09/2015,CAR SPACES (95),PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,CAR PARKING SPACE(S)
715010469,,720,V,739.5,MINRV,0,19.5,0,,0,,0,0,CP1,1500,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/03/2012,CAR PSACES (10),PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,CAR PARKING SPACES
715010489,,360,V,369.75,MINRV,0,9.75,0,,0,,0,0,CP1,750,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,02/04/2012,CAR SPACES (5) (VACANT PT 1ST FLOOR),PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,CAR PARKING SPACE AND PREMISES
2857001399,,1680,V,0,,0,45.5,0,,0,,0,0,CP1,3500,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,30/11/2014,CARS SPACES (10),APPLICON/HIGHBANK HOUSE,EXCHANGE STREET,DAW BANK,STOCKPORT,SK3 0EY,CAR PARKING SPACE AND PREMISES
2857001419,,168,V,172.55,MINRV,0,4.55,0,,0,,0,0,CP1,350,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,30/11/2012,CAR SPACES (1),APPLICON/HIGHBANK HOUSE,EXCHANGE STREET,DAW BANK,STOCKPORT,SK3 0EY,CAR PARKING SPACE AND PREMISES
2857006019,,21480,O,0,,0,581.75,0,,0,,0,0,CO,44750,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,30/11/2014,2ND FLOOR,HIGHBANK HOUSE,EXCHANGE STREET,DAW BANK,STOCKPORT,SK3 0ET,OFFICES AND PREMISES
7195098159,,28480,V,0,,0,771.33,0,,0,,0,0,CO,178000,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,01/09/2015,WELLINGTON HOUSE,ST THOMAS'S PLACE,HIGHER HILLGATE,STOCKPORT,,SK1 3TZ,OFFICES AND PREMISES
7376000509,,816,O,0,,0,0,0,,0,,0,0,CO,1700,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,22/08/2013,SUITE 2E 2ND FLOOR,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,OFFICES AND PREMISES
7376000549,,39.48,V,40.55,MINRV,0,1.07,0,,0,,0,0,CP1,350,ORBIT INVESTMENTS (PROPERTIES) LTD,PROPERTY ACCOUNTING DEPT,ORBIT INVESTMENT (PROP) LTD,EMERSON HOUSE  HEYES LANE,ALDERLEY EDGE,CHESHIRE,SK9 7LF,06/01/2016,CAR SPACE 4A,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,CAR PARKING SPACE
