ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,760.00 ,PERSONAL BUDGETS - MANAGED,V001083803
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,760.00 ,PERSONAL BUDGETS - MANAGED,V001083816
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,760.00 ,PERSONAL BUDGETS - MANAGED,V001083823
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,760.00 ,PERSONAL BUDGETS - MANAGED,V001083842
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,760.00 ,PERSONAL BUDGETS - MANAGED,V001084055
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,760.00 ,PERSONAL BUDGETS - MANAGED,V001084149
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,1076.92 ,PERSONAL BUDGETS - MANAGED,V001083490
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,1120.00 ,PERSONAL BUDGETS - MANAGED,V001083514
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/01/2017,1120.00 ,PERSONAL BUDGETS - MANAGED,V001083884
ROCHDALE BOROUGH COUNCIL,19/01/2017,EARLY HELP AND SCHOOLS,PURE INNOVATIONS LIMITED,19/01/2017,9332.50 ,TRAVELLING GENERAL EXPENSES,V001086874
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,06/01/2017,1741.20 ,RESIDENTIAL LONG TERM,V001081707
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,20/01/2017,1741.20 ,RESIDENTIAL LONG TERM,V001086096
ROCHDALE BOROUGH COUNCIL,09/01/2017,FINANCE SERVICES,RACHEL TEMPLE,09/01/2017,5640.00 ,BUDGET TO BE ALLOCATED,V001082507
ROCHDALE BOROUGH COUNCIL,31/01/2017,EARLY HELP AND SCHOOLS,RAISE THE YOUTH FOUNDATION CIC,31/01/2017,1750.00 ,OTHER EST - SEN PROVISION,V001087957
ROCHDALE BOROUGH COUNCIL,31/01/2017,EARLY HELP AND SCHOOLS,RAISE THE YOUTH FOUNDATION CIC,31/01/2017,19250.00 ,OTHER EST - SEN PROVISION,V001087956
ROCHDALE BOROUGH COUNCIL,10/01/2017,PROPERTY AND HIGHWAYS,RAMBOLL UK LTD,10/01/2017,5942.84 ,MINOR BUILDING WORKS,V001081168
ROCHDALE BOROUGH COUNCIL,26/01/2017,EARLY HELP AND SCHOOLS,RAMILLIES HALL SCHOOL,26/01/2017,2279.55 ,OTHER LA`S - SEN PROVISION,V001089131
ROCHDALE BOROUGH COUNCIL,05/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,RAP SPIDERWEB LTD,05/01/2017,645.00 ,PRINTING & STATIONERY,V001081142
ROCHDALE BOROUGH COUNCIL,27/01/2017,FINANCE CONTROL,RBS,27/01/2017,6048.37 ,TRANSACTIONS-EXPENDITURE,V001089896
ROCHDALE BOROUGH COUNCIL,20/01/2017,FINANCE CONTROL,RBS,20/01/2017,14168.41 ,TRANSACTIONS-EXPENDITURE,V001088835
ROCHDALE BOROUGH COUNCIL,27/01/2017,FINANCE CONTROL,RBS,27/01/2017,117033.78 ,TRANSACTIONS-EXPENDITURE,V001089892
ROCHDALE BOROUGH COUNCIL,20/01/2017,FINANCE CONTROL,RBS,20/01/2017,208048.19 ,TRANSACTIONS-EXPENDITURE,V001088836
ROCHDALE BOROUGH COUNCIL,12/01/2017,ECONOMY DIRECTORATE,RCD LEAFLETS LTD.,12/01/2017,24000.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001084221
ROCHDALE BOROUGH COUNCIL,19/01/2017,EARLY HELP AND SCHOOLS,REAL TRUST,19/01/2017,604.25 ,CONFERENCE,V001081083
ROCHDALE BOROUGH COUNCIL,18/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,18/01/2017,1203.00 ,ACTIVITIES,V001085373
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082255
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082256
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082259
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082260
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082261
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082262
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082263
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082266
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082267
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082269
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082270
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082271
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082272
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082273
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082275
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082276
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082278
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082279
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082280
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082281
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,534.60 ,DAY CARE,V001082469
ROCHDALE BOROUGH COUNCIL,09/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,09/01/2017,534.60 ,DAY CARE,V001082848
ROCHDALE BOROUGH COUNCIL,11/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,11/01/2017,534.60 ,DAY CARE,V001084155
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,623.70 ,DAY CARE,V001082283
ROCHDALE BOROUGH COUNCIL,17/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/01/2017,891.00 ,DAY CARE,V001085178
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1069.20 ,DAY CARE,V001082257
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1069.20 ,DAY CARE,V001082264
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1069.20 ,DAY CARE,V001082268
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1069.20 ,DAY CARE,V001082274
ROCHDALE BOROUGH COUNCIL,11/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,11/01/2017,1069.20 ,DAY CARE,V001083285
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1247.40 ,DAY CARE,V001082302
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1603.80 ,DAY CARE,V001082258
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1603.80 ,DAY CARE,V001082277
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1692.90 ,DAY CARE,V001082343
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,1871.10 ,DAY CARE,V001082324
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,2272.05 ,DAY CARE,V001082299
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,2984.85 ,DAY CARE,V001082350
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3163.05 ,DAY CARE,V001082293
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3252.15 ,DAY CARE,V001082325
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3397.68 ,DAY CARE,V001082328
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3408.08 ,DAY CARE,V001082286
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3430.35 ,DAY CARE,V001082284
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3617.46 ,DAY CARE,V001082297
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3742.20 ,DAY CARE,V001082319
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,3742.20 ,DAY CARE,V001082355
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4054.05 ,DAY CARE,V001082291
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4232.25 ,DAY CARE,V001082298
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4365.90 ,DAY CARE,V001082282
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4365.90 ,DAY CARE,V001082296
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4365.90 ,DAY CARE,V001082303
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4365.90 ,DAY CARE,V001082312
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4410.45 ,DAY CARE,V001082326
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,4989.60 ,DAY CARE,V001082353
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,5301.45 ,DAY CARE,V001082307
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,5346.00 ,DAY CARE,V001082313
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,5405.40 ,DAY CARE,V001082318
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,5613.30 ,DAY CARE,V001082360
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,6058.80 ,DAY CARE,V001082314
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,6237.00 ,DAY CARE,V001082309
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,6326.10 ,DAY CARE,V001082346
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,6727.05 ,DAY CARE,V001082334
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,7439.85 ,DAY CARE,V001082300
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,7484.40 ,DAY CARE,V001082316
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,7484.40 ,DAY CARE,V001082332
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,7573.50 ,DAY CARE,V001082358
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,7733.88 ,DAY CARE,V001082301
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,7796.25 ,DAY CARE,V001082306
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8345.70 ,DAY CARE,V001082333
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8470.44 ,DAY CARE,V001082288
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8509.05 ,DAY CARE,V001082287
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8642.70 ,DAY CARE,V001082338
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8687.25 ,DAY CARE,V001082347
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8731.80 ,DAY CARE,V001082323
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8910.00 ,DAY CARE,V001082330
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8910.00 ,DAY CARE,V001082337
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,8999.10 ,DAY CARE,V001082295
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,9310.95 ,DAY CARE,V001082351
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,9355.50 ,DAY CARE,V001082290
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,9355.50 ,DAY CARE,V001082308
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,9355.50 ,DAY CARE,V001082349
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,9355.50 ,DAY CARE,V001082354
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,10311.84 ,DAY CARE,V001082320
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,10397.97 ,DAY CARE,V001082289
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,10602.90 ,DAY CARE,V001082310
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,10602.90 ,DAY CARE,V001082357
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,11226.60 ,DAY CARE,V001082335
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,11360.25 ,DAY CARE,V001082322
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,11671.20 ,DAY CARE,V001082315
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,11672.10 ,DAY CARE,V001082339
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,12785.85 ,DAY CARE,V001082329
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,13365.00 ,DAY CARE,V001082345
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,13721.40 ,DAY CARE,V001082294
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,13721.40 ,DAY CARE,V001082352
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,13810.50 ,DAY CARE,V001082359
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,14835.15 ,DAY CARE,V001082327
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,14968.80 ,DAY CARE,V001082311
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,15547.95 ,DAY CARE,V001082317
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,15681.60 ,DAY CARE,V001082348
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,17297.28 ,DAY CARE,V001082285
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,17463.60 ,DAY CARE,V001082341
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,20804.85 ,DAY CARE,V001082336
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,21455.28 ,DAY CARE,V001082342
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,22720.50 ,DAY CARE,V001082321
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,22898.70 ,DAY CARE,V001082340
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,25173.72 ,DAY CARE,V001082331
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,27442.80 ,DAY CARE,V001082304
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,06/01/2017,29803.95 ,DAY CARE,V001082344
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,-930.68 ,DIRECT PAYMENTS,V001087217
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,20/01/2017,-726.80 ,DIRECT PAYMENTS,V001087528
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,500.00 ,DIRECT PAYMENTS,V001087475
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,20/01/2017,503.24 ,DIRECT PAYMENTS,V001087303
ROCHDALE BOROUGH COUNCIL,20/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,20/01/2017,504.92 ,DIRECT PAYMENTS,V001087040
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,20/01/2017,505.76 ,DIRECT PAYMENTS,V001087304
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,506.16 ,DIRECT PAYMENTS,V001087245
ROCHDALE BOROUGH COUNCIL,20/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,20/01/2017,512.32 ,DIRECT PAYMENTS,V001087059
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,513.40 ,DIRECT PAYMENTS,V001087627
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,523.08 ,DIRECT PAYMENTS,V001087361
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,525.00 ,DIRECT PAYMENTS,V001087648
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,533.52 ,DIRECT PAYMENTS,V001087590
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,541.12 ,DIRECT PAYMENTS,V001087397
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,544.00 ,DIRECT PAYMENTS,V001087535
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,548.12 ,DIRECT PAYMENTS,V001087203
ROCHDALE BOROUGH COUNCIL,20/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,20/01/2017,550.00 ,DIRECT PAYMENTS,V001087056
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,551.16 ,DIRECT PAYMENTS,V001087470
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,552.00 ,DIRECT PAYMENTS,V001087362
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,555.80 ,DIRECT PAYMENTS,V001087501
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,20/01/2017,556.28 ,DIRECT PAYMENTS,V001087622
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,560.00 ,DIRECT PAYMENTS,V001087417
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,562.32 ,DIRECT PAYMENTS,V001087608
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,563.55 ,DIRECT PAYMENTS,V001087660
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,20/01/2017,568.08 ,DIRECT PAYMENTS,V001087486
