Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Vine Property Management Ltd,"Unit 9, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",65752717,"3 Vine Street Terrace, High Street, Harborne, Birmingham, B17 9PU",7000,Warehouse And Premises,Qualifying industrial hereditament
,"Jeremy's @ The Boathouse, Wharf Street, Brighouse, HD6 1PP",29636714,,22750,Restaurant And Premises,Flood Relief Application 2015/16
Enterprise Inns Plc,"Lush, 24A Fountain Street, Halifax, HX1 1LW",65100705,"Purchase Ledger Dept, 3 Monkspath Hall Road, Solihull, West Midlands, B90 4SJ",25750,Nightclub And Premises,Empty Relief - Post 01/04/2008
Infusion Concepts Ltd,"Wellington Business Park, Unit 1, Norland Road, Sowerby Bridge       HX6 3DF",77388705,"South Ridge, Warley Wood Lane, Luddenden, Halifax, HX2 6BW",11500,Workshop And Premises,Empty Relief - Post 01/04/2008
Hebden Bridge Community Association,"Unit 10 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500754,"Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",1875,Offices And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 6 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",29284734,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1025,Store And Premises,Rateable Value below threshold
Friarshill Ltd,"Unit 2 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296742,"C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",1250,Workshop And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 4, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420736,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2250,Store And Premises,Rateable Value below threshold
R S Investments Yorkshire Ltd,"Unit 3 L R P Business Park, Halifax Road, Hipperholme, Halifax              HX3 8EN",65232728,"Thornfield, Leeds Road, Hipperholme, HX3 8NH",1500,Workshop And Premises,Rateable Value below threshold
The Schumacher Institute,"Unit 2 Riverside Works, Luddendenfoot, Halifax, HX2 6HU",64356702,"4 Calder Terrace, Hebden Bridge, HX7 6LH",6400,"Warehouse, Offices and Premises",Flood Relief Application 2015/16
W Younger Developments Ltd,"Unit 6, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",29052751,"Po Box 25, Brighouse, HD6 1WR",11750,Warehouse And Premises,Qualifying industrial hereditament
,"4/8 Hope Street, Hebden Bridge, HX7 8AG",76300004,,3500,Shop and Premises,Flood Relief Application 2015/16
Halifax Opportunities Trust,"Office 36 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242733,"Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",3900,Offices and Premises,Empty Relief - Post 01/04/2008
,"Unit 11, Hillas Ind Estate, Walker Lane, Sowerby Bridge, HX6 2AR",77632722,,3650,Workshop And Premises,Flood Relief Application 2015/16
Rokt Ltd,"Black Swan Hotel, 47 Briggate, Brighouse, HD6 1EB",29100703,"Climbing Gym, The Old Flour Mill, Mill Royd Street, Brighouse, HD6 1EY",9700,Public House and Premises,Flood Relief Application 2015/16
Units To Let [Northern] Ltd,"Unit 10, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340735,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1675,Warehouse And Premises,Empty Property - RV < 15000
,"Unit 1, South Street, Halifax, HX1 2EL",68640708,,3300,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Unit C Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",78416718,,2475,Workshop And Premises,Flood Relief Application 2015/16
Shaw Lodge Mills Ltd,"Level - 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526751,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",8200,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level 1 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526737,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",8400,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level 2 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526736,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",5000,Warehouse And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 13, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",29284740,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",990,Store And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 203 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212733,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",310,Store And Premises,Rateable Value below threshold
,"F'Mr W'House At Beard Ents, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420727,,5500,Warehouse And Premises,Listed Building
,"Redacre, Red Acre Lane, Mytholmroyd, Hebden Bridge        HX7 5DQ",76436700,,2100,Workshop And Premises,Empty Property - RV < 15000
,"Office 22, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452745,,2000,Offices and Premises,Empty Property - RV < 15000
,"22 West Park Street, Brighouse, HD6 1DU",29048738,,27500,Offices And Premises,Listed Building
Dean Clough Ltd,"Cafe At Design House, Dean Clough Mills, Halifax, HX3 5AX",64296745,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",19250,Cafe And Premises,Listed Building
Bower & Child Ltd (1985) Retirement & Death Benefit Scheme,"Room 2 At, 37 Bethel Street, Brighouse, HD6 1JR",29048735,"Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",1375,Offices And Premises,Rateable Value below threshold
,"Unit 8 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256728,,1200,Workshop And Premises,Flood Relief Application 2015/16
Global Commercial Investments Ltd,"Front Part Unit H, Craven Edge Ent Centre, Hopwood Lane, Halifax              HX1 5JH",64242817,"Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB",3400,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Second Floor, 18 Silver Street, Halifax, HX1 1HS",68580713,,9500,Offices and Premises,Empty Relief - Post 01/04/2008
,"Unit 8 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636728,,4200,Salon And Premises,Flood Relief Application 2015/16
,"28 Churchfields Road, Brighouse, HD6 1DH",29164028,,2450,Shop and Premises,Rateable Value below threshold
,"121 Halifax Road, Todmorden, OL14 5BE",78192121,,2900,Shop and Premises,Flood Relief Application 2015/16
24/7 Fitness Halifax Ltd,"Units V1-V3., Dean Clough, Halifax, HX3 5AX",64784850,"R5B South Promenade Building, Gunwharf Quays, Portsmouth, Hants, PO1 3TP",98000,Health and Fitness Club and Premises,Flood Relief Application 2015/16
Hawkhead Bray & Son Ltd,"First Floor Unit 5B, Phoebe Lane Industrial Est., Halifax, HX3 9EX",68248751,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",840,Store And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Unit 21 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056753,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1800,Offices And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite G 444, Dean Clough Mills, Halifax, HX3 5AX",64778796,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",4100,Offices and Premises,Listed Building
,"Kingfisher House, Portland Place, Halifax, HX1 2JQ",68272702,,37000,Offices and Premises,Empty Relief - Post 01/04/2008
,"Bailiff Bridge Activity Cntr, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4EN",29056733,,20750,Day Nursery and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 307 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212747,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1000,Store And Premises,Listed Building
Beehive Mills Resource Centre,"Ground Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256787,"Ground Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",1975,Showroom And Premises,Flood Relief Application 2015/16
Qc Supplies Retirement Benefit Scheme,"Unit 1 Quarry Court (Empty), Beacon Hill Road, Halifax, HX3 6AQ",64184709,"Unit 1 Quarry Court, Beacon Hill Road, Halifax, HX3 6AQ",66500,Warehouse And Premises,Empty Relief - Post 01/04/2008
Freestyle Display Ltd,"196 Rochdale Road, Todmorden, OL14 7NA",78400749,"196 Rochdale Road, Todmorden, Lancashire, OL14 7NA",3050,Shop And Premises,Flood Relief Application 2015/16
Murts Motor Centre Ltd,"Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",76456704,,4050,Garage And Premises,Flood Relief Application 2015/16
Network Rail Ltd,"Railway Arch No 2, Bridge End, Brighouse, HD6 3DH",29092701,"Network Rail, Payables Property, Po Box 4279, Manchester, M60 3EH",850,Store And Premises,Rateable Value below threshold
Ppc Uk Ltd (In Administration),"Unit 1A 2ND Floor, Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA",64852700,"Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",1850,Warehouse And Premises,Rateable Value below threshold
Ppc Uk Ltd (In Administration),"Ground Floor, Unit 1B Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA",64852702,"Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",2150,Warehouse And Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 18F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628864,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",2450,Offices And Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 18E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628863,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",2300,Offices And Premises,Rateable Value below threshold
,"Office 1 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536833,,620,Office,Rateable Value below threshold
,"55 Halifax Road, Todmorden, OL14 5BB",78192055,,5200,Showroom And Premises,Empty Relief - Post 01/04/2008
,"1a St James Street, Halifax, HX1 5SU",68736701,,1825,Hairdressing Salon and Premises,Rateable Value below threshold
Gardner Jorissen Ltd,"Unit 10 No 2 Warehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",77128742,"No1Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",2050,Shop And Premises,Empty Property - RV < 15000
Heinz Pension Plans Property Investment Fund,"Unit 2 Pellon Lane Retail Pk, Pellon Lane, Halifax, HX1 5HQ",68236791,"C/O Cbre Ltd, Pacific House, 70 Wellington Street, Glasgow, G2 6UA",23750,Retail Warehouse And Premises,Empty Relief - Post 01/04/2008
Hird & Partners L L P,"10 Blackwall, Halifax, HX1 2BE",64268010,"2 King Street, Halifax, HX1 1SR",11750,Surgery And Premises,Empty Relief - Post 01/04/2008
,"11 Town Hall Buildings, Elland, HX5 0EU",56236011,,5700,Shop and Premises,Listed Building
Sleigh & Story Ltd,"Unit 1, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",29572723,"Unit 1 Thornhill Brigg Mill, Thornhill Beck Lane, Brighouse, HD6 4AH",15500,Offices And Premises,Flood Relief Application 2015/16
Blackshaw Holdings Ltd,"Office 4 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084823,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2375,Office,Empty Property - RV < 15000
Leodis Properties Ltd,"Punch Bowl Inn, 389 Huddersfield Road, Halifax, HX3 9LJ",65412706,"F.A.O. Samantha Jane Lee, Martha's Ale House, Well Lane, Guiseley, LS20 9BA",4750,Public House and Premises,Empty Relief - Post 01/04/2008
,"Unit 7B Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",78076501,,2550,Warehouse And Premises,Flood Relief Application 2015/16
,"7 Market Street, Hebden Bridge, HX7 6EU",76360007,,6500,Shop and Premises,Flood Relief Application 2015/16
Halifax Opportunities Trust,"Unit 1, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264729,"Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",2000,Workshop And Premises,Empty Property - RV < 15000
Dean Clough Ltd,"Bowling Mill Courtyard No 4, Dean Clough Mills, Halifax, HX3 5AX",64788778,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",33250,Restaurant and Premises,Listed Building
,"Adj Lockwoods Carpets, Halifax Road, Elland, HX5 0SH",56116715,,2650,Studio And Premises,Empty Relief - Post 01/04/2008
Tosca Ltd,"65 Commercial Street, Brighouse, HD6 1AF",29196728,"C/O London & Scot Prop Mgmt, 8 Elmbank Gardens, Glasgow, G2 4NQ",13000,Shop and Premises,Empty Relief - Post 01/04/2008
Calder Brook Estates Ltd,"Unit 1C, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808738,"C/O Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",18500,Workshop And Premises,Empty Relief - Post 01/04/2008
,"King Street, Todmorden, OL14 6LX",78288701,,2650,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"The Boiler House, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256788,,850,Store And Premises,Flood Relief Application 2015/16
Calderbrook Estates Ltd,"Unit 4B, Ladyship Industrial Park, Old Lane, Halifax              HX3 6TA",68136703,"Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",8100,Workshop And Premises,Qualifying industrial hereditament
,"53 Crown Street, Halifax, HX1 1JB",64756740,,6900,Offices and Premises,Empty Relief - Post 01/04/2008
Dromec Measurement Ltd,"Bronte Works, Wistons Lane, Elland, HX5 9DT",56264705,,16500,Workshop And Premises,Flood Relief Application 2015/16
Anglo Canadian Alloys Ltd (In Liquidation),"2 The Old Vicarage, Coley Road, Northowram, Halifax             HX3 7SA",64656705,"C/O Bwc, 8 Park Place, Leeds, LS1 2RU",8600,Offices and Premises,Bankrupt / Liquidation / Winding Up Order
C3S Projects Ltd,"Joinery Works, Elland Bridge, Elland, HX5 0SQ",56080710,"Canal Mills, Elland Bridge, Elland, HX5 0SQ",25750,Workshop And Premises,Flood Relief Application 2015/16
Johnson Cleaners Uk Ltd,"10 Commercial Street, Halifax, HX1 1TA",64660712,"C/O Bellrock F M Ltd, Enterprise House, Sunningdale Road, Leicester, LE3 1UR",19000,Shop and Premises,Empty Relief - Post 01/04/2008
,"Cross Roads, Wainstalls, Halifax, HX2 7TE",64724700,,1475,Sports Ground And Premises,Rateable Value below threshold
,"Jagger Green Hall, Holywell Green, Halifax, HX4 9DE",65452702,,7300,Slaughterhouse and Premises,Qualifying industrial hereditament
,"Adj 8 King Cross Street, Halifax, HX1 2SH",65520710,,10000,Showroom And Premises,Listed Building
Henderson Fabrications Ltd,"Unit 4, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",65600703,"Unit 4, Lee Bridge Ind Estate, Lee Bridge, Halifax, HX3 5AT",8100,Warehouse And Premises,Flood Relief Application 2015/16
,"Unit 8, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",65600720,,8000,Workshop And Premises,Flood Relief Application 2015/16
Calderdale Mbc,"Princess Buildings, 18 Princess Street, Halifax, HX1 1TP",68288701,"Westgate House, Market Street, Halifax, HX1 1PS",92500,Offices and Premises,Listed Building
,"Sports Ground, Stainland Road, Halifax, HX4 8LS",68772717,,5400,Sports Ground And Premises,Flood Relief Application 2015/16
Pennine Housing 2000 Ltd,"45 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804045,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",860,Shop and Premises,Rateable Value below threshold
Merrie Men Inns Preston Ltd,"22 Halifax Road, Todmorden, OL14 5QG",78192022,"20/24 Leicester Road, Preston, Lancs, PR1 1PP",2850,Offices and Premises,Empty Relief - Post 01/04/2008
,"Holme Street, Hebden Bridge, HX7 8EE",76292704,,4600,Theatre And Premises,Flood Relief Application 2015/16
,"The Surgery, Station Road, Sowerby Bridge, HX6 3AB",77552710,,14250,Surgery And Premises,Flood Relief Application 2015/16
Greenwoods Garage Sowerby Bridge Ltd,"Victoria Road, Sowerby Bridge, HX6 3AE",77624700,,4850,Garage And Premises,Flood Relief Application 2015/16
,"Unit 9, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632710,,6500,Warehouse And Premises,Flood Relief Application 2015/16
J A Whitehead Services (Littletown) Ltd,"Calder Mill, Stubbing Holme, Hebden Bridge, HX7 6LQ",76524702,,16250,Land Used For Storage and Premises,Flood Relief Application 2015/16
,"Unity Street, Walsden, Todmorden, OL14 7SR",78496700,,1100,Store And Premises,Rateable Value below threshold
,"13 Bridge End, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5DR",76056013,,1500,Hairdressing Salon and Premises,Flood Relief Application 2015/16
Halifax Ironworks Ltd,"Walker Lane, Sowerby Bridge, HX6 2AR",77632702,,5600,Vehicle Repair Workshop And Premises,Flood Relief Application 2015/16
,"13 Town Hall Street, Sowerby Bridge, HX6 2EA",77600013,,3800,Shop and Premises,Listed Building
,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",76224705,,3250,Garage And Premises,Flood Relief Application 2015/16
Director Of Safer & Stronger Communities,"Sowerby Bridge Baths, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276715,"Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",2000,Swimming Pool And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite G B, Dean Clough Mills, Halifax, HX3 5AX",64784894,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",8100,Store And Premises,Listed Building
,"Spring Grove Stables, Foster Lane, Hebden Bridge, HX7 8JX",76212703,,2550,Garage And Premises,Empty Property - RV < 15000
Calderdale Mbc Community Services,"16 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252733,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2500,Shop and Premises,Listed Building
Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 11, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY",69388711,"Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",5500,Office,Empty Relief - Post 01/04/2008
,"1 Deal Street, Halifax, HX1 1QX",64780001,,3550,Warehouse And Premises,Listed Building
,"Basement, 10A Akroyd Place, Halifax, HX1 1YH",64036010,,920,Store And Premises,Rateable Value below threshold
The Old Treehouse Ltd,"1/3 Market Street, Hebden Bridge, HX7 6EU",76360001,,6400,Shop and Premises,Flood Relief Application 2015/16
,"19/21 St Georges Square, Hebden Bridge, HX7 8ET",76508019,,11000,Shop and Premises,Flood Relief Application 2015/16
H.R Goodale [ Northern] Ltd,"Star Garage, Wakefield Road, Halifax, HX3 0TP",69240707,"Star Garage, Wakefield Road, Halifax, HX3 0TP",6100,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Unit 11A Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",78416711,,4450,Workshop And Office,Flood Relief Application 2015/16
Calderdale Mbc Children & Young People's Services,"Grd Flr Carlton Mill, Wharf Street, Sowerby Bridge, HX6 2AS",77652737,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",740,Offices and Premises,Listed Building
Calderdale Mbc,"30 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252750,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2500,Shop and Premises,Listed Building
,"30 Bridge Gate, Hebden Bridge, HX7 8EX",76060030,,10250,Shop and Premises,Flood Relief Application 2015/16
Hutchinson 3G Uk Ltd,"Telecommunications Mast, Site Ref 0009, Mile Cross Road, Halifax              HX1 4HN",65800703,"C/O G V A Grimley [Tm], P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",8400,Communication Station and Premises,Unoccupied Land
Calderdale Mbc,"28 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252737,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2500,Shop and Premises,Rateable Value below threshold
,"Unit 12B Holme End Works, Holme End, Hebden Bridge, HX7 8NX",76284722,,980,Land Used For Storage and Premises,Rateable Value below threshold
Johnston Publishing Ltd,"Ground Floor Store, Below Courier Offices, Bull Close Lane, Halifax              HX1 2SH",64432711,"Johnstone Accounting Centre, Unex House - Suite B, Bourges Boulevard, Peterborough, PE1 1NG",16750,Store And Premises,Empty Relief - Post 01/04/2008
,"103a Ovenden Road, Ovenden, Halifax, HX3 5RQ",64096703,,2550,Shop and Premises,Rateable Value below threshold
,"Hoo Hole Farm Cottage, Cragg Vale, Hebden Bridge, HX7 5HA",76164703,,195,Camping Site And Premises,Rateable Value below threshold
Westfield Properties Ltd,"Unit 28, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164748,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1675,Workshop And Premises,Rateable Value below threshold
,"149 Shay Lane, Halifax, HX3 6RR",68536724,,8800,Workshop And Premises,Empty Relief - Post 01/04/2008
Units To Let [Northern] Ltd,"Unit 30A, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024730,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",700,Workshop And Premises,Rateable Value below threshold
,"Part 1st Floor, Fenton Road, Halifax, HX1 3SQ",65072709,,2650,Stores,Empty Relief - Post 01/04/2008
,"17 Market Street, Hebden Bridge, HX7 6EU",76360017,,8300,Cafe and Premises,Flood Relief Application 2015/16
,"179 King Cross Road, Halifax, HX1 3LN",65516179,,1950,Hairdressing Salon and Premises,Rateable Value below threshold
Binns & Sons (Greetland) Ltd,"Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8NF",68444731,"Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",455,Workshop And Premises,Rateable Value below threshold
Ruby Shoesday Ltd,"37 Market Street, Hebden Bridge, HX7 6EU",76360037,"37 Market Street, Hebden Bridge, HX7 6EU",5300,Shop and Premises,Flood Relief Application 2015/16
,"Part Lock Hill Mills, Holmes Road, Sowerby Bridge, HX6 3LD",77284722,,15000,Warehouse And Premises,Flood Relief Application 2015/16
,"Carlton Works, The Boulevard, Savile Park Road, Halifax             HX1 2EN",68472703,,1800,Store And Premises,Rateable Value below threshold
,"21 West End, Hebden Bridge, HX7 8UQ",76576021,,8200,Shop and Premises,Flood Relief Application 2015/16
Calderdale Mbc,"39 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252751,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2600,Shop and Premises,Listed Building
,"Unit 5, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",76088876,,1825,Factory and Premises,Rateable Value below threshold
Morton Meadow Logistics Ltd,"Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW",29236778,"Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW",138000,Warehouse And Premises,Flood Relief Application 2015/16
,"125 Halifax Road, Todmorden, OL14 5BE",78192125,,1800,Shop and Premises,Flood Relief Application 2015/16
,"Unit 2, Mearclough Road, Sowerby Bridge, HX6 3LF",77340739,,5500,Garage And Premises,Flood Relief Application 2015/16
,"Unit 9 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU",64356713,,4400,Offices and Premises,Empty Relief - Post 01/04/2008
Co-Operative Group Ltd,"King Street, Brighouse, HD6 1NX",29372707,"C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",2400,Meeting Rooms And Premises,Empty Property - RV < 15000
Hothouse Partnerships Ltd,"Atlas Mill Road, Brighouse, HD6 1ES",29032705,,12000,Warehouse And Premises,Flood Relief Application 2015/16
Artisan Fireplace Design Ltd,"Phoenix Mills, Phoenix Street, Brighouse, HD6 1PD",29468700,"Head Office & Showroom, Phoenix Mill, Phoenix Street, Brighouse, HD6 1PD",66000,Warehouse And Premises,Flood Relief Application 2015/16
Stephenson Animal Feeds Ltd,"Robinwood Country Store, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",78076887,"Riley Street Mill, Burnley Road, Todmorden, Lancs, OL14 7DR",25000,Store And Premises,Flood Relief Application 2015/16
Decopak Ltd,"Land At, Hipperholme Works, Halifax Road, Hipperholme          HX3 8BS",65936708,"Deco House, Halifax Road, Hipperholme, HX3 8BW",12250,Land Used For Storage and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Part Ground Floor, Wilkin Royd Mill, Wood Street, Brighouse           HD6 1PW",29648709,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",960,Store And Premises,Rateable Value below threshold
,"22 Dean Street, Greetland, Halifax, HX4 8DW",64800022,,2550,Workshop And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Unit 31 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056713,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2000,Store,Rateable Value below threshold
,"Basement Of Unit 20A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536816,,1250,Store And Premises,Empty Property - RV < 15000
Ryburn Construction Ltd,"Unit 5b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352731,"Fao Andew L Wickham, 208 Brow Foot Gate Lane, Halifax, HX2 7LS",1325,Workshop And Premises,Flood Relief Application 2015/16
,"Part Unit 16, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",68296740,,1075,Warehouse And Premises,Rateable Value below threshold
,"18 Albert Street, Hebden Bridge, HX7 8AH",76012018,,5600,Offices and Premises,Flood Relief Application 2015/16
,"16 West Street, Sowerby Bridge, HX6 3AN",77648016,,3050,Shop and Premises,Flood Relief Application 2015/16
Blackshaw Holdings Ltd,"Unit 25 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056734,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1550,Offices and Premises,Rateable Value below threshold
William Hill Organization Ltd,"39 Westgate House, Market Street, Halifax, HX1 1PD",65736704,"William Hill Organisation Ltd, Greenside House, 50 Station Road, Wood Green, London, N22 7TP",41000,Betting Shop And Premises,Empty Relief - Post 01/04/2008
,"Pt Unit 1,UNIT 2 & Pt Unit 4, Gauxholme Industrial Estate, Bacup Road, Todmorden           OL14 7PN",78024747,,5100,Warehouse And Premises,Flood Relief Application 2015/16
P I Consultants Limited,"Unit W6, Tenterfield Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448799,"W5 Tenterfields Business Park, Burnley Road, Luddendenfoot, HX2 6EJ",7300,Workshop And Premises,Flood Relief Application 2015/16
Westfield Properties Ltd,"Unit 11, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164731,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1400,Offices and Premises,Rateable Value below threshold
Hawkhead Bray & Son Ltd,"Second Floor Unit 5C, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248752,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",510,Store And Premises,Rateable Value below threshold
