Reference Number,Titile of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Start Date,End Date,Award Method,SME
5000005090,Secure Unit (CS) (Non-Procurement),Children's Service,Not a Procurement - Court Ordered Placements. Authorisation required due to value (spot purchasing),Youth Justice Board,"£376,000.00",20/05/2013,31/03/2016,ITT,N/A
5000004716,Care Work,Children's Service,Software licence,Careworks Limited,"£36,000.00",01/04/2011,31/03/2016,ITT,N/A
5000004417,Residential Children's Home,Children's Service, Placement of children in care - therapeutic residential home with education,Heartwood Residential Services,"£358,800.00",01/04/2012,31/03/2016,ITT,N/A
5000004300,Social Care (Amegreen Children),Children's Service,Social Care (Amegreen Children),Amegreen Childrens Services (Barn Owl),"£151,155.00",22/11/2012,31/03/2016,ITT,N/A
5000004284,Care Placements Contract,Children's Service,Placement of children in care,The Adolescent and Children's Trust,"£106,253.00",01/04/2010,31/03/2017,ITT,N/A
5000002635,Social Care (Neo Properties),Children's Service,16+ Providers,Neo Properties,"£232,119.70",22/11/2012,31/03/2017,ITT,N/A
5000000770,Domestic Violence Refuge,Children's Service,Refuge for Domestic Violence victims,Solace Women's Aid,"£564,075.00",01/04/2012,31/03/2016,ITT,N/A
5000000241,Care Placements Contract,Children's Service,Placement of children in care,Turning Point Care Ltd,"£26,320.00",18/10/2012,31/03/2016,ITT,N/A
5000005889,Stonegrove Childrens Centre,Children's Service,Stonegrove Childrens Centre,Barnet Pre School Learning Alliance,"£293,040.00",01/04/2013,31/03/2016,ITT,N/A
5000002637,Social Care (Silver Birch),Children's Service,Provision of Semi independent accommodation,Silver Birch Care,"£33,390.00",22/11/2012,31/03/2017,Quote,N/A
5000002634,Social Care (Atlantic Lodge),Children's Service,16+ Providers,Atlantic Lodge,"£183,368.50",22/11/2012,31/03/2017,Quote,N/A
5000002633,16+ Providers,Children's Service,16+ Providers,Purple Pebbles,"£38,728.00",22/11/2012,31/03/2017,Quote,N/A
5000002631,Provision Of Semi Independent Accommodation And Support,Children's Service,Provision of Semi independent accommodation,Housing Plus Ltd,"£473,484.05",22/11/2012,31/03/2016,Quote,N/A
5000006495,Child Placement (Kingdom Care),Children's Service,On the Forward Plan,Kingdom Care,"£178,926.00",12/02/2014,31/03/2016,Quote,N/A
5000002571,Care Placements Contract,Children's Service,Placement of Children in care.,Kasper Ltd,"£83,819.33",01/04/2010,31/03/2016,ITT,N/A
5000004296,Child Palcement Provider (Mulberry Bush : Non- Framework provider),Children's Service,Child Palcement Provider (Mulberry Bush : Non- Framework provider),Mulberry Bush Organisation Ltd,"£556,772.00",22/04/2015,31/03/2016,OJEU,N/A
700007,Short Breaks Children's Services,Children's Service,Short Breaks Children's Services,Action For Kids,"£92,152.00",01/04/2015,31/03/2019,ITT,N/A
701278,Shortbreak & Respite Services,Children's Service,Shortbreak & Respite Services,Community Focus,"£99,696.00",01/04/2015,31/03/2019,ITT,N/A
701279,Shortbreak & Respite Services,Children's Service,Shortbreak & Respite Services,Fair Play Barnet,"£332,000.00",01/04/2015,31/03/2019,OJEU,N/A
701300,Shortbreak & Respite Services,Children's Service,Shortbreak & Respite Services,Norwood Ravenswood Ltd,"£1,080,000.00",01/04/2015,31/03/2019,OJEU,N/A
701284,Child Social Care (Parkview Care) (CS),Children's Service,Child Social Care (Parkview Care) (CS),Parkview Care,"£192,000.00",24/03/2015,31/03/2016,OJEU,N/A
701285,Child Social Care (Parkview Care) (CS),Children's Service,Child Social Care (Parkview Care) (CS),Parkview Care,"£192,000.00",24/03/2015,31/03/2016,OJEU,N/A
700016,700016 Special Escort Services,Children's Service,Special Escort Services,Wrixon Care,"£75,000.00",04/05/2015,03/05/2018,ITT,N/A
701156,701156i- The Appropriate Adult Provision (CS),Children's Service,The Appropriate Adult Provision (CS),The Appropriate Adult Service Ltd,"£30,000.00",01/01/2015,31/03/2018,ITT,N/A
701277,701277 Shortbreak & Respite Services,Children's Service,Shortbreak & Respite Services,Barnet Mencap,"£75,000.00",01/04/2015,31/03/2019,ITT,N/A
701282,701282 Shortbreak & Respite Services,Children's Service,Shortbreak & Respite Services,Oakleigh School,"£172,000.00",01/04/2015,31/03/2019,OJEU,N/A
701283,701283 Shortbreak & Respite Services,Children's Service,Shortbreak & Respite Services,Resources for Autism,"£140,000.00",01/04/2015,31/03/2019,ITT,N/A
701314,701314- Jamores Ltd t/a Jamores Homes,Children's Service,Jamores Ltd t/a Jamores Homes,Jamores Limited t/a Jamores Homes,"£212,600.00",23/04/2015,31/03/2016,OJEU,N/A
701315,701315i- Fischer education project,Children's Service,Fischer education project,Fischer Education Project,"£25,272.00",01/04/2015,31/03/2016,ITT,N/A
701327,701327 Shortbreak & Respite Services,Children's Service,Shortbreak & Respite Services,Core Assets Children's Services,"£45,000.00",01/04/2015,31/03/2019,ITT,N/A
701326,NASS SEN (Wentworth College),Children's Service,NASS SEN (Wentworth College),Wentworth College,"£35,000.00",01/04/2015,31/03/2016,ITT,N/A
701325,Teen Support Services Ltd (Child Social Care ),Children's Service,Teen Support Services Ltd (Child Social Care ),Teen Support Services Ltd,"£25,000.00",25/03/2015,31/03/2016,ITT,N/A
701323,WLA Childrens Efficiency Programme (LB Ealing),Children's Service,WLA Childrens Efficiency Programme (LB Ealing),London Borough of Ealing - West London Alliance,"£60,000.00",01/04/2015,31/03/2016,ITT,N/A
701329,Child Social Care ( Neath Port County Borough Council),Children's Service,Child Social Care ( Neath Port County Borough Council),Neath Port Talbot County Borough Council,"£70,000.00",18/05/2015,31/03/2016,ITT,N/A
701340,Child Social Care (Amberleigh Care Ltd),Children's Service,Child Social Care (Amberleigh Care Ltd),Amberliegh Care Ltd,"£70,000.00",27/05/2015,31/03/2016,ITT,N/A
701349,Child Social Care (Destiny House),Children's Service,Child Social Care (Destiny House),Destiny House,"£40,000.00",01/06/2015,31/03/2016,ITT,N/A
701235,701235 - Provision of Independent Disagreement Resolution and Mediation Services for Children and Young People with Special Educational Needs,Children's Service,Provision of Independent Disagreement Resolution and Mediation Services for Children and Young People with Special Educational Needs,KIDS,"£45,000.00",01/04/2015,31/03/2018,ITT,N/A
701365,Child Social Care (New Options Limited/ Options Central services) (CS),Children's Service,Child Social Care (New Options Limited/ Options Central services) (CS),Options Central Services Ltd,"£165,000.00",02/07/2015,31/03/2016,ITT,N/A
701366,Child Social Care (New Options Limited/ Options Central services) (CS),Children's Service,Child Social Care (New Options Limited/ Options Central services) (CS),Options Central Services Ltd,"£165,000.00",02/07/2015,31/03/2016,ITT,N/A
701376,NASS (New College Worcester) (CS),Children's Service,NASS (New College Worcester) (CS),New College Worcester,"£110,000.00",01/07/2015,31/03/2018,ITT,N/A
701377,NASS (New College Worcester) (CS),Children's Service,NASS (New College Worcester) (CS),New College Worcester,"£110,000.00",01/07/2015,31/03/2018,ITT,N/A
701385,701385 Seafields (FS),Children's Service,Seafields (FS),Seafields Ltd,"£51,000.00",01/04/2015,31/03/2016,ITT,N/A
701386,701386 Greenfields Adolescent Development,Children's Service,Greenfields Adolescent Development,Greenfields Adolescent Development,"£151,000.00",03/04/2015,31/03/2016,ITT,N/A
701387,701387 Street Support,Children's Service,Street Support,Dormwell T/A Street Support Ltd,"£50,000.00",18/08/2015,31/03/2016,ITT,N/A
701383,Acorn Homes UK,Children's Service,Acorn Homes UK,Acorn Homes UK,"£100,000.00",10/08/2015,31/03/2016,ITT,N/A
701372,Child Social Care (Barnardos Water Lane) (CS),Children's Service,Child Social Care (Barnardos Water Lane) (CS),Barnado (Water Lane),"£53,000.00",12/06/2015,31/03/2016,ITT,N/A
701395,Child Social Care (Support & Provide Limited) (CS),Children's Service,Child Social Care (Support & Provide Limited) (CS),Support & Provide Limited,"£100,000.00",18/08/2015,31/03/2016,ITT,N/A
701397,Child Social Care (Unique Support),Children's Service,Child Social Care (Unique Support),Unique Support,"£50,000.00",11/06/2015,31/03/2016,ITT,N/A
701408,Child Social Care (Northern Community Pathways),Children's Service,Child Social Care (Northern Community Pathways),Northern Community Pathways Limited,"£50,000.00",25/09/2015,31/03/2016,ITT,N/A
701416,NASS SEN (Centre Academy),Children's Service,NASS SEN (Centre Academy),Centre Academy,"£33,000.00",01/09/2015,31/03/2018,ITT,N/A
701414,NASS SEN Placement (Kisharon Day School),Children's Service,NASS SEN Placement (Kisharon Day School),Kisharon Day School,"£150,000.00",01/09/2015,31/03/2016,ITT,N/A
700080,Independent Visitor Scheme,Children's Service,Independent Visitor Scheme,Sova,"£43,380.00",01/04/2015,31/03/2017,ITT,N/A
701424,Child Social Care (Nacro),Children's Service,Child Social Care (Nacro),Nacro,"£50,000.00",27/07/2015,31/03/2016,ITT,N/A
701431,Child Social Care (The Vine Residential Services Ltd),Children's Service,Child Social Care (The Vine Residential Services Ltd),The Vine Residential Services Ltd,"£50,000.00",19/10/2015,31/03/2016,ITT,N/A
701355,"Drafting Service for Education, Health and Care Plans",Children's Service,"Drafting Service for Education, Health and Care Plans",IndePenDent Business Services,"£45,000.00",01/09/2015,31/03/2018,ITT,N/A
701433,Training and Workforce development,Children's Service,Training and Workforce development,Barnet and Southgate College,"£17,500.00",01/04/2015,31/03/2016,ITT,N/A
701448,Child Social Care (Shyne Together Ltd),Children's Service,Child Social Care (Shyne Together Ltd),Shyne Together Ltd,"£107,000.00",16/11/2015,31/03/2016,ITT,N/A
701439,Child Social Care (Welcome Foster Care Ltd),Children's Service,Child Social Care (Welcome Foster Care Ltd),Welcome Foster Care Ltd,"£50,000.00",08/10/2015,31/03/2016,ITT,N/A
5000004123,Inter Auth Agree Joint Legal Serv (CGov),Commissioning Group,Inter Auth Agree Joint Legal Serv (CGov),HP Public Law,"£6,023,000.00",01/09/2012,21/08/2017,Quote,N/A
5000004526,Kent County Council (KCS) Gas(All Users),CSG,Kent County Council (KCS) Gas(All Users),Kent County Council (KCS),"£5,490,576.00",01/10/2012,30/09/2016,ITT,N/A
5000004527,Kent County Council KCS Elec (All Users),CSG,Kent County Council KCS Elec (All Users),Kent County Council (KCS),"£9,532,175.00",12/02/2013,30/09/2016,ITT,N/A
5000003605,Energy Supply Contract,CSG,Electricity Supply Contract,Npower (Laser),"£9,532,175.00",01/10/2012,30/09/2016,ITT,N/A
5000003604,"Gas Under 25,000 Therms",CSG,Supply of Gas Unders ,Total Gas And Power (Laser),"£5,490,576.00",01/10/2012,30/09/2016,ITT,N/A
700415,Provision of Managed Temporary Agency Resources Services,CSG,Provision of Managed Temporary Agency Resources Services,Comensura Ltd,"£36,700,000.00",01/10/2012,30/09/2016,Framework,N/A
700949,Cleaning Materials/Toilet Requisitions,CSG,Cleaning Materials/Toilet Requisitions,Lovett & Shinn LLP,"£40,000.00",01/09/2014,31/12/2016,Quote,N/A
701080,London Residuary Body Financial Contribution,CSG,London Residuary Body Financial Contribution,London Borough of Bromley,"£45,000.00",21/08/2014,31/03/2016,SLA,N/A
701179,Building Term Maintenance - Mechanical,CSG,Building Term Maintenance - Mechanical,SW Bruce & Co. Ltd,"£2,600,000.00",11/08/2014,10/08/2017,ITT,N/A
701192,Corprate Cleaning,CSG,Corprate Cleaning,Churchill Contract Services Limited,"£1,800,000.00",01/11/2014,31/10/2017,ITT,N/A
701186,Electrical Term Maintenace,CSG,Electrical Term Maintenace,RGE Services Limited,"£630,000.00",11/08/2014,10/08/2017,ITT,N/A
701181,Lift Term Maintenace,CSG,Lift Term Maintenace,Lift and Engineering Services Ltd,"£135,000.00",11/08/2014,10/08/2017,ITT,N/A
701144,Provision of Cleaning Consumables,CSG,Provision of Cleaning Consumables,Hertfordshire Supplies,"£64,000.00",29/09/2014,31/10/2016,ITT,N/A
701180,Water Hygiene Term Maintenace,CSG,Water Hygiene Term Maintenace,AJS Lim,"£120,000.00",11/08/2014,10/08/2017,ITT,N/A
701182,Water Hygiene Term Maintenace - Mechanical,CSG,Water Hygiene Term Maintenace - Mechanical,Hertel Solutions Ltd,"£57,600.00",10/08/2014,10/08/2017,ITT,N/A
701230,Asbestos Remediation,CSG,Asbestos Remediation,GTI Environmental Services Ltd,"£15,000.00",15/01/2015,01/02/2016,ITT,N/A
701280,Copper Consultancy - Depot Relocation Project,CSG,Copper Consultancy - Depot Relocation Project,Copper Consultancy Ltd,"£96,975.00",11/03/2015,11/06/2017,ITT,N/A
701324,London Academy - Works under LOI,CSG,London Academy - Works under LOI,Morgan Sindall,"£3,315,811.75",01/05/2015,01/12/2017,OJEU,N/A
701322,Monkfrith Expansion - Temporary Accommodation,CSG,Monkfrith Expansion - Temporary Accommodation,PORTAKABIN Ltd,"£56,261.00",01/05/2015,01/12/2016,ITT,N/A
701378,Software Maintenance and Support (Mission IT),CSG,Software Maintenance and Support (Mission IT),Mission IT,"£32,500.00",28/07/2015,31/03/2017,ITT,N/A
701384,LGRP Framework Contract,CSG,LGRP Framework Contract,GATENBYSANDERSON LTD,"£150,000.00",01/09/2015,31/03/2017,ITT,N/A
701382,Monkfrith School Extension - Farrans Construction,CSG,Monkfrith School Extension - Farrans Construction,Farrans Construction,"£120,463.00",06/07/2015,06/10/2016,ITT,N/A
701437,External Audit,CSG,External Audit,BDO LLP,"£400,000.00",21/11/2015,20/11/2016,OJEU,N/A
701435,L B Pension Fund,CSG,L B Pension Fund,Capita Employee Benefits,"£5,500,000.00",24/11/2015,23/11/2016,OJEU,N/A
5000003659,Funeral Services (EPR),Re,Procurement will be undertaken by Re,Nicholas Hare,"£20,000.00",13/07/2012,31/03/2016,ITT,N/A
5000003776,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),Deansbrook Infant School,"£11,300.00",21/06/2013,21/06/2016,ITT,N/A
5000003778,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),Garden Suburb Infant School,"£10,200.00",21/06/2013,21/06/2016,ITT,N/A
5000003781,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),St Joseph's Junior School,"£10,800.00",21/06/2013,21/06/2016,ITT,N/A
5000003802,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),All Saints' CE School N20,"£10,500.00",21/06/2013,21/06/2016,ITT,N/A
5000003805,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),St Catherine's RC School,"£10,800.00",21/06/2013,21/06/2016,ITT,N/A
5000003815,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),Lyonsdown School Trust Ltd,"£10,100.00",21/06/2013,21/06/2016,ITT,N/A
5000003838,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),Courtland School,"£11,500.00",21/06/2013,21/06/2016,ITT,N/A
5000003847,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),Oakleigh School,"£10,000.00",21/06/2013,21/06/2016,ITT,N/A
5000003867,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),St John's CE School N11,"£10,500.00",21/06/2013,21/06/2016,ITT,N/A
5000003871,School Travel Plan Grant  (EPR),Re,School Travel Plan Grant  (EPR),JCoSS,"£10,000.00",21/06/2013,21/06/2016,ITT,N/A
5000004425,Subscript-Membership  (EPR),Re,Subscript-Membership  (EPR),Experian Limited,"£10,000.00",02/01/2013,31/03/2016,ITT,N/A
5000004519,Hire of Venue   (EPR),Re,Hire of Venue   (EPR),Crown Moran Hotel,"£10,000.00",08/02/2013,31/03/2016,ITT,N/A
5000004545,Road Services  (EPR),Re,Road Services  (EPR),URS Infrastructure & Environment UK Ltd,"£20,000.00",21/02/2013,31/03/2016,ITT,N/A
5000004740,Utility Scars  (EPR),Re,Utility Scars  (EPR),London Borough Of Brent,"£20,000.00",21/03/2013,31/03/2016,ITT,N/A
5000005199,Highways Asset Management System (EPR),Re,Highways Asset Management System (EPR),Bentley Systems,"£346,495.00",31/03/2013,31/03/2016,OJEU,N/A
5000005189,Residential Independent Adv Serv  (EPR),Re,Residential Independent Adv Serv  (EPR),Strategic Urban,"£88,000.00",07/05/2013,07/05/2017,Quote,N/A
5000005132,GVA - CBX Scheme  (EPR),Re,GVA - CBX Scheme  (EPR),GVA Grimley Ltd,"£439,040.00",29/05/2013,01/04/2016,Framework,N/A
5000005088,Paul Winter & Co Solicitor (EPR),Re,Paul Winter & Co Solicitor (EPR),Paul Winter & Co,"£282,000.00",20/05/2013,31/03/2016,Framework,N/A
5000004770,Works in Default,Re,Works in Default,Amwell Construction Ltd,"£15,000.00",26/03/2013,31/03/2016,ITT,N/A
5000001933,Annual Subs & Training,Re,Annual Subs & Training,District Surveyors Association,"£10,150.00",01/04/2012,31/03/2016,ITT,N/A
5000001591,Stonegrove Legal Advice,Re,Legal advice on PDA and CPO,Nabbarro,"£152,036.00",20/01/2003,31/03/2018,Framework,N/A
5000000732,Brent Cross/Cricklewood Valuation Advice,Re,Advice for  Principal Development Negotiations- Brent Cross ,CBRE,"£125,000.00",31/07/2007,30/06/2027,ITT,N/A
5000005488,Bentley Consultancy Service (EPR),Re,Bentley Consultancy Service (EPR),Bentley Systems UK Ltd,"£80,000.00",16/07/2013,31/03/2016,ITQ,N/A
5000005657,Prof Serv for Dollis Valley  (EPR),Re,ITA services from Solon on Dollis Valley,Solon Community Networks,"£29,205.00",25/02/2013,31/01/2016,Quote,N/A
5000006167,North London Waste Plan (LBB Camden),Re,North London Waste Plan,London Borough of Camden,"£68,000.00",13/11/2013,31/03/2018,ITT,N/A
5000006354,London Highways Alliance Contract,Re,LoHAC,CONWAY AECOM,"£100,000,000.00",01/10/2013,31/03/2021,ITT,N/A
5000006383,Platforms Internship Project,Re,Platforms Internship Company,London Apprenticeship Company,"£165,000.00",12/02/2014,31/03/2016,ITT,N/A
700266,Choices for Grahame Park - Genesis,Re,Choices for Grahame Park - Genesis,Choices for Grahame Park,"£5,000,000.00",01/04/2014,31/03/2019,Other,N/A
701161,Grahame Park Resident Independent Advisor,Re,Grahame Park Resident Independent Advisor,Priority Estates Project,"£89,850.00",06/10/2014,06/10/2017,SLA,N/A
701195,Bus 382 Route - Millbrook Park,Re,Bus 382 Route - Millbrook Park,Transport For London,"£165,354.00",14/11/2014,31/12/2016,ITT,N/A
700043,Independent Tenant Advisor for West Hendon,Re,Independent Tenant Advisor for West Hendon,Priority Estates Project Ltd,"£73,500.00",27/11/2014,27/11/2017,ITQ/Tender,N/A
701241,Brent Cross - Wragge Lawrence Graham & Co,Re,Brent Cross - Wragge Lawrence Graham & Co,Wragge Lawrence Graham & Co,"£800,000.00",31/10/2014,31/10/2019,ITT,N/A
701242,Colindale Primary Care / Grahame Park Health Centre,Re,Colindale Primary Care / Grahame Park Health Centre,North London Estate Partnership,"£74,500.00",01/02/2015,31/12/2018,ITT,N/A
701225,Focus Consultants,Re,Focus Consultants,Pre-contract award supplier,"£60,000.00",01/01/2015,01/01/2019,ITT,N/A
700778,Workfinder Project for the London Borough of Barnet,Re,Workfinder Project for the London Borough of Barnet,Groundwork London,"£171,000.00",02/03/2015,01/03/2017,ITT,N/A
701345,Sapiens Consultancy - Business Relocation for BXC,Re,Sapiens Consultancy - Business Relocation for BXC,Sapiens Consultancy Ltd,"£12,000.00",01/05/2015,31/05/2018,ITT,N/A
701339,Transport Modelling Report for Brent Cross Thameslink,Re,Transport Modelling Report for Brent Cross Thameslink,AECOM Limited,"£33,906.74",01/04/2015,31/03/2017,ITT,N/A
701370,Data Collection Support for Additional Licensing of HMOs Consultation,Re,Data Collection Support for Additional Licensing of HMOs Consultation,Opinion Research Services,"£40,000.00",04/08/2015,31/07/2016,ITT,N/A
701371,Sustrans - Bike It,Re,Sustrans - Bike It,Sustrans Ltd,"£34,000.00",18/08/2015,31/08/2016,ITT,N/A
Non,Provision of play areas,Street Scene,supply and install play areas,SMP (playgrounds) Ltd,"£500,000.00",10/11/2012,09/11/2016,Quote,N/A
5000005180,Spec Educ Needs Transport F/Work (EPR),Street Scene,Spec Educ Needs Transport F/Work (EPR),Rasmi Services,"£31,956.24",04/06/2013,31/03/2016,Framework,N/A
5000005179,Spec Educ Needs Transport F/Work  (EPR),Street Scene,Spec Educ Needs Transport F/Work  (EPR),The Impact Group Plc,"£96,820.00",04/06/2013,31/03/2016,Framework,N/A
5000005178,Spec Edu Needs Transport F/Work  (EPR),Street Scene,Spec Edu Needs Transport F/Work  (EPR),Welcome Cars Limited,"£259,052.60",04/06/2013,31/03/2016,Framework,N/A
5000005175,Spec Educ Needs Transport F/Work (EPR),Street Scene,Spec Educ Needs Transport F/Work (EPR),Cheetah Minicabs,"£136,060.60",03/06/2013,31/03/2016,Framework,N/A
5000005174,Spec Educ Needs Transport F/Work (EPR),Street Scene,Spec Educ Needs Transport F/Work (EPR),IHS Corporation Ltd,"£67,320.00",03/06/2013,31/03/2016,Framework,N/A
5000005148,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Brent Couriers,"£650,000.00",15/04/2013,31/03/2016,Framework,N/A
5000005147,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Metro Cars,"£550,000.00",15/04/2013,31/03/2016,Framework,N/A
5000005146,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Star Cars Ltd,"£850,000.00",15/04/2013,31/03/2016,Framework,N/A
5000005144,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Chequers Transport,"£92,662.80",15/04/2013,31/03/2016,Framework,N/A
5000004923,Route optimisation software  (EPR),Street Scene,Route optimisation software  (EPR),Webaspx Ltd,"£50,715.00",01/04/2013,01/04/2018,Quote,N/A
5000004945,Highways Sign Shop Alloys,Street Scene,Supply of Sign Shop Alloys,ASD Metals,"£100,000.00",01/09/2013,31/08/2016,Quote,N/A
5000004946,Highways Sign Shop Vinyls,Street Scene,Supply of Sign Shop Vinyls,Rennick UK Ltd,"£150,000.00",23/08/2013,22/08/2016,Quote,N/A
700450,Barnet CCTV Service,Street Scene,Barnet CCTV Service,OCS Group UK Limited,"£4,181,714.00",01/06/2014,30/05/2019,OJEU - Restricted,N/A
5000000693,PFI Street Lighting,Street Scene,Provision and maintenance of borough street lighting,Barnet Lighting Services,"£62,500,000.00",01/09/2004,29/04/2031,OJEU - Restricted,N/A
5000003633,Parking Control Services (E&D),Street Scene,Parking Control Services,NSL Ltd,"£22,200,000.00",11/07/2012,31/03/2016,OJEU - Restricted,N/A
5000000695,Public Tree Management,Street Scene,Maintenance of Borough owned trees,City Suburban Tree Surgeons Ltd,"£3,000,000.00",01/04/2009,31/03/2016,OJEU,N/A
5000005326,SEN Trans Framework (EPR),Street Scene,SEN Transport Framework,B & L Coaches,"£100,000.00",15/04/2013,31/03/2016,Framework,N/A
5000005176,Spec Educational Needs Trans F/Wk (EPR),Street Scene,SEN Transport Framework,AMAC Express Services,"£45,000.00",15/04/2013,31/03/2016,Framework,N/A
5000006595,Specialist Park Furniture,Street Scene,Specialist Park Furniture,Taylormade Castings,"£25,000.00",08/03/2014,08/03/2017,Quote,N/A
700700,NON Provision of play areas,Street Scene,NON Provision of play areas,SMP (playgrounds) Ltd,"£500,000.00",10/11/2012,09/11/2016,Other,N/A
701135,Software Licence Agreement for Fleet Management Services,Street Scene,Software Licence Agreement for Fleet Management Services,Chevin Fleet Solutions,"£62,000.00",01/07/2014,30/06/2017,Other,N/A
701243,Caloo Outdoor Gyms,Street Scene,Caloo Outdoor Gyms,Caloo Ltd,"£48,000.00",16/02/2015,16/02/2016,ITT,N/A
701248,Vehicle Hire (N D Brown),Street Scene,Vehicle Hire (N D Brown),N D Brown,"£50,000.00",01/07/2014,31/03/2016,ITT,N/A
701250,Vehicle Maintenance (Aebi Schmidt UK Ltd),Street Scene,Vehicle Maintenance (Aebi Schmidt UK Ltd),Aebi Schmidt UK Ltd,"£60,000.00",01/07/2014,31/03/2016,ITT,N/A
701247,Vehicle Maintenance (Ernest Doe & Sons Ltd),Street Scene,Vehicle Maintenance (Ernest Doe & Sons Ltd),Ernest Doe & Sons Ltd,"£40,000.00",01/07/2014,31/03/2016,ITT,N/A
701246,Vehicle Maintenance (Gemco Services) Ltd,Street Scene,Vehicle Maintenance (Gemco Services) Ltd,Gemco Services Ltd,"£18,000.00",01/07/2014,31/03/2016,ITT,N/A
701245,Vehicle Maintenance (ISUZU North London),Street Scene,Vehicle Maintenance (ISUZU North London),ISUZU (North London),"£19,000.00",01/07/2014,31/03/2016,ITT,N/A
701251,Vehicle Maitenance (Exactrak Ltd T/A Avery Weigh Tronix),Street Scene,Vehicle Maitenance (Exactrak Ltd T/A Avery Weigh Tronix),Exactrak Ltd (T/A Avery Weigh Tronix),"£13,047.00",01/07/2014,31/03/2016,ITT,N/A
701254,Vehicle Maintenance (Vehicle Weighing Solutions),Street Scene,Vehicle Maintenance (Vehicle Weighing Solutions),Vehicle Weighing Solutions Ltd,"£10,379.00",01/07/2014,31/03/2016,ITT,N/A
701255,Vehicle Maintenance (Waste Parts UK Ltd),Street Scene,Vehicle Maintenance (Waste Parts UK Ltd),Waste Parts UK Ltd,"£14,604.00",01/07/2014,31/03/2016,ITT,N/A
701312,Supply of Mini Tractor,Street Scene,Supply of Mini Tractor,Euromec Contracts Ltd,"£17,718.00",01/04/2015,31/12/2016,ITT,N/A
701296,Vehicle Maintenance (Auto Electrical Services),Street Scene,Vehicle Maintenance (Auto Electrical Services),Auto Electrical Services,"£18,250.00",01/07/2014,31/03/2016,ITT,N/A
701297,Vehicle Maintenance (Iveco Retail/ T/A Grays Truck & Van),Street Scene,Vehicle Maintenance (Iveco Retail/ T/A Grays Truck & Van),IVECO T/A Grays Truck & Van,"£15,996.00",01/07/2014,31/03/2016,ITT,N/A
701295,Vehicle Maintenance (N A Brown Ltd),Street Scene,Vehicle Maintenance (N A Brown Ltd),N A Brown Ltd,"£27,300.00",01/07/2014,31/03/2016,ITT,N/A
701293,Vehicle Maintenance (Quickco),Street Scene,Vehicle Maintenance (Quickco),Quickco,"£26,500.00",01/07/2014,31/03/2016,ITT,N/A
701294,Vehicle Maintenance (RM Countryside Services Ltd),Street Scene,Vehicle Maintenance (RM Countryside Services Ltd),RM Countryside Services Ltd,"£43,000.00",01/07/2014,31/03/2016,ITT,N/A
701292,Vehicle Maintenance (Sentinel Systems Ltd),Street Scene,Vehicle Maintenance (Sentinel Systems Ltd),Sentinel Systems Ltd,"£12,500.00",01/07/2014,31/03/2016,ITT,N/A
701291,Vehicle Maintenance (The Bell Brush Company),Street Scene,Vehicle Maintenance (The Bell Brush Company),The Bell Brush Company,"£19,564.00",01/07/2014,31/03/2016,ITT,N/A
701298,Vehicle Maintenance (Trilo UK Ltd T/A The Grass Group),Street Scene,Vehicle Maintenance (Trilo UK Ltd T/A The Grass Group),Trilo UK Ltd T/A The Grass Group,"£14,000.00",01/07/2014,31/03/2016,ITT,N/A
701313,Vehicle Maintenance (R T Machinery),Street Scene,Vehicle Maintenance (R T Machinery),R T Machinery,"£60,000.00",01/07/2014,31/03/2016,ITT,N/A
701341,Crelling Harnesses,Street Scene,Crelling Harnesses,Crelling Harnesses Ltd,"£10,000.00",15/06/2015,31/03/2016,ITT,N/A
701274,Provision of Minor Works: Tarmac of Allotments and Pothole Repairs,Street Scene,Provision of Minor Works: Tarmac of Allotments and Pothole Repairs,Spadeoak Ltd,"£45,000.00",02/04/2015,01/03/2016,ITT,N/A
701420,Refurbishment of Steel Wheeled Bins,Street Scene,Refurbishment of Steel Wheeled Bins,Bin Master,"£28,125.00",05/10/2015,04/10/2017,ITT,N/A
701421,Vehicle Advertising Banners for Waste and Recycling Fleet,Street Scene,Vehicle Advertising Banners for Waste and Recycling Fleet,RGVA,"£34,760.33",16/09/2015,16/09/2017,ITT,N/A
701429,Vehicle Tracking Equipment,Street Scene,Vehicle Tracking Equipment,Quartix,"£45,000.00",01/04/2015,31/03/2017,ITT,N/A
